NTD ID,Agency Name,Reporter Type,Reporting Module,Expense Type,Interest Expenses,Leases and Rentals,Purchase Lease Agreement,Related Parties Lease Agreement,Voluntary Non-Exchange Transactions,Extraordinary and Special Items,Depreciation,Amortization of Intangibles,Other Reconciling Items,Total Reconciling Items,ADA Related Reconciling Items
24,Clark County Public Transportation Benefit Area Authority,Full Reporter,Urban,Funds Not Applied,,,,,,,9790528,,,9790528,1789100
25,Salem Area Mass Transit District,Full Reporter,Urban,Funds Applied,,366661,,,,,,,661178,1027839,661178
25,Salem Area Mass Transit District,Full Reporter,Urban,Funds Not Applied,,,,,,,2212211,,1979862,4192073,
28,County of Pierce,Full Reporter,Urban,Funds Applied,,,,,,,,,,0,
28,County of Pierce,Full Reporter,Urban,Funds Not Applied,,,,,,,742522,,,742522,
29,Snohomish County Public Transportation Benefit Area Corporation,Full Reporter,Urban,Funds Applied,173955,776131,,,,,,,1980889,2930975,
29,Snohomish County Public Transportation Benefit Area Corporation,Full Reporter,Urban,Funds Not Applied,,,,,,,22953246,1387414,680074,25020734,728945
34,Rogue Valley Transportation District,Full Reporter,Urban,Funds Applied,,,,,,,,,,0,
34,Rogue Valley Transportation District,Full Reporter,Urban,Funds Not Applied,,,,,,,1107292,,,1107292,
35,Washington State Ferries,Full Reporter,Urban,Funds Applied,,,,,,,,,,0,
35,Washington State Ferries,Full Reporter,Urban,Funds Not Applied,,,,,,,57875848,,,57875848,
40,Central Puget Sound Regional Transit Authority,Full Reporter,Urban,Funds Applied,105770161,7886504,,,,,,,5325845,118982510,
40,Central Puget Sound Regional Transit Authority,Full Reporter,Urban,Funds Not Applied,-23162981,,,,,,155465191,16806634,6584250,155693094,
41,Alaska Railroad Corporation,Full Reporter,Urban,Funds Applied,765753,190176,,,,,,,,955929,
41,Alaska Railroad Corporation,Full Reporter,Urban,Funds Not Applied,,,,,,,20993005,32699,-23606977,-2581273,
43,Link Transit,Full Reporter,Urban,Funds Applied,,1876,,,,,,,,1876,
43,Link Transit,Full Reporter,Urban,Funds Not Applied,,,,,,,2060598,,,2060598,
44,Skagit Transit,Full Reporter,Urban,Funds Applied,,52124,,,,,,,,52124,
44,Skagit Transit,Full Reporter,Urban,Funds Not Applied,,,,,,,2063972,,,2063972,
46,City of Wilsonville,Full Reporter,Urban,Funds Applied,,,,,,,,,344373,344373,
46,City of Wilsonville,Full Reporter,Urban,Funds Not Applied,,,,,,,1162885,,,1162885,
57,Central Oregon Intergovernmental Council,Full Reporter,Urban,Funds Applied,19119,,,,,,,,,19119,
57,Central Oregon Intergovernmental Council,Full Reporter,Urban,Funds Not Applied,,,,,,,62895,,,62895,
58,City of Portland,Full Reporter,Urban,Funds Applied,,,,,,,,,,0,
58,City of Portland,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
376,"Ride Connection, Inc.",Full Reporter,Urban,Funds Applied,,1517306,,,,,,,,1517306,
376,"Ride Connection, Inc.",Full Reporter,Urban,Funds Not Applied,,,,50000,,,1177925,,62552,1290477,
415,Ada County Highway District,Full Reporter,Urban,Funds Applied,,600,,,,,,,,600,
415,Ada County Highway District,Full Reporter,Urban,Funds Not Applied,,0,,,,,585002,,,585002,
10001,Rhode Island Public Transit Authority,Full Reporter,Urban,Funds Applied,,851689,,,,,,,6431861,7283550,
10001,Rhode Island Public Transit Authority,Full Reporter,Urban,Funds Not Applied,,,,,,,17194709,,423100,17617809,
10003,Massachusetts Bay Transportation Authority,Full Reporter,Urban,Funds Applied,235720660,57881614,1031509,,,,,,66045840,360679623,
10003,Massachusetts Bay Transportation Authority,Full Reporter,Urban,Funds Not Applied,,,0,,,,364229011,,253058738,617287749,
10004,Brockton Area Transit Authority,Full Reporter,Urban,Funds Applied,129211,,,,,,,,0,129211,
10004,Brockton Area Transit Authority,Full Reporter,Urban,Funds Not Applied,,,,,,,3875342,,,3875342,
10005,Lowell Regional Transit Authority,Full Reporter,Urban,Funds Applied,72526,17136,,,,,,,,89662,
10005,Lowell Regional Transit Authority,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
10006,Southeastern Regional Transit Authority,Full Reporter,Urban,Funds Applied,,,,,,,0,,-37224,-37224,
10006,Southeastern Regional Transit Authority,Full Reporter,Urban,Funds Not Applied,,,,,,,2953411,,114299,3067710,
10007,Berkshire Regional Transit Authority,Full Reporter,Urban,Funds Applied,,,,,,,,,,0,
10007,Berkshire Regional Transit Authority,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
10008,Pioneer Valley Transit Authority,Full Reporter,Urban,Funds Applied,276768,47437,,,,,,,,324205,
10008,Pioneer Valley Transit Authority,Full Reporter,Urban,Funds Not Applied,,,,,,,19971691,0,4986501,24958192,
10013,Merrimack Valley Regional Transit Authority,Full Reporter,Urban,Funds Applied,186415,,,,,,,,,186415,
10013,Merrimack Valley Regional Transit Authority,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
10014,Worcester Regional Transit Authority,Full Reporter,Urban,Funds Applied,379883,175352,,,,,,,,555235,0
10014,Worcester Regional Transit Authority,Full Reporter,Urban,Funds Not Applied,,,,,,,7064861,70336,183712,7318909,
10016,Greater Portland Transit District,Full Reporter,Urban,Funds Applied,88327,,,,,,,,483842,572169,
10016,Greater Portland Transit District,Full Reporter,Urban,Funds Not Applied,,,,,,,1392142,,,1392142,
10017,Greater Hartford Transit District,Full Reporter,Urban,Funds Applied,,,,,,,,,,0,
10017,Greater Hartford Transit District,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
10040,Southeast Area Transit District,Full Reporter,Urban,Funds Applied,19027,,,,,,0,,,19027,
10040,Southeast Area Transit District,Full Reporter,Urban,Funds Not Applied,,,,749187,,,827434,,,1576621,
10042,Valley Transit District,Full Reporter,Urban,Funds Applied,12547,6657,,,,,,,,19204,
10042,Valley Transit District,Full Reporter,Urban,Funds Not Applied,0,0,,,,,71470,,,71470,
10045,Connecticut Department of Transportation - CTTransit New Britain -Dattco.,Full Reporter,Urban,Funds Applied,,,,,,,,,,0,
10045,Connecticut Department of Transportation - CTTransit New Britain -Dattco.,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
10048,Connecticut Department of Transportation - CTTRANSIT - Hartford Division,Full Reporter,Urban,Funds Applied,,24835,,,,,,,,24835,
10048,Connecticut Department of Transportation - CTTRANSIT - Hartford Division,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
10049,Greater New Haven Transit District,Full Reporter,Urban,Funds Applied,11116,,,,,,,,,11116,
10049,Greater New Haven Transit District,Full Reporter,Urban,Funds Not Applied,0,,,,,,,,,0,
10050,Greater Bridgeport Transit Authority,Full Reporter,Urban,Funds Applied,103,480,,,,,,,,583,
10050,Greater Bridgeport Transit Authority,Full Reporter,Urban,Funds Not Applied,,,,,,,4126339,,614652,4740991,
10051,Housatonic Area Regional Transit ,Full Reporter,Urban,Funds Applied,,,,,,,,,,0,
10051,Housatonic Area Regional Transit ,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
10053,Cape Ann Transportation Authority,Full Reporter,Urban,Funds Applied,46541,,,,,,,,,46541,
10053,Cape Ann Transportation Authority,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
10055,Connecticut Department of Transportation - CTTRANSIT New Haven Division,Full Reporter,Urban,Funds Applied,,12297,,,,,,,,12297,
10055,Connecticut Department of Transportation - CTTRANSIT New Haven Division,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
10056,Connecticut Department of Transportation - CTTRANSIT Stamford Division,Full Reporter,Urban,Funds Applied,,21086,,,,,,,,21086,
10056,Connecticut Department of Transportation - CTTRANSIT Stamford Division,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
10057,Norwalk Transit District,Full Reporter,Urban,Funds Applied,116981,115876,,,,,,,36854,269711,
10057,Norwalk Transit District,Full Reporter,Urban,Funds Not Applied,,,,,,,2118603,,,2118603,
10061,Montachusett Regional Transit Authority,Full Reporter,Urban,Funds Applied,375951,403080,0,,,,,,169454,948485,
10061,Montachusett Regional Transit Authority,Full Reporter,Urban,Funds Not Applied,,,,,,,4881853,,,4881853,
10064,Greater Attleboro-Taunton Regional Transit Authority,Full Reporter,Urban,Funds Applied,165918,191848,,,,,,,,357766,
10064,Greater Attleboro-Taunton Regional Transit Authority,Full Reporter,Urban,Funds Not Applied,,,,,,,3961196,,,3961196,
10066,Green Mountain Transit Authority,Full Reporter,Urban,Funds Applied,,41682,,,,,,,68974,110656,
10066,Green Mountain Transit Authority,Full Reporter,Urban,Funds Not Applied,,0,0,,,,3457954,,,3457954,
10086,Cooperative Alliance for Seacoast Transportation,Full Reporter,Urban,Funds Applied,,27000,,,,,,,,27000,
10086,Cooperative Alliance for Seacoast Transportation,Full Reporter,Urban,Funds Not Applied,,,,,,,1045982,,,1045982,
10087,City of Nashua,Full Reporter,Urban,Funds Applied,,,,,,,,,,0,
10087,City of Nashua,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
10088,Casco Bay Island Transit District,Full Reporter,Urban,Funds Applied,,35285,,,,,,,,35285,
10088,Casco Bay Island Transit District,Full Reporter,Urban,Funds Not Applied,,,,,,,1038052,,,1038052,
10098,"Western Maine Transportation Services, Inc.",Full Reporter,Urban,Funds Applied,15591,40946,,,,,,,123751,180288,
10098,"Western Maine Transportation Services, Inc.",Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
10102,Connecticut Department of Transportation,Full Reporter,Urban,Funds Applied,,1155700,,,,,,,,1155700,
10102,Connecticut Department of Transportation,Full Reporter,Urban,Funds Not Applied,,,,,,,628537,,,628537,
10105,Cape Cod Regional Transit Authority,Full Reporter,Urban,Funds Applied,151943,1232688,,,,,,,,1384631,
10105,Cape Cod Regional Transit Authority,Full Reporter,Urban,Funds Not Applied,,,,,,,4508313,,,4508313,
10107,Milford Transit District,Full Reporter,Urban,Funds Applied,,,,,,,,,,0,
10107,Milford Transit District,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
10115,Northern New England Passenger Rail Authority,Full Reporter,Urban,Funds Applied,,,,,,,,,,0,
10115,Northern New England Passenger Rail Authority,Full Reporter,Urban,Funds Not Applied,,0,,,,,393872,,,393872,
10118,MetroWest Regional Transit Authority,Full Reporter,Urban,Funds Applied,186908,,,,,,,,0,186908,93098
10118,MetroWest Regional Transit Authority,Full Reporter,Urban,Funds Not Applied,,,,,,,1472445,,,1472445,706332
10128,Connecticut Department of Transportation- CTTransit Waterbury- NET,Full Reporter,Urban,Funds Applied,141555,317676,,,,,,,,459231,
10128,Connecticut Department of Transportation- CTTransit Waterbury- NET,Full Reporter,Urban,Funds Not Applied,,,,,,,8559,,,8559,
10130,Connecticut Department of Transportation -CTTRANSIT New Britain ,Full Reporter,Urban,Funds Applied,,2948,,,,,119693,,,122641,
10130,Connecticut Department of Transportation -CTTRANSIT New Britain ,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
10183,"Woods Hole, Martha's Vineyard and Nantucket Steamship Authority",Full Reporter,Urban,Funds Applied,3719413,792912,,,,,,,,4512325,
10183,"Woods Hole, Martha's Vineyard and Nantucket Steamship Authority",Full Reporter,Urban,Funds Not Applied,,,,,,,12808087,,,12808087,
11147,Rhode Island Department of Transportation,Full Reporter,Urban,Funds Applied,,99585,,,,,,,,99585,
11147,Rhode Island Department of Transportation,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
20002,Capital District Transportation Authority,Full Reporter,Urban,Funds Applied,188529,177755,0,,,,,,0,366284,
20002,Capital District Transportation Authority,Full Reporter,Urban,Funds Not Applied,,,,,,,14285113,,6936136,21221249,
20003,Broome County,Full Reporter,Urban,Funds Applied,110310,123100,,,,,,,1081168,1314578,
20003,Broome County,Full Reporter,Urban,Funds Not Applied,,,,,,,2529259,,384352,2913611,
20004,Niagara Frontier Transportation Authority,Full Reporter,Urban,Funds Applied,739447,1622581,,,,,,,4143,2366171,8383
20004,Niagara Frontier Transportation Authority,Full Reporter,Urban,Funds Not Applied,,,,,,,5797285,,26858868,32656153,24640
20006,City of Long Beach,Full Reporter,Urban,Funds Applied,,,,,,,,,,0,
20006,City of Long Beach,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
20008,MTA New York City Transit,Full Reporter,Urban,Funds Applied,19784198,25982619,,,,,,,622086441,667853258,
20008,MTA New York City Transit,Full Reporter,Urban,Funds Not Applied,,,,,,,1994252611,,,1994252611,
20010,Dutchess County,Full Reporter,Urban,Funds Applied,,104997,,0,,,,,,104997,
20010,Dutchess County,Full Reporter,Urban,Funds Not Applied,,,,,,,3483419,,,3483419,
20018,Central New York Regional Transportation Authority,Full Reporter,Urban,Funds Applied,,122817,,,,,,,,122817,
20018,Central New York Regional Transportation Authority,Full Reporter,Urban,Funds Not Applied,,,,,,,12021224,,9091048,21112272,
20072,Suffolk County ,Full Reporter,Urban,Funds Applied,165235,2197500,,,,,,,,2362735,
20072,Suffolk County ,Full Reporter,Urban,Funds Not Applied,,,,,,,7971718,,,7971718,
20075,Port Authority Transit Corporation,Full Reporter,Urban,Funds Applied,,11710,,,,,,,911947,923657,
20075,Port Authority Transit Corporation,Full Reporter,Urban,Funds Not Applied,,,,6122000,,,,,0,6122000,
20076,Westchester County,Full Reporter,Urban,Funds Applied,,1014139,,,,,,,,1014139,
20076,Westchester County,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
20078,"Metro-North Commuter Railroad Company, dba: MTA Metro-North Railroad",Full Reporter,Urban,Funds Applied,1259872,26644649,,,,,,,47195365,75099886,
20078,"Metro-North Commuter Railroad Company, dba: MTA Metro-North Railroad",Full Reporter,Urban,Funds Not Applied,,,,,,,242010439,,74052690,316063129,
20080,New Jersey Transit Corporation,Full Reporter,Urban,Funds Applied,46449865,7553092,,,,,,,38565744,92568701,
20080,New Jersey Transit Corporation,Full Reporter,Urban,Funds Not Applied,,,,,,,32600439,,81947756,114548195,8114799
20082,New York City Department of Transportation,Full Reporter,Urban,Funds Applied,,364809,0,,,,,,,364809,
20082,New York City Department of Transportation,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
20084,County of Rockland ,Full Reporter,Urban,Funds Applied,,91837,,,,,,,,91837,
20084,County of Rockland ,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
20096,Putnam County ,Full Reporter,Urban,Funds Applied,,,,,,,,,,0,
20096,Putnam County ,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
20098,Port Authority Trans-Hudson Corporation,Full Reporter,Urban,Funds Applied,,1852024,,,,,,,0,1852024,
20098,Port Authority Trans-Hudson Corporation,Full Reporter,Urban,Funds Not Applied,167766734,,,,,,201539373,,998449,370304556,
20099,Staten Island Rapid Transit Operating Authority,Full Reporter,Urban,Funds Applied,1121757,,,,,,,,5966563,7088320,
20099,Staten Island Rapid Transit Operating Authority,Full Reporter,Urban,Funds Not Applied,,,,,,,11629855,,,11629855,
20100,MTA Long Island Rail Road,Full Reporter,Urban,Funds Applied,722648,8408288,,,,,,,,9130936,
20100,MTA Long Island Rail Road,Full Reporter,Urban,Funds Not Applied,,,,,,,379150427,48664,103481426,482680517,
20113,Regional Transit Service - Monroe County,Full Reporter,Urban,Funds Applied,1083,216438,,,,,,,,217521,
20113,Regional Transit Service - Monroe County,Full Reporter,Urban,Funds Not Applied,,,,,,,16085872,,6689602,22775474,
20122,"Academy Lines, Inc.",Full Reporter,Urban,Funds Applied,,,3448605,,,,,,,3448605,
20122,"Academy Lines, Inc.",Full Reporter,Urban,Funds Not Applied,,,,,,,155204,,,155204,
20126,"Hudson Transit Lines, Inc.",Full Reporter,Urban,Funds Applied,,1703560,,3956708,,,,,,5660268,
20126,"Hudson Transit Lines, Inc.",Full Reporter,Urban,Funds Not Applied,,,,,,,999233,,440115,1439348,
20128,Suburban Transit Corporation,Full Reporter,Urban,Funds Applied,,2027791,,,,,,,,2027791,
20128,Suburban Transit Corporation,Full Reporter,Urban,Funds Not Applied,,,,,,,245798,4620,386185,636603,
20135,Monsey New Square Trails Corporation,Full Reporter,Urban,Funds Applied,34657,,254361,,,,,,,289018,
20135,Monsey New Square Trails Corporation,Full Reporter,Urban,Funds Not Applied,,,,,,,235122,,,235122,
20145,Tompkins Consolidated Area Transit,Full Reporter,Urban,Funds Applied,46103,,,,,,,,,46103,
20145,Tompkins Consolidated Area Transit,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
20149,"Rockland Coaches, Inc.",Full Reporter,Urban,Funds Applied,,548966,,,,,,,,548966,
20149,"Rockland Coaches, Inc.",Full Reporter,Urban,Funds Not Applied,,,,,,,195613,,,195613,
20161,DeCamp Bus Lines,Full Reporter,Urban,Funds Applied,123919,148384,,,,,,,,272303,
20161,DeCamp Bus Lines,Full Reporter,Urban,Funds Not Applied,,,,,,,435478,,,435478,
20163,"Lakeland Bus Lines, Inc.",Full Reporter,Urban,Funds Applied,8705,639241,,,,,,,,647946,
20163,"Lakeland Bus Lines, Inc.",Full Reporter,Urban,Funds Not Applied,,,,,,,52470,,,52470,
20166,"Orange-Newark-Elizabeth, Inc.",Full Reporter,Urban,Funds Applied,1175336,,,467221,,,,,,1642557,
20166,"Orange-Newark-Elizabeth, Inc.",Full Reporter,Urban,Funds Not Applied,,,,,,,236399,,,236399,
20169,"Trans-Bridge Lines, Inc. ",Full Reporter,Urban,Funds Applied,47500,428230,,,,,,,,475730,
20169,"Trans-Bridge Lines, Inc. ",Full Reporter,Urban,Funds Not Applied,,,,,,,2178403,,,2178403,
20175,Private Transportation Corporation,Full Reporter,Urban,Funds Applied,,,,,,,,,,0,
20175,Private Transportation Corporation,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
20177,"Adirondack Transit Lines, Inc,",Full Reporter,Urban,Funds Applied,126507,1738874,0,157035,,,0,0,0,2022416,0
20177,"Adirondack Transit Lines, Inc,",Full Reporter,Urban,Funds Not Applied,0,,0,0,,,328341,0,,328341,0
20188,MTA Bus Company,Full Reporter,Urban,Funds Applied,,1336122,,3493724,,,,,-29253258,-24423412,
20188,MTA Bus Company,Full Reporter,Urban,Funds Not Applied,,,,,,,44702556,,75994231,120696787,
20189,"BillyBey Ferry Company, LLC",Full Reporter,Urban,Funds Applied,,,,335614,,,,,,335614,
20189,"BillyBey Ferry Company, LLC",Full Reporter,Urban,Funds Not Applied,,,,,,,527909,939715,,1467624,
20190,Port Imperial Ferry Corporation,Full Reporter,Urban,Funds Applied,902777,,458010,695725,,,,,,2056512,
20190,Port Imperial Ferry Corporation,Full Reporter,Urban,Funds Not Applied,,,,,,,1451419,91781,,1543200,
20192,Bergen County,Full Reporter,Urban,Funds Applied,,,,,,,,,,0,
20192,Bergen County,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
20193,Cumberland County,Full Reporter,Urban,Funds Applied,,1759,,,,,,,,1759,
20193,Cumberland County,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
20199,County of Atlantic,Full Reporter,Urban,Funds Applied,,,,,,,,,,0,
20199,County of Atlantic,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
20204,"Senior Citizens United Community Services of Camden County, Inc.",Full Reporter,Urban,Funds Applied,,,,,,,,,,0,
20204,"Senior Citizens United Community Services of Camden County, Inc.",Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
20206,County of Nassau,Full Reporter,Urban,Funds Applied,,1480537,,,,,,,,1480537,
20206,County of Nassau,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
20217,"Hampton Jitney, Inc.",Full Reporter,Urban,Funds Applied,490937,2198068,,,,,,,,2689005,
20217,"Hampton Jitney, Inc.",Full Reporter,Urban,Funds Not Applied,,,,,,,2956781,,,2956781,
22930,New York City Economic Development Corporation,Full Reporter,Urban,Funds Applied,,1902857,,,,,,,-12347589,-10444732,
22930,New York City Economic Development Corporation,Full Reporter,Urban,Funds Not Applied,,,,,,,284057,,,284057,
30001,Kanawha Valley Regional Transportation Authority,Full Reporter,Urban,Funds Applied,,,,,,,,,57757,57757,
30001,Kanawha Valley Regional Transportation Authority,Full Reporter,Urban,Funds Not Applied,,,,,,,2157532,,,2157532,
30002,The Tri-State Transit Authority,Full Reporter,Urban,Funds Applied,,,,,,,,,,0,
30002,The Tri-State Transit Authority,Full Reporter,Urban,Funds Not Applied,,,,,,,,,0,0,
30006,Greater Richmond Transit Company,Full Reporter,Urban,Funds Applied,,874564,0,,,,,,,874564,
30006,Greater Richmond Transit Company,Full Reporter,Urban,Funds Not Applied,,,,,,,10682618,,,10682618,
30007,Greater Roanoke Transit Company,Full Reporter,Urban,Funds Applied,,104997,,,,,,,,104997,
30007,Greater Roanoke Transit Company,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
30008,Greater Lynchburg Transit Company,Full Reporter,Urban,Funds Applied,,,,,,,0,,,0,
30008,Greater Lynchburg Transit Company,Full Reporter,Urban,Funds Not Applied,,,,,,,3320931,,,3320931,
30010,Lehigh and Northampton Transportation Authority,Full Reporter,Urban,Funds Applied,89040,121214,,,,,,,,210254,
30010,Lehigh and Northampton Transportation Authority,Full Reporter,Urban,Funds Not Applied,,162057,,,,,5280424,,,5442481,
30011,Altoona Metro Transit,Full Reporter,Urban,Funds Applied,,30980,131038,,,,,,,162018,6392
30011,Altoona Metro Transit,Full Reporter,Urban,Funds Not Applied,,,,,,,1350078,,282725,1632803,
30012,Cambria County Transit Authority,Full Reporter,Urban,Funds Applied,,,73353,,,,,,,73353,
30012,Cambria County Transit Authority,Full Reporter,Urban,Funds Not Applied,,,,,,,2511507,,180419,2691926,
30013,Erie Metropolitan Transit Authority,Full Reporter,Urban,Funds Applied,,15236,,,,,,,,15236,
30013,Erie Metropolitan Transit Authority,Full Reporter,Urban,Funds Not Applied,,,,,,,3267897,,145326,3413223,
30014,Cumberland Dauphin-Harrisburg Transit Authority,Full Reporter,Urban,Funds Applied,43182,30994,,,,,,,,74176,
30014,Cumberland Dauphin-Harrisburg Transit Authority,Full Reporter,Urban,Funds Not Applied,,,,,,,3232749,,,3232749,
30015,Luzerne County Transportation Authority,Full Reporter,Urban,Funds Applied,,,,,,,,,512240,512240,
30015,Luzerne County Transportation Authority,Full Reporter,Urban,Funds Not Applied,,,,,,,1549566,,18914,1568480,
30019,Southeastern Pennsylvania Transportation Authority,Full Reporter,Urban,Funds Applied,14041391,55984754,,,,,,,,70026145,0
30019,Southeastern Pennsylvania Transportation Authority,Full Reporter,Urban,Funds Not Applied,,,,,,,20127314,,-76199387,-56072073,0
30022,Port Authority of Allegheny County,Full Reporter,Urban,Funds Applied,,6149245,,,,,,,,6149245,
30022,Port Authority of Allegheny County,Full Reporter,Urban,Funds Not Applied,,,,,,,106389234,,50262665,156651899,
30023,Beaver County Transit Authority,Full Reporter,Urban,Funds Applied,,,,,,,,,,0,
30023,Beaver County Transit Authority,Full Reporter,Urban,Funds Not Applied,,,,,,,2620786,,,2620786,
30025,County of Lackawanna Transit System,Full Reporter,Urban,Funds Applied,,544207,,,,,,,,544207,
30025,County of Lackawanna Transit System,Full Reporter,Urban,Funds Not Applied,,,,,,,2166194,,,2166194,
30026,City of Williamsport,Full Reporter,Urban,Funds Applied,,,,,,,,,,0,
30026,City of Williamsport,Full Reporter,Urban,Funds Not Applied,,,,,,,3602795,,594027,4196822,
30027,Central Pennsylvania Transportation Authority,Full Reporter,Urban,Funds Applied,,400694,0,,,,,,1633827,2034521,
30027,Central Pennsylvania Transportation Authority,Full Reporter,Urban,Funds Not Applied,,,,,,,4594606,,,4594606,
30030,Washington Metropolitan Area Transit Authority,Full Reporter,Urban,Funds Applied,35534650,9617851,,,,,,,,45152501,
30030,Washington Metropolitan Area Transit Authority,Full Reporter,Urban,Funds Not Applied,,,,,,,958348231,56632685,199886338,1214867254,
30034,Maryland Transit Administration,Full Reporter,Urban,Funds Applied,,31061339,,,,,,,,31061339,11208600
30034,Maryland Transit Administration,Full Reporter,Urban,Funds Not Applied,,,,,,,55407551,,,55407551,
30035,Ohio Valley Regional Transportation Authority,Full Reporter,Urban,Funds Applied,,,,,,,,,63,63,
30035,Ohio Valley Regional Transportation Authority,Full Reporter,Urban,Funds Not Applied,,,,,,,950820,,,950820,
30044,Westmoreland County ,Full Reporter,Urban,Funds Applied,,205558,0,,,,,,,205558,
30044,Westmoreland County ,Full Reporter,Urban,Funds Not Applied,,,,,,,2476422,,,2476422,
