UACE Code,UZA,UZA Name,Primary UZA,Population,Density,Square Miles,State NTD ID,NTD ID,Agency Name,Reporter Type,Reporting Module,Mode,TOS,UZA Reporting Method,Other UZA Reporting Method Description,FG/NFG Reporting Method,Other FG/NFG Reporting Method Description,Total Actual Vehicle Revenue Hours,Total Unlinked Passenger Trips,Total Actual Vehicle Revenue Miles,Total Passenger Miles Traveled,Total Operating Expenses,Non-Fixed Guideway Vehicle Revenue Miles,Non-Fixed Guideway Passenger Miles,Non-Fixed Guideway Operating Expenses,Directional Route Miles,Fixed Guideway Vehicle Revenue Miles,Fixed Guideway Passenger Miles,Fixed Guideway Operating Expenses,SGR FG Directional Route Miles,SGR FG Vehicle Revenue Miles,SGR HIB Directional Route Miles,SGR HIB Vehicle Revenue Miles
,96,"Spokane, WA",Y,387847,2362,164,,2,Spokane Transit Authority,Full Reporter,Urban,VP,DO, Other,The annual totals are allocated by 81% in UZA 96 and 19% in UZA 0-WA. This is based on the 2010 census and the allocation method was submitted to FTA.,,,22755,125762,753179,3333722,521234,753179,3333722,521234,0,0,0,0,0,0,0,0
,14,"Seattle, WA",Y,3059393,3028,1010,,3,Pierce County Transportation Benefit Area Authority,Full Reporter,Urban,DR,DO, Actual Data,,,,37538,84997,505823,612901,5120783,505823,612901,5120783,0,0,0,0,0,0,0,0
,14,"Seattle, WA",Y,3059393,3028,1010,,3,Pierce County Transportation Benefit Area Authority,Full Reporter,Urban,DR,PT, Actual Data,,,,107005,206145,1507732,1600025,10332821,1507732,1600025,10332821,0,0,0,0,0,0,0,0
,14,"Seattle, WA",Y,3059393,3028,1010,,3,Pierce County Transportation Benefit Area Authority,Full Reporter,Urban,MB,DO, Actual Data,,,,444082,8376891,5019818,36612409,70828666,5019818,36612409,70828666,0,0,0,0,0,0,8,37393
,14,"Seattle, WA",Y,3059393,3028,1010,,3,Pierce County Transportation Benefit Area Authority,Full Reporter,Urban,VP,DO, Actual Data,,,,135978,740207,4529043,21234316,4842558,4529043,21234316,4842558,0,0,0,0,0,0,0,0
,0,Washington Non-UZA,Y,,,,,4,Confederated Tribes of the Colville Indian Reservation,Reduced Reporter,Tribe,FB,DO, Actual Data,,,,5309,149349,24009,0,719912,24009,0,719912,0,0,0,0,0,0,0,0
,0,Washington Non-UZA,Y,,,,,4,Confederated Tribes of the Colville Indian Reservation,Reduced Reporter,Tribe,MB,DO, Actual Data,,,,3708,5107,89799,0,319916,89799,0,319916,0,0,0,0,0,0,0,0
,14,"Seattle, WA",Y,3059393,3028,1010,,5,City of Everett,Full Reporter,Urban,DR,DO, Actual Data,,,,48955,125102,561821,664754,7003707,561821,664754,7003707,0,0,0,0,0,0,0,0
,14,"Seattle, WA",Y,3059393,3028,1010,,5,City of Everett,Full Reporter,Urban,MB,DO, Actual Vehicle Revenue Miles,,,,103309,1606899,1195418,6118032,15385230,1195418,6118032,15385230,0,0,0,0,0,0,0,0
,0,Washington Non-UZA,N,,,,,6,City of Yakima,Full Reporter,Urban,CB,PT, Actual Vehicle Revenue Miles,,,,1912,10698,59184,354511,206551,59184,354511,206551,0,0,0,0,0,0,0,0
,248,"Yakima, WA",Y,129534,2165,60,,6,City of Yakima,Full Reporter,Urban,CB,PT, Actual Vehicle Revenue Miles,,,,2867,16048,88775,531761,309824,88775,531761,309824,0,0,0,0,0,0,0,0
,0,Washington Non-UZA,N,,,,,6,City of Yakima,Full Reporter,Urban,DR,PT, Actual Vehicle Revenue Miles,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,248,"Yakima, WA",Y,129534,2165,60,,6,City of Yakima,Full Reporter,Urban,DR,PT, Actual Vehicle Revenue Miles,,,,27759,65844,296916,202273,1075844,296916,202273,1075844,0,0,0,0,0,0,0,0
,0,Washington Non-UZA,N,,,,,6,City of Yakima,Full Reporter,Urban,MB,DO, Actual Vehicle Revenue Miles,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,248,"Yakima, WA",Y,129534,2165,60,,6,City of Yakima,Full Reporter,Urban,MB,DO, Actual Vehicle Revenue Miles,,,,46772,922814,649163,3362096,6792403,649163,3362096,6792403,0,0,0,0,0,0,0,0
,0,Washington Non-UZA,N,,,,,6,City of Yakima,Full Reporter,Urban,VP,DO, Actual Vehicle Revenue Miles,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,248,"Yakima, WA",Y,129534,2165,60,,6,City of Yakima,Full Reporter,Urban,VP,DO, Actual Vehicle Revenue Miles,,,,5687,41514,260851,2117214,197556,260851,2117214,197556,0,0,0,0,0,0,0,0
,0,Oregon Non-UZA,N,,,,,7,Lane Transit District,Full Reporter,Urban,DR,PT, Actual Vehicle Revenue Miles,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,151,"Eugene, OR",Y,247421,2852,87,,7,Lane Transit District,Full Reporter,Urban,DR,PT, Actual Vehicle Revenue Miles,,,,120246,187594,1164665,1334695,4734803,1164665,1334695,4734803,0,0,0,0,0,0,0,0
,156,"Salem, OR",N,236632,3117,76,,7,Lane Transit District,Full Reporter,Urban,DR,PT, Actual Vehicle Revenue Miles,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,Oregon Non-UZA,N,,,,,7,Lane Transit District,Full Reporter,Urban,DT,PT, Actual Vehicle Revenue Miles,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,151,"Eugene, OR",Y,247421,2852,87,,7,Lane Transit District,Full Reporter,Urban,DT,PT, Actual Vehicle Revenue Miles,,,,116383,354931,3159039,3993466,5770308,3159039,3993466,5770308,0,0,0,0,0,0,0,0
,156,"Salem, OR",N,236632,3117,76,,7,Lane Transit District,Full Reporter,Urban,DT,PT, Actual Vehicle Revenue Miles,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,Oregon Non-UZA,N,,,,,7,Lane Transit District,Full Reporter,Urban,MB,DO, Actual Vehicle Revenue Miles,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,Oregon Non-UZA,N,,,,,7,Lane Transit District,Full Reporter,Urban,MB,PT, Actual Vehicle Revenue Miles,,,,7163,20738,146687,534133,492822,146687,534133,492822,0,0,0,0,0,0,0,0
,151,"Eugene, OR",Y,247421,2852,87,,7,Lane Transit District,Full Reporter,Urban,MB,DO, Actual Vehicle Revenue Miles,,,,218540,6133337,2792120,23547144,36282230,2792120,23547144,36282230,0,0,0,0,0,0,0,0
,151,"Eugene, OR",Y,247421,2852,87,,7,Lane Transit District,Full Reporter,Urban,MB,PT, Actual Vehicle Revenue Miles,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,156,"Salem, OR",N,236632,3117,76,,7,Lane Transit District,Full Reporter,Urban,MB,DO, Actual Vehicle Revenue Miles,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,156,"Salem, OR",N,236632,3117,76,,7,Lane Transit District,Full Reporter,Urban,MB,PT, Actual Vehicle Revenue Miles,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,Oregon Non-UZA,N,,,,,7,Lane Transit District,Full Reporter,Urban,RB,DO, Actual Vehicle Revenue Miles,, Actual Vehicle Revenue Miles,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,151,"Eugene, OR",Y,247421,2852,87,,7,Lane Transit District,Full Reporter,Urban,RB,DO, Actual Vehicle Revenue Miles,, Actual Vehicle Revenue Miles,,60909,3790433,688848,9519529,11648574,0,0,0,28,688848,9519529,11648574,19,450210,0,0
,156,"Salem, OR",N,236632,3117,76,,7,Lane Transit District,Full Reporter,Urban,RB,DO, Actual Vehicle Revenue Miles,, Actual Vehicle Revenue Miles,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,Oregon Non-UZA,N,,,,,7,Lane Transit District,Full Reporter,Urban,VP,PT, Actual Vehicle Revenue Miles,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,151,"Eugene, OR",Y,247421,2852,87,,7,Lane Transit District,Full Reporter,Urban,VP,PT, Actual Vehicle Revenue Miles,,,,6155,28225,274463,1602832,200511,274463,1602832,200511,0,0,0,0,0,0,0,0
,156,"Salem, OR",N,236632,3117,76,,7,Lane Transit District,Full Reporter,Urban,VP,PT, Actual Vehicle Revenue Miles,,,,2785,12769,124168,725126,90712,124168,725126,90712,0,0,0,0,0,0,0,0
,0,Oregon Non-UZA,N,,,,,8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,DR,PT, Actual Vehicle Revenue Miles,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,24,"Portland, OR-WA",Y,1849898,3528,524,,8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,DR,PT, Actual Vehicle Revenue Miles,,,,457984,854159,5689820,7869636,36369155,5689820,7869636,36369155,0,0,0,0,0,0,0,0
,0,Oregon Non-UZA,N,,,,,8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,DT,PT, Actual Vehicle Revenue Miles,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,24,"Portland, OR-WA",Y,1849898,3528,524,,8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,DT,PT, Actual Vehicle Revenue Miles,,,,43353,108056,1147010,1297271,5202738,1147010,1297271,5202738,0,0,0,0,0,0,0,0
,0,Oregon Non-UZA,N,,,,,8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,LR,DO, Actual Vehicle Revenue Miles,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,24,"Portland, OR-WA",Y,1849898,3528,524,,8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,LR,DO, Actual Vehicle Revenue Miles,,,,636340,38867576,9047431,207967836,166170441,0,0,0,118.9,9047431,207967836,166170441,104.3,8309424,0,0
,0,Oregon Non-UZA,N,,,,,8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,MB,DO, Actual Vehicle Revenue Miles,, Actual Vehicle Revenue Miles,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,24,"Portland, OR-WA",Y,1849898,3528,524,,8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,MB,DO, Actual Vehicle Revenue Miles,, Actual Vehicle Revenue Miles,,2039265,56429170,22096462,200008788,305008691,21471492,194351797,296381913,5.8,624970,5656991,8626778,2.8,487409,0.6,5376
,0,Oregon Non-UZA,N,,,,,8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,YR,PT, Actual Vehicle Revenue Miles,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,24,"Portland, OR-WA",Y,1849898,3528,524,,8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,YR,PT, Actual Vehicle Revenue Miles,,,,7414,374044,159891,3173984,6808034,0,0,0,29.2,159891,3173984,6808034,29.2,159891,0,0
,0,Washington Non-UZA,Y,,,,,9,Kalispel Tribe of Indians,Reduced Reporter,Tribe,DR,DO, Actual Vehicle Revenue Miles,,,,2815,1336,49453,0,103609,49453,0,103609,0,0,0,0,0,0,0,0
,0,Washington Non-UZA,Y,,,,,9,Kalispel Tribe of Indians,Reduced Reporter,Tribe,MB,DO, Actual Vehicle Revenue Miles,,,,3072,5405,98861,0,441700,98861,0,441700,0,0,0,0,0,0,0,0
,0,Oregon Non-UZA,Y,,,,,10,Klamath Tribes,Reduced Reporter,Tribe,CB,DO, Actual Vehicle Revenue Miles,,,,3696,13153,85864,0,325499,85864,0,325499,0,0,0,0,0,0,0,0
,0,Oregon Non-UZA,Y,,,,,10,Klamath Tribes,Reduced Reporter,Tribe,DR,DO, Actual Vehicle Revenue Miles,,,,2878,2020,74879,0,212268,74879,0,212268,0,0,0,0,0,0,0,0
,0,Idaho Non-UZA,N,,,,,11,Valley Regional Transit,Full Reporter,Urban,DR,PT, Actual Vehicle Revenue Miles,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,108,"Boise City, ID",Y,349684,2613,134,,11,Valley Regional Transit,Full Reporter,Urban,DR,PT, Actual Vehicle Revenue Miles,,,,44582,104862,588362,614446,4192023,588362,614446,4192023,0,0,0,0,0,0,0,0
,216,"Nampa, ID",N,151499,2183,69,,11,Valley Regional Transit,Full Reporter,Urban,DR,PT, Actual Vehicle Revenue Miles,,,,1303,3065,17197,17959,122527,17197,17959,122527,0,0,0,0,0,0,0,0
,0,Idaho Non-UZA,N,,,,,11,Valley Regional Transit,Full Reporter,Urban,MB,PT, Actual Vehicle Revenue Miles,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,108,"Boise City, ID",Y,349684,2613,134,,11,Valley Regional Transit,Full Reporter,Urban,MB,PT, Actual Vehicle Revenue Miles,,,,69369,801440,1027644,4792611,7207874,1027644,4792611,7207874,0,0,0,0,0,0,0,0
,216,"Nampa, ID",N,151499,2183,69,,11,Valley Regional Transit,Full Reporter,Urban,MB,PT, Actual Vehicle Revenue Miles,,,,35682,412238,528591,2465183,3707526,528591,2465183,3707526,0,0,0,0,0,0,0,0
,0,Alaska Non-UZA,N,,,,,12,Municipality of Anchorage,Full Reporter,Urban,DR,PT, Actual Data,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,149,"Anchorage, AK",Y,251243,2956,85,,12,Municipality of Anchorage,Full Reporter,Urban,DR,PT, Actual Data,,,,63287,131456,805845,830601,5693655,805845,830601,5693655,0,0,0,0,0,0,0,0
,0,Alaska Non-UZA,N,,,,,12,Municipality of Anchorage,Full Reporter,Urban,MB,DO, Actual Data,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,Alaska Non-UZA,N,,,,,12,Municipality of Anchorage,Full Reporter,Urban,MB,PT, Actual Data,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,149,"Anchorage, AK",Y,251243,2956,85,,12,Municipality of Anchorage,Full Reporter,Urban,MB,DO, Actual Data,,,,161925,3251159,1999383,14819330,24260720,1999383,14819330,24260720,0,0,0,0,0,0,0,0
,149,"Anchorage, AK",Y,251243,2956,85,,12,Municipality of Anchorage,Full Reporter,Urban,MB,PT, Actual Data,,,,15322,158949,167283,703055,2115869,167283,703055,2115869,0,0,0,0,0,0,0,0
,0,Alaska Non-UZA,N,,,,,12,Municipality of Anchorage,Full Reporter,Urban,VP,PT, Actual Data,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,149,"Anchorage, AK",Y,251243,2956,85,,12,Municipality of Anchorage,Full Reporter,Urban,VP,PT, Actual Data,,,,37087,208840,1474126,8524142,963445,1474126,8524142,963445,0,0,0,0,0,0,0,0
,0,Alaska Non-UZA,Y,,,,,14,Sitka Tribe of Alaska,Reduced Reporter,Tribe,MB,DO, Actual Vehicle Revenue Miles,,,,9906,55122,127842,0,769883,127842,0,769883,0,0,0,0,0,0,0,0
,0,Washington Non-UZA,Y,,,,,15,Snoqualmie Indian Tribe,Reduced Reporter,Tribe,DR,DO, Actual Vehicle Revenue Miles,,,,1885,1037,65964,0,226236,65964,0,226236,0,0,0,0,0,0,0,0
,431,"Longview, WA-OR",Y,63952,1946,33,,16,RiverCities Transit,Full Reporter,Urban,DR,PT, Actual Data,,,,25368,55867,212017,176751,1745641,212017,176751,1745641,0,0,0,0,0,0,0,0
,431,"Longview, WA-OR",Y,63952,1946,33,,16,RiverCities Transit,Full Reporter,Urban,MB,DO, Actual Data,,,,23602,334731,299469,1429301,3089035,299469,1429301,3089035,0,0,0,0,0,0,0,0
,0,Washington Non-UZA,Y,,,,,17,Stillaguamish Tribe of Indians,Reduced Reporter,Tribe,DR,DO, Actual Vehicle Revenue Miles,,,,2113,13251,61606,0,498186,61606,0,498186,0,0,0,0,0,0,0,0
,0,Washington Non-UZA,Y,,,,,17,Stillaguamish Tribe of Indians,Reduced Reporter,Tribe,VP,DO, Actual Vehicle Revenue Miles,,,,4347,10182,179689,0,159890,179689,0,159890,0,0,0,0,0,0,0,0
,0,Washington Non-UZA,N,,,,,18,Ben Franklin Transit,Full Reporter,Urban,DR,DO, Actual Vehicle Revenue Miles,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,Washington Non-UZA,N,,,,,18,Ben Franklin Transit,Full Reporter,Urban,DR,PT, Actual Data,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,171,"Kennewick-Pasco, WA",Y,210975,2059,102,,18,Ben Franklin Transit,Full Reporter,Urban,DR,DO, Actual Vehicle Revenue Miles,,,,127317,299448,1997250,2211516,14399767,1997250,2211516,14399767,0,0,0,0,0,0,0,0
,171,"Kennewick-Pasco, WA",Y,210975,2059,102,,18,Ben Franklin Transit,Full Reporter,Urban,DR,PT, Actual Data,,,,13904,77866,222983,615641,1489441,222983,615641,1489441,0,0,0,0,0,0,0,0
,0,Washington Non-UZA,N,,,,,18,Ben Franklin Transit,Full Reporter,Urban,MB,DO, Actual Vehicle Revenue Miles,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,171,"Kennewick-Pasco, WA",Y,210975,2059,102,,18,Ben Franklin Transit,Full Reporter,Urban,MB,DO, Actual Vehicle Revenue Miles,,,,179227,2096572,2822681,8826568,19668712,2822681,8826568,19668712,0,0,0,0,0,0,0,0
,0,Washington Non-UZA,N,,,,,18,Ben Franklin Transit,Full Reporter,Urban,VP,DO, Actual Vehicle Revenue Miles,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,171,"Kennewick-Pasco, WA",Y,210975,2059,102,,18,Ben Franklin Transit,Full Reporter,Urban,VP,DO, Actual Vehicle Revenue Miles,,,,80007,652803,3501626,21616064,2601196,3501626,21616064,2601196,0,0,0,0,0,0,0,0
,0,Washington Non-UZA,N,,,,,19,Intercity Transit,Full Reporter,Urban,CB,DO, Actual Vehicle Revenue Miles,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,14,"Seattle, WA",N,3059393,3028,1010,,19,Intercity Transit,Full Reporter,Urban,CB,DO, Actual Vehicle Revenue Miles,,,,20311,210487,521253,4414647,2896277,521253,4414647,2896277,0,0,0,0,0,0,0,0
,195,"Olympia-Lacey, WA",Y,176617,1673,106,,19,Intercity Transit,Full Reporter,Urban,CB,DO, Actual Vehicle Revenue Miles,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,Washington Non-UZA,N,,,,,19,Intercity Transit,Full Reporter,Urban,DR,DO, Actual Vehicle Revenue Miles,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,14,"Seattle, WA",N,3059393,3028,1010,,19,Intercity Transit,Full Reporter,Urban,DR,DO, Actual Vehicle Revenue Miles,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,195,"Olympia-Lacey, WA",Y,176617,1673,106,,19,Intercity Transit,Full Reporter,Urban,DR,DO, Actual Vehicle Revenue Miles,,,,90833,215834,1070663,1334623,11129617,1070663,1334623,11129617,0,0,0,0,0,0,0,0
,0,Washington Non-UZA,N,,,,,19,Intercity Transit,Full Reporter,Urban,MB,DO, Actual Vehicle Revenue Miles,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,14,"Seattle, WA",N,3059393,3028,1010,,19,Intercity Transit,Full Reporter,Urban,MB,DO, Actual Vehicle Revenue Miles,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,195,"Olympia-Lacey, WA",Y,176617,1673,106,,19,Intercity Transit,Full Reporter,Urban,MB,DO, Actual Vehicle Revenue Miles,,,,211510,3819398,2710944,14873860,28069964,2710944,14873860,28069964,0,0,0,0,0,0,0,0
,0,Washington Non-UZA,N,,,,,19,Intercity Transit,Full Reporter,Urban,VP,DO, Actual Vehicle Revenue Miles,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,14,"Seattle, WA",N,3059393,3028,1010,,19,Intercity Transit,Full Reporter,Urban,VP,DO, Actual Vehicle Revenue Miles,,,,49312,307679,1943602,11735718,1553454,1943602,11735718,1553454,0,0,0,0,0,0,0,0
,195,"Olympia-Lacey, WA",Y,176617,1673,106,,19,Intercity Transit,Full Reporter,Urban,VP,DO, Actual Vehicle Revenue Miles,,,,29396,183411,1158601,6995782,926030,1158601,6995782,926030,0,0,0,0,0,0,0,0
,0,Washington Non-UZA,N,,,,,20,Kitsap Transit,Full Reporter,Urban,DR,DO, Actual Vehicle Revenue Miles,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,14,"Seattle, WA",N,3059393,3028,1010,,20,Kitsap Transit,Full Reporter,Urban,DR,DO, Actual Vehicle Revenue Miles,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,180,"Bremerton, WA",Y,198979,1458,136,,20,Kitsap Transit,Full Reporter,Urban,DR,DO, Actual Vehicle Revenue Miles,,,,92893,305006,1363533,1927392,13133058,1363533,1927392,13133058,0,0,0,0,0,0,0,0
,0,Washington Non-UZA,N,,,,,20,Kitsap Transit,Full Reporter,Urban,DT,PT, Actual Vehicle Revenue Miles,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,14,"Seattle, WA",N,3059393,3028,1010,,20,Kitsap Transit,Full Reporter,Urban,DT,PT, Actual Vehicle Revenue Miles,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,180,"Bremerton, WA",Y,198979,1458,136,,20,Kitsap Transit,Full Reporter,Urban,DT,PT, Actual Vehicle Revenue Miles,,,,1033,3347,22793,23534,177526,22793,23534,177526,0,0,0,0,0,0,0,0
