NTD ID,Agency Name,Reporter Type,Reporting Module,CA: Cash and Cash Equivalents,CA: Accounts Receivable,CA: Inventory,CA: Prepaid Expenses,CA: Current Investments and Current Portions of Long-Term Investments,CA: Other Current Assets,Total Current Assets,NCA: Capital Assets,NCA: Intangible Assets,NCA: Capital Leases Receivables,NCA: Special Funds,NCA: Work in Progress,NCA: Investments,NCA: Other Noncurrent Assets,Total Noncurrent Assets,Total Assets,Deferred Outflows of Resources,CL: Current Accounts Payable,CL: Short-Term Debt and Current Portions of Long-Term Debt,CL: Accrued Liabilities,CL: Other Current Liabilities,Total Current Liabilities,NCL: Long-Term Debt,NCL: Noncurrent Accounts Payable,NCL: Capital Lease Obligations,NCL: Long-Term Pension Liabilities,NCL: Estimated Liabilities,NCL: Other Noncurrent Liabilities,Total Noncurrent Liabilities,Total Liabilities,Deferred Inflows of Resources,Net Position
25,Salem Area Mass Transit District,Full Reporter,Urban,2422091,14559671,897124,624537,0,6630,18510053,27967365,0,0,0,4828265,10227532,0,43023162,61533215,2682941,1601387,0,2554837,30448,4186672,0,0,0,9595157,0,0,9595157,13781829,703079,49731248
29,Snohomish County Public Transportation Benefit Area Corporation,Full Reporter,Urban,155905203,58292632,1472975,331632,0,0,216002442,243012841,5074666,0,1853040,11178821,81995797,0,343115165,559117607,11220836,6257011,1254577,11535718,3073104,22120410,9275962,0,0,34345867,3073946,0,46695775,68816185,12066509,489455749
34,Rogue Valley Transportation District,Full Reporter,Urban,9848757,5869159,432844,69492,0,0,16220252,11814098,0,0,0,0,0,0,11814098,28034350,0,588031,0,562195,0,1150226,436151,0,0,0,0,0,436151,1586377,0,0
40,Central Puget Sound Regional Transit Authority,Full Reporter,Urban,160857406,454023136,21857936,10023828,1200149549,24569189,1871481044,5343934198,1048021997,64875828,233289592,5838853458,647564940,1267361,13177807374,15049288418,33025206,423689734,42915000,57478901,19152143,543235778,2443728792,0,64875828,0,0,6234402,2514839022,3058074800,0,0
43,Link Transit,Full Reporter,Urban,668853,2887390,351707,21006,11225533,0,15154489,29027961,0,0,51470,88269,0,0,29167700,44322189,838487,465228,0,763411,0,1228639,0,0,0,2601448,0,50000,2651448,3880087,1553420,39727169
44,Skagit Transit,Full Reporter,Urban,11383342,2528140,385216,0,0,0,14296698,25396114,390167,0,0,1855902,0,0,27642183,41938881,0,79413,0,625670,5325,710408,0,0,0,0,0,282029,282029,992437,0,0
10001,Rhode Island Public Transit Authority,Full Reporter,Urban,8610920,13927071,2070868,169654,1681036,0,26459549,106489903,0,0,3766911,13167728,2930630,0,126355172,152814721,19662178,18347093,2467992,8956636,153402,29925123,10095000,0,0,139186893,12293632,0,161575525,191500648,4296036,-23319785
10003,Massachusetts Bay Transportation Authority,Full Reporter,Urban,178807350,203185231,62885602,3725565,35703095,253477869,737784712,10607503423,0,27983739,0,0,0,785598034,11421085196,12158869908,814295123,317204292,385530000,232155516,0,934889808,5107984703,0,65773968,3910844008,0,131732549,9216335228,10151225036,413731302,2408208693
10004,Brockton Area Transit Authority,Full Reporter,Urban,1991686,5755035,0,0,0,199881,7946602,22680337,0,0,0,0,0,1174333,23854670,31801272,415367,695759,0,297113,1234394,2227266,6300000,0,0,871984,0,994204,8166188,10393454,93878,21729307
10005,Lowell Regional Transit Authority,Full Reporter,Urban,604341,4118074,0,73952,0,503641,5300008,36620221,0,0,0,0,0,1642781,38263002,43563010,70124,956584,5300000,97698,0,6354282,0,0,0,1336828,0,103626,1440454,7794736,27958,35810440
10006,Southeastern Regional Transit Authority,Full Reporter,Urban,414092,7887373,1217412,362006,0,0,9880883,20679643,0,0,0,1598101,0,0,22277744,32158627,4008712,1065473,4254041,324681,0,5644195,0,0,0,6656136,589958,134942,7381036,13025231,3517802,19624306
10007,Berkshire Regional Transit Authority,Full Reporter,Urban,1119729,5017816,0,52768,0,797816,6988129,13066313,0,0,0,0,0,0,13066313,20054442,56777,935666,4750000,127460,169130,5982256,0,0,0,685283,0,0,685283,6667539,0,0
10008,Pioneer Valley Transit Authority,Full Reporter,Urban,3165460,22278155,0,590451,3981884,0,30015950,118846735,0,0,490702,0,0,0,119337437,149353387,2686681,7132244,13100000,616885,3241313,24090442,0,0,0,45311823,0,0,45311823,69402265,5400017,77237786
10013,Merrimack Valley Regional Transit Authority,Full Reporter,Urban,2516317,7345778,0,130216,0,0,9992311,59876066,0,0,269685,0,0,579208,60724959,70717270,524276,2090116,130216,49271,0,2269603,8979208,0,0,863513,0,98758,9941479,12211082,0,0
10014,Worcester Regional Transit Authority,Full Reporter,Urban,495460,9673241,408021,16947,0,0,10593669,110235308,210539,0,0,0,0,0,110445847,121039516,1488699,1592987,11300000,100205,48080,13041272,3300000,0,0,12531909,8650422,0,24482331,37523603,579470,84425142
10016,Greater Portland Transit District,Full Reporter,Urban,1081791,811940,380777,2765,0,0,2277273,13569538,0,0,0,130458,0,0,13699996,15977269,22114,257613,240746,334395,0,832754,1293511,0,0,533233,6536,10000,1843280,2676034,36752,13286597
10017,Greater Hartford Transit District,Full Reporter,Urban,84702,2590936,0,135557,1465801,0,4276996,37137851,0,0,0,0,5863205,0,43001056,47278052,0,5534379,0,1642221,482249,7658849,0,0,0,618444,0,0,618444,8277293,0,0
10040,Southeast Area Transit District,Full Reporter,Urban,118750,385712,273437,130622,0,0,908521,8956277,0,0,0,0,0,0,8956277,9864798,0,277955,110304,91681,0,479940,0,0,0,0,0,0,0,479940,0,9384858
10042,Valley Transit District,Full Reporter,Urban,6052,99487,0,9651,0,33722,148912,5420610,0,0,0,0,0,0,5420610,5569522,0,39540,0,60515,22381,122436,183870,0,0,0,0,0,183870,306306,0,0
10049,Greater New Haven Transit District,Full Reporter,Urban,614685,1411555,44789,93356,0,0,2164385,7550947,0,0,0,0,0,0,7550947,9715332,0,523470,0,445352,0,968822,0,0,0,0,0,0,0,968822,25574,0
10050,Greater Bridgeport Transit Authority,Full Reporter,Urban,3795484,1619142,984827,19431,0,0,6418884,34226516,0,0,0,247096,0,0,34473612,40892496,170941,797883,0,5182048,240588,6220519,0,0,0,12239726,269411,0,12509137,18729656,855323,21478458
10051,Housatonic Area Regional Transit ,Full Reporter,Urban,1002415,1321799,75460,3170,0,0,2402844,29173687,0,0,0,0,1680630,0,30854317,33257161,0,239853,105674,100772,0,446299,23712,0,0,0,0,0,23712,470011,0,0
10053,Cape Ann Transportation Authority,Full Reporter,Urban,231282,4657396,0,37641,0,293674,5219993,7248774,0,0,0,0,0,0,7248774,12468767,0,2802259,0,99951,0,2902210,2300000,0,0,0,0,0,2300000,5202210,0,0
10057,Norwalk Transit District,Full Reporter,Urban,135884,1034470,527515,14825,0,0,1712694,23504963,0,0,0,195497,0,0,23700460,25413154,0,331495,2684211,741901,9096,3766703,0,0,0,0,193625,0,193625,3960328,0,0
10061,Montachusett Regional Transit Authority,Full Reporter,Urban,5845520,31292779,0,0,0,574820,37713119,46220017,0,0,0,0,0,0,46220017,83933136,0,28626482,19053333,412018,483762,48575595,316670,0,0,0,0,0,316670,48892265,0,0
10064,Greater Attleboro-Taunton Regional Transit Authority,Full Reporter,Urban,573057,18168530,265713,0,0,0,19007300,26651021,0,0,0,0,0,4345997,30997018,50004318,490436,10321619,7800000,202879,300894,18625392,0,0,0,5706763,0,424785,6131548,24756940,590211,25147603
10066,Green Mountain Transit Authority,Full Reporter,Urban,1098224,4929457,721817,318667,0,0,7068165,60260979,0,0,0,196186,0,0,60457165,67525330,419331,2739431,0,1224050,17498,3980979,0,0,0,0,0,0,0,3980979,0,0
10086,Cooperative Alliance for Seacoast Transportation,Full Reporter,Urban,868437,496923,92033,77267,0,0,1534660,4090867,0,0,0,0,0,0,4090867,5625527,0,157347,0,388814,50791,596952,0,0,0,0,0,0,0,596952,0,0
10088,Casco Bay Island Transit District,Full Reporter,Urban,4667562,332798,103150,23358,0,0,5126868,11107438,0,0,1727990,1093733,0,0,13929161,19056029,0,151715,0,518909,48973,719597,0,0,0,0,0,1692210,1692210,2411807,0,0
10098,"Western Maine Transportation Services, Inc.",Full Reporter,Urban,227716,554651,379821,201302,0,0,1363490,1583890,0,0,0,0,0,0,1583890,2947380,0,83897,668418,150843,0,903158,715617,0,0,0,0,0,715617,1618775,0,0
10105,Cape Cod Regional Transit Authority,Full Reporter,Urban,287460,5131511,0,0,0,937022,6355993,29693868,451138,0,0,0,0,4246968,34391974,40747967,938942,3203454,103667,365173,0,3672294,7600000,200979,0,2336890,0,1547763,11685632,15357926,353598,25975385
10107,Milford Transit District,Full Reporter,Urban,46077,317470,0,0,0,0,363547,4349571,0,0,0,0,0,0,4349571,4713118,0,142195,0,58701,5000,205896,4324571,0,0,0,0,155902,4480473,4686369,0,0
10115,Northern New England Passenger Rail Authority,Full Reporter,Urban,2180601,3308819,65225,52617,0,0,5607262,14738241,0,0,0,298620,0,377761,15414622,21021884,298620,3302405,0,44594,0,3346999,0,0,0,1277445,0,0,1277445,4624444,154259,16541801
10118,MetroWest Regional Transit Authority,Full Reporter,Urban,518885,10949834,0,524062,0,0,11992781,21504990,0,0,1018206,0,0,0,22523196,34515977,107000,780059,1400000,314579,0,2494638,0,1030580,0,2120000,0,9485769,12636349,15130987,0,0
10128,Connecticut Department of Transportation- CTTransit Waterbury- NET,Full Reporter,Urban,516774,1844065,762267,243450,0,0,3366556,0,0,0,120056,0,0,895792,1015848,4382404,0,131643,1065991,834313,0,2031947,0,0,0,0,0,206800,206800,2238747,0,0
10183,"Woods Hole, Martha's Vineyard and Nantucket Steamship Authority",Full Reporter,Urban,8847936,2349868,585825,4461003,2676411,78753,18999796,171503357,0,0,22165378,37268268,0,0,230937003,249936799,5453757,5137192,8640774,4238026,5736840,23752832,73475822,0,0,29153089,0,0,102628911,126381743,2049416,126959397
20002,Capital District Transportation Authority,Full Reporter,Urban,9993516,14546802,0,0,0,4001812,28542130,121138986,0,0,19364099,0,0,0,140503085,169045215,2608902,12928725,0,0,3593823,16522548,0,0,4723962,90160188,10882600,735846,106502596,123025144,4407177,44221796
20004,Niagara Frontier Transportation Authority,Full Reporter,Urban,12418000,39098000,5115000,254000,0,0,56885000,297532000,0,0,2957000,0,25000,0,300514000,357399000,23161000,14162000,3957000,0,710000,18829000,15700000,0,0,431893000,39333000,2972000,489898000,508727000,4266000,-132433000
20008,MTA New York City Transit,Full Reporter,Urban,224338169,714975626,315670907,38464720,0,0,1293449422,41297459284,0,0,730347105,4025831757,0,0,46053638146,47347087568,2323081638,476289647,9707669,1127302401,360688340,1973988057,70428768,0,179170927,18557979996,3058922234,583681,21867085606,23841073663,1854601003,23974494540
20018,Central New York Regional Transportation Authority,Full Reporter,Urban,4627552,5149457,4294633,4724071,0,0,18795713,95448192,0,0,0,11000,0,18214814,113674006,132469719,5677836,2999254,0,2839902,987397,6826553,0,0,0,255143514,4505902,21475148,281124564,287951117,2085864,-151889426
20075,Port Authority Transit Corporation,Full Reporter,Urban,2757240,2429341,5993777,938644,2790058,0,14909060,0,0,0,142500,0,0,0,142500,15051560,13738816,3130757,0,2194784,9065610,14391151,0,0,0,23921924,13962821,281462000,319346745,333737896,561732,-305509252
20078,"Metro-North Commuter Railroad Company, dba: MTA Metro-North Railroad",Full Reporter,Urban,36768422,92504414,140988837,28309070,7731443,8746543,315048729,3788925278,0,0,0,1687984410,0,4685422,5481595110,5796643839,425571944,65995358,0,353497393,26358391,445851142,0,0,13435457,2047230582,55204634,55724192,2171594865,2617446007,144960650,3459809126
20080,New Jersey Transit Corporation,Full Reporter,Urban,132822259,53769479,129135771,0,8307106,269529964,593564579,5005059170,0,0,330405954,1221159272,0,193405,6556817801,7150382380,320270347,166417333,250822103,134298913,107465361,659003710,721811871,0,212035641,1981215664,241115703,72982595,3229161474,3888165184,125276701,3457210842
20098,Port Authority Trans-Hudson Corporation,Full Reporter,Urban,170304091,719892026,44905383,124507128,1250152257,60905201,2370666086,38002680951,0,0,0,1014303142,2692125451,4748103223,46457212767,48827878853,419288366,1316913488,1045116438,959328385,8866427,3330224738,24421178734,2383931095,0,1538117181,0,1055910604,29399137614,32729362352,358602081,16159202786
20099,Staten Island Rapid Transit Operating Authority,Full Reporter,Urban,152677,54635425,1927281,540375,0,0,57255758,257400804,0,0,0,173689056,0,0,431089860,488345618,35804684,2017171,0,8569236,40875044,51461451,0,0,0,109210020,18935344,0,128145364,179606815,7623857,336919630
20100,MTA Long Island Rail Road,Full Reporter,Urban,6959062,204422754,149730197,33494759,0,0,394606772,5234383319,0,0,0,2647145047,0,0,7881528366,8276135138,558738413,189160720,3406263,179229216,11479405,383275604,25325947,0,0,3528796712,131003336,85769806,3770895801,4154171405,264087622,4416614524
20113,Regional Transit Service - Monroe County,Full Reporter,Urban,18557784,4667051,407982,705341,15058457,0,39396615,129556228,0,0,0,0,13871229,369944,143797401,183194016,4869967,4566966,0,4143071,10062532,18772569,0,0,0,7311458,113315814,643521,121270793,140043362,5610830,42409791
20188,MTA Bus Company,Full Reporter,Urban,1061748,42118185,14933139,5172153,0,47761771,111046996,368873289,0,0,0,0,0,182588382,551461671,662508667,0,6065735,61001004,75662018,52572341,195301098,0,0,0,348357431,1088306192,0,1436663623,1631964721,0,0
30001,Kanawha Valley Regional Transportation Authority,Full Reporter,Urban,14466798,351867,455600,0,0,1305701,16579966,10919160,0,0,0,0,503573,0,11422733,28002699,2461632,27960,0,620728,11066414,11715102,0,0,0,0,0,0,0,11715102,1576486,17172743
30002,The Tri-State Transit Authority,Full Reporter,Urban,8043168,491567,285026,36601,0,0,8856362,32271886,0,0,0,0,0,0,32271886,41128248,450514,97165,0,986373,0,1083538,0,0,0,0,0,0,0,1083538,362593,40132631
30006,Greater Richmond Transit Company,Full Reporter,Urban,16943632,11285591,857127,1218701,0,0,30305051,97914632,908230,0,0,0,0,0,98822862,129127913,12054783,12258902,0,542829,375015,13176746,0,0,0,47705065,385675,2052712,50143452,63320198,6801485,71061013
30007,Greater Roanoke Transit Company,Full Reporter,Urban,126486,3911646,499667,23512,0,0,4561311,13886034,0,0,0,0,0,0,13886034,18447345,0,2644669,0,424462,1038779,4107910,0,0,0,0,0,0,0,4107910,0,0
30008,Greater Lynchburg Transit Company,Full Reporter,Urban,921576,95857,314732,33765,0,0,1365930,37119500,0,0,0,0,0,0,37119500,38485430,66454,292816,0,166660,65550,525026,0,103970,0,0,0,552260,656230,1181256,1126,37369502
30010,Lehigh and Northampton Transportation Authority,Full Reporter,Urban,2617758,3214370,564535,14856286,0,0,21252949,41767152,0,0,0,0,0,0,41767152,63020101,2665538,2799626,7645,1523542,2180479,6511292,0,0,0,15485218,0,14660593,30145811,36657103,459624,28568912
30011,Altoona Metro Transit,Full Reporter,Urban,1036211,577772,193546,112488,2250063,0,4170080,14162295,0,0,0,0,1732000,0,15894295,20064375,2937,330771,0,0,290295,621066,0,0,0,78703,0,4982128,5060831,5681897,109617,14275798
30012,Cambria County Transit Authority,Full Reporter,Urban,6861226,896081,468273,204527,0,0,8430107,35988735,0,0,0,574576,0,0,36563311,44993418,285720,511308,0,424281,0,935589,0,0,0,1097891,0,6972099,8069990,9005579,198809,36074750
30013,Erie Metropolitan Transit Authority,Full Reporter,Urban,7850511,4109948,255433,374588,0,0,12590480,74452800,0,0,0,0,0,0,74452800,87043280,1549291,3829787,0,1382258,6244029,11456074,0,0,0,2030643,0,4756816,6787459,18243533,1279479,69069559
30014,Cumberland Dauphin-Harrisburg Transit Authority,Full Reporter,Urban,1080175,2188530,401629,245262,0,0,3915596,18550412,0,0,0,0,0,75916,18626328,22541924,2407152,817715,0,1000203,1666542,3484460,0,0,0,0,447969,423496,871465,4355925,935288,19657863
30015,Luzerne County Transportation Authority,Full Reporter,Urban,2827903,1618782,425021,320943,0,0,5192649,9308074,0,0,0,0,0,0,9308074,14500723,198821,139616,0,626390,11269417,12035423,0,0,0,525252,0,0,525252,12560675,598841,1540028
30019,Southeastern Pennsylvania Transportation Authority,Full Reporter,Urban,22335955,201172782,90825025,22252660,59498099,254504240,650588761,4206426572,0,0,41471640,460468866,0,3984510,4712351588,5362940349,222146236,131118878,179997113,106899116,328885145,746900252,530433228,0,25362837,909803894,109702863,1184123986,2759426808,3506327060,639124146,1439635379
30022,Port Authority of Allegheny County,Full Reporter,Urban,136523360,35761045,15400036,620781,0,0,188305222,1297015031,0,0,0,0,0,56038814,1353053845,1541359067,177585791,15481019,13140000,24597035,165671600,218889654,159491049,0,0,421374849,0,627936852,1208802750,1427692404,68139828,223112626
30023,Beaver County Transit Authority,Full Reporter,Urban,3320451,2109353,219350,198120,0,0,5847274,24523647,0,0,0,456431,0,0,24980078,30827352,0,292376,0,303541,0,595917,0,0,0,0,12563,0,12563,608480,3982095,0
30025,County of Lackawanna Transit System,Full Reporter,Urban,2416724,120113,135824,282132,71362,2234367,5260522,25907330,0,0,0,0,0,0,25907330,31167852,692932,386925,0,1584866,4463615,6435406,0,0,0,2894888,0,588406,3483294,9918700,0,0
30027,Central Pennsylvania Transportation Authority,Full Reporter,Urban,5238698,6783735,424602,493378,0,0,12940413,42735879,0,0,0,746686,0,0,43482565,56422978,0,2592614,0,922423,8012642,11527679,0,0,0,0,0,0,0,11527679,0,0
30030,Washington Metropolitan Area Transit Authority,Full Reporter,Urban,240582368,167934369,110878711,0,47869070,0,567264518,12648292980,0,0,0,0,56229288,0,12704522268,13271786786,408378388,416726079,75550000,403248775,69863462,965388316,1071603611,10366343,0,2957789735,149775657,12543789,4202079135,5167467451,409359349,8103338374
30035,Ohio Valley Regional Transportation Authority,Full Reporter,Urban,2719534,1572981,71419,74562,714051,22654,5175201,3446179,0,0,681660,0,0,0,4127839,9303040,285370,117022,52818,624342,4320,798502,0,0,148073,369141,0,321265,838479,1636981,277518,7673911
30045,"JAUNT, Inc.",Full Reporter,Urban,1124517,1003309,0,202631,0,0,2330457,6041945,0,0,0,1269831,0,0,7311776,9642233,0,0,0,0,688086,688086,0,0,0,0,0,0,0,688086,0,0
30054,Centre Area Transportation Authority,Full Reporter,Urban,3102612,7768884,566079,114696,0,0,11552271,57100472,0,0,0,0,0,0,57100472,68652743,0,1508806,2550000,723964,6718602,11501372,0,0,0,0,0,0,0,11501372,0,0
30061,Mid Mon Valley Transit Authority,Full Reporter,Urban,754735,127192,2500,0,0,0,884427,21106415,130840,0,0,0,0,0,21237255,22121682,0,0,0,0,1116533,1116533,0,0,0,0,0,0,0,1116533,0,0
30070,Potomac and Rappahannock Transportation Commission,Full Reporter,Urban,12992209,37496609,0,424216,0,19467692,70380726,70358325,0,0,0,0,0,231536,70589861,140970587,294876,7012282,245000,521595,17606441,25385318,958829,0,0,277148,0,480916,1716893,27102211,151452,114011800
30073,Virginia Railway Express,Full Reporter,Urban,75278280,30954560,2846838,162891,0,11124,109253693,341997027,0,0,13677765,0,0,320509,355995301,465248994,840915,5116908,3730497,3756446,1877011,14480862,47594689,0,8541916,431852,0,623873,57192330,71673192,214069,394202648
30075,Delaware Transit Corporation,Full Reporter,Urban,17516478,2016626,4423132,94216,0,0,24050452,130686513,0,0,0,0,15594641,0,146281154,170331606,14079577,6255449,0,6482852,0,12738301,0,2294897,0,164518708,0,7304064,174117669,186855970,41667009,-44111796
30076,Williamsburg Area Transit Authority,Full Reporter,Urban,1614162,3891162,0,0,0,0,5505324,6049492,0,0,0,2771628,0,71374,8892494,14397818,0,3227727,0,0,195695,3423422,0,0,0,0,0,0,0,3423422,1777,0
30083,Transportation District Commission of Hampton Roads,Full Reporter,Urban,11631786,27173371,7159783,1983796,399325,0,48348061,255898037,53418,0,0,6300380,1000,0,262252835,310600896,9748805,4579337,16605091,8633462,11054313,40872203,0,0,895943,10971281,0,5183598,17050822,57923025,4445273,257981403
30095,County of Lebanon Transit Authority,Full Reporter,Urban,2622856,144172,102555,2433,0,0,2872016,6832784,0,0,0,0,0,0,6832784,9704800,0,123870,0,109985,2683751,2917606,0,0,0,0,0,0,0,2917606,0,0
30096,The Tri-County Council for the Lower Eastern Shore of Maryland,Full Reporter,Urban,889334,0,0,0,0,0,889334,18269322,0,0,0,0,0,0,18269322,19158656,0,0,0,0,149610,149610,0,0,0,0,0,0,0,149610,0,0
30111,Washington County Transportation Authority,Full Reporter,Urban,1379747,761876,0,17236,0,106,2158965,7012937,0,0,0,0,0,0,7012937,9171902,0,452761,0,16095,0,468856,0,0,0,0,0,1300025,1300025,1768881,0,0
30137,Monroe County Transportation  Authority,Full Reporter,Urban,1082911,1443501,121208,60056,0,0,2707676,8175413,0,0,0,0,0,0,8175413,10883089,0,1930316,0,0,0,1930316,0,0,0,0,0,0,0,1930316,0,0
30202,South Central Transit Authority,Full Reporter,Urban,17774052,5329827,830896,131875,0,903963,24970613,85693142,0,0,0,0,0,378654,86071796,111042409,1271693,1805176,0,1231785,18088494,21125455,0,0,0,4285852,0,0,4285852,25411307,1277774,85625021
40004,Metropolitan Transit Authority,Full Reporter,Urban,4576832,9767032,2737465,606914,0,0,17688243,139261106,0,0,1330473,32766665,350000,0,173708244,191396487,10145436,4257520,6500000,6229430,703338,17690288,0,0,0,82422175,0,8423109,90845284,108535572,3965635,89040716
40006,Cape Fear Public Transportation Authority,Full Reporter,Urban,140196,2737850,174509,0,0,0,3052555,23858411,0,0,0,3307196,0,0,27165607,30218162,305884,2617490,0,228216,0,2845706,0,0,0,377204,0,0,377204,3222910,11917,27289219
40012,City of Winston Salem,Full Reporter,Urban,1262048,5901861,307446,0,0,0,7471355,26137091,0,0,0,0,0,0,26137091,33608446,0,2243353,0,0,77985,2321338,0,0,0,0,0,0,0,2321338,0,0
40014,Ms Coast Transportation Authority,Full Reporter,Urban,1963862,849654,2315211,146612,0,0,5275339,22818416,0,0,0,1559563,0,0,24377979,29653318,0,661532,0,260240,0,921772,0,0,0,0,0,0,0,921772,0,0
40017,Lexington Transit Authority,Full Reporter,Urban,13219829,13018726,646135,27460,0,0,26912150,25735833,0,0,0,0,0,0,25735833,52647983,2322984,856974,0,637177,0,1494151,5844012,0,0,0,0,0,5844012,7338163,2911112,44721692
40018,Transit Authority of River City,Full Reporter,Urban,15415246,6267438,1289715,800318,0,0,23772717,84709304,0,0,0,0,31000,0,84740304,108513021,23183253,9664430,6181202,5697381,984463,22527476,398347,0,0,81695201,1664335,23202276,106960159,129487635,6705913,-4497274
40019,Transit Authority of Northern Kentucky,Full Reporter,Urban,1730407,118006,568966,81553,5018936,518793,8036661,34581809,0,0,0,87974,0,0,34669783,42706444,2092429,318191,0,772944,725382,1816517,0,0,0,14055568,0,5988727,20044295,21860812,609846,22328215
40022,Metropolitan Atlanta Rapid Transit Authority,Full Reporter,Urban,22000562,164627946,28755801,8678407,356290554,152833697,733186967,2576808602,0,0,0,427638333,325811326,1916482,3332174743,4065361710,147688209,120687147,0,21208360,131164375,273059882,2177392233,0,310037971,151923965,0,141031254,2780385423,3053445305,38037416,1121567198
40025,Chatham Area Transit Authority,Full Reporter,Urban,2093401,2841599,390279,199123,851702,0,6376104,49490855,0,0,0,0,0,0,49490855,55866959,56711,483552,0,1400034,635922,2519508,0,0,0,808269,0,32500,840769,3360277,124735,52438658
40027,Pinellas Suncoast Transit Authority,Full Reporter,Urban,46417170,4570545,2182100,430948,0,0,53600763,88344892,0,0,0,0,0,0,88344892,141945655,11929362,3873930,0,2005812,2940818,8820560,0,0,0,35034532,5122992,2067165,42224689,51045249,3335524,99494244
40031,Lakeland Area Mass Transit District ,Full Reporter,Urban,2196973,1562981,182731,16880,5476660,0,9436225,12168297,0,0,0,0,1383392,0,13551689,22987914,4108195,922792,106850,72091,287451,1389184,0,0,1494675,7204809,0,449016,9148500,10537684,475779,16082646
40035,Central Florida Regional Transportation Authority,Full Reporter,Urban,19442592,30280931,2292266,0,0,1325643,53341432,135935312,0,0,0,3233710,7338725,4921623,151429370,204770802,5515797,13796409,8311789,2519167,6959680,31587045,1051267,0,0,4986996,5438079,0,11476342,43063387,6084622,161138590
40040,Jacksonville Transportation Authority,Full Reporter,Urban,2174784,215738564,2567822,639830,0,12961763,234082763,160018602,0,0,7304506,93056806,242943,1843229,262466086,496548849,10924821,7994599,0,6312500,1797393,16104492,0,236091590,0,186245477,320770,0,422657837,438762329,3872203,64839138
