NTD ID,Agency Name,Reporter Type,Group Plan Sponsor NTD ID,Group Plan Sponsor Name,Reporting Module,Mode,TOS,ADA Accessible Stations,Non-ADA Accessible Stations,Total Stations,Escalators,Elevators
400,Gwichyaa Zhee Tribal Transit Service,Reduced Reporter,,,Tribe,MB,DO,,,0,,
401,Lower Elwha Klallam Tribe,Reduced Reporter,,,Tribe,MB,DO,,,0,,
407,Muckleshoot Indian Tribe,Reduced Reporter,,,Tribe,MB,DO,1.0,,1,,
414,Ninilchik Village,Reduced Reporter,,,Tribe,MB,DO,1.0,0.0,1,0.0,0.0
416,Boise State University,Reduced Reporter,A0004,Valley Regional Transit,Urban,MB,DO,1.0,0.0,1,,
417,Quileute Tribe Community Shuttle,Reduced Reporter,,,Tribe,MB,DO,,,0,,
10001,Rhode Island Public Transit Authority,Full Reporter,,,Urban,MB,DO,1.0,,1,,
10002,Manchester Transit Authority,Reduced Reporter,,,Urban,MB,DO,,,0,,
10003,Massachusetts Bay Transportation Authority,Full Reporter,,,Urban,CR,PT,104.0,36.0,140,11.0,15.0
10003,Massachusetts Bay Transportation Authority,Full Reporter,,,Urban,FB,PT,8.0,1.0,9,,
10003,Massachusetts Bay Transportation Authority,Full Reporter,,,Urban,HR,DO,52.0,2.0,54,151.0,135.0
10003,Massachusetts Bay Transportation Authority,Full Reporter,,,Urban,LR,DO,39.0,35.0,74,18.0,23.0
10003,Massachusetts Bay Transportation Authority,Full Reporter,,,Urban,MB,DO,5.0,,5,0.0,0.0
10003,Massachusetts Bay Transportation Authority,Full Reporter,,,Urban,MB,PT,0.0,0.0,0,0.0,0.0
10003,Massachusetts Bay Transportation Authority,Full Reporter,,,Urban,RB,DO,5.0,0.0,5,0.0,0.0
10003,Massachusetts Bay Transportation Authority,Full Reporter,,,Urban,TB,DO,1.0,,1,,
10004,Brockton Area Transit Authority,Full Reporter,,,Urban,MB,PT,1.0,0.0,1,0.0,0.0
10005,Lowell Regional Transit Authority,Full Reporter,,,Urban,MB,PT,1.0,,1,,2.0
10006,Southeastern Regional Transit Authority,Full Reporter,,,Urban,MB,PT,2.0,0.0,2,0.0,2.0
10007,Berkshire Regional Transit Authority,Full Reporter,,,Urban,MB,PT,1.0,,1,,1.0
10008,Pioneer Valley Transit Authority,Full Reporter,,,Urban,MB,PT,2.0,,2,,
10013,Merrimack Valley Regional Transit Authority,Full Reporter,,,Urban,CB,PT,1.0,,1,,2.0
10013,Merrimack Valley Regional Transit Authority,Full Reporter,,,Urban,MB,PT,2.0,,2,,3.0
10014,Worcester Regional Transit Authority,Full Reporter,,,Urban,MB,DO,1.0,,1,,
10015,Lewiston-Auburn Transit Committee,Reduced Reporter,,,Urban,MB,PT,2.0,0.0,2,0.0,0.0
10016,Greater Portland Transit District,Full Reporter,,,Urban,MB,DO,1.0,,1,0.0,0.0
10040,Southeast Area Transit District,Full Reporter,1R01,Connecticut Department of Transportation,Urban,MB,DO,1.0,0.0,1,0.0,0.0
10045,Connecticut Department of Transportation - CTTransit New Britain -Dattco.,Full Reporter,,,Urban,CB,PT,,,0,,
10045,Connecticut Department of Transportation - CTTransit New Britain -Dattco.,Full Reporter,,,Urban,MB,PT,,,0,,
10048,Connecticut Department of Transportation - CTTRANSIT - Hartford Division,Full Reporter,,,Urban,MB,DO,,,0,,
10048,Connecticut Department of Transportation - CTTRANSIT - Hartford Division,Full Reporter,,,Urban,RB,DO,1.0,,1,,
10050,Greater Bridgeport Transit Authority,Full Reporter,1R01,Connecticut Department of Transportation,Urban,MB,DO,1.0,0.0,1,0.0,1.0
10051,Housatonic Area Regional Transit ,Full Reporter,1R01,Connecticut Department of Transportation,Urban,MB,DO,,,0,,
10053,Cape Ann Transportation Authority,Full Reporter,,,Urban,MB,PT,0.0,0.0,0,0.0,0.0
10055,Connecticut Department of Transportation - CTTRANSIT New Haven Division,Full Reporter,,,Urban,MB,DO,,,0,,
10056,Connecticut Department of Transportation - CTTRANSIT Stamford Division,Full Reporter,,,Urban,MB,DO,,,0,,
10057,Norwalk Transit District,Full Reporter,1R01,Connecticut Department of Transportation,Urban,MB,DO,,,0,,
10061,Montachusett Regional Transit Authority,Full Reporter,,,Urban,MB,PT,1.0,,1,,3.0
10063,Middletown Transit District,Reduced Reporter,1R01,Connecticut Department of Transportation,Urban,MB,DO,1.0,,1,,
10064,Greater Attleboro-Taunton Regional Transit Authority,Full Reporter,,,Urban,MB,PT,3.0,,3,,
10066,Green Mountain Transit Authority,Full Reporter,,,Urban,CB,DO,1.0,,1,,
10066,Green Mountain Transit Authority,Full Reporter,,,Urban,MB,DO,1.0,,1,,
10086,Cooperative Alliance for Seacoast Transportation,Full Reporter,,,Urban,MB,DO,3.0,0.0,3,0.0,0.0
10087,City of Nashua,Full Reporter,,,Urban,MB,PT,1.0,0.0,1,0.0,0.0
10088,Casco Bay Island Transit District,Full Reporter,,,Urban,FB,DO,1.0,0.0,1,0.0,0.0
10096,City of Bangor,Reduced Reporter,,,Urban,MB,DO,,0.0,0,,
10098,"Western Maine Transportation Services, Inc.",Full Reporter,1R03,Maine Department of Transportation,Urban,CB,DO,,,0,,
10098,"Western Maine Transportation Services, Inc.",Full Reporter,1R03,Maine Department of Transportation,Urban,MB,DO,,,0,,
10102,Connecticut Department of Transportation,Full Reporter,,,Urban,CB,PT,0.0,0.0,0,0.0,0.0
10102,Connecticut Department of Transportation,Full Reporter,,,Urban,CR,PT,8.0,1.0,9,1.0,8.0
10105,Cape Cod Regional Transit Authority,Full Reporter,,,Urban,MB,PT,1.0,,1,,1.0
10107,Milford Transit District,Full Reporter,1R01,Connecticut Department of Transportation,Urban,MB,DO,0.0,0.0,0,,
10112,City of South Portland,Reduced Reporter,,,Urban,MB,DO,1.0,,1,,
10114,Biddeford-Saco-Old Orchard Beach Transit Committee Shuttle Bus,Reduced Reporter,,,Urban,MB,DO,0.0,,0,,
10115,Northern New England Passenger Rail Authority,Full Reporter,,,Urban,CR,PT,12.0,0.0,12,0.0,2.0
10118,MetroWest Regional Transit Authority,Full Reporter,,,Urban,MB,PT,1.0,,1,0.0,1.0
10119,University Of New Hampshire,Reduced Reporter,,,Urban,MB,DO,,,0,,
10122,"Jalbert Leasing, Inc. ",Reduced Reporter,1R04,New Hampshire Department of Transportation,Urban,CB,DO,3.0,0.0,3,0.0,0.0
10123,Greater Derry Salem Cooperative Alliance for Regional Transportation,Reduced Reporter,,,Urban,MB,PT,0.0,0.0,0,0.0,0.0
10128,Connecticut Department of Transportation- CTTransit Waterbury- NET,Full Reporter,,,Urban,MB,PT,0.0,,0,,
10130,Connecticut Department of Transportation -CTTRANSIT New Britain ,Full Reporter,1R01,Connecticut Department of Transportation,Urban,MB,PT,,,0,,
10132,State of Connecticut - CTTransit - Nason - Torrington-Winsted,Reduced Reporter,,,Urban,CB,PT,0.0,0.0,0,0.0,0.0
10133,"Boston Express Bus, Inc.",Reduced Reporter,1R04,New Hampshire Department of Transportation,Urban,CB,DO,6.0,,6,,
10140,Estuary Transit District,Reduced Reporter,1R01,Connecticut Department of Transportation,Urban,MB,DO,,,0,,
10178,Town of Bedford,Reduced Reporter,,,Urban,MB,DO,,,0,,
10179,City of Beverly,Reduced Reporter,,,Urban,MB,PT,,,0,,
10180,City of Burlington,Reduced Reporter,,,Urban,MB,PT,,,0,,
10181,Town of Lexington,Reduced Reporter,,,Urban,MB,PT,0.0,0.0,0,0.0,0.0
10182,"Mission Hill Link, Inc.",Reduced Reporter,,,Urban,MB,PT,0.0,0.0,0,0.0,0.0
10183,"Woods Hole, Martha's Vineyard and Nantucket Steamship Authority",Full Reporter,,,Urban,FB,DO,5.0,,5,,7.0
10183,"Woods Hole, Martha's Vineyard and Nantucket Steamship Authority",Full Reporter,,,Urban,MB,DO,2.0,,2,,
11147,Rhode Island Department of Transportation,Full Reporter,,,Urban,FB,PT,2.0,,2,,
11152,Mashantucket Pequot Tribal Nation,Reduced Reporter,1R01,Connecticut Department of Transportation,Tribe,MB,DO,,,0,,
11159,"Blooms Bus Lines, Inc.",Reduced Reporter,,,Urban,CB,DO,1.0,0.0,1,,
11160,Peter Pan Bus Lines,Reduced Reporter,,,Urban,CB,DO,7.0,0.0,7,2.0,2.0
20002,Capital District Transportation Authority,Full Reporter,,,Urban,CB,PT,,,0,,
20002,Capital District Transportation Authority,Full Reporter,,,Urban,MB,DO,2.0,,2,1.0,1.0
20003,Broome County,Full Reporter,,,Urban,MB,DO,1.0,,1,,1.0
20004,Niagara Frontier Transportation Authority,Full Reporter,,,Urban,LR,DO,14.0,0.0,14,24.0,19.0
20004,Niagara Frontier Transportation Authority,Full Reporter,,,Urban,MB,DO,9.0,0.0,9,,
20005,Chemung County,Reduced Reporter,,,Urban,MB,PT,1.0,,1,,
20006,City of Long Beach,Full Reporter,2R02,New York Department of Transportation,Urban,MB,DO,1.0,0.0,1,0.0,0.0
20008,MTA New York City Transit,Full Reporter,,,Urban,CB,DO,0.0,,0,,
20008,MTA New York City Transit,Full Reporter,,,Urban,HR,DO,120.0,352.0,472,270.0,309.0
20008,MTA New York City Transit,Full Reporter,,,Urban,MB,DO,2.0,,2,,
20008,MTA New York City Transit,Full Reporter,,,Urban,RB,DO,0.0,,0,,
20010,Dutchess County,Full Reporter,,,Urban,MB,DO,0.0,,0,,
20018,Central New York Regional Transportation Authority,Full Reporter,,,Urban,MB,DO,3.0,,3,,1.0
20072,Suffolk County ,Full Reporter,,,Urban,MB,PT,,,0,,
20075,Port Authority Transit Corporation,Full Reporter,,,Urban,HR,DO,9.0,4.0,13,14.0,13.0
20076,Westchester County,Full Reporter,,,Urban,MB,PT,2.0,0.0,2,0.0,0.0
20078,"Metro-North Commuter Railroad Company, dba: MTA Metro-North Railroad",Full Reporter,,,Urban,CR,DO,47.0,65.0,112,32.0,141.0
20078,"Metro-North Commuter Railroad Company, dba: MTA Metro-North Railroad",Full Reporter,,,Urban,FB,PT,2.0,0.0,2,0.0,5.0
20078,"Metro-North Commuter Railroad Company, dba: MTA Metro-North Railroad",Full Reporter,,,Urban,MB,PT,1.0,1.0,2,0.0,2.0
20080,New Jersey Transit Corporation,Full Reporter,,,Urban,CR,DO,78.0,87.0,165,75.0,104.0
20080,New Jersey Transit Corporation,Full Reporter,,,Urban,LR,DO,13.0,4.0,17,2.0,6.0
20080,New Jersey Transit Corporation,Full Reporter,,,Urban,LR,PT,24.0,,24,,17.0
20080,New Jersey Transit Corporation,Full Reporter,,,Urban,MB,DO,30.0,,30,,7.0
20080,New Jersey Transit Corporation,Full Reporter,,,Urban,MB,PT,,,0,,
20080,New Jersey Transit Corporation,Full Reporter,,,Urban,YR,PT,21.0,,21,,
20082,New York City Department of Transportation,Full Reporter,,,Urban,CB,PT,0.0,,0,,
20082,New York City Department of Transportation,Full Reporter,,,Urban,FB,DO,2.0,,2,6.0,7.0
20084,County of Rockland ,Full Reporter,2R02,New York Department of Transportation,Urban,MB,PT,,,0,,
20085,Town of Clarkstown ,Reduced Reporter,2R02,New York Department of Transportation,Urban,MB,DO,,,0,,
20096,Putnam County ,Full Reporter,2R02,New York Department of Transportation,Urban,MB,PT,0.0,0.0,0,0.0,0.0
20098,Port Authority Trans-Hudson Corporation,Full Reporter,,,Urban,FB,PT,4.0,,4,,
20098,Port Authority Trans-Hudson Corporation,Full Reporter,,,Urban,HR,DO,9.0,4.0,13,26.0,38.0
20099,Staten Island Rapid Transit Operating Authority,Full Reporter,,,Urban,HR,DO,5.0,16.0,21,0.0,1.0
20100,MTA Long Island Rail Road,Full Reporter,,,Urban,CR,DO,108.0,17.0,125,19.0,44.0
20113,Regional Transit Service - Monroe County,Full Reporter,,,Urban,MB,DO,2.0,,2,,
20120,City of Glens Falls ,Reduced Reporter,,,Urban,MB,DO,,,0,,
20122,"Academy Lines, Inc.",Full Reporter,,,Urban,CB,DO,2.0,,2,,2.0
20126,"Hudson Transit Lines, Inc.",Full Reporter,,,Urban,CB,DO,2.0,,2,,12.0
20128,Suburban Transit Corporation,Full Reporter,,,Urban,CB,DO,4.0,,4,,5.0
20135,Monsey New Square Trails Corporation,Full Reporter,,,Urban,CB,DO,,,0,,
20145,Tompkins Consolidated Area Transit,Full Reporter,,,Urban,MB,DO,1.0,,1,,
20148,Newburgh Beacon Bus Corporation,Reduced Reporter,,,Urban,MB,DO,,,0,,
20149,"Rockland Coaches, Inc.",Full Reporter,,,Urban,CB,DO,2.0,,2,,
20160,"Community Transit, Inc. ",Reduced Reporter,,,Urban,CB,DO,1.0,,1,,
20161,DeCamp Bus Lines,Full Reporter,,,Urban,CB,DO,,,0,,
20163,"Lakeland Bus Lines, Inc.",Full Reporter,,,Urban,CB,DO,1.0,,1,,
20165,"Olympia Trails Bus Company, Inc.",Reduced Reporter,,,Urban,CB,DO,5.0,1.0,6,3.0,3.0
20166,"Orange-Newark-Elizabeth, Inc.",Full Reporter,,,Urban,MB,DO,1.0,,1,1.0,3.0
20169,"Trans-Bridge Lines, Inc. ",Full Reporter,,,Urban,CB,DO,3.0,,3,1.0,2.0
20175,Private Transportation Corporation,Full Reporter,,,Urban,MB,PT,,,0,,
20176,Kaser Bus Service,Reduced Reporter,,,Urban,CB,PT,0.0,0.0,0,,
20177,"Adirondack Transit Lines, Inc,",Full Reporter,,,Urban,CB,DO,10.0,,10,,
20179,"Leprechaun Lines, Inc.",Reduced Reporter,,,Urban,CB,DO,,,0,,
20187,Village of Kiryas Joel,Reduced Reporter,,,Urban,MB,DO,,,0,,
20188,MTA Bus Company,Full Reporter,,,Urban,MB,DO,1.0,1.0,2,,
20189,"BillyBey Ferry Company, LLC",Full Reporter,,,Urban,FB,DO,6.0,,6,,
20190,Port Imperial Ferry Corporation,Full Reporter,,,Urban,FB,DO,6.0,,6,,
20190,Port Imperial Ferry Corporation,Full Reporter,,,Urban,MB,DO,2.0,,2,,
20192,Bergen County,Full Reporter,,,Urban,MB,DO,,,0,,
20194,East Windsor Township,Reduced Reporter,,,Urban,MB,DO,,,0,,
20194,East Windsor Township,Reduced Reporter,,,Urban,MB,PT,,,0,,
20200,South Jersey Transportation Authority,Reduced Reporter,,,Urban,MB,DO,,,0,,
20201,County of Cumberland,Reduced Reporter,,,Urban,MB,DO,,,0,,
20206,County of Nassau,Full Reporter,,,Urban,MB,PT,1.0,,1,0.0,0.0
20208,County of Burlington,Reduced Reporter,,,Urban,MB,PT,,,0,,
20212,County of Hunterdon,Reduced Reporter,2R01,NJ Transit,Urban,MB,PT,,,0,,
20213,City of Mechanicville,Reduced Reporter,,,Urban,MB,DO,0.0,0.0,0,0.0,0.0
20214,Town of Warwick ,Reduced Reporter,,,Urban,MB,DO,0.0,0.0,0,0.0,0.0
20215,City of Watertown NY,Reduced Reporter,,,Urban,MB,DO,1.0,0.0,1,0.0,0.0
20216,Orange County,Reduced Reporter,,,Urban,MB,PT,,,0,,
20217,"Hampton Jitney, Inc.",Full Reporter,,,Urban,CB,DO,2.0,0.0,2,0.0,1.0
20219,A&C Bus Corporation & Montgomery & Westside Owners Association,Reduced Reporter,,,Urban,MB,DO,,,0,,
20220,Broadway Bus Corporation,Reduced Reporter,,,Urban,MB,DO,,,0,,
22929,Seneca Nation of Indians,Reduced Reporter,,,Tribe,MB,PT,,,0,,
22930,New York City Economic Development Corporation,Full Reporter,,,Urban,FB,PT,19.0,2.0,21,0.0,0.0
22930,New York City Economic Development Corporation,Full Reporter,,,Urban,MB,PT,,,0,,
30001,Kanawha Valley Regional Transportation Authority,Full Reporter,3R05,West Virginia Department of Transportation,Urban,MB,DO,2.0,0.0,2,0.0,1.0
30002,The Tri-State Transit Authority,Full Reporter,3R05,West Virginia Department of Transportation,Urban,MB,DO,1.0,,1,,
30003,Mid-Ohio Valley Transit Authority,Reduced Reporter,3R05,West Virginia Department of Transportation,Urban,MB,DO,1.0,,1,,1.0
30006,Greater Richmond Transit Company,Full Reporter,,,Urban,MB,DO,,,0,,
30006,Greater Richmond Transit Company,Full Reporter,,,Urban,RB,DO,,,0,,
30007,Greater Roanoke Transit Company,Full Reporter,3R06,Virginia Department of Rail and Public Transportation,Urban,MB,DO,1.0,,1,,1.0
30008,Greater Lynchburg Transit Company,Full Reporter,3R06,Virginia Department of Rail and Public Transportation,Urban,MB,DO,1.0,0.0,1,0.0,1.0
30009,City of Petersburg ,Reduced Reporter,3R06,Virginia Department of Rail and Public Transportation,Urban,MB,DO,,,0,,
30010,Lehigh and Northampton Transportation Authority,Full Reporter,3R04,Pennsylvania Department of Transportation,Urban,MB,DO,3.0,0.0,3,0.0,4.0
30010,Lehigh and Northampton Transportation Authority,Full Reporter,3R04,Pennsylvania Department of Transportation,Urban,MB,PT,0.0,0.0,0,0.0,0.0
30011,Altoona Metro Transit,Full Reporter,3R04,Pennsylvania Department of Transportation,Urban,MB,DO,1.0,0.0,1,0.0,0.0
30012,Cambria County Transit Authority,Full Reporter,,,Urban,IP,DO,2.0,,2,,2.0
30012,Cambria County Transit Authority,Full Reporter,,,Urban,MB,DO,1.0,,1,,
30013,Erie Metropolitan Transit Authority,Full Reporter,3R04,Pennsylvania Department of Transportation,Urban,MB,DO,2.0,,2,,1.0
30014,Cumberland Dauphin-Harrisburg Transit Authority,Full Reporter,3R04,Pennsylvania Department of Transportation,Urban,MB,DO,,,0,,
30014,Cumberland Dauphin-Harrisburg Transit Authority,Full Reporter,3R04,Pennsylvania Department of Transportation,Urban,MB,PT,,,0,,
30015,Luzerne County Transportation Authority,Full Reporter,3R04,Pennsylvania Department of Transportation,Urban,MB,DO,1.0,,1,,
30019,Southeastern Pennsylvania Transportation Authority,Full Reporter,,,Urban,CR,DO,75.0,80.0,155,22.0,41.0
30019,Southeastern Pennsylvania Transportation Authority,Full Reporter,,,Urban,HR,DO,41.0,34.0,75,36.0,83.0
30019,Southeastern Pennsylvania Transportation Authority,Full Reporter,,,Urban,MB,DO,,,0,,
30019,Southeastern Pennsylvania Transportation Authority,Full Reporter,,,Urban,MB,PT,,,0,,
30019,Southeastern Pennsylvania Transportation Authority,Full Reporter,,,Urban,SR,DO,2.0,54.0,56,1.0,4.0
30019,Southeastern Pennsylvania Transportation Authority,Full Reporter,,,Urban,TB,DO,,,0,,
30022,Port Authority of Allegheny County,Full Reporter,,,Urban,IP,DO,2.0,0.0,2,0.0,0.0
30022,Port Authority of Allegheny County,Full Reporter,,,Urban,LR,DO,30.0,0.0,30,17.0,19.0
30022,Port Authority of Allegheny County,Full Reporter,,,Urban,MB,DO,16.0,0.0,16,0.0,0.0
30023,Beaver County Transit Authority,Full Reporter,3R04,Pennsylvania Department of Transportation,Urban,MB,DO,2.0,,2,,2.0
30025,County of Lackawanna Transit System,Full Reporter,3R04,Pennsylvania Department of Transportation,Urban,MB,DO,1.0,,1,,
30025,County of Lackawanna Transit System,Full Reporter,3R04,Pennsylvania Department of Transportation,Urban,MB,PT,,,0,,
30026,City of Williamsport,Full Reporter,3R04,Pennsylvania Department of Transportation,Urban,MB,DO,2.0,0.0,2,0.0,0.0
