NTD ID,Agency Name,Reporter Type,Reporting Module,Mode,TOS,Full Time Operator (Vehicle Operations) Hours Worked,Full Time Non-Operator (Vehicle Operations) Hours Worked,Total Full Time (Vehicle Operations) Hours Worked,Full Time Operator (Vehicle Maintenance) Hours Worked,Full Time Non-Operator (Vehicle Maintenance) Hours Worked,Total Full Time (Vehicle Maintenance) Hours Worked,Full Time Operator (Facility Maintenance) Hours Worked,Full Time Non-Operator (Facility Maintenance) Hours Worked,Total Full Time (Facility Maintenance) Hours Worked,Full Time Operator (General Administration) Hours Worked,Full Time Non-Operator (General Administration) Hours Worked,Total Full Time (General Administration) Hours Worked,Total Full Time Operator (Operating Labor) Hours Worked,Total Full Time Non-Operator (Operating Labor) Hours Worked,Total Full Time (Operating Labor) Hours Worked,Full Time Operator (Capital Labor) Hours Worked,Full Time Non-Operator (Capital Labor) Hours Worked,Total Full Time (Capital Labor) Hours Worked,Total Full Time Operator Hours Worked,Total Full Time Non-Operator Hours Worked,Total Full Time Hours Worked,Full Time Operator (Vehicle Operations) Employee Count,Full Time Non-Operator (Vehicle Operations) Employee Count,Total Full Time (Vehicle Operations) Employee Count,Full Time Operator (Vehicle Maintenance) Employee Count,Full Time Non-Operator (Vehicle Maintenance) Employee Count,Total Full Time (Vehicle Maintenance) Employee Count,Full Time Operator (Facility Maintenance) Employee Count,Full Time Non-Operator (Facility Maintenance) Employee Count,Total Full Time (Facility Maintenance) Employee Count,Full Time Operator (General Administration) Employee Count,Full Time Non-Operator (General Administration) Employee Count,Total Full Time (General Administration) Employee Count,Total Full Time Operator (Operations) Employee Count,Total Full Time Non-Operator (Operations) Employee Count,Total Full Time (Operations) Employee Count,Full Time Operator (Capital Labor) Employee Count,Full Time Non-Operator (Capital Labor) Employee Count,Total Full Time (Capital Labor) Employee Count,Total Full Time Operator Employee Count,Total Full Time Non-Operator Employee Count,Total Full Time Employee Count,Part Time Operator (Vehicle Operations) Hours Worked,Part Time Non-Operator (Vehicle Operations) Hours Worked,Total Part Time (Vehicle Operations) Hours Worked,Part Time Operator (Vehicle Maintenance) Hours Worked,Part Time Non-Operator (Vehicle Maintenance) Hours Worked,Total Part Time (Vehicle Maintenance) Hours Worked,Part Time Operator (Facility Maintenance) Hours Worked,Part Time Non-Operator (Facility Maintenance) Hours Worked,Total Part Time (Facility Maintenance) Hours Worked,Part Time Operator (General Administration) Hours Worked,Part Time Non-Operator (General Administration) Hours Worked,Total Part Time (General Administration) Hours Worked,Total Part Time Operator (Operating Labor) Hours Worked,Total Part Time Non-Operator (Operating Labor) Hours Worked,Total Part Time (Operating Labor) Hours Worked,Part Time Operator (Capital Labor) Hours Worked,Part Time Non-Operator (Capital Labor) Hours Worked,Total Part Time (Capital Labor) Hours Worked,Total Part Time Operator Hours Worked,Total Part Time Non-Operator Hours Worked,Total Part Time Hours Worked,Part Time Operator (Vehicle Operations) Employee Count,Part Time Non-Operator (Vehicle Operations) Employee Count,Total Part Time (Vehicle Operations) Employee Count,Part Time Operator (Vehicle Maintenance) Employee Count,Part Time Non-Operator (Vehicle Maintenance) Employee Count,Total Part Time (Vehicle Maintenance) Employee Count,Part Time Operator (Facility Maintenance) Employee Count,Part Time Non-Operator (Facility Maintenance) Employee Count,Total Part Time (Facility Maintenance) Employee Count,Part Time Operator (General Administration) Employee Count,Part Time Non-Operator (General Administration) Employee Count,Total Part Time (General Administration) Employee Count,Total Part Time Operator (Operations) Employee Count,Total Part Time Non-Operator (Operations) Employee Count,Total Part Time (Operations) Employee Count,Part Time Operator (Capital Labor) Employee Count,Part Time Non-Operator (Capital Labor) Employee Count,Total Part Time (Capital Labor) Employee Count,Total Part Time Operator Employee Count,Total Part Time Non-Operator Employee Count,Total Part Time Employee Count
18,Ben Franklin Transit,Full Reporter,Urban,VP,DO,0,7369,7369,0,6898,6898,0,562,562,0,4298,4298,0,19127,19127,0,0,0,0,19127,19127,0,4,4,0,3.95,3.95,0,0.28,0.28,0,3,3,0,11.23,11.23,0,0,0,0,11.23,11.23,0,0,0,0,0,0,0,0,0,0,74,74,0,74,74,0,0,0,0,74,74,0,0,0,0,0,0,0,0,0,0,0.07,0.07,0,0.07,0.07,0,0,0,0,0.07,0.07
19,Intercity Transit,Full Reporter,Urban,CB,DO,28682,4032,32714,0,5081,5081,0,990,990,0,4315,4315,28682,14418,43100,0,0,0,28682,14418,43100,16.07,1.91,17.98,0,3,3,0,0.58,0.58,0,2.42,2.42,16.07,7.91,23.98,0,0,0,16.07,7.91,23.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,Intercity Transit,Full Reporter,Urban,DR,DO,115731,41692,157423,0,14802,14802,0,1015,1015,0,20625,20625,115731,78134,193865,0,0,0,115731,78134,193865,65.55,22.19,87.74,0,8.73,8.73,0,0.59,0.59,0,11.57,11.57,65.55,43.08,108.63,0,0,0,65.55,43.08,108.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,Intercity Transit,Full Reporter,Urban,MB,DO,298686,41983,340669,0,52916,52916,0,17968,17968,0,44931,44931,298686,157798,456484,0,0,0,298686,157798,456484,167.38,19.86,187.24,0,31.22,31.22,0,10.48,10.48,0,25.2,25.2,167.38,86.76,254.14,0,0,0,167.38,86.76,254.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,Intercity Transit,Full Reporter,Urban,VP,DO,0,10853,10853,0,8552,8552,0,2310,2310,0,1441,1441,0,23156,23156,0,0,0,0,23156,23156,0,6.04,6.04,0,5.05,5.05,0,1.35,1.35,0,0.81,0.81,0,13.25,13.25,0,0,0,0,13.25,13.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,Kitsap Transit,Full Reporter,Urban,DR,DO,107796,49508,157304,0,13731,13731,0,10020,10020,0,24835,24835,107796,98094,205890,0,485,485,107796,98579,206375,62,28,90,0,8.61,8.61,0,6.31,6.31,0,14.46,14.46,62,57.38,119.38,0,0.28,0.28,62,57.66,119.66,6442,0,6442,0,214,214,0,0,0,0,2338,2338,6442,2552,8994,0,0,0,6442,2552,8994,10,0,10,0,0.19,0.19,0,0,0,0,2.22,2.22,10,2.41,12.41,0,0,0,10,2.41,12.41
20,Kitsap Transit,Full Reporter,Urban,FB,DO,31242,0,31242,0,6102,6102,0,395,395,0,5257,5257,31242,11754,42996,0,1732,1732,31242,13486,44728,24,0,24,0,3.21,3.21,0,0.21,0.21,0,3.21,3.21,24,6.63,30.63,0,1,1,24,7.63,31.63,3417,0,3417,0,0,0,0,0,0,0,0,0,3417,0,3417,0,0,0,3417,0,3417,6,0,6,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,6,0,6
20,Kitsap Transit,Full Reporter,Urban,MB,DO,181899,36429,218328,0,57327,57327,0,16453,16453,0,40767,40767,181899,150976,332875,0,3812,3812,181899,154788,336687,110,21,131,0,35.9,35.9,0,10.4,10.4,0,23.7,23.7,110,91,201,0,2.2,2.2,110,93.2,203.2,40018,136,40154,0,894,894,0,0,0,0,3593,3593,40018,4623,44641,0,0,0,40018,4623,44641,93,1,94,0,0.78,0.78,0,0,0,0,3.65,3.65,93,5.43,98.43,0,0,0,93,5.43,98.43
20,Kitsap Transit,Full Reporter,Urban,VP,DO,0,3444,3444,0,2327,2327,0,547,547,0,1356,1356,0,7674,7674,0,208,208,0,7882,7882,0,2,2,0,1.46,1.46,0,0.34,0.34,0,0.79,0.79,0,4.59,4.59,0,0.12,0.12,0,4.71,4.71,0,0,0,0,36,36,0,0,0,0,128,128,0,164,164,0,0,0,0,164,164,0,0,0,0,0.03,0.03,0,0,0,0,0.12,0.12,0,0.15,0.15,0,0,0,0,0.15,0.15
21,Whatcom Transportation Authority,Full Reporter,Urban,DR,DO,103017,37245,140262,0,12291,12291,0,1381,1381,0,16893,16893,103017,67810,170827,0,0,0,103017,67810,170827,55.44,22.89,78.33,0,6.13,6.13,0,0.74,0.74,0,9.3,9.3,55.44,39.06,94.5,0,0,0,55.44,39.06,94.5,115,0,115,0,0,0,0,0,0,0,14,14,115,14,129,0,0,0,115,14,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,Whatcom Transportation Authority,Full Reporter,Urban,MB,DO,200938,38365,239303,0,36955,36955,0,9667,9667,0,33873,33873,200938,118860,319798,0,1801,1801,200938,120661,321599,115.56,22.91,138.47,0,18.88,18.88,0,5.72,5.72,0,18.67,18.67,115.56,66.18,181.74,0,0.9,0.9,115.56,67.08,182.64,174,0,174,0,0,0,0,0,0,0,14,14,174,14,188,0,0,0,174,14,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,Whatcom Transportation Authority,Full Reporter,Urban,VP,DO,0,256,256,0,564,564,0,62,62,0,356,356,0,1238,1238,0,0,0,0,1238,1238,0,0.2,0.2,0,0.28,0.28,0,0.04,0.04,0,0.33,0.33,0,0.85,0.85,0,0,0,0,0.85,0.85,0,256,256,0,0,0,0,0,0,0,0,0,0,256,256,0,0,0,0,256,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,Clark County Public Transportation Benefit Area Authority,Full Reporter,Urban,DR,DO,83241,28969,112210,0,10119,10119,0,5675,5675,0,27867,27867,83241,72630,155871,0,0,0,83241,72630,155871,43,15.78,58.78,0,5.52,5.52,0,3.1,3.1,0,15.17,15.17,43,39.57,82.57,0,0,0,43,39.57,82.57,62847,0,62847,0,1021,1021,0,0,0,0,761,761,62847,1782,64629,0,0,0,62847,1782,64629,36,0,36,0,0.75,0.75,0,0,0,0,0.5,0.5,36,1.25,37.25,0,0,0,36,1.25,37.25
24,Clark County Public Transportation Benefit Area Authority,Full Reporter,Urban,MB,DO,308451,48732,357183,0,74859,74859,0,16806,16806,0,81479,81479,308451,221876,530327,0,0,0,308451,221876,530327,168,26.6,194.6,0,42.48,42.48,0,9.16,9.16,0,44.79,44.79,168,123.03,291.03,0,0,0,168,123.03,291.03,70443,0,70443,0,3092,3092,0,0,0,0,2221,2221,70443,5313,75756,0,0,0,70443,5313,75756,44,0,44,0,2.3,2.3,0,0,0,0,1.5,1.5,44,3.8,47.8,0,0,0,44,3.8,47.8
24,Clark County Public Transportation Benefit Area Authority,Full Reporter,Urban,VP,DO,0,0,0,0,56,56,0,226,226,0,3185,3185,0,3467,3467,0,0,0,0,3467,3467,0,0,0,0,0.03,0.03,0,0.13,0.13,0,1.79,1.79,0,1.95,1.95,0,0,0,0,1.95,1.95,0,0,0,0,0,0,0,0,0,0,61,61,0,61,61,0,0,0,0,61,61,0,0,0,0,0,0,0,0,0,0,0.04,0.04,0,0.04,0.04,0,0,0,0,0.04,0.04
25,Salem Area Mass Transit District,Full Reporter,Urban,MB,DO,197368,35268,232636,0,42746,42746,0,14175,14175,0,55644,55644,197368,147833,345201,0,426,426,197368,148259,345627,113,23,136,0,33,33,0,8,8,0,38.8,38.8,113,102.8,215.8,0,0.2,0.2,113,103,216,1360,0,1360,0,0,0,0,0,0,0,1517,1517,1360,1517,2877,0,0,0,1360,1517,2877,2,0,2,0,0,0,0,0,0,0,1,1,2,1,3,0,0,0,2,1,3
29,Snohomish County Public Transportation Benefit Area Corporation,Full Reporter,Urban,CB,DO,100002,27861,127863,0,26743,26743,0,4687,4687,0,28615,28615,100002,87906,187908,0,3195,3195,100002,91101,191103,57.25,11.96,69.21,0,16.02,16.02,0,2.61,2.61,0,16.66,16.66,57.25,47.25,104.5,0,1.84,1.84,57.25,49.09,106.34,3219,158,3377,0,0,0,0,0,0,0,334,334,3219,492,3711,0,0,0,3219,492,3711,2.67,0.2,2.87,0,0,0,0,0,0,0,0.43,0.43,2.67,0.63,3.3,0,0,0,2.67,0.63,3.3
29,Snohomish County Public Transportation Benefit Area Corporation,Full Reporter,Urban,MB,DO,610941,180705,791646,0,120890,120890,0,27733,27733,0,167844,167844,610941,497172,1108113,0,18723,18723,610941,515895,1126836,349.75,80.45,430.2,0,72.83,72.83,0,15.44,15.44,0,97.74,97.74,349.75,266.46,616.21,0,10.75,10.75,349.75,277.21,626.96,19666,924,20590,0,0,0,0,0,0,0,2039,2039,19666,2963,22629,0,0,0,19666,2963,22629,16.33,1.16,17.49,0,0,0,0,0,0,0,2.65,2.65,16.33,3.81,20.14,0,0,0,16.33,3.81,20.14
