NTD ID,Reporter Name,Reporter Type,Reporting Module,Form Section,Performance Measure,2019 Target (%),2020 Target (%)
1,King County Department of Metro Transit,Full Reporter,Urban,4) Infrastructure - Percent of track segments with performance restrictions,Street Car Rail,0.0,0.0
2,Spokane Transit Authority,Full Reporter,Urban,1) Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,Articulated Bus,0.0,30.0
2,Spokane Transit Authority,Full Reporter,Urban,1) Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,Bus,2.4,25.0
2,Spokane Transit Authority,Full Reporter,Urban,1) Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,Cutaway,5.22,1.21
2,Spokane Transit Authority,Full Reporter,Urban,1) Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,Van,43.4,43.24
2,Spokane Transit Authority,Full Reporter,Urban,2) Equipment - Percent of service vehicles that have met or exceeded their useful life benchmark,Automobiles,50.0,60.0
2,Spokane Transit Authority,Full Reporter,Urban,2) Equipment - Percent of service vehicles that have met or exceeded their useful life benchmark,Trucks and other Rubber Tire Vehicles,5.13,17.39
2,Spokane Transit Authority,Full Reporter,Urban,3) Facility - Percent of facilities rated below 3 on the condition scale,Administrative / Maintenance Facilities,0.0,0.0
2,Spokane Transit Authority,Full Reporter,Urban,3) Facility - Percent of facilities rated below 3 on the condition scale,Passenger / Parking Facilities,0.0,0.0
3,Pierce County Transportation Benefit Area Authority,Full Reporter,Urban,1) Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,Bus,35.0,5.0
3,Pierce County Transportation Benefit Area Authority,Full Reporter,Urban,1) Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,Cutaway,10.0,0.0
3,Pierce County Transportation Benefit Area Authority,Full Reporter,Urban,1) Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,Other,10.0,100.0
3,Pierce County Transportation Benefit Area Authority,Full Reporter,Urban,1) Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,Van,10.0,10.0
3,Pierce County Transportation Benefit Area Authority,Full Reporter,Urban,2) Equipment - Percent of service vehicles that have met or exceeded their useful life benchmark,Automobiles,10.0,100.0
3,Pierce County Transportation Benefit Area Authority,Full Reporter,Urban,2) Equipment - Percent of service vehicles that have met or exceeded their useful life benchmark,Trucks and other Rubber Tire Vehicles,10.0,10.0
3,Pierce County Transportation Benefit Area Authority,Full Reporter,Urban,3) Facility - Percent of facilities rated below 3 on the condition scale,Administrative / Maintenance Facilities,25.0,25.0
3,Pierce County Transportation Benefit Area Authority,Full Reporter,Urban,3) Facility - Percent of facilities rated below 3 on the condition scale,Passenger / Parking Facilities,25.0,25.0
4,Confederated Tribes of the Colville Indian Reservation,Reduced Reporter,Tribe,1) Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,Cutaway,14.29,25.0
4,Confederated Tribes of the Colville Indian Reservation,Reduced Reporter,Tribe,1) Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,Ferryboat,0.0,0.0
4,Confederated Tribes of the Colville Indian Reservation,Reduced Reporter,Tribe,3) Facility - Percent of facilities rated below 3 on the condition scale,Administrative / Maintenance Facilities,0.0,0.0
4,Confederated Tribes of the Colville Indian Reservation,Reduced Reporter,Tribe,3) Facility - Percent of facilities rated below 3 on the condition scale,Passenger / Parking Facilities,0.0,0.0
5,City of Everett,Full Reporter,Urban,1) Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,Bus,20.0,20.0
5,City of Everett,Full Reporter,Urban,1) Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,Cutaway,20.0,20.0
5,City of Everett,Full Reporter,Urban,1) Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,Van,20.0,0.0
5,City of Everett,Full Reporter,Urban,2) Equipment - Percent of service vehicles that have met or exceeded their useful life benchmark,Automobiles,20.0,100.0
5,City of Everett,Full Reporter,Urban,2) Equipment - Percent of service vehicles that have met or exceeded their useful life benchmark,Trucks and other Rubber Tire Vehicles,20.0,20.0
5,City of Everett,Full Reporter,Urban,3) Facility - Percent of facilities rated below 3 on the condition scale,Administrative / Maintenance Facilities,0.0,0.0
5,City of Everett,Full Reporter,Urban,3) Facility - Percent of facilities rated below 3 on the condition scale,Passenger / Parking Facilities,0.0,0.0
6,City of Yakima,Full Reporter,Urban,1) Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,Bus,9.68,10.5
6,City of Yakima,Full Reporter,Urban,1) Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,Cutaway,0.0,25.0
6,City of Yakima,Full Reporter,Urban,1) Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,Minivan,0.0,60.0
6,City of Yakima,Full Reporter,Urban,1) Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,Van,60.87,60.0
6,City of Yakima,Full Reporter,Urban,2) Equipment - Percent of service vehicles that have met or exceeded their useful life benchmark,Trucks and other Rubber Tire Vehicles,18.18,18.0
6,City of Yakima,Full Reporter,Urban,3) Facility - Percent of facilities rated below 3 on the condition scale,Passenger / Parking Facilities,0.0,0.0
8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,1) Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,Bus,0.0,18.0
8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,1) Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,Cutaway,0.0,45.0
8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,1) Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,Light Rail Vehicle,0.0,18.0
8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,1) Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,Commuter Rail Passenger Coach,0.0,0.0
8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,1) Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,Commuter Rail Self,0.0,0.0
8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,1) Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,Van,,0.0
8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,2) Equipment - Percent of service vehicles that have met or exceeded their useful life benchmark,Automobiles,0.0,17.0
8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,2) Equipment - Percent of service vehicles that have met or exceeded their useful life benchmark,Trucks and other Rubber Tire Vehicles,0.0,23.0
8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,3) Facility - Percent of facilities rated below 3 on the condition scale,Administrative / Maintenance Facilities,10.0,0.0
8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,3) Facility - Percent of facilities rated below 3 on the condition scale,Passenger / Parking Facilities,10.0,1.0
8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,4) Infrastructure - Percent of track segments with performance restrictions,Light Rail,0.2,4.0
8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,4) Infrastructure - Percent of track segments with performance restrictions,Hybrid Rail,0.2,3.0
9,Kalispel Tribe of Indians,Reduced Reporter,Tribe,1) Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,Automobile,100.0,100.0
9,Kalispel Tribe of Indians,Reduced Reporter,Tribe,1) Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,Bus,0.0,0.0
9,Kalispel Tribe of Indians,Reduced Reporter,Tribe,1) Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,Cutaway,100.0,50.0
9,Kalispel Tribe of Indians,Reduced Reporter,Tribe,1) Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,Sports Utility Vehicle,0.0,100.0
9,Kalispel Tribe of Indians,Reduced Reporter,Tribe,1) Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,Van,0.0,50.0
9,Kalispel Tribe of Indians,Reduced Reporter,Tribe,2) Equipment - Percent of service vehicles that have met or exceeded their useful life benchmark,Trucks and other Rubber Tire Vehicles,0.0,0.0
9,Kalispel Tribe of Indians,Reduced Reporter,Tribe,3) Facility - Percent of facilities rated below 3 on the condition scale,Administrative / Maintenance Facilities,0.0,0.0
12,Municipality of Anchorage,Full Reporter,Urban,1) Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,Bus,0.0,9.0
12,Municipality of Anchorage,Full Reporter,Urban,1) Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,Cutaway,0.0,11.0
12,Municipality of Anchorage,Full Reporter,Urban,1) Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,Van,0.0,88.0
12,Municipality of Anchorage,Full Reporter,Urban,2) Equipment - Percent of service vehicles that have met or exceeded their useful life benchmark,Trucks and other Rubber Tire Vehicles,22.0,84.0
12,Municipality of Anchorage,Full Reporter,Urban,3) Facility - Percent of facilities rated below 3 on the condition scale,Administrative / Maintenance Facilities,0.0,0.0
12,Municipality of Anchorage,Full Reporter,Urban,3) Facility - Percent of facilities rated below 3 on the condition scale,Passenger / Parking Facilities,0.0,0.0
15,Snoqualmie Indian Tribe,Reduced Reporter,Tribe,1) Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,Automobile,0.0,0.0
15,Snoqualmie Indian Tribe,Reduced Reporter,Tribe,1) Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,Minivan,0.0,100.0
16,RiverCities Transit,Full Reporter,Urban,1) Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,Bus,46.66,28.6
16,RiverCities Transit,Full Reporter,Urban,1) Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,Cutaway,33.33,31.25
16,RiverCities Transit,Full Reporter,Urban,1) Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,Minivan,50.0,50.0
16,RiverCities Transit,Full Reporter,Urban,2) Equipment - Percent of service vehicles that have met or exceeded their useful life benchmark,Trucks and other Rubber Tire Vehicles,0.0,100.0
16,RiverCities Transit,Full Reporter,Urban,3) Facility - Percent of facilities rated below 3 on the condition scale,Administrative / Maintenance Facilities,0.0,0.0
16,RiverCities Transit,Full Reporter,Urban,3) Facility - Percent of facilities rated below 3 on the condition scale,Passenger / Parking Facilities,0.0,0.0
17,Stillaguamish Tribe of Indians,Reduced Reporter,Tribe,1) Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,Automobile,0.0,0.0
17,Stillaguamish Tribe of Indians,Reduced Reporter,Tribe,1) Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,Cutaway,16.67,0.0
17,Stillaguamish Tribe of Indians,Reduced Reporter,Tribe,1) Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,Minivan,0.0,21.43
17,Stillaguamish Tribe of Indians,Reduced Reporter,Tribe,1) Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,Sports Utility Vehicle,0.0,0.0
17,Stillaguamish Tribe of Indians,Reduced Reporter,Tribe,1) Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,Van,100.0,100.0
18,Ben Franklin Transit,Full Reporter,Urban,1) Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,Bus,0.0,0.0
18,Ben Franklin Transit,Full Reporter,Urban,1) Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,Cutaway,0.0,0.0
18,Ben Franklin Transit,Full Reporter,Urban,1) Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,Van,0.0,0.0
18,Ben Franklin Transit,Full Reporter,Urban,2) Equipment - Percent of service vehicles that have met or exceeded their useful life benchmark,Automobiles,0.0,0.0
18,Ben Franklin Transit,Full Reporter,Urban,2) Equipment - Percent of service vehicles that have met or exceeded their useful life benchmark,Trucks and other Rubber Tire Vehicles,0.0,0.0
18,Ben Franklin Transit,Full Reporter,Urban,3) Facility - Percent of facilities rated below 3 on the condition scale,Administrative / Maintenance Facilities,0.0,0.0
18,Ben Franklin Transit,Full Reporter,Urban,3) Facility - Percent of facilities rated below 3 on the condition scale,Passenger / Parking Facilities,0.0,0.0
19,Intercity Transit,Full Reporter,Urban,1) Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,Bus,0.0,42.0
19,Intercity Transit,Full Reporter,Urban,1) Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,Cutaway,33.0,60.0
19,Intercity Transit,Full Reporter,Urban,1) Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,Minivan,,20.0
19,Intercity Transit,Full Reporter,Urban,1) Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,Van,56.0,65.0
19,Intercity Transit,Full Reporter,Urban,2) Equipment - Percent of service vehicles that have met or exceeded their useful life benchmark,Automobiles,40.0,50.0
19,Intercity Transit,Full Reporter,Urban,2) Equipment - Percent of service vehicles that have met or exceeded their useful life benchmark,Trucks and other Rubber Tire Vehicles,3.57,43.0
19,Intercity Transit,Full Reporter,Urban,3) Facility - Percent of facilities rated below 3 on the condition scale,Administrative / Maintenance Facilities,,50.0
19,Intercity Transit,Full Reporter,Urban,3) Facility - Percent of facilities rated below 3 on the condition scale,Passenger / Parking Facilities,0.0,25.0
20,Kitsap Transit,Full Reporter,Urban,1) Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,Over-the-road Bus,25.0,20.0
20,Kitsap Transit,Full Reporter,Urban,1) Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,Bus,25.0,20.0
20,Kitsap Transit,Full Reporter,Urban,1) Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,Cutaway,25.0,20.0
20,Kitsap Transit,Full Reporter,Urban,1) Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,Ferryboat,14.0,0.0
20,Kitsap Transit,Full Reporter,Urban,1) Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,Van,25.0,20.0
20,Kitsap Transit,Full Reporter,Urban,2) Equipment - Percent of service vehicles that have met or exceeded their useful life benchmark,Automobiles,25.0,25.0
20,Kitsap Transit,Full Reporter,Urban,2) Equipment - Percent of service vehicles that have met or exceeded their useful life benchmark,Trucks and other Rubber Tire Vehicles,25.0,20.0
20,Kitsap Transit,Full Reporter,Urban,3) Facility - Percent of facilities rated below 3 on the condition scale,Administrative / Maintenance Facilities,10.0,20.0
20,Kitsap Transit,Full Reporter,Urban,3) Facility - Percent of facilities rated below 3 on the condition scale,Passenger / Parking Facilities,10.0,20.0
21,Whatcom Transportation Authority,Full Reporter,Urban,1) Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,Bus,20.0,20.0
21,Whatcom Transportation Authority,Full Reporter,Urban,1) Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,Cutaway,20.0,20.0
21,Whatcom Transportation Authority,Full Reporter,Urban,1) Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,Van,20.0,50.0
21,Whatcom Transportation Authority,Full Reporter,Urban,2) Equipment - Percent of service vehicles that have met or exceeded their useful life benchmark,Automobiles,20.0,20.0
21,Whatcom Transportation Authority,Full Reporter,Urban,2) Equipment - Percent of service vehicles that have met or exceeded their useful life benchmark,Trucks and other Rubber Tire Vehicles,20.0,20.0
21,Whatcom Transportation Authority,Full Reporter,Urban,3) Facility - Percent of facilities rated below 3 on the condition scale,Administrative / Maintenance Facilities,0.0,0.0
21,Whatcom Transportation Authority,Full Reporter,Urban,3) Facility - Percent of facilities rated below 3 on the condition scale,Passenger / Parking Facilities,0.0,0.0
23,City of Seattle,Full Reporter,Urban,1) Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,Monorail Vehicle,0.0,0.0
23,City of Seattle,Full Reporter,Urban,2) Equipment - Percent of service vehicles that have met or exceeded their useful life benchmark,Trucks and other Rubber Tire Vehicles,0.0,0.0
23,City of Seattle,Full Reporter,Urban,3) Facility - Percent of facilities rated below 3 on the condition scale,Administrative / Maintenance Facilities,25.0,25.0
23,City of Seattle,Full Reporter,Urban,3) Facility - Percent of facilities rated below 3 on the condition scale,Passenger / Parking Facilities,0.0,0.0
23,City of Seattle,Full Reporter,Urban,4) Infrastructure - Percent of track segments with performance restrictions,Monorail/Automated Guideway,50.0,50.0
24,Clark County Public Transportation Benefit Area Authority,Full Reporter,Urban,1) Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,Articulated Bus,20.0,0.0
24,Clark County Public Transportation Benefit Area Authority,Full Reporter,Urban,1) Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,Bus,20.0,28.0
24,Clark County Public Transportation Benefit Area Authority,Full Reporter,Urban,1) Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,Cutaway,20.0,20.0
24,Clark County Public Transportation Benefit Area Authority,Full Reporter,Urban,1) Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,Minivan,20.0,13.0
24,Clark County Public Transportation Benefit Area Authority,Full Reporter,Urban,1) Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,Van,20.0,16.0
24,Clark County Public Transportation Benefit Area Authority,Full Reporter,Urban,2) Equipment - Percent of service vehicles that have met or exceeded their useful life benchmark,Automobiles,20.0,50.0
24,Clark County Public Transportation Benefit Area Authority,Full Reporter,Urban,2) Equipment - Percent of service vehicles that have met or exceeded their useful life benchmark,Trucks and other Rubber Tire Vehicles,20.0,6.0
24,Clark County Public Transportation Benefit Area Authority,Full Reporter,Urban,3) Facility - Percent of facilities rated below 3 on the condition scale,Administrative / Maintenance Facilities,30.0,0.0
24,Clark County Public Transportation Benefit Area Authority,Full Reporter,Urban,3) Facility - Percent of facilities rated below 3 on the condition scale,Passenger / Parking Facilities,30.0,0.0
25,Salem Area Mass Transit District,Full Reporter,Urban,1) Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,Bus,10.0,26.56
25,Salem Area Mass Transit District,Full Reporter,Urban,1) Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,Cutaway,10.0,75.61
25,Salem Area Mass Transit District,Full Reporter,Urban,1) Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,Van,10.0,30.0
25,Salem Area Mass Transit District,Full Reporter,Urban,2) Equipment - Percent of service vehicles that have met or exceeded their useful life benchmark,Automobiles,10.0,14.28
25,Salem Area Mass Transit District,Full Reporter,Urban,2) Equipment - Percent of service vehicles that have met or exceeded their useful life benchmark,Trucks and other Rubber Tire Vehicles,10.0,25.0
25,Salem Area Mass Transit District,Full Reporter,Urban,3) Facility - Percent of facilities rated below 3 on the condition scale,Administrative / Maintenance Facilities,0.0,0.0
25,Salem Area Mass Transit District,Full Reporter,Urban,3) Facility - Percent of facilities rated below 3 on the condition scale,Passenger / Parking Facilities,0.0,0.0
28,County of Pierce,Full Reporter,Urban,1) Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,Ferryboat,0.0,0.0
28,County of Pierce,Full Reporter,Urban,3) Facility - Percent of facilities rated below 3 on the condition scale,Passenger / Parking Facilities,0.0,0.0
29,Snohomish County Public Transportation Benefit Area Corporation,Full Reporter,Urban,1) Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,Articulated Bus,15.0,20.0
29,Snohomish County Public Transportation Benefit Area Corporation,Full Reporter,Urban,1) Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,Bus,15.0,20.0
29,Snohomish County Public Transportation Benefit Area Corporation,Full Reporter,Urban,1) Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,Double Decker Bus,15.0,20.0
29,Snohomish County Public Transportation Benefit Area Corporation,Full Reporter,Urban,1) Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,Van,15.0,20.0
29,Snohomish County Public Transportation Benefit Area Corporation,Full Reporter,Urban,2) Equipment - Percent of service vehicles that have met or exceeded their useful life benchmark,Automobiles,25.0,25.0
29,Snohomish County Public Transportation Benefit Area Corporation,Full Reporter,Urban,2) Equipment - Percent of service vehicles that have met or exceeded their useful life benchmark,Trucks and other Rubber Tire Vehicles,15.0,15.0
29,Snohomish County Public Transportation Benefit Area Corporation,Full Reporter,Urban,3) Facility - Percent of facilities rated below 3 on the condition scale,Administrative / Maintenance Facilities,,0.0
29,Snohomish County Public Transportation Benefit Area Corporation,Full Reporter,Urban,3) Facility - Percent of facilities rated below 3 on the condition scale,Passenger / Parking Facilities,4.55,1.25
30,Chickaloon Native Village,Reduced Reporter,Tribe,1) Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,Cutaway,,100.0
30,Chickaloon Native Village,Reduced Reporter,Tribe,1) Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,Minivan,100.0,50.0
30,Chickaloon Native Village,Reduced Reporter,Tribe,1) Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,Sports Utility Vehicle,100.0,100.0
30,Chickaloon Native Village,Reduced Reporter,Tribe,1) Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,Van,,0.0
31,Shoshone-Bannock Tribes ,Reduced Reporter,Tribe,1) Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,Cutaway,66.0,0.0
31,Shoshone-Bannock Tribes ,Reduced Reporter,Tribe,1) Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,Minivan,,0.0
31,Shoshone-Bannock Tribes ,Reduced Reporter,Tribe,1) Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,Van,100.0,0.0
31,Shoshone-Bannock Tribes ,Reduced Reporter,Tribe,3) Facility - Percent of facilities rated below 3 on the condition scale,Administrative / Maintenance Facilities,0.0,0.0
35,Washington State Ferries,Full Reporter,Urban,1) Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,Ferryboat,4.35,4.55
35,Washington State Ferries,Full Reporter,Urban,3) Facility - Percent of facilities rated below 3 on the condition scale,Administrative / Maintenance Facilities,0.0,0.0
35,Washington State Ferries,Full Reporter,Urban,3) Facility - Percent of facilities rated below 3 on the condition scale,Passenger / Parking Facilities,0.0,0.0
40,Central Puget Sound Regional Transit Authority,Full Reporter,Urban,1) Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,Articulated Bus,5.0,5.0
40,Central Puget Sound Regional Transit Authority,Full Reporter,Urban,1) Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,Over-the-road Bus,5.0,5.0
40,Central Puget Sound Regional Transit Authority,Full Reporter,Urban,1) Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,Bus,5.0,5.0
40,Central Puget Sound Regional Transit Authority,Full Reporter,Urban,1) Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,Double Decker Bus,5.0,5.0
40,Central Puget Sound Regional Transit Authority,Full Reporter,Urban,1) Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,Light Rail Vehicle,5.0,0.0
40,Central Puget Sound Regional Transit Authority,Full Reporter,Urban,1) Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,Commuter Rail Locomotive,5.0,0.0
40,Central Puget Sound Regional Transit Authority,Full Reporter,Urban,1) Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,Commuter Rail Passenger Coach,5.0,0.0
40,Central Puget Sound Regional Transit Authority,Full Reporter,Urban,2) Equipment - Percent of service vehicles that have met or exceeded their useful life benchmark,Automobiles,20.0,25.0
40,Central Puget Sound Regional Transit Authority,Full Reporter,Urban,2) Equipment - Percent of service vehicles that have met or exceeded their useful life benchmark,Steel Wheel Vehicles,20.0,25.0
40,Central Puget Sound Regional Transit Authority,Full Reporter,Urban,2) Equipment - Percent of service vehicles that have met or exceeded their useful life benchmark,Trucks and other Rubber Tire Vehicles,20.0,25.0
40,Central Puget Sound Regional Transit Authority,Full Reporter,Urban,3) Facility - Percent of facilities rated below 3 on the condition scale,Administrative / Maintenance Facilities,10.0,10.0
40,Central Puget Sound Regional Transit Authority,Full Reporter,Urban,3) Facility - Percent of facilities rated below 3 on the condition scale,Passenger / Parking Facilities,10.0,10.0
40,Central Puget Sound Regional Transit Authority,Full Reporter,Urban,4) Infrastructure - Percent of track segments with performance restrictions,Commuter Rail,2.0,2.0
40,Central Puget Sound Regional Transit Authority,Full Reporter,Urban,4) Infrastructure - Percent of track segments with performance restrictions,Light Rail,2.0,2.0
40,Central Puget Sound Regional Transit Authority,Full Reporter,Urban,4) Infrastructure - Percent of track segments with performance restrictions,Street Car Rail,2.0,2.0
41,Alaska Railroad Corporation,Full Reporter,Urban,1) Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,Commuter Rail Locomotive,28.0,0.0
41,Alaska Railroad Corporation,Full Reporter,Urban,1) Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,Commuter Rail Passenger Coach,0.0,0.0
41,Alaska Railroad Corporation,Full Reporter,Urban,2) Equipment - Percent of service vehicles that have met or exceeded their useful life benchmark,Automobiles,42.0,32.0
41,Alaska Railroad Corporation,Full Reporter,Urban,2) Equipment - Percent of service vehicles that have met or exceeded their useful life benchmark,Steel Wheel Vehicles,47.0,47.0
