State/Parent NTD ID,NTD ID,Agency Name,Reporter Type,TAM Sponsor NTD ID,TAM Sponsor Name,Reporting Module,Mode,TOS,Facility Ownership,Less Than 200 Vehicles,Between 200 and 300 Vehicles,Greater than 300 Vehicles,Heavy Maintenance Facilities,Total Maintenance Facilities
,1,King County Department of Metro Transit,Full Reporter,,,Urban,TB,DO,Leased from a Private Entity,,,,,0
,1,King County Department of Metro Transit,Full Reporter,,,Urban,TB,DO,Leased from Another Public Agency,,,,,0
,1,King County Department of Metro Transit,Full Reporter,,,Urban,TB,DO,Owned,,,0.5,,0.5
,1,King County Department of Metro Transit,Full Reporter,,,Urban,VP,DO,Leased from a Private Entity,,,,,0
,1,King County Department of Metro Transit,Full Reporter,,,Urban,VP,DO,Leased from Another Public Agency,,,,,0
,1,King County Department of Metro Transit,Full Reporter,,,Urban,VP,DO,Owned,,,,,0
,2,Spokane Transit Authority,Full Reporter,,,Urban,DR,DO,Leased from a Private Entity,,,,,0
,2,Spokane Transit Authority,Full Reporter,,,Urban,DR,DO,Leased from Another Public Agency,,,,,0
,2,Spokane Transit Authority,Full Reporter,,,Urban,DR,DO,Owned,0.51,,,,0.51
,2,Spokane Transit Authority,Full Reporter,,,Urban,DR,PT,Facilities Owned by Service Provider,,,,,0
,2,Spokane Transit Authority,Full Reporter,,,Urban,DR,PT,Facilities Owned by Public Agency,0.19,,,,0.19
,2,Spokane Transit Authority,Full Reporter,,,Urban,DR,PT,Facilities Leased by Public Agency,,,,,0
,2,Spokane Transit Authority,Full Reporter,,,Urban,DR,PT,Facilities Leased by Service Provider,1,,,,1
,2,Spokane Transit Authority,Full Reporter,,,Urban,MB,DO,Leased from a Private Entity,,,,,0
,2,Spokane Transit Authority,Full Reporter,,,Urban,MB,DO,Leased from Another Public Agency,,,,,0
,2,Spokane Transit Authority,Full Reporter,,,Urban,MB,DO,Owned,1.2,,,,1.2
,2,Spokane Transit Authority,Full Reporter,,,Urban,VP,DO,Leased from a Private Entity,,,,,0
,2,Spokane Transit Authority,Full Reporter,,,Urban,VP,DO,Leased from Another Public Agency,,,,,0
,2,Spokane Transit Authority,Full Reporter,,,Urban,VP,DO,Owned,0.1,,,,0.1
,3,Pierce County Transportation Benefit Area Authority,Full Reporter,,,Urban,DR,DO,Leased from a Private Entity,,,,,0
,3,Pierce County Transportation Benefit Area Authority,Full Reporter,,,Urban,DR,DO,Leased from Another Public Agency,,,,,0
,3,Pierce County Transportation Benefit Area Authority,Full Reporter,,,Urban,DR,DO,Owned,,,0.1,,0.1
,3,Pierce County Transportation Benefit Area Authority,Full Reporter,,,Urban,DR,PT,Facilities Owned by Service Provider,,,,,0
,3,Pierce County Transportation Benefit Area Authority,Full Reporter,,,Urban,DR,PT,Facilities Owned by Public Agency,,,,,0
,3,Pierce County Transportation Benefit Area Authority,Full Reporter,,,Urban,DR,PT,Facilities Leased by Public Agency,1,,,,1
,3,Pierce County Transportation Benefit Area Authority,Full Reporter,,,Urban,DR,PT,Facilities Leased by Service Provider,,,,,0
,3,Pierce County Transportation Benefit Area Authority,Full Reporter,,,Urban,MB,DO,Leased from a Private Entity,,,,,0
,3,Pierce County Transportation Benefit Area Authority,Full Reporter,,,Urban,MB,DO,Leased from Another Public Agency,,,,,0
,3,Pierce County Transportation Benefit Area Authority,Full Reporter,,,Urban,MB,DO,Owned,,,0.8,,0.8
,3,Pierce County Transportation Benefit Area Authority,Full Reporter,,,Urban,VP,DO,Leased from a Private Entity,,,,,0
,3,Pierce County Transportation Benefit Area Authority,Full Reporter,,,Urban,VP,DO,Leased from Another Public Agency,,,,,0
,3,Pierce County Transportation Benefit Area Authority,Full Reporter,,,Urban,VP,DO,Owned,,,0.1,,0.1
,4,Confederated Tribes of the Colville Indian Reservation,Reduced Reporter,,,Tribe,FB,DO,Leased from a Private Entity,,,,,0
,4,Confederated Tribes of the Colville Indian Reservation,Reduced Reporter,,,Tribe,FB,DO,Leased from Another Public Agency,,,,,0
,4,Confederated Tribes of the Colville Indian Reservation,Reduced Reporter,,,Tribe,FB,DO,Owned,1,,,,1
,4,Confederated Tribes of the Colville Indian Reservation,Reduced Reporter,,,Tribe,MB,DO,Leased from a Private Entity,,,,,0
,4,Confederated Tribes of the Colville Indian Reservation,Reduced Reporter,,,Tribe,MB,DO,Leased from Another Public Agency,,,,,0
,4,Confederated Tribes of the Colville Indian Reservation,Reduced Reporter,,,Tribe,MB,DO,Owned,,,,,0
,5,City of Everett,Full Reporter,,,Urban,DR,DO,Leased from a Private Entity,,,,,0
,5,City of Everett,Full Reporter,,,Urban,DR,DO,Leased from Another Public Agency,,,,,0
,5,City of Everett,Full Reporter,,,Urban,DR,DO,Owned,0.1,,,,0.1
,5,City of Everett,Full Reporter,,,Urban,MB,DO,Leased from a Private Entity,,,,,0
,5,City of Everett,Full Reporter,,,Urban,MB,DO,Leased from Another Public Agency,,,,,0
,5,City of Everett,Full Reporter,,,Urban,MB,DO,Owned,0.9,,,,0.9
,6,City of Yakima,Full Reporter,,,Urban,CB,PT,Facilities Owned by Service Provider,,,,,0
,6,City of Yakima,Full Reporter,,,Urban,CB,PT,Facilities Owned by Public Agency,,,,,0
,6,City of Yakima,Full Reporter,,,Urban,CB,PT,Facilities Leased by Public Agency,,,,,0
,6,City of Yakima,Full Reporter,,,Urban,CB,PT,Facilities Leased by Service Provider,1,,,,1
,6,City of Yakima,Full Reporter,,,Urban,DR,PT,Facilities Owned by Service Provider,,,,,0
,6,City of Yakima,Full Reporter,,,Urban,DR,PT,Facilities Owned by Public Agency,,,,,0
,6,City of Yakima,Full Reporter,,,Urban,DR,PT,Facilities Leased by Public Agency,,,,,0
,6,City of Yakima,Full Reporter,,,Urban,DR,PT,Facilities Leased by Service Provider,1,,,,1
,6,City of Yakima,Full Reporter,,,Urban,MB,DO,Leased from a Private Entity,,,,,0
,6,City of Yakima,Full Reporter,,,Urban,MB,DO,Leased from Another Public Agency,,,,,0
,6,City of Yakima,Full Reporter,,,Urban,MB,DO,Owned,0.8,,,,0.8
,6,City of Yakima,Full Reporter,,,Urban,VP,DO,Leased from a Private Entity,,,,,0
,6,City of Yakima,Full Reporter,,,Urban,VP,DO,Leased from Another Public Agency,,,,,0
,6,City of Yakima,Full Reporter,,,Urban,VP,DO,Owned,0.2,,,,0.2
,7,Lane Transit District,Full Reporter,0R02,Oregon Department of Transportation ,Urban,DR,PT,Facilities Owned by Service Provider,,,,,0
,7,Lane Transit District,Full Reporter,0R02,Oregon Department of Transportation ,Urban,DR,PT,Facilities Owned by Public Agency,1,,,,1
,7,Lane Transit District,Full Reporter,0R02,Oregon Department of Transportation ,Urban,DR,PT,Facilities Leased by Public Agency,,,,,0
,7,Lane Transit District,Full Reporter,0R02,Oregon Department of Transportation ,Urban,DR,PT,Facilities Leased by Service Provider,,,,,0
,7,Lane Transit District,Full Reporter,0R02,Oregon Department of Transportation ,Urban,MB,DO,Leased from a Private Entity,,,,,0
,7,Lane Transit District,Full Reporter,0R02,Oregon Department of Transportation ,Urban,MB,DO,Leased from Another Public Agency,,,,,0
,7,Lane Transit District,Full Reporter,0R02,Oregon Department of Transportation ,Urban,MB,DO,Owned,0.8,,,,0.8
,7,Lane Transit District,Full Reporter,0R02,Oregon Department of Transportation ,Urban,MB,PT,Facilities Owned by Service Provider,,,,,0
,7,Lane Transit District,Full Reporter,0R02,Oregon Department of Transportation ,Urban,MB,PT,Facilities Owned by Public Agency,0,,,,0
,7,Lane Transit District,Full Reporter,0R02,Oregon Department of Transportation ,Urban,MB,PT,Facilities Leased by Public Agency,,,,,0
,7,Lane Transit District,Full Reporter,0R02,Oregon Department of Transportation ,Urban,MB,PT,Facilities Leased by Service Provider,,,,,0
,7,Lane Transit District,Full Reporter,0R02,Oregon Department of Transportation ,Urban,RB,DO,Leased from a Private Entity,,,,,0
,7,Lane Transit District,Full Reporter,0R02,Oregon Department of Transportation ,Urban,RB,DO,Leased from Another Public Agency,,,,,0
,7,Lane Transit District,Full Reporter,0R02,Oregon Department of Transportation ,Urban,RB,DO,Owned,0.2,,,,0.2
,7,Lane Transit District,Full Reporter,0R02,Oregon Department of Transportation ,Urban,VP,PT,Facilities Owned by Service Provider,,,,,0
,7,Lane Transit District,Full Reporter,0R02,Oregon Department of Transportation ,Urban,VP,PT,Facilities Owned by Public Agency,0,,,,0
,7,Lane Transit District,Full Reporter,0R02,Oregon Department of Transportation ,Urban,VP,PT,Facilities Leased by Public Agency,,,,,0
,7,Lane Transit District,Full Reporter,0R02,Oregon Department of Transportation ,Urban,VP,PT,Facilities Leased by Service Provider,,,,,0
,8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,,,Urban,DR,PT,Facilities Owned by Service Provider,0,0,0,0,0
,8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,,,Urban,DR,PT,Facilities Owned by Public Agency,3,0,0,0,3
,8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,,,Urban,DR,PT,Facilities Leased by Public Agency,0,0,0,0,0
,8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,,,Urban,DR,PT,Facilities Leased by Service Provider,0,0,0,0,0
,8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,,,Urban,LR,DO,Leased from a Private Entity,0,0,0,0,0
,8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,,,Urban,LR,DO,Leased from Another Public Agency,0,0,0,0,0
,8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,,,Urban,LR,DO,Owned,2,0,0,1,3
,8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,,,Urban,MB,DO,Leased from a Private Entity,0,0,0,0,0
,8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,,,Urban,MB,DO,Leased from Another Public Agency,0,0,0,0,0
,8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,,,Urban,MB,DO,Owned,1,2,0,0,3
,8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,,,Urban,YR,PT,Facilities Owned by Service Provider,0,0,0,0,0
,8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,,,Urban,YR,PT,Facilities Owned by Public Agency,1,0,0,0,1
,8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,,,Urban,YR,PT,Facilities Leased by Public Agency,0,0,0,0,0
,8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,,,Urban,YR,PT,Facilities Leased by Service Provider,0,0,0,0,0
,9,Kalispel Tribe of Indians,Reduced Reporter,,,Tribe,DR,DO,Leased from a Private Entity,,,,,0
,9,Kalispel Tribe of Indians,Reduced Reporter,,,Tribe,DR,DO,Leased from Another Public Agency,,,,,0
,9,Kalispel Tribe of Indians,Reduced Reporter,,,Tribe,DR,DO,Owned,0.54,,,,0.54
,9,Kalispel Tribe of Indians,Reduced Reporter,,,Tribe,MB,DO,Leased from a Private Entity,,,,,0
,9,Kalispel Tribe of Indians,Reduced Reporter,,,Tribe,MB,DO,Leased from Another Public Agency,,,,,0
,9,Kalispel Tribe of Indians,Reduced Reporter,,,Tribe,MB,DO,Owned,0.46,,,,0.46
,10,Klamath Tribes,Reduced Reporter,0R02,Oregon Department of Transportation ,Tribe,CB,DO,Leased from a Private Entity,0,0,0,0,0
,10,Klamath Tribes,Reduced Reporter,0R02,Oregon Department of Transportation ,Tribe,CB,DO,Leased from Another Public Agency,0,0,0,0,0
,10,Klamath Tribes,Reduced Reporter,0R02,Oregon Department of Transportation ,Tribe,CB,DO,Owned,0,0,0,0,0
,10,Klamath Tribes,Reduced Reporter,0R02,Oregon Department of Transportation ,Tribe,DR,DO,Leased from a Private Entity,0,0,0,0,0
,10,Klamath Tribes,Reduced Reporter,0R02,Oregon Department of Transportation ,Tribe,DR,DO,Leased from Another Public Agency,0,0,0,0,0
,10,Klamath Tribes,Reduced Reporter,0R02,Oregon Department of Transportation ,Tribe,DR,DO,Owned,0,0,0,0,0
,11,Valley Regional Transit,Full Reporter,A0004,Valley Regional Transit,Urban,DR,PT,Facilities Owned by Service Provider,0,,,,0
,11,Valley Regional Transit,Full Reporter,A0004,Valley Regional Transit,Urban,DR,PT,Facilities Owned by Public Agency,0.12,,,,0.12
,11,Valley Regional Transit,Full Reporter,A0004,Valley Regional Transit,Urban,DR,PT,Facilities Leased by Public Agency,0.25,,,,0.25
,11,Valley Regional Transit,Full Reporter,A0004,Valley Regional Transit,Urban,DR,PT,Facilities Leased by Service Provider,0,,,,0
,11,Valley Regional Transit,Full Reporter,A0004,Valley Regional Transit,Urban,MB,PT,Facilities Owned by Service Provider,,,,,0
,11,Valley Regional Transit,Full Reporter,A0004,Valley Regional Transit,Urban,MB,PT,Facilities Owned by Public Agency,0.88,,,,0.88
,11,Valley Regional Transit,Full Reporter,A0004,Valley Regional Transit,Urban,MB,PT,Facilities Leased by Public Agency,0.75,,,,0.75
,11,Valley Regional Transit,Full Reporter,A0004,Valley Regional Transit,Urban,MB,PT,Facilities Leased by Service Provider,,,,,0
,12,Municipality of Anchorage,Full Reporter,,,Urban,DR,PT,Facilities Owned by Service Provider,,,,,0
,12,Municipality of Anchorage,Full Reporter,,,Urban,DR,PT,Facilities Owned by Public Agency,0.42,,,,0.42
,12,Municipality of Anchorage,Full Reporter,,,Urban,DR,PT,Facilities Leased by Public Agency,,,,,0
,12,Municipality of Anchorage,Full Reporter,,,Urban,DR,PT,Facilities Leased by Service Provider,,,,,0
,12,Municipality of Anchorage,Full Reporter,,,Urban,MB,DO,Leased from a Private Entity,,,,,0
,12,Municipality of Anchorage,Full Reporter,,,Urban,MB,DO,Leased from Another Public Agency,,,,,0
,12,Municipality of Anchorage,Full Reporter,,,Urban,MB,DO,Owned,0.48,,,,0.48
,12,Municipality of Anchorage,Full Reporter,,,Urban,MB,PT,Facilities Owned by Service Provider,,,,,0
,12,Municipality of Anchorage,Full Reporter,,,Urban,MB,PT,Facilities Owned by Public Agency,0.1,,,,0.1
,12,Municipality of Anchorage,Full Reporter,,,Urban,MB,PT,Facilities Leased by Public Agency,,,,,0
,12,Municipality of Anchorage,Full Reporter,,,Urban,MB,PT,Facilities Leased by Service Provider,,,,,0
,12,Municipality of Anchorage,Full Reporter,,,Urban,VP,PT,Facilities Owned by Service Provider,,,,,0
,12,Municipality of Anchorage,Full Reporter,,,Urban,VP,PT,Facilities Owned by Public Agency,,,,,0
,12,Municipality of Anchorage,Full Reporter,,,Urban,VP,PT,Facilities Leased by Public Agency,,,,,0
,12,Municipality of Anchorage,Full Reporter,,,Urban,VP,PT,Facilities Leased by Service Provider,,,,,0
,14,Sitka Tribe of Alaska,Reduced Reporter,0R04,Alaska Department of Transportation,Tribe,MB,DO,Leased from a Private Entity,,,,,0
,14,Sitka Tribe of Alaska,Reduced Reporter,0R04,Alaska Department of Transportation,Tribe,MB,DO,Leased from Another Public Agency,,,,,0
,14,Sitka Tribe of Alaska,Reduced Reporter,0R04,Alaska Department of Transportation,Tribe,MB,DO,Owned,,,,,0
,15,Snoqualmie Indian Tribe,Reduced Reporter,,,Tribe,DR,DO,Leased from a Private Entity,,,,,0
,15,Snoqualmie Indian Tribe,Reduced Reporter,,,Tribe,DR,DO,Leased from Another Public Agency,,,,,0
,15,Snoqualmie Indian Tribe,Reduced Reporter,,,Tribe,DR,DO,Owned,,,,,0
,16,RiverCities Transit,Full Reporter,,,Urban,DR,PT,Facilities Owned by Service Provider,,,,,0
,16,RiverCities Transit,Full Reporter,,,Urban,DR,PT,Facilities Owned by Public Agency,0.5,,,,0.5
,16,RiverCities Transit,Full Reporter,,,Urban,DR,PT,Facilities Leased by Public Agency,,,,,0
,16,RiverCities Transit,Full Reporter,,,Urban,DR,PT,Facilities Leased by Service Provider,,,,,0
,16,RiverCities Transit,Full Reporter,,,Urban,MB,DO,Leased from a Private Entity,0,,,,0
,16,RiverCities Transit,Full Reporter,,,Urban,MB,DO,Leased from Another Public Agency,0,,,,0
,16,RiverCities Transit,Full Reporter,,,Urban,MB,DO,Owned,0.5,,,,0.5
,17,Stillaguamish Tribe of Indians,Reduced Reporter,,,Tribe,DR,DO,Leased from a Private Entity,,,,,0
,17,Stillaguamish Tribe of Indians,Reduced Reporter,,,Tribe,DR,DO,Leased from Another Public Agency,,,,,0
,17,Stillaguamish Tribe of Indians,Reduced Reporter,,,Tribe,DR,DO,Owned,0.5,,,,0.5
,17,Stillaguamish Tribe of Indians,Reduced Reporter,,,Tribe,VP,DO,Leased from a Private Entity,,,,,0
,17,Stillaguamish Tribe of Indians,Reduced Reporter,,,Tribe,VP,DO,Leased from Another Public Agency,,,,,0
,17,Stillaguamish Tribe of Indians,Reduced Reporter,,,Tribe,VP,DO,Owned,0.5,,,,0.5
,18,Ben Franklin Transit,Full Reporter,,,Urban,DR,DO,Leased from a Private Entity,,,,,0
,18,Ben Franklin Transit,Full Reporter,,,Urban,DR,DO,Leased from Another Public Agency,,,,,0
,18,Ben Franklin Transit,Full Reporter,,,Urban,DR,DO,Owned,0.2,,,,0.2
,18,Ben Franklin Transit,Full Reporter,,,Urban,DR,PT,Facilities Owned by Service Provider,,,,,0
,18,Ben Franklin Transit,Full Reporter,,,Urban,DR,PT,Facilities Owned by Public Agency,0.1,,,,0.1
,18,Ben Franklin Transit,Full Reporter,,,Urban,DR,PT,Facilities Leased by Public Agency,,,,,0
,18,Ben Franklin Transit,Full Reporter,,,Urban,DR,PT,Facilities Leased by Service Provider,,,,,0
,18,Ben Franklin Transit,Full Reporter,,,Urban,MB,DO,Leased from a Private Entity,,,,,0
,18,Ben Franklin Transit,Full Reporter,,,Urban,MB,DO,Leased from Another Public Agency,,,,,0
,18,Ben Franklin Transit,Full Reporter,,,Urban,MB,DO,Owned,0.4,,,,0.4
,18,Ben Franklin Transit,Full Reporter,,,Urban,VP,DO,Leased from a Private Entity,,,,,0
,18,Ben Franklin Transit,Full Reporter,,,Urban,VP,DO,Leased from Another Public Agency,,,,,0
,18,Ben Franklin Transit,Full Reporter,,,Urban,VP,DO,Owned,0.3,,,,0.3
,19,Intercity Transit,Full Reporter,,,Urban,CB,DO,Leased from a Private Entity,,,,,0
,19,Intercity Transit,Full Reporter,,,Urban,CB,DO,Leased from Another Public Agency,,,,,0
,19,Intercity Transit,Full Reporter,,,Urban,CB,DO,Owned,0.12,,,,0.12
,19,Intercity Transit,Full Reporter,,,Urban,DR,DO,Leased from a Private Entity,,,,,0
,19,Intercity Transit,Full Reporter,,,Urban,DR,DO,Leased from Another Public Agency,,,,,0
,19,Intercity Transit,Full Reporter,,,Urban,DR,DO,Owned,0.18,,,,0.18
,19,Intercity Transit,Full Reporter,,,Urban,MB,DO,Leased from a Private Entity,,,,,0
,19,Intercity Transit,Full Reporter,,,Urban,MB,DO,Leased from Another Public Agency,,,,,0
,19,Intercity Transit,Full Reporter,,,Urban,MB,DO,Owned,0.6,,,,0.6
,19,Intercity Transit,Full Reporter,,,Urban,VP,DO,Leased from a Private Entity,,,,,0
,19,Intercity Transit,Full Reporter,,,Urban,VP,DO,Leased from Another Public Agency,,,,,0
,19,Intercity Transit,Full Reporter,,,Urban,VP,DO,Owned,0.1,,,,0.1
,20,Kitsap Transit,Full Reporter,,,Urban,DR,DO,Leased from a Private Entity,,,,,0
,20,Kitsap Transit,Full Reporter,,,Urban,DR,DO,Leased from Another Public Agency,,,,,0
,20,Kitsap Transit,Full Reporter,,,Urban,DR,DO,Owned,0.2,,0.2,,0.4
,20,Kitsap Transit,Full Reporter,,,Urban,FB,DO,Leased from a Private Entity,0,0,0,0,0
,20,Kitsap Transit,Full Reporter,,,Urban,FB,DO,Leased from Another Public Agency,0,0,0,0,0
,20,Kitsap Transit,Full Reporter,,,Urban,FB,DO,Owned,0,0,0,0,0
,20,Kitsap Transit,Full Reporter,,,Urban,FB,PT,Facilities Owned by Service Provider,0,0,0,0,0
,20,Kitsap Transit,Full Reporter,,,Urban,FB,PT,Facilities Owned by Public Agency,0,0,0,0,0
,20,Kitsap Transit,Full Reporter,,,Urban,FB,PT,Facilities Leased by Public Agency,0,0,0,0,0
,20,Kitsap Transit,Full Reporter,,,Urban,FB,PT,Facilities Leased by Service Provider,0,0,0,0,0
,20,Kitsap Transit,Full Reporter,,,Urban,MB,DO,Leased from a Private Entity,,,,,0
,20,Kitsap Transit,Full Reporter,,,Urban,MB,DO,Leased from Another Public Agency,,,,,0
,20,Kitsap Transit,Full Reporter,,,Urban,MB,DO,Owned,1.6,,0.7,,2.3
,20,Kitsap Transit,Full Reporter,,,Urban,VP,DO,Leased from a Private Entity,,,,,0
,20,Kitsap Transit,Full Reporter,,,Urban,VP,DO,Leased from Another Public Agency,,,,,0
,20,Kitsap Transit,Full Reporter,,,Urban,VP,DO,Owned,0.2,,0.1,,0.3
,21,Whatcom Transportation Authority,Full Reporter,,,Urban,DR,DO,Leased from a Private Entity,0,0,0,0,0
,21,Whatcom Transportation Authority,Full Reporter,,,Urban,DR,DO,Leased from Another Public Agency,0,0,0,0,0
,21,Whatcom Transportation Authority,Full Reporter,,,Urban,DR,DO,Owned,0.2,0,0,0,0.2
,21,Whatcom Transportation Authority,Full Reporter,,,Urban,MB,DO,Leased from a Private Entity,0,0,0,0,0
,21,Whatcom Transportation Authority,Full Reporter,,,Urban,MB,DO,Leased from Another Public Agency,0,0,0,0,0
,21,Whatcom Transportation Authority,Full Reporter,,,Urban,MB,DO,Owned,0.7,0,0,0,0.7
,21,Whatcom Transportation Authority,Full Reporter,,,Urban,VP,DO,Leased from a Private Entity,0,0,0,0,0
,21,Whatcom Transportation Authority,Full Reporter,,,Urban,VP,DO,Leased from Another Public Agency,0,0,0,0,0
,21,Whatcom Transportation Authority,Full Reporter,,,Urban,VP,DO,Owned,0.1,0,0,0,0.1
,22,City of Pocatello,Reduced Reporter,0R01,Idaho Transportation Department,Urban,DR,DO,Leased from a Private Entity,,,,,0
,22,City of Pocatello,Reduced Reporter,0R01,Idaho Transportation Department,Urban,DR,DO,Leased from Another Public Agency,,,,,0
,22,City of Pocatello,Reduced Reporter,0R01,Idaho Transportation Department,Urban,DR,DO,Owned,0.6,,,,0.6
,22,City of Pocatello,Reduced Reporter,0R01,Idaho Transportation Department,Urban,MB,DO,Leased from a Private Entity,,,,,0
,22,City of Pocatello,Reduced Reporter,0R01,Idaho Transportation Department,Urban,MB,DO,Leased from Another Public Agency,,,,,0
,22,City of Pocatello,Reduced Reporter,0R01,Idaho Transportation Department,Urban,MB,DO,Owned,0.4,,,,0.4
,23,City of Seattle,Full Reporter,,,Urban,MG,PT,Facilities Owned by Service Provider,,,,,0
,23,City of Seattle,Full Reporter,,,Urban,MG,PT,Facilities Owned by Public Agency,1,,,,1
,23,City of Seattle,Full Reporter,,,Urban,MG,PT,Facilities Leased by Public Agency,,,,,0
,23,City of Seattle,Full Reporter,,,Urban,MG,PT,Facilities Leased by Service Provider,,,,,0
,24,Clark County Public Transportation Benefit Area Authority,Full Reporter,,,Urban,DR,DO,Leased from a Private Entity,,,,,0
,24,Clark County Public Transportation Benefit Area Authority,Full Reporter,,,Urban,DR,DO,Leased from Another Public Agency,,,,,0
,24,Clark County Public Transportation Benefit Area Authority,Full Reporter,,,Urban,DR,DO,Owned,0.3,,,,0.3
,24,Clark County Public Transportation Benefit Area Authority,Full Reporter,,,Urban,MB,DO,Leased from a Private Entity,,,,,0
,24,Clark County Public Transportation Benefit Area Authority,Full Reporter,,,Urban,MB,DO,Leased from Another Public Agency,,,,,0
,24,Clark County Public Transportation Benefit Area Authority,Full Reporter,,,Urban,MB,DO,Owned,0.7,,,,0.7
,24,Clark County Public Transportation Benefit Area Authority,Full Reporter,,,Urban,VP,DO,Leased from a Private Entity,,,,,0
,24,Clark County Public Transportation Benefit Area Authority,Full Reporter,,,Urban,VP,DO,Leased from Another Public Agency,,,,,0
,24,Clark County Public Transportation Benefit Area Authority,Full Reporter,,,Urban,VP,DO,Owned,,,,,0
,25,Salem Area Mass Transit District,Full Reporter,,,Urban,DR,PT,Facilities Owned by Service Provider,,,,,0
,25,Salem Area Mass Transit District,Full Reporter,,,Urban,DR,PT,Facilities Owned by Public Agency,,,,,0
,25,Salem Area Mass Transit District,Full Reporter,,,Urban,DR,PT,Facilities Leased by Public Agency,,,,,0
,25,Salem Area Mass Transit District,Full Reporter,,,Urban,DR,PT,Facilities Leased by Service Provider,1,,,,1
,25,Salem Area Mass Transit District,Full Reporter,,,Urban,MB,DO,Leased from a Private Entity,,,,,0
,25,Salem Area Mass Transit District,Full Reporter,,,Urban,MB,DO,Leased from Another Public Agency,,,,,0
,25,Salem Area Mass Transit District,Full Reporter,,,Urban,MB,DO,Owned,1,,,,1
,25,Salem Area Mass Transit District,Full Reporter,,,Urban,VP,PT,Facilities Owned by Service Provider,0,0,0,0,0
,25,Salem Area Mass Transit District,Full Reporter,,,Urban,VP,PT,Facilities Owned by Public Agency,0,0,0,0,0
,25,Salem Area Mass Transit District,Full Reporter,,,Urban,VP,PT,Facilities Leased by Public Agency,0,0,0,0,0
,25,Salem Area Mass Transit District,Full Reporter,,,Urban,VP,PT,Facilities Leased by Service Provider,0,0,0,0,0
,28,County of Pierce,Full Reporter,,,Urban,FB,PT,Facilities Owned by Service Provider,,,,,0
,28,County of Pierce,Full Reporter,,,Urban,FB,PT,Facilities Owned by Public Agency,,,,,0
,28,County of Pierce,Full Reporter,,,Urban,FB,PT,Facilities Leased by Public Agency,,,,,0
,28,County of Pierce,Full Reporter,,,Urban,FB,PT,Facilities Leased by Service Provider,,,,,0
,29,Snohomish County Public Transportation Benefit Area Corporation,Full Reporter,,,Urban,CB,DO,Leased from a Private Entity,,,,,0
,29,Snohomish County Public Transportation Benefit Area Corporation,Full Reporter,,,Urban,CB,DO,Leased from Another Public Agency,,,,,0
