NTD ID,Agency Name,Reporter Type,Reporting Module,Expense Type,Interest Expenses,Leases and Rentals,Purchase Lease Agreement,Related Parties Lease Agreement,Voluntary Non-Exchange Transactions,Extraordinary and Special Items,Depreciation,Amortization of Intangibles,Other Reconciling Items,Total Reconciling Items,ADA Related Reconciling Items
16,RiverCities Transit,Full Reporter,Urban,Funds Applied,$0.00 ,"$34,350.00 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$34,350.00 ",$0.00 
16,RiverCities Transit,Full Reporter,Urban,Funds Not Applied,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$650,368.00 ",$0.00 ,$0.00 ,"$650,368.00 ",$0.00 
18,Ben Franklin Transit,Full Reporter,Urban,Funds Applied,$0.00 ,"$17,888.00 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$10,791.00 ","$28,679.00 ",$0.00 
18,Ben Franklin Transit,Full Reporter,Urban,Funds Not Applied,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$4,250,143.00 ","$222,331.00 ",$0.00 ,"$4,472,474.00 ",$0.00 
19,Intercity Transit,Full Reporter,Urban,Funds Applied,$0.00 ,"$239,866.00 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$239,866.00 ",$0.00 
19,Intercity Transit,Full Reporter,Urban,Funds Not Applied,"$6,682.00 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$7,564,773.00 ","$75,277.00 ","$7,989,217.00 ","$15,635,949.00 ",$0.00 
20,Kitsap Transit,Full Reporter,Urban,Funds Applied,"$1,023,164.00 ","$240,000.00 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$754,653.00 ","$2,017,817.00 ",$0.00 
20,Kitsap Transit,Full Reporter,Urban,Funds Not Applied,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$9,670,681.00 ","$78,481.00 ",$0.00 ,"$9,749,162.00 ",$0.00 
21,Whatcom Transportation Authority,Full Reporter,Urban,Funds Applied,"$29,989.00 ","$11,400.00 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$41,389.00 ",$0.00 
21,Whatcom Transportation Authority,Full Reporter,Urban,Funds Not Applied,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$5,289,224.00 ","$131,547.00 ","($2,381,106.00)","$3,039,665.00 ",$0.00 
24,Clark County Public Transportation Benefit Area Authority,Full Reporter,Urban,Funds Applied,$0.00 ,"$113,789.00 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,($525.00),"$113,264.00 ","$97,157.00 "
24,Clark County Public Transportation Benefit Area Authority,Full Reporter,Urban,Funds Not Applied,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$9,716,337.00 ",$0.00 ,$0.00 ,"$9,716,337.00 ","$1,989,333.00 "
25,Salem Area Mass Transit District,Full Reporter,Urban,Funds Applied,$0.00 ,"$320,224.00 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$131,512.00 ","$451,736.00 ","$131,512.00 "
25,Salem Area Mass Transit District,Full Reporter,Urban,Funds Not Applied,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$2,739,291.00 ",$0.00 ,"($1,324,526.00)","$1,414,765.00 ",$0.00 
28,County of Pierce,Full Reporter,Urban,Funds Not Applied,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$779,959.00 ",$0.00 ,$0.00 ,"$779,959.00 ",$0.00 
29,Snohomish County Public Transportation Benefit Area Corporation,Full Reporter,Urban,Funds Applied,"$127,811.00 ","$2,253,199.00 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$5,348,085.00 ","$7,729,095.00 ",$0.00 
29,Snohomish County Public Transportation Benefit Area Corporation,Full Reporter,Urban,Funds Not Applied,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$11,380,636.00 ",$0.00 ,"$24,951,564.00 ","$2,526,769.00 ",$0.00 ,"$38,858,969.00 ","$367,578.00 "
34,Rogue Valley Transportation District,Full Reporter,Urban,Funds Not Applied,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$2,544,123.00 ",$0.00 ,$0.00 ,"$2,544,123.00 ",$0.00 
35,Washington State Ferries,Full Reporter,Urban,Funds Not Applied,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$61,116,670.00 ",$0.00 ,$0.00 ,"$61,116,670.00 ",$0.00 
40,Central Puget Sound Regional Transit Authority,Full Reporter,Urban,Funds Applied,"$96,313,252.00 ","$2,721,741.00 ","$3,599,091.00 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$1,531,413.00 ","$104,165,497.00 ",$0.00 
40,Central Puget Sound Regional Transit Authority,Full Reporter,Urban,Funds Not Applied,"($22,270,083.00)",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$253,602,956.00 ","$12,328,477.00 ","$64,156,882.00 ","$307,818,232.00 ",$0.00 
41,Alaska Railroad Corporation,Full Reporter,Urban,Funds Applied,"($343,473.00)","$184,897.00 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"($158,576.00)",$0.00 
41,Alaska Railroad Corporation,Full Reporter,Urban,Funds Not Applied,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$22,892,648.00 ",$870.00 ,"($29,031,469.00)","($6,137,951.00)",$0.00 
43,Chelan Douglas PTBA ,Full Reporter,Urban,Funds Applied,$0.00 ,"$14,824.00 ",$0.00 ,$0.00 ,$0.00 ,"$3,591.00 ",$0.00 ,$0.00 ,$0.00 ,"$18,415.00 ",$0.00 
43,Chelan Douglas PTBA ,Full Reporter,Urban,Funds Not Applied,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$3,179,451.00 ",$0.00 ,"($1,265,253.00)","$1,914,198.00 ",$0.00 
44,Skagit Transit,Full Reporter,Urban,Funds Applied,$0.00 ,"$13,928.00 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$13,928.00 ",$0.00 
44,Skagit Transit,Full Reporter,Urban,Funds Not Applied,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$2,393,562.00 ","$81,772.00 ",$0.00 ,"$2,475,334.00 ",$0.00 
46,City of Wilsonville,Full Reporter,Urban,Funds Applied,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$489,528.00 ","$489,528.00 ",$0.00 
46,City of Wilsonville,Full Reporter,Urban,Funds Not Applied,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$764,743.00 ",$0.00 ,$0.00 ,"$764,743.00 ",$0.00 
57,Central Oregon Intergovernmental Council,Full Reporter,Urban,Funds Applied,"$17,159.00 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$17,159.00 ",$0.00 
57,Central Oregon Intergovernmental Council,Full Reporter,Urban,Funds Not Applied,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$75,813.00 ",$0.00 ,$0.00 ,"$75,813.00 ",$0.00 
376,"Ride Connection, Inc.",Full Reporter,Urban,Funds Applied,$0.00 ,"$904,777.00 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$904,777.00 ",$0.00 
376,"Ride Connection, Inc.",Full Reporter,Urban,Funds Not Applied,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$958,886.00 ",$0.00 ,"$408,677.00 ","$1,367,563.00 ",$0.00 
415,Ada County Highway District,Full Reporter,Urban,Funds Applied,$0.00 ,"$2,883.00 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$2,883.00 ",$0.00 
415,Ada County Highway District,Full Reporter,Urban,Funds Not Applied,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$435,457.00 ",$0.00 ,$0.00 ,"$435,457.00 ",$0.00 
10001,Rhode Island Public Transit Authority,Full Reporter,Urban,Funds Applied,$0.00 ,"$335,540.00 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$2,533,719.00 ","$2,869,259.00 ",$0.00 
10001,Rhode Island Public Transit Authority,Full Reporter,Urban,Funds Not Applied,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$16,768,446.00 ",$0.00 ,"$1,325,249.00 ","$18,093,695.00 ",$0.00 
10003,Massachusetts Bay Transportation Authority,Full Reporter,Urban,Funds Applied,"$163,971,818.00 ","$29,337,760.00 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$6,583,148.00 ","$199,892,726.00 ",$0.00 
10003,Massachusetts Bay Transportation Authority,Full Reporter,Urban,Funds Not Applied,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$526,775,785.00 ",$0.00 ,"$32,720,090.00 ","$559,495,875.00 ",$0.00 
10004,Brockton Area Transit Authority,Full Reporter,Urban,Funds Applied,"$29,765.00 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$29,765.00 ",$0.00 
10004,Brockton Area Transit Authority,Full Reporter,Urban,Funds Not Applied,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$3,986,812.00 ",$0.00 ,$0.00 ,"$3,986,812.00 ",$0.00 
10005,Lowell Regional Transit Authority,Full Reporter,Urban,Funds Applied,"$35,958.00 ","$8,570.00 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$44,528.00 ",$0.00 
10006,Southeastern Regional Transit Authority,Full Reporter,Urban,Funds Applied,"$21,108.00 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"($111,097.00)","($89,989.00)",$0.00 
10006,Southeastern Regional Transit Authority,Full Reporter,Urban,Funds Not Applied,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$3,236,172.00 ",$0.00 ,"($1,265,693.00)","$1,970,479.00 ",$0.00 
10008,Pioneer Valley Transit Authority,Full Reporter,Urban,Funds Applied,"$45,722.00 ","$106,388.00 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$282,026.00 ","$434,136.00 ",$0.00 
10008,Pioneer Valley Transit Authority,Full Reporter,Urban,Funds Not Applied,$0.00 ,$0.00 ,"($75,790.00)",$0.00 ,$0.00 ,$0.00 ,"$20,017,934.00 ",$0.00 ,$0.00 ,"$19,942,144.00 ",$0.00 
10013,Merrimack Valley Regional Transit Authority,Full Reporter,Urban,Funds Applied,"$71,823.00 ","$4,791.00 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$76,614.00 ",$0.00 
10014,Worcester Regional Transit Authority,Full Reporter,Urban,Funds Applied,"$35,403.00 ","$167,325.00 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$202,728.00 ",$0.00 
10014,Worcester Regional Transit Authority,Full Reporter,Urban,Funds Not Applied,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$7,116,857.00 ","$75,521.00 ","$90,362.00 ","$7,282,740.00 ",$0.00 
10016,Greater Portland Transit District,Full Reporter,Urban,Funds Applied,"$54,324.00 ","$77,762.00 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$607,618.00 ","$739,704.00 ",$0.00 
10016,Greater Portland Transit District,Full Reporter,Urban,Funds Not Applied,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$2,379,379.00 ",$0.00 ,$0.00 ,"$2,379,379.00 ",$0.00 
10040,Southeast Area Transit District,Full Reporter,Urban,Funds Applied,"$17,764.00 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$17,764.00 ",$0.00 
10040,Southeast Area Transit District,Full Reporter,Urban,Funds Not Applied,$0.00 ,$0.00 ,$0.00 ,"$370,915.00 ",$0.00 ,$0.00 ,"$1,348,544.00 ",$0.00 ,$0.00 ,"$1,719,459.00 ",$0.00 
10042,Valley Transit District,Full Reporter,Urban,Funds Applied,$0.00 ,"$9,884.00 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$9,884.00 ",$0.00 
10042,Valley Transit District,Full Reporter,Urban,Funds Not Applied,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$337,253.00 ",$0.00 ,$0.00 ,"$337,253.00 ",$0.00 
10048,Connecticut Department of Transportation - CTTRANSIT - Hartford Division,Full Reporter,Urban,Funds Applied,$0.00 ,"$135,205.00 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$135,205.00 ",$0.00 
10050,Greater Bridgeport Transit Authority,Full Reporter,Urban,Funds Applied,$478.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$478.00 ,$0.00 
10050,Greater Bridgeport Transit Authority,Full Reporter,Urban,Funds Not Applied,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$4,590,259.00 ",$0.00 ,"$735,368.00 ","$5,325,627.00 ",$0.00 
10053,Cape Ann Transportation Authority,Full Reporter,Urban,Funds Applied,"$8,373.00 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$8,373.00 ",$0.00 
10055,Connecticut Department of Transportation - CTTRANSIT New Haven Division,Full Reporter,Urban,Funds Applied,$0.00 ,"$61,829.00 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$61,829.00 ",$0.00 
10056,Connecticut Department of Transportation - CTTRANSIT Stamford Division,Full Reporter,Urban,Funds Applied,$0.00 ,"$71,747.00 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$71,747.00 ",$0.00 
10057,Norwalk Transit District,Full Reporter,Urban,Funds Applied,"$71,482.00 ","$60,283.00 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$131,765.00 ",$0.00 
10057,Norwalk Transit District,Full Reporter,Urban,Funds Not Applied,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$2,949,930.00 ",$0.00 ,$0.00 ,"$2,949,930.00 ",$0.00 
10061,Montachusett Regional Transit Authority,Full Reporter,Urban,Funds Applied,"$51,990.00 ","$728,433.00 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$48,904.00 ","$829,327.00 ",$0.00 
10061,Montachusett Regional Transit Authority,Full Reporter,Urban,Funds Not Applied,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$4,780,439.00 ",$0.00 ,$0.00 ,"$4,780,439.00 ",$0.00 
10064,Greater Attleboro-Taunton Regional Transit Authority,Full Reporter,Urban,Funds Applied,"$60,882.00 ","$33,518.00 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$930,969.00 ","$1,025,369.00 ",$0.00 
10064,Greater Attleboro-Taunton Regional Transit Authority,Full Reporter,Urban,Funds Not Applied,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$3,622,204.00 ",$0.00 ,$0.00 ,"$3,622,204.00 ",$0.00 
10066,Green Mountain Transit Authority,Full Reporter,Urban,Funds Applied,$0.00 ,"$36,700.00 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$44,233.00 ","$80,933.00 ",$0.00 
10066,Green Mountain Transit Authority,Full Reporter,Urban,Funds Not Applied,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$3,427,888.00 ",$0.00 ,$0.00 ,"$3,427,888.00 ",$0.00 
10086,Cooperative Alliance for Seacoast Transportation,Full Reporter,Urban,Funds Applied,$0.00 ,"$30,600.00 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$30,600.00 ",$0.00 
10086,Cooperative Alliance for Seacoast Transportation,Full Reporter,Urban,Funds Not Applied,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$838,505.00 ",$0.00 ,$0.00 ,"$838,505.00 ",$0.00 
10088,Casco Bay Island Transit District,Full Reporter,Urban,Funds Applied,$0.00 ,"$35,944.00 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$35,944.00 ",$0.00 
10088,Casco Bay Island Transit District,Full Reporter,Urban,Funds Not Applied,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$816,952.00 ",$0.00 ,$0.00 ,"$816,952.00 ",$0.00 
10098,"Western Maine Transportation Services, Inc.",Full Reporter,Urban,Funds Applied,"$15,647.00 ","$16,910.00 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$32,557.00 ",$0.00 
10102,Connecticut Department of Transportation,Full Reporter,Urban,Funds Applied,$0.00 ,"$8,200.00 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$8,200.00 ",$0.00 
10105,Cape Cod Regional Transit Authority,Full Reporter,Urban,Funds Applied,"$21,171.00 ","$51,430.00 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$72,601.00 ",$0.00 
10105,Cape Cod Regional Transit Authority,Full Reporter,Urban,Funds Not Applied,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$4,379,153.00 ",$0.00 ,$0.00 ,"$4,379,153.00 ",$0.00 
10115,Northern New England Passenger Rail Authority,Full Reporter,Urban,Funds Applied,$0.00 ,"$157,341.00 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$157,341.00 ",$0.00 
10115,Northern New England Passenger Rail Authority,Full Reporter,Urban,Funds Not Applied,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$321,403.00 ",$0.00 ,$0.00 ,"$321,403.00 ",$0.00 
10118,MetroWest Regional Transit Authority,Full Reporter,Urban,Funds Applied,"$28,529.00 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$28,529.00 ","$13,227.00 "
10118,MetroWest Regional Transit Authority,Full Reporter,Urban,Funds Not Applied,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$2,761,998.00 ",$0.00 ,$0.00 ,"$2,761,998.00 ","$1,298,139.00 "
10128,Connecticut Department of Transportation- CTTransit Waterbury- NET,Full Reporter,Urban,Funds Applied,"$70,468.00 ","$9,314.00 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$79,782.00 ",$0.00 
10130,Connecticut Department of Transportation -CTTRANSIT New Britain ,Full Reporter,Urban,Funds Applied,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$26,550.00 ",$0.00 ,$0.00 ,"$26,550.00 ",$0.00 
10183,"Woods Hole, Martha's Vineyard and Nantucket Steamship Authority",Full Reporter,Urban,Funds Applied,"$3,625,042.00 ","$896,348.00 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$4,521,390.00 ",$0.00 
10183,"Woods Hole, Martha's Vineyard and Nantucket Steamship Authority",Full Reporter,Urban,Funds Not Applied,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$15,174,449.00 ",$0.00 ,$0.00 ,"$15,174,449.00 ",$0.00 
11147,Rhode Island Department of Transportation,Full Reporter,Urban,Funds Applied,$0.00 ,"$102,235.00 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$102,235.00 ",$0.00 
11238,Bay State LLC,Full Reporter,Urban,Funds Applied,"$1,437.00 ","$41,665.00 ","$643,380.00 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$686,482.00 ",$0.00 
11238,Bay State LLC,Full Reporter,Urban,Funds Not Applied,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$251,088.00 ",$0.00 ,$0.00 ,"$251,088.00 ",$0.00 
11239,"Hyannis Harbor Tours, Inc. ",Full Reporter,Urban,Funds Applied,"$304,190.00 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$304,190.00 ",$0.00 
11239,"Hyannis Harbor Tours, Inc. ",Full Reporter,Urban,Funds Not Applied,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$2,085,725.00 ","$8,945.00 ",$0.00 ,"$2,094,670.00 ",$0.00 
20002,Capital District Transportation Authority,Full Reporter,Urban,Funds Applied,"$67,776.00 ","$879,864.00 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$947,640.00 ",$0.00 
20002,Capital District Transportation Authority,Full Reporter,Urban,Funds Not Applied,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$15,062,805.00 ",$0.00 ,"$2,225,098.00 ","$17,287,903.00 ",$0.00 
20003,Broome County,Full Reporter,Urban,Funds Applied,"$72,533.00 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$2,953,133.00 ","$3,025,666.00 ",$0.00 
20003,Broome County,Full Reporter,Urban,Funds Not Applied,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$2,666,673.00 ",$0.00 ,"$238,660.00 ","$2,905,333.00 ",$0.00 
