State/Parent NTD ID,NTD ID,Agency Name,Reporter Type,Reporting Module,Mode,TOS,Capital Type, Guideway , Passenger Stations , Administrative Buildings , Maintenance Buildings , Revenue Vehicles , Service Vehicles , Fare Revenue Collection Equipment , Communication Information Systems , Other , Total Capital Funds 
,1,King County Department of Metro Transit,Full Reporter,Urban,VP,DO,Uses of Capital - Expansion of Service,,,,,,,,,,$0.00 
,1,King County Department of Metro Transit,Full Reporter,Urban,VP,DO,Uses of Capital - Existing Section,,,,,"$147,017.00 ",,,,,"$147,017.00 "
,2,Spokane Transit Authority,Full Reporter,Urban,DR,DO,Uses of Capital - Expansion of Service,,,,,,,,,,$0.00 
,2,Spokane Transit Authority,Full Reporter,Urban,DR,DO,Uses of Capital - Existing Section,,,,,"$1,408,739.00 ",,,,,"$1,408,739.00 "
,2,Spokane Transit Authority,Full Reporter,Urban,DR,PT,Uses of Capital - Expansion of Service,,,,,,,,,,$0.00 
,2,Spokane Transit Authority,Full Reporter,Urban,DR,PT,Uses of Capital - Existing Section,,,,,,,,,,$0.00 
,2,Spokane Transit Authority,Full Reporter,Urban,MB,DO,Uses of Capital - Expansion of Service,"$19,169,814.00 ",,,,,,,,,"$19,169,814.00 "
,2,Spokane Transit Authority,Full Reporter,Urban,MB,DO,Uses of Capital - Existing Section,,"$1,231,203.00 ","$99,139.00 ","$4,954,692.00 ","$5,583,986.00 ","$284,689.00 ","$2,593,395.00 ","$669,097.00 ","$3,903,390.00 ","$19,319,591.00 "
,2,Spokane Transit Authority,Full Reporter,Urban,VP,DO,Uses of Capital - Expansion of Service,,,,,,,,,,$0.00 
,2,Spokane Transit Authority,Full Reporter,Urban,VP,DO,Uses of Capital - Existing Section,,,,,"$391,083.00 ",,,,,"$391,083.00 "
,3,Pierce County Transportation Benefit Area Authority,Full Reporter,Urban,CB,PT,Uses of Capital - Expansion of Service,,,,,,,,,,$0.00 
,3,Pierce County Transportation Benefit Area Authority,Full Reporter,Urban,CB,PT,Uses of Capital - Existing Section,,,,,,,,,,$0.00 
,3,Pierce County Transportation Benefit Area Authority,Full Reporter,Urban,DR,DO,Uses of Capital - Expansion of Service,,,,,,,,,,$0.00 
,3,Pierce County Transportation Benefit Area Authority,Full Reporter,Urban,DR,DO,Uses of Capital - Existing Section,,,,,,,,,,$0.00 
,3,Pierce County Transportation Benefit Area Authority,Full Reporter,Urban,DR,PT,Uses of Capital - Expansion of Service,,,,,,,,,,$0.00 
,3,Pierce County Transportation Benefit Area Authority,Full Reporter,Urban,DR,PT,Uses of Capital - Existing Section,,,,,,,,,,$0.00 
,3,Pierce County Transportation Benefit Area Authority,Full Reporter,Urban,MB,DO,Uses of Capital - Expansion of Service,,"$753,528.00 ","$83,369.00 ",,,,,"$159,163.00 ","$8,099,124.00 ","$9,095,184.00 "
,3,Pierce County Transportation Benefit Area Authority,Full Reporter,Urban,MB,DO,Uses of Capital - Existing Section,,"$1,710,519.00 ","$252,775.00 ","$21,299,607.00 ","$5,699,542.00 ","$10,321.00 ",,"$7,260,177.00 ","$427,189.00 ","$36,660,130.00 "
,3,Pierce County Transportation Benefit Area Authority,Full Reporter,Urban,VP,DO,Uses of Capital - Existing Section,,,,,$213.00 ,,,,,$213.00 
,3,Pierce County Transportation Benefit Area Authority,Full Reporter,Urban,VP,DO,Uses of Capital - Expansion of Service,,,,,,,,,,$0.00 
,4,Confederated Tribes of the Colville Indian Reservation,Reduced Reporter,Tribe,FB,DO,Reduced Reporting,,,,,,,,,,$0.00 
,4,Confederated Tribes of the Colville Indian Reservation,Reduced Reporter,Tribe,MB,DO,Reduced Reporting,,,,,,,,,,$0.00 
,5,City of Everett,Full Reporter,Urban,DR,DO,Uses of Capital - Expansion of Service,,,,,,,,,,$0.00 
,5,City of Everett,Full Reporter,Urban,DR,DO,Uses of Capital - Existing Section,,,,,,,,,,$0.00 
,5,City of Everett,Full Reporter,Urban,MB,DO,Uses of Capital - Existing Section,,,"$16,340.00 ","$176,681.00 ","$311,324.00 ","$54,609.00 ","$233,816.00 ",,"$152,298.00 ","$945,068.00 "
,5,City of Everett,Full Reporter,Urban,MB,DO,Uses of Capital - Expansion of Service,,,,,,,,,,$0.00 
,6,City of Yakima,Full Reporter,Urban,CB,PT,Uses of Capital - Expansion of Service,,,,,,,,,,$0.00 
,6,City of Yakima,Full Reporter,Urban,CB,PT,Uses of Capital - Existing Section,,,,,,,,,,$0.00 
,6,City of Yakima,Full Reporter,Urban,DR,PT,Uses of Capital - Expansion of Service,,,,,,,,,,$0.00 
,6,City of Yakima,Full Reporter,Urban,DR,PT,Uses of Capital - Existing Section,,,,,,,,,,$0.00 
,6,City of Yakima,Full Reporter,Urban,MB,DO,Uses of Capital - Existing Section,,"$39,717.00 ","$6,778.00 ",,"$69,686.00 ",,,,,"$116,181.00 "
,6,City of Yakima,Full Reporter,Urban,MB,DO,Uses of Capital - Expansion of Service,,,"$5,829,965.00 ",,,,,,,"$5,829,965.00 "
,7,Lane Transit District,Full Reporter,Urban,DR,PT,Uses of Capital - Expansion of Service,,,,,,,,,,$0.00 
,7,Lane Transit District,Full Reporter,Urban,DR,PT,Uses of Capital - Existing Section,,,,,"$13,238.00 ",,,"$56,625.00 ",,"$69,863.00 "
,7,Lane Transit District,Full Reporter,Urban,DR,TX,Uses of Capital - Expansion of Service,,,,,,,,,,$0.00 
,7,Lane Transit District,Full Reporter,Urban,DR,TX,Uses of Capital - Existing Section,,,,,,,,,,$0.00 
,7,Lane Transit District,Full Reporter,Urban,MB,DO,Uses of Capital - Expansion of Service,,,,,,,,,,$0.00 
,7,Lane Transit District,Full Reporter,Urban,MB,DO,Uses of Capital - Existing Section,,"$3,466,010.00 ",,"$81,481.00 ","$1,561,240.00 ","$213,715.00 ","$113,721.00 ","$801,886.00 ",,"$6,238,053.00 "
,7,Lane Transit District,Full Reporter,Urban,MB,PT,Uses of Capital - Expansion of Service,,,,,,,,,,$0.00 
,7,Lane Transit District,Full Reporter,Urban,MB,PT,Uses of Capital - Existing Section,,,,,,,,,,$0.00 
,7,Lane Transit District,Full Reporter,Urban,RB,DO,Uses of Capital - Expansion of Service,,,,,,,,,,$0.00 
,7,Lane Transit District,Full Reporter,Urban,RB,DO,Uses of Capital - Existing Section,,,,,"$39,205.00 ",,,,,"$39,205.00 "
,7,Lane Transit District,Full Reporter,Urban,VP,PT,Uses of Capital - Expansion of Service,,,,,,,,,,$0.00 
,7,Lane Transit District,Full Reporter,Urban,VP,PT,Uses of Capital - Existing Section,,,,,,,,,,$0.00 
,8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,DR,PT,Uses of Capital - Expansion of Service,,,,,,,,,,$0.00 
,8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,DR,PT,Uses of Capital - Existing Section,,,,,,,,,,$0.00 
,8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,DR,TX,Uses of Capital - Expansion of Service,,,,,,,,,,$0.00 
,8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,DR,TX,Uses of Capital - Existing Section,,,,,,,,,,$0.00 
,8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,LR,DO,Uses of Capital - Expansion of Service,"$924,870.00 ","$687,680.00 ",,"$5,022,124.00 ",,,,,,"$6,634,674.00 "
,8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,LR,DO,Uses of Capital - Existing Section,"$2,437,948.00 ","$666,874.00 ",,"$3,235,323.00 ","$37,597,897.00 ",,,"$51,889,339.00 ",,"$95,827,381.00 "
,8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,MB,DO,Uses of Capital - Expansion of Service,,"$72,273,299.00 ",,"$9,250,799.00 ",,,,"$1,058,788.00 ",,"$82,582,886.00 "
,8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,MB,DO,Uses of Capital - Existing Section,,,"$8,884.00 ","$32,605,546.00 ","$8,132,352.00 ","$1,417,747.00 ","$374,624.00 ","$4,984,524.00 ","$50,058.00 ","$47,573,735.00 "
,8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,SR,PT,Uses of Capital - Expansion of Service,,,,,,,,,,$0.00 
,8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,SR,PT,Uses of Capital - Existing Section,,,,,,,,,,$0.00 
,8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,YR,PT,Uses of Capital - Expansion of Service,,,,,,,,,,$0.00 
,8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,YR,PT,Uses of Capital - Existing Section,,,,,,,,,,$0.00 
,9,Kalispel Tribe of Indians,Reduced Reporter,Tribe,MB,DO,Reduced Reporting,,,,,,,,,,$0.00 
,10,Klamath Tribes,Reduced Reporter,Tribe,CB,DO,Reduced Reporting,,,,,,,,,,$0.00 
,10,Klamath Tribes,Reduced Reporter,Tribe,DR,DO,Reduced Reporting,,,,,,,,,,$0.00 
,11,Valley Regional Transit,Full Reporter,Urban,DR,PT,Uses of Capital - Expansion of Service,,,,,,,,,,$0.00 
,11,Valley Regional Transit,Full Reporter,Urban,DR,PT,Uses of Capital - Existing Section,,,,,,,,,,$0.00 
,11,Valley Regional Transit,Full Reporter,Urban,MB,PT,Uses of Capital - Expansion of Service,,,,,,,,,,$0.00 
,11,Valley Regional Transit,Full Reporter,Urban,MB,PT,Uses of Capital - Existing Section,,"$458,273.00 ","$940,827.00 ","$12,579.00 ","$4,137,600.00 ","$48,766.00 ",,"$152,875.00 ",,"$5,750,920.00 "
,12,Municipality of Anchorage,Full Reporter,Urban,DR,PT,Uses of Capital - Expansion of Service,,,,,,,,,,$0.00 
,12,Municipality of Anchorage,Full Reporter,Urban,DR,PT,Uses of Capital - Existing Section,,,,,"$1,660,853.00 ",,,"$82,816.00 ",,"$1,743,669.00 "
,12,Municipality of Anchorage,Full Reporter,Urban,MB,DO,Uses of Capital - Expansion of Service,,,,,,,,,,$0.00 
,12,Municipality of Anchorage,Full Reporter,Urban,MB,DO,Uses of Capital - Existing Section,,,,"$148,284.00 ","$4,953,814.00 ","$318,933.00 ","$56,912.00 ","$1,589,485.00 ","$212,478.00 ","$7,279,906.00 "
,12,Municipality of Anchorage,Full Reporter,Urban,VP,PT,Uses of Capital - Existing Section,,,,,,,,,,$0.00 
,12,Municipality of Anchorage,Full Reporter,Urban,VP,PT,Uses of Capital - Expansion of Service,,,,,,,,,,$0.00 
,14,Sitka Tribe of Alaska,Reduced Reporter,Tribe,MB,DO,Reduced Reporting,,,,,,,,,,$0.00 
,15,Snoqualmie Indian Tribe,Reduced Reporter,Tribe,DR,DO,Reduced Reporting,,,,,,,,,,$0.00 
,16,RiverCities Transit,Full Reporter,Urban,CB,DO,Uses of Capital - Expansion of Service,,,,,,,,,,$0.00 
,16,RiverCities Transit,Full Reporter,Urban,CB,DO,Uses of Capital - Existing Section,,,,,,,,,,$0.00 
,16,RiverCities Transit,Full Reporter,Urban,DR,PT,Uses of Capital - Expansion of Service,,,,,,,,,,$0.00 
,16,RiverCities Transit,Full Reporter,Urban,DR,PT,Uses of Capital - Existing Section,,,,,,,,,,$0.00 
,16,RiverCities Transit,Full Reporter,Urban,MB,DO,Uses of Capital - Existing Section,,,,"$34,584.00 ",,"$62,620.00 ",,,,"$97,204.00 "
,16,RiverCities Transit,Full Reporter,Urban,MB,DO,Uses of Capital - Expansion of Service,,,,,,,,,,$0.00 
,17,Stillaguamish Tribe of Indians,Reduced Reporter,Tribe,DR,DO,Reduced Reporting,,,,,,,,,,$0.00 
,18,Ben Franklin Transit,Full Reporter,Urban,DR,DO,Uses of Capital - Existing Section,,,,,"$5,126.00 ",,,"$180,959.00 ",,"$186,085.00 "
,18,Ben Franklin Transit,Full Reporter,Urban,DR,DO,Uses of Capital - Expansion of Service,,,,,,,,,,$0.00 
,18,Ben Franklin Transit,Full Reporter,Urban,DR,PT,Uses of Capital - Expansion of Service,,,,,,,,,,$0.00 
,18,Ben Franklin Transit,Full Reporter,Urban,DR,PT,Uses of Capital - Existing Section,,,,,,,,,,$0.00 
,18,Ben Franklin Transit,Full Reporter,Urban,MB,DO,Uses of Capital - Existing Section,,"$2,154,607.00 ","$1,494,319.00 ","$47,851.00 ","$4,823,706.00 ",,,"$284,073.00 ","$324,697.00 ","$9,129,253.00 "
,18,Ben Franklin Transit,Full Reporter,Urban,MB,DO,Uses of Capital - Expansion of Service,,,,,,,,,,$0.00 
,18,Ben Franklin Transit,Full Reporter,Urban,VP,DO,Uses of Capital - Expansion of Service,,,,,,,,,,$0.00 
,18,Ben Franklin Transit,Full Reporter,Urban,VP,DO,Uses of Capital - Existing Section,,,,,,,,,,$0.00 
,19,Intercity Transit,Full Reporter,Urban,CB,DO,Uses of Capital - Expansion of Service,,,,,,,,,,$0.00 
,19,Intercity Transit,Full Reporter,Urban,CB,DO,Uses of Capital - Existing Section,,,,,,,,,,$0.00 
,19,Intercity Transit,Full Reporter,Urban,DR,DO,Uses of Capital - Expansion of Service,,,,,,,,,,$0.00 
,19,Intercity Transit,Full Reporter,Urban,DR,DO,Uses of Capital - Existing Section,,,,,,,,$463.00 ,,$463.00 
,19,Intercity Transit,Full Reporter,Urban,MB,DO,Uses of Capital - Expansion of Service,,,,,,,,,,$0.00 
,19,Intercity Transit,Full Reporter,Urban,MB,DO,Uses of Capital - Existing Section,,"$1,042,282.00 ","$22,703,091.00 ","$16,431.00 ","$6,296,520.00 ","$121,248.00 ",,"$2,395,113.00 ",,"$32,574,685.00 "
,19,Intercity Transit,Full Reporter,Urban,VP,DO,Uses of Capital - Expansion of Service,,,,,,,,,,$0.00 
,19,Intercity Transit,Full Reporter,Urban,VP,DO,Uses of Capital - Existing Section,,,,,,,,"$32,895.00 ",,"$32,895.00 "
,20,Kitsap Transit,Full Reporter,Urban,DR,DO,Uses of Capital - Expansion of Service,,,,,,,,,,$0.00 
,20,Kitsap Transit,Full Reporter,Urban,DR,DO,Uses of Capital - Existing Section,,,,,,,,,,$0.00 
,20,Kitsap Transit,Full Reporter,Urban,DR,TX,Uses of Capital - Expansion of Service,,,,,,,,,,$0.00 
,20,Kitsap Transit,Full Reporter,Urban,DR,TX,Uses of Capital - Existing Section,,,,,,,,,,$0.00 
,20,Kitsap Transit,Full Reporter,Urban,FB,DO,Uses of Capital - Expansion of Service,,,,"$53,654.00 ",,,,,,"$53,654.00 "
,20,Kitsap Transit,Full Reporter,Urban,FB,DO,Uses of Capital - Existing Section,,"$1,031,863.00 ",,,"$5,661,845.00 ",,,"$193,240.00 ","$39,824.00 ","$6,926,772.00 "
,20,Kitsap Transit,Full Reporter,Urban,MB,DO,Uses of Capital - Expansion of Service,,,,,,,,,,$0.00 
,20,Kitsap Transit,Full Reporter,Urban,MB,DO,Uses of Capital - Existing Section,,"$5,096,058.00 ","$7,077.00 ","$263,613.00 ","$3,131,091.00 ",,"$1,218,281.00 ","$383,333.00 ","$11,347.00 ","$10,110,800.00 "
,20,Kitsap Transit,Full Reporter,Urban,VP,DO,Uses of Capital - Expansion of Service,,,,,,,,,,$0.00 
,20,Kitsap Transit,Full Reporter,Urban,VP,DO,Uses of Capital - Existing Section,,,,,,,,,,$0.00 
,21,Whatcom Transportation Authority,Full Reporter,Urban,DR,DO,Uses of Capital - Expansion of Service,,,,,,,,,,$0.00 
,21,Whatcom Transportation Authority,Full Reporter,Urban,DR,DO,Uses of Capital - Existing Section,,,,,,,,,,$0.00 
,21,Whatcom Transportation Authority,Full Reporter,Urban,MB,DO,Uses of Capital - Expansion of Service,,"$163,859.00 ",,,"$447,974.00 ",,,,,"$611,833.00 "
,21,Whatcom Transportation Authority,Full Reporter,Urban,MB,DO,Uses of Capital - Existing Section,,"$22,945.00 ","$304,135.00 ","$73,966.00 ","$4,277,690.00 ","$8,387.00 ",,"$1,660,962.00 ",,"$6,348,085.00 "
,21,Whatcom Transportation Authority,Full Reporter,Urban,VP,DO,Uses of Capital - Existing Section,,,,,,,,,,$0.00 
,21,Whatcom Transportation Authority,Full Reporter,Urban,VP,DO,Uses of Capital - Expansion of Service,,,,,,,,,,$0.00 
,22,City of Pocatello,Reduced Reporter,Urban,DR,DO,Reduced Reporting,,,,,,,,,,"$98,165.00 "
,22,City of Pocatello,Reduced Reporter,Urban,MB,DO,Reduced Reporting,,,,,,,,,,"$485,110.00 "
,23,City of Seattle,Full Reporter,Urban,MG,PT,Uses of Capital - Expansion of Service,,,,,,,,,,$0.00 
,23,City of Seattle,Full Reporter,Urban,MG,PT,Uses of Capital - Existing Section,"$51,471.00 ","$770,296.00 ",,,"$857,917.00 ",,,,,"$1,679,684.00 "
,24,Clark County Public Transportation Benefit Area Authority,Full Reporter,Urban,DR,DO,Uses of Capital - Expansion of Service,,,,,,,,,,$0.00 
,24,Clark County Public Transportation Benefit Area Authority,Full Reporter,Urban,DR,DO,Uses of Capital - Existing Section,,,,,,,,,,$0.00 
,24,Clark County Public Transportation Benefit Area Authority,Full Reporter,Urban,MB,DO,Uses of Capital - Existing Section,,"$163,492.00 ",,"$6,053,903.00 ","$2,867,889.00 ",,,"$450,767.00 ","$31,841.00 ","$9,567,892.00 "
,24,Clark County Public Transportation Benefit Area Authority,Full Reporter,Urban,MB,DO,Uses of Capital - Expansion of Service,,,"$249,234.00 ","$4,688,744.00 ",,,,,"$12,654,173.00 ","$17,592,151.00 "
,24,Clark County Public Transportation Benefit Area Authority,Full Reporter,Urban,VP,DO,Uses of Capital - Expansion of Service,,,,,,,,,,$0.00 
,24,Clark County Public Transportation Benefit Area Authority,Full Reporter,Urban,VP,DO,Uses of Capital - Existing Section,,,,,,,,,,$0.00 
,25,Salem Area Mass Transit District,Full Reporter,Urban,DR,PT,Uses of Capital - Expansion of Service,,,,,,,,,,$0.00 
,25,Salem Area Mass Transit District,Full Reporter,Urban,DR,PT,Uses of Capital - Existing Section,,,,,$360.00 ,,,,,$360.00 
,25,Salem Area Mass Transit District,Full Reporter,Urban,MB,DO,Uses of Capital - Expansion of Service,,,,,,,,,,$0.00 
,25,Salem Area Mass Transit District,Full Reporter,Urban,MB,DO,Uses of Capital - Existing Section,,"$201,928.00 ",,"$61,296.00 ","$221,665.00 ",$480.00 ,,"$222,241.00 ","$705,622.00 ","$1,413,232.00 "
,25,Salem Area Mass Transit District,Full Reporter,Urban,MB,PT,Uses of Capital - Expansion of Service,,,,,,,,,,$0.00 
,25,Salem Area Mass Transit District,Full Reporter,Urban,MB,PT,Uses of Capital - Existing Section,,,,,"$1,740,467.00 ",,,,,"$1,740,467.00 "
,25,Salem Area Mass Transit District,Full Reporter,Urban,VP,PT,Uses of Capital - Expansion of Service,,,,,,,,,,$0.00 
,25,Salem Area Mass Transit District,Full Reporter,Urban,VP,PT,Uses of Capital - Existing Section,,,,,,,,,,$0.00 
,28,County of Pierce,Full Reporter,Urban,FB,PT,Uses of Capital - Existing Section,,"$1,034,225.00 ",,,"$80,500.00 ",,,,,"$1,114,725.00 "
,28,County of Pierce,Full Reporter,Urban,FB,PT,Uses of Capital - Expansion of Service,,,,,,,,,,$0.00 
,29,Snohomish County Public Transportation Benefit Area Corporation,Full Reporter,Urban,CB,DO,Uses of Capital - Expansion of Service,,,,,,,,,,$0.00 
,29,Snohomish County Public Transportation Benefit Area Corporation,Full Reporter,Urban,CB,DO,Uses of Capital - Existing Section,,,,,"$7,131,800.00 ",,,,,"$7,131,800.00 "
,29,Snohomish County Public Transportation Benefit Area Corporation,Full Reporter,Urban,CB,PT,Uses of Capital - Expansion of Service,,,,,,,,,,$0.00 
,29,Snohomish County Public Transportation Benefit Area Corporation,Full Reporter,Urban,CB,PT,Uses of Capital - Existing Section,,,"$16,719.00 ",,,,,,,"$16,719.00 "
,29,Snohomish County Public Transportation Benefit Area Corporation,Full Reporter,Urban,DR,PT,Uses of Capital - Expansion of Service,,,,,,,,,,$0.00 
,29,Snohomish County Public Transportation Benefit Area Corporation,Full Reporter,Urban,DR,PT,Uses of Capital - Existing Section,,,,,,,,,,$0.00 
,29,Snohomish County Public Transportation Benefit Area Corporation,Full Reporter,Urban,MB,DO,Uses of Capital - Existing Section,,,"$9,309,720.00 ","$12,141,012.00 ",,,"$2,207,133.00 ","$2,442,802.00 ","$45,734.00 ","$26,146,401.00 "
,29,Snohomish County Public Transportation Benefit Area Corporation,Full Reporter,Urban,MB,DO,Uses of Capital - Expansion of Service,,"$12,280,200.00 ","$3,671,384.00 ",,"$5,350.00 ",,,,,"$15,956,934.00 "
,29,Snohomish County Public Transportation Benefit Area Corporation,Full Reporter,Urban,VP,DO,Uses of Capital - Expansion of Service,,,,,,,,,,$0.00 
,29,Snohomish County Public Transportation Benefit Area Corporation,Full Reporter,Urban,VP,DO,Uses of Capital - Existing Section,,,,,,,,,,$0.00 
,30,Chickaloon Native Village,Reduced Reporter,Tribe,DR,DO,Reduced Reporting,,,,,,,,,,$0.00 
,31,Shoshone-Bannock Tribes ,Reduced Reporter,Tribe,MB,DO,Reduced Reporting,,,,,,,,,,$0.00 
0R03,33,Senior Services of Snohomish County,Rural Reporter,Rural,DR,DO,Reduced Reporting,,,,,,,,,,"$168,191.00 "
,34,Rogue Valley Transportation District,Full Reporter,Urban,DR,PT,Uses of Capital - Expansion of Service,,,"$300,788.00 ",,,,,,,"$300,788.00 "
,34,Rogue Valley Transportation District,Full Reporter,Urban,DR,PT,Uses of Capital - Existing Section,,,,,,,,,,$0.00 
,34,Rogue Valley Transportation District,Full Reporter,Urban,MB,DO,Uses of Capital - Expansion of Service,,"$124,745.00 ","$1,943,650.00 ","$800,377.00 ","$3,221,122.00 ",,,,,"$6,089,894.00 "
,34,Rogue Valley Transportation District,Full Reporter,Urban,MB,DO,Uses of Capital - Existing Section,,,,,,,"$13,245.00 ","$907,380.00 ",,"$920,625.00 "
,35,Washington State Ferries,Full Reporter,Urban,FB,DO,Uses of Capital - Expansion of Service,,,,,,,,,,$0.00 
,35,Washington State Ferries,Full Reporter,Urban,FB,DO,Uses of Capital - Existing Section,,"$72,486,878.00 ",,"$440,761.00 ","$52,202,283.00 ",,"$568,267.00 ","$3,101,474.00 ",,"$128,799,663.00 "
,36,Makah Tribal Council,Reduced Reporter,Tribe,MB,DO,Reduced Reporting,,,,,,,,,,$0.00 
,40,Central Puget Sound Regional Transit Authority,Full Reporter,Urban,CB,DO,Uses of Capital - Expansion of Service,,,,,,,,,,$0.00 
,40,Central Puget Sound Regional Transit Authority,Full Reporter,Urban,CB,DO,Uses of Capital - Existing Section,"$262,568.00 ","$170,566.00 ",,"$79,253.00 ",,,,"$13,625.00 ",,"$526,012.00 "
,40,Central Puget Sound Regional Transit Authority,Full Reporter,Urban,CB,PT,Uses of Capital - Expansion of Service,,,,,,,,,,$0.00 
,40,Central Puget Sound Regional Transit Authority,Full Reporter,Urban,CB,PT,Uses of Capital - Existing Section,,,,,,,,"$27,306.00 ",,"$27,306.00 "
,40,Central Puget Sound Regional Transit Authority,Full Reporter,Urban,CR,PT,Uses of Capital - Expansion of Service,"$176,202.00 ","$571,235.00 ",,"$179,607.00 ","$25,276,820.00 ",,,,,"$26,203,864.00 "
,40,Central Puget Sound Regional Transit Authority,Full Reporter,Urban,CR,PT,Uses of Capital - Existing Section,,"$27,195,671.00 ",,,,,,"$2,049,864.00 ",,"$29,245,535.00 "
,40,Central Puget Sound Regional Transit Authority,Full Reporter,Urban,LR,DO,Uses of Capital - Expansion of Service,"$1,186,035,629.00 ","$158,838,224.00 ","$2,515,544.00 ","$16,372,347.00 ","$111,007,893.00 ","$846,903.00 ","$8,271,943.00 ","$83,220,840.00 ",,"$1,567,109,323.00 "
,40,Central Puget Sound Regional Transit Authority,Full Reporter,Urban,LR,DO,Uses of Capital - Existing Section,"$798,795.00 ","$4,670,292.00 ",,"$2,012,641.00 ","$1,974,556.00 ",,,"$9,029,951.00 ",,"$18,486,235.00 "
,40,Central Puget Sound Regional Transit Authority,Full Reporter,Urban,MB,PT,Uses of Capital - Expansion of Service,"$15,563,216.00 ","$25,854,272.00 ",,"$8,322,235.00 ",,,,,,"$49,739,723.00 "
,40,Central Puget Sound Regional Transit Authority,Full Reporter,Urban,RB,PT,Uses of Capital - Expansion of Service,"$19,108,211.00 ",,,,,,,,,"$19,108,211.00 "
,40,Central Puget Sound Regional Transit Authority,Full Reporter,Urban,SR,DO,Uses of Capital - Expansion of Service,"$59,792,235.00 ","$1,408,205.00 ",,"$56,661.00 ","$15,141,478.00 ",,"$497,562.00 ","$63,143.00 ",,"$76,959,284.00 "
,40,Central Puget Sound Regional Transit Authority,Full Reporter,Urban,SR,DO,Uses of Capital - Existing Section,,,,,"$132,606.00 ",,,"$17,470.00 ",,"$150,076.00 "
,41,Alaska Railroad Corporation,Full Reporter,Urban,AR,DO,Uses of Capital - Expansion of Service,"$27,515.00 ",,,,,,,,,"$27,515.00 "
