NTD ID,Agency Name,Reporter Type,Reporting Module,Mode,TOS,Major Failures,Other Failures,Total Failures
19,Intercity Transit,Full Reporter,Urban,CB,DO,3,1,4
19,Intercity Transit,Full Reporter,Urban,DR,DO,15,7,22
19,Intercity Transit,Full Reporter,Urban,MB,DO,33,14,47
19,Intercity Transit,Full Reporter,Urban,VP,DO,1,7,8
20,Kitsap Transit,Full Reporter,Urban,DR,DO,6,8,14
20,Kitsap Transit,Full Reporter,Urban,FB,DO,14,16,30
20,Kitsap Transit,Full Reporter,Urban,MB,DO,24,13,37
20,Kitsap Transit,Full Reporter,Urban,VP,DO,0,2,2
21,Whatcom Transportation Authority,Full Reporter,Urban,DR,DO,25,2,27
21,Whatcom Transportation Authority,Full Reporter,Urban,MB,DO,150,13,163
21,Whatcom Transportation Authority,Full Reporter,Urban,VP,DO,3,0,3
23,City of Seattle,Full Reporter,Urban,MG,PT,21,0,21
24,Clark County Public Transportation Benefit Area Authority,Full Reporter,Urban,DR,DO,47,15,62
24,Clark County Public Transportation Benefit Area Authority,Full Reporter,Urban,MB,DO,375,195,570
24,Clark County Public Transportation Benefit Area Authority,Full Reporter,Urban,VP,DO,34,0,34
25,Salem Area Mass Transit District,Full Reporter,Urban,DR,PT,8,8,16
25,Salem Area Mass Transit District,Full Reporter,Urban,MB,DO,92,63,155
25,Salem Area Mass Transit District,Full Reporter,Urban,MB,PT,16,8,24
25,Salem Area Mass Transit District,Full Reporter,Urban,VP,PT,0,0,0
28,County of Pierce,Full Reporter,Urban,FB,PT,8,0,8
29,Snohomish County Public Transportation Benefit Area Corporation,Full Reporter,Urban,CB,DO,34,29,63
29,Snohomish County Public Transportation Benefit Area Corporation,Full Reporter,Urban,CB,PT,100,21,121
29,Snohomish County Public Transportation Benefit Area Corporation,Full Reporter,Urban,DR,PT,38,7,45
29,Snohomish County Public Transportation Benefit Area Corporation,Full Reporter,Urban,MB,DO,511,311,822
29,Snohomish County Public Transportation Benefit Area Corporation,Full Reporter,Urban,VP,DO,2,0,2
34,Rogue Valley Transportation District,Full Reporter,Urban,DR,PT,10,18,28
34,Rogue Valley Transportation District,Full Reporter,Urban,MB,DO,50,44,94
35,Washington State Ferries,Full Reporter,Urban,FB,DO,56,5,61
40,Central Puget Sound Regional Transit Authority,Full Reporter,Urban,CB,DO,986,392,1378
40,Central Puget Sound Regional Transit Authority,Full Reporter,Urban,CB,PT,281,123,404
40,Central Puget Sound Regional Transit Authority,Full Reporter,Urban,CR,PT,19,0,19
40,Central Puget Sound Regional Transit Authority,Full Reporter,Urban,LR,DO,174,114,288
40,Central Puget Sound Regional Transit Authority,Full Reporter,Urban,SR,DO,1,7,8
41,Alaska Railroad Corporation,Full Reporter,Urban,AR,DO,2,0,2
43,Chelan Douglas PTBA ,Full Reporter,Urban,DR,DO,2,13,15
43,Chelan Douglas PTBA ,Full Reporter,Urban,DR,PT,0,5,5
43,Chelan Douglas PTBA ,Full Reporter,Urban,MB,DO,38,59,97
44,Skagit Transit,Full Reporter,Urban,CB,DO,3,2,5
44,Skagit Transit,Full Reporter,Urban,DR,DO,3,7,10
44,Skagit Transit,Full Reporter,Urban,MB,DO,11,15,26
44,Skagit Transit,Full Reporter,Urban,VP,DO,2,0,2
46,City of Wilsonville,Full Reporter,Urban,DR,DO,11,4,15
46,City of Wilsonville,Full Reporter,Urban,MB,DO,15,3,18
57,Central Oregon Intergovernmental Council,Full Reporter,Urban,CB,DO,4,2,6
57,Central Oregon Intergovernmental Council,Full Reporter,Urban,DR,DO,0,2,2
57,Central Oregon Intergovernmental Council,Full Reporter,Urban,DR,PT,3,0,3
57,Central Oregon Intergovernmental Council,Full Reporter,Urban,MB,DO,0,1,1
57,Central Oregon Intergovernmental Council,Full Reporter,Urban,MB,PT,11,4,15
58,City of Portland,Full Reporter,Urban,SR,PT,78,58,136
58,City of Portland,Full Reporter,Urban,TR,PT,0,0,0
376,"Ride Connection, Inc.",Full Reporter,Urban,DR,DO,27,45,72
376,"Ride Connection, Inc.",Full Reporter,Urban,MB,DO,26,32,58
415,Ada County Highway District,Full Reporter,Urban,VP,DO,6,0,6
10001,Rhode Island Public Transit Authority,Full Reporter,Urban,DR,DO,39,27,66
10001,Rhode Island Public Transit Authority,Full Reporter,Urban,MB,DO,469,1274,1743
10001,Rhode Island Public Transit Authority,Full Reporter,Urban,VP,PT,0,0,0
10003,Massachusetts Bay Transportation Authority,Full Reporter,Urban,CR,PT,240,29,269
10003,Massachusetts Bay Transportation Authority,Full Reporter,Urban,DR,PT,112,407,519
10003,Massachusetts Bay Transportation Authority,Full Reporter,Urban,FB,PT,8,0,8
10003,Massachusetts Bay Transportation Authority,Full Reporter,Urban,HR,DO,519,21,540
10003,Massachusetts Bay Transportation Authority,Full Reporter,Urban,LR,DO,673,59,732
10003,Massachusetts Bay Transportation Authority,Full Reporter,Urban,MB,DO,543,280,823
10003,Massachusetts Bay Transportation Authority,Full Reporter,Urban,MB,PT,8,2,10
10003,Massachusetts Bay Transportation Authority,Full Reporter,Urban,RB,DO,93,34,127
10003,Massachusetts Bay Transportation Authority,Full Reporter,Urban,TB,DO,10,28,38
10004,Brockton Area Transit Authority,Full Reporter,Urban,DR,PT,16,21,37
10004,Brockton Area Transit Authority,Full Reporter,Urban,MB,PT,49,339,388
10005,Lowell Regional Transit Authority,Full Reporter,Urban,DR,PT,3,6,9
10005,Lowell Regional Transit Authority,Full Reporter,Urban,MB,PT,26,5,31
10006,Southeastern Regional Transit Authority,Full Reporter,Urban,DR,PT,0,14,14
10006,Southeastern Regional Transit Authority,Full Reporter,Urban,MB,PT,7,562,569
10007,Berkshire Regional Transit Authority,Full Reporter,Urban,DR,PT,1,0,1
10007,Berkshire Regional Transit Authority,Full Reporter,Urban,MB,PT,43,182,225
10008,Pioneer Valley Transit Authority,Full Reporter,Urban,DR,PT,8,52,60
10008,Pioneer Valley Transit Authority,Full Reporter,Urban,MB,PT,1002,256,1258
10013,Merrimack Valley Regional Transit Authority,Full Reporter,Urban,CB,PT,0,0,0
10013,Merrimack Valley Regional Transit Authority,Full Reporter,Urban,DR,PT,7,1,8
10013,Merrimack Valley Regional Transit Authority,Full Reporter,Urban,MB,PT,36,5,41
10014,Worcester Regional Transit Authority,Full Reporter,Urban,DR,DO,5,45,50
10014,Worcester Regional Transit Authority,Full Reporter,Urban,DR,PT,11,1,12
10014,Worcester Regional Transit Authority,Full Reporter,Urban,MB,DO,296,1265,1561
10016,Greater Portland Transit District,Full Reporter,Urban,MB,DO,16,152,168
10017,Greater Hartford Transit District,Full Reporter,Urban,DR,PT,47,1965,2012
10040,Southeast Area Transit District,Full Reporter,Urban,DR,DO,5,6,11
10040,Southeast Area Transit District,Full Reporter,Urban,DR,PT,2,0,2
10040,Southeast Area Transit District,Full Reporter,Urban,MB,DO,62,374,436
10042,Valley Transit District,Full Reporter,Urban,DR,DO,2,3,5
10045,Connecticut Department of Transportation - CTTransit New Britain -Dattco.,Full Reporter,Urban,CB,PT,23,16,39
10045,Connecticut Department of Transportation - CTTransit New Britain -Dattco.,Full Reporter,Urban,MB,PT,19,10,29
10048,Connecticut Department of Transportation - CTTRANSIT - Hartford Division,Full Reporter,Urban,MB,DO,78,2432,2510
10048,Connecticut Department of Transportation - CTTRANSIT - Hartford Division,Full Reporter,Urban,RB,DO,15,344,359
10049,Greater New Haven Transit District,Full Reporter,Urban,DR,DO,141,513,654
10050,Greater Bridgeport Transit Authority,Full Reporter,Urban,DR,PT,41,11,52
10050,Greater Bridgeport Transit Authority,Full Reporter,Urban,MB,DO,253,111,364
10051,Housatonic Area Regional Transit ,Full Reporter,Urban,DR,DO,13,3,16
10051,Housatonic Area Regional Transit ,Full Reporter,Urban,MB,DO,11,16,27
10053,Cape Ann Transportation Authority,Full Reporter,Urban,DR,PT,0,3,3
10053,Cape Ann Transportation Authority,Full Reporter,Urban,MB,PT,2,7,9
10055,Connecticut Department of Transportation - CTTRANSIT New Haven Division,Full Reporter,Urban,MB,DO,67,863,930
10056,Connecticut Department of Transportation - CTTRANSIT Stamford Division,Full Reporter,Urban,MB,DO,45,531,576
10057,Norwalk Transit District,Full Reporter,Urban,DR,DO,0,12,12
10057,Norwalk Transit District,Full Reporter,Urban,DR,PT,0,2,2
10057,Norwalk Transit District,Full Reporter,Urban,MB,DO,37,147,184
10061,Montachusett Regional Transit Authority,Full Reporter,Urban,DR,PT,7,2,9
10061,Montachusett Regional Transit Authority,Full Reporter,Urban,MB,PT,21,9,30
10064,Greater Attleboro-Taunton Regional Transit Authority,Full Reporter,Urban,DR,PT,61,53,114
10064,Greater Attleboro-Taunton Regional Transit Authority,Full Reporter,Urban,MB,PT,56,51,107
10066,Green Mountain Transit Authority,Full Reporter,Urban,CB,DO,2,5,7
10066,Green Mountain Transit Authority,Full Reporter,Urban,DR,DO,1,1,2
10066,Green Mountain Transit Authority,Full Reporter,Urban,DR,PT,7,3,10
10066,Green Mountain Transit Authority,Full Reporter,Urban,MB,DO,34,68,102
10086,Cooperative Alliance for Seacoast Transportation,Full Reporter,Urban,DR,DO,4,5,9
10086,Cooperative Alliance for Seacoast Transportation,Full Reporter,Urban,MB,DO,36,90,126
10087,City of Nashua,Full Reporter,Urban,DR,PT,17,2,19
10087,City of Nashua,Full Reporter,Urban,MB,PT,50,8,58
10088,Casco Bay Island Transit District,Full Reporter,Urban,FB,DO,3,0,3
10098,"Western Maine Transportation Services, Inc.",Full Reporter,Urban,CB,DO,0,1,1
10098,"Western Maine Transportation Services, Inc.",Full Reporter,Urban,DR,DO,2,8,10
10098,"Western Maine Transportation Services, Inc.",Full Reporter,Urban,MB,DO,0,12,12
10102,Connecticut Department of Transportation,Full Reporter,Urban,CB,PT,0,0,0
10102,Connecticut Department of Transportation,Full Reporter,Urban,CR,PT,7,130,137
10105,Cape Cod Regional Transit Authority,Full Reporter,Urban,DR,PT,22,2,24
10105,Cape Cod Regional Transit Authority,Full Reporter,Urban,MB,PT,87,30,117
10107,Milford Transit District,Full Reporter,Urban,DR,DO,6,8,14
10107,Milford Transit District,Full Reporter,Urban,MB,DO,5,10,15
10115,Northern New England Passenger Rail Authority,Full Reporter,Urban,CR,PT,1,0,1
10118,MetroWest Regional Transit Authority,Full Reporter,Urban,DR,PT,7,10,17
10118,MetroWest Regional Transit Authority,Full Reporter,Urban,MB,PT,5,3,8
10128,Connecticut Department of Transportation- CTTransit Waterbury- NET,Full Reporter,Urban,DR,DO,2,1,3
10128,Connecticut Department of Transportation- CTTransit Waterbury- NET,Full Reporter,Urban,MB,DO,60,53,113
10130,Connecticut Department of Transportation -CTTRANSIT New Britain ,Full Reporter,Urban,MB,PT,60,12,72
10183,"Woods Hole, Martha's Vineyard and Nantucket Steamship Authority",Full Reporter,Urban,FB,DO,11,0,11
10183,"Woods Hole, Martha's Vineyard and Nantucket Steamship Authority",Full Reporter,Urban,MB,DO,27,0,27
11147,Rhode Island Department of Transportation,Full Reporter,Urban,FB,PT,0,0,0
11238,Bay State LLC,Full Reporter,Urban,FB,DO,2,2,4
11239,"Hyannis Harbor Tours, Inc. ",Full Reporter,Urban,FB,DO,0,0,0
20002,Capital District Transportation Authority,Full Reporter,Urban,CB,PT,7,4,11
20002,Capital District Transportation Authority,Full Reporter,Urban,DR,DO,31,63,94
20002,Capital District Transportation Authority,Full Reporter,Urban,DR,PT,246,66,312
20002,Capital District Transportation Authority,Full Reporter,Urban,MB,DO,562,942,1504
20002,Capital District Transportation Authority,Full Reporter,Urban,VP,PT,1,1,2
20003,Broome County,Full Reporter,Urban,DR,DO,0,5,5
20003,Broome County,Full Reporter,Urban,MB,DO,123,466,589
20004,Niagara Frontier Transportation Authority,Full Reporter,Urban,DR,DO,29,37,66
20004,Niagara Frontier Transportation Authority,Full Reporter,Urban,LR,DO,52,27,79
20004,Niagara Frontier Transportation Authority,Full Reporter,Urban,MB,DO,1056,830,1886
20006,City of Long Beach,Full Reporter,Urban,DR,DO,0,1,1
20006,City of Long Beach,Full Reporter,Urban,MB,DO,0,2,2
20008,MTA New York City Transit,Full Reporter,Urban,CB,DO,377,84,461
20008,MTA New York City Transit,Full Reporter,Urban,DR,PT,625,491,1116
20008,MTA New York City Transit,Full Reporter,Urban,HR,DO,2517,18806,21323
20008,MTA New York City Transit,Full Reporter,Urban,MB,DO,7687,2408,10095
20008,MTA New York City Transit,Full Reporter,Urban,RB,DO,289,110,399
20010,Dutchess County,Full Reporter,Urban,DR,DO,21,9,30
20010,Dutchess County,Full Reporter,Urban,MB,DO,49,10,59
20018,Central New York Regional Transportation Authority,Full Reporter,Urban,DR,DO,44,66,110
20018,Central New York Regional Transportation Authority,Full Reporter,Urban,DR,PT,9,10,19
20018,Central New York Regional Transportation Authority,Full Reporter,Urban,MB,DO,169,265,434
20071,Town of Huntington,Full Reporter,Urban,DR,DO,3,2,5
20071,Town of Huntington,Full Reporter,Urban,MB,DO,22,66,88
20072,Suffolk County ,Full Reporter,Urban,DR,PT,36,33,69
20072,Suffolk County ,Full Reporter,Urban,MB,PT,573,160,733
20075,Port Authority Transit Corporation,Full Reporter,Urban,HR,DO,206,108,314
20076,Westchester County,Full Reporter,Urban,DR,PT,22,123,145
20076,Westchester County,Full Reporter,Urban,MB,PT,1064,381,1445
20078,"Metro-North Commuter Railroad Company, dba: MTA Metro-North Railroad",Full Reporter,Urban,CR,DO,75,0,75
20078,"Metro-North Commuter Railroad Company, dba: MTA Metro-North Railroad",Full Reporter,Urban,FB,PT,0,0,0
20078,"Metro-North Commuter Railroad Company, dba: MTA Metro-North Railroad",Full Reporter,Urban,MB,PT,50,2,52
20080,New Jersey Transit Corporation,Full Reporter,Urban,CR,DO,259,196,455
20080,New Jersey Transit Corporation,Full Reporter,Urban,DR,PT,337,269,606
20080,New Jersey Transit Corporation,Full Reporter,Urban,LR,DO,103,38,141
20080,New Jersey Transit Corporation,Full Reporter,Urban,LR,PT,249,59,308
20080,New Jersey Transit Corporation,Full Reporter,Urban,MB,DO,5104,3771,8875
20080,New Jersey Transit Corporation,Full Reporter,Urban,MB,PT,395,260,655
20080,New Jersey Transit Corporation,Full Reporter,Urban,VP,PT,9,2,11
20080,New Jersey Transit Corporation,Full Reporter,Urban,YR,PT,181,11,192
20082,New York City Department of Transportation,Full Reporter,Urban,CB,PT,0,0,0
20082,New York City Department of Transportation,Full Reporter,Urban,FB,DO,9,9,18
20084,County of Rockland ,Full Reporter,Urban,DR,DO,23,15,38
20084,County of Rockland ,Full Reporter,Urban,MB,PT,141,10,151
20096,Putnam County ,Full Reporter,Urban,DR,PT,0,1,1
20096,Putnam County ,Full Reporter,Urban,MB,PT,1,12,13
20098,Port Authority Trans-Hudson Corporation,Full Reporter,Urban,HR,DO,134,135,269
20099,Staten Island Rapid Transit Operating Authority,Full Reporter,Urban,HR,DO,39,0,39
20100,MTA Long Island Rail Road,Full Reporter,Urban,CR,DO,94,3,97
20113,Regional Transit Service - Monroe County,Full Reporter,Urban,DR,DO,83,15,98
20113,Regional Transit Service - Monroe County,Full Reporter,Urban,MB,DO,186,47,233
20113,Regional Transit Service - Monroe County,Full Reporter,Urban,VP,PT,1,0,1
20122,"Academy Lines, Inc.",Full Reporter,Urban,CB,DO,3,113,116
20126,"Hudson Transit Lines, Inc.",Full Reporter,Urban,CB,DO,122,10,132
20128,Suburban Transit Corporation,Full Reporter,Urban,CB,DO,3,15,18
20135,Monsey New Square Trails Corporation,Full Reporter,Urban,CB,DO,17,34,51
20145,Tompkins Consolidated Area Transit,Full Reporter,Urban,DR,PT,1,0,1
20145,Tompkins Consolidated Area Transit,Full Reporter,Urban,MB,DO,70,40,110
20149,"Rockland Coaches, Inc.",Full Reporter,Urban,CB,DO,2,18,20
20161,DeCamp Bus Lines,Full Reporter,Urban,CB,DO,11,13,24
20163,"Lakeland Bus Lines, Inc.",Full Reporter,Urban,CB,DO,3,12,15
20166,"Orange-Newark-Elizabeth, Inc.",Full Reporter,Urban,MB,DO,5,19,24
20169,"Trans-Bridge Lines, Inc. ",Full Reporter,Urban,CB,DO,70,48,118
20175,Private Transportation Corporation,Full Reporter,Urban,MB,PT,6,11,17
20177,"Adirondack Transit Lines, Inc,",Full Reporter,Urban,CB,DO,52,9,61
20178,Ulster County ,Full Reporter,Urban,DR,DO,1,1,2
20178,Ulster County ,Full Reporter,Urban,MB,DO,59,30,89
20188,MTA Bus Company,Full Reporter,Urban,MB,DO,3868,2129,5997
20190,Port Imperial Ferry Corporation,Full Reporter,Urban,FB,DO,0,0,0
20190,Port Imperial Ferry Corporation,Full Reporter,Urban,MB,DO,0,0,0
20192,Bergen County,Full Reporter,Urban,DR,DO,0,68,68
20192,Bergen County,Full Reporter,Urban,MB,DO,0,4,4
20199,County of Atlantic,Full Reporter,Urban,DR,DO,113,69,182
20204,"Senior Citizens United Community Services of Camden County, Inc.",Full Reporter,Urban,DR,DO,6,0,6
20206,County of Nassau,Full Reporter,Urban,DR,PT,71,28,99
20206,County of Nassau,Full Reporter,Urban,MB,PT,2363,299,2662
20209,Somerset County,Full Reporter,Urban,DR,DO,42,26,68
20209,Somerset County,Full Reporter,Urban,MB,DO,12,9,21
20217,"Hampton Jitney, Inc.",Full Reporter,Urban,CB,DO,8,11,19
20223,Cape May Lewes Ferry,Full Reporter,Urban,FB,DO,2,0,2
20226,"SeaStreak, LLC",Full Reporter,Urban,FB,DO,2,0,2
20228,"Enterprise Holdings, LLC",Full Reporter,Urban,VP,PT,0,0,0
22930,New York City Economic Development Corporation,Full Reporter,Urban,FB,PT,787,51,838
22930,New York City Economic Development Corporation,Full Reporter,Urban,MB,PT,5,3,8
30001,Kanawha Valley Regional Transportation Authority,Full Reporter,Urban,DR,DO,7,10,17
30001,Kanawha Valley Regional Transportation Authority,Full Reporter,Urban,MB,DO,150,722,872
30002,The Tri-State Transit Authority,Full Reporter,Urban,DR,DO,5,42,47
30002,The Tri-State Transit Authority,Full Reporter,Urban,MB,DO,8,328,336
30006,Greater Richmond Transit Company,Full Reporter,Urban,DR,PT,136,48,184
30006,Greater Richmond Transit Company,Full Reporter,Urban,MB,DO,579,282,861
30006,Greater Richmond Transit Company,Full Reporter,Urban,MB,PT,0,0,0
30006,Greater Richmond Transit Company,Full Reporter,Urban,RB,DO,52,39,91
30006,Greater Richmond Transit Company,Full Reporter,Urban,VP,PT,0,2,2
30007,Greater Roanoke Transit Company,Full Reporter,Urban,DR,PT,5,52,57
30007,Greater Roanoke Transit Company,Full Reporter,Urban,MB,DO,15,88,103
30008,Greater Lynchburg Transit Company,Full Reporter,Urban,DR,DO,2,3,5
30008,Greater Lynchburg Transit Company,Full Reporter,Urban,MB,DO,18,19,37
30010,Lehigh and Northampton Transportation Authority,Full Reporter,Urban,DR,PT,15,20,35
30010,Lehigh and Northampton Transportation Authority,Full Reporter,Urban,MB,DO,62,260,322
30011,Altoona Metro Transit,Full Reporter,Urban,DR,DO,0,0,0
30011,Altoona Metro Transit,Full Reporter,Urban,DR,PT,6,0,6
30011,Altoona Metro Transit,Full Reporter,Urban,MB,DO,14,3,17
30012,Cambria County Transit Authority,Full Reporter,Urban,DR,DO,42,2,44
30012,Cambria County Transit Authority,Full Reporter,Urban,IP,DO,0,0,0
30012,Cambria County Transit Authority,Full Reporter,Urban,MB,DO,353,67,420
30013,Erie Metropolitan Transit Authority,Full Reporter,Urban,DR,DO,8,5,13
30013,Erie Metropolitan Transit Authority,Full Reporter,Urban,MB,DO,14,1,15
30014,Cumberland Dauphin-Harrisburg Transit Authority,Full Reporter,Urban,DR,DO,5,2,7
30014,Cumberland Dauphin-Harrisburg Transit Authority,Full Reporter,Urban,DR,PT,12,18,30
30014,Cumberland Dauphin-Harrisburg Transit Authority,Full Reporter,Urban,MB,DO,130,77,207
30014,Cumberland Dauphin-Harrisburg Transit Authority,Full Reporter,Urban,MB,PT,3,2,5
30015,Luzerne County Transportation Authority,Full Reporter,Urban,DR,DO,4,5,9
30015,Luzerne County Transportation Authority,Full Reporter,Urban,MB,DO,69,139,208
30019,Southeastern Pennsylvania Transportation Authority,Full Reporter,Urban,CR,DO,183,167,350
30019,Southeastern Pennsylvania Transportation Authority,Full Reporter,Urban,DR,PT,306,237,543
30019,Southeastern Pennsylvania Transportation Authority,Full Reporter,Urban,HR,DO,43,119,162
30019,Southeastern Pennsylvania Transportation Authority,Full Reporter,Urban,MB,DO,4768,1807,6575
30019,Southeastern Pennsylvania Transportation Authority,Full Reporter,Urban,MB,PT,4,2,6
30019,Southeastern Pennsylvania Transportation Authority,Full Reporter,Urban,SR,DO,11,201,212
30019,Southeastern Pennsylvania Transportation Authority,Full Reporter,Urban,TB,DO,256,55,311
30022,Port Authority of Allegheny County,Full Reporter,Urban,DR,PT,105,91,196
30022,Port Authority of Allegheny County,Full Reporter,Urban,IP,DO,6,3,9
30022,Port Authority of Allegheny County,Full Reporter,Urban,LR,DO,331,97,428
30022,Port Authority of Allegheny County,Full Reporter,Urban,MB,DO,2772,355,3127
30023,Beaver County Transit Authority,Full Reporter,Urban,DR,DO,1,1,2
30023,Beaver County Transit Authority,Full Reporter,Urban,MB,DO,0,2,2
30025,County of Lackawanna Transit System,Full Reporter,Urban,DR,DO,5,11,16
30025,County of Lackawanna Transit System,Full Reporter,Urban,DR,PT,0,6,6
30025,County of Lackawanna Transit System,Full Reporter,Urban,MB,DO,2,2,4
30025,County of Lackawanna Transit System,Full Reporter,Urban,MB,PT,3,3,6
30026,City of Williamsport,Full Reporter,Urban,DR,PT,7,0,7
30026,City of Williamsport,Full Reporter,Urban,MB,DO,69,23,92
30027,Central Pennsylvania Transportation Authority,Full Reporter,Urban,CB,DO,10,4,14
30027,Central Pennsylvania Transportation Authority,Full Reporter,Urban,CB,PT,2,6,8
30027,Central Pennsylvania Transportation Authority,Full Reporter,Urban,DR,DO,21,10,31
30027,Central Pennsylvania Transportation Authority,Full Reporter,Urban,DR,PT,3,11,14
30027,Central Pennsylvania Transportation Authority,Full Reporter,Urban,MB,DO,54,133,187
30027,Central Pennsylvania Transportation Authority,Full Reporter,Urban,MB,PT,4,9,13
30030,Washington Metropolitan Area Transit Authority,Full Reporter,Urban,DR,PT,0,0,0
30030,Washington Metropolitan Area Transit Authority,Full Reporter,Urban,HR,DO,298,3,301
30030,Washington Metropolitan Area Transit Authority,Full Reporter,Urban,MB,DO,3329,1666,4995
30030,Washington Metropolitan Area Transit Authority,Full Reporter,Urban,MB,PT,95,41,136
30034,Maryland Transit Administration,Full Reporter,Urban,CB,PT,160,1,161
30034,Maryland Transit Administration,Full Reporter,Urban,CR,PT,84,0,84
30034,Maryland Transit Administration,Full Reporter,Urban,DR,DO,9,2,11
30034,Maryland Transit Administration,Full Reporter,Urban,DR,PT,441,226,667
30034,Maryland Transit Administration,Full Reporter,Urban,HR,DO,526,202,728
30034,Maryland Transit Administration,Full Reporter,Urban,LR,DO,384,116,500
30034,Maryland Transit Administration,Full Reporter,Urban,MB,DO,2562,188,2750
30035,Ohio Valley Regional Transportation Authority,Full Reporter,Urban,DR,DO,0,4,4
30035,Ohio Valley Regional Transportation Authority,Full Reporter,Urban,MB,DO,1,68,69
30044,Westmoreland County ,Full Reporter,Urban,DR,DO,12,17,29
30044,Westmoreland County ,Full Reporter,Urban,MB,DO,14,21,35
30045,"JAUNT, Inc.",Full Reporter,Urban,CB,DO,11,6,17
30045,"JAUNT, Inc.",Full Reporter,Urban,DR,DO,40,25,65
30051,"Montgomery County, Maryland",Full Reporter,Urban,DR,DO,0,0,0
30051,"Montgomery County, Maryland",Full Reporter,Urban,MB,DO,168,1750,1918
30054,Centre Area Transportation Authority,Full Reporter,Urban,DR,PT,4,0,4
30054,Centre Area Transportation Authority,Full Reporter,Urban,MB,DO,85,68,153
30054,Centre Area Transportation Authority,Full Reporter,Urban,VP,DO,0,0,0
30057,Pennsylvania Department of Transportation,Full Reporter,Urban,CR,PT,8,0,8
30058,City of Fairfax,Full Reporter,Urban,MB,DO,84,28,112
30061,Mid Mon Valley Transit Authority,Full Reporter,Urban,MB,PT,59,32,91
30068,"Fairfax County, VA",Full Reporter,Urban,MB,PT,1731,237,1968
30070,Potomac and Rappahannock Transportation Commission,Full Reporter,Urban,CB,PT,195,66,261
30070,Potomac and Rappahannock Transportation Commission,Full Reporter,Urban,DR,PT,0,0,0
30070,Potomac and Rappahannock Transportation Commission,Full Reporter,Urban,MB,PT,323,62,385
30070,Potomac and Rappahannock Transportation Commission,Full Reporter,Urban,VP,PT,9,8,17
30071,City of Alexandria ,Full Reporter,Urban,DR,PT,12,0,12
30071,City of Alexandria ,Full Reporter,Urban,MB,DO,56,76,132
