State NTD ID,NTD ID,Agency Name,Reporter Type,Group Plan Sponsor NTD ID,Group Plan Sponsor Name,Primary Mode Served,Secondary Modes Served,Reporting Module,Fleet ID,Agency Service Fleet ID,Service Fleet Name,Year of Manufacture,Vehicle Type,Number of Vehicles,Useful Life Benchmark,Percent Agency Capital Responsibility,Estimated Cost,Year Dollar of the Estimated Cost,Separate Asset Flag,Notes
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2402,EXA536,NRV 102,2015,Automobiles,1,10,100,"$17,544 ",2015,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2403,EXA537,NRV 103,2015,Automobiles,1,10,100,"$17,544 ",2015,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2404,EXA538,NRV 104,2015,Automobiles,1,10,100,"$17,544 ",2015,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2406,EXA540,NRV 106,2015,Automobiles,1,10,100,"$17,544 ",2015,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2407,EXA541,NRV 107,2015,Automobiles,1,10,100,"$28,261 ",2015,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2409,EXA543,NRV 109,2015,Automobiles,1,10,100,"$17,544 ",2015,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2410,EXA544,NRV 110,2015,Automobiles,1,10,100,"$17,544 ",2015,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2411,EXA545,NRV 111,2015,Automobiles,1,10,100,"$17,544 ",2015,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2413,EXA547,NRV 113,2015,Automobiles,1,10,100,"$28,261 ",2015,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2414,EXA548,NRV 114,2015,Automobiles,1,10,100,"$28,261 ",2015,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2415,EXA549,NRV 115,2015,Automobiles,1,10,100,"$17,544 ",2015,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2416,EXA550,NRV 116,2016,Automobiles,1,4,100,"$17,544 ",2016,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2417,EXA551,NRV 117,2016,Automobiles,1,10,100,"$25,852 ",2016,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2418,EXA552,NRV 118,2016,Automobiles,1,10,100,"$25,852 ",2016,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2419,EXA553,NRV 119,2016,Automobiles,1,10,100,"$25,852 ",2016,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2420,EXA554,NRV 120,2016,Automobiles,1,10,100,"$25,852 ",2016,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2421,EXA555,NRV 121,2016,Automobiles,1,10,100,"$20,811 ",2016,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2422,EXA556,NRV 122,2016,Automobiles,1,10,100,"$20,811 ",2016,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2423,EXA557,NRV 123,2016,Automobiles,1,10,100,"$20,561 ",2016,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2424,EXA558,NRV 124,2016,Automobiles,1,10,100,"$20,561 ",2016,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2425,EXA559,NRV 125,2016,Automobiles,1,10,100,"$24,257 ",2016,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2426,EXA560,NRV 126,2017,Automobiles,1,10,100,"$24,548 ",2017,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2427,EXA561,NRV 127,2017,Automobiles,1,10,100,"$30,527 ",2017,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2428,EXA562,NRV 128,2017,Automobiles,1,10,100,"$29,028 ",2017,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2429,EXA563,NRV 129,2017,Automobiles,1,10,100,"$29,028 ",2017,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2430,EXA564,NRV 130,2017,Automobiles,1,10,100,"$28,028 ",2017,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2431,EXA565,NRV 131,2017,Automobiles,1,10,100,"$29,001 ",2017,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2432,EXA566,NRV 132,2017,Automobiles,1,10,100,"$29,001 ",2017,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2433,EXA567,NRV 133,2017,Automobiles,1,10,100,"$29,878 ",2017,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2434,EXA568,NRV 134,2017,Automobiles,1,10,100,"$29,878 ",2017,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2435,EXA569,NRV 135,2017,Automobiles,1,10,100,"$23,285 ",2017,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2436,EXA570,NRV 136,2017,Automobiles,1,10,100,"$23,285 ",2017,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2440,EXP156,NRV 140,2002,Trucks and other Rubber Tire Vehicles,1,15,100,"$15,273 ",2002,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2441,EXP161,NRV 141,2002,Trucks and other Rubber Tire Vehicles,1,12,100,"$44,027 ",2002,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2443,EXP166,NRV 143,2003,Trucks and other Rubber Tire Vehicles,1,15,100,"$17,903 ",2003,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2446,EXP179,NRV 146,2004,Trucks and other Rubber Tire Vehicles,1,15,100,"$23,664 ",2004,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2447,EXP180,NRV 147,2005,Trucks and other Rubber Tire Vehicles,1,15,100,"$23,664 ",2005,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2450,EXP192,NRV 150,2005,Trucks and other Rubber Tire Vehicles,1,15,100,"$26,519 ",2005,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2451,EXP195,NRV 151,2006,Trucks and other Rubber Tire Vehicles,1,12,100,"$41,775 ",2006,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2452,EXP196,NRV 152,2006,Trucks and other Rubber Tire Vehicles,1,12,100,"$18,369 ",2006,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2453,EXP197,NRV 153,2006,Trucks and other Rubber Tire Vehicles,1,12,100,"$24,724 ",2006,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2454,EXP199,NRV 154,2007,Trucks and other Rubber Tire Vehicles,1,12,100,"$21,833 ",2007,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2455,EXP202,NRV 155,2007,Trucks and other Rubber Tire Vehicles,1,12,100,"$18,341 ",2007,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2456,EXP203,NRV 156,2007,Trucks and other Rubber Tire Vehicles,1,15,100,"$18,341 ",2007,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2457,EXP204,NRV 157,2007,Trucks and other Rubber Tire Vehicles,1,15,100,"$25,382 ",2007,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2458,EXP205,NRV 158,2007,Trucks and other Rubber Tire Vehicles,1,15,100,"$25,122 ",2007,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2459,EXP206,NRV 159,2007,Trucks and other Rubber Tire Vehicles,1,15,100,"$14,005 ",2007,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2460,EXP208,NRV 160,2007,Trucks and other Rubber Tire Vehicles,1,15,100,"$18,378 ",2007,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2461,EXP210,NRV 161,2007,Trucks and other Rubber Tire Vehicles,1,15,100,"$18,378 ",2007,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2462,EXP211,NRV 162,2007,Trucks and other Rubber Tire Vehicles,1,12,100,"$19,054 ",2007,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2463,EXP212,NRV 163,2007,Trucks and other Rubber Tire Vehicles,1,12,100,"$25,122 ",2007,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2464,EXP213,NRV 164,2007,Trucks and other Rubber Tire Vehicles,1,15,100,"$25,122 ",2007,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2465,EXP214,NRV 165,2007,Trucks and other Rubber Tire Vehicles,1,15,100,"$25,122 ",2007,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2466,EXP215,NRV 166,2007,Trucks and other Rubber Tire Vehicles,1,15,100,"$25,122 ",2007,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2467,EXP216,NRV 167,2008,Trucks and other Rubber Tire Vehicles,1,15,100,"$25,475 ",2008,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2468,EXP217,NRV 168,2008,Trucks and other Rubber Tire Vehicles,1,15,100,"$37,285 ",2008,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2469,EXP219,NRV 169,2008,Trucks and other Rubber Tire Vehicles,1,15,100,"$25,406 ",2008,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2470,EXP220,NRV 170,2008,Trucks and other Rubber Tire Vehicles,1,15,100,"$25,406 ",2008,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2471,EXP221,NRV 171,2008,Trucks and other Rubber Tire Vehicles,1,15,100,"$21,766 ",2008,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2472,EXP223,NRV 172,2008,Trucks and other Rubber Tire Vehicles,1,15,100,"$34,712 ",2008,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2473,EXP224,NRV 173,2008,Trucks and other Rubber Tire Vehicles,1,15,100,"$18,095 ",2008,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2474,EXP226,NRV 174,2008,Trucks and other Rubber Tire Vehicles,1,15,100,"$18,095 ",2008,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2475,EXP227,NRV 175,2008,Trucks and other Rubber Tire Vehicles,1,15,100,"$18,095 ",2008,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2476,EXP228,NRV 176,2008,Trucks and other Rubber Tire Vehicles,1,15,100,"$25,484 ",2008,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2477,EXP229,NRV 177,2009,Trucks and other Rubber Tire Vehicles,1,15,100,"$25,484 ",2009,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2478,EXP230,NRV 178,2009,Trucks and other Rubber Tire Vehicles,1,15,100,"$45,695 ",2009,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,TB,Urban,2479,EXP231,NRV 179,2009,Trucks and other Rubber Tire Vehicles,1,15,100,"$31,427 ",2009,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2480,EXP232,NRV 180,2009,Trucks and other Rubber Tire Vehicles,1,15,100,"$30,319 ",2009,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2482,EXP234,NRV 182,2010,Trucks and other Rubber Tire Vehicles,1,15,100,"$32,571 ",2010,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2484,EXP238,NRV 184,2010,Trucks and other Rubber Tire Vehicles,1,15,100,"$32,407 ",2010,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2485,EXP239,NRV 185,2010,Trucks and other Rubber Tire Vehicles,1,15,100,"$32,407 ",2010,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2486,EXP240,NRV 186,2010,Trucks and other Rubber Tire Vehicles,1,15,100,"$32,407 ",2010,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2487,EXP241,NRV 187,2011,Trucks and other Rubber Tire Vehicles,1,12,100,"$31,736 ",2011,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2490,EXP245,NRV 190,2011,Trucks and other Rubber Tire Vehicles,1,12,100,"$16,894 ",2011,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2491,EXP246,NRV 191,2011,Trucks and other Rubber Tire Vehicles,1,5,100,"$16,894 ",2011,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2492,EXP247,NRV 192,2013,Trucks and other Rubber Tire Vehicles,1,5,100,"$23,306 ",2013,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2493,EXP248,NRV 193,2013,Trucks and other Rubber Tire Vehicles,1,5,100,"$25,840 ",2013,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2494,EXP249,NRV 194,2013,Trucks and other Rubber Tire Vehicles,1,10,100,"$23,882 ",2013,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2495,EXP250,NRV 195,2013,Trucks and other Rubber Tire Vehicles,1,10,100,"$23,882 ",2013,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2496,EXP251,NRV 196,2013,Trucks and other Rubber Tire Vehicles,1,10,100,"$25,147 ",2013,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2497,EXP252,NRV 197,2013,Trucks and other Rubber Tire Vehicles,1,10,100,"$23,882 ",2013,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2498,EXP253,NRV 198,2013,Trucks and other Rubber Tire Vehicles,1,10,100,"$25,780 ",2013,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2502,EXP257,NRV 202,2013,Trucks and other Rubber Tire Vehicles,1,10,100,"$21,402 ",2013,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2504,EXP259,NRV 204,2013,Trucks and other Rubber Tire Vehicles,1,10,100,"$22,265 ",2013,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2505,EXP260,NRV 205,2013,Trucks and other Rubber Tire Vehicles,1,10,100,"$30,239 ",2013,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2506,EXP261,NRV 206,2013,Trucks and other Rubber Tire Vehicles,1,10,100,"$23,604 ",2013,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2507,EXP262,NRV 207,2013,Trucks and other Rubber Tire Vehicles,1,10,100,"$24,113 ",2013,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2508,EXP264,NRV 208,2014,Trucks and other Rubber Tire Vehicles,1,10,100,"$25,106 ",2014,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2509,EXP265,NRV 209,2014,Trucks and other Rubber Tire Vehicles,1,10,100,"$25,848 ",2014,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2510,EXP266,NRV 210,2013,Trucks and other Rubber Tire Vehicles,1,10,100,"$24,223 ",2013,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2511,EXP267,NRV 211,2014,Trucks and other Rubber Tire Vehicles,1,10,100,"$25,106 ",2014,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2512,EXP268,NRV 212,2013,Trucks and other Rubber Tire Vehicles,1,10,100,"$32,946 ",2013,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2513,EXP269,NRV 213,2014,Trucks and other Rubber Tire Vehicles,1,10,100,"$31,812 ",2014,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2514,EXP270,NRV 214,2015,Trucks and other Rubber Tire Vehicles,1,10,100,"$23,604 ",2015,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2515,EXP271,NRV 215,2015,Trucks and other Rubber Tire Vehicles,1,10,100,"$37,436 ",2015,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,TB,Urban,2516,EXP272,NRV 216,2015,Trucks and other Rubber Tire Vehicles,1,10,100,"$28,967 ",2015,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2517,EXP273,NRV 217,2015,Trucks and other Rubber Tire Vehicles,1,10,100,"$27,107 ",2015,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2518,EXP274,NRV 218,2015,Trucks and other Rubber Tire Vehicles,1,10,100,"$27,107 ",2015,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2519,EXP275,NRV 219,2015,Trucks and other Rubber Tire Vehicles,1,10,100,"$40,593 ",2015,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2520,EXP276,NRV 220,2015,Trucks and other Rubber Tire Vehicles,1,10,100,"$33,180 ",2015,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2523,EXP279,NRV 223,2016,Trucks and other Rubber Tire Vehicles,1,10,100,"$37,308 ",2016,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2524,EXP280,NRV 224,2016,Trucks and other Rubber Tire Vehicles,1,10,100,"$37,308 ",2016,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2525,EXP281,NRV 225,2016,Trucks and other Rubber Tire Vehicles,1,10,100,"$30,284 ",2016,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2526,EXP282,NRV 226,2016,Trucks and other Rubber Tire Vehicles,1,10,100,"$37,308 ",2016,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2527,EXP283,NRV 227,2016,Trucks and other Rubber Tire Vehicles,1,10,100,"$37,308 ",2016,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2528,EXP284,NRV 228,2016,Trucks and other Rubber Tire Vehicles,1,10,100,"$37,308 ",2016,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2529,EXP285,NRV 229,2016,Trucks and other Rubber Tire Vehicles,1,10,100,"$37,308 ",2016,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,TB,Urban,2530,EXP286,NRV 230,2017,Trucks and other Rubber Tire Vehicles,1,10,100,"$39,061 ",2017,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2531,EXP287,NRV 231,2016,Trucks and other Rubber Tire Vehicles,1,10,100,"$25,390 ",2016,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2532,EXP288,NRV 232,2016,Trucks and other Rubber Tire Vehicles,1,10,100,"$25,390 ",2016,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2533,EXP289,NRV 233,2016,Trucks and other Rubber Tire Vehicles,1,10,100,"$47,653 ",2016,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2534,EXP290,NRV 234,2016,Trucks and other Rubber Tire Vehicles,1,10,100,"$58,690 ",2016,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2535,EXP291,NRV 235,2016,Trucks and other Rubber Tire Vehicles,1,4,100,"$25,390 ",2016,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2536,EXP292,NRV 236,2016,Trucks and other Rubber Tire Vehicles,1,10,100,"$35,820 ",2016,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2537,EXP293,NRV 237,2017,Trucks and other Rubber Tire Vehicles,1,10,100,"$42,134 ",2017,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2538,EXP294,NRV 238,2016,Trucks and other Rubber Tire Vehicles,1,10,100,"$29,663 ",2016,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2539,EXP295,NRV 239,2017,Trucks and other Rubber Tire Vehicles,1,10,100,"$29,663 ",2017,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2540,EXP296,NRV 240,2017,Trucks and other Rubber Tire Vehicles,1,10,100,"$34,384 ",2017,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2541,EXP297,NRV 241,2017,Trucks and other Rubber Tire Vehicles,1,4,100,"$34,384 ",2017,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2542,EXP298,NRV 242,2017,Trucks and other Rubber Tire Vehicles,1,5,100,"$34,384 ",2017,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2543,EXP299,NRV 243,2017,Trucks and other Rubber Tire Vehicles,1,10,100,"$41,037 ",2017,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2544,EXP300,NRV 244,2017,Trucks and other Rubber Tire Vehicles,1,10,100,"$34,384 ",2017,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2545,EXP301,NRV 245,2017,Trucks and other Rubber Tire Vehicles,1,10,100,"$34,384 ",2017,N,
