NTD ID,Agency Name,Reporter Type,Reporting Module,Mode,TOS,Contractee NTD ID,Contractee Operator Name,Reporter Contractual Position,Type of Contract,Primary Feature,Buyer Supplies Vehicles to Seller,Buyer Provides Maintenance Facility to Seller,Other Public Assets Provided,Other Public Assets Provided Desc,Service Captured,Other Party,Fares Retained by, VOMS Under Contract ,Months Seller Operated in FY, PT Fare Revenues/Passenger Fees , Passenger Out of Pocket Expenses , Direct Payment/Agency Subsidy , Contract Capital Leasing Expenses , Other Operating Expenses Incurred by the Buyer , Total Modal Expenses , Other Reconciling Item Expenses Incurred by the Buyer 
8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter: Operating,Urban,DR,PT,Entity that Does Not Report to NTD,First Transit,The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,Y,Y,,,In This Report,,Buyer,93,3,"$1,319,091.00 ",$0.00 ,"$5,142,697.00 ",$0.00 ,"$2,666,513.00 ","$7,809,210.00 ",$0.00 
8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter: Operating,Urban,DR,PT,Entity that Does Not Report to NTD,Transdev,The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,Y,Y,,,In This Report,,Buyer,138,9,"$3,957,274.00 ",$0.00 ,"$15,428,090.00 ",$0.00 ,"$7,999,540.00 ","$23,427,630.00 ",$0.00 
8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter: Operating,Urban,DR,TX,Entity that Does Not Report to NTD,Broadway Cab,The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,N,N,,,In This Report,,Buyer,19,12,"$475,061.00 ",$0.00 ,"$1,586,606.00 ",$0.00 ,"$736,240.00 ","$2,306,980.00 ",$0.00 
8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter: Operating,Urban,SR,PT,58,City of Portland,The Reporter is the Seller,Negotiated Contract or Agreement,"The Buyer Reimburses the Seller's Net Operating Expenses, Based on Approved Budget",Y,Y,,,In Another Report,Is a Public Entity,Buyer,12,12,"$1,062,102.00 ",$0.00 ,"$11,400,544.00 ",$0.00 ,$0.00 ,"$11,400,544.00 ",$0.00 
8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter: Operating,Urban,YR,PT,Entity that Does Not Report to NTD,Portland & Western Railroad,The Reporter is the Buyer,Negotiated Contract or Agreement,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,Y,Y,,,In This Report,,Buyer,4,12,"$74,761.00 ",$0.00 ,"$2,102,589.00 ",$0.00 ,"$6,782,785.00 ","$8,885,374.00 ",$0.00 
11,Valley Regional Transit,Full Reporter: Operating,Urban,DR,PT,Entity that Does Not Report to NTD,Eagle Senior Center,The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,Y,Y,N,,In This Report,,Buyer,4,12,$0.00 ,$0.00 ,"$217,056.00 ",$0.00 ,"$190,448.00 ","$407,504.00 ",$0.00 
11,Valley Regional Transit,Full Reporter: Operating,Urban,DR,PT,Entity that Does Not Report to NTD,First Transit Inc.,The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,Y,Y,N,,In This Report,,Buyer,18,12,"$85,943.00 ",$0.00 ,"$2,640,881.00 ",$0.00 ,"$1,740,646.00 ","$4,381,527.00 ",$0.00 
11,Valley Regional Transit,Full Reporter: Operating,Urban,DR,PT,Entity that Does Not Report to NTD,Harvest Transit,The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,Y,Y,N,,In This Report,,Buyer,3,12,$0.00 ,$0.00 ,"$252,555.00 ",$0.00 ,"$190,448.00 ","$443,003.00 ",$0.00 
11,Valley Regional Transit,Full Reporter: Operating,Urban,DR,PT,Entity that Does Not Report to NTD,METRO Community Services,The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,Y,Y,N,,In This Report,,Buyer,3,12,$0.00 ,$0.00 ,"$328,645.00 ",$0.00 ,"$253,929.00 ","$582,574.00 ",$0.00 
11,Valley Regional Transit,Full Reporter: Operating,Urban,DR,PT,Entity that Does Not Report to NTD,Supportive Housing and Innovating Partners,The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,Y,Y,N,,In This Report,,Buyer,4,12,$0.00 ,$0.00 ,"$329,063.00 ",$0.00 ,"$190,447.00 ","$519,510.00 ",$0.00 
11,Valley Regional Transit,Full Reporter: Operating,Urban,MB,PT,Entity that Does Not Report to NTD,First Transit Inc.,The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,Y,Y,N,,In This Report,,Buyer,38,12,"$677,326.00 ",$0.00 ,"$7,001,757.00 ",$0.00 ,"$6,181,644.00 ","$13,183,401.00 ",$0.00 
12,Municipality of Anchorage,Full Reporter: Operating,Urban,DR,PT,Entity that Does Not Report to NTD,MV Transportion,The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,Y,Y,N,,In This Report,,Buyer,33,12,"$587,650.00 ",$0.00 ,"$4,820,653.00 ",$0.00 ,"$1,022,501.00 ","$5,843,154.00 ",$0.00 
12,Municipality of Anchorage,Full Reporter: Operating,Urban,VP,PT,Entity that Does Not Report to NTD,Enterprise Holdings,The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,,,,,In This Report,,Seller,88,12,"$1,028,589.00 ","$372,120.00 ","$328,161.00 ",$0.00 ,"$154,618.00 ","$1,105,911.00 ",$0.00 
15,Snoqualmie Indian Tribe,Small Systems Reporter,Tribe,,,317,Mt Si Senior Center,The Reporter is the Buyer,Subsidized,,,,,,In Another Report,Is a Private Company,Seller,0,0,$0.00 ,$0.00 ,"$124,999.00 ",$0.00 ,$0.00 ,"$124,999.00 ",$0.00 
16,RiverCities Transit,Full Reporter: Operating,Urban,DR,PT,Entity that Does Not Report to NTD,Paratransit Services,The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,Y,Y,,,In This Report,,Buyer,10,12,"$19,475.00 ",$0.00 ,"$1,031,621.00 ",$0.00 ,"$386,234.00 ","$1,417,855.00 ",$0.00 
18,Ben Franklin Transit,Full Reporter: Operating,Urban,DR,PT,Entity that Does Not Report to NTD,The ARC of the Tri-Cities,The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,Y,Y,N,,In This Report,,Buyer,23,12,"$13,881.00 ",$0.00 ,"$525,354.00 ",$0.00 ,"$230,703.00 ","$756,057.00 ",$0.00 
18,Ben Franklin Transit,Full Reporter: Operating,Urban,DR,PT,Entity that Does Not Report to NTD,"Via Transportation, LLC ",The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,,,,,In This Report,,Buyer,12,12,"$20,727.00 ",$0.00 ,"$2,337,076.00 ",$0.00 ,"$171,262.00 ","$2,491,702.00 ",$0.00 
20,Kitsap Transit,Full Reporter: Operating,Urban,DR,TX,Entity that Does Not Report to NTD,City Cab Taxi Services LLC,The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,N,N,N,,In This Report,,Buyer,1,12,"$2,879.00 ",$0.00 ,"$91,350.00 ",$0.00 ,"$51,802.00 ","$143,044.00 ",$0.00 
20,Kitsap Transit,Full Reporter: Operating,Urban,DR,TX,Entity that Does Not Report to NTD,Yellow Cab,The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,N,N,N,,In This Report,,Buyer,1,12,"$3,519.00 ",$0.00 ,"$118,527.00 ",$0.00 ,"$63,314.00 ","$181,709.00 ",$0.00 
23,City of Seattle,Full Reporter: Operating,Urban,MG,PT,Entity that Does Not Report to NTD,Seattle Monorail Services LLC,The Reporter is the Buyer,Negotiated Contract or Agreement,"The Buyer Reimburses the Seller's Net Operating Expenses, Based on Approved Budget",Y,Y,N,,In This Report,,Seller,8,12,"$4,319,228.00 ",$0.00 ,"($11,796.00)",$0.00 ,"$586,361.00 ","$4,893,793.00 ",$0.00 
25,Salem Area Mass Transit District,Full Reporter: Operating,Urban,DR,PT,Entity that Does Not Report to NTD,MV Transportation,The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,Y,N,,,In This Report,,Buyer,43,12,"$509,055.00 ",$0.00 ,"$2,416,140.00 ",$0.00 ,"$2,140,249.00 ","$4,492,706.00 ","$166,912.00 "
25,Salem Area Mass Transit District,Full Reporter: Operating,Urban,MB,PT,Entity that Does Not Report to NTD,MV Transportation,The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,Y,N,,,In This Report,,Buyer,11,12,"$136,837.00 ",$0.00 ,"$1,301,291.00 ",$0.00 ,"$697,162.00 ","$1,945,736.00 ","$10,620.00 "
25,Salem Area Mass Transit District,Full Reporter: Operating,Urban,VP,PT,Entity that Does Not Report to NTD,Enterprise,The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,N,N,,,In This Report,,Seller,42,12,"$197,790.00 ","$60,156.00 ","$112,993.00 ",$0.00 ,"$12,268.00 ","$238,952.00 ",$0.00 
27,Confederated Tribes of Siletz Indians,Small Systems Reporter,Tribe,,,296,Tillamook County Transportation District,The Reporter is the Buyer,Subsidized,,N,N,N,,In Another Report,Is a Public Entity,Seller,0,0,$0.00 ,$0.00 ,"$93,715.00 ",$0.00 ,"$5,126.00 ","$98,841.00 ",$0.00 
27,Confederated Tribes of Siletz Indians,Small Systems Reporter,Tribe,,,310,Lincoln County Transportation Service District,The Reporter is the Buyer,Subsidized,,N,N,N,,In Another Report,Is a Public Entity,Seller,0,0,$0.00 ,$0.00 ,"$265,885.00 ",$0.00 ,"$5,126.00 ","$271,011.00 ",$0.00 
28,County of Pierce,Full Reporter: Operating,Urban,FB,PT,Entity that Does Not Report to NTD,"Pacific Navigation Company, LLC",The Reporter is the Buyer,Negotiated Contract or Agreement,"The Buyer Reimburses the Seller's Net Operating Expenses, Based on Approved Budget",Y,N,N,,In This Report,,Buyer,2,12,"$2,979,914.00 ",$0.00 ,"$3,644,714.00 ",$0.00 ,"$6,321,737.00 ","$9,966,451.00 ",$0.00 
29,Snohomish County Public Transportation Benefit Area Corporation,Full Reporter: Operating,Urban,CB,PT,40,Central Puget Sound Regional Transit Authority,The Reporter is the Seller,Negotiated Contract or Agreement,"The Buyer Reimburses the Seller's Net Operating Expenses, Based on Approved Budget",Y,N,N,,In Another Report,Is a Public Entity,Buyer,49,12,"$2,277,213.00 ",$0.00 ,"$19,983,961.00 ",$0.00 ,$0.00 ,"$19,683,961.00 ",$0.00 
29,Snohomish County Public Transportation Benefit Area Corporation,Full Reporter: Operating,Urban,CB,PT,Entity that Does Not Report to NTD,First Transit - CT Commuter,The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,Y,Y,N,,In This Report,,Buyer,49,12,"$1,874,650.00 ",$0.00 ,"$6,458,052.00 ",$0.00 ,"$4,567,589.00 ","$11,025,641.00 ",$0.00 
29,Snohomish County Public Transportation Benefit Area Corporation,Full Reporter: Operating,Urban,DR,PT,Entity that Does Not Report to NTD,"Transdev Services, Inc. ",The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,Y,N,N,,In This Report,,Buyer,32,12,"$249,349.00 ",$0.00 ,"$7,102,295.00 ",$0.00 ,"$1,272,464.00 ","$7,951,333.00 ",$0.00 
34,Rogue Valley Transportation District,Full Reporter: Operating/Building,Urban,DR,PT,Entity that Does Not Report to NTD,Paratransit Services,The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,Y,Y,N,,In This Report,,Buyer,17,12,"$109,675.00 ",$0.00 ,"$1,718,298.00 ",$0.00 ,"$975,189.00 ","$2,693,487.00 ",$0.00 
40,Central Puget Sound Regional Transit Authority,Full Reporter: Operating,Urban,CB,DO,1,King County Department of Metro Transit,The Reporter is the Buyer,Negotiated Contract or Agreement,"The Buyer Reimburses the Seller's Net Operating Expenses, Based on Approved Budget",Y,Y,N,,In This Report,Is a Public Entity,Buyer,68,12,"$5,216,912.00 ",$0.00 ,"$52,421,738.00 ",$0.00 ,"$8,583,542.00 ","$60,964,851.00 ",$0.00 
40,Central Puget Sound Regional Transit Authority,Full Reporter: Operating,Urban,CB,DO,3,Pierce County Transportation Benefit Area Authority,The Reporter is the Buyer,Negotiated Contract or Agreement,"The Buyer Reimburses the Seller's Net Operating Expenses, Based on Approved Budget",Y,N,N,,In This Report,Is a Public Entity,Buyer,75,12,"$4,674,368.00 ",$0.00 ,"$49,157,107.00 ",$0.00 ,"$7,821,987.00 ","$55,592,728.00 ",$0.00 
40,Central Puget Sound Regional Transit Authority,Full Reporter: Operating,Urban,CB,PT,29,Snohomish County Public Transportation Benefit Area Corporation,The Reporter is the Buyer,Negotiated Contract or Agreement,"The Buyer Reimburses the Seller's Net Operating Expenses, Based on Approved Budget",Y,,,,In This Report,Is a Public Entity,Buyer,36,12,"$2,277,213.00 ",$0.00 ,"$19,983,961.00 ",$0.00 ,"$4,859,381.00 ","$24,543,342.00 ",$0.00 
40,Central Puget Sound Regional Transit Authority,Full Reporter: Operating,Urban,CR,PT,Entity that Does Not Report to NTD,Burlington Northern Santa Fe,The Reporter is the Buyer,Negotiated Contract or Agreement,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,Y,N,N,,In This Report,,Buyer,64,12,"$4,062,269.00 ",$0.00 ,"$11,599,235.00 ",$0.00 ,"$52,376,678.00 ","$63,975,913.00 ",$0.00 
40,Central Puget Sound Regional Transit Authority,Full Reporter: Operating,Urban,LR,DO,1,King County Department of Metro Transit,The Reporter is the Buyer,Negotiated Contract or Agreement,"The Buyer Reimburses the Seller's Net Operating Expenses, Based on Approved Budget",Y,Y,N,,In This Report,Is a Public Entity,Buyer,76,12,"$29,386,480.00 ",$0.00 ,"$80,571,413.00 ",$0.00 ,"$115,353,834.00 ","$195,822,767.00 ",$0.00 
43,Chelan Douglas PTBA ,Full Reporter: Operating,Urban,DR,PT,Entity that Does Not Report to NTD,Lake Chelan Hospital,The Reporter is the Buyer,Negotiated Contract or Agreement,"The Buyer Reimburses the Seller's Net Operating Expenses, Based on Approved Budget",N,,N,,In This Report,,Seller,1,12,$0.00 ,$0.00 ,"$44,265.00 ",$0.00 ,"$4,162.00 ","$47,032.00 ",$0.00 
43,Chelan Douglas PTBA ,Full Reporter: Operating,Urban,DR,PT,Entity that Does Not Report to NTD,People for People,The Reporter is the Buyer,Negotiated Contract or Agreement,"The Buyer Reimburses the Seller's Net Operating Expenses, Based on Approved Budget",,,,,In This Report,,Seller,2,7,$0.00 ,$0.00 ,"$119,789.00 ",$0.00 ,"$40,058.00 ","$146,418.00 ",$0.00 
47,City of Corvallis,Small Systems Reporter,Urban,DR,PT,65,Benton County,The Reporter is the Buyer,Negotiated Contract or Agreement,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,N,N,N,,In Another Report,Is a Public Entity,Buyer,4,12,$0.00 ,$0.00 ,"$53,440.00 ",$0.00 ,"$13,365.00 ","$61,325.00 ",$0.00 
47,City of Corvallis,Small Systems Reporter,Urban,MB,PT,Entity that Does Not Report to NTD,MTR Western,The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,Y,N,N,,In This Report,,Buyer,11,12,"$89,022.00 ",$0.00 ,"$3,253,289.00 ",$0.00 ,"$1,095,623.00 ","$4,317,542.00 ",$0.00 
55,Kootenai County,Small Systems Reporter,Urban,DR,PT,Entity that Does Not Report to NTD,MV Transportation,The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,Y,N,N,,In This Report,,Buyer,4,12,$0.00 ,$0.00 ,"$434,094.00 ",$0.00 ,"$289,044.00 ","$723,138.00 ",$0.00 
57,Central Oregon Intergovernmental Council,Full Reporter: Operating,Urban,CB,DO,231,Confederated Tribes of Warm Springs,The Reporter is the Seller,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,Y,N,N,,In This Report,Is a Public Entity,Seller,1,7,$0.00 ,$0.00 ,"$43,137.00 ",$0.00 ,$0.00 ,"$43,137.00 ",$0.00 
57,Central Oregon Intergovernmental Council,Full Reporter: Operating,Urban,DR,PT,Entity that Does Not Report to NTD,"MTM Transit, LLC",The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,Y,N,N,,In This Report,,Buyer,9,10,"$6,428.00 ",$0.00 ,"$323,029.00 ",$0.00 ,"$378,484.00 ","$701,513.00 ",$0.00 
57,Central Oregon Intergovernmental Council,Full Reporter: Operating,Urban,DR,PT,Entity that Does Not Report to NTD,Paratransit Services Inc.,The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,Y,Y,N,,In This Report,,Buyer,7,2,$0.00 ,$0.00 ,"$43,907.00 ",$0.00 ,"$75,697.00 ","$119,604.00 ",$0.00 
57,Central Oregon Intergovernmental Council,Full Reporter: Operating,Urban,MB,DO,231,Confederated Tribes of Warm Springs,The Reporter is the Seller,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,Y,N,N,,In This Report,Is a Public Entity,Seller,1,7,$0.00 ,$0.00 ,"$61,897.00 ",$0.00 ,$0.00 ,"$61,897.00 ",$0.00 
57,Central Oregon Intergovernmental Council,Full Reporter: Operating,Urban,MB,PT,Entity that Does Not Report to NTD,"MTM Transit, LLC",The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,Y,N,N,,In This Report,,Buyer,11,10,"$22,413.00 ",$0.00 ,"$1,195,068.00 ",$0.00 ,"$1,825,594.00 ","$3,020,662.00 ",$0.00 
57,Central Oregon Intergovernmental Council,Full Reporter: Operating,Urban,MB,PT,Entity that Does Not Report to NTD,Paratransit Services Inc.,The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,Y,Y,N,,In This Report,,Buyer,12,2,"$67,240.00 ",$0.00 ,"$167,825.00 ",$0.00 ,"$365,118.00 ","$532,943.00 ",$0.00 
58,City of Portland,Full Reporter: Operating,Urban,SR,PT,8,Tri-County Metropolitan Transportation District of Oregon,The Reporter is the Buyer,Negotiated Contract or Agreement,"The Buyer Reimburses the Seller's Net Operating Expenses, Based on Approved Budget",Y,Y,N,,In This Report,Is a Public Entity,Buyer,12,12,"$1,062,102.00 ",$0.00 ,"$11,400,544.00 ",$0.00 ,"$7,237,188.00 ","$18,637,732.00 ",$0.00 
