State NTD ID,NTD ID,Agency Name,Reporter Type,Reporting Module,Mode,TOS,Operating Expense Type,Operators' Salaries and Wages,Operators' Paid Absences,Other Salaries and Wages,Other Paid Absences,Fringe Benefits,Service Costs,Fuel and Lubricants,Tires and Tubes,Other Materials and Supplies,Utilities,Casualty and Liability Costs,Taxes,PT Funds In Report,PT Funds Reported Separately,Miscellaneous Expenses,Reduced Reporting Waiver - Total OE,Total Operating Expenses,Total Operating Expenses (No Funds Reported Separately),ADA Related Expenses
,1,King County Department of Metro Transit,Full Reporter,Urban,FB,DO,Vehicle Operations,"$1,236,066.00 ","$257,964.00 ","$239,309.00 ","$37,512.00 ","$688,630.00 ","$427,928.00 ","$862,325.00 ",,"$76,309.00 ",,,"$14,516.00 ",,,"$61,284.00 ",,"$3,901,843.00 ","$3,901,843.00 ",
,1,King County Department of Metro Transit,Full Reporter,Urban,LR,PT,Facility Maintenance,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,,,$0.00 ,,,$0.00 ,,"$31,454,667.00 ",$0.00 ,,"$31,454,667.00 ",$0.00 ,
,1,King County Department of Metro Transit,Full Reporter,Urban,LR,PT,General Administration,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,$0.00 ,$0.00 ,,"$10,485,552.00 ",$0.00 ,,"$10,485,552.00 ",$0.00 ,
,1,King County Department of Metro Transit,Full Reporter,Urban,LR,PT,Total,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$80,571,413.00 ",$0.00 ,$0.00 ,"$80,571,413.00 ",$0.00 ,
,1,King County Department of Metro Transit,Full Reporter,Urban,LR,PT,Vehicle Maintenance,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,,,$0.00 ,,"$14,621,758.00 ",$0.00 ,,"$14,621,758.00 ",$0.00 ,
,1,King County Department of Metro Transit,Full Reporter,Urban,LR,PT,Vehicle Operations,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,,$0.00 ,$0.00 ,,$0.00 ,,"$24,009,436.00 ",$0.00 ,,"$24,009,436.00 ",$0.00 ,
,1,King County Department of Metro Transit,Full Reporter,Urban,MB,DO,Facility Maintenance,$0.00 ,$0.00 ,"$10,258,951.00 ","$4,495,257.00 ","$9,285,811.00 ","$7,478,109.00 ",,,"$6,031,118.00 ",,,"$685,485.00 ",,,"$841,017.00 ",,"$39,075,748.00 ","$39,075,748.00 ",
,1,King County Department of Metro Transit,Full Reporter,Urban,MB,DO,General Administration,$0.00 ,$0.00 ,"$26,491,928.00 ","$5,509,233.00 ","$10,827,673.00 ","$71,377,885.00 ",,,"$1,983,316.00 ","$5,271,175.00 ","$24,573,238.00 ","$45,137.00 ",,,"$642,772.00 ",,"$146,722,357.00 ","$146,722,357.00 ",
,1,King County Department of Metro Transit,Full Reporter,Urban,MB,DO,Total,"$149,217,474.00 ","$23,650,419.00 ","$108,431,059.00 ","$26,447,848.00 ","$137,415,192.00 ","$100,449,383.00 ","$31,354,990.00 ","$2,697,299.00 ","$41,978,176.00 ","$5,489,353.00 ","$24,573,238.00 ","$770,967.00 ",$0.00 ,$0.00 ,"$1,686,036.00 ",$0.00 ,"$654,161,434.00 ","$654,161,434.00 ",
,1,King County Department of Metro Transit,Full Reporter,Urban,MB,DO,Vehicle Maintenance,$0.00 ,$0.00 ,"$46,918,084.00 ","$10,948,815.00 ","$25,784,693.00 ","$1,379,870.00 ","$1,289,926.00 ","$279,870.00 ","$33,158,242.00 ",,,"$40,345.00 ",,,"$140,865.00 ",,"$119,940,710.00 ","$119,940,710.00 ",
,1,King County Department of Metro Transit,Full Reporter,Urban,MB,DO,Vehicle Operations,"$149,217,474.00 ","$23,650,419.00 ","$24,762,096.00 ","$5,494,543.00 ","$91,517,015.00 ","$20,213,519.00 ","$30,065,064.00 ","$2,417,429.00 ","$805,500.00 ","$218,178.00 ",,$0.00 ,,,"$61,382.00 ",,"$348,422,619.00 ","$348,422,619.00 ",
,1,King County Department of Metro Transit,Full Reporter,Urban,MB,PT,Facility Maintenance,$0.00 ,$0.00 ,"$144,194.00 ","$28,710.00 ","$74,824.00 ","$60,568.00 ",,,"$85,865.00 ",,,"$6,915.00 ","$439,220.00 ",,$528.00 ,,"$840,824.00 ","$840,824.00 ",
,1,King County Department of Metro Transit,Full Reporter,Urban,MB,PT,General Administration,$0.00 ,$0.00 ,"$428,743.00 ","$151,885.00 ","$191,289.00 ","$1,330,206.00 ",,,"$22,653.00 ","$31,515.00 ",$0.00 ,"$1,155.00 ","$2,488,914.00 ",,"$6,615.00 ",,"$4,652,975.00 ","$4,652,975.00 ",
,1,King County Department of Metro Transit,Full Reporter,Urban,MB,PT,Total,$0.00 ,$0.00 ,"$678,923.00 ","$197,803.00 ","$308,829.00 ","$1,504,456.00 ",$0.00 ,$0.00 ,"$113,794.00 ","$31,515.00 ",$0.00 ,"$8,070.00 ","$14,640,671.00 ",$0.00 ,"$7,505.00 ",$0.00 ,"$17,491,566.00 ","$17,491,566.00 ",
,1,King County Department of Metro Transit,Full Reporter,Urban,MB,PT,Vehicle Maintenance,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,,,$0.00 ,"$2,196,101.00 ",,$0.00 ,,"$2,196,101.00 ","$2,196,101.00 ",
,1,King County Department of Metro Transit,Full Reporter,Urban,MB,PT,Vehicle Operations,$0.00 ,$0.00 ,"$105,986.00 ","$17,208.00 ","$42,716.00 ","$113,682.00 ",$0.00 ,$0.00 ,"$5,276.00 ",$0.00 ,,$0.00 ,"$9,516,436.00 ",,$362.00 ,,"$9,801,666.00 ","$9,801,666.00 ",
,1,King County Department of Metro Transit,Full Reporter,Urban,SR,DO,Facility Maintenance,$0.00 ,$0.00 ,"$741,192.00 ","$91,399.00 ","$300,755.00 ","$51,851.00 ",,,"$43,426.00 ",,,$0.00 ,,,$621.00 ,,"$1,229,244.00 ","$1,229,244.00 ",
,1,King County Department of Metro Transit,Full Reporter,Urban,SR,DO,General Administration,$0.00 ,$0.00 ,"$1,153,506.00 ","$239,821.00 ","$461,714.00 ","$1,037,874.00 ",,,"$66,145.00 ","$60,959.00 ","$242,025.00 ",$107.00 ,,,"$9,780.00 ",,"$3,271,931.00 ","$3,271,931.00 ",
,1,King County Department of Metro Transit,Full Reporter,Urban,SR,DO,Total,"$2,424,897.00 ","$470,437.00 ","$3,819,208.00 ","$615,266.00 ","$3,006,289.00 ","$1,190,021.00 ","$23,887.00 ",$0.00 ,"$420,324.00 ","$284,363.00 ","$242,025.00 ",$316.00 ,$0.00 ,$0.00 ,"$14,604.00 ",$0.00 ,"$12,511,637.00 ","$12,511,637.00 ",
,1,King County Department of Metro Transit,Full Reporter,Urban,SR,DO,Vehicle Maintenance,$0.00 ,$0.00 ,"$948,105.00 ","$161,282.00 ","$464,761.00 ","$77,289.00 ","$23,887.00 ",$0.00 ,"$299,918.00 ",,,$209.00 ,,,"$1,059.00 ",,"$1,976,510.00 ","$1,976,510.00 ",
,1,King County Department of Metro Transit,Full Reporter,Urban,SR,DO,Vehicle Operations,"$2,424,897.00 ","$470,437.00 ","$976,405.00 ","$122,764.00 ","$1,779,059.00 ","$23,007.00 ",$0.00 ,,"$10,835.00 ","$223,404.00 ",,$0.00 ,,,"$3,144.00 ",,"$6,033,952.00 ","$6,033,952.00 ",
,1,King County Department of Metro Transit,Full Reporter,Urban,TB,DO,Facility Maintenance,$0.00 ,$0.00 ,"$4,950,267.00 ","$1,429,650.00 ","$2,998,358.00 ","$1,116,147.00 ",,,"$1,039,662.00 ",,,"$96,346.00 ",,,"$115,820.00 ",,"$11,746,250.00 ","$11,746,250.00 ",
,1,King County Department of Metro Transit,Full Reporter,Urban,TB,DO,General Administration,$0.00 ,$0.00 ,"$3,449,384.00 ","$712,175.00 ","$1,409,730.00 ","$9,569,887.00 ",,,"$267,205.00 ","$714,994.00 ","$1,918,198.00 ","$6,009.00 ",,,"$86,325.00 ",,"$18,133,907.00 ","$18,133,907.00 ",
,1,King County Department of Metro Transit,Full Reporter,Urban,TB,DO,Total,"$19,922,888.00 ","$3,157,704.00 ","$15,821,558.00 ","$3,844,943.00 ","$18,897,908.00 ","$13,140,497.00 ","$134,169.00 ","$201,190.00 ","$4,543,880.00 ","$2,291,363.00 ","$1,918,198.00 ","$105,507.00 ",$0.00 ,$0.00 ,"$219,132.00 ",$0.00 ,"$84,198,937.00 ","$84,198,937.00 ",
,1,King County Department of Metro Transit,Full Reporter,Urban,TB,DO,Vehicle Maintenance,$0.00 ,$0.00 ,"$4,192,777.00 ","$978,418.00 ","$2,304,196.00 ","$108,603.00 ","$8,368.00 ","$20,875.00 ","$3,181,374.00 ",,,"$3,152.00 ",,,"$11,020.00 ",,"$10,808,783.00 ","$10,808,783.00 ",
,1,King County Department of Metro Transit,Full Reporter,Urban,TB,DO,Vehicle Operations,"$19,922,888.00 ","$3,157,704.00 ","$3,229,130.00 ","$724,700.00 ","$12,185,624.00 ","$2,345,860.00 ","$125,801.00 ","$180,315.00 ","$55,639.00 ","$1,576,369.00 ",,$0.00 ,,,"$5,967.00 ",,"$43,509,997.00 ","$43,509,997.00 ",
,1,King County Department of Metro Transit,Full Reporter,Urban,VP,DO,Facility Maintenance,$0.00 ,$0.00 ,"$34,926.00 ","$5,841.00 ","$18,610.00 ","$6,460.00 ",,,"$2,870.00 ",,,$20.00 ,,,$37.00 ,,"$68,764.00 ","$68,764.00 ",
,1,King County Department of Metro Transit,Full Reporter,Urban,VP,DO,General Administration,$0.00 ,$0.00 ,"$2,666,919.00 ","$478,826.00 ","$1,094,164.00 ","$1,087,434.00 ",,,"$15,204.00 ","$79,744.00 ","$1,041,103.00 ",$1.00 ,,,"$8,570.00 ",,"$6,471,965.00 ","$6,471,965.00 ",
,1,King County Department of Metro Transit,Full Reporter,Urban,VP,DO,Total,$0.00 ,$0.00 ,"$2,701,845.00 ","$484,667.00 ","$1,112,774.00 ","$2,341,283.00 ","$1,097,980.00 ",$0.00 ,"$40,380.00 ","$79,744.00 ","$1,041,103.00 ",$21.00 ,$0.00 ,$0.00 ,"$8,732.00 ",$0.00 ,"$8,908,529.00 ","$8,908,529.00 ",
,1,King County Department of Metro Transit,Full Reporter,Urban,VP,DO,Vehicle Maintenance,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$1,247,389.00 ",$0.00 ,$0.00 ,$0.00 ,,,$0.00 ,,,$0.00 ,,"$1,247,389.00 ","$1,247,389.00 ",
,1,King County Department of Metro Transit,Full Reporter,Urban,VP,DO,Vehicle Operations,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$1,097,980.00 ",$0.00 ,"$22,306.00 ",$0.00 ,,$0.00 ,,,$125.00 ,,"$1,120,411.00 ","$1,120,411.00 ",
,2,Spokane Transit Authority,Full Reporter,Urban,DR,DO,Facility Maintenance,,,,,,"$196,130.00 ",,,"$30,728.00 ",,,,,,,,"$226,858.00 ","$226,858.00 ",
,2,Spokane Transit Authority,Full Reporter,Urban,DR,DO,General Administration,,,"$771,999.00 ","$117,787.00 ","$321,009.00 ","$330,308.00 ",,,"$350,499.00 ","$207,602.00 ","$261,964.00 ","$1,784.00 ",,,"$103,866.00 ",,"$2,466,818.00 ","$2,466,818.00 ",
,2,Spokane Transit Authority,Full Reporter,Urban,DR,DO,Total,"$2,459,778.00 ","$416,716.00 ","$3,179,813.00 ","$508,981.00 ","$2,905,563.00 ","$765,142.00 ","$466,152.00 ","$60,135.00 ","$568,105.00 ","$207,602.00 ","$261,964.00 ","$2,802.00 ",$0.00 ,$0.00 ,"$103,866.00 ",$0.00 ,"$11,906,619.00 ","$11,906,619.00 ","$11,833,989.00 "
,2,Spokane Transit Authority,Full Reporter,Urban,DR,DO,Vehicle Maintenance,,,"$661,122.00 ","$124,172.00 ","$395,889.00 ","$12,583.00 ","$3,340.00 ","$17,130.00 ","$166,914.00 ",,,,,,,,"$1,381,150.00 ","$1,381,150.00 ",
,2,Spokane Transit Authority,Full Reporter,Urban,DR,DO,Vehicle Operations,"$2,459,778.00 ","$416,716.00 ","$1,746,692.00 ","$267,022.00 ","$2,188,665.00 ","$226,121.00 ","$462,812.00 ","$43,005.00 ","$19,964.00 ",,,"$1,018.00 ",,,,,"$7,831,793.00 ","$7,831,793.00 ",
,2,Spokane Transit Authority,Full Reporter,Urban,DR,PT,Facility Maintenance,,,,,,"$19,397.00 ",,,"$3,039.00 ",,,,"$108,089.00 ",,,,"$130,525.00 ","$130,525.00 ",
,2,Spokane Transit Authority,Full Reporter,Urban,DR,PT,General Administration,,,"$69,608.00 ","$10,835.00 ","$33,052.00 ","$32,668.00 ",,,"$34,665.00 ","$20,532.00 ","$25,909.00 ",,"$1,168,111.00 ",,,,"$1,395,380.00 ","$1,395,380.00 ",
,2,Spokane Transit Authority,Full Reporter,Urban,DR,PT,Total,$0.00 ,$0.00 ,"$69,608.00 ","$10,835.00 ","$33,052.00 ","$52,065.00 ","$523,147.00 ",$0.00 ,"$37,704.00 ","$20,532.00 ","$25,909.00 ",$0.00 ,"$5,271,031.00 ",$0.00 ,$0.00 ,$0.00 ,"$6,043,883.00 ","$6,043,883.00 ","$6,013,059.00 "
,2,Spokane Transit Authority,Full Reporter,Urban,DR,PT,Vehicle Maintenance,,,,,,,,,,,,,"$598,882.00 ",,,,"$598,882.00 ","$598,882.00 ",
,2,Spokane Transit Authority,Full Reporter,Urban,DR,PT,Vehicle Operations,,,,,,,"$523,147.00 ",,,,,,"$3,395,949.00 ",,,,"$3,919,096.00 ","$3,919,096.00 ",
,2,Spokane Transit Authority,Full Reporter,Urban,MB,DO,Facility Maintenance,,,"$1,730,128.00 ","$255,722.00 ","$892,698.00 ","$1,218,593.00 ",,,"$952,456.00 ",,,,,,$75.00 ,,"$5,049,672.00 ","$5,049,672.00 ",
,2,Spokane Transit Authority,Full Reporter,Urban,MB,DO,General Administration,,,"$5,391,576.00 ","$830,208.00 ","$2,245,702.00 ","$1,392,586.00 ",,,"$1,835,763.00 ","$1,185,385.00 ","$1,439,534.00 ","$49,384.00 ",,,"$444,121.00 ",,"$14,814,259.00 ","$14,814,259.00 ",
,2,Spokane Transit Authority,Full Reporter,Urban,MB,DO,Total,"$18,890,656.00 ","$2,539,009.00 ","$14,792,046.00 ","$2,420,401.00 ","$16,063,050.00 ","$4,166,840.00 ","$5,377,065.00 ","$576,380.00 ","$6,539,107.00 ","$1,230,556.00 ","$1,439,534.00 ","$49,512.00 ",$0.00 ,$0.00 ,"$1,203,299.00 ",$0.00 ,"$75,287,455.00 ","$75,287,455.00 ",
,2,Spokane Transit Authority,Full Reporter,Urban,MB,DO,Vehicle Maintenance,,,"$4,431,636.00 ","$707,152.00 ","$2,281,166.00 ","$388,205.00 ","$77,970.00 ","$3,438.00 ","$3,559,412.00 ",,,,,,"$24,417.00 ",,"$11,473,396.00 ","$11,473,396.00 ",
,2,Spokane Transit Authority,Full Reporter,Urban,MB,DO,Vehicle Operations,"$18,890,656.00 ","$2,539,009.00 ","$3,238,706.00 ","$627,319.00 ","$10,643,484.00 ","$1,167,456.00 ","$5,299,095.00 ","$572,942.00 ","$191,476.00 ","$45,171.00 ",,$128.00 ,,,"$734,686.00 ",,"$43,950,128.00 ","$43,950,128.00 ",
,2,Spokane Transit Authority,Full Reporter,Urban,VP,DO,Facility Maintenance,,,,,,"$8,983.00 ",,,"$1,407.00 ",,,,,,,,"$10,390.00 ","$10,390.00 ",
,2,Spokane Transit Authority,Full Reporter,Urban,VP,DO,General Administration,,,"$144,948.00 ","$22,574.00 ","$61,523.00 ","$13,793.00 ",,,"$16,054.00 ","$10,040.00 ","$166,560.00 ",$74.00 ,,,"$6,033.00 ",,"$441,599.00 ","$441,599.00 ",
,2,Spokane Transit Authority,Full Reporter,Urban,VP,DO,Total,$0.00 ,$0.00 ,"$144,948.00 ","$22,574.00 ","$61,523.00 ","$83,853.00 ","$187,629.00 ",$0.00 ,"$54,910.00 ","$10,040.00 ","$166,560.00 ","$1,522.00 ",$0.00 ,$0.00 ,"$10,344.00 ",$0.00 ,"$743,903.00 ","$743,903.00 ",
,2,Spokane Transit Authority,Full Reporter,Urban,VP,DO,Vehicle Maintenance,,,,,,"$57,188.00 ",,$0.00 ,"$37,449.00 ",,,,,,,,"$94,637.00 ","$94,637.00 ",
,2,Spokane Transit Authority,Full Reporter,Urban,VP,DO,Vehicle Operations,,,,,,"$3,889.00 ","$187,629.00 ",,,,,"$1,448.00 ",,,"$4,311.00 ",,"$197,277.00 ","$197,277.00 ",
,3,Pierce County Transportation Benefit Area Authority,Full Reporter,Urban,CB,PT,Facility Maintenance,,,,,,,,,,,,,,"$1,460,100.00 ",,,"$1,460,100.00 ",$0.00 ,
,3,Pierce County Transportation Benefit Area Authority,Full Reporter,Urban,CB,PT,General Administration,,,,,,,,,,,,,,"$8,328,752.00 ",,,"$8,328,752.00 ",$0.00 ,
,3,Pierce County Transportation Benefit Area Authority,Full Reporter,Urban,CB,PT,Total,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$47,770,701.00 ",$0.00 ,$0.00 ,"$47,770,701.00 ",$0.00 ,
,3,Pierce County Transportation Benefit Area Authority,Full Reporter,Urban,CB,PT,Vehicle Maintenance,,,,,,,,,,,,,,"$11,506,203.00 ",,,"$11,506,203.00 ",$0.00 ,
,3,Pierce County Transportation Benefit Area Authority,Full Reporter,Urban,CB,PT,Vehicle Operations,,,,,,,,,,,,,,"$26,475,646.00 ",,,"$26,475,646.00 ",$0.00 ,
,3,Pierce County Transportation Benefit Area Authority,Full Reporter,Urban,DR,DO,Facility Maintenance,,,"$5,634.00 ","$1,615.00 ","$2,310.00 ","$3,354.00 ",,,"$1,872.00 ",,,,,,,,"$14,785.00 ","$14,785.00 ",
,3,Pierce County Transportation Benefit Area Authority,Full Reporter,Urban,DR,DO,General Administration,,,"$414,142.00 ","$85,632.00 ","$224,460.00 ","$198,898.00 ",,,"$11,494.00 ","$31,885.00 ","$107,819.00 ","$8,637.00 ",,,"$72,886.00 ",,"$1,155,853.00 ","$1,155,853.00 ",
,3,Pierce County Transportation Benefit Area Authority,Full Reporter,Urban,DR,DO,Total,"$945,668.00 ","$278,070.00 ","$678,897.00 ","$151,868.00 ","$895,341.00 ","$559,468.00 ","$123,737.00 ","$5,143.00 ","$49,917.00 ","$31,885.00 ","$107,819.00 ","$8,639.00 ",$0.00 ,$0.00 ,"$73,326.00 ",$0.00 ,"$3,909,778.00 ","$3,909,778.00 ","$3,143,813.00 "
,3,Pierce County Transportation Benefit Area Authority,Full Reporter,Urban,DR,DO,Vehicle Maintenance,,,"$33,025.00 ","$8,751.00 ","$16,081.00 ","$5,678.00 ","$1,398.00 ",$43.00 ,"$36,144.00 ",,,$2.00 ,,,$87.00 ,,"$101,209.00 ","$101,209.00 ",
,3,Pierce County Transportation Benefit Area Authority,Full Reporter,Urban,DR,DO,Vehicle Operations,"$945,668.00 ","$278,070.00 ","$226,096.00 ","$55,870.00 ","$652,490.00 ","$351,538.00 ","$122,339.00 ","$5,100.00 ",$407.00 ,,,,,,$353.00 ,,"$2,637,931.00 ","$2,637,931.00 ",
,3,Pierce County Transportation Benefit Area Authority,Full Reporter,Urban,DR,PT,Facility Maintenance,,,"$30,019.00 ","$8,277.00 ","$14,786.00 ","$16,153.00 ",,,"$8,972.00 ",,,,"$124,927.00 ",,,,"$203,134.00 ","$203,134.00 ",
,3,Pierce County Transportation Benefit Area Authority,Full Reporter,Urban,DR,PT,General Administration,,,"$877,312.00 ","$190,782.00 ","$411,830.00 ","$304,070.00 ",,,"$10,162.00 ","$29,965.00 ",,"$4,627.00 ","$1,270,655.00 ",,"$42,018.00 ",,"$3,141,421.00 ","$3,141,421.00 ",
,3,Pierce County Transportation Benefit Area Authority,Full Reporter,Urban,DR,PT,Total,$0.00 ,$0.00 ,"$1,925,970.00 ","$451,453.00 ","$854,518.00 ","$334,453.00 ","$684,810.00 ",$0.00 ,"$20,942.00 ","$29,965.00 ",$0.00 ,"$4,637.00 ","$8,435,722.00 ",$0.00 ,"$42,790.00 ",$0.00 ,"$12,785,260.00 ","$12,785,260.00 ","$10,962,640.00 "
,3,Pierce County Transportation Benefit Area Authority,Full Reporter,Urban,DR,PT,Vehicle Maintenance,,,"$123,763.00 ","$32,660.00 ","$62,166.00 ","$9,944.00 ",,,$114.00 ,,,$10.00 ,"$974,622.00 ",,$289.00 ,,"$1,203,568.00 ","$1,203,568.00 ",
,3,Pierce County Transportation Benefit Area Authority,Full Reporter,Urban,DR,PT,Vehicle Operations,,,"$894,876.00 ","$219,734.00 ","$365,736.00 ","$4,286.00 ","$684,810.00 ",,"$1,694.00 ",$0.00 ,,,"$6,065,518.00 ",,$483.00 ,,"$8,237,137.00 ","$8,237,137.00 ",
