State/Parent NTD ID,NTD ID,Agency Name,Reporter Type,Reporting Module,Mode,TOS,Expense Type,Passenger Paid Fares,Organization Paid Fares,Total Fares
,8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,LR,DO,Funds Earned During Period,14187373.0,4983837.0,19171210
,8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,MB,DO,Funds Earned During Period,21419305.0,7524317.0,28943622
,8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,SR,PT,Funds Earned During Period,1062102.0,0.0,1062102
,8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,YR,PT,Funds Earned During Period,55326.0,19435.0,74761
,9,Kalispel Tribe of Indians,Reduced Reporter,Tribe,MB,DO,Funds Expended on Capital,,,0
,9,Kalispel Tribe of Indians,Reduced Reporter,Tribe,MB,DO,Funds Expended on Operations,,,0
,10,Klamath Tribes,Reduced Reporter,Tribe,CB,DO,Funds Expended on Capital,0.0,0.0,0
,10,Klamath Tribes,Reduced Reporter,Tribe,CB,DO,Funds Expended on Operations,0.0,0.0,0
,10,Klamath Tribes,Reduced Reporter,Tribe,DR,DO,Funds Expended on Capital,0.0,0.0,0
,10,Klamath Tribes,Reduced Reporter,Tribe,DR,DO,Funds Expended on Operations,0.0,0.0,0
,11,Valley Regional Transit,Full Reporter,Urban,DR,PT,Funds Earned During Period,79927.0,6016.0,85943
,11,Valley Regional Transit,Full Reporter,Urban,MB,PT,Funds Earned During Period,535088.0,142238.0,677326
,12,Municipality of Anchorage,Full Reporter,Urban,DR,PT,Funds Earned During Period,261813.0,325837.0,587650
,12,Municipality of Anchorage,Full Reporter,Urban,MB,DO,Funds Earned During Period,2921052.0,,2921052
,12,Municipality of Anchorage,Full Reporter,Urban,VP,PT,Funds Earned During Period,1400709.0,,1400709
,14,Sitka Tribe of Alaska,Reduced Reporter,Tribe,MB,DO,Funds Expended on Capital,,,0
,14,Sitka Tribe of Alaska,Reduced Reporter,Tribe,MB,DO,Funds Expended on Operations,36890.0,,36890
,15,Snoqualmie Indian Tribe,Reduced Reporter,Tribe,DR,DO,Funds Expended on Capital,,,0
,15,Snoqualmie Indian Tribe,Reduced Reporter,Tribe,DR,DO,Funds Expended on Operations,,,0
,16,RiverCities Transit,Full Reporter,Urban,CB,DO,Funds Earned During Period,191.0,,191
,16,RiverCities Transit,Full Reporter,Urban,DR,PT,Funds Earned During Period,17570.0,1905.0,19475
,16,RiverCities Transit,Full Reporter,Urban,MB,DO,Funds Earned During Period,62566.0,37873.0,100439
,17,Stillaguamish Tribe of Indians,Reduced Reporter,Tribe,DR,DO,Funds Expended on Capital,,,0
,17,Stillaguamish Tribe of Indians,Reduced Reporter,Tribe,DR,DO,Funds Expended on Operations,0.0,0.0,0
,18,Ben Franklin Transit,Full Reporter,Urban,DR,DO,Funds Earned During Period,116331.0,106410.0,222741
,18,Ben Franklin Transit,Full Reporter,Urban,DR,PT,Funds Earned During Period,34608.0,,34608
,18,Ben Franklin Transit,Full Reporter,Urban,MB,DO,Funds Earned During Period,523211.0,197033.0,720244
,18,Ben Franklin Transit,Full Reporter,Urban,VP,DO,Funds Earned During Period,694805.0,23179.0,717984
,19,Intercity Transit,Full Reporter,Urban,CB,DO,Funds Earned During Period,,,0
,19,Intercity Transit,Full Reporter,Urban,DR,DO,Funds Earned During Period,,,0
,19,Intercity Transit,Full Reporter,Urban,MB,DO,Funds Earned During Period,,,0
,19,Intercity Transit,Full Reporter,Urban,VP,DO,Funds Earned During Period,404230.0,,404230
,20,Kitsap Transit,Full Reporter,Urban,DR,DO,Funds Earned During Period,183803.0,,183803
,20,Kitsap Transit,Full Reporter,Urban,DR,TX,Funds Earned During Period,6398.0,,6398
,20,Kitsap Transit,Full Reporter,Urban,FB,DO,Funds Earned During Period,2947815.0,,2947815
,20,Kitsap Transit,Full Reporter,Urban,MB,DO,Funds Earned During Period,2001125.0,,2001125
,20,Kitsap Transit,Full Reporter,Urban,VP,DO,Funds Earned During Period,183660.0,,183660
,21,Whatcom Transportation Authority,Full Reporter,Urban,DR,DO,Funds Earned During Period,76252.0,,76252
,21,Whatcom Transportation Authority,Full Reporter,Urban,MB,DO,Funds Earned During Period,870083.0,546616.0,1416699
,21,Whatcom Transportation Authority,Full Reporter,Urban,VP,DO,Funds Earned During Period,53671.0,,53671
,22,City of Pocatello,Reduced Reporter,Urban,DR,DO,Funds Expended on Capital,0.0,0.0,0
,22,City of Pocatello,Reduced Reporter,Urban,DR,DO,Funds Expended on Operations,37121.0,340277.0,377398
,22,City of Pocatello,Reduced Reporter,Urban,MB,DO,Funds Expended on Capital,0.0,0.0,0
,22,City of Pocatello,Reduced Reporter,Urban,MB,DO,Funds Expended on Operations,67809.0,76070.0,143879
,23,City of Seattle,Full Reporter,Urban,MG,PT,Funds Earned During Period,4319228.0,,4319228
,24,Clark County Public Transportation Benefit Area Authority,Full Reporter,Urban,DR,DO,Funds Earned During Period,151715.0,,151715
,24,Clark County Public Transportation Benefit Area Authority,Full Reporter,Urban,MB,DO,Funds Earned During Period,2334126.0,,2334126
,24,Clark County Public Transportation Benefit Area Authority,Full Reporter,Urban,VP,DO,Funds Earned During Period,105077.0,,105077
,25,Salem Area Mass Transit District,Full Reporter,Urban,DR,PT,Funds Earned During Period,190516.0,318539.0,509055
,25,Salem Area Mass Transit District,Full Reporter,Urban,MB,DO,Funds Earned During Period,1688365.0,0.0,1688365
,25,Salem Area Mass Transit District,Full Reporter,Urban,MB,PT,Funds Earned During Period,136837.0,0.0,136837
,25,Salem Area Mass Transit District,Full Reporter,Urban,VP,PT,Funds Earned During Period,257946.0,0.0,257946
,28,County of Pierce,Full Reporter,Urban,FB,PT,Funds Earned During Period,2979914.0,,2979914
,29,Snohomish County Public Transportation Benefit Area Corporation,Full Reporter,Urban,CB,DO,Funds Earned During Period,275094.0,676547.0,951641
,29,Snohomish County Public Transportation Benefit Area Corporation,Full Reporter,Urban,CB,PT,Funds Earned During Period,1507262.0,2644601.0,4151863
,29,Snohomish County Public Transportation Benefit Area Corporation,Full Reporter,Urban,DR,PT,Funds Earned During Period,245474.0,3875.0,249349
,29,Snohomish County Public Transportation Benefit Area Corporation,Full Reporter,Urban,MB,DO,Funds Earned During Period,3444644.0,1013947.0,4458591
,29,Snohomish County Public Transportation Benefit Area Corporation,Full Reporter,Urban,VP,DO,Funds Earned During Period,754326.0,650713.0,1405039
,30,Chickaloon Native Village,Reduced Reporter,Tribe,DR,DO,Funds Expended on Capital,0.0,0.0,0
,30,Chickaloon Native Village,Reduced Reporter,Tribe,DR,DO,Funds Expended on Operations,2325.0,0.0,2325
,31,Shoshone-Bannock Tribes ,Reduced Reporter,Tribe,MB,DO,Funds Expended on Capital,0.0,0.0,0
,31,Shoshone-Bannock Tribes ,Reduced Reporter,Tribe,MB,DO,Funds Expended on Operations,0.0,0.0,0
0R03,33,Senior Services of Snohomish County,Rural Reporter,Rural,DR,DO,Funds Expended on Capital,,,0
0R03,33,Senior Services of Snohomish County,Rural Reporter,Rural,DR,DO,Funds Expended on Operations,16941.0,0.0,16941
,34,Rogue Valley Transportation District,,Urban,DR,PT,Funds Earned During Period,109675.0,,109675
,34,Rogue Valley Transportation District,,Urban,MB,DO,Funds Earned During Period,771641.0,,771641
,35,Washington State Ferries,Full Reporter,Urban,FB,DO,Funds Earned During Period,57644277.0,,57644277
,36,Makah Tribal Council,Reduced Reporter,Tribe,MB,DO,Funds Expended on Capital,,,0
,36,Makah Tribal Council,Reduced Reporter,Tribe,MB,DO,Funds Expended on Operations,142.0,,142
,40,Central Puget Sound Regional Transit Authority,Full Reporter,Urban,CB,DO,Funds Earned During Period,4702902.0,5188378.0,9891280
,40,Central Puget Sound Regional Transit Authority,Full Reporter,Urban,CB,PT,Funds Earned During Period,769238.0,1507975.0,2277213
,40,Central Puget Sound Regional Transit Authority,Full Reporter,Urban,CR,PT,Funds Earned During Period,1393189.0,2669080.0,4062269
,40,Central Puget Sound Regional Transit Authority,Full Reporter,Urban,LR,DO,Funds Earned During Period,15128592.0,14257888.0,29386480
,40,Central Puget Sound Regional Transit Authority,Full Reporter,Urban,SR,DO,Funds Earned During Period,,,0
,41,Alaska Railroad Corporation,Full Reporter,Urban,AR,DO,Funds Earned During Period,33709263.0,,33709263
,43,Chelan Douglas PTBA ,Full Reporter,Urban,DR,DO,Funds Earned During Period,,,0
,43,Chelan Douglas PTBA ,Full Reporter,Urban,DR,PT,Funds Earned During Period,,,0
,43,Chelan Douglas PTBA ,Full Reporter,Urban,MB,DO,Funds Earned During Period,,,0
,44,Skagit Transit,Full Reporter,Urban,CB,DO,Funds Earned During Period,70988.0,,70988
,44,Skagit Transit,Full Reporter,Urban,DR,DO,Funds Earned During Period,89105.0,,89105
,44,Skagit Transit,Full Reporter,Urban,MB,DO,Funds Earned During Period,216295.0,,216295
,44,Skagit Transit,Full Reporter,Urban,VP,DO,Funds Earned During Period,298245.0,,298245
,45,Fairbanks North Star Borough ,Reduced Reporter,Urban,DR,DO,Funds Expended on Capital,0.0,,0
,45,Fairbanks North Star Borough ,Reduced Reporter,Urban,DR,DO,Funds Expended on Operations,160.0,,160
,45,Fairbanks North Star Borough ,Reduced Reporter,Urban,MB,DO,Funds Expended on Capital,0.0,,0
,45,Fairbanks North Star Borough ,Reduced Reporter,Urban,MB,DO,Funds Expended on Operations,2020.0,,2020
,46,City of Wilsonville,Full Reporter,Urban,DR,DO,Funds Earned During Period,,,0
,46,City of Wilsonville,Full Reporter,Urban,MB,DO,Funds Earned During Period,52523.0,,52523
,47,City of Corvallis,Reduced Reporter,Urban,MB,PT,Funds Expended on Capital,,,0
,47,City of Corvallis,Reduced Reporter,Urban,MB,PT,Funds Expended on Operations,,89022.0,89022
,48,City of Lewiston,Reduced Reporter,Urban,DR,DO,Funds Expended on Capital,,,0
,48,City of Lewiston,Reduced Reporter,Urban,DR,DO,Funds Expended on Operations,9830.0,,9830
,48,City of Lewiston,Reduced Reporter,Urban,MB,DO,Funds Expended on Capital,,,0
,48,City of Lewiston,Reduced Reporter,Urban,MB,DO,Funds Expended on Operations,26713.0,,26713
,51,Asotin County,Reduced Reporter,Urban,DR,DO,Funds Expended on Capital,,,0
,51,Asotin County,Reduced Reporter,Urban,DR,DO,Funds Expended on Operations,6750.0,,6750
,51,Asotin County,Reduced Reporter,Urban,MB,DO,Funds Expended on Capital,,,0
,51,Asotin County,Reduced Reporter,Urban,MB,DO,Funds Expended on Operations,19539.0,,19539
,51,Asotin County,Reduced Reporter,Urban,VP,DO,Funds Expended on Capital,,,0
,51,Asotin County,Reduced Reporter,Urban,VP,DO,Funds Expended on Operations,55456.0,,55456
,53,Coeur d'Alene Tribe,Reduced Reporter,Tribe,DR,DO,Funds Expended on Capital,0.0,0.0,0
,53,Coeur d'Alene Tribe,Reduced Reporter,Tribe,DR,DO,Funds Expended on Operations,0.0,0.0,0
,53,Coeur d'Alene Tribe,Reduced Reporter,Tribe,MB,DO,Funds Expended on Capital,0.0,0.0,0
,53,Coeur d'Alene Tribe,Reduced Reporter,Tribe,MB,DO,Funds Expended on Operations,0.0,0.0,0
,55,Kootenai County,Reduced Reporter,Urban,DR,PT,Funds Expended on Capital,0.0,0.0,0
,55,Kootenai County,Reduced Reporter,Urban,DR,PT,Funds Expended on Operations,0.0,0.0,0
,57,Central Oregon Intergovernmental Council,Full Reporter,Urban,CB,DO,Funds Earned During Period,87934.0,,87934
,57,Central Oregon Intergovernmental Council,Full Reporter,Urban,DR,DO,Funds Earned During Period,,11238.0,11238
,57,Central Oregon Intergovernmental Council,Full Reporter,Urban,DR,PT,Funds Earned During Period,,6428.0,6428
,57,Central Oregon Intergovernmental Council,Full Reporter,Urban,MB,DO,Funds Earned During Period,,,0
,57,Central Oregon Intergovernmental Council,Full Reporter,Urban,MB,PT,Funds Earned During Period,89653.0,,89653
,58,City of Portland,Full Reporter,Urban,SR,PT,Funds Earned During Period,1062102.0,,1062102
,58,City of Portland,Full Reporter,Urban,TR,PT,Funds Earned During Period,80689.0,,80689
,59,Josephine County,Reduced Reporter,Urban,CB,DO,Funds Expended on Capital,,,0
,59,Josephine County,Reduced Reporter,Urban,CB,DO,Funds Expended on Operations,20278.0,,20278
,59,Josephine County,Reduced Reporter,Urban,DR,DO,Funds Expended on Capital,,,0
,59,Josephine County,Reduced Reporter,Urban,DR,DO,Funds Expended on Operations,24551.0,,24551
,59,Josephine County,Reduced Reporter,Urban,MB,DO,Funds Expended on Capital,,,0
,59,Josephine County,Reduced Reporter,Urban,MB,DO,Funds Expended on Operations,48761.0,,48761
,60,The Tulalip Tribes of Washington,Reduced Reporter,Tribe,MB,DO,Funds Expended on Capital,,,0
,60,The Tulalip Tribes of Washington,Reduced Reporter,Tribe,MB,DO,Funds Expended on Operations,,,0
,61,City of Albany,Reduced Reporter,Urban,DR,DO,Funds Expended on Capital,0.0,0.0,0
,61,City of Albany,Reduced Reporter,Urban,DR,DO,Funds Expended on Operations,0.0,0.0,0
,61,City of Albany,Reduced Reporter,Urban,MB,DO,Funds Expended on Capital,0.0,0.0,0
,61,City of Albany,Reduced Reporter,Urban,MB,DO,Funds Expended on Operations,110.0,0.0,110
,63,City of Milton-Freewater,Reduced Reporter,Urban,DR,TX,Funds Expended on Capital,,,0
,63,City of Milton-Freewater,Reduced Reporter,Urban,DR,TX,Funds Expended on Operations,2514.0,,2514
,63,City of Milton-Freewater,Reduced Reporter,Urban,MB,PT,Funds Expended on Capital,,,0
,63,City of Milton-Freewater,Reduced Reporter,Urban,MB,PT,Funds Expended on Operations,,,0
,64,Valley Transit,Reduced Reporter,Urban,DR,DO,Funds Expended on Capital,0.0,,0
,64,Valley Transit,Reduced Reporter,Urban,DR,DO,Funds Expended on Operations,13912.0,,13912
,64,Valley Transit,Reduced Reporter,Urban,MB,DO,Funds Expended on Capital,0.0,,0
,64,Valley Transit,Reduced Reporter,Urban,MB,DO,Funds Expended on Operations,31972.0,,31972
,64,Valley Transit,Reduced Reporter,Urban,VP,DO,Funds Expended on Capital,0.0,,0
,64,Valley Transit,Reduced Reporter,Urban,VP,DO,Funds Expended on Operations,54455.0,,54455
,65,Benton County,Reduced Reporter,Urban,CB,PT,Funds Expended on Capital,0.0,0.0,0
,65,Benton County,Reduced Reporter,Urban,CB,PT,Funds Expended on Operations,5979.0,0.0,5979
,65,Benton County,Reduced Reporter,Urban,DR,PT,Funds Expended on Capital,0.0,0.0,0
,65,Benton County,Reduced Reporter,Urban,DR,PT,Funds Expended on Operations,28505.0,0.0,28505
,85,Gulkana Village Council,Reduced Reporter,Tribe,DR,DO,Funds Expended on Capital,,,0
,85,Gulkana Village Council,Reduced Reporter,Tribe,DR,DO,Funds Expended on Operations,2525.0,0.0,2525
,85,Gulkana Village Council,Reduced Reporter,Tribe,MB,DO,Funds Expended on Capital,,,0
,85,Gulkana Village Council,Reduced Reporter,Tribe,MB,DO,Funds Expended on Operations,18292.0,2477.0,20769
,95,Lummi Nation,Reduced Reporter,Tribe,MB,DO,Funds Expended on Capital,0.0,0.0,0
,95,Lummi Nation,Reduced Reporter,Tribe,MB,DO,Funds Expended on Operations,0.0,0.0,0
,103,Squaxin Island Tribe,Reduced Reporter,Tribe,MB,DO,Funds Expended on Capital,0.0,0.0,0
,103,Squaxin Island Tribe,Reduced Reporter,Tribe,MB,DO,Funds Expended on Operations,0.0,0.0,0
,111,Confederated Tribes and Bands of The Yakama Nation,Reduced Reporter,Tribe,DR,DO,Funds Expended on Capital,0.0,0.0,0
,111,Confederated Tribes and Bands of The Yakama Nation,Reduced Reporter,Tribe,DR,DO,Funds Expended on Operations,0.0,0.0,0
,111,Confederated Tribes and Bands of The Yakama Nation,Reduced Reporter,Tribe,MB,DO,Funds Expended on Capital,0.0,0.0,0
,111,Confederated Tribes and Bands of The Yakama Nation,Reduced Reporter,Tribe,MB,DO,Funds Expended on Operations,0.0,0.0,0
,119,Confederated Tribes of the Umatilla Indian Reservation,Reduced Reporter,Tribe,CB,DO,Funds Expended on Capital,,,0
,119,Confederated Tribes of the Umatilla Indian Reservation,Reduced Reporter,Tribe,CB,DO,Funds Expended on Operations,,,0
,119,Confederated Tribes of the Umatilla Indian Reservation,Reduced Reporter,Tribe,MB,DO,Funds Expended on Capital,,,0
,119,Confederated Tribes of the Umatilla Indian Reservation,Reduced Reporter,Tribe,MB,DO,Funds Expended on Operations,,,0
,127,Cowlitz Indian Tribe,Reduced Reporter,Tribe,DR,DO,Funds Expended on Capital,0.0,0.0,0
,127,Cowlitz Indian Tribe,Reduced Reporter,Tribe,DR,DO,Funds Expended on Operations,0.0,0.0,0
,135,Nez Perce Tribe,Reduced Reporter,Tribe,DR,DO,Funds Expended on Capital,0.0,0.0,0
,135,Nez Perce Tribe,Reduced Reporter,Tribe,DR,DO,Funds Expended on Operations,0.0,50.0,50
,135,Nez Perce Tribe,Reduced Reporter,Tribe,MB,DO,Funds Expended on Capital,0.0,0.0,0
,135,Nez Perce Tribe,Reduced Reporter,Tribe,MB,DO,Funds Expended on Operations,5521.0,2565.0,8086
,199,Seldovia Village Tribe,Reduced Reporter,Tribe,FB,DO,Funds Expended on Capital,0.0,0.0,0
,199,Seldovia Village Tribe,Reduced Reporter,Tribe,FB,DO,Funds Expended on Operations,564491.0,28079.0,592570
,207,Spokane Tribe of Indians,Reduced Reporter,Tribe,DR,DO,Funds Expended on Capital,,,0
,207,Spokane Tribe of Indians,Reduced Reporter,Tribe,DR,DO,Funds Expended on Operations,,,0
,207,Spokane Tribe of Indians,Reduced Reporter,Tribe,MB,DO,Funds Expended on Capital,,,0
,207,Spokane Tribe of Indians,Reduced Reporter,Tribe,MB,DO,Funds Expended on Operations,,,0
,207,Spokane Tribe of Indians,Reduced Reporter,Tribe,VP,DO,Funds Expended on Capital,,,0
,207,Spokane Tribe of Indians,Reduced Reporter,Tribe,VP,DO,Funds Expended on Operations,16336.0,,16336
,239,Ketchikan Indian Community,Reduced Reporter,Tribe,DR,DO,Funds Expended on Capital,0.0,0.0,0
,239,Ketchikan Indian Community,Reduced Reporter,Tribe,DR,DO,Funds Expended on Operations,0.0,0.0,0
,247,Native Village of Noatak,Reduced Reporter,Tribe,DR,DO,Funds Expended on Capital,,0.0,0
,247,Native Village of Noatak,Reduced Reporter,Tribe,DR,DO,Funds Expended on Operations,,0.0,0
,279,Hydaburg Cooperative Association,Reduced Reporter,Tribe,DR,DO,Funds Expended on Capital,0.0,,0
,279,Hydaburg Cooperative Association,Reduced Reporter,Tribe,DR,DO,Funds Expended on Operations,7020.0,,7020
0R03,282,Garfield County Transportation Program,Rural Reporter,Rural,DR,DO,Funds Expended on Capital,,,0
0R03,282,Garfield County Transportation Program,Rural Reporter,Rural,DR,DO,Funds Expended on Operations,3187.0,1804.0,4991
0R03,285,Thurston Regional Planning Council,Rural Reporter,Rural,MB,PT,Funds Expended on Capital,,,0
0R03,285,Thurston Regional Planning Council,Rural Reporter,Rural,MB,PT,Funds Expended on Operations,,,0
0R03,286,Rural Resources Community Action,Rural Reporter,Rural,CB,DO,Funds Expended on Capital,,,0
0R03,286,Rural Resources Community Action,Rural Reporter,Rural,CB,DO,Funds Expended on Operations,1630.0,,1630
0R03,286,Rural Resources Community Action,Rural Reporter,Rural,DR,DO,Funds Expended on Capital,0.0,,0
0R03,286,Rural Resources Community Action,Rural Reporter,Rural,DR,DO,Funds Expended on Operations,6872.0,0.0,6872
0R03,287,People for People Moses Lake,Rural Reporter,Rural,DR,DO,Funds Expended on Capital,0.0,0.0,0
0R03,287,People for People Moses Lake,Rural Reporter,Rural,DR,DO,Funds Expended on Operations,0.0,0.0,0
0R03,287,People for People Moses Lake,Rural Reporter,Rural,MB,DO,Funds Expended on Capital,0.0,0.0,0
0R03,287,People for People Moses Lake,Rural Reporter,Rural,MB,DO,Funds Expended on Operations,0.0,0.0,0
0R02,290,City of Cottage Grove,Rural Reporter,Rural,CB,DO,Funds Expended on Capital,,,0
0R02,290,City of Cottage Grove,Rural Reporter,Rural,CB,DO,Funds Expended on Operations,0.0,0.0,0
0R02,290,City of Cottage Grove,Rural Reporter,Rural,DR,PT,Funds Expended on Capital,,,0
0R02,290,City of Cottage Grove,Rural Reporter,Rural,DR,PT,Funds Expended on Operations,4650.0,34862.0,39512
0R03,294,Pullman Transit,Rural Reporter,Rural,DR,DO,Funds Expended on Capital,,,0
0R03,294,Pullman Transit,Rural Reporter,Rural,DR,DO,Funds Expended on Operations,7457.0,0.0,7457
0R03,294,Pullman Transit,Rural Reporter,Rural,MB,DO,Funds Expended on Capital,,,0
0R03,294,Pullman Transit,Rural Reporter,Rural,MB,DO,Funds Expended on Operations,27153.0,1606109.0,1633262
0R02,296,Tillamook County Transportation District,Rural Reporter,Rural,CB,DO,Funds Expended on Capital,0.0,0.0,0
0R02,296,Tillamook County Transportation District,Rural Reporter,Rural,CB,DO,Funds Expended on Operations,87978.0,4846.0,92824
0R02,296,Tillamook County Transportation District,Rural Reporter,Rural,DR,DO,Funds Expended on Capital,0.0,0.0,0
0R02,296,Tillamook County Transportation District,Rural Reporter,Rural,DR,DO,Funds Expended on Operations,82616.0,455022.0,537638
0R02,296,Tillamook County Transportation District,Rural Reporter,Rural,MB,DO,Funds Expended on Capital,0.0,0.0,0
0R02,296,Tillamook County Transportation District,Rural Reporter,Rural,MB,DO,Funds Expended on Operations,78794.0,0.0,78794
0R03,297,People for People Yakima,Rural Reporter,Rural,CB,DO,Funds Expended on Capital,0.0,0.0,0
0R03,297,People for People Yakima,Rural Reporter,Rural,CB,DO,Funds Expended on Operations,0.0,0.0,0
0R03,297,People for People Yakima,Rural Reporter,Rural,DR,DO,Funds Expended on Capital,0.0,0.0,0
0R03,297,People for People Yakima,Rural Reporter,Rural,DR,DO,Funds Expended on Operations,0.0,0.0,0
0R03,297,People for People Yakima,Rural Reporter,Rural,MB,DO,Funds Expended on Capital,0.0,0.0,0
0R03,297,People for People Yakima,Rural Reporter,Rural,MB,DO,Funds Expended on Operations,0.0,0.0,0
0R03,298,Island Transit,Rural Reporter,Rural,DR,DO,Funds Expended on Capital,0.0,0.0,0
0R03,298,Island Transit,Rural Reporter,Rural,DR,DO,Funds Expended on Operations,0.0,0.0,0
0R03,298,Island Transit,Rural Reporter,Rural,MB,DO,Funds Expended on Capital,0.0,0.0,0
0R03,298,Island Transit,Rural Reporter,Rural,MB,DO,Funds Expended on Operations,0.0,0.0,0
0R03,298,Island Transit,Rural Reporter,Rural,VP,DO,Funds Expended on Capital,0.0,0.0,0
0R03,298,Island Transit,Rural Reporter,Rural,VP,DO,Funds Expended on Operations,181746.0,0.0,181746
0R03,299,Klickitat County Senior Services,Rural Reporter,Rural,DR,DO,Funds Expended on Capital,0.0,0.0,0
0R03,299,Klickitat County Senior Services,Rural Reporter,Rural,DR,DO,Funds Expended on Operations,25694.0,0.0,25694
0R03,299,Klickitat County Senior Services,Rural Reporter,Rural,MB,DO,Funds Expended on Capital,0.0,0.0,0
0R03,299,Klickitat County Senior Services,Rural Reporter,Rural,MB,DO,Funds Expended on Operations,9836.0,0.0,9836
0R02,300,City of Silverton,Rural Reporter,Rural,DR,DO,Funds Expended on Capital,0.0,0.0,0
0R02,300,City of Silverton,Rural Reporter,Rural,DR,DO,Funds Expended on Operations,1895.0,0.0,1895
0R02,301,South Clackamas Transportation District,Rural Reporter,Rural,MB,PT,Funds Expended on Capital,0.0,0.0,0
0R02,301,South Clackamas Transportation District,Rural Reporter,Rural,MB,PT,Funds Expended on Operations,14973.0,0.0,14973
0R03,303,Clallam Transit System,Rural Reporter,Rural,DR,DO,Funds Expended on Capital,,,0
