NTD ID,Agency Name,Reporter Type,Reporting Module,Mode,Rail (Y/N),TOS,Segment ID,UZA,UZA Name,Segment Name,Begins At,Ends At,Length in Miles,Directionality,Segment Type,Peak Level of Service,Safe Operation,Statutory BRT,Shoulder Lane,Hours of SOV Prohibition,Hours of Prohibition Enforcement,Original Revenue Service Date,Agency Revenue Service Start Date,Out of Revenue Service Date,Months Operated in FY,Seasonal Operation,Claiming NTD ID,Claiming Agency Name,Claiming Mode,Claiming TOS
1,King County,Full Reporter,Urban,MB,N,DO,72033,14,"Seattle--Tacoma, WA",I-405 Ramp,Southbound,NE 70th St,0.72,One Way,D Roadway lanes for exclusive use by high occupancy vehicles and separated from traffic by painted lines,F Stop and go,1.0,,,168.0,168.0,1983-06-01 00:00:00,1983-06-01,,12,N,1,King County,MB,DO
1,King County,Full Reporter,Urban,MB,N,DO,72036,14,"Seattle--Tacoma, WA",I-405 Ramp,Southbound,NE 160th St,0.13,One Way,D Roadway lanes for exclusive use by high occupancy vehicles and separated from traffic by painted lines,F Stop and go,1.0,,,168.0,168.0,1996-12-01 00:00:00,1996-12-01,,12,N,1,King County,MB,DO
1,King County,Full Reporter,Urban,MB,N,DO,72037,14,"Seattle--Tacoma, WA",I-405 Ramp,Southbound,NE 116th St,0.13,One Way,D Roadway lanes for exclusive use by high occupancy vehicles and separated from traffic by painted lines,F Stop and go,1.0,,,168.0,168.0,1996-12-01 00:00:00,1996-12-01,,12,N,1,King County,MB,DO
1,King County,Full Reporter,Urban,MB,N,DO,72038,14,"Seattle--Tacoma, WA",I-405 Ramp,Southbound,Lk Washington Blvd,0.14,One Way,D Roadway lanes for exclusive use by high occupancy vehicles and separated from traffic by painted lines,F Stop and go,1.0,,,168.0,168.0,1985-12-01 00:00:00,1985-12-01,,12,N,1,King County,MB,DO
1,King County,Full Reporter,Urban,MB,N,DO,72039,14,"Seattle--Tacoma, WA",I-405 Ramp,Southbound,Kingsgate Flyer Stop,0.41,One Way,D Roadway lanes for exclusive use by high occupancy vehicles and separated from traffic by painted lines,F Stop and go,1.0,,,168.0,168.0,1983-06-01 00:00:00,1983-06-01,,12,N,1,King County,MB,DO
1,King County,Full Reporter,Urban,MB,N,DO,72040,14,"Seattle--Tacoma, WA",I-405 Ramp,Southbound,I-5/Southcenter,0.24,One Way,D Roadway lanes for exclusive use by high occupancy vehicles and separated from traffic by painted lines,F Stop and go,1.0,,,168.0,168.0,1997-01-01 00:00:00,1997-01-01,,12,N,1,King County,MB,DO
1,King County,Full Reporter,Urban,MB,N,DO,72042,14,"Seattle--Tacoma, WA",I-405 Ramp,Northbound,NE 85th St,0.12,One Way,D Roadway lanes for exclusive use by high occupancy vehicles and separated from traffic by painted lines,F Stop and go,1.0,,,168.0,168.0,1997-01-01 00:00:00,1997-01-01,,12,N,1,King County,MB,DO
1,King County,Full Reporter,Urban,MB,N,DO,72043,14,"Seattle--Tacoma, WA",I-405 Ramp,North/Southbound,I-90,0.31,Two Way,D Roadway lanes for exclusive use by high occupancy vehicles and separated from traffic by painted lines,F Stop and go,1.0,,,168.0,168.0,1997-01-01 00:00:00,1997-01-01,,12,N,1,King County,MB,DO
1,King County,Full Reporter,Urban,MB,N,DO,72044,14,"Seattle--Tacoma, WA",EB Airport Road (Sno Cty): 94 to SR-99,94th St SW,SR-99 ,1.79,One Way,D Roadway lanes for exclusive use by high occupancy vehicles and separated from traffic by painted lines,D Unstable flow,1.0,,N,20.0,20.0,1993-09-01 00:00:00,1993-09-01,,12,N,29,Snohomish County Public Transportation Benefit Area Corporation,MB,DO
1,King County,Full Reporter,Urban,MB,N,DO,72045,14,"Seattle--Tacoma, WA",9th Ave. Southbound,Pine St,Olive Wy,0.08,One Way,D Roadway lanes for exclusive use by high occupancy vehicles and separated from traffic by painted lines,F Stop and go,1.0,,,168.0,168.0,1993-08-01 00:00:00,1993-08-01,,12,N,1,King County,MB,DO
1,King County,Full Reporter,Urban,MB,N,DO,72049,14,"Seattle--Tacoma, WA",I-90 Ramps,Westbound,West Mercer Wy,0.15,One Way,D Roadway lanes for exclusive use by high occupancy vehicles and separated from traffic by painted lines,F Stop and go,1.0,,,168.0,168.0,1994-01-01 00:00:00,1994-01-01,,12,N,1,King County,MB,DO
1,King County,Full Reporter,Urban,MB,N,DO,72050,14,"Seattle--Tacoma, WA",I-90 Ramps,Westbound,W Lake Sammamish,0.38,One Way,D Roadway lanes for exclusive use by high occupancy vehicles and separated from traffic by painted lines,F Stop and go,1.0,,,168.0,168.0,1994-01-01 00:00:00,1994-01-01,,12,N,1,King County,MB,DO
1,King County,Full Reporter,Urban,MB,N,DO,72052,14,"Seattle--Tacoma, WA",I-90 Ramps,Westbound,Island Crest Wy,0.02,One Way,D Roadway lanes for exclusive use by high occupancy vehicles and separated from traffic by painted lines,F Stop and go,1.0,,,168.0,168.0,1995-06-01 00:00:00,1995-06-01,,12,N,1,King County,MB,DO
1,King County,Full Reporter,Urban,MB,N,DO,72054,14,"Seattle--Tacoma, WA",I-90 Ramps,Westbound,East Mercer Wy,0.22,One Way,D Roadway lanes for exclusive use by high occupancy vehicles and separated from traffic by painted lines,F Stop and go,1.0,,,168.0,168.0,1994-01-01 00:00:00,1994-01-01,,12,N,1,King County,MB,DO
1,King County,Full Reporter,Urban,MB,N,DO,72059,14,"Seattle--Tacoma, WA",I-90 Ramps,Westbound,150th Ave SE,0.37,One Way,D Roadway lanes for exclusive use by high occupancy vehicles and separated from traffic by painted lines,F Stop and go,1.0,,,168.0,168.0,1997-01-01 00:00:00,1997-01-01,,12,N,1,King County,MB,DO
1,King County,Full Reporter,Urban,MB,N,DO,72063,14,"Seattle--Tacoma, WA",SR 520 Ramp,Westbound,124th Ave NE,0.29,One Way,D Roadway lanes for exclusive use by high occupancy vehicles and separated from traffic by painted lines,F Stop and go,1.0,,,98.0,98.0,2003-01-01 00:00:00,2003-01-01,,12,N,1,King County,MB,DO
1,King County,Full Reporter,Urban,MB,N,DO,72067,14,"Seattle--Tacoma, WA",I-405 NB (King Cty): MP 2.86 Benson Rd to MP 4.50 Sunset Blvd/SR 169,MP 2.86 Benson Rd,MP 4.50 Sunset Blvd/SR 169,1.64,One Way,D Roadway lanes for exclusive use by high occupancy vehicles and separated from traffic by painted lines,F Stop and go,1.0,,,98.0,98.0,1990-11-26 00:00:00,1990-11-26,,12,N,1,King County,MB,DO
1,King County,Full Reporter,Urban,MB,N,DO,72074,14,"Seattle--Tacoma, WA",I-405 Ramp,Northbound,NE 70th St,0.61,One Way,D Roadway lanes for exclusive use by high occupancy vehicles and separated from traffic by painted lines,F Stop and go,1.0,,,98.0,98.0,1983-06-01 00:00:00,1983-06-01,,12,N,1,King County,MB,DO
1,King County,Full Reporter,Urban,MB,N,DO,72077,14,"Seattle--Tacoma, WA",I-405 Ramp,Northbound,NE 160th St,0.14,One Way,D Roadway lanes for exclusive use by high occupancy vehicles and separated from traffic by painted lines,F Stop and go,1.0,,,98.0,98.0,1996-12-01 00:00:00,1996-12-01,,12,N,1,King County,MB,DO
1,King County,Full Reporter,Urban,MB,N,DO,72079,14,"Seattle--Tacoma, WA",I-405 Ramp,Northbound,Lk Washington Blvd,0.25,One Way,D Roadway lanes for exclusive use by high occupancy vehicles and separated from traffic by painted lines,F Stop and go,1.0,,,98.0,98.0,1985-12-01 00:00:00,1985-12-01,,12,N,1,King County,MB,DO
1,King County,Full Reporter,Urban,MB,N,DO,72080,14,"Seattle--Tacoma, WA",I-405 Ramp,Northbound,Kingsgate Flyer Stop,0.42,One Way,D Roadway lanes for exclusive use by high occupancy vehicles and separated from traffic by painted lines,F Stop and go,1.0,,,98.0,98.0,1983-06-01 00:00:00,1983-06-01,,12,N,1,King County,MB,DO
1,King County,Full Reporter,Urban,MB,N,DO,72081,14,"Seattle--Tacoma, WA",I-405 Ramp,Northbound,I-5/Southcenter,0.06,One Way,D Roadway lanes for exclusive use by high occupancy vehicles and separated from traffic by painted lines,F Stop and go,1.0,,,98.0,98.0,1997-01-01 00:00:00,1997-01-01,,12,N,1,King County,MB,DO
1,King County,Full Reporter,Urban,MB,N,DO,72084,14,"Seattle--Tacoma, WA",EB 128th (Sno Cty): 128 Ramp,128th St SW,I-5 Access Ramp,0.4,One Way,D Roadway lanes for exclusive use by high occupancy vehicles and separated from traffic by painted lines,D Unstable flow,1.0,,N,168.0,168.0,1993-09-01 00:00:00,1998-12-02,,12,N,29,Snohomish County Public Transportation Benefit Area Corporation,CB,DO
1,King County,Full Reporter,Urban,MB,N,DO,72118,14,"Seattle--Tacoma, WA",I-5 Ramps,Northbound,NE 85th,0.05,One Way,D Roadway lanes for exclusive use by high occupancy vehicles and separated from traffic by painted lines,F Stop and go,1.0,,,168.0,168.0,1997-01-01 00:00:00,1997-01-01,,12,N,1,King County,MB,DO
1,King County,Full Reporter,Urban,MB,N,DO,72120,14,"Seattle--Tacoma, WA",I-5 Ramps,Northbound,NE 205th,0.41,One Way,D Roadway lanes for exclusive use by high occupancy vehicles and separated from traffic by painted lines,F Stop and go,1.0,,,168.0,168.0,1981-01-01 00:00:00,1981-01-01,,12,N,1,King County,MB,DO
1,King County,Full Reporter,Urban,MB,N,DO,72121,14,"Seattle--Tacoma, WA",I-5 Ramps,Northbound,NE 145th St,0.57,One Way,D Roadway lanes for exclusive use by high occupancy vehicles and separated from traffic by painted lines,F Stop and go,1.0,,,168.0,168.0,1994-01-01 00:00:00,1994-01-01,,12,N,1,King County,MB,DO
1,King County,Full Reporter,Urban,MB,N,DO,72122,14,"Seattle--Tacoma, WA",I-5 Ramps,Northbound,NE 107th St,0.26,One Way,D Roadway lanes for exclusive use by high occupancy vehicles and separated from traffic by painted lines,F Stop and go,1.0,,,168.0,168.0,1981-01-01 00:00:00,1981-01-01,,12,N,1,King County,MB,DO
1,King County,Full Reporter,Urban,MB,N,DO,72123,14,"Seattle--Tacoma, WA",I-5 Ramps,Northbound,Mercer St,0.16,One Way,D Roadway lanes for exclusive use by high occupancy vehicles and separated from traffic by painted lines,F Stop and go,1.0,,,168.0,168.0,1997-01-01 00:00:00,1997-01-01,,12,N,1,King County,MB,DO
1,King County,Full Reporter,Urban,MB,N,DO,72124,14,"Seattle--Tacoma, WA",I-5 Ramps,Northbound,Boeing Access Rd,0.24,One Way,D Roadway lanes for exclusive use by high occupancy vehicles and separated from traffic by painted lines,F Stop and go,1.0,,,168.0,168.0,1997-01-01 00:00:00,1997-01-01,,12,N,1,King County,MB,DO
1,King County,Full Reporter,Urban,MB,N,DO,72125,14,"Seattle--Tacoma, WA",I-5 Ramps,North/Southbound,NE 145th St,0.04,Two Way,D Roadway lanes for exclusive use by high occupancy vehicles and separated from traffic by painted lines,F Stop and go,1.0,,,168.0,168.0,1994-01-01 00:00:00,1994-01-01,,12,N,1,King County,MB,DO
1,King County,Full Reporter,Urban,MB,N,DO,72126,14,"Seattle--Tacoma, WA",I-5 Ramps,Expressway - Southbound,Mercer St,0.22,One Way,D Roadway lanes for exclusive use by high occupancy vehicles and separated from traffic by painted lines,F Stop and go,1.0,,,168.0,168.0,1997-01-01 00:00:00,1997-01-01,,12,N,1,King County,MB,DO
1,King County,Full Reporter,Urban,MB,N,DO,72134,14,"Seattle--Tacoma, WA",WB Airport Road (Sno Cty): Gibson to SR-99,Gibson Rd,SR-99,0.65,One Way,D Roadway lanes for exclusive use by high occupancy vehicles and separated from traffic by painted lines,D Unstable flow,1.0,,,20.0,20.0,1993-09-01 00:00:00,1993-09-01,,12,N,29,Snohomish County Public Transportation Benefit Area Corporation,MB,DO
1,King County,Full Reporter,Urban,MB,N,DO,72135,14,"Seattle--Tacoma, WA",WB Airport Road(Sno Cty): SR-99 to 94,SR-99,94th St SW,1.79,One Way,D Roadway lanes for exclusive use by high occupancy vehicles and separated from traffic by painted lines,D Unstable flow,1.0,,N,20.0,20.0,1993-09-01 00:00:00,1993-09-01,,12,N,29,Snohomish County Public Transportation Benefit Area Corporation,MB,DO
1,King County,Full Reporter,Urban,MB,N,DO,72143,14,"Seattle--Tacoma, WA",SR99 NB (King Cty):  MP 38.97 NE 115th St to MP 40.47 NE 145th St,MP 38.97 NE 115th St,MP 40.47 NE 145th St,1.5,One Way,B Exclusive busway separated from traffic by painted lines,F Stop and go,1.0,,N,168.0,168.0,1979-06-22 00:00:00,1979-06-22,,12,N,1,King County,MB,DO
1,King County,Full Reporter,Urban,MB,N,DO,72148,14,"Seattle--Tacoma, WA",I-5 Ramps,Expressway - Southbound,Jefferson St,0.04,One Way,D Roadway lanes for exclusive use by high occupancy vehicles and separated from traffic by painted lines,F Stop and go,1.0,,,168.0,168.0,1996-12-01 00:00:00,1996-12-01,,12,N,1,King County,MB,DO
1,King County,Full Reporter,Urban,MB,N,DO,72149,14,"Seattle--Tacoma, WA",I-5 Ramps,Expressway - Northbound,NE 107th St,0.26,One Way,D Roadway lanes for exclusive use by high occupancy vehicles and separated from traffic by painted lines,F Stop and go,1.0,,,168.0,168.0,1981-01-01 00:00:00,1981-01-01,,12,N,1,King County,MB,DO
1,King County,Full Reporter,Urban,MB,N,DO,72150,14,"Seattle--Tacoma, WA",I-5 Ramps,Expressway - Northbound,Jefferson St,0.04,One Way,D Roadway lanes for exclusive use by high occupancy vehicles and separated from traffic by painted lines,F Stop and go,1.0,,,168.0,168.0,1996-12-01 00:00:00,1996-12-01,,12,N,1,King County,MB,DO
1,King County,Full Reporter,Urban,MB,N,DO,72152,14,"Seattle--Tacoma, WA",I-5 Ramps,Expressway - North/Southbound,5th Ave,0.17,Two Way,D Roadway lanes for exclusive use by high occupancy vehicles and separated from traffic by painted lines,F Stop and go,1.0,,,168.0,168.0,1990-12-01 00:00:00,1990-12-01,,12,N,1,King County,MB,DO
1,King County,Full Reporter,Urban,MB,N,DO,72163,14,"Seattle--Tacoma, WA",EB Airport Road (Sno Cty): SR-99 to Gibson,SR-99,Gibson Rd,0.65,One Way,D Roadway lanes for exclusive use by high occupancy vehicles and separated from traffic by painted lines,D Unstable flow,1.0,,,20.0,20.0,1993-09-01 00:00:00,1993-09-01,,12,N,29,Snohomish County Public Transportation Benefit Area Corporation,MB,DO
1,King County,Full Reporter,Urban,MB,N,DO,72173,14,"Seattle--Tacoma, WA",I 405 SB (King Cty): MP 4.50 Sunset Blvd/SR 169 to MP 2.86 Benson Rd,MP 4.50 Sunset Blvd/SR 169,MP 2.86 Benson Rd,2.01,One Way,D Roadway lanes for exclusive use by high occupancy vehicles and separated from traffic by painted lines,F Stop and go,1.0,,,98.0,98.0,1995-03-16 00:00:00,1995-03-16,,12,N,1,King County,MB,DO
1,King County,Full Reporter,Urban,MB,N,DO,72181,14,"Seattle--Tacoma, WA",I-5 Ramps,Southbound,NE Ravena Blvd,0.08,One Way,D Roadway lanes for exclusive use by high occupancy vehicles and separated from traffic by painted lines,F Stop and go,1.0,,,168.0,168.0,1981-01-01 00:00:00,1981-01-01,,12,N,1,King County,MB,DO
1,King County,Full Reporter,Urban,MB,N,DO,72188,14,"Seattle--Tacoma, WA",SR 520 Ramps,Eastbound,148 th Ave NE,0.25,One Way,D Roadway lanes for exclusive use by high occupancy vehicles and separated from traffic by painted lines,F Stop and go,1.0,,,98.0,98.0,2003-01-01 00:00:00,2003-01-01,,12,N,1,King County,MB,DO
1,King County,Full Reporter,Urban,MB,N,DO,72189,14,"Seattle--Tacoma, WA",SR 520 Ramp,Westbound,148th Ave NE,0.28,One Way,D Roadway lanes for exclusive use by high occupancy vehicles and separated from traffic by painted lines,F Stop and go,1.0,,,98.0,98.0,2003-01-01 00:00:00,2003-01-01,,12,N,1,King County,MB,DO
1,King County,Full Reporter,Urban,MB,N,DO,72190,14,"Seattle--Tacoma, WA",SR 99 SB (King Cty):  MP 35.70 N 50th St to MP 34.85 N 38th St,MP 35.70 N 50th St,MP 34.85 N 38th St,0.85,One Way,B Exclusive busway separated from traffic by painted lines,F Stop and go,1.0,,N,35.0,35.0,2003-11-01 00:00:00,2003-11-01,,12,N,1,King County,MB,DO
1,King County,Full Reporter,Urban,MB,N,DO,72191,14,"Seattle--Tacoma, WA",SR 99 SB (King Cty):  MP 17.46 S 200th St to MP 18.35 S 188th St,MP 17.46 S 200th St,MP 18.35 S 188th St,0.89,One Way,D Roadway lanes for exclusive use by high occupancy vehicles and separated from traffic by painted lines,F Stop and go,1.0,,,168.0,168.0,2003-01-01 00:00:00,2003-01-01,,12,N,1,King County,MB,DO
1,King County,Full Reporter,Urban,MB,N,DO,72192,14,"Seattle--Tacoma, WA",I-405 Ramp,Southbound,NE 124th St,0.13,One Way,D Roadway lanes for exclusive use by high occupancy vehicles and separated from traffic by painted lines,F Stop and go,1.0,,,168.0,168.0,1996-12-01 00:00:00,1996-12-01,,12,N,1,King County,MB,DO
1,King County,Full Reporter,Urban,MB,N,DO,72194,14,"Seattle--Tacoma, WA",I-5 Ramps,Northbound,NE 45th,0.55,One Way,D Roadway lanes for exclusive use by high occupancy vehicles and separated from traffic by painted lines,F Stop and go,1.0,,,168.0,168.0,1981-01-01 00:00:00,1981-01-01,,12,N,1,King County,MB,DO
1,King County,Full Reporter,Urban,MB,N,DO,72195,14,"Seattle--Tacoma, WA",NE Pacific St.,15th Ave NE,Montlake Blvd,0.45,One Way,D Roadway lanes for exclusive use by high occupancy vehicles and separated from traffic by painted lines,F Stop and go,1.0,,,168.0,168.0,1992-11-01 00:00:00,1992-11-01,,12,N,1,King County,MB,DO
1,King County,Full Reporter,Urban,MB,N,DO,72198,14,"Seattle--Tacoma, WA",SR 520 Ramps,Westbound,84th Ave NE,0.17,One Way,D Roadway lanes for exclusive use by high occupancy vehicles and separated from traffic by painted lines,F Stop and go,1.0,,,168.0,168.0,1973-01-01 00:00:00,1973-01-01,,12,N,1,King County,MB,DO
1,King County,Full Reporter,Urban,MB,N,DO,72202,14,"Seattle--Tacoma, WA",EB 128th (Sno Cty): Gibson Rd to 4th Ave W,Gibson Rd,4th Ave W,0.54,One Way,D Roadway lanes for exclusive use by high occupancy vehicles and separated from traffic by painted lines,D Unstable flow,1.0,,,20.0,20.0,1993-09-01 00:00:00,1993-09-01,,12,N,29,Snohomish County Public Transportation Benefit Area Corporation,MB,DO
1,King County,Full Reporter,Urban,MB,N,DO,72411,14,"Seattle--Tacoma, WA",I-5 Ramps,Southbound,SR 526,0.99,One Way,D Roadway lanes for exclusive use by high occupancy vehicles and separated from traffic by painted lines,F Stop and go,1.0,,,168.0,168.0,1997-01-01 00:00:00,1997-01-01,,12,N,1,King County,MB,DO
1,King County,Full Reporter,Urban,MB,N,DO,72412,14,"Seattle--Tacoma, WA",I-5 Ramps,Southbound,SR 18,0.27,One Way,D Roadway lanes for exclusive use by high occupancy vehicles and separated from traffic by painted lines,F Stop and go,1.0,,,168.0,168.0,1997-01-01 00:00:00,1997-01-01,,12,N,1,King County,MB,DO
1,King County,Full Reporter,Urban,MB,N,DO,72413,14,"Seattle--Tacoma, WA",I-5 Ramps,Southbound,NE 85th,0.25,One Way,D Roadway lanes for exclusive use by high occupancy vehicles and separated from traffic by painted lines,F Stop and go,1.0,,,168.0,168.0,1981-01-01 00:00:00,1981-01-01,,12,N,1,King County,MB,DO
1,King County,Full Reporter,Urban,MB,N,DO,72414,14,"Seattle--Tacoma, WA",I-5 Ramps,Southbound,NE 45th St,0.28,One Way,D Roadway lanes for exclusive use by high occupancy vehicles and separated from traffic by painted lines,F Stop and go,1.0,,,168.0,168.0,1981-01-01 00:00:00,1981-01-01,,12,N,1,King County,MB,DO
1,King County,Full Reporter,Urban,MB,N,DO,72416,14,"Seattle--Tacoma, WA",I-5 Ramps,Southbound,NE 205th St,0.4,One Way,D Roadway lanes for exclusive use by high occupancy vehicles and separated from traffic by painted lines,F Stop and go,1.0,,,168.0,168.0,1981-01-01 00:00:00,1981-01-01,,12,N,1,King County,MB,DO
1,King County,Full Reporter,Urban,MB,N,DO,72417,14,"Seattle--Tacoma, WA",I-5 Ramps,Southbound,NE 175th St,0.17,One Way,D Roadway lanes for exclusive use by high occupancy vehicles and separated from traffic by painted lines,F Stop and go,1.0,,,168.0,168.0,1981-01-01 00:00:00,1981-01-01,,12,N,1,King County,MB,DO
1,King County,Full Reporter,Urban,MB,N,DO,72418,14,"Seattle--Tacoma, WA",I-5 Ramps,Southbound,NE 145th St,0.61,One Way,D Roadway lanes for exclusive use by high occupancy vehicles and separated from traffic by painted lines,F Stop and go,1.0,,,168.0,168.0,1994-01-01 00:00:00,1994-01-01,,12,N,1,King County,MB,DO
1,King County,Full Reporter,Urban,MB,N,DO,72419,14,"Seattle--Tacoma, WA",I-5 Ramps,Southbound,Mercer St,0.17,One Way,D Roadway lanes for exclusive use by high occupancy vehicles and separated from traffic by painted lines,F Stop and go,1.0,,,168.0,168.0,1997-01-01 00:00:00,1997-01-01,,12,N,1,King County,MB,DO
1,King County,Full Reporter,Urban,MB,N,DO,73294,14,"Seattle--Tacoma, WA",3rd Ave.,Yesler Way,Broad St.,1.5,Two Way,A Exclusive busway separated from traffic by physical barriers,F Stop and go,1.0,,N,33.0,33.0,1900-01-02 00:00:00,2008-01-01,,12,N,1,King County,MB,DO
1,King County,Full Reporter,Urban,MB,N,DO,76016,14,"Seattle--Tacoma, WA",I-90 Ramps,Eastbound,East Mercer Wy,0.02,One Way,D Roadway lanes for exclusive use by high occupancy vehicles and separated from traffic by painted lines,F Stop and go,1.0,,,168.0,168.0,1994-01-01 00:00:00,1994-01-01,,12,N,1,King County,MB,DO
1,King County,Full Reporter,Urban,MB,N,DO,76017,14,"Seattle--Tacoma, WA",I-90 Ramps,Eastbound,Bellevue Wy SE,0.17,One Way,D Roadway lanes for exclusive use by high occupancy vehicles and separated from traffic by painted lines,F Stop and go,1.0,,N,168.0,168.0,1987-06-01 00:00:00,1987-06-01,,12,N,1,King County,MB,DO
1,King County,Full Reporter,Urban,MB,N,DO,76018,14,"Seattle--Tacoma, WA",I-90 Ramps,East/Westbound,Island Crest Wy,0.02,Two Way,D Roadway lanes for exclusive use by high occupancy vehicles and separated from traffic by painted lines,F Stop and go,1.0,,,168.0,168.0,1995-06-01 00:00:00,1995-06-01,,12,N,1,King County,MB,DO
1,King County,Full Reporter,Urban,MB,N,DO,76019,14,"Seattle--Tacoma, WA",I-90 Ramps,East/Westbound,77th Ave SE,0.11,Two Way,D Roadway lanes for exclusive use by high occupancy vehicles and separated from traffic by painted lines,F Stop and go,1.0,,N,168.0,168.0,1994-01-01 00:00:00,1994-01-01,,12,N,1,King County,MB,DO
1,King County,Full Reporter,Urban,MB,N,DO,76020,14,"Seattle--Tacoma, WA",I-90 Ramps,East/Westbound,Airport Way,0.49,Two Way,D Roadway lanes for exclusive use by high occupancy vehicles and separated from traffic by painted lines,F Stop and go,1.0,,N,168.0,168.0,1987-06-01 00:00:00,1987-06-01,,12,N,1,King County,MB,DO
