NTD ID,Agency Name,Reporter Type,Group Plan Sponsor NTDID,Group Plan Sponsor Name,Reporting Module,Mode,TOS,Element Type,Element Name,Element Count,Lane Miles,Track Miles,Pre 1940,1940's,1950's,1960's,1970's,1980's,1990's,2000's,2010's,2020's,Expected Service Years,Percent Agency Capital Responsibility,Allocation Units,Separate Asset Flag,Shared Capital Responsibility Other Party,Notes
1,King County,Full Reporter: Operating,,,Urban,SR,DO,Track,Grade Crossings,55.0,,,,,,,,,,,,,70.0,0.0,,,,"King County operates the Seattle Streetcar system under the terms of an inter-local agreement with the City of Seattle-accordingly, the County has no capital responsibility for Streetcar assets."
1,King County,Full Reporter: Operating,,,Urban,SR,DO,Track,Non-Revenue Service,,,0.9,,,,,,,,,,,70.0,0.0,,,,"King County operates the Seattle Streetcar system under the terms of an inter-local agreement with the City of Seattle-accordingly, the County has no capital responsibility for Streetcar assets."
1,King County,Full Reporter: Operating,,,Urban,SR,DO,Track,Revenue Track – No Capital Replacement Responsibility,,,7.85,,,,,,,,,,,70.0,,,,,"King County operates the Seattle Streetcar system under the terms of an inter-local agreement with the City of Seattle-accordingly, the County has no capital responsibility for Streetcar assets."
1,King County,Full Reporter: Operating,,,Urban,SR,DO,Track,Tangent – Revenue Service,,,7.57,,,,,,,,,,,70.0,0.0,,,,
1,King County,Full Reporter: Operating,,,Urban,TB,DO,Lane Miles,Exclusive Fixed Guideway,,116.9,,,,,,,,,,,,,,,,,
3,Pierce County Transportation Benefit Area Authority,Full Reporter: Operating,,,Urban,MB,DO,Lane Miles,Controlled Access High Intensity Busway,,0.0,,,,,,,,,,,,,,,,,
3,Pierce County Transportation Benefit Area Authority,Full Reporter: Operating,,,Urban,MB,DO,Lane Miles,Exclusive Fixed Guideway,,0.0,,,,,,,,,,,,,,,,,
3,Pierce County Transportation Benefit Area Authority,Full Reporter: Operating,,,Urban,MB,DO,Lane Miles,Exclusive High-Intensity Busway,,11.1,,,,,,,,,,,,,,,,,
7,Lane Transit District,Full Reporter: Operating,,,Urban,RB,DO,Lane Miles,Exclusive Fixed Guideway,,15.4,,,,,,,,,,,,,,,,,
8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter: Operating,,,Urban,LR,DO,Guideway,At-Grade/Ballast (including expressway),,,88.53,0.0,0.0,0.0,0.0,0.0,22.19,24.6,30.18,11.56,0.0,80.0,100.0,Track Miles,,,
8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter: Operating,,,Urban,LR,DO,Guideway,At-Grade/In-Street/Embedded,,,18.37,0.0,0.0,0.0,0.0,0.0,4.63,2.59,9.77,1.38,0.0,20.0,100.0,Track Miles,,,"100% of Track bed, in city owned ROW in Portland and Hillsboro."
8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter: Operating,,,Urban,LR,DO,Guideway,Below-Grade/Bored or Blasted Tunnel,,,5.9,0.0,0.0,0.0,0.0,0.0,0.0,5.9,0.0,0.0,0.0,100.0,100.0,Track Miles,,,
8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter: Operating,,,Urban,LR,DO,Guideway,Below-Grade/Cut-and-Cover Tunnel,,,0.87,0.0,0.0,0.0,0.0,0.0,0.34,0.53,0.0,0.0,0.0,100.0,100.0,Track Miles,,,
8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter: Operating,,,Urban,LR,DO,Guideway,Below-Grade/Retained Cut,,,0.63,0.0,0.0,0.0,0.0,0.0,0.05,0.58,0.0,0.0,0.0,100.0,100.0,Track Miles,,,
8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter: Operating,,,Urban,LR,DO,Guideway,Elevated/Concrete,,,7.39,0.0,0.0,0.0,0.0,0.06,0.97,0.79,2.85,2.72,0.0,80.0,100.0,Track Miles,,,includes timber
8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter: Operating,,,Urban,LR,DO,Guideway,Elevated/Retained Fill,,,6.21,0.0,0.0,0.0,0.0,0.0,1.53,1.76,2.18,0.74,0.0,80.0,100.0,Track Miles,,,
8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter: Operating,,,Urban,LR,DO,Guideway,Elevated/Steel Viaduct or Bridge,,,1.08,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.0,0.66,0.0,80.0,100.0,Track Miles,,,"100% of trackway and bridge deck, UPRR owns the Steel Bridge structure that is leased to ODOT and sublet to TriMet for 2 of 4 lanes."
8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter: Operating,,,Urban,LR,DO,Track,Track Under Performance Restriction,,,6.99,,,,,,,,,,,,,Track Miles,,,
8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter: Operating,,,Urban,LR,DO,Power and Signal,Overhead Contact System/Power Distribution,,,,0.0,0.0,0.0,0.0,0.0,26.0,29.0,33.0,12.0,0.0,40.0,100.0,Percent,,,
8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter: Operating,,,Urban,LR,DO,Power and Signal,Substation Building,64.0,,,0.0,0.0,0.0,0.0,0.0,15.0,21.0,20.0,7.0,1.0,40.0,100.0,Quantity,,,
8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter: Operating,,,Urban,LR,DO,Power and Signal,Substation Equipment,,,,0.0,0.0,0.0,0.0,0.0,23.0,33.0,31.0,11.0,2.0,35.0,100.0,Percent,,,
8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter: Operating,,,Urban,LR,DO,Power and Signal,Train Control & Signaling,,,,0.0,0.0,0.0,0.0,0.0,26.0,25.0,34.0,15.0,0.0,40.0,100.0,Percent,,,
8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter: Operating,,,Urban,LR,DO,Track,Curve – Revenue Service,,,42.34,,,,,,,,,,,30.0,100.0,,,,"radius less than 1,500 feet"
8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter: Operating,,,Urban,LR,DO,Track,Double Crossover,6.0,,,,,,,,,,,,,35.0,100.0,,,,
8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter: Operating,,,Urban,LR,DO,Track,Grade Crossings,212.0,,,,,,,,,,,,,20.0,100.0,,,,
8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter: Operating,,,Urban,LR,DO,Track,Non-Revenue Service,,,9.28,,,,,,,,,,,35.0,100.0,,,,
8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter: Operating,,,Urban,LR,DO,Track,Rail Crossings,36.0,,,,,,,,,,,,,35.0,100.0,,,,
8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter: Operating,,,Urban,LR,DO,Track,Single Crossover,39.0,,,,,,,,,,,,,35.0,100.0,,,,
8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter: Operating,,,Urban,LR,DO,Track,Single Turnout,143.0,,,,,,,,,,,,,35.0,100.0,,,,
8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter: Operating,,,Urban,LR,DO,Track,Tangent – Revenue Service,,,77.67,,,,,,,,,,,40.0,100.0,,,,
8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter: Operating,,,Urban,MB,DO,Lane Miles,Controlled Access High Intensity Busway,,0.6,,,,,,,,,,,,,,,,,
8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter: Operating,,,Urban,MB,DO,Lane Miles,Exclusive Fixed Guideway,,6.3,,,,,,,,,,,,,,,,,
8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter: Operating,,,Urban,MB,DO,Lane Miles,Exclusive High-Intensity Busway,,0.0,,,,,,,,,,,,,,,,,
8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter: Operating,,,Urban,YR,PT,Guideway,At-Grade/Ballast (including expressway),,,18.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,30.0,100.0,Percent,,,"100% for track bed, State of Oregon owns ROW"
8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter: Operating,,,Urban,YR,PT,Guideway,At-Grade/In-Street/Embedded,,,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,50.0,100.0,Percent,,,100% of track bed in city ROW
8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter: Operating,,,Urban,YR,PT,Guideway,Elevated/Concrete,,,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,80.0,100.0,Percent,,,includes timber
8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter: Operating,,,Urban,YR,PT,Guideway,Elevated/Steel Viaduct or Bridge,,,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,80.0,100.0,Percent,,,
8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter: Operating,,,Urban,YR,PT,Track,Track Under Performance Restriction,,,0.04,,,,,,,,,,,,,Track Miles,,,
8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter: Operating,,,Urban,YR,PT,Power and Signal,Train Control & Signaling,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,40.0,100.0,Percent,,,
8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter: Operating,,,Urban,YR,PT,Track,Curve – Revenue Service,,,5.64,,,,,,,,,,,35.0,100.0,,,,
8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter: Operating,,,Urban,YR,PT,Track,Grade Crossings,27.0,,,,,,,,,,,,,20.0,100.0,,,,
8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter: Operating,,,Urban,YR,PT,Track,Non-Revenue Service,,,0.55,,,,,,,,,,,60.0,100.0,,,,
8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter: Operating,,,Urban,YR,PT,Track,Single Crossover,5.0,,,,,,,,,,,,,20.0,100.0,,,,
8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter: Operating,,,Urban,YR,PT,Track,Single Turnout,11.0,,,,,,,,,,,,,20.0,100.0,,,,
8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter: Operating,,,Urban,YR,PT,Track,Tangent – Revenue Service,,,13.56,,,,,,,,,,,50.0,100.0,,,,
23,City of Seattle,Full Reporter: Operating,,,Urban,MG,PT,Guideway,Elevated/Concrete,,,1.8,0.0,0.0,0.0,85.0,0.0,15.0,0.0,0.0,0.0,0.0,100.0,100.0,Percent,N,,
23,City of Seattle,Full Reporter: Operating,,,Urban,MG,PT,Track,Track Under Performance Restriction,,,0.0,,,,,,,,,,,,,Track Miles,N,,
23,City of Seattle,Full Reporter: Operating,,,Urban,MG,PT,Power and Signal,Substation Building,2.0,,,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,20.0,50.0,100.0,Percent,N,,
23,City of Seattle,Full Reporter: Operating,,,Urban,MG,PT,Power and Signal,Substation Equipment,,,,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,2.0,90.0,30.0,100.0,Percent,N,,
23,City of Seattle,Full Reporter: Operating,,,Urban,MG,PT,Power and Signal,Third Rail/Power Distribution,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0,25.0,100.0,Percent,N,,
23,City of Seattle,Full Reporter: Operating,,,Urban,MG,PT,Power and Signal,Train Control & Signaling,,,,0.0,0.0,0.0,0.0,0.0,50.0,0.0,50.0,0.0,0.0,35.0,100.0,Percent,N,,
23,City of Seattle,Full Reporter: Operating,,,Urban,MG,PT,Track,Curve – Revenue Service,,,0.5,,,,,,,,,,,100.0,100.0,,N,,
23,City of Seattle,Full Reporter: Operating,,,Urban,MG,PT,Track,Tangent – Revenue Service,,,1.3,,,,,,,,,,,100.0,100.0,,N,,
24,Clark County Public Transportation Benefit Area Authority,Full Reporter: Operating,,,Urban,MB,DO,Lane Miles,Controlled Access High Intensity Busway,,3.4,,,,,,,,,,,,,,,,,
29,Snohomish County Public Transportation Benefit Area Corporation,Full Reporter: Operating,,,Urban,CB,DO,Lane Miles,Controlled Access High Intensity Busway,,8.0,,,,,,,,,,,,,,,,,
29,Snohomish County Public Transportation Benefit Area Corporation,Full Reporter: Operating,,,Urban,CB,DO,Lane Miles,Exclusive Fixed Guideway,,0.0,,,,,,,,,,,,,,,,,
29,Snohomish County Public Transportation Benefit Area Corporation,Full Reporter: Operating,,,Urban,CB,DO,Lane Miles,Exclusive High-Intensity Busway,,71.9,,,,,,,,,,,,,,,,,
29,Snohomish County Public Transportation Benefit Area Corporation,Full Reporter: Operating,,,Urban,CB,PT,Lane Miles,Controlled Access High Intensity Busway,,2.3,,,,,,,,,,,,,,,,,
29,Snohomish County Public Transportation Benefit Area Corporation,Full Reporter: Operating,,,Urban,CB,PT,Lane Miles,Exclusive Fixed Guideway,,0.0,,,,,,,,,,,,,,,,,
29,Snohomish County Public Transportation Benefit Area Corporation,Full Reporter: Operating,,,Urban,CB,PT,Lane Miles,Exclusive High-Intensity Busway,,54.6,,,,,,,,,,,,,,,,,
29,Snohomish County Public Transportation Benefit Area Corporation,Full Reporter: Operating,,,Urban,MB,DO,Lane Miles,Controlled Access High Intensity Busway,,6.6,,,,,,,,,,,,,,,,,
29,Snohomish County Public Transportation Benefit Area Corporation,Full Reporter: Operating,,,Urban,MB,DO,Lane Miles,Exclusive Fixed Guideway,,0.0,,,,,,,,,,,,,,,,,
29,Snohomish County Public Transportation Benefit Area Corporation,Full Reporter: Operating,,,Urban,MB,DO,Lane Miles,Exclusive High-Intensity Busway,,19.8,,,,,,,,,,,,,,,,,
40,Central Puget Sound Regional Transit Authority,Full Reporter: Operating,,,Urban,CB,DO,Lane Miles,Controlled Access High Intensity Busway,,52.2,,,,,,,,,,,,,,,N,,
40,Central Puget Sound Regional Transit Authority,Full Reporter: Operating,,,Urban,CB,DO,Lane Miles,Exclusive Fixed Guideway,,2.9,,,,,,,,,,,,,,,N,,
40,Central Puget Sound Regional Transit Authority,Full Reporter: Operating,,,Urban,CB,DO,Lane Miles,Exclusive High-Intensity Busway,,134.4,,,,,,,,,,,,,,,N,,
40,Central Puget Sound Regional Transit Authority,Full Reporter: Operating,,,Urban,CB,PT,Lane Miles,Controlled Access High Intensity Busway,,33.9,,,,,,,,,,,,,,,N,,
40,Central Puget Sound Regional Transit Authority,Full Reporter: Operating,,,Urban,CB,PT,Lane Miles,Exclusive Fixed Guideway,,0.0,,,,,,,,,,,,,,,N,,
40,Central Puget Sound Regional Transit Authority,Full Reporter: Operating,,,Urban,CB,PT,Lane Miles,Exclusive High-Intensity Busway,,44.0,,,,,,,,,,,,,,,N,,
40,Central Puget Sound Regional Transit Authority,Full Reporter: Operating,,,Urban,CR,PT,Guideway,At-Grade/In-Street/Embedded,,,153.7,0.0,4.87,1.49,25.36,12.77,24.57,20.13,30.04,34.47,0.0,100.0,10.4,Track Miles,N,BNSF,Sound Transit responsible for Tacoma to Lakewood assets.  All others BNSF.
40,Central Puget Sound Regional Transit Authority,Full Reporter: Operating,,,Urban,CR,PT,Guideway,Below-Grade/Bored or Blasted Tunnel,,,2.73,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.0,1.85,0.0,100.0,0.0,Track Miles,N,,
40,Central Puget Sound Regional Transit Authority,Full Reporter: Operating,,,Urban,CR,PT,Guideway,Elevated/Concrete,,,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,100.0,100.0,Track Miles,N,BNSF,Sound Transit responsible for Tacoma to Lakewood assets.  All others BNSF.
40,Central Puget Sound Regional Transit Authority,Full Reporter: Operating,,,Urban,CR,PT,Guideway,Elevated/Retained Fill,,,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,100.0,100.0,Track Miles,N,BNSF,Sound Transit responsible for Tacoma to Lakewood assets.  All others BNSF.
40,Central Puget Sound Regional Transit Authority,Full Reporter: Operating,,,Urban,CR,PT,Guideway,Elevated/Steel Viaduct or Bridge,,,2.19,0.0,0.59,0.08,0.36,0.04,0.48,0.04,0.0,0.6,0.0,100.0,0.0,Track Miles,N,,
40,Central Puget Sound Regional Transit Authority,Full Reporter: Operating,,,Urban,CR,PT,Track,Track Under Performance Restriction,,,0.0,,,,,,,,,,,,,Track Miles,N,,
40,Central Puget Sound Regional Transit Authority,Full Reporter: Operating,,,Urban,CR,PT,Power and Signal,Train Control & Signaling,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,30.0,100.0,Percent,N,,
40,Central Puget Sound Regional Transit Authority,Full Reporter: Operating,,,Urban,CR,PT,Track,Curve – Revenue Service,,,59.28,,,,,,,,,,,30.0,7.2,,N,BNSF,Sound Transit responsible for Tacoma to Lakewood assets.  All others BNSF.
40,Central Puget Sound Regional Transit Authority,Full Reporter: Operating,,,Urban,CR,PT,Track,Grade Crossings,63.0,,,,,,,,,,,,,30.0,25.4,,N,BNSF,Sound Transit responsible for Tacoma to Lakewood assets.  All others BNSF.
40,Central Puget Sound Regional Transit Authority,Full Reporter: Operating,,,Urban,CR,PT,Track,Non-Revenue Service,,,0.7,,,,,,,,,,,30.0,85.7,,N,BNSF,Sound Transit responsible for Tacoma to Lakewood assets.  All others BNSF.
40,Central Puget Sound Regional Transit Authority,Full Reporter: Operating,,,Urban,CR,PT,Track,Revenue Track – No Capital Replacement Responsibility,,,142.59,,,,,,,,,,,30.0,,,N,BNSF,Sound Transit responsible for Tacoma to Lakewood assets.  All others BNSF.
40,Central Puget Sound Regional Transit Authority,Full Reporter: Operating,,,Urban,CR,PT,Track,Single Crossover,39.0,,,,,,,,,,,,,30.0,5.1,,N,BNSF,Sound Transit responsible for Tacoma to Lakewood assets.  All others BNSF.
40,Central Puget Sound Regional Transit Authority,Full Reporter: Operating,,,Urban,CR,PT,Track,Single Turnout,14.0,,,,,,,,,,,,,30.0,42.9,,N,BNSF,Sound Transit responsible for Tacoma to Lakewood assets.  All others BNSF.
40,Central Puget Sound Regional Transit Authority,Full Reporter: Operating,,,Urban,CR,PT,Track,Slip Switch,3.0,,,,,,,,,,,,,30.0,0.0,,N,BNSF,Sound Transit responsible for Tacoma to Lakewood assets.  All others BNSF.
40,Central Puget Sound Regional Transit Authority,Full Reporter: Operating,,,Urban,CR,PT,Track,Tangent – Revenue Service,,,98.91,,,,,,,,,,,30.0,3.4,,N,BNSF,Sound Transit responsible for Tacoma to Lakewood assets.  All others BNSF.
40,Central Puget Sound Regional Transit Authority,Full Reporter: Operating,,,Urban,LR,DO,Guideway,At-Grade/In-Street/Embedded,,,18.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.36,0.0,0.0,50.0,100.0,Track Miles,N,,
40,Central Puget Sound Regional Transit Authority,Full Reporter: Operating,,,Urban,LR,DO,Guideway,Below-Grade/Bored or Blasted Tunnel,,,19.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.75,6.33,7.31,150.0,100.0,Track Miles,N,,
40,Central Puget Sound Regional Transit Authority,Full Reporter: Operating,,,Urban,LR,DO,Guideway,Elevated/Concrete,,,18.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.63,3.63,1.21,100.0,100.0,Track Miles,N,,
40,Central Puget Sound Regional Transit Authority,Full Reporter: Operating,,,Urban,LR,DO,Guideway,Elevated/Retained Fill,,,0.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.44,100.0,100.0,Track Miles,N,,
40,Central Puget Sound Regional Transit Authority,Full Reporter: Operating,,,Urban,LR,DO,Track,Track Under Performance Restriction,,,1.43,,,,,,,,,,,,,Track Miles,N,,
40,Central Puget Sound Regional Transit Authority,Full Reporter: Operating,,,Urban,LR,DO,Power and Signal,Overhead Contact System/Power Distribution,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.7,8.3,0.0,30.0,100.0,Percent,N,,
40,Central Puget Sound Regional Transit Authority,Full Reporter: Operating,,,Urban,LR,DO,Power and Signal,Substation Building,19.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.8,12.2,0.0,30.0,100.0,Percent,N,,
40,Central Puget Sound Regional Transit Authority,Full Reporter: Operating,,,Urban,LR,DO,Power and Signal,Substation Equipment,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.8,12.2,0.0,30.0,100.0,Percent,N,,
40,Central Puget Sound Regional Transit Authority,Full Reporter: Operating,,,Urban,LR,DO,Power and Signal,Train Control & Signaling,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.2,7.8,0.0,30.0,100.0,Percent,N,,
40,Central Puget Sound Regional Transit Authority,Full Reporter: Operating,,,Urban,LR,DO,Track,Curve – Revenue Service,,,25.37,,,,,,,,,,,50.0,100.0,,N,,
40,Central Puget Sound Regional Transit Authority,Full Reporter: Operating,,,Urban,LR,DO,Track,Double Crossover,11.0,,,,,,,,,,,,,50.0,100.0,,N,,
40,Central Puget Sound Regional Transit Authority,Full Reporter: Operating,,,Urban,LR,DO,Track,Grade Crossings,37.0,,,,,,,,,,,,,50.0,100.0,,N,,
40,Central Puget Sound Regional Transit Authority,Full Reporter: Operating,,,Urban,LR,DO,Track,Non-Revenue Service,,,6.38,,,,,,,,,,,50.0,100.0,,N,,
40,Central Puget Sound Regional Transit Authority,Full Reporter: Operating,,,Urban,LR,DO,Track,Single Crossover,8.0,,,,,,,,,,,,,50.0,100.0,,N,,
40,Central Puget Sound Regional Transit Authority,Full Reporter: Operating,,,Urban,LR,DO,Track,Single Turnout,5.0,,,,,,,,,,,,,50.0,100.0,,N,,
40,Central Puget Sound Regional Transit Authority,Full Reporter: Operating,,,Urban,LR,DO,Track,Slip Switch,1.0,,,,,,,,,,,,,50.0,100.0,,N,,
40,Central Puget Sound Regional Transit Authority,Full Reporter: Operating,,,Urban,LR,DO,Track,Tangent – Revenue Service,,,25.31,,,,,,,,,,,50.0,100.0,,N,,
40,Central Puget Sound Regional Transit Authority,Full Reporter: Operating,,,Urban,SR,DO,Guideway,At-Grade/In-Street/Embedded,,,7.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,0.0,4.81,30.0,100.0,Track Miles,N,,
40,Central Puget Sound Regional Transit Authority,Full Reporter: Operating,,,Urban,SR,DO,Track,Track Under Performance Restriction,,,0.0,,,,,,,,,,,,,Track Miles,N,,
40,Central Puget Sound Regional Transit Authority,Full Reporter: Operating,,,Urban,SR,DO,Power and Signal,Overhead Contact System/Power Distribution,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,30.0,100.0,Percent,N,,
40,Central Puget Sound Regional Transit Authority,Full Reporter: Operating,,,Urban,SR,DO,Power and Signal,Substation Building,7.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,25.0,100.0,Percent,N,,Added 5 new for extension.
40,Central Puget Sound Regional Transit Authority,Full Reporter: Operating,,,Urban,SR,DO,Power and Signal,Substation Equipment,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,25.0,100.0,Percent,N,,
40,Central Puget Sound Regional Transit Authority,Full Reporter: Operating,,,Urban,SR,DO,Power and Signal,Train Control & Signaling,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,30.0,100.0,Percent,N,,
40,Central Puget Sound Regional Transit Authority,Full Reporter: Operating,,,Urban,SR,DO,Track,Curve – Revenue Service,,,1.63,,,,,,,,,,,30.0,100.0,,N,,
40,Central Puget Sound Regional Transit Authority,Full Reporter: Operating,,,Urban,SR,DO,Track,Grade Crossings,39.0,,,,,,,,,,,,,30.0,100.0,,N,,
40,Central Puget Sound Regional Transit Authority,Full Reporter: Operating,,,Urban,SR,DO,Track,Non-Revenue Service,,,0.17,,,,,,,,,,,30.0,100.0,,N,,
40,Central Puget Sound Regional Transit Authority,Full Reporter: Operating,,,Urban,SR,DO,Track,Single Crossover,1.0,,,,,,,,,,,,,30.0,100.0,,N,,
40,Central Puget Sound Regional Transit Authority,Full Reporter: Operating,,,Urban,SR,DO,Track,Single Turnout,3.0,,,,,,,,,,,,,30.0,100.0,,N,,
40,Central Puget Sound Regional Transit Authority,Full Reporter: Operating,,,Urban,SR,DO,Track,Tangent – Revenue Service,,,5.71,,,,,,,,,,,30.0,100.0,,N,,
41,Alaska Railroad Corporation,Full Reporter: Operating,,,Urban,AR,DO,Guideway,At-Grade/Ballast (including expressway),,,562.54,0.0,2.0,6.0,6.0,8.0,26.0,28.0,15.0,9.0,0.0,40.0,100.0,Percent,N,,
41,Alaska Railroad Corporation,Full Reporter: Operating,,,Urban,AR,DO,Guideway,At-Grade/In-Street/Embedded,,,5.04,0.0,0.0,0.0,0.0,0.0,5.0,45.0,25.0,25.0,0.0,40.0,100.0,Percent,N,,
41,Alaska Railroad Corporation,Full Reporter: Operating,,,Urban,AR,DO,Guideway,Below-Grade/Bored or Blasted Tunnel,,,1.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,75.0,0.0,40.0,100.0,Percent,N,,
