NTD ID,Agency Name,Reporter Type,Reporting Module,CA: Cash and Cash Equivalents,CA: Accounts Receivable,CA: Inventory,CA: Prepaid Expenses,CA: Current Investments and Current Portions of Long-Term Investments,CA: Other Current Assets,Total Current Assets,NCA: Capital Assets,NCA: Intangible Assets,NCA: Capital Leases Receivables,NCA: Special Funds,NCA: Work in Progress,NCA: Investments,NCA: Other Noncurrent Assets,Total Noncurrent Assets,Total Assets,Deferred Outflows of Resources,CL: Current Accounts Payable,CL: Short-Term Debt and Current Portions of Long-Term Debt,CL: Accrued Liabilities,CL: Other Current Liabilities,Total Current Liabilities,NCL: Long-Term Debt,NCL: Noncurrent Accounts Payable,NCL: Capital Lease Obligations,NCL: Long-Term Pension Liabilities,NCL: Estimated Liabilities,NCL: Other Noncurrent Liabilities,Total Noncurrent Liabilities,Total Liabilities,Deferred Inflows of Resources,Net Position
10017,Greater Hartford Transit District,Full Reporter: Operating,Urban,2760105,9643820,0,194178,1144168,0,13742271,35133006,0,0,0,0,4576674,0,39709680,53451951,0,7841735,0,0,480430,8322165,0,0,0,787449,0,0,787449,9109614,5695563,38646774
10040,Southeast Area Transit District,Full Reporter: Operating,Urban,60857,1448712,226777,343481,0,0,2079827,8761796,0,0,0,0,0,0,8761796,10841623,0,229966,579372,336888,0,1146226,0,0,0,0,0,0,0,1146226,0,9695397
10042,Valley Transit District,Full Reporter: Operating,Urban,313031,313316,0,9281,0,0,635628,4156479,0,0,0,0,0,0,4156479,4792107,0,23799,0,108745,0,132544,0,0,0,0,0,0,0,132544,0,4659563
10049,Greater New Haven Transit District,Full Reporter: Operating,Urban,327622,2372857,75135,42654,0,0,2818268,6195169,0,0,0,0,0,0,6195169,9013437,0,143761,500000,759758,150909,1554428,74203,0,0,0,0,0,74203,1628631,0,7384806
10050,Greater Bridgeport Transit Authority,Full Reporter: Operating,Urban,1646483,5264717,1389213,1702,0,0,8302115,29966986,0,0,0,1383987,0,0,31350973,39653088,527996,1174857,391227,3268234,34421,4868739,0,0,0,9707412,402699,0,10110111,14978850,3684407,21517827
10051,Housatonic Area Regional Transit ,Full Reporter: Operating,Urban,123762,1700924,115119,66560,450845,0,2457210,33625189,0,0,0,0,3074760,0,36699949,39157159,0,363671,22389,209467,0,595527,48479,0,0,0,0,0,48479,644006,0,38513153
10053,Cape Ann Transportation Authority,Full Reporter: Operating,Urban,46592,4606743,75292,230579,1120137,0,6079343,6580631,0,277641,0,0,0,0,6858272,12937615,0,1576074,0,122317,0,1698391,2413000,0,0,0,0,0,2413000,4111391,351042,8475182
10057,Norwalk Transit District,Full Reporter: Operating,Urban,0,1828230,528620,182568,0,0,2539418,27033067,0,0,0,4453349,0,0,31486416,34025834,0,1008051,2456464,961070,0,4425585,0,0,0,0,288649,0,288649,4714234,0,29311600
10061,Montachusett Regional Transit Authority,Full Reporter: Operating,Urban,19797707,30017489,0,0,0,1041465,50856661,52610244,0,0,0,0,0,0,52610244,103466905,0,42539953,19053333,519556,817566,62930408,103338,0,0,0,0,0,103338,63033746,0,40433159
10064,Greater Attleboro-Taunton Regional Transit Authority,Full Reporter: Operating,Urban,7711164,17316809,379849,1148589,0,0,26556411,23841597,0,0,0,0,0,4797167,28638764,55195175,1912743,13855216,8200880,621557,308550,22986203,0,0,0,7852557,0,236969,8089526,31075729,1332807,24699382
10066,Green Mountain Transit Authority,Full Reporter: Operating,Urban,4855630,4266811,955141,233334,0,0,10310916,63959892,0,0,0,47315,0,0,64007207,74318123,806103,625086,0,1474846,12720,2112652,0,0,0,0,0,0,0,2112652,0,73011574
10086,Cooperative Alliance for Seacoast Transportation,Full Reporter: Operating,Urban,2287036,1186628,103058,50019,0,0,3626741,3966282,0,0,0,0,0,0,3966282,7593023,0,146452,0,315415,95034,556901,0,0,0,0,0,0,0,556901,0,7036122
10088,Casco Bay Island Transit District,Full Reporter: Operating,Urban,2240296,495318,62836,98356,0,0,2896806,8565398,0,0,804837,19788280,0,0,29158515,32055321,0,446853,0,263573,2687,713113,0,0,0,0,0,1110093,1110093,1823206,0,30232115
10098,"Western Maine Transportation Services, Inc.",Full Reporter: Operating,Urban,1382978,1236902,152563,134905,0,0,2907348,1845049,0,0,0,4236981,0,0,6082030,8989378,0,122988,0,159710,0,282698,1192895,0,0,0,0,266288,1459183,1741881,0,7247497
10105,Cape Cod Regional Transit Authority,Full Reporter: Operating,Urban,2892223,5136393,0,0,0,1261050,9289666,26950940,205184,0,0,0,0,3180739,30336863,39626529,811417,3327823,0,205965,0,3533788,0,444112,0,2065048,0,2108935,4618095,8151883,987584,31298479
10107,Milford Transit District,Full Reporter: Operating,Urban,501203,203413,0,0,0,0,704616,4116872,0,0,0,0,0,0,4116872,4821488,0,119091,0,76002,0,195093,3911151,0,0,0,0,55000,3966151,4161244,150306,509938
10115,Northern New England Passenger Rail Authority,Full Reporter: Operating,Urban,1321174,5316050,0,132306,0,0,6769530,13169681,0,1290298,0,711273,0,948405,16119657,22889187,540120,2645076,0,80170,0,2725246,0,0,0,1079252,0,1908028,2987280,5712526,464229,17252552
10118,MetroWest Regional Transit Authority,Full Reporter: Operating,Urban,1510226,4721786,0,150683,0,0,6382695,23549929,0,0,5252673,0,0,0,28802602,35185297,0,1530836,0,402373,0,1933209,0,774159,0,1051105,0,8928000,10753264,12686473,782305,21716519
10128,Connecticut Department of Transportation- CTTransit Waterbury- NET,Full Reporter: Operating,Urban,496118,584397,1416258,206324,0,0,2703097,0,0,0,0,0,0,5021494,5021494,7724591,0,69668,94482,1833648,0,1997798,0,0,0,0,0,1132100,1132100,3129898,0,4594693
10183,"Woods Hole, Martha's Vineyard and Nantucket Steamship Authority",Full Reporter: Operating,Urban,12681205,2772635,645717,5039369,8659571,0,29798497,203947339,0,0,55269585,37286271,0,3226734,299729929,329528426,6079246,6830403,9656827,5469955,10770739,32727924,90827605,0,0,22662051,0,446864,113936520,146664444,4805323,184137905
20002,Capital District Transportation Authority,Full Reporter: Operating,Urban,23115280,38142223,0,0,0,5291574,66549077,156907960,0,5698006,47112400,0,0,2045372,211763738,278312815,16426142,11020387,0,0,5008760,16029147,0,0,11685098,66724317,10353900,0,88763315,104792462,58365914,131580581
20004,Niagara Frontier Transportation Authority,Full Reporter: Operating,Urban,98657000,57531000,5616000,1158000,64138000,0,227100000,310698000,3017000,28000,20117000,0,8000000,0,341860000,568960000,76422000,18858000,2936000,0,28142000,49936000,2776000,0,0,418717000,30326000,0,451819000,501755000,146826000,-3199000
20008,MTA New York City Transit,Full Reporter: Operating,Urban,1107695938,3768426908,350176531,258821304,5690661267,0,11175781948,44275001771,0,39362713,1106640476,7814729446,1124847862,98726122,54459308390,65635090338,6134462046,5375127523,706878236,2163435978,1197544856,9442986593,16654561622,8238494165,714461470,21605672411,4218004814,281742299,51712936781,61155923374,3893334072,6720294938
20018,Central New York Regional Transportation Authority,Full Reporter: Operating,Urban,25440341,18318145,3658710,5072280,0,0,52489476,84672955,0,0,0,388454,0,40484110,125545519,178034995,40480338,1728657,0,3151654,1723835,6604146,0,0,0,256315853,3501620,43420921,303238394,309842540,133526786,-224853993
20075,Port Authority Transit Corporation,Full Reporter: Operating,Urban,2069476,4443523,7628268,1669583,2989635,0,18800485,0,1545218,0,142500,0,0,0,1687718,20488203,17048188,4412489,0,1746893,13862911,20022293,0,1353290,0,24749994,2974665,305950000,335027949,355050242,525393,-318039244
20078,"Metro-North Commuter Railroad Company, dba: MTA Metro-North Railroad",Full Reporter: Operating,Urban,170409122,567769440,172590258,176664508,880124570,4939293,1972497191,4915396234,0,0,0,2634614224,154938159,81407189,7786355806,9758852997,1091882399,104927936,96539813,1238144215,158711909,1598323873,2288317851,43864123,255174040,2672448292,101874323,1141986095,6503664724,8101988597,583934089,2164812710
20080,New Jersey Transit Corporation,Full Reporter: Operating,Urban,230044930,65634836,162830661,0,0,717063540,1175573967,4297630613,0,0,1085199553,3105728523,0,18795713,8507354402,9682928369,636698249,332889315,330911241,165025045,219916201,1048741802,1451194188,0,0,954789010,1847610223,674266834,4927860255,5976602057,313989386,4029035175
20098,Port Authority Trans-Hudson Corporation,Full Reporter: Operating,Urban,276253345,1504207844,54491524,81130213,1348882987,169960776,3434926689,39810228383,0,8091095686,0,633976617,3756222715,6427824498,58719347899,62154274588,1543797842,929749449,565986022,1007056381,7620146,2510411998,27573526260,1232505000,6424743397,3534544883,0,329699753,39095019293,41605431291,5723741815,16368899324
20099,Staten Island Rapid Transit Operating Authority,Full Reporter: Operating,Urban,8088352,62548663,3631135,9678938,41719214,0,125666302,613404607,0,0,0,149772335,8246453,809043,772232438,897898740,63498657,6220803,5138250,15008761,82237637,108605451,121793785,2334631,1970407,135010518,21152065,61043895,343305301,451910752,26887313,482599332
20100,MTA Long Island Rail Road,Full Reporter: Operating,Urban,184500501,889078409,193990355,291908557,940286903,0,2499764725,20422522264,0,0,0,1102519369,185862356,85708478,21796612467,24296377192,1415593467,965713769,118130295,346745561,165112926,1595702551,2760338491,52618989,44409948,4016865199,230845043,1528209842,8633287512,10228990063,960862123,14522118473
20113,Regional Transit Service,Full Reporter: Operating,Urban,12496984,14850905,542182,983778,77802531,0,106676380,135198106,0,0,0,0,14718428,116078,150032612,256708992,28669067,4837338,0,5517260,18959781,29314379,0,0,0,11208940,129511351,765544,141485835,170800214,32431782,82146063
20188,MTA Bus Company,Full Reporter: Operating,Urban,84453616,610726668,17174812,70514787,442063211,138248981,1363182075,621922783,0,0,0,0,87380681,467697192,1177000656,2540182731,128418430,18064209,131724057,142991980,501597939,794378185,1290545687,24738109,20878739,508138881,1566565867,637033917,4047901200,4842279385,19203797,-2192882021
20223,Cape May Lewes Ferry,Full Reporter: Operating,Urban,276621,312864,3895841,9389,21025525,429173,25949413,209313079,0,0,0,15305364,0,0,224618443,250567856,5431950,6571397,3790300,2040851,3242301,15644849,148909774,0,302910,5441961,0,945751,155600396,171245245,6752476,78002085
30001,Kanawha Valley Regional Transportation Authority,Full Reporter: Operating,Urban,12715026,1307994,629959,0,0,204448,14857427,20588161,0,0,0,152758,630731,0,21371650,36229077,1241961,91639,0,778237,0,869876,0,0,0,2082706,0,0,2082706,2952582,4598567,29919889
30002,The Tri-State Transit Authority,Full Reporter: Operating,Urban,10181925,126505,349974,29022,0,1687055,12374481,30653285,0,0,0,0,0,0,30653285,43027766,1391301,150032,0,327556,0,477588,0,0,0,0,0,0,0,477588,2310856,41630623
30006,Greater Richmond Transit Company,Full Reporter: Operating/Building,Urban,63236747,5349811,1120222,1754045,0,0,71460825,71187659,1446257,0,0,0,0,0,72633916,144094741,29977146,9241080,0,93067,35380032,44714179,0,0,0,68659901,621450,558521,69839872,114554051,23731695,35786141
30007,Greater Roanoke Transit Company,Full Reporter: Operating,Urban,516940,5384658,257576,166698,0,0,6325872,14463651,0,0,0,0,0,0,14463651,20789523,0,7995351,0,520833,902004,9418188,0,0,0,0,0,0,0,9418188,0,11371335
30008,Greater Lynchburg Transit Company,Full Reporter: Operating,Urban,500450,342747,289369,245058,0,0,1377624,34044741,0,0,0,0,0,0,34044741,35422365,188084,692205,0,79081,99840,871126,0,159805,0,0,0,262202,422007,1293133,78203,34239113
30010,Lehigh and Northampton Transportation Authority,Full Reporter: Operating,Urban,22211061,5071042,1085903,718019,0,0,29086025,43990338,0,0,0,0,0,31077882,75068220,104154245,3162511,3870640,1909228,1299676,22144401,29223945,0,0,0,13966222,0,30644509,44610731,73834676,2726669,30755411
30011,Altoona Metro Transit,Full Reporter: Operating,Urban,1657771,2308726,214164,118966,1830292,0,6129919,16237459,0,0,0,0,2000000,0,18237459,24367378,757100,267145,0,396862,7167,671174,0,0,0,0,0,7872370,7872370,8543544,358336,16222598
30012,Cambria County Transit Authority,Full Reporter: Operating,Urban,9547241,3088803,573197,392185,0,0,13601426,50571850,0,0,0,0,0,0,50571850,64173276,178899,1580623,0,283101,0,1863724,0,0,20680,1797712,0,10994022,12812414,14676138,42817,49633220
30013,Erie Metropolitan Transit Authority,Full Reporter: Operating,Urban,21004768,1268985,132896,419499,0,0,22826148,81020698,0,0,0,0,0,307893,81328591,104154739,2605985,870832,0,1789729,18612048,21272609,0,0,0,1496101,0,6040660,7536761,28809370,3021163,74930191
30015,Luzerne County Transportation Authority,Full Reporter: Operating,Urban,6086797,10526911,506783,419873,0,0,17540364,81656515,0,0,0,0,0,0,81656515,99196879,1496507,3912604,0,607006,12522512,17042122,0,0,0,4982058,0,3397053,8379111,25421233,658632,74613521
30019,Southeastern Pennsylvania Transportation Authority,Full Reporter: Operating,Urban,36713547,192213934,102577505,35664821,30909745,778679649,1176759201,4342729577,52944919,0,75224602,421072294,0,2276260,4894247652,6071006853,528533563,127737534,41621518,245767015,660167069,1075293136,795451062,60626862,30097678,974963701,101996379,1236329138,3199464820,4274757956,540748449,1784034011
30022,Pittsburgh Regional Transit,Full Reporter: Operating,Urban,272672311,94185462,22185830,1309918,0,0,390353521,1207646610,0,0,0,0,0,54203901,1261850511,1652204032,228462889,22794073,13875000,23743920,360955310,421368303,97464412,0,0,438010154,0,468451889,1003926455,1425294758,202051514,253320649
30023,Beaver County Transit Authority,Full Reporter: Operating,Urban,11927156,7215271,350832,305367,0,0,19798626,19553147,0,0,0,21986,0,0,19575133,39373759,0,421742,0,439531,0,861273,0,0,0,0,12563,0,12563,873836,17638026,20861897
30025,County of Lackawanna Transit System,Full Reporter: Operating,Urban,3818973,371911,499530,411600,2100291,2304594,9506899,22145237,0,0,0,0,0,0,22145237,31652136,660753,1594392,0,1491341,8031714,11117447,0,0,0,3855198,0,0,3855198,14972645,0,17340244
30026,River Valley Transit Authority,Full Reporter: Operating,Urban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30030,Washington Metropolitan Area Transit Authority,Full Reporter: Operating,Urban,341824351,271534192,146815598,2325979,78015658,0,840515778,17436450580,105576115,730338173,0,0,0,0,18272364868,19112880646,1281928298,409463162,61395000,490183271,104493524,1065534957,2927951356,54050991,89792867,3369888271,135435224,60629019,6637747728,7703282685,1330989917,11360536342
30035,Ohio Valley Regional Transportation Authority,Full Reporter: Operating,Urban,5850280,1240620,97025,53995,716129,30685,7988734,3173284,0,0,770820,0,0,0,3944104,11932838,582350,0,278973,912109,39139,1230221,0,0,0,0,0,252946,252946,1483167,82197,10949824
30044,Westmoreland County Transit Authority,Full Reporter: Operating,Urban,1708775,903436,367396,215224,0,6624529,9819360,22452592,0,0,0,0,0,0,22452592,32271952,0,2183620,0,286637,307,2470564,0,0,0,0,0,7237182,7237182,9707746,0,22564206
30045,"JAUNT, Inc.",Full Reporter: Operating,Urban,8329320,645093,0,79610,0,0,9054023,4913728,0,0,0,0,0,0,4913728,13967751,0,282812,0,425212,1251371,1959395,0,0,0,0,0,0,0,1959395,0,12008356
30054,Centre Area Transportation Authority,Full Reporter: Operating,Urban,21896547,959965,377788,142861,0,3115193,26492354,52285415,0,0,0,0,0,0,52285415,78777769,0,567811,0,800143,0,1367954,0,0,0,0,0,0,0,1367954,24818219,52591596
30061,Mid Mon Valley Transit Authority,Full Reporter: Operating,Urban,1724361,516066,2500,0,0,1670721,3913648,19825138,18207,0,0,0,0,0,19843345,23756993,0,680329,0,0,1548902,2229231,0,0,0,0,0,0,0,2229231,0,21527762
30070,Potomac and Rappahannock Transportation Commission,Full Reporter: Operating/Building,Urban,13508214,65512632,0,60667,0,17739443,96820956,77131297,0,0,0,0,0,45305,77176602,173997558,523465,16286558,0,463027,36582161,53331746,0,0,0,209195,0,578529,787724,54119470,444620,119956933
30073,Virginia Railway Express,Full Reporter: Operating,Urban,80010886,79540801,3165942,512631,0,60074,163290334,378121946,0,3371175,35423290,121202856,0,1127180,539246447,702536781,1084713,10983399,6720018,4596590,1266371,23566378,159591000,0,3179018,328073,1473173,985190,165556454,189122832,1695668,512802994
30075,Delaware Transit Corporation,Full Reporter: Operating,Urban,21611822,5615913,6837650,1137479,0,0,35202864,168206777,0,0,56310,8206951,9870211,0,186340249,221543113,61034944,6476629,0,6342473,0,12819102,0,2813643,0,179386329,0,2674382,184874354,197693456,114770703,-29886102
30076,Williamsburg Area Transit Authority,Full Reporter: Operating,Urban,4225135,9987,0,0,0,2965127,7200249,10543676,0,0,0,1354189,0,0,11897865,19098114,236670,911040,211966,0,34870,1157876,203505,0,0,0,0,0,203505,1361381,165458,17807945
30083,Transportation District Commission of Hampton Roads,Full Reporter: Operating,Urban,0,60406366,11038282,4966730,423702,0,76835080,229634185,0,0,0,21451506,1000,0,251086691,327921771,19605,10999602,13479525,7656200,77775891,109911218,0,0,37040,8807150,0,4034700,12878890,122790108,25954,205125314
30095,County of Lebanon Transit Authority,Full Reporter: Operating,Urban,6172071,292200,137540,120377,0,0,6722188,6361004,0,0,0,0,0,0,6361004,13083192,0,116801,0,71221,6517552,6705574,0,0,0,0,0,0,0,6705574,0,6377618
30096,The Tri-County Council for the Lower Eastern Shore of Maryland,Full Reporter: Operating,Urban,4536725,0,0,0,0,0,4536725,15995009,0,0,0,0,0,0,15995009,20531734,0,0,0,0,73897,73897,0,0,0,0,0,0,0,73897,0,20457837
30111,Washington County Transportation Authority,Full Reporter: Operating,Urban,7603854,1270632,0,19949,0,0,8894435,10179764,0,0,0,0,0,0,10179764,19074199,0,545559,0,25830,0,571389,0,0,0,0,0,7796518,7796518,8367907,0,10706292
30202,South Central Transit Authority,Full Reporter: Operating,Urban,55414192,5492073,1052283,173742,0,1214460,63346750,91731823,0,0,0,0,0,1940779,93672602,157019352,4493678,1943800,0,1103425,59582014,62629239,0,0,0,4386345,0,315700,4702045,67331284,3674473,90507273
30205,"Transit Management of Central Maryland, Inc.",Full Reporter: Operating,Urban,2402127,196060,299000,57426,0,109730,3064343,119185,0,0,0,0,0,0,119185,3183528,0,616905,0,381042,0,997947,43795,0,0,0,0,0,43795,1041742,0,2141786
30206,Susquehanna Regional Transportation Authority,Full Reporter: Operating,Urban,1594271,22527047,63281,469389,0,0,24653988,5005233,0,0,0,0,0,0,5005233,29659221,0,1682169,0,1468808,21826115,24977092,0,0,0,0,0,0,0,24977092,0,4682129
40004,Metropolitan Transit Authority,Full Reporter: Operating,Urban,4770620,10239550,3670350,1093689,0,0,19774209,164704898,0,0,3,10451608,350000,0,175506509,195280718,33188603,4660628,7000000,7101734,744274,19506636,0,0,0,93806369,0,12657040,106463409,125970045,17981377,84517899
40006,Cape Fear Public Transportation Authority,Full Reporter: Operating,Urban,2289478,425859,360831,0,0,0,3076168,25335436,0,0,0,29883,0,0,25365319,28441487,592207,8943,0,312951,0,321894,0,0,0,808981,0,0,808981,1130875,15265,27887554
40014,Ms Coast Transportation Authority,Full Reporter: Operating,Urban,4834809,1238321,2222572,2487058,0,0,10782760,29565579,0,0,0,1574626,0,0,31140205,41922965,0,1218671,0,326330,0,1545001,0,0,0,0,0,644848,644848,2189849,0,39733116
40017,Lexington Transit Authority,Full Reporter: Operating,Urban,38270317,6484088,834812,27460,0,0,45616677,37464786,0,0,0,0,0,0,37464786,83081463,2472657,871410,0,878826,0,1750236,0,0,0,0,0,0,0,1750236,747248,83056636
40018,Transit Authority of River City,Full Reporter: Operating,Urban,12372983,6305571,2267929,222571,0,0,21169054,79709248,0,0,0,0,0,0,79709248,100878302,19255056,10796671,0,6262883,1667124,18726678,0,0,0,84742061,3387907,23029818,111159786,129886464,14918124,-24671230
40019,Transit Authority of Northern Kentucky,Full Reporter: Operating,Urban,442568,80026,722496,146821,10535703,748,11928362,30652175,0,0,0,443755,313000,0,31408930,43337292,1150000,1328275,0,310445,107247,1745967,0,57760,0,13297058,391000,1573938,15319756,17065723,1850000,25571569
