State/Parent NTD ID,NTD ID,Agency Name,Reporter Type,Reporting Module,Mode,TOS,Capital Type,Guideway,Passenger Stations,Administrative Buildings,Maintenance Buildings,Revenue Vehicles,Service Vehicles,Fare Revenue Collection Equipment,Communication Information Systems,Other,Total Capital Funds
,2,Spokane Transit Authority,Full Reporter,Urban,DR,PT,Uses of Capital - Expansion of Service,0,0,0,0,0,0,0,0,0,0
,2,Spokane Transit Authority,Full Reporter,Urban,DR,PT,Uses of Capital - Existing Section,0,0,0,0,0,0,0,0,0,0
,2,Spokane Transit Authority,Full Reporter,Urban,MB,DO,Uses of Capital - Expansion of Service,5414554,0,0,0,1559701,0,0,0,0,6974255
,2,Spokane Transit Authority,Full Reporter,Urban,MB,DO,Uses of Capital - Existing Section,0,1203844,316518,2856953,29105234,228366,323658,1195059,7572290,42801922
,2,Spokane Transit Authority,Full Reporter,Urban,VP,DO,Uses of Capital - Expansion of Service,0,0,0,0,0,0,0,0,0,0
,2,Spokane Transit Authority,Full Reporter,Urban,VP,DO,Uses of Capital - Existing Section,0,0,0,0,353030,0,0,0,0,353030
,3,Pierce County Transportation Benefit Area Authority,Full Reporter,Urban,CB,PT,Uses of Capital - Expansion of Service,0,0,0,0,0,0,0,0,0,0
,3,Pierce County Transportation Benefit Area Authority,Full Reporter,Urban,CB,PT,Uses of Capital - Existing Section,0,0,0,0,0,0,0,0,0,0
,3,Pierce County Transportation Benefit Area Authority,Full Reporter,Urban,DR,DO,Uses of Capital - Expansion of Service,0,0,0,0,0,0,0,0,0,0
,3,Pierce County Transportation Benefit Area Authority,Full Reporter,Urban,DR,DO,Uses of Capital - Existing Section,0,0,0,0,0,0,0,0,0,0
,3,Pierce County Transportation Benefit Area Authority,Full Reporter,Urban,DR,PT,Uses of Capital - Expansion of Service,0,0,0,0,0,0,0,0,0,0
,3,Pierce County Transportation Benefit Area Authority,Full Reporter,Urban,DR,PT,Uses of Capital - Existing Section,0,0,0,0,4305,0,0,0,0,4305
,3,Pierce County Transportation Benefit Area Authority,Full Reporter,Urban,MB,DO,Uses of Capital - Existing Section,0,2283782,62,8606178,6572550,613274,0,5045926,0,23121772
,3,Pierce County Transportation Benefit Area Authority,Full Reporter,Urban,MB,DO,Uses of Capital - Expansion of Service,0,2796134,62563,0,7199,95014,0,0,4346892,7307802
,3,Pierce County Transportation Benefit Area Authority,Full Reporter,Urban,VP,DO,Uses of Capital - Expansion of Service,0,0,0,0,0,0,0,0,0,0
,3,Pierce County Transportation Benefit Area Authority,Full Reporter,Urban,VP,DO,Uses of Capital - Existing Section,0,0,0,0,2250886,0,0,0,38520,2289406
,4,Confederated Tribes of the Colville Indian Reservation,Reduced Reporter,Tribe,FB,DO,Reduced Reporting,0,0,0,0,0,0,0,0,0,0
,4,Confederated Tribes of the Colville Indian Reservation,Reduced Reporter,Tribe,MB,DO,Reduced Reporting,0,0,0,0,0,0,0,0,0,0
,5,City of Everett,Full Reporter,Urban,DR,DO,Uses of Capital - Expansion of Service,0,0,0,0,0,0,0,0,0,0
,5,City of Everett,Full Reporter,Urban,DR,DO,Uses of Capital - Existing Section,0,0,0,0,0,0,0,0,0,0
,5,City of Everett,Full Reporter,Urban,MB,DO,Uses of Capital - Existing Section,0,114489,0,0,9744816,87104,176577,702265,1592817,12418068
,5,City of Everett,Full Reporter,Urban,MB,DO,Uses of Capital - Expansion of Service,0,0,0,0,0,0,0,0,0,0
,6,City of Yakima,Full Reporter,Urban,CB,PT,Uses of Capital - Expansion of Service,0,0,0,0,0,0,0,0,0,0
,6,City of Yakima,Full Reporter,Urban,CB,PT,Uses of Capital - Existing Section,0,0,0,0,0,0,0,0,0,0
,6,City of Yakima,Full Reporter,Urban,DR,PT,Uses of Capital - Expansion of Service,0,0,0,0,0,0,0,0,0,0
,6,City of Yakima,Full Reporter,Urban,DR,PT,Uses of Capital - Existing Section,0,0,0,0,367454,0,0,0,0,367454
,6,City of Yakima,Full Reporter,Urban,MB,DO,Uses of Capital - Expansion of Service,0,0,0,0,0,0,0,0,0,0
,6,City of Yakima,Full Reporter,Urban,MB,DO,Uses of Capital - Existing Section,0,2988,0,0,4486995,0,0,0,0,4489983
,7,Lane Transit District,Full Reporter,Urban,DR,PT,Uses of Capital - Expansion of Service,0,0,0,0,0,0,0,0,0,0
,7,Lane Transit District,Full Reporter,Urban,DR,PT,Uses of Capital - Existing Section,0,0,0,0,988,0,0,203506,0,204494
,7,Lane Transit District,Full Reporter,Urban,DR,TX,Uses of Capital - Expansion of Service,0,0,0,0,0,0,0,0,0,0
,7,Lane Transit District,Full Reporter,Urban,DR,TX,Uses of Capital - Existing Section,0,0,0,0,0,0,0,0,0,0
,7,Lane Transit District,Full Reporter,Urban,MB,DO,Uses of Capital - Expansion of Service,0,0,0,0,0,0,0,0,0,0
,7,Lane Transit District,Full Reporter,Urban,MB,DO,Uses of Capital - Existing Section,0,2535486,28557,1194453,17404471,284235,267380,1161591,0,22876173
,7,Lane Transit District,Full Reporter,Urban,MB,PT,Uses of Capital - Expansion of Service,0,0,0,0,0,0,0,0,0,0
,7,Lane Transit District,Full Reporter,Urban,MB,PT,Uses of Capital - Existing Section,0,0,0,0,0,0,0,0,0,0
,7,Lane Transit District,Full Reporter,Urban,RB,DO,Uses of Capital - Expansion of Service,0,0,0,0,0,0,0,0,0,0
,7,Lane Transit District,Full Reporter,Urban,RB,DO,Uses of Capital - Existing Section,0,0,0,0,38535,0,0,0,0,38535
,7,Lane Transit District,Full Reporter,Urban,VP,PT,Uses of Capital - Expansion of Service,0,0,0,0,0,0,0,0,0,0
,7,Lane Transit District,Full Reporter,Urban,VP,PT,Uses of Capital - Existing Section,0,0,0,0,0,0,0,0,0,0
,8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,DR,PT,Uses of Capital - Expansion of Service,0,0,0,0,0,0,0,0,0,0
,8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,DR,PT,Uses of Capital - Existing Section,0,0,0,0,2921623,0,0,0,0,2921623
,8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,DR,TN,Uses of Capital - Expansion of Service,0,0,0,0,0,0,0,0,0,0
,8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,DR,TN,Uses of Capital - Existing Section,0,0,0,0,0,0,0,0,0,0
,8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,DR,TX,Uses of Capital - Expansion of Service,0,0,0,0,0,0,0,0,0,0
,8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,DR,TX,Uses of Capital - Existing Section,0,0,0,0,0,0,0,0,0,0
,8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,LR,DO,Uses of Capital - Expansion of Service,594358,4147030,0,95156,0,0,0,0,0,4836544
,8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,LR,DO,Uses of Capital - Existing Section,70458063,332106,0,1269665,23128296,0,0,2441145,0,97629275
,8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,MB,DO,Uses of Capital - Existing Section,0,0,87664,21389306,30286,2823945,45369,5430069,257621,30064260
,8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,MB,DO,Uses of Capital - Expansion of Service,0,12476114,0,8819101,0,0,0,1848971,0,23144186
,8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,SR,PT,Uses of Capital - Expansion of Service,0,0,0,0,0,0,0,0,0,0
,8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,SR,PT,Uses of Capital - Existing Section,0,0,0,0,0,0,0,0,0,0
,8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,YR,PT,Uses of Capital - Existing Section,0,0,0,0,0,0,0,0,0,0
,8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,YR,PT,Uses of Capital - Expansion of Service,0,0,0,0,0,0,0,0,0,0
,9,Kalispel Tribe of Indians,Reduced Reporter,Tribe,MB,DO,Reduced Reporting,0,0,0,0,0,0,0,0,0,0
,10,Klamath Tribes,Reduced Reporter,Tribe,CB,DO,Reduced Reporting,0,0,0,0,0,0,0,0,0,0
,10,Klamath Tribes,Reduced Reporter,Tribe,DR,DO,Reduced Reporting,0,0,0,0,0,0,0,0,0,0
,11,Valley Regional Transit,Full Reporter,Urban,DR,DO,Uses of Capital - Expansion of Service,0,0,0,0,0,0,0,0,0,0
,11,Valley Regional Transit,Full Reporter,Urban,DR,DO,Uses of Capital - Existing Section,0,0,0,0,0,0,0,0,0,0
,11,Valley Regional Transit,Full Reporter,Urban,DR,PT,Uses of Capital - Expansion of Service,0,0,0,0,0,0,0,0,0,0
,11,Valley Regional Transit,Full Reporter,Urban,DR,PT,Uses of Capital - Existing Section,0,0,0,0,0,0,0,0,0,0
,11,Valley Regional Transit,Full Reporter,Urban,MB,PT,Uses of Capital - Existing Section,0,1037048,5056,1385591,832802,12737,0,296307,0,3569541
,11,Valley Regional Transit,Full Reporter,Urban,MB,PT,Uses of Capital - Expansion of Service,0,0,0,0,0,0,0,0,0,0
,12,Municipality of Anchorage,Full Reporter,Urban,DR,PT,Uses of Capital - Expansion of Service,0,0,0,0,0,0,0,0,0,0
,12,Municipality of Anchorage,Full Reporter,Urban,DR,PT,Uses of Capital - Existing Section,0,0,0,0,57362,0,0,71650,0,129012
,12,Municipality of Anchorage,Full Reporter,Urban,MB,DO,Uses of Capital - Existing Section,0,169463,5681,140190,1044696,245891,0,402375,22952,2031248
,12,Municipality of Anchorage,Full Reporter,Urban,MB,DO,Uses of Capital - Expansion of Service,0,0,0,0,0,0,0,0,0,0
,12,Municipality of Anchorage,Full Reporter,Urban,VP,PT,Uses of Capital - Expansion of Service,0,0,0,0,0,0,0,0,0,0
,12,Municipality of Anchorage,Full Reporter,Urban,VP,PT,Uses of Capital - Existing Section,0,0,0,0,0,0,0,0,0,0
,14,Sitka Tribe of Alaska,Reduced Reporter,Tribe,MB,DO,Reduced Reporting,0,0,0,0,0,0,0,0,0,0
,15,Snoqualmie Indian Tribe,Reduced Reporter,Tribe,DR,DO,Reduced Reporting,0,0,0,0,0,0,0,0,0,0
,16,City of Longview,Full Reporter,Urban,CB,DO,Uses of Capital - Existing Section,0,0,0,0,0,0,0,0,0,0
,16,City of Longview,Full Reporter,Urban,CB,DO,Uses of Capital - Expansion of Service,0,0,0,0,0,0,0,0,0,0
,16,City of Longview,Full Reporter,Urban,DR,PT,Uses of Capital - Expansion of Service,0,0,0,0,0,0,0,0,0,0
,16,City of Longview,Full Reporter,Urban,DR,PT,Uses of Capital - Existing Section,0,0,0,0,1071955,0,0,0,0,1071955
,16,City of Longview,Full Reporter,Urban,MB,DO,Uses of Capital - Expansion of Service,0,0,0,0,151727,0,0,0,0,151727
,16,City of Longview,Full Reporter,Urban,MB,DO,Uses of Capital - Existing Section,0,0,0,0,2254158,0,0,0,0,2254158
,17,Stillaguamish Tribe of Indians,Reduced Reporter,Tribe,DR,DO,Reduced Reporting,0,0,0,0,0,0,0,0,0,0
,18,Ben Franklin Transit,Full Reporter,Urban,DR,DO,Uses of Capital - Expansion of Service,0,0,0,0,0,0,0,0,0,0
,18,Ben Franklin Transit,Full Reporter,Urban,DR,DO,Uses of Capital - Existing Section,0,0,0,0,0,0,0,0,0,0
,18,Ben Franklin Transit,Full Reporter,Urban,DR,PT,Uses of Capital - Expansion of Service,0,0,0,0,0,0,0,0,0,0
,18,Ben Franklin Transit,Full Reporter,Urban,DR,PT,Uses of Capital - Existing Section,0,0,0,0,0,0,0,0,0,0
,18,Ben Franklin Transit,Full Reporter,Urban,MB,DO,Uses of Capital - Expansion of Service,0,0,0,0,0,0,0,0,0,0
,18,Ben Franklin Transit,Full Reporter,Urban,MB,DO,Uses of Capital - Existing Section,0,3594483,9669100,641254,11694373,143753,0,54250,0,25797213
,18,Ben Franklin Transit,Full Reporter,Urban,VP,DO,Uses of Capital - Expansion of Service,0,0,0,0,0,0,0,0,0,0
,18,Ben Franklin Transit,Full Reporter,Urban,VP,DO,Uses of Capital - Existing Section,0,0,0,0,1160299,0,0,0,17387,1177686
,19,Intercity Transit,Full Reporter,Urban,CB,DO,Uses of Capital - Expansion of Service,0,0,0,0,0,0,0,0,0,0
,19,Intercity Transit,Full Reporter,Urban,CB,DO,Uses of Capital - Existing Section,0,0,0,0,0,0,0,0,0,0
,19,Intercity Transit,Full Reporter,Urban,DR,DO,Uses of Capital - Expansion of Service,0,0,0,0,0,0,0,0,0,0
,19,Intercity Transit,Full Reporter,Urban,DR,DO,Uses of Capital - Existing Section,0,0,0,0,0,0,0,124470,0,124470
,19,Intercity Transit,Full Reporter,Urban,MB,DO,Uses of Capital - Expansion of Service,0,0,0,0,0,0,0,0,0,0
,19,Intercity Transit,Full Reporter,Urban,MB,DO,Uses of Capital - Existing Section,0,808922,8488041,164021,0,146453,0,92359,0,9699796
,19,Intercity Transit,Full Reporter,Urban,VP,DO,Uses of Capital - Expansion of Service,0,0,0,0,0,0,0,0,0,0
,19,Intercity Transit,Full Reporter,Urban,VP,DO,Uses of Capital - Existing Section,0,0,0,0,488342,0,0,0,0,488342
,20,Kitsap County Public Transportation Benefit Area Authority,Full Reporter,Urban,DR,DO,Uses of Capital - Expansion of Service,0,0,0,0,0,0,0,0,0,0
,20,Kitsap County Public Transportation Benefit Area Authority,Full Reporter,Urban,DR,DO,Uses of Capital - Existing Section,0,0,0,0,0,0,0,0,0,0
,20,Kitsap County Public Transportation Benefit Area Authority,Full Reporter,Urban,DR,TX,Uses of Capital - Expansion of Service,0,0,0,0,0,0,0,0,0,0
,20,Kitsap County Public Transportation Benefit Area Authority,Full Reporter,Urban,DR,TX,Uses of Capital - Existing Section,0,0,0,0,0,0,0,0,0,0
,20,Kitsap County Public Transportation Benefit Area Authority,Full Reporter,Urban,FB,DO,Uses of Capital - Expansion of Service,0,0,0,0,0,0,0,0,0,0
,20,Kitsap County Public Transportation Benefit Area Authority,Full Reporter,Urban,FB,DO,Uses of Capital - Existing Section,0,478949,0,3748516,5112088,0,0,73109,0,9412662
,20,Kitsap County Public Transportation Benefit Area Authority,Full Reporter,Urban,MB,DO,Uses of Capital - Expansion of Service,0,0,0,0,0,0,0,0,0,0
,20,Kitsap County Public Transportation Benefit Area Authority,Full Reporter,Urban,MB,DO,Uses of Capital - Existing Section,0,13258163,244185,1123840,6590290,72938,667311,1782219,0,23738946
,20,Kitsap County Public Transportation Benefit Area Authority,Full Reporter,Urban,VP,DO,Uses of Capital - Expansion of Service,0,0,0,0,0,0,0,0,0,0
,20,Kitsap County Public Transportation Benefit Area Authority,Full Reporter,Urban,VP,DO,Uses of Capital - Existing Section,0,0,0,0,434873,0,0,0,0,434873
,21,Whatcom Transportation Authority,Full Reporter,Urban,DR,DO,Uses of Capital - Expansion of Service,0,0,0,0,0,0,0,0,0,0
,21,Whatcom Transportation Authority,Full Reporter,Urban,DR,DO,Uses of Capital - Existing Section,0,0,0,0,685438,0,0,0,0,685438
,21,Whatcom Transportation Authority,Full Reporter,Urban,MB,DO,Uses of Capital - Expansion of Service,0,0,0,0,0,0,0,0,0,0
,21,Whatcom Transportation Authority,Full Reporter,Urban,MB,DO,Uses of Capital - Existing Section,0,64646,146023,42026,2390784,737720,0,1346783,617766,5345748
,21,Whatcom Transportation Authority,Full Reporter,Urban,VP,DO,Uses of Capital - Expansion of Service,0,0,0,0,0,0,0,0,0,0
,21,Whatcom Transportation Authority,Full Reporter,Urban,VP,DO,Uses of Capital - Existing Section,0,0,0,0,0,0,0,0,0,0
,22,City of Pocatello,Reduced Reporter,Urban,DR,DO,Reduced Reporting,0,0,0,0,0,0,0,0,0,798565
,22,City of Pocatello,Reduced Reporter,Urban,MB,DO,Reduced Reporting,0,0,0,0,0,0,0,0,0,73317
,23,City of Seattle,Full Reporter,Urban,MG,PT,Uses of Capital - Expansion of Service,0,0,0,0,0,0,0,0,0,0
,23,City of Seattle,Full Reporter,Urban,MG,PT,Uses of Capital - Existing Section,3376,245702,0,0,191335,0,0,0,0,440413
,24,Clark County Public Transportation Benefit Area Authority,Full Reporter,Urban,DR,DO,Uses of Capital - Expansion of Service,0,0,0,0,0,0,0,0,0,0
,24,Clark County Public Transportation Benefit Area Authority,Full Reporter,Urban,DR,DO,Uses of Capital - Existing Section,0,0,0,0,0,0,0,0,0,0
,24,Clark County Public Transportation Benefit Area Authority,Full Reporter,Urban,MB,DO,Uses of Capital - Expansion of Service,0,0,0,0,0,0,0,0,2171068,2171068
,24,Clark County Public Transportation Benefit Area Authority,Full Reporter,Urban,MB,DO,Uses of Capital - Existing Section,0,11392648,0,29227274,21835338,91209,513379,4872967,1876914,69809729
,24,Clark County Public Transportation Benefit Area Authority,Full Reporter,Urban,VP,DO,Uses of Capital - Existing Section,0,0,0,0,0,0,0,0,0,0
,24,Clark County Public Transportation Benefit Area Authority,Full Reporter,Urban,VP,DO,Uses of Capital - Expansion of Service,0,0,0,0,0,0,0,0,0,0
,25,Salem Area Mass Transit District,Full Reporter,Urban,DR,PT,Uses of Capital - Expansion of Service,0,0,0,0,0,0,0,0,0,0
,25,Salem Area Mass Transit District,Full Reporter,Urban,DR,PT,Uses of Capital - Existing Section,0,0,0,0,6009,0,0,113146,0,119155
,25,Salem Area Mass Transit District,Full Reporter,Urban,MB,DO,Uses of Capital - Existing Section,0,149674,0,3637622,2828089,207732,25538,550990,141243,7540888
,25,Salem Area Mass Transit District,Full Reporter,Urban,MB,DO,Uses of Capital - Expansion of Service,0,0,0,0,0,0,0,0,0,0
,25,Salem Area Mass Transit District,Full Reporter,Urban,MB,PT,Uses of Capital - Expansion of Service,0,0,0,0,0,0,0,0,0,0
,25,Salem Area Mass Transit District,Full Reporter,Urban,MB,PT,Uses of Capital - Existing Section,0,0,0,0,811,0,0,0,0,811
,25,Salem Area Mass Transit District,Full Reporter,Urban,VP,PT,Uses of Capital - Expansion of Service,0,0,0,0,0,0,0,0,0,0
,25,Salem Area Mass Transit District,Full Reporter,Urban,VP,PT,Uses of Capital - Existing Section,0,0,0,0,0,0,0,0,0,0
,28,County of Pierce,Full Reporter,Urban,FB,PT,Uses of Capital - Expansion of Service,0,0,0,0,0,0,0,0,0,0
,28,County of Pierce,Full Reporter,Urban,FB,PT,Uses of Capital - Existing Section,0,253243,0,0,0,0,0,0,0,253243
,29,Snohomish County Public Transportation Benefit Area Corporation,Full Reporter,Urban,CB,DO,Uses of Capital - Existing Section,0,0,0,0,0,0,0,0,0,0
,29,Snohomish County Public Transportation Benefit Area Corporation,Full Reporter,Urban,CB,DO,Uses of Capital - Expansion of Service,0,0,0,0,0,0,0,0,0,0
,29,Snohomish County Public Transportation Benefit Area Corporation,Full Reporter,Urban,CB,PT,Uses of Capital - Expansion of Service,0,0,0,0,0,0,0,0,0,0
,29,Snohomish County Public Transportation Benefit Area Corporation,Full Reporter,Urban,CB,PT,Uses of Capital - Existing Section,0,0,0,0,0,0,0,0,0,0
,29,Snohomish County Public Transportation Benefit Area Corporation,Full Reporter,Urban,DR,PT,Uses of Capital - Expansion of Service,0,0,0,0,0,0,0,0,0,0
,29,Snohomish County Public Transportation Benefit Area Corporation,Full Reporter,Urban,DR,PT,Uses of Capital - Existing Section,0,0,0,0,1263709,0,0,0,0,1263709
,29,Snohomish County Public Transportation Benefit Area Corporation,Full Reporter,Urban,MB,DO,Uses of Capital - Expansion of Service,0,0,0,0,19778695,30980,0,330400,32335090,52475165
,29,Snohomish County Public Transportation Benefit Area Corporation,Full Reporter,Urban,MB,DO,Uses of Capital - Existing Section,0,0,1683779,17005204,0,390025,357617,1117573,193132,20747330
,29,Snohomish County Public Transportation Benefit Area Corporation,Full Reporter,Urban,VP,DO,Uses of Capital - Expansion of Service,0,0,0,0,0,0,0,0,0,0
,29,Snohomish County Public Transportation Benefit Area Corporation,Full Reporter,Urban,VP,DO,Uses of Capital - Existing Section,0,0,0,0,0,0,0,0,0,0
,30,Chickaloon Native Village,Reduced Reporter,Tribe,DR,DO,Reduced Reporting,0,0,0,0,0,0,0,0,0,102264
,31,Shoshone-Bannock Tribes ,Reduced Reporter,Tribe,MB,DO,Reduced Reporting,0,0,0,0,0,0,0,0,0,0
,33,Senior Services of Snohomish County,Reduced Reporter,Urban,DR,DO,Reduced Reporting,0,0,0,0,0,0,0,0,0,100127
,33,Senior Services of Snohomish County,Reduced Reporter,Urban,MB,DO,Reduced Reporting,0,0,0,0,0,0,0,0,0,0
,34,Rogue Valley Transportation District,Full Reporter,Urban,DR,PT,Uses of Capital - Expansion of Service,0,0,0,0,0,0,0,0,0,0
,34,Rogue Valley Transportation District,Full Reporter,Urban,DR,PT,Uses of Capital - Existing Section,0,0,0,0,0,0,0,460682,0,460682
,34,Rogue Valley Transportation District,Full Reporter,Urban,MB,DO,Uses of Capital - Expansion of Service,0,0,1084490,0,76558,0,0,0,0,1161048
,34,Rogue Valley Transportation District,Full Reporter,Urban,MB,DO,Uses of Capital - Existing Section,0,185322,152550,75160,0,71329,0,45952,0,530313
,35,Washington State Ferries,Full Reporter,Urban,FB,DO,Uses of Capital - Expansion of Service,0,0,0,0,0,0,0,0,0,0
,35,Washington State Ferries,Full Reporter,Urban,FB,DO,Uses of Capital - Existing Section,0,82601740,0,4902987,58345261,0,22995,4347624,0,150220607
,36,Makah Tribal Council,Reduced Reporter,Tribe,MB,DO,Reduced Reporting,0,0,0,0,0,0,0,0,0,0
,40,Central Puget Sound Regional Transit Authority,Full Reporter,Urban,CB,DO,Uses of Capital - Expansion of Service,0,0,0,0,0,0,0,0,0,0
,40,Central Puget Sound Regional Transit Authority,Full Reporter,Urban,CB,DO,Uses of Capital - Existing Section,0,205670,0,80713,0,0,0,0,0,286383
,40,Central Puget Sound Regional Transit Authority,Full Reporter,Urban,CB,PT,Uses of Capital - Expansion of Service,0,0,0,0,0,0,0,0,0,0
,40,Central Puget Sound Regional Transit Authority,Full Reporter,Urban,CB,PT,Uses of Capital - Existing Section,0,0,0,0,0,0,0,0,0,0
,40,Central Puget Sound Regional Transit Authority,Full Reporter,Urban,CR,PT,Uses of Capital - Expansion of Service,367206,198412,0,152215,9424710,0,0,0,0,10142543
,40,Central Puget Sound Regional Transit Authority,Full Reporter,Urban,CR,PT,Uses of Capital - Existing Section,0,30870959,0,0,0,0,0,201147,0,31072106
,40,Central Puget Sound Regional Transit Authority,Full Reporter,Urban,LR,DO,Uses of Capital - Expansion of Service,1244937850,140169940,3084094,36864853,77796370,1522588,1702847,106434652,0,1612513194
,40,Central Puget Sound Regional Transit Authority,Full Reporter,Urban,LR,DO,Uses of Capital - Existing Section,1068242,9043296,0,6939574,4892320,60632,0,14586231,0,36590295
,40,Central Puget Sound Regional Transit Authority,Full Reporter,Urban,MB,PT,Uses of Capital - Expansion of Service,14651265,10026041,0,16828584,0,0,0,0,0,41505890
,40,Central Puget Sound Regional Transit Authority,Full Reporter,Urban,RB,PT,Uses of Capital - Expansion of Service,33193216,0,0,0,0,0,0,0,0,33193216
,40,Central Puget Sound Regional Transit Authority,Full Reporter,Urban,SR,DO,Uses of Capital - Expansion of Service,40789901,417554,0,151375,3743151,0,315588,11809,0,45429378
,40,Central Puget Sound Regional Transit Authority,Full Reporter,Urban,SR,DO,Uses of Capital - Existing Section,0,0,0,0,6560,0,0,390093,0,396653
,41,Alaska Railroad Corporation,Full Reporter,Urban,AR,DO,Uses of Capital - Expansion of Service,11946,0,0,0,0,0,0,0,0,11946
,41,Alaska Railroad Corporation,Full Reporter,Urban,AR,DO,Uses of Capital - Existing Section,41149835,2826235,642221,1938625,3478968,7291075,0,6254492,0,63581451
,43,Chelan Douglas PTBA ,Full Reporter,Urban,DR,DO,Uses of Capital - Expansion of Service,0,0,0,0,0,0,0,0,0,0
,43,Chelan Douglas PTBA ,Full Reporter,Urban,DR,DO,Uses of Capital - Existing Section,0,0,0,0,317797,0,0,0,0,317797
,43,Chelan Douglas PTBA ,Full Reporter,Urban,DR,PT,Uses of Capital - Expansion of Service,0,0,0,0,0,0,0,0,0,0
,43,Chelan Douglas PTBA ,Full Reporter,Urban,DR,PT,Uses of Capital - Existing Section,0,0,0,0,0,0,0,0,0,0
,43,Chelan Douglas PTBA ,Full Reporter,Urban,MB,DO,Uses of Capital - Expansion of Service,0,0,0,0,0,0,0,0,0,0
,43,Chelan Douglas PTBA ,Full Reporter,Urban,MB,DO,Uses of Capital - Existing Section,2628016,0,0,225290,8998701,288419,0,116689,956954,13214069
,43,Chelan Douglas PTBA ,Full Reporter,Urban,VP,DO,Uses of Capital - Expansion of Service,0,0,0,0,592996,0,0,0,0,592996
,43,Chelan Douglas PTBA ,Full Reporter,Urban,VP,DO,Uses of Capital - Existing Section,0,0,0,0,0,0,0,0,0,0
,44,Skagit Transit,Full Reporter,Urban,CB,DO,Uses of Capital - Expansion of Service,0,0,0,0,0,0,0,0,0,0
