NTD ID,Agency Name,Reporter Type,Reporting Module,Mode,TOS,Major Failures,Other Failures,Total Failures
18,Ben Franklin Transit,Full Reporter,Urban,VP,DO,2,2,4
19,Intercity Transit,Full Reporter,Urban,DR,DO,40,11,51
19,Intercity Transit,Full Reporter,Urban,MB,DO,53,18,71
19,Intercity Transit,Full Reporter,Urban,VP,DO,2,9,11
19,Intercity Transit,Full Reporter,Urban,CB,DO,4,2,6
20,Kitsap County Public Transportation Benefit Area Authority,Full Reporter,Urban,DR,DO,7,6,13
20,Kitsap County Public Transportation Benefit Area Authority,Full Reporter,Urban,MB,DO,26,31,57
20,Kitsap County Public Transportation Benefit Area Authority,Full Reporter,Urban,VP,DO,1,1,2
20,Kitsap County Public Transportation Benefit Area Authority,Full Reporter,Urban,FB,DO,23,15,38
21,Whatcom Transportation Authority,Full Reporter,Urban,DR,DO,46,1,47
21,Whatcom Transportation Authority,Full Reporter,Urban,MB,DO,143,11,154
21,Whatcom Transportation Authority,Full Reporter,Urban,VP,DO,0,0,0
23,City of Seattle,Full Reporter,Urban,MG,PT,28,1,29
24,Clark County Public Transportation Benefit Area Authority,Full Reporter,Urban,DR,DO,71,14,85
24,Clark County Public Transportation Benefit Area Authority,Full Reporter,Urban,MB,DO,392,110,502
24,Clark County Public Transportation Benefit Area Authority,Full Reporter,Urban,VP,DO,10,0,10
25,Salem Area Mass Transit District,Full Reporter,Urban,DR,PT,2,2,4
25,Salem Area Mass Transit District,Full Reporter,Urban,MB,DO,97,63,160
25,Salem Area Mass Transit District,Full Reporter,Urban,VP,PT,0,0,0
25,Salem Area Mass Transit District,Full Reporter,Urban,MB,PT,6,1,7
28,County of Pierce,Full Reporter,Urban,FB,PT,82,0,82
29,Snohomish County Public Transportation Benefit Area Corporation,Full Reporter,Urban,DR,PT,36,22,58
29,Snohomish County Public Transportation Benefit Area Corporation,Full Reporter,Urban,MB,DO,511,447,958
29,Snohomish County Public Transportation Benefit Area Corporation,Full Reporter,Urban,VP,DO,16,0,16
29,Snohomish County Public Transportation Benefit Area Corporation,Full Reporter,Urban,CB,DO,30,18,48
29,Snohomish County Public Transportation Benefit Area Corporation,Full Reporter,Urban,CB,PT,74,23,97
34,Rogue Valley Transportation District,Full Reporter,Urban,MB,DO,38,53,91
34,Rogue Valley Transportation District,Full Reporter,Urban,DR,PT,3,25,28
35,Washington State Ferries,Full Reporter,Urban,FB,DO,1,10,11
40,Central Puget Sound Regional Transit Authority,Full Reporter,Urban,CR,PT,16,0,16
40,Central Puget Sound Regional Transit Authority,Full Reporter,Urban,LR,DO,80,166,246
40,Central Puget Sound Regional Transit Authority,Full Reporter,Urban,CB,DO,1115,391,1506
40,Central Puget Sound Regional Transit Authority,Full Reporter,Urban,CB,PT,335,190,525
40,Central Puget Sound Regional Transit Authority,Full Reporter,Urban,SR,DO,57,10,67
41,Alaska Railroad Corporation,Full Reporter,Urban,AR,DO,0,0,0
43,Chelan Douglas PTBA ,Full Reporter,Urban,DR,DO,2,15,17
43,Chelan Douglas PTBA ,Full Reporter,Urban,DR,PT,0,7,7
43,Chelan Douglas PTBA ,Full Reporter,Urban,MB,DO,43,68,111
43,Chelan Douglas PTBA ,Full Reporter,Urban,VP,DO,0,1,1
44,Skagit Transit,Full Reporter,Urban,DR,DO,5,4,9
44,Skagit Transit,Full Reporter,Urban,MB,DO,30,19,49
44,Skagit Transit,Full Reporter,Urban,VP,DO,1,4,5
44,Skagit Transit,Full Reporter,Urban,CB,DO,5,3,8
46,City of Wilsonville,Full Reporter,Urban,DR,DO,8,2,10
46,City of Wilsonville,Full Reporter,Urban,MB,DO,11,3,14
46,City of Wilsonville,Full Reporter,Urban,VP,PT,0,0,0
57,Central Oregon Intergovernmental Council,Full Reporter,Urban,DR,DO,0,5,5
57,Central Oregon Intergovernmental Council,Full Reporter,Urban,DR,PT,0,8,8
57,Central Oregon Intergovernmental Council,Full Reporter,Urban,MB,PT,2,17,19
57,Central Oregon Intergovernmental Council,Full Reporter,Urban,CB,DO,6,8,14
57,Central Oregon Intergovernmental Council,Full Reporter,Urban,MB,DO,0,0,0
58,City of Portland,Full Reporter,Urban,TR,PT,1,0,1
58,City of Portland,Full Reporter,Urban,SR,PT,107,78,185
376,"Ride Connection, Inc.",Full Reporter,Urban,DR,DO,33,67,100
376,"Ride Connection, Inc.",Full Reporter,Urban,MB,DO,32,41,73
415,Ada County Highway District,Full Reporter,Urban,VP,DO,4,0,4
10001,Rhode Island Public Transit Authority,Full Reporter,Urban,DR,DO,28,15,43
10001,Rhode Island Public Transit Authority,Full Reporter,Urban,MB,DO,431,1404,1835
10001,Rhode Island Public Transit Authority,Full Reporter,Urban,VP,PT,1,0,1
10003,Massachusetts Bay Transportation Authority,Full Reporter,Urban,CR,PT,224,37,261
10003,Massachusetts Bay Transportation Authority,Full Reporter,Urban,DR,PT,311,984,1295
10003,Massachusetts Bay Transportation Authority,Full Reporter,Urban,FB,PT,15,0,15
10003,Massachusetts Bay Transportation Authority,Full Reporter,Urban,HR,DO,288,24,312
10003,Massachusetts Bay Transportation Authority,Full Reporter,Urban,LR,DO,668,80,748
10003,Massachusetts Bay Transportation Authority,Full Reporter,Urban,MB,DO,754,374,1128
10003,Massachusetts Bay Transportation Authority,Full Reporter,Urban,MB,PT,6,2,8
10003,Massachusetts Bay Transportation Authority,Full Reporter,Urban,RB,DO,87,44,131
10004,Brockton Area Transit Authority,Full Reporter,Urban,DR,PT,20,35,55
10004,Brockton Area Transit Authority,Full Reporter,Urban,MB,PT,81,360,441
10005,Lowell Regional Transit Authority,Full Reporter,Urban,DR,PT,3,8,11
10005,Lowell Regional Transit Authority,Full Reporter,Urban,MB,PT,11,12,23
10006,Southeastern Regional Transit Authority,Full Reporter,Urban,DR,PT,0,12,12
10006,Southeastern Regional Transit Authority,Full Reporter,Urban,MB,PT,2,1182,1184
10007,Berkshire Regional Transit Authority,Full Reporter,Urban,DR,PT,0,0,0
10007,Berkshire Regional Transit Authority,Full Reporter,Urban,MB,PT,6,146,152
10008,Pioneer Valley Transit Authority,Full Reporter,Urban,DR,PT,11,36,47
10008,Pioneer Valley Transit Authority,Full Reporter,Urban,MB,PT,84,288,372
10013,Merrimack Valley Regional Transit Authority,Full Reporter,Urban,DR,PT,7,5,12
10013,Merrimack Valley Regional Transit Authority,Full Reporter,Urban,MB,PT,20,5,25
10013,Merrimack Valley Regional Transit Authority,Full Reporter,Urban,CB,PT,0,0,0
10014,Worcester Regional Transit Authority,Full Reporter,Urban,DR,DO,9,25,34
10014,Worcester Regional Transit Authority,Full Reporter,Urban,DR,PT,3,2,5
10014,Worcester Regional Transit Authority,Full Reporter,Urban,MB,DO,267,944,1211
10016,Greater Portland Transit District,Full Reporter,Urban,MB,DO,34,275,309
10017,Greater Hartford Transit District,Full Reporter,Urban,DR,PT,18,2378,2396
10040,Southeast Area Transit District,Full Reporter,Urban,DR,PT,1,0,1
10040,Southeast Area Transit District,Full Reporter,Urban,MB,DO,90,349,439
10040,Southeast Area Transit District,Full Reporter,Urban,DR,DO,8,12,20
10042,Valley Transit District,Full Reporter,Urban,DR,DO,1,7,8
10045,Connecticut Department of Transportation - CTTransit New Britain -Dattco.,Full Reporter,Urban,MB,PT,16,15,31
10045,Connecticut Department of Transportation - CTTransit New Britain -Dattco.,Full Reporter,Urban,CB,PT,41,33,74
10048,Connecticut Department of Transportation - CTTRANSIT - Hartford Division,Full Reporter,Urban,MB,DO,108,2159,2267
10048,Connecticut Department of Transportation - CTTRANSIT - Hartford Division,Full Reporter,Urban,RB,DO,22,384,406
10049,Greater New Haven Transit District,Full Reporter,Urban,DR,DO,154,664,818
10050,Greater Bridgeport Transit Authority,Full Reporter,Urban,DR,PT,39,5,44
10050,Greater Bridgeport Transit Authority,Full Reporter,Urban,MB,DO,332,125,457
10051,Housatonic Area Regional Transit ,Full Reporter,Urban,DR,DO,9,5,14
10051,Housatonic Area Regional Transit ,Full Reporter,Urban,MB,DO,31,35,66
10053,Cape Ann Transportation Authority,Full Reporter,Urban,DR,PT,1,2,3
10053,Cape Ann Transportation Authority,Full Reporter,Urban,MB,PT,2,8,10
10055,Connecticut Department of Transportation - CTTRANSIT New Haven Division,Full Reporter,Urban,MB,DO,131,1114,1245
10056,Connecticut Department of Transportation - CTTRANSIT Stamford Division,Full Reporter,Urban,MB,DO,70,600,670
10057,Norwalk Transit District,Full Reporter,Urban,DR,DO,0,17,17
10057,Norwalk Transit District,Full Reporter,Urban,DR,PT,0,3,3
10057,Norwalk Transit District,Full Reporter,Urban,MB,DO,49,215,264
10061,Montachusett Regional Transit Authority,Full Reporter,Urban,DR,PT,9,6,15
10061,Montachusett Regional Transit Authority,Full Reporter,Urban,MB,PT,39,32,71
10064,Greater Attleboro-Taunton Regional Transit Authority,Full Reporter,Urban,DR,PT,41,76,117
10064,Greater Attleboro-Taunton Regional Transit Authority,Full Reporter,Urban,MB,PT,28,36,64
10066,Green Mountain Transit Authority,Full Reporter,Urban,DR,PT,6,3,9
10066,Green Mountain Transit Authority,Full Reporter,Urban,MB,DO,39,157,196
10066,Green Mountain Transit Authority,Full Reporter,Urban,CB,DO,1,2,3
10066,Green Mountain Transit Authority,Full Reporter,Urban,DR,DO,1,2,3
10086,Cooperative Alliance for Seacoast Transportation,Full Reporter,Urban,DR,DO,2,10,12
10086,Cooperative Alliance for Seacoast Transportation,Full Reporter,Urban,MB,DO,44,79,123
10087,City of Nashua,Full Reporter,Urban,DR,PT,23,5,28
10087,City of Nashua,Full Reporter,Urban,MB,PT,47,16,63
10088,Casco Bay Island Transit District,Full Reporter,Urban,FB,DO,3,0,3
10098,"Western Maine Transportation Services, Inc.",Full Reporter,Urban,DR,DO,1,4,5
10098,"Western Maine Transportation Services, Inc.",Full Reporter,Urban,MB,DO,1,13,14
10098,"Western Maine Transportation Services, Inc.",Full Reporter,Urban,CB,DO,0,1,1
10102,Connecticut Department of Transportation,Full Reporter,Urban,CR,PT,2,9,11
10102,Connecticut Department of Transportation,Full Reporter,Urban,CB,PT,0,1,1
10105,Cape Cod Regional Transit Authority,Full Reporter,Urban,DR,PT,30,2,32
10105,Cape Cod Regional Transit Authority,Full Reporter,Urban,MB,PT,105,21,126
10107,Milford Transit District,Full Reporter,Urban,DR,DO,7,12,19
10107,Milford Transit District,Full Reporter,Urban,MB,DO,6,14,20
10115,Northern New England Passenger Rail Authority,Full Reporter,Urban,CR,PT,1,0,1
10118,MetroWest Regional Transit Authority,Full Reporter,Urban,DR,PT,6,9,15
10118,MetroWest Regional Transit Authority,Full Reporter,Urban,MB,PT,9,11,20
10128,Connecticut Department of Transportation- CTTransit Waterbury- NET,Full Reporter,Urban,MB,DO,109,28,137
10128,Connecticut Department of Transportation- CTTransit Waterbury- NET,Full Reporter,Urban,DR,DO,12,5,17
10130,Connecticut Department of Transportation -CTTRANSIT New Britain ,Full Reporter,Urban,MB,PT,98,29,127
10183,"Woods Hole, Martha's Vineyard and Nantucket Steamship Authority",Full Reporter,Urban,FB,DO,24,0,24
10183,"Woods Hole, Martha's Vineyard and Nantucket Steamship Authority",Full Reporter,Urban,MB,DO,8,0,8
11147,Rhode Island Department of Transportation,Full Reporter,Urban,FB,PT,2,0,2
11239,"Hyannis Harbor Tours, Inc. ",Full Reporter,Urban,FB,DO,0,3,3
20002,Capital District Transportation Authority,Full Reporter,Urban,DR,DO,40,85,125
20002,Capital District Transportation Authority,Full Reporter,Urban,MB,DO,698,745,1443
20002,Capital District Transportation Authority,Full Reporter,Urban,VP,PT,0,0,0
20002,Capital District Transportation Authority,Full Reporter,Urban,CB,PT,4,4,8
20002,Capital District Transportation Authority,Full Reporter,Urban,DR,PT,126,58,184
20003,Broome County,Full Reporter,Urban,DR,DO,4,10,14
20003,Broome County,Full Reporter,Urban,MB,DO,134,416,550
20004,Niagara Frontier Transportation Authority,Full Reporter,Urban,DR,DO,26,18,44
20004,Niagara Frontier Transportation Authority,Full Reporter,Urban,LR,DO,36,30,66
20004,Niagara Frontier Transportation Authority,Full Reporter,Urban,MB,DO,934,527,1461
20006,City of Long Beach,Full Reporter,Urban,DR,DO,0,0,0
20006,City of Long Beach,Full Reporter,Urban,MB,DO,0,1,1
20008,MTA New York City Transit,Full Reporter,Urban,DR,PT,955,425,1380
20008,MTA New York City Transit,Full Reporter,Urban,HR,DO,2856,18084,20940
20008,MTA New York City Transit,Full Reporter,Urban,MB,DO,7198,2387,9585
20008,MTA New York City Transit,Full Reporter,Urban,RB,DO,181,68,249
20008,MTA New York City Transit,Full Reporter,Urban,CB,DO,429,108,537
20010,Dutchess County,Full Reporter,Urban,DR,DO,23,8,31
20010,Dutchess County,Full Reporter,Urban,MB,DO,54,12,66
20018,Central New York Regional Transportation Authority,Full Reporter,Urban,DR,DO,14,51,65
20018,Central New York Regional Transportation Authority,Full Reporter,Urban,DR,PT,17,25,42
20018,Central New York Regional Transportation Authority,Full Reporter,Urban,MB,DO,201,408,609
20071,Town of Huntington,Full Reporter,Urban,DR,DO,3,2,5
20071,Town of Huntington,Full Reporter,Urban,MB,DO,8,12,20
20072,Suffolk County ,Full Reporter,Urban,DR,PT,77,48,125
20072,Suffolk County ,Full Reporter,Urban,MB,PT,360,108,468
20075,Port Authority Transit Corporation,Full Reporter,Urban,HR,DO,158,91,249
20076,Westchester County,Full Reporter,Urban,DR,PT,11,131,142
20076,Westchester County,Full Reporter,Urban,MB,PT,1083,378,1461
20078,"Metro-North Commuter Railroad Company, dba: MTA Metro-North Railroad",Full Reporter,Urban,CR,DO,53,0,53
20078,"Metro-North Commuter Railroad Company, dba: MTA Metro-North Railroad",Full Reporter,Urban,FB,PT,3,0,3
20078,"Metro-North Commuter Railroad Company, dba: MTA Metro-North Railroad",Full Reporter,Urban,MB,PT,5,57,62
20080,New Jersey Transit Corporation,Full Reporter,Urban,CR,DO,284,184,468
20080,New Jersey Transit Corporation,Full Reporter,Urban,DR,PT,445,272,717
20080,New Jersey Transit Corporation,Full Reporter,Urban,LR,DO,98,42,140
20080,New Jersey Transit Corporation,Full Reporter,Urban,LR,PT,130,47,177
20080,New Jersey Transit Corporation,Full Reporter,Urban,MB,DO,5789,3392,9181
20080,New Jersey Transit Corporation,Full Reporter,Urban,MB,PT,255,133,388
20080,New Jersey Transit Corporation,Full Reporter,Urban,VP,PT,0,1,1
20080,New Jersey Transit Corporation,Full Reporter,Urban,YR,PT,244,19,263
20082,New York City Department of Transportation,Full Reporter,Urban,FB,DO,12,6,18
20084,County of Rockland ,Full Reporter,Urban,MB,PT,135,14,149
20084,County of Rockland ,Full Reporter,Urban,DR,DO,18,6,24
20096,Putnam County ,Full Reporter,Urban,DR,PT,0,2,2
20096,Putnam County ,Full Reporter,Urban,MB,PT,2,5,7
20098,Port Authority Trans-Hudson Corporation,Full Reporter,Urban,HR,DO,118,113,231
20099,Staten Island Rapid Transit Operating Authority,Full Reporter,Urban,HR,DO,40,0,40
20100,MTA Long Island Rail Road,Full Reporter,Urban,CR,DO,223,11,234
20113,Regional Transit Service,Full Reporter,Urban,DR,DO,103,56,159
20113,Regional Transit Service,Full Reporter,Urban,MB,DO,878,439,1317
20113,Regional Transit Service,Full Reporter,Urban,VP,PT,0,0,0
20122,"Academy Lines, Inc.",Full Reporter,Urban,CB,DO,14,32,46
20126,"Hudson Transit Lines, Inc.",Full Reporter,Urban,CB,DO,74,7,81
20128,Suburban Transit Corporation,Full Reporter,Urban,CB,DO,0,15,15
20135,Monsey New Square Trails Corporation,Full Reporter,Urban,CB,DO,19,37,56
20145,Tompkins Consolidated Area Transit,Full Reporter,Urban,DR,PT,2,0,2
20145,Tompkins Consolidated Area Transit,Full Reporter,Urban,MB,DO,74,42,116
20149,"Rockland Coaches, Inc.",Full Reporter,Urban,CB,DO,0,13,13
20163,"Lakeland Bus Lines, Inc.",Full Reporter,Urban,CB,DO,4,30,34
20166,"Orange-Newark-Elizabeth, Inc.",Full Reporter,Urban,MB,DO,4,14,18
20169,"Trans-Bridge Lines, Inc. ",Full Reporter,Urban,CB,DO,79,61,140
20175,Private Transportation Corporation,Full Reporter,Urban,MB,PT,5,14,19
20177,"Adirondack Transit Lines, Inc.",Full Reporter,Urban,CB,DO,49,13,62
20178,Ulster County ,Full Reporter,Urban,DR,DO,5,1,6
20178,Ulster County ,Full Reporter,Urban,MB,DO,62,83,145
20188,MTA Bus Company,Full Reporter,Urban,MB,DO,3675,1917,5592
20190,Port Imperial Ferry Corporation,Full Reporter,Urban,FB,DO,0,0,0
20190,Port Imperial Ferry Corporation,Full Reporter,Urban,MB,DO,0,0,0
20192,Bergen County,Full Reporter,Urban,DR,DO,0,77,77
20192,Bergen County,Full Reporter,Urban,MB,DO,0,7,7
20199,County of Atlantic,Full Reporter,Urban,DR,DO,85,64,149
20199,County of Atlantic,Full Reporter,Urban,MB,PT,9,0,9
20204,"Senior Citizens United Community Services of Camden County, Inc.",Full Reporter,Urban,DR,DO,0,0,0
20206,County of Nassau,Full Reporter,Urban,DR,PT,96,54,150
20206,County of Nassau,Full Reporter,Urban,MB,PT,1640,79,1719
20209,Somerset County,Full Reporter,Urban,DR,DO,11,34,45
20209,Somerset County,Full Reporter,Urban,MB,DO,14,12,26
20217,"Hampton Jitney, Inc.",Full Reporter,Urban,CB,DO,6,17,23
20223,Cape May Lewes Ferry,Full Reporter,Urban,FB,DO,3,1,4
20226,"SeaStreak, LLC",Full Reporter,Urban,FB,DO,0,5,5
20230,Barnegat Bay Decoy & Baymen's Museum,Full Reporter,Urban,FB,DO,0,0,0
22930,New York City Economic Development Corporation,Full Reporter,Urban,FB,PT,1049,91,1140
22930,New York City Economic Development Corporation,Full Reporter,Urban,MB,PT,10,2,12
30001,Kanawha Valley Regional Transportation Authority,Full Reporter,Urban,DR,DO,8,13,21
30001,Kanawha Valley Regional Transportation Authority,Full Reporter,Urban,MB,DO,55,270,325
30002,The Tri-State Transit Authority,Full Reporter,Urban,DR,DO,1,31,32
30002,The Tri-State Transit Authority,Full Reporter,Urban,MB,DO,1,291,292
30006,Greater Richmond Transit Company,Full Reporter,Urban,DR,PT,119,64,183
30006,Greater Richmond Transit Company,Full Reporter,Urban,MB,DO,698,53,751
30006,Greater Richmond Transit Company,Full Reporter,Urban,VP,PT,3,5,8
30006,Greater Richmond Transit Company,Full Reporter,Urban,RB,DO,56,9,65
30007,Greater Roanoke Transit Company,Full Reporter,Urban,DR,PT,4,55,59
30007,Greater Roanoke Transit Company,Full Reporter,Urban,MB,DO,1,172,173
30008,Greater Lynchburg Transit Company,Full Reporter,Urban,DR,DO,6,15,21
30008,Greater Lynchburg Transit Company,Full Reporter,Urban,MB,DO,37,98,135
30010,Lehigh and Northampton Transportation Authority,Full Reporter,Urban,DR,PT,15,17,32
30010,Lehigh and Northampton Transportation Authority,Full Reporter,Urban,MB,DO,62,737,799
30010,Lehigh and Northampton Transportation Authority,Full Reporter,Urban,MB,PT,0,4,4
30011,Altoona Metro Transit,Full Reporter,Urban,DR,DO,0,0,0
30011,Altoona Metro Transit,Full Reporter,Urban,MB,DO,13,6,19
30012,Cambria County Transit Authority,Full Reporter,Urban,DR,DO,12,5,17
30012,Cambria County Transit Authority,Full Reporter,Urban,IP,DO,0,0,0
30012,Cambria County Transit Authority,Full Reporter,Urban,MB,DO,202,171,373
30013,Erie Metropolitan Transit Authority,Full Reporter,Urban,DR,DO,4,4,8
30013,Erie Metropolitan Transit Authority,Full Reporter,Urban,MB,DO,2,8,10
30015,Luzerne County Transportation Authority,Full Reporter,Urban,DR,DO,7,8,15
30015,Luzerne County Transportation Authority,Full Reporter,Urban,MB,DO,30,112,142
30019,Southeastern Pennsylvania Transportation Authority,Full Reporter,Urban,CR,DO,120,111,231
30019,Southeastern Pennsylvania Transportation Authority,Full Reporter,Urban,DR,PT,315,158,473
30019,Southeastern Pennsylvania Transportation Authority,Full Reporter,Urban,HR,DO,252,131,383
30019,Southeastern Pennsylvania Transportation Authority,Full Reporter,Urban,MB,DO,5265,2153,7418
30019,Southeastern Pennsylvania Transportation Authority,Full Reporter,Urban,TB,DO,258,39,297
30019,Southeastern Pennsylvania Transportation Authority,Full Reporter,Urban,SR,DO,24,298,322
30019,Southeastern Pennsylvania Transportation Authority,Full Reporter,Urban,MB,PT,7,0,7
30022,Pittsburgh Regional Transit,Full Reporter,Urban,DR,PT,105,96,201
30022,Pittsburgh Regional Transit,Full Reporter,Urban,IP,DO,9,0,9
30022,Pittsburgh Regional Transit,Full Reporter,Urban,LR,DO,299,58,357
30022,Pittsburgh Regional Transit,Full Reporter,Urban,MB,DO,2819,267,3086
30023,Beaver County Transit Authority,Full Reporter,Urban,DR,DO,3,0,3
30023,Beaver County Transit Authority,Full Reporter,Urban,MB,DO,1,0,1
30025,County of Lackawanna Transit System,Full Reporter,Urban,DR,DO,6,10,16
30025,County of Lackawanna Transit System,Full Reporter,Urban,DR,PT,0,5,5
30025,County of Lackawanna Transit System,Full Reporter,Urban,MB,DO,3,3,6
30025,County of Lackawanna Transit System,Full Reporter,Urban,MB,PT,4,5,9
30026,River Valley Transit Authority,Full Reporter,Urban,DR,PT,4,0,4
30026,River Valley Transit Authority,Full Reporter,Urban,MB,DO,63,24,87
30030,Washington Metropolitan Area Transit Authority,Full Reporter,Urban,HR,DO,357,6,363
30030,Washington Metropolitan Area Transit Authority,Full Reporter,Urban,MB,DO,4145,1948,6093
30030,Washington Metropolitan Area Transit Authority,Full Reporter,Urban,DR,PT,299,635,934
30034,Maryland Transit Administration,Full Reporter,Urban,CR,PT,125,0,125
30034,Maryland Transit Administration,Full Reporter,Urban,DR,DO,4,349,353
30034,Maryland Transit Administration,Full Reporter,Urban,DR,PT,509,1013,1522
30034,Maryland Transit Administration,Full Reporter,Urban,HR,DO,800,18,818
30034,Maryland Transit Administration,Full Reporter,Urban,LR,DO,1800,59,1859
30034,Maryland Transit Administration,Full Reporter,Urban,MB,DO,2800,34,2834
30034,Maryland Transit Administration,Full Reporter,Urban,CB,PT,168,1,169
30035,Ohio Valley Regional Transportation Authority,Full Reporter,Urban,DR,DO,0,2,2
30035,Ohio Valley Regional Transportation Authority,Full Reporter,Urban,MB,DO,6,127,133
30044,Westmoreland County Transit Authority,Full Reporter,Urban,MB,DO,11,27,38
30044,Westmoreland County Transit Authority,Full Reporter,Urban,DR,DO,9,15,24
30045,"JAUNT, Inc.",Full Reporter,Urban,DR,DO,116,144,260
30045,"JAUNT, Inc.",Full Reporter,Urban,CB,DO,12,28,40
30051,"Montgomery County, Maryland",Full Reporter,Urban,MB,DO,184,1969,2153
30051,"Montgomery County, Maryland",Full Reporter,Urban,DR,DO,0,0,0
30054,Centre Area Transportation Authority,Full Reporter,Urban,DR,PT,8,6,14
30054,Centre Area Transportation Authority,Full Reporter,Urban,MB,DO,108,96,204
30054,Centre Area Transportation Authority,Full Reporter,Urban,VP,DO,0,0,0
30054,Centre Area Transportation Authority,Full Reporter,Urban,VP,PT,0,0,0
30057,Pennsylvania Department of Transportation,Full Reporter,Urban,CR,PT,9,0,9
30058,City of Fairfax,Full Reporter,Urban,MB,DO,98,9,107
30061,Mid Mon Valley Transit Authority,Full Reporter,Urban,MB,PT,82,66,148
30068,"Fairfax County, VA",Full Reporter,Urban,MB,PT,1675,262,1937
30070,Potomac and Rappahannock Transportation Commission,Full Reporter,Urban,MB,PT,356,66,422
30070,Potomac and Rappahannock Transportation Commission,Full Reporter,Urban,CB,PT,335,81,416
30070,Potomac and Rappahannock Transportation Commission,Full Reporter,Urban,VP,PT,11,8,19
30070,Potomac and Rappahannock Transportation Commission,Full Reporter,Urban,DR,PT,1,0,1
30071,City of Alexandria ,Full Reporter,Urban,MB,DO,3626,124,3750
30071,City of Alexandria ,Full Reporter,Urban,DR,PT,5,3,8
30072,"Frederick County, Maryland",Full Reporter,Urban,DR,DO,6,2,8
30072,"Frederick County, Maryland",Full Reporter,Urban,MB,DO,34,39,73
30073,Virginia Railway Express,Full Reporter,Urban,CR,PT,2,0,2
30075,Delaware Transit Corporation,Full Reporter,Urban,DR,DO,201,67,268
30075,Delaware Transit Corporation,Full Reporter,Urban,DR,PT,14,28,42
30075,Delaware Transit Corporation,Full Reporter,Urban,MB,DO,1244,549,1793
30075,Delaware Transit Corporation,Full Reporter,Urban,MB,PT,142,106,248
30076,Williamsburg Area Transit Authority,Full Reporter,Urban,DR,DO,0,2,2
30076,Williamsburg Area Transit Authority,Full Reporter,Urban,MB,DO,16,2,18
30077,Borough of Pottstown,Full Reporter,Urban,DR,PT,1,6,7
30077,Borough of Pottstown,Full Reporter,Urban,MB,PT,5,35,40
30078,Southwestern Pennsylvania Commission,Full Reporter,Urban,VP,PT,2,0,2
30080,"Arlington County, Virginia",Full Reporter,Urban,DR,PT,0,10,10
