State NTD ID,NTD ID,Agency Name,Reporter Type,Group Plan Sponsor NTD ID,Group Plan Sponsor Name,Primary Mode Served,Secondary Modes Served,Reporting Module,Fleet ID,Agency Service Fleet ID,Service Fleet Name,Year of Manufacture,Vehicle Type,Number of Vehicles,Useful Life Benchmark,Percent Agency Capital Responsibility,Estimated Cost,Year Dollar of the Estimated Cost,Separate Asset Flag,Notes
,1,King County,Full Reporter,,,MB,,Urban,2388,EXA522,NRV 88,2014,Automobiles,1,10,100,15990.5,2014,N,
,1,King County,Full Reporter,,,MB,,Urban,2393,EXA527,NRV 93,2015,Automobiles,1,10,100,17543.52,2015,N,
,1,King County,Full Reporter,,,MB,,Urban,2396,EXA530,NRV 96,2015,Automobiles,1,10,100,17543.52,2015,N,
,1,King County,Full Reporter,,,MB,,Urban,2400,EXA534,NRV 100,2015,Automobiles,1,10,100,17543.52,2015,N,
,1,King County,Full Reporter,,,MB,,Urban,2402,EXA536,NRV 102,2015,Automobiles,1,10,100,17543.52,2015,N,
,1,King County,Full Reporter,,,MB,,Urban,2403,EXA537,NRV 103,2015,Automobiles,1,10,100,17543.52,2015,N,
,1,King County,Full Reporter,,,MB,,Urban,2404,EXA538,NRV 104,2015,Automobiles,1,10,100,17543.52,2015,N,
,1,King County,Full Reporter,,,MB,,Urban,2406,EXA540,NRV 106,2015,Automobiles,1,10,100,17543.52,2015,N,
,1,King County,Full Reporter,,,MB,,Urban,2407,EXA541,NRV 107,2015,Automobiles,1,10,100,28260.58,2015,N,
,1,King County,Full Reporter,,,MB,,Urban,2409,EXA543,NRV 109,2015,Automobiles,1,10,100,17543.52,2015,N,
,1,King County,Full Reporter,,,MB,,Urban,2410,EXA544,NRV 110,2015,Automobiles,1,10,100,17543.52,2015,N,
,1,King County,Full Reporter,,,MB,,Urban,2411,EXA545,NRV 111,2015,Automobiles,1,10,100,17543.52,2015,N,
,1,King County,Full Reporter,,,MB,,Urban,2413,EXA547,NRV 113,2015,Automobiles,1,10,100,28260.58,2015,N,
,1,King County,Full Reporter,,,MB,,Urban,2414,EXA548,NRV 114,2015,Automobiles,1,10,100,28260.58,2015,N,
,1,King County,Full Reporter,,,MB,,Urban,2415,EXA549,NRV 115,2015,Automobiles,1,10,100,17543.52,2015,N,
,1,King County,Full Reporter,,,MB,,Urban,2416,EXA550,NRV 116,2016,Automobiles,1,4,100,17543.52,2016,N,
,1,King County,Full Reporter,,,MB,,Urban,2417,EXA551,NRV 117,2016,Automobiles,1,10,100,25851.88,2016,N,
,1,King County,Full Reporter,,,MB,,Urban,2418,EXA552,NRV 118,2016,Automobiles,1,10,100,25851.88,2016,N,
,1,King County,Full Reporter,,,MB,,Urban,2419,EXA553,NRV 119,2016,Automobiles,1,10,100,25851.88,2016,N,
,1,King County,Full Reporter,,,MB,,Urban,2420,EXA554,NRV 120,2016,Automobiles,1,10,100,25851.88,2016,N,
,1,King County,Full Reporter,,,MB,,Urban,2421,EXA555,NRV 121,2016,Automobiles,1,10,100,20810.93,2016,N,
,1,King County,Full Reporter,,,MB,,Urban,2422,EXA556,NRV 122,2016,Automobiles,1,10,100,20810.93,2016,N,
,1,King County,Full Reporter,,,MB,,Urban,2423,EXA557,NRV 123,2016,Automobiles,1,10,100,20560.76,2016,N,
,1,King County,Full Reporter,,,MB,,Urban,2424,EXA558,NRV 124,2016,Automobiles,1,10,100,20560.76,2016,N,
,1,King County,Full Reporter,,,MB,,Urban,2425,EXA559,NRV 125,2016,Automobiles,1,10,100,24256.75,2016,N,
,1,King County,Full Reporter,,,MB,,Urban,2426,EXA560,NRV 126,2017,Automobiles,1,10,100,24548.0,2017,N,
,1,King County,Full Reporter,,,MB,,Urban,2427,EXA561,NRV 127,2017,Automobiles,1,10,100,30526.56,2017,N,
,1,King County,Full Reporter,,,MB,,Urban,2428,EXA562,NRV 128,2017,Automobiles,1,10,100,29028.09,2017,N,
,1,King County,Full Reporter,,,MB,,Urban,2429,EXA563,NRV 129,2017,Automobiles,1,10,100,29028.09,2017,N,
,1,King County,Full Reporter,,,MB,,Urban,2430,EXA564,NRV 130,2017,Automobiles,1,10,100,28028.09,2017,N,
,1,King County,Full Reporter,,,MB,,Urban,2431,EXA565,NRV 131,2017,Automobiles,1,10,100,29001.24,2017,N,
,1,King County,Full Reporter,,,MB,,Urban,2432,EXA566,NRV 132,2017,Automobiles,1,10,100,29001.24,2017,N,
,1,King County,Full Reporter,,,MB,,Urban,2433,EXA567,NRV 133,2017,Automobiles,1,10,100,29877.76,2017,N,
,1,King County,Full Reporter,,,MB,,Urban,2434,EXA568,NRV 134,2017,Automobiles,1,10,100,29877.76,2017,N,
,1,King County,Full Reporter,,,MB,,Urban,2435,EXA569,NRV 135,2017,Automobiles,1,10,100,23285.08,2017,N,
,1,King County,Full Reporter,,,MB,,Urban,2436,EXA570,NRV 136,2017,Automobiles,1,10,100,23285.08,2017,N,
,1,King County,Full Reporter,,,MB,,Urban,2440,EXP156,NRV 140,2002,Trucks and other Rubber Tire Vehicles,1,15,100,15272.66,2002,N,
,1,King County,Full Reporter,,,MB,,Urban,2441,EXP161,NRV 141,2002,Trucks and other Rubber Tire Vehicles,1,12,100,44026.96,2002,N,
,1,King County,Full Reporter,,,MB,,Urban,2443,EXP166,NRV 143,2003,Trucks and other Rubber Tire Vehicles,1,15,100,17903.47,2003,N,
,1,King County,Full Reporter,,,MB,,Urban,2446,EXP179,NRV 146,2004,Trucks and other Rubber Tire Vehicles,1,15,100,23664.44,2004,N,
,1,King County,Full Reporter,,,MB,,Urban,2447,EXP180,NRV 147,2005,Trucks and other Rubber Tire Vehicles,1,15,100,23664.44,2005,N,
,1,King County,Full Reporter,,,MB,,Urban,2450,EXP192,NRV 150,2005,Trucks and other Rubber Tire Vehicles,1,15,100,26519.38,2005,N,
,1,King County,Full Reporter,,,MB,,Urban,2451,EXP195,NRV 151,2006,Trucks and other Rubber Tire Vehicles,1,12,100,41775.36,2006,N,
,1,King County,Full Reporter,,,MB,,Urban,2452,EXP196,NRV 152,2006,Trucks and other Rubber Tire Vehicles,1,12,100,18369.17,2006,N,
,1,King County,Full Reporter,,,MB,,Urban,2453,EXP197,NRV 153,2006,Trucks and other Rubber Tire Vehicles,1,12,100,24724.12,2006,N,
,1,King County,Full Reporter,,,MB,,Urban,2454,EXP199,NRV 154,2007,Trucks and other Rubber Tire Vehicles,1,12,100,21833.28,2007,N,
,1,King County,Full Reporter,,,MB,,Urban,2455,EXP202,NRV 155,2007,Trucks and other Rubber Tire Vehicles,1,12,100,18340.91,2007,N,
,1,King County,Full Reporter,,,MB,,Urban,2456,EXP203,NRV 156,2007,Trucks and other Rubber Tire Vehicles,1,15,100,18340.91,2007,N,
,1,King County,Full Reporter,,,MB,,Urban,2457,EXP204,NRV 157,2007,Trucks and other Rubber Tire Vehicles,1,15,100,25382.16,2007,N,
,1,King County,Full Reporter,,,MB,,Urban,2458,EXP205,NRV 158,2007,Trucks and other Rubber Tire Vehicles,1,15,100,25121.88,2007,N,
,1,King County,Full Reporter,,,MB,,Urban,2459,EXP206,NRV 159,2007,Trucks and other Rubber Tire Vehicles,1,15,100,14005.44,2007,N,
,1,King County,Full Reporter,,,MB,,Urban,2460,EXP208,NRV 160,2007,Trucks and other Rubber Tire Vehicles,1,15,100,18378.36,2007,N,
,1,King County,Full Reporter,,,MB,,Urban,2461,EXP210,NRV 161,2007,Trucks and other Rubber Tire Vehicles,1,15,100,18378.36,2007,N,
,1,King County,Full Reporter,,,MB,,Urban,2462,EXP211,NRV 162,2007,Trucks and other Rubber Tire Vehicles,1,12,100,19054.44,2007,N,
,1,King County,Full Reporter,,,MB,,Urban,2463,EXP212,NRV 163,2007,Trucks and other Rubber Tire Vehicles,1,12,100,25121.88,2007,N,
,1,King County,Full Reporter,,,MB,,Urban,2464,EXP213,NRV 164,2007,Trucks and other Rubber Tire Vehicles,1,15,100,25121.88,2007,N,
,1,King County,Full Reporter,,,MB,,Urban,2465,EXP214,NRV 165,2007,Trucks and other Rubber Tire Vehicles,1,15,100,25121.88,2007,N,
,1,King County,Full Reporter,,,MB,,Urban,2466,EXP215,NRV 166,2007,Trucks and other Rubber Tire Vehicles,1,15,100,25121.88,2007,N,
,1,King County,Full Reporter,,,MB,,Urban,2467,EXP216,NRV 167,2008,Trucks and other Rubber Tire Vehicles,1,15,100,25475.04,2008,N,
,1,King County,Full Reporter,,,MB,,Urban,2468,EXP217,NRV 168,2008,Trucks and other Rubber Tire Vehicles,1,15,100,37284.79,2008,N,
,1,King County,Full Reporter,,,MB,,Urban,2469,EXP219,NRV 169,2008,Trucks and other Rubber Tire Vehicles,1,15,100,25405.92,2008,N,
,1,King County,Full Reporter,,,MB,,Urban,2470,EXP220,NRV 170,2008,Trucks and other Rubber Tire Vehicles,1,15,100,25405.92,2008,N,
,1,King County,Full Reporter,,,MB,,Urban,2471,EXP221,NRV 171,2008,Trucks and other Rubber Tire Vehicles,1,15,100,21766.32,2008,N,
,1,King County,Full Reporter,,,MB,,Urban,2472,EXP223,NRV 172,2008,Trucks and other Rubber Tire Vehicles,1,15,100,34711.76,2008,N,
,1,King County,Full Reporter,,,MB,,Urban,2473,EXP224,NRV 173,2008,Trucks and other Rubber Tire Vehicles,1,15,100,18095.4,2008,N,
,1,King County,Full Reporter,,,MB,,Urban,2474,EXP226,NRV 174,2008,Trucks and other Rubber Tire Vehicles,1,15,100,18095.4,2008,N,
,1,King County,Full Reporter,,,MB,,Urban,2475,EXP227,NRV 175,2008,Trucks and other Rubber Tire Vehicles,1,15,100,18095.4,2008,N,
,1,King County,Full Reporter,,,MB,,Urban,2476,EXP228,NRV 176,2008,Trucks and other Rubber Tire Vehicles,1,15,100,25483.68,2008,N,
,1,King County,Full Reporter,,,MB,,Urban,2477,EXP229,NRV 177,2009,Trucks and other Rubber Tire Vehicles,1,15,100,25483.68,2009,N,
,1,King County,Full Reporter,,,MB,,Urban,2478,EXP230,NRV 178,2009,Trucks and other Rubber Tire Vehicles,1,15,100,45695.32,2009,N,
,1,King County,Full Reporter,,,MB,TB,Urban,2479,EXP231,NRV 179,2009,Trucks and other Rubber Tire Vehicles,1,15,100,31426.69,2009,N,
,1,King County,Full Reporter,,,MB,,Urban,2480,EXP232,NRV 180,2009,Trucks and other Rubber Tire Vehicles,1,15,100,30318.72,2009,N,
,1,King County,Full Reporter,,,MB,,Urban,2482,EXP234,NRV 182,2010,Trucks and other Rubber Tire Vehicles,1,15,100,32571.45,2010,N,
,1,King County,Full Reporter,,,MB,,Urban,2484,EXP238,NRV 184,2010,Trucks and other Rubber Tire Vehicles,1,15,100,32406.98,2010,N,
,1,King County,Full Reporter,,,MB,,Urban,2485,EXP239,NRV 185,2010,Trucks and other Rubber Tire Vehicles,1,15,100,32406.98,2010,N,
,1,King County,Full Reporter,,,MB,,Urban,2486,EXP240,NRV 186,2010,Trucks and other Rubber Tire Vehicles,1,15,100,32406.98,2010,N,
,1,King County,Full Reporter,,,MB,,Urban,2487,EXP241,NRV 187,2011,Trucks and other Rubber Tire Vehicles,1,12,100,31735.66,2011,N,
,1,King County,Full Reporter,,,MB,,Urban,2490,EXP245,NRV 190,2011,Trucks and other Rubber Tire Vehicles,1,12,100,16894.0,2011,N,
,1,King County,Full Reporter,,,MB,,Urban,2491,EXP246,NRV 191,2011,Trucks and other Rubber Tire Vehicles,1,5,100,16894.0,2011,N,
,1,King County,Full Reporter,,,MB,,Urban,2492,EXP247,NRV 192,2013,Trucks and other Rubber Tire Vehicles,1,5,100,23306.0,2013,N,
,1,King County,Full Reporter,,,MB,,Urban,2493,EXP248,NRV 193,2013,Trucks and other Rubber Tire Vehicles,1,5,100,25840.32,2013,N,
,1,King County,Full Reporter,,,MB,,Urban,2494,EXP249,NRV 194,2013,Trucks and other Rubber Tire Vehicles,1,10,100,23882.0,2013,N,
,1,King County,Full Reporter,,,MB,,Urban,2495,EXP250,NRV 195,2013,Trucks and other Rubber Tire Vehicles,1,10,100,23882.0,2013,N,
,1,King County,Full Reporter,,,MB,,Urban,2496,EXP251,NRV 196,2013,Trucks and other Rubber Tire Vehicles,1,10,100,25147.0,2013,N,
,1,King County,Full Reporter,,,MB,,Urban,2497,EXP252,NRV 197,2013,Trucks and other Rubber Tire Vehicles,1,10,100,23882.0,2013,N,
,1,King County,Full Reporter,,,MB,,Urban,2498,EXP253,NRV 198,2013,Trucks and other Rubber Tire Vehicles,1,10,100,25780.0,2013,N,
,1,King County,Full Reporter,,,MB,,Urban,2502,EXP257,NRV 202,2013,Trucks and other Rubber Tire Vehicles,1,10,100,21401.96,2013,N,
,1,King County,Full Reporter,,,MB,,Urban,2504,EXP259,NRV 204,2013,Trucks and other Rubber Tire Vehicles,1,10,100,22265.0,2013,N,
,1,King County,Full Reporter,,,MB,,Urban,2505,EXP260,NRV 205,2013,Trucks and other Rubber Tire Vehicles,1,10,100,30239.0,2013,N,
,1,King County,Full Reporter,,,MB,,Urban,2506,EXP261,NRV 206,2013,Trucks and other Rubber Tire Vehicles,1,10,100,23603.99,2013,N,
,1,King County,Full Reporter,,,MB,,Urban,2507,EXP262,NRV 207,2013,Trucks and other Rubber Tire Vehicles,1,10,100,24113.0,2013,N,
,1,King County,Full Reporter,,,MB,,Urban,2508,EXP264,NRV 208,2014,Trucks and other Rubber Tire Vehicles,1,10,100,25105.71,2014,N,
,1,King County,Full Reporter,,,MB,,Urban,2509,EXP265,NRV 209,2014,Trucks and other Rubber Tire Vehicles,1,10,100,25847.71,2014,N,
,1,King County,Full Reporter,,,MB,,Urban,2510,EXP266,NRV 210,2013,Trucks and other Rubber Tire Vehicles,1,10,100,24223.16,2013,N,
,1,King County,Full Reporter,,,MB,,Urban,2511,EXP267,NRV 211,2014,Trucks and other Rubber Tire Vehicles,1,10,100,25105.68,2014,N,
,1,King County,Full Reporter,,,MB,,Urban,2512,EXP268,NRV 212,2013,Trucks and other Rubber Tire Vehicles,1,10,100,32945.64,2013,N,
,1,King County,Full Reporter,,,MB,,Urban,2513,EXP269,NRV 213,2014,Trucks and other Rubber Tire Vehicles,1,10,100,31812.28,2014,N,
,1,King County,Full Reporter,,,MB,,Urban,2514,EXP270,NRV 214,2015,Trucks and other Rubber Tire Vehicles,1,10,100,23604.21,2015,N,
,1,King County,Full Reporter,,,MB,,Urban,2515,EXP271,NRV 215,2015,Trucks and other Rubber Tire Vehicles,1,10,100,37436.06,2015,N,
,1,King County,Full Reporter,,,MB,TB,Urban,2516,EXP272,NRV 216,2015,Trucks and other Rubber Tire Vehicles,1,10,100,28966.88,2015,N,
,1,King County,Full Reporter,,,MB,,Urban,2517,EXP273,NRV 217,2015,Trucks and other Rubber Tire Vehicles,1,10,100,27107.49,2015,N,
,1,King County,Full Reporter,,,MB,,Urban,2518,EXP274,NRV 218,2015,Trucks and other Rubber Tire Vehicles,1,10,100,27107.49,2015,N,
,1,King County,Full Reporter,,,MB,,Urban,2519,EXP275,NRV 219,2015,Trucks and other Rubber Tire Vehicles,1,10,100,40592.51,2015,N,
,1,King County,Full Reporter,,,MB,,Urban,2520,EXP276,NRV 220,2015,Trucks and other Rubber Tire Vehicles,1,10,100,33179.87,2015,N,
,1,King County,Full Reporter,,,MB,,Urban,2523,EXP279,NRV 223,2016,Trucks and other Rubber Tire Vehicles,1,10,100,37308.44,2016,N,
,1,King County,Full Reporter,,,MB,,Urban,2524,EXP280,NRV 224,2016,Trucks and other Rubber Tire Vehicles,1,10,100,37308.44,2016,N,
,1,King County,Full Reporter,,,MB,,Urban,2525,EXP281,NRV 225,2016,Trucks and other Rubber Tire Vehicles,1,10,100,30284.2,2016,N,
,1,King County,Full Reporter,,,MB,,Urban,2526,EXP282,NRV 226,2016,Trucks and other Rubber Tire Vehicles,1,10,100,37308.44,2016,N,
,1,King County,Full Reporter,,,MB,,Urban,2527,EXP283,NRV 227,2016,Trucks and other Rubber Tire Vehicles,1,10,100,37308.44,2016,N,
,1,King County,Full Reporter,,,MB,,Urban,2528,EXP284,NRV 228,2016,Trucks and other Rubber Tire Vehicles,1,10,100,37308.44,2016,N,
,1,King County,Full Reporter,,,MB,,Urban,2529,EXP285,NRV 229,2016,Trucks and other Rubber Tire Vehicles,1,10,100,37308.44,2016,N,
,1,King County,Full Reporter,,,MB,TB,Urban,2530,EXP286,NRV 230,2017,Trucks and other Rubber Tire Vehicles,1,10,100,39061.25,2017,N,
,1,King County,Full Reporter,,,MB,,Urban,2531,EXP287,NRV 231,2016,Trucks and other Rubber Tire Vehicles,1,10,100,25389.59,2016,N,
,1,King County,Full Reporter,,,MB,,Urban,2532,EXP288,NRV 232,2016,Trucks and other Rubber Tire Vehicles,1,10,100,25389.59,2016,N,
,1,King County,Full Reporter,,,MB,,Urban,2533,EXP289,NRV 233,2016,Trucks and other Rubber Tire Vehicles,1,10,100,47653.08,2016,N,
,1,King County,Full Reporter,,,MB,,Urban,2534,EXP290,NRV 234,2016,Trucks and other Rubber Tire Vehicles,1,10,100,58689.94,2016,N,
,1,King County,Full Reporter,,,MB,,Urban,2535,EXP291,NRV 235,2016,Trucks and other Rubber Tire Vehicles,1,4,100,25389.59,2016,N,
,1,King County,Full Reporter,,,MB,,Urban,2536,EXP292,NRV 236,2016,Trucks and other Rubber Tire Vehicles,1,10,100,35820.23,2016,N,
,1,King County,Full Reporter,,,MB,,Urban,2537,EXP293,NRV 237,2017,Trucks and other Rubber Tire Vehicles,1,10,100,42134.12,2017,N,
,1,King County,Full Reporter,,,MB,,Urban,2538,EXP294,NRV 238,2016,Trucks and other Rubber Tire Vehicles,1,10,100,29663.0,2016,N,
,1,King County,Full Reporter,,,MB,,Urban,2539,EXP295,NRV 239,2017,Trucks and other Rubber Tire Vehicles,1,10,100,29663.0,2017,N,
,1,King County,Full Reporter,,,MB,,Urban,2540,EXP296,NRV 240,2017,Trucks and other Rubber Tire Vehicles,1,10,100,34384.17,2017,N,
,1,King County,Full Reporter,,,MB,,Urban,2541,EXP297,NRV 241,2017,Trucks and other Rubber Tire Vehicles,1,4,100,34384.17,2017,N,
,1,King County,Full Reporter,,,MB,,Urban,2542,EXP298,NRV 242,2017,Trucks and other Rubber Tire Vehicles,1,5,100,34384.17,2017,N,
,1,King County,Full Reporter,,,MB,,Urban,2543,EXP299,NRV 243,2017,Trucks and other Rubber Tire Vehicles,1,10,100,41036.68,2017,N,
,1,King County,Full Reporter,,,MB,,Urban,2544,EXP300,NRV 244,2017,Trucks and other Rubber Tire Vehicles,1,10,100,34384.17,2017,N,
,1,King County,Full Reporter,,,MB,,Urban,2545,EXP301,NRV 245,2017,Trucks and other Rubber Tire Vehicles,1,10,100,34384.17,2017,N,
,1,King County,Full Reporter,,,MB,,Urban,2546,EXP302,NRV 246,2017,Trucks and other Rubber Tire Vehicles,1,10,100,34384.17,2017,N,
,1,King County,Full Reporter,,,MB,,Urban,2547,EXP303,NRV 247,2017,Trucks and other Rubber Tire Vehicles,1,10,100,40868.09,2017,N,
,1,King County,Full Reporter,,,MB,,Urban,2548,EXP304,NRV 248,2017,Trucks and other Rubber Tire Vehicles,1,10,100,36135.56,2017,N,
,1,King County,Full Reporter,,,MB,TB,Urban,2549,EXP305,NRV 249,2017,Trucks and other Rubber Tire Vehicles,1,10,100,38712.92,2017,N,
,1,King County,Full Reporter,,,MB,,Urban,2550,EXP306,NRV 250,2017,Trucks and other Rubber Tire Vehicles,1,10,100,40843.18,2017,N,
,1,King County,Full Reporter,,,MB,,Urban,2551,EXP307,NRV 251,2017,Trucks and other Rubber Tire Vehicles,1,10,100,38582.96,2017,N,
,1,King County,Full Reporter,,,MB,,Urban,2552,EXP309,NRV 252,2017,Trucks and other Rubber Tire Vehicles,1,10,100,36020.45,2017,N,
,1,King County,Full Reporter,,,MB,,Urban,2553,EXP312,NRV 253,2017,Trucks and other Rubber Tire Vehicles,1,4,100,35984.53,2017,N,
,1,King County,Full Reporter,,,MB,,Urban,2554,EXP313,NRV 254,2017,Trucks and other Rubber Tire Vehicles,1,4,100,41471.67,2017,N,
,1,King County,Full Reporter,,,MB,,Urban,2555,EXP314,NRV 255,2017,Trucks and other Rubber Tire Vehicles,1,4,100,40045.7,2017,N,
,1,King County,Full Reporter,,,MB,,Urban,2556,EXP317,NRV 256,2017,Trucks and other Rubber Tire Vehicles,1,10,100,41751.2,2017,N,
,1,King County,Full Reporter,,,MB,,Urban,2557,EXP319,NRV 257,2017,Trucks and other Rubber Tire Vehicles,1,10,100,30783.43,2017,N,
,1,King County,Full Reporter,,,MB,,Urban,2559,EXS104,NRV 259,2012,Trucks and other Rubber Tire Vehicles,1,10,100,117325.0,2012,N,
,1,King County,Full Reporter,,,MB,,Urban,2560,EXS105,NRV 260,2017,Trucks and other Rubber Tire Vehicles,1,10,100,278366.0,2017,N,
,1,King County,Full Reporter,,,MB,,Urban,2561,EXT124,NRV 261,1997,Trucks and other Rubber Tire Vehicles,1,10,100,126682.0,1997,N,
,1,King County,Full Reporter,,,MB,,Urban,2562,EXT128,NRV 262,1997,Trucks and other Rubber Tire Vehicles,1,15,100,124774.9,1997,N,
,1,King County,Full Reporter,,,MB,,Urban,2563,EXT132,NRV 263,1997,Trucks and other Rubber Tire Vehicles,1,15,100,165750.9,1997,N,
,1,King County,Full Reporter,,,MB,,Urban,2564,EXT135,NRV 264,1997,Trucks and other Rubber Tire Vehicles,1,15,100,37762.84,1997,N,
,1,King County,Full Reporter,,,MB,,Urban,2565,EXT136,NRV 265,1997,Trucks and other Rubber Tire Vehicles,1,15,100,51257.9,1997,N,
,1,King County,Full Reporter,,,MB,,Urban,2567,EXT149,NRV 267,2008,Trucks and other Rubber Tire Vehicles,1,15,100,230196.6,2008,N,
,1,King County,Full Reporter,,,MB,TB,Urban,2568,EXT150,NRV 268,2004,Trucks and other Rubber Tire Vehicles,1,10,100,359167.9,2004,N,
,1,King County,Full Reporter,,,MB,,Urban,2578,EXT168,NRV 278,2009,Trucks and other Rubber Tire Vehicles,1,10,100,465494.8,2009,N,
,1,King County,Full Reporter,,,MB,,Urban,2579,EXT169,NRV 279,2009,Trucks and other Rubber Tire Vehicles,1,10,100,465494.8,2009,N,
,1,King County,Full Reporter,,,MB,,Urban,2580,EXT170,NRV 280,2009,Trucks and other Rubber Tire Vehicles,1,10,100,170750.2,2009,N,
,1,King County,Full Reporter,,,MB,,Urban,2582,EXT172,NRV 282,2009,Trucks and other Rubber Tire Vehicles,1,10,100,32925.26,2009,N,
,1,King County,Full Reporter,,,MB,,Urban,2583,EXT173,NRV 283,2009,Trucks and other Rubber Tire Vehicles,1,10,100,39534.12,2009,N,
,1,King County,Full Reporter,,,MB,,Urban,2584,EXT174,NRV 284,2011,Trucks and other Rubber Tire Vehicles,1,10,100,106609.2,2011,N,
