State/Parent NTD ID,NTD ID,Agency Name,Reporter Type,Reporting Module,Sponsor NTD ID,Sponsor Name,Primary Mode Served,Secondary Modes Served,Facility ID,Facility Type,Facility Name,Street Address,City,State,ZIP Code,Latitude,Longitude,Non-Agency Mode Served,Private Modes Served,Administrative/Maintenance Facility Flag,Passenger/Parking Facility Flag,Square Feet,Number of Parking Spaces,Section of a Larger Facility,Year Built or Reconstructed as New,Percent Agency Capital Responsibility,Cross Agency Facility Flag,Condition Assessment Date,Condition Assessment,Separate Asset Flag,Notes
,1,King County,Full Reporter: Operating,Urban,,,MB,TB,2918,Vehicle Fueling Facility,"Atlantic Base/Fuel Lane Facility 1,850 sf",1555 Airport Way S.,Seattle,WA,98134.0,47.59172,-122.3236,,,1,0,1850.0,,0.0,1980,100.0,N,2022-06-14,3.0,,Stand alone structure S of ABFW
,1,King County,Full Reporter: Operating,Urban,,,MB,TB,2920,Maintenance Facility (Service and Inspection),Atlantic Base/Vehicle Maintenance Building,"1555 Airport Way S, Building 5",Seattle,WA,98134.0,47.58876,-122.3228,,,1,0,63000.0,,0.0,1980,100.0,N,2022-06-14,3.0,,Key VM Building
,1,King County,Full Reporter: Operating,Urban,,,MB,,2924,Vehicle Fueling Facility,Bellevue Base/Fuel Building,1790 124 Av NE,Bellevue,WA,98005.0,47.62578,-122.1718,,,1,0,3600.0,,0.0,1983,100.0,N,2022-06-13,3.0,,Stand alone fueling building
,1,King County,Full Reporter: Operating,Urban,,,MB,,2925,Maintenance Facility (Service and Inspection),"Bellevue Base/Vehicle Maintenance Building 23,450 sf",1790 124 Av NE,Bellevue,WA,98005.0,47.62617,-122.1725,,,1,0,23450.0,,0.0,1983,100.0,N,2022-06-13,3.0,,"Part of joined VM + OPS building, BBOM"
,1,King County,Full Reporter: Operating,Urban,,,MB,,2927,Vehicle Washing Facility,Bellevue Base/Wash Building,1790 124 Av NE,Bellevue,WA,98005.0,47.62539,-122.1719,,,1,0,3600.0,,0.0,1983,100.0,N,2022-06-13,3.0,,Stand alone wash building
,1,King County,Full Reporter: Operating,Urban,,,MB,,2928,Vehicle Washing Facility,Central Base/Wash Building,640 S Massachusetts ST,Seattle,WA,98134.0,47.58925,-122.3245,,,1,0,3600.0,,1.0,1990,100.0,N,2023-09-26,4.0,,Nearly stand alone wash building NE of CBVM
,1,King County,Full Reporter: Operating,Urban,,,MB,,2930,Vehicle Fueling Facility,Central Base/Fuel Building,640 S Massachusetts ST,Seattle,WA,98134.0,47.58924,-122.3237,,,1,0,3750.0,,1.0,1990,100.0,N,2023-09-26,4.0,,Nearly stand alone fuel building NW of CBVM
,1,King County,Full Reporter: Operating,Urban,,,MB,,2931,Maintenance Facility (Service and Inspection),Central Base/Vehicle Maintenance Building,640 S Massachusetts ST,Seattle,WA,98134.0,47.58883,-122.3242,,,1,0,42550.0,,1.0,1990,100.0,N,2023-09-25,4.0,,Key VM Building; Includes Steambay
,1,King County,Full Reporter: Operating,Urban,,,MB,,2932,Vehicle Fueling Facility,"East Base/Fuel & Wash Building 10,000 sf",1975 124 Av NE,Bellevue,WA,98005.0,47.62797,-122.1778,,,1,0,10000.0,,0.0,1978,100.0,N,2021-10-04,3.0,,Combined Fuel & Wash Building
,1,King County,Full Reporter: Operating,Urban,,,MB,,2934,Maintenance Facility (Service and Inspection),"East Base/Vehicle Maintenance Building 68,300 sf",1975 124 Av NE,Bellevue,WA,98005.0,47.62722,-122.1788,,,1,0,68300.0,,1.0,1978,100.0,N,2021-10-04,3.0,,"Part of joined VM + OPS building, EBOM"
,1,King County,Full Reporter: Operating,Urban,,,MB,,2935,"Other, Administrative & Maintenance (describe in Notes)","East Base/Operations Building 15,650 sf",1975 124 Av NE,Bellevue,WA,98005.0,47.62722,-122.178,,,1,0,15650.0,,1.0,1978,100.0,N,2021-10-04,4.0,,Operations Building
,1,King County,Full Reporter: Operating,Urban,,,MB,,2937,General Purpose Maintenance Facility/Depot,"North Base/Bus Garage 144,000 sf ",2160 N 163RD ST,Shoreline,WA,98133.0,47.74779,-122.3324,,,1,0,144000.0,,1.0,1990,100.0,N,2021-11-03,3.0,,Bus Depot Garage; Underground parking structure
,1,King County,Full Reporter: Operating,Urban,,,MB,,2938,Vehicle Fueling Facility,"North Base/Fuel & Wash Building 15,450 sf",2160 N 163RD ST,Shoreline,WA,98133.0,47.74784,-122.3318,,,1,0,15450.0,,1.0,1990,100.0,N,2021-11-03,3.0,,Combined Fuel & Wash Building; Located in Bus Parking Structure (NTD ID 2937)
,1,King County,Full Reporter: Operating,Urban,,,MB,,2940,Maintenance Facility (Service and Inspection),North Base/Vehicle Maintenance Building,2160 N 163RD ST,Shoreline,WA,98133.0,47.74733,-122.3307,,,1,0,65400.0,,1.0,1990,100.0,N,2021-11-03,3.0,,Connected to NBOM-OPS by skybridge
,1,King County,Full Reporter: Operating,Urban,,,MB,,2941,"Other, Administrative & Maintenance (describe in Notes)","North Base/Operations Building with corridor 16,350 sf",2160 N 163RD ST,Shoreline,WA,98133.0,47.74746,-122.3321,,,1,0,16350.0,,1.0,1990,100.0,N,2021-11-03,4.0,,Operations Building
,1,King County,Full Reporter: Operating,Urban,,,MB,,2942,Vehicle Fueling Facility,Ryerson Base/Fuel Building,1220 4TH AVE S,Seattle,WA,98134.0,47.59009,-122.3287,,,1,0,4900.0,,0.0,1986,100.0,N,2021-10-01,3.0,,Stand alone fueling building
,1,King County,Full Reporter: Operating,Urban,,,MB,,2944,Maintenance Facility (Service and Inspection),"Ryerson Base/Vehicle Maintenance Building 22,600 sf",1220 4TH AVE S,Seattle,WA,98134.0,47.59093,-122.3281,,,1,0,22600.0,,1.0,1986,100.0,N,2021-10-01,4.0,,"Part of joined VM + OPS building, RBOM"
,1,King County,Full Reporter: Operating,Urban,,,MB,,2945,"Other, Administrative & Maintenance (describe in Notes)","Ryerson Base/Operations Building 33,000 sf",1220 4TH AVE S,Seattle,WA,98134.0,47.59083,-122.3286,,,1,0,33000.0,,1.0,1986,100.0,N,2021-10-01,4.0,,Operations Building
,1,King County,Full Reporter: Operating,Urban,,,MB,,2946,General Purpose Maintenance Facility/Depot,"Ryerson Base/Wash Building 4,800 sf",1220 4TH AVE S,Seattle,WA,98134.0,47.58952,-122.3287,,,1,0,3400.0,,0.0,1986,100.0,N,2021-10-01,3.0,,Stand alone wash building
,1,King County,Full Reporter: Operating,Urban,,,MB,,2949,Vehicle Fueling Facility,"South Base/Fuel & Wash Building 10,150 sf",12100 E MARGINAL WY S,Seattle,WA,98168.0,47.49389,-122.2855,,,1,0,10150.0,,0.0,1979,100.0,N,2023-08-29,3.0,,Combined Fuel & Wash Building
,1,King County,Full Reporter: Operating,Urban,,,MB,,2951,Maintenance Facility (Service and Inspection),South Base/Vehicle Maintenance Building,12100 E Marginal Wy S,Seattle,WA,98168.0,47.49556,-122.285,,,1,0,57000.0,,1.0,1979,100.0,N,2023-10-10,4.0,,"Part of joined VM + OPS building, SBOM"
,1,King County,Full Reporter: Operating,Urban,,,MB,,2952,General Purpose Maintenance Facility/Depot,"South Base/Operations Building 15,750 sf",12100 E MARGINAL WY S,Seattle,WA,98168.0,47.49546,-122.2858,,,1,0,15750.0,,1.0,1979,100.0,N,2023-08-29,4.0,,Operations Building
,1,King County,Full Reporter: Operating,Urban,,,MB,,2955,Maintenance Facility (Service and Inspection),"Non-Revenue Vehicle Maintenance 16,110 sf",1301 Airport Way S,Seattle,WA,98134.0,47.58968,-122.3228,,,1,0,16110.0,,0.0,1990,100.0,N,2021-09-28,4.0,,Maintenance and Repair for Non-Revenue Vehicles
,1,King County,Full Reporter: Operating,Urban,,,MB,,2956,Revenue Collection Facility,"Revenue Processing Building 6,250 sf",640 S Massachusetts ST,Seattle,WA,98134.0,,,,,1,0,6250.0,,1.0,1990,100.0,N,2023-09-05,4.0,,Exact location withheld
,1,King County,Full Reporter: Operating,Urban,,,MB,,2957,Administrative Office / Sales Office,"Information Distribution 7,250 sf",1523 6th Ave S,Seattle,WA,98134.0,47.58955,-122.3268,,,1,0,7250.0,,0.0,1978,100.0,N,2021-09-29,4.0,,Information Materials Warehouse and Distribution Center; 
,1,King County,Full Reporter: Operating,Urban,,,MB,,2958,"Other, Administrative & Maintenance (describe in Notes)","Transit Control Center 14,200 sf",W OF 6TH AVE S,Seattle,WA,98134.0,47.59076,-122.3265,,,1,0,14200.0,,0.0,2005,100.0,N,2023-09-13,4.0,,Metro Transit Control Center
,1,King County,Full Reporter: Operating,Urban,,,MB,TB,2959,Heavy Maintenance & Overhaul (Backshop),"Component Supply Center 110,750 sf",12100 E MARGINAL WY S,Seattle,WA,98168.0,47.49473,-122.2836,,,1,0,110750.0,,0.0,1979,100.0,N,2021-09-30,3.0,,Rebuild and Maintenance Facility
,1,King County,Full Reporter: Operating,Urban,,,MB,,2963,"Other, Administrative & Maintenance (describe in Notes)",North EOC TCC,2160 N 163RD ST,Shoreline,WA,98133.0,47.74907,-122.3305,,,1,0,700.0,,0.0,2005,100.0,N,2021-11-04,3.0,,Emergency Trans. Control Center
,1,King County,Full Reporter: Operating,Urban,,,MB,,2964,"Other, Administrative & Maintenance (describe in Notes)",North Facilities Maintenance,12525 STONE AVE N,Seattle,WA,98133.0,47.72073,-122.3432,,,1,0,19050.0,,0.0,2009,100.0,N,2022-06-16,4.0,,Facility Maint
,1,King County,Full Reporter: Operating,Urban,,,MB,,2965,"Other, Administrative & Maintenance (describe in Notes)","Power Distribution Headquarters 26,900 sf",2255 4TH AVE S,Seattle,WA,98134.0,47.58289,-122.3297,,,1,0,26900.0,,0.0,2004,100.0,N,2021-11-05,4.0,,"HQ and shop for overhead wire, trolley propulsion, substations, etc. "
,1,King County,Full Reporter: Operating,Urban,,,MB,,2971,"Other, Administrative & Maintenance (describe in Notes)","South Annex/Pesticide Storage Bldg, 900 sf",11911 E Marginal Way S,Seattle,WA,98168.0,47.49682,-122.2926,,,1,0,900.0,,0.0,1986,100.0,N,2022-06-15,3.0,,Pesticide Storage; NW of NW Corner of SFAC;
,1,King County,Full Reporter: Operating,Urban,,,MB,,2972,"Other, Administrative & Maintenance (describe in Notes)",Safety and Training Center Building,11911 E MARGINAL WY S,Seattle,WA,98168.0,47.49628,-122.2879,,,1,0,16350.0,,0.0,1986,100.0,N,2022-06-15,3.0,,Training Facility
,1,King County,Full Reporter: Operating,Urban,,,MB,,2973,"Other, Administrative & Maintenance (describe in Notes)",South Annex/Training Classroom 900 sf,11911 E MARGINAL WY S,Seattle,WA,98168.0,47.49633,-122.2883,,,1,0,900.0,,0.0,1986,100.0,N,2022-06-15,3.0,,Training Classroom; Portable; W of Training Building
,1,King County,Full Reporter: Operating,Urban,,,MB,,2974,"Other, Administrative & Maintenance (describe in Notes)",South Facilities/Maintenance Building,11911 E MARGINAL WY S,Seattle,WA,98168.0,47.4964,-122.2918,,,1,0,29950.0,,0.0,1998,100.0,N,2022-06-15,3.0,,Facility Maint
,1,King County,Full Reporter: Operating,Urban,,,MB,,3014,Surface Parking Lot,Bothell PnR (KC),10303 Woodinville Dr.,Bothell,WA,98011.0,47.75961,-122.2019,,,0,1,,220.0,0.0,2005,100.0,N,2022-06-13,3.0,,"LegacyLotNo: 701; EngRecFacID: 129; EAM_ID: TLOT-02; KCMWebsiteName: Bothell Park & Ride; LegacyName: Bothell - 3/78; Note: """";"
,1,King County,Full Reporter: Operating,Urban,,,MB,,3015,Surface Parking Lot,Brickyard PnR (WSDOT+),15530 JUANITA-WOODINVILLE WAY NE,Bothell,WA,98011.0,47.74096,-122.1884,,,0,1,,443.0,0.0,2005,100.0,N,2021-04-07,3.0,,"LegacyLotNo: 702; EngRecFacID: 130; EAM_ID: TLOT-25; KCMWebsiteName: Brickyard Road; LegacyName: Brickyard Road - 10/80; Note: """";"
,1,King County,Full Reporter: Operating,Urban,,,MB,,3016,Surface Parking Lot,I5/NE 65th St (Green Lake) PnR (WSDOT+),6601 8TH AVE NE,Seattle,WA,98115.0,47.67625,-122.3209,,,0,1,,411.0,0.0,1975,100.0,N,2021-04-09,3.0,,"LegacyLotNo: 703; EngRecFacID: 140; EAM_ID: TLOT-07; KCMWebsiteName: Green Lake Park & Ride; LegacyName: I-5/NE 65th Street/Green Lake - 1/79 ; Note: """";"
,1,King County,Full Reporter: Operating,Urban,,,MB,,3017,Surface Parking Lot,Kenmore PnR Main Lot (KC),7346 NE BOTHELL WY,Kenmore,WA,98028.0,47.75735,-122.2412,,,0,1,,380.0,1.0,1985,100.0,N,2022-06-13,4.0,,"LegacyLotNo: 704; EngRecFacID: 149; EAM_ID: TLOT-09; KCMWebsiteName: Kenmore Park & Ride; LegacyName: Kenmore - 10/78; Note: ""New lot Kenmore PnR Extension added"";"
,1,King County,Full Reporter: Operating,Urban,,,MB,,3019,Surface Parking Lot,Northgate Park & Ride B,10001 1ST AVE NE,Seattle,WA,98133.0,47.70151,-122.3288,,,0,1,,102.0,0.0,2021,100.0,N,2022-06-16,5.0,,"LegacyLotNo: 706; EngRecFacID: 158; EAM_ID: TLOT-12; KCMWebsiteName: North Seattle Park & Ride; LegacyName: North Seattle - 12/16; Note: ""TEMPORARILY CLOSED - Due to ST Construction""; Renewed in 2021. Name changed in 2023"
,1,King County,Full Reporter: Operating,Urban,,,MB,,3020,Surface Parking Lot,Shoreline PnR (KC),18821 AURORA AVE N,Seattle,WA,98133.0,47.7669,-122.3469,,,0,1,,393.0,0.0,1981,100.0,N,2022-09-21,4.0,,"LegacyLotNo: 709; EngRecFacID: 178; EAM_ID: TLOT-15; KCMWebsiteName: Shoreline Park & Ride; LegacyName: Shoreline - 10/80 ; Note: """";"
,1,King County,Full Reporter: Operating,Urban,,,MB,,3022,Surface Parking Lot,Woodinville PnR (WSDOT+),17720 140TH AVE NE,Woodinville,WA,98072.0,47.7568,-122.1512,,,0,1,,438.0,0.0,1995,100.0,N,2021-04-07,4.0,,"LegacyLotNo: 711; EngRecFacID: 190; EAM_ID: TLOT-13; KCMWebsiteName: Woodinville Park & Ride; LegacyName: Woodinville - 9/83; Note: """";"
,1,King County,Full Reporter: Operating,Urban,,,MB,,3023,Surface Parking Lot,Bear Creek PnR (KC),7760 178TH PL NE,Redmond,WA,98052.0,47.67383,-122.1007,,,0,1,,283.0,0.0,1996,100.0,N,2020-04-01,4.0,,"LegacyLotNo: 712; EngRecFacID: 127; EAM_ID: TLOT-36; KCMWebsiteName: Bear Creek Park & Ride; LegacyName: Bear Creek - 2/89; Note: """";"
,1,King County,Full Reporter: Operating,Urban,,,MB,,3024,Parking Structure,Eastgate PnR Garage (KC),14200 SE EASTGATE WY,Bellevue,WA,98007.0,47.58094,-122.1518,,,0,1,,1303.0,0.0,2007,100.0,N,2021-04-05,4.0,,"LegacyLotNo: NA; EngRecFacID: NA; EAM_ID: NA; KCMWebsiteName: NA; LegacyName: NA; Note: """";"
,1,King County,Full Reporter: Operating,Urban,,,MB,,3025,Surface Parking Lot,Evergreen Point Bridge PnR (WSDOT+),SR 520 & 76TH AVE NE,Bellevue,WA,98004.0,47.63679,-122.2381,,,0,1,,48.0,0.0,2007,0.0,N,,,,"LegacyLotNo: 715; EngRecFacID: 136; EAM_ID: No EAM; KCMWebsiteName: Evergreen Point Bridge; LegacyName: Evergreen Point Bridge - 11/81; Note: """"; Capital Partner - WSDOT"
,1,King County,Full Reporter: Operating,Urban,,,MB,,3026,Surface Parking Lot,Houghton PnR (WSDOT+),7024 116TH AVE NE,Kirkland,WA,98033.0,47.66811,-122.1851,,,0,1,,470.0,0.0,2008,100.0,N,2021-04-09,4.0,,"LegacyLotNo: 717; EngRecFacID: 139; EAM_ID: TLOT-35; KCMWebsiteName: Houghton Park & Ride; LegacyName: Houghton - 2/88; Note: """";"
,1,King County,Full Reporter: Operating,Urban,,,MB,,3027,Surface Parking Lot,Kingsgate PnR (WSDOT+),13001 116TH NE,Kirkland,WA,98034.0,47.71644,-122.1883,,,0,1,,502.0,0.0,2011,100.0,N,2021-04-07,4.0,,"LegacyLotNo: 719; EngRecFacID: 148; EAM_ID: TLOT-11; KCMWebsiteName: Kingsgate Park & Ride; LegacyName: Kingsgate - 9/79; Note: """";"
,1,King County,Full Reporter: Operating,Urban,,,MB,,3028,Surface Parking Lot,Kirkland Way PnR (City),I 405 & NE 85TH ST & KIRKLAND WY,Kirkland,WA,98033.0,47.67896,-122.1876,,,0,1,,20.0,0.0,1994,100.0,N,2021-04-06,3.0,,"LegacyLotNo: 720; EngRecFacID: 181; EAM_ID: No EAM; KCMWebsiteName: Kirkland Way Park & Ride; LegacyName: Kirkland Way; Note: """";"
,1,King County,Full Reporter: Operating,Urban,,,MB,,3029,Surface Parking Lot,Newport Hills PnR (WSDOT+),5115 113TH PL SW,Bellevue,WA,98004.0,47.55706,-122.1888,,,0,1,,275.0,0.0,1995,100.0,N,2021-04-09,4.0,,"LegacyLotNo: 722; EngRecFacID: 165; EAM_ID: TLOT-14; KCMWebsiteName: Newport Hills Park & Ride; LegacyName: Newport Hills - 2/82 ; Note: """";"
,1,King County,Full Reporter: Operating,Urban,,,MB,,3030,Parking Structure,Overlake Garage (KC),2578 152ND AVE NE,Redmond,WA,98052.0,47.63309,-122.1359,,,0,1,,203.0,0.0,1997,100.0,N,2020-04-01,4.0,,"LegacyLotNo: 724; EngRecFacID: 168; EAM_ID: TLOT-19; KCMWebsiteName: Overlake Park & Ride; LegacyName: Overlake - 5/81; Note: ""Garage with housing on upper floors"";"
,1,King County,Full Reporter: Operating,Urban,,,MB,,3031,Surface Parking Lot,Preston PnR (WSDOT+),30303 SE HIGH POINT WAY,Issaquah,WA,98027.0,47.52714,-121.9374,,,0,1,,53.0,0.0,1981,100.0,N,2021-04-06,3.0,,"LegacyLotNo: 725; EngRecFacID: 356; EAM_ID: TLOT-42; KCMWebsiteName: Preston Park & Ride; LegacyName: Preston - 3/89 ; Note: """";"
,1,King County,Full Reporter: Operating,Urban,,,MB,,3032,Parking Structure,Redmond TC Garage (KC),16201 NE 83rd St,Redmond,WA,98052.0,47.67605,-122.1237,,,0,1,,377.0,0.0,1998,100.0,N,2020-04-01,4.0,,"LegacyLotNo: 726; EngRecFacID: 171; EAM_ID: TLOT-17; KCMWebsiteName: Redmond Transit Center (Redmond Park and Ride Garage); LegacyName: Redmond - 5/78; Note: """";"
,1,King County,Full Reporter: Operating,Urban,,,MB,,3033,Surface Parking Lot,South Kirkland PnR Surface Lot (KC),10610 NE 38th Pl,Kirkland,WA,98033.0,47.64439,-122.1963,,,0,1,,310.0,0.0,2004,100.0,N,2020-04-01,4.0,,"LegacyLotNo: 728; EngRecFacID: 176; EAM_ID: TLOT-21; KCMWebsiteName: South Kirkland Park & Ride; LegacyName: South Kirkland - 9/79; Note: ""Facility is adjacent of NTD 18334"";"
,1,King County,Full Reporter: Operating,Urban,,,MB,,3034,Surface Parking Lot,Wilburton PnR (WSDOT+),720 114TH AVE SE,Bellevue,WA,98004.0,47.6031,-122.1854,,,0,1,,186.0,0.0,1990,100.0,N,2021-04-09,4.0,,"LegacyLotNo: 729; EngRecFacID: 191; EAM_ID: TLOT-24; KCMWebsiteName: Wilburton Park & Ride; LegacyName: Wilburton - 2/81; Note: """";"
,1,King County,Full Reporter: Operating,Urban,,,MB,,3035,Surface Parking Lot,Auburn PnR (KC),101 15TH ST NE,Auburn,WA,98002.0,47.32101,-122.2273,,,0,1,,244.0,0.0,1985,100.0,N,2023-11-16,4.0,,"LegacyLotNo: 730; EngRecFacID: 126; EAM_ID: TLOT-01; KCMWebsiteName: Auburn Park & Ride; LegacyName: Auburn - 10/77; Note: """";"
,1,King County,Full Reporter: Operating,Urban,,,MB,,3036,Surface Parking Lot,Duvall PnR (City),26325 NE WOODINVILLE DUVALL RD,Duvall,WA,98019.0,47.74354,-121.9865,,,0,1,,49.0,0.0,1989,0.0,N,,,,"LegacyLotNo: 731; EngRecFacID: 132; EAM_ID: TLOT-46; KCMWebsiteName: Duvall Park & Ride; LegacyName: Duvall - 4/01; Note: """"; Capital Partner - City of Duvall"
,1,King County,Full Reporter: Operating,Urban,,,MB,,3037,Bus Transfer Center,Burien Transit Center,209 SW 148TH ST,Burien,WA,98166.0,47.46973,-122.3373,,,0,1,225858.0,,0.0,1990,100.0,N,2022-09-21,3.0,,KC Owned Transit Center
,1,King County,Full Reporter: Operating,Urban,,,MB,,3038,Surface Parking Lot,Federal Way/S 320th St PnR (WSDOT+),32320 23RD AVE S,Federal Way,WA,98003.0,47.31232,-122.3012,,,0,1,,877.0,0.0,1996,100.0,N,2023-08-31,3.0,,"LegacyLotNo: 733; EngRecFacID: 137; EAM_ID: TLOT-06; KCMWebsiteName: Federal Way/S 320th St Park & Ride; LegacyName: Federal Way/S. 320th St - 11/79; Note: """";"
,1,King County,Full Reporter: Operating,Urban,,,MB,,3039,Surface Parking Lot,Kent/James Street PnR (KC),902 W JAMES ST,Kent,WA,98032.0,47.38482,-122.243,,,0,1,,713.0,0.0,1998,100.0,N,2023-09-06,3.0,,"LegacyLotNo: 734; EngRecFacID: 144; EAM_ID: TLOT-10; KCMWebsiteName: Kent/James St Park & Ride; LegacyName: Kent/James St - 10/77; Note: """";"
,1,King County,Full Reporter: Operating,Urban,,,MB,,3040,Surface Parking Lot,Kent/Des Moines PnR (KC),23405 MILITARY RD S,Kent,WA,98032.0,47.39206,-122.2882,,,0,1,,404.0,0.0,1998,100.0,N,2023-09-06,4.0,,"LegacyLotNo: 735; EngRecFacID: 145; EAM_ID: TLOT-04; KCMWebsiteName: Kent-Des Moines Park & Ride; LegacyName: Kent/Des Moines - 2/80; Note: """";"
,1,King County,Full Reporter: Operating,Urban,,,MB,,3041,Surface Parking Lot,Maple Valley PnR (WSDOT+),23033 MAPLE VALLEY HIGHWY,Maple Valley,WA,98038.0,47.39615,-122.045,,,0,1,,122.0,0.0,1998,100.0,N,2023-09-06,3.0,,"LegacyLotNo: 736; EngRecFacID: 153; EAM_ID: TLOT-41; KCMWebsiteName: Maple Valley Park & Ride; LegacyName: Maple Valley - 9/82 ; Note: """"; Capital Partner - WSDOT"
,1,King County,Full Reporter: Operating,Urban,,,MB,,3042,Surface Parking Lot,Ober Park PnR (KC),17106 Vashon Hwy SW,Vashon,WA,98070.0,47.45194,-122.4603,,,0,1,,48.0,0.0,1998,100.0,N,2022-06-15,4.0,,"LegacyLotNo: 737; EngRecFacID: 166; EAM_ID: TLOT-28; KCMWebsiteName: Ober Park Park & Ride; LegacyName: Ober Park - 11/85; Note: """";"
,1,King County,Full Reporter: Operating,Urban,,,MB,,3043,Surface Parking Lot,Olson/Meyers PnR (KC),9000 OLSON PL SW,Seattle,WA,98106.0,47.51984,-122.3363,,,0,1,,100.0,0.0,2002,100.0,N,2023-08-31,3.0,,"LegacyLotNo: 738; EngRecFacID: 167; EAM_ID: TLOT-23; KCMWebsiteName: Olson Place & Myers Way Park & Ride; LegacyName: Olson/Myers - 9/79; Note: """";"
,1,King County,Full Reporter: Operating,Urban,,,MB,,3045,Surface Parking Lot,South Federal Way PnR (KC),901 S 348TH,Federal Way,WA,98003.0,47.28912,-122.3227,,,0,1,,515.0,0.0,2008,100.0,N,2023-08-31,3.0,,"LegacyLotNo: 741; EngRecFacID: 175; EAM_ID: TLOT-32; KCMWebsiteName: South Federal Way Park & Ride; LegacyName: South Federal Way - 6/87; Note: """";"
