State/Parent NTD ID,NTD ID,Agency Name,Reporter Type,Reporting Module,Mode,TOS,Vehicles Operated at Maximum Service (VOMS),Vehicles Available at Maximum Service (VAMS),Rail,Fixed Route,Seasonal Segment,Fixed Guideway/High Intensity,Service Type,Commitment Date,Start Service Date,End Service Date
,16,City of Longview,Full Reporter,Urban,MB,DO,10.0,21.0,N,Y,N,N,Active Service,1996-01-01,1996-01-01,
,17,Stillaguamish Tribe of Indians,Reduced Reporter,Tribe,DR,DO,5.0,,N,N,N,N,Active Service,2007-02-05,2007-02-05,
,18,Ben Franklin Transit,Full Reporter,Urban,DR,DO,62.0,93.0,N,N,N,N,Active Service,1993-01-01,1993-01-01,
,18,Ben Franklin Transit,Full Reporter,Urban,DR,PT,37.0,48.0,N,N,N,N,Active Service,1993-01-01,1993-01-01,
,18,Ben Franklin Transit,Full Reporter,Urban,MB,DO,51.0,89.0,N,Y,N,N,Active Service,1993-01-01,1993-01-01,
,18,Ben Franklin Transit,Full Reporter,Urban,VP,DO,123.0,194.0,N,N,N,N,Active Service,1993-01-01,1993-01-01,
,19,Intercity Transit,Full Reporter,Urban,CB,DO,4.0,5.0,N,Y,N,N,Active Service,2012-01-01,2012-01-01,
,19,Intercity Transit,Full Reporter,Urban,DR,DO,46.0,54.0,N,N,N,N,Active Service,1993-01-01,1993-01-01,
,19,Intercity Transit,Full Reporter,Urban,MB,DO,47.0,58.0,N,Y,N,N,Active Service,1993-01-01,1993-01-01,
,19,Intercity Transit,Full Reporter,Urban,VP,DO,133.0,212.0,N,N,N,N,Active Service,1993-01-01,1993-01-01,
,20,Kitsap County Public Transportation Benefit Area Authority,Full Reporter,Urban,DR,DO,66.0,94.0,N,N,N,N,Active Service,1993-01-01,1993-01-01,
,20,Kitsap County Public Transportation Benefit Area Authority,Full Reporter,Urban,DR,TX,2.0,2.0,N,N,N,N,Active Service,2010-01-01,2010-01-01,
,20,Kitsap County Public Transportation Benefit Area Authority,Full Reporter,Urban,FB,DO,6.0,9.0,N,Y,N,Y,Active Service,2017-07-10,2017-07-10,
,20,Kitsap County Public Transportation Benefit Area Authority,Full Reporter,Urban,MB,DO,100.0,136.0,N,Y,N,N,Active Service,1993-01-01,1993-01-01,
,20,Kitsap County Public Transportation Benefit Area Authority,Full Reporter,Urban,VP,DO,48.0,70.0,N,N,N,N,Active Service,1993-01-01,1993-01-01,
,21,Whatcom Transportation Authority,Full Reporter,Urban,DR,DO,40.0,49.0,N,N,N,N,Active Service,1993-01-01,1993-01-01,
,21,Whatcom Transportation Authority,Full Reporter,Urban,MB,DO,48.0,62.0,N,Y,N,N,Active Service,1993-01-01,1993-01-01,
,21,Whatcom Transportation Authority,Full Reporter,Urban,VP,DO,11.0,14.0,N,N,N,N,Active Service,2002-01-01,2002-01-01,
,22,City of Pocatello,Reduced Reporter,Urban,DR,DO,13.0,,N,N,N,N,Active Service,1992-10-01,1992-10-01,
,22,City of Pocatello,Reduced Reporter,Urban,MB,DO,11.0,,N,Y,N,N,Active Service,1992-10-01,1992-10-01,
,23,City of Seattle,Full Reporter,Urban,MG,PT,8.0,8.0,Y,Y,N,Y,Active Service,2011-01-01,2011-01-01,
,24,Clark County Public Transportation Benefit Area Authority,Full Reporter,Urban,DR,DO,51.0,72.0,N,N,N,N,Active Service,1999-01-01,1999-01-01,
,24,Clark County Public Transportation Benefit Area Authority,Full Reporter,Urban,MB,DO,95.0,114.0,N,Y,N,Y,Active Service,1993-01-01,1993-01-01,
,24,Clark County Public Transportation Benefit Area Authority,Full Reporter,Urban,VP,DO,15.0,32.0,N,N,N,N,Active Service,2009-01-01,2009-01-01,
,25,Salem Area Mass Transit District,Full Reporter,Urban,DR,PT,31.0,42.0,N,N,N,N,Active Service,1999-07-01,1999-07-01,
,25,Salem Area Mass Transit District,Full Reporter,Urban,MB,DO,53.0,63.0,N,Y,N,N,Active Service,1992-07-01,1992-07-01,
,25,Salem Area Mass Transit District,Full Reporter,Urban,MB,PT,13.0,18.0,N,Y,N,N,Active Service,2019-07-01,2019-07-01,
,25,Salem Area Mass Transit District,Full Reporter,Urban,VP,PT,53.0,54.0,N,N,N,N,Active Service,2004-07-01,2004-07-01,
,28,County of Pierce,Full Reporter,Urban,FB,PT,2.0,2.0,N,Y,N,Y,Active Service,1993-01-01,1993-01-01,
,29,Snohomish County Public Transportation Benefit Area Corporation,Full Reporter,Urban,CB,DO,24.0,33.0,N,Y,N,Y,Active Service,2013-01-01,2013-01-01,
,29,Snohomish County Public Transportation Benefit Area Corporation,Full Reporter,Urban,CB,PT,,,,,,,Reported Separately,,,
,29,Snohomish County Public Transportation Benefit Area Corporation,Full Reporter,Urban,CB,PT,38.0,63.0,N,Y,N,Y,Active Service,2011-01-01,2011-01-01,
,29,Snohomish County Public Transportation Benefit Area Corporation,Full Reporter,Urban,DR,PT,41.0,56.0,N,N,N,N,Active Service,1997-01-01,1997-01-01,
,29,Snohomish County Public Transportation Benefit Area Corporation,Full Reporter,Urban,MB,DO,112.0,153.0,N,Y,N,Y,Active Service,1993-01-01,1993-01-01,
,29,Snohomish County Public Transportation Benefit Area Corporation,Full Reporter,Urban,VP,DO,282.0,334.0,N,N,N,N,Active Service,1993-01-01,1993-01-01,
,30,Chickaloon Native Village,Reduced Reporter,Tribe,DR,DO,3.0,,N,N,N,N,Active Service,2013-08-28,2014-10-01,
,31,Shoshone-Bannock Tribes ,Reduced Reporter,Tribe,MB,DO,7.0,,N,Y,N,N,Active Service,2010-10-01,2011-11-14,
,33,Senior Services of Snohomish County,Reduced Reporter,Urban,DR,DO,11.0,,N,N,N,N,Active Service,1993-01-01,1993-01-01,
,33,Senior Services of Snohomish County,Reduced Reporter,Urban,MB,DO,1.0,,N,Y,N,N,Active Service,2023-07-01,2023-07-01,
,34,Rogue Valley Transportation District,Full Reporter,Urban,DR,PT,19.0,23.0,N,N,N,N,Active Service,2006-07-01,2006-07-01,
,34,Rogue Valley Transportation District,Full Reporter,Urban,MB,DO,31.0,45.0,N,Y,N,N,Active Service,1993-07-01,1993-07-01,
,35,Washington State Ferries,Full Reporter,Urban,FB,DO,15.0,21.0,N,Y,N,Y,Active Service,1992-07-01,1992-07-01,
,36,Makah Tribal Council,Reduced Reporter,Tribe,MB,DO,1.0,,N,Y,N,N,Active Service,1998-08-01,1999-08-01,
,40,Central Puget Sound Regional Transit Authority,Full Reporter,Urban,CB,DO,143.0,239.0,N,Y,N,Y,Active Service,2011-01-01,2011-01-01,
,40,Central Puget Sound Regional Transit Authority,Full Reporter,Urban,CB,PT,32.0,64.0,N,Y,N,Y,Active Service,2011-01-01,2011-01-01,
,40,Central Puget Sound Regional Transit Authority,Full Reporter,Urban,CR,PT,57.0,81.0,Y,Y,N,Y,Active Service,2000-01-01,2000-01-01,
,40,Central Puget Sound Regional Transit Authority,Full Reporter,Urban,LR,DO,84.0,163.0,Y,Y,N,Y,Active Service,2003-01-01,2003-01-01,
,40,Central Puget Sound Regional Transit Authority,Full Reporter,Urban,MB,PT,,,N,Y,N,Y,Capital Only,2017-01-01,2026-01-01,
,40,Central Puget Sound Regional Transit Authority,Full Reporter,Urban,RB,PT,,,N,Y,N,Y,Capital Only,2018-01-01,2026-01-01,
,40,Central Puget Sound Regional Transit Authority,Full Reporter,Urban,SR,DO,3.0,8.0,Y,Y,N,Y,Active Service,2012-01-01,2012-01-01,
,41,Alaska Railroad Corporation,Full Reporter,Urban,AR,DO,61.0,90.0,Y,Y,N,Y,Active Service,2002-01-01,2002-01-01,
,43,Chelan Douglas PTBA ,Full Reporter,Urban,DR,DO,22.0,27.0,N,N,N,N,Active Service,2004-01-01,2004-01-01,
,43,Chelan Douglas PTBA ,Full Reporter,Urban,DR,PT,1.0,2.0,N,N,N,N,Active Service,2004-01-01,2004-01-01,
,43,Chelan Douglas PTBA ,Full Reporter,Urban,MB,DO,27.0,59.0,N,Y,N,N,Active Service,2004-01-01,2004-01-01,
,43,Chelan Douglas PTBA ,Full Reporter,Urban,VP,DO,11.0,18.0,N,N,N,N,Active Service,2023-02-01,2023-02-01,
,44,Skagit Transit,Full Reporter,Urban,CB,DO,6.0,8.0,N,Y,N,N,Active Service,2012-01-01,2012-01-01,
,44,Skagit Transit,Full Reporter,Urban,DR,DO,21.0,26.0,N,N,N,N,Active Service,2004-01-01,2004-01-01,
,44,Skagit Transit,Full Reporter,Urban,MB,DO,16.0,23.0,N,Y,N,N,Active Service,2004-01-01,2004-01-01,
,44,Skagit Transit,Full Reporter,Urban,VP,DO,30.0,35.0,N,N,N,N,Active Service,2004-01-01,2004-01-01,
,45,Fairbanks North Star Borough ,Reduced Reporter,Urban,DR,DO,6.0,,N,N,N,N,Active Service,2002-07-01,2002-07-01,
,45,Fairbanks North Star Borough ,Reduced Reporter,Urban,MB,DO,12.0,,N,Y,N,N,Active Service,2002-07-01,2002-07-01,
,46,City of Wilsonville,Full Reporter,Urban,DR,DO,5.0,16.0,N,N,N,N,Active Service,2002-07-01,2002-07-01,
,46,City of Wilsonville,Full Reporter,Urban,MB,DO,12.0,21.0,N,Y,N,N,Active Service,2002-07-01,2002-07-01,
,46,City of Wilsonville,Full Reporter,Urban,VP,PT,1.0,1.0,N,N,N,N,Active Service,2022-12-01,2022-12-01,
,47,City of Corvallis,Reduced Reporter,Urban,DR,PT,,,,,,,Reported Separately,,,
,47,City of Corvallis,Reduced Reporter,Urban,MB,PT,10.0,,N,Y,N,N,Active Service,2004-07-01,2004-07-01,
,48,City of Lewiston,Reduced Reporter,Urban,DR,DO,2.0,,N,N,N,N,Active Service,2009-10-01,2009-10-01,
,48,City of Lewiston,Reduced Reporter,Urban,MB,DO,2.0,,N,Y,N,N,Active Service,2009-10-01,2009-10-01,
,51,Asotin County Public Transportation Benefit Area,Reduced Reporter,Urban,DR,DO,2.0,,N,N,N,N,Active Service,2010-01-01,2010-01-01,
,51,Asotin County Public Transportation Benefit Area,Reduced Reporter,Urban,MB,DO,3.0,,N,Y,N,N,Active Service,2010-01-01,2010-01-01,
,51,Asotin County Public Transportation Benefit Area,Reduced Reporter,Urban,VP,DO,8.0,,N,N,N,N,Active Service,2012-01-01,2012-01-01,
,53,Coeur d'Alene Tribe,Reduced Reporter,Tribe,DR,DO,2.0,,N,N,N,N,Active Service,2008-10-01,2008-10-01,
,53,Coeur d'Alene Tribe,Reduced Reporter,Tribe,MB,DO,5.0,,N,Y,N,N,Active Service,2008-10-01,2008-10-01,
,55,Kootenai County,Reduced Reporter,Urban,DR,PT,4.0,,N,N,N,N,Active Service,2011-10-01,2011-10-01,
,57,Central Oregon Intergovernmental Council,Full Reporter,Urban,CB,DO,12.0,21.0,N,Y,N,N,Active Service,2011-07-01,2011-07-01,
,57,Central Oregon Intergovernmental Council,Full Reporter,Urban,DR,DO,8.0,16.0,N,N,N,N,Active Service,2011-07-01,2011-07-01,
,57,Central Oregon Intergovernmental Council,Full Reporter,Urban,DR,PT,8.0,14.0,N,N,N,N,Active Service,2011-07-01,2011-07-01,
,57,Central Oregon Intergovernmental Council,Full Reporter,Urban,MB,DO,1.0,3.0,N,Y,N,N,Active Service,2015-07-01,2015-07-01,
,57,Central Oregon Intergovernmental Council,Full Reporter,Urban,MB,PT,11.0,18.0,N,Y,N,N,Active Service,2011-07-01,2011-07-01,
,57,Central Oregon Intergovernmental Council,Full Reporter,Urban,VP,PT,,,N,N,N,N,Capital Only,2020-07-01,2023-07-01,
,58,City of Portland,Full Reporter,Urban,SR,PT,12.0,17.0,Y,Y,N,Y,Active Service,1995-07-31,2001-07-01,
,58,City of Portland,Full Reporter,Urban,TR,PT,2.0,2.0,N,Y,N,Y,Active Service,2011-07-01,2011-07-01,
,59,Josephine County,Reduced Reporter,Urban,CB,DO,5.0,,N,Y,N,N,Active Service,2011-07-01,2011-07-01,
,59,Josephine County,Reduced Reporter,Urban,DR,DO,5.0,,N,N,N,N,Active Service,2011-07-01,2011-07-01,
,59,Josephine County,Reduced Reporter,Urban,MB,DO,5.0,,N,Y,N,N,Active Service,2011-07-01,2017-07-03,
,60,The Tulalip Tribes of Washington,Reduced Reporter,Tribe,MB,DO,1.0,,N,Y,N,N,Active Service,2009-12-30,2011-01-10,
,61,City of Albany,Reduced Reporter,Urban,DR,DO,8.0,,N,N,N,N,Active Service,2011-07-01,2011-07-01,
,61,City of Albany,Reduced Reporter,Urban,MB,DO,6.0,,N,Y,N,N,Active Service,2011-07-01,2011-07-01,
0R02,63,City of Milton-Freewater,Rural Reporter,Rural,DR,TX,1.0,,N,N,N,N,Active Service,2011-07-01,2011-07-01,
0R02,63,City of Milton-Freewater,Rural Reporter,Rural,MB,PT,1.0,,N,Y,N,N,Active Service,2011-07-01,2011-07-01,
,64,Valley Transit,Reduced Reporter,Urban,DR,DO,5.0,,N,N,N,N,Active Service,2012-01-01,2012-01-01,
,64,Valley Transit,Reduced Reporter,Urban,MB,DO,9.0,,N,Y,N,N,Active Service,2012-01-01,2012-01-01,
,64,Valley Transit,Reduced Reporter,Urban,VP,DO,5.0,,N,N,N,N,Active Service,2012-01-01,2012-01-01,
,65,Benton County,Reduced Reporter,Urban,CB,PT,2.0,,N,Y,N,N,Active Service,2012-07-01,2012-07-01,
,65,Benton County,Reduced Reporter,Urban,DR,PT,11.0,,N,N,N,N,Active Service,2012-07-01,2012-07-01,
,85,Gulkana Village Council,Reduced Reporter,Tribe,DR,DO,1.0,,N,N,N,N,Active Service,2013-01-01,2013-01-01,
,85,Gulkana Village Council,Reduced Reporter,Tribe,MB,DO,2.0,,N,Y,N,N,Active Service,2013-01-01,2013-01-01,
,95,Lummi Nation,Reduced Reporter,Tribe,MB,DO,4.0,,N,Y,N,N,Active Service,2006-12-01,2006-12-15,
,103,Squaxin Island Tribe,Reduced Reporter,Tribe,DR,DO,1.0,,N,N,N,N,Active Service,2023-02-01,2023-02-01,
,103,Squaxin Island Tribe,Reduced Reporter,Tribe,MB,DO,3.0,,N,Y,N,N,Active Service,1999-12-01,1999-12-01,
,111,Confederated Tribes and Bands of The Yakama Nation,Reduced Reporter,Tribe,DR,DO,1.0,,N,N,N,N,Active Service,2012-10-01,2023-01-01,
,111,Confederated Tribes and Bands of The Yakama Nation,Reduced Reporter,Tribe,MB,DO,5.0,,N,Y,N,N,Active Service,2012-10-01,2023-01-01,
,119,Confederated Tribes of the Umatilla Indian Reservation,Reduced Reporter,Tribe,CB,DO,4.0,,N,Y,N,N,Active Service,2015-11-01,2015-11-01,
,119,Confederated Tribes of the Umatilla Indian Reservation,Reduced Reporter,Tribe,MB,DO,3.0,,N,Y,N,N,Active Service,2015-11-01,2015-11-01,
,127,Cowlitz Indian Tribe,Reduced Reporter,Tribe,DR,DO,7.0,,N,N,N,N,Active Service,2014-01-01,2014-01-01,
,135,Nez Perce Tribe,Reduced Reporter,Tribe,DR,DO,1.0,,N,N,N,N,Active Service,2011-10-01,2013-10-01,
,135,Nez Perce Tribe,Reduced Reporter,Tribe,MB,DO,3.0,,N,Y,N,N,Active Service,2011-10-01,2012-10-01,
,143,Asa'carsarmiut Tribe,Reduced Reporter,Tribe,DR,DO,1.0,,N,N,N,N,Active Service,2023-09-05,2023-09-29,
,199,Seldovia Village Tribe,Reduced Reporter,Tribe,FB,DO,1.0,,N,Y,N,N,Active Service,2018-05-01,2018-05-01,
,207,Spokane Tribe of Indians,Reduced Reporter,Tribe,DR,DO,3.0,,N,N,N,N,Active Service,2013-10-01,2013-10-01,
,207,Spokane Tribe of Indians,Reduced Reporter,Tribe,MB,DO,4.0,,N,Y,N,N,Active Service,2010-10-01,2010-10-01,
,207,Spokane Tribe of Indians,Reduced Reporter,Tribe,VP,DO,4.0,,N,N,N,N,Active Service,2010-10-01,2010-10-01,
,239,Ketchikan Indian Community,Reduced Reporter,Tribe,DR,DO,4.0,,N,N,N,N,Active Service,2011-01-11,2012-01-01,
,279,Hydaburg Cooperative Association,Reduced Reporter,Tribe,DR,DO,2.0,,N,N,N,N,Active Service,2011-02-01,2012-02-01,
0R03,282,Garfield County Transportation Program,Rural Reporter,Rural,DR,DO,4.0,,N,N,N,N,Active Service,1995-07-01,1995-07-01,
0R03,285,Thurston Regional Planning Council,Rural Reporter,Rural,MB,PT,6.0,,N,Y,N,N,Active Service,2014-01-01,2014-01-01,
0R03,286,Rural Resources Community Action,Rural Reporter,Rural,CB,DO,3.0,,N,Y,N,N,Active Service,2003-07-01,2003-07-01,
0R03,286,Rural Resources Community Action,Rural Reporter,Rural,DR,DO,5.0,,N,N,N,N,Active Service,2003-07-01,2003-07-01,
0R03,287,People for People Moses Lake,Rural Reporter,Rural,DR,DO,17.0,,N,N,N,N,Active Service,1990-11-20,1990-11-20,
0R03,287,People for People Moses Lake,Rural Reporter,Rural,MB,DO,8.0,,N,Y,N,N,Active Service,2019-01-01,2019-01-01,
0R02,290,City of Cottage Grove,Rural Reporter,Rural,CB,DO,1.0,,N,Y,N,N,Ending Service,2022-01-01,2022-01-01,2023-06-30
0R02,290,City of Cottage Grove,Rural Reporter,Rural,DR,PT,6.0,,N,N,N,N,Active Service,2012-07-01,2012-07-01,
0R03,294,City of Pullman,Rural Reporter,Rural,DR,DO,4.0,,N,N,N,N,Active Service,1978-11-14,1979-03-19,
0R03,294,City of Pullman,Rural Reporter,Rural,MB,DO,14.0,,N,Y,N,N,Active Service,1978-11-04,1979-03-19,
0R02,296,Tillamook County Transportation District,Rural Reporter,Rural,CB,DO,4.0,,N,Y,N,N,Active Service,2012-07-01,2012-07-01,
0R02,296,Tillamook County Transportation District,Rural Reporter,Rural,DR,DO,10.0,,N,N,N,N,Active Service,2012-07-01,2012-07-01,
0R02,296,Tillamook County Transportation District,Rural Reporter,Rural,MB,DO,6.0,,N,Y,N,N,Active Service,2012-07-01,2012-07-01,
,297,People for People Yakima,Reduced Reporter,Urban,CB,DO,3.0,,N,Y,N,N,Active Service,2002-05-20,2002-05-20,
,297,People for People Yakima,Reduced Reporter,Urban,DR,DO,12.0,,N,N,N,N,Active Service,1982-09-14,1982-09-14,
,297,People for People Yakima,Reduced Reporter,Urban,MB,DO,2.0,,N,Y,N,N,Active Service,2019-10-01,2019-10-01,
0R03,298,Island Transit,Rural Reporter,Rural,DR,DO,10.0,,N,N,N,N,Active Service,1983-11-08,1991-12-01,
0R03,298,Island Transit,Rural Reporter,Rural,MB,DO,16.0,,N,Y,N,N,Active Service,1983-11-08,1987-12-01,
0R03,298,Island Transit,Rural Reporter,Rural,VP,DO,27.0,,N,N,N,N,Active Service,1983-11-08,1988-11-01,
0R03,299,Klickitat County Senior Services,Rural Reporter,Rural,DR,DO,12.0,,N,N,N,N,Active Service,1994-07-01,1994-07-01,
0R03,299,Klickitat County Senior Services,Rural Reporter,Rural,MB,DO,2.0,,N,Y,N,N,Active Service,2018-09-04,2018-09-04,
0R02,300,City of Silverton,Rural Reporter,Rural,DR,DO,2.0,,N,N,N,N,Active Service,2012-07-01,2012-07-01,
0R02,301,South Clackamas Transportation District,Rural Reporter,Rural,MB,PT,4.0,,N,Y,N,N,Active Service,2012-07-01,2012-07-01,
0R03,303,Clallam Transit System,Rural Reporter,Rural,DR,DO,13.0,,N,N,N,N,Active Service,1981-01-02,1981-01-02,
0R03,303,Clallam Transit System,Rural Reporter,Rural,MB,DO,18.0,,N,Y,N,N,Active Service,1979-10-09,1980-10-13,
0R03,303,Clallam Transit System,Rural Reporter,Rural,VP,DO,22.0,,N,N,N,N,Active Service,1989-04-01,1989-05-01,
0R02,307,Coos County Area Transit,Rural Reporter,Rural,CB,DO,4.0,,N,Y,N,N,Active Service,2012-07-01,2012-07-01,
0R02,307,Coos County Area Transit,Rural Reporter,Rural,DR,DO,4.0,,N,N,N,N,Active Service,2012-07-01,2012-07-01,
0R02,307,Coos County Area Transit,Rural Reporter,Rural,DR,TX,1.0,,N,N,N,N,Active Service,2018-07-01,2018-07-01,
0R02,307,Coos County Area Transit,Rural Reporter,Rural,MB,DO,5.0,,N,Y,N,N,Active Service,2012-07-01,2012-07-01,
0R02,308,Curry County Public Transit Service District,Rural Reporter,Rural,DR,DO,5.0,,N,N,N,N,Active Service,1996-01-01,1997-07-01,
0R02,308,Curry County Public Transit Service District,Rural Reporter,Rural,MB,DO,6.0,,N,Y,N,N,Active Service,1997-06-01,1998-07-01,
0R03,309,Grant County Transportation Authority,Rural Reporter,Rural,DR,DO,4.0,,N,N,N,N,Active Service,2019-01-01,2019-04-01,
0R03,309,Grant County Transportation Authority,Rural Reporter,Rural,DR,PT,15.0,,N,N,N,N,Active Service,1995-12-01,1997-07-01,
