NTD ID,Agency Name,Reporter Type,Group Plan Sponsor NTD ID,Group Plan Sponsor Name,Reporting Module,Mode,TOS,ADA Accessible Stations,Non-ADA Accessible Stations,Total Stations,Escalators,Elevators
12,Municipality of Anchorage,Full Reporter: Operating,,,Urban,MB,DO,2,0,2,0,0
14,Sitka Tribe of Alaska,Small Systems Reporter,0R04,Alaska Department of Transportation,Tribe,MB,DO,0,0,0,0,0
16,City of Longview,Full Reporter: Operating,,,Urban,CB,DO,0,0,0,0,0
16,City of Longview,Full Reporter: Operating,,,Urban,MB,DO,2,0,2,0,0
18,Ben Franklin Transit,Full Reporter: Operating,,,Urban,MB,DO,2,2,4,0,0
19,Intercity Transit,Full Reporter: Operating,,,Urban,CB,DO,2,0,2,0,0
19,Intercity Transit,Full Reporter: Operating,,,Urban,MB,DO,2,0,2,0,0
20,Kitsap County Public Transportation Benefit Area Authority,Full Reporter: Operating,,,Urban,FB,DO,6,0,6,0,1
20,Kitsap County Public Transportation Benefit Area Authority,Full Reporter: Operating,,,Urban,MB,DO,7,0,7,0,1
21,Whatcom Transportation Authority,Full Reporter: Operating,,,Urban,MB,DO,4,0,4,0,0
22,City of Pocatello,Small Systems Reporter,0R01,Idaho Transportation Department,Urban,MB,DO,1,0,1,0,0
23,City of Seattle,Full Reporter: Operating,,,Urban,MG,PT,2,0,2,0,1
24,Clark County Public Transportation Benefit Area Authority,Full Reporter: Operating,,,Urban,MB,DO,4,0,4,0,0
25,Salem Area Mass Transit District,Full Reporter: Operating,,,Urban,MB,DO,2,0,2,0,0
25,Salem Area Mass Transit District,Full Reporter: Operating,,,Urban,MB,PT,0,0,0,0,0
28,County of Pierce,Full Reporter: Operating,,,Urban,FB,PT,2,0,2,0,0
29,Snohomish County Public Transportation Benefit Area Corporation,Full Reporter: Operating,,,Urban,CB,DO,12,0,12,5,8
29,Snohomish County Public Transportation Benefit Area Corporation,Full Reporter: Operating,,,Urban,CB,PT,7,0,7,0,4
29,Snohomish County Public Transportation Benefit Area Corporation,Full Reporter: Operating,,,Urban,MB,DO,80,0,80,0,6
31,Shoshone-Bannock Tribes ,Small Systems Reporter,,,Tribe,MB,DO,0,0,0,0,0
33,Senior Services of Snohomish County,Small Systems Reporter,,,Urban,MB,DO,0,0,0,0,0
34,Rogue Valley Transportation District,Full Reporter: Operating/Building,0R02,Oregon Department of Transportation ,Urban,MB,DO,1,0,1,0,0
35,Washington State Ferries,Full Reporter: Operating,,,Urban,FB,DO,19,0,19,0,0
36,Makah Tribal Council,Small Systems Reporter,,,Tribe,MB,DO,0,0,0,0,0
40,Central Puget Sound Regional Transit Authority,Full Reporter: Operating,,,Urban,CB,DO,18,0,18,0,12
40,Central Puget Sound Regional Transit Authority,Full Reporter: Operating,,,Urban,CB,PT,7,0,7,0,6
40,Central Puget Sound Regional Transit Authority,Full Reporter: Operating,,,Urban,CR,PT,14,0,14,0,19
40,Central Puget Sound Regional Transit Authority,Full Reporter: Operating,,,Urban,LR,DO,21,0,21,92,55
40,Central Puget Sound Regional Transit Authority,Full Reporter: Operating,,,Urban,SR,DO,12,0,12,0,0
41,Alaska Railroad Corporation,Full Reporter: Operating,,,Urban,AR,DO,8,0,8,1,2
43,Chelan Douglas PTBA ,Full Reporter: Operating,,,Urban,MB,DO,1,0,1,0,1
44,Skagit Transit,Full Reporter: Operating,,,Urban,CB,DO,3,0,3,0,2
44,Skagit Transit,Full Reporter: Operating,,,Urban,MB,DO,1,0,1,0,0
45,Fairbanks North Star Borough ,Small Systems Reporter,,,Urban,MB,DO,1,0,1,0,0
46,City of Wilsonville,Full Reporter: Operating,0R02,Oregon Department of Transportation ,Urban,MB,DO,1,0,1,0,0
47,City of Corvallis,Small Systems Reporter,0R02,Oregon Department of Transportation ,Urban,MB,PT,1,0,1,0,0
48,City of Lewiston,Small Systems Reporter,0R01,Idaho Transportation Department,Urban,MB,DO,0,0,0,0,0
51,Asotin County Public Transportation Benefit Area,Small Systems Reporter,,,Urban,MB,DO,0,0,0,0,0
53,Coeur d'Alene Tribe,Small Systems Reporter,0R01,Idaho Transportation Department,Tribe,MB,DO,0,0,0,0,0
57,Central Oregon Intergovernmental Council,Full Reporter: Operating,0R02,Oregon Department of Transportation ,Urban,CB,DO,1,0,1,0,0
57,Central Oregon Intergovernmental Council,Full Reporter: Operating,0R02,Oregon Department of Transportation ,Urban,MB,DO,0,0,0,0,0
57,Central Oregon Intergovernmental Council,Full Reporter: Operating,0R02,Oregon Department of Transportation ,Urban,MB,PT,1,0,1,0,0
58,City of Portland,Full Reporter: Operating,,,Urban,SR,PT,66,0,66,0,0
58,City of Portland,Full Reporter: Operating,,,Urban,TR,PT,2,0,2,0,1
59,Josephine County,Small Systems Reporter,0R02,Oregon Department of Transportation ,Urban,CB,DO,0,0,0,0,0
59,Josephine County,Small Systems Reporter,0R02,Oregon Department of Transportation ,Urban,MB,DO,0,0,0,0,0
60,The Tulalip Tribes of Washington,Small Systems Reporter,,,Tribe,MB,DO,0,0,0,0,0
61,City of Albany,Small Systems Reporter,0R02,Oregon Department of Transportation ,Urban,MB,DO,1,0,1,0,0
64,Valley Transit,Small Systems Reporter,,,Urban,MB,DO,1,0,1,0,0
65,Benton County,Small Systems Reporter,0R02,Oregon Department of Transportation ,Urban,CB,PT,0,0,0,0,0
85,Gulkana Village Council,Small Systems Reporter,0R04,Alaska Department of Transportation,Tribe,MB,DO,0,0,0,0,0
95,Lummi Nation,Small Systems Reporter,,,Tribe,MB,DO,0,0,0,0,0
103,Squaxin Island Tribe,Small Systems Reporter,,,Tribe,MB,DO,0,0,0,0,0
111,Confederated Tribes and Bands of The Yakama Nation,Small Systems Reporter,,,Tribe,MB,DO,0,0,0,0,0
119,Confederated Tribes of the Umatilla Indian Reservation,Small Systems Reporter,0R02,Oregon Department of Transportation ,Tribe,CB,DO,0,0,0,0,0
119,Confederated Tribes of the Umatilla Indian Reservation,Small Systems Reporter,0R02,Oregon Department of Transportation ,Tribe,MB,DO,0,0,0,0,0
135,Nez Perce Tribe,Small Systems Reporter,0R01,Idaho Transportation Department,Tribe,MB,DO,0,0,0,0,0
199,Seldovia Village Tribe,Small Systems Reporter,,,Tribe,FB,DO,2,0,2,0,0
207,Spokane Tribe of Indians,Small Systems Reporter,,,Tribe,MB,DO,0,0,0,0,0
297,People for People Yakima,Small Systems Reporter,,,Urban,CB,DO,0,0,0,0,0
297,People for People Yakima,Small Systems Reporter,,,Urban,MB,DO,0,0,0,0,0
327,Valley Transit,Small Systems Reporter,,,Urban,MB,DO,0,0,0,0,0
330,City of Canby,Small Systems Reporter,0R02,Oregon Department of Transportation ,Urban,MB,PT,1,0,1,0,0
363,Clackamas County ,Small Systems Reporter,0R02,Oregon Department of Transportation ,Urban,CB,PT,0,0,0,0,0
363,Clackamas County ,Small Systems Reporter,0R02,Oregon Department of Transportation ,Urban,MB,PT,0,0,0,0,0
373,Treasure Valley Transit,Small Systems Reporter,0R01,Idaho Transportation Department,Urban,MB,DO,1,0,1,0,0
376,"Ride Connection, Inc.",Full Reporter: Operating,0R02,Oregon Department of Transportation ,Urban,MB,DO,0,0,0,0,0
400,Gwichyaa Zhee Tribal Transit Service,Small Systems Reporter,,,Tribe,MB,DO,0,0,0,0,0
401,Lower Elwha Klallam Tribe,Small Systems Reporter,,,Tribe,MB,DO,0,0,0,0,0
407,Muckleshoot Indian Tribe,Small Systems Reporter,,,Tribe,MB,DO,1,0,1,0,0
414,Ninilchik Village,Small Systems Reporter,,,Tribe,MB,DO,1,0,1,0,0
416,Boise State University,Small Systems Reporter,A0004,Valley Regional Transit,Urban,MB,DO,1,0,1,0,0
460,Craig Tribal Association,Small Systems Reporter,,,Tribe,MB,DO,0,0,0,0,0
10001,Rhode Island Public Transit Authority,Full Reporter: Operating,,,Urban,MB,DO,1,0,1,0,0
10002,Manchester Transit Authority,Small Systems Reporter,,,Urban,MB,DO,0,0,0,0,0
10003,Massachusetts Bay Transportation Authority,Full Reporter: Operating,,,Urban,CR,PT,111,27,138,51,48
10003,Massachusetts Bay Transportation Authority,Full Reporter: Operating,,,Urban,FB,PT,9,0,9,0,0
10003,Massachusetts Bay Transportation Authority,Full Reporter: Operating,,,Urban,HR,DO,51,1,52,151,148
10003,Massachusetts Bay Transportation Authority,Full Reporter: Operating,,,Urban,LR,DO,47,31,78,29,49
10003,Massachusetts Bay Transportation Authority,Full Reporter: Operating,,,Urban,MB,DO,1,0,1,0,0
10003,Massachusetts Bay Transportation Authority,Full Reporter: Operating,,,Urban,MB,PT,0,0,0,0,0
10003,Massachusetts Bay Transportation Authority,Full Reporter: Operating,,,Urban,RB,DO,6,0,6,11,7
10004,Brockton Area Transit Authority,Full Reporter: Operating,,,Urban,MB,PT,1,0,1,0,0
10005,Lowell Regional Transit Authority,Full Reporter: Operating,,,Urban,MB,PT,1,0,1,0,2
10006,Southeastern Regional Transit Authority,Full Reporter: Operating,,,Urban,MB,PT,2,0,2,0,2
10007,Berkshire Regional Transit Authority,Full Reporter: Operating,,,Urban,MB,PT,1,0,1,0,2
10008,Pioneer Valley Transit Authority,Full Reporter: Operating,,,Urban,MB,PT,3,0,3,0,0
10013,Merrimack Valley Regional Transit Authority,Full Reporter: Operating,,,Urban,CB,PT,1,0,1,0,2
10013,Merrimack Valley Regional Transit Authority,Full Reporter: Operating,,,Urban,MB,PT,1,0,1,0,2
10014,Worcester Regional Transit Authority,Full Reporter: Operating,,,Urban,MB,DO,1,0,1,0,0
10015,Lewiston-Auburn Transit Committee,Small Systems Reporter,,,Urban,MB,PT,2,0,2,0,0
10016,Greater Portland Transit District,Full Reporter: Operating,,,Urban,MB,DO,1,0,1,0,0
10040,Southeast Area Transit District,Full Reporter: Operating,1R01,Connecticut Department of Transportation,Urban,MB,DO,1,0,1,0,0
10045,Connecticut Department of Transportation - CTTransit New Britain -Dattco.,Full Reporter: Operating,,,Urban,CB,PT,0,0,0,0,0
10045,Connecticut Department of Transportation - CTTransit New Britain -Dattco.,Full Reporter: Operating,,,Urban,MB,PT,0,0,0,0,0
10048,Connecticut Department of Transportation - CTTRANSIT - Hartford Division,Full Reporter: Operating,,,Urban,MB,DO,0,0,0,0,0
10048,Connecticut Department of Transportation - CTTRANSIT - Hartford Division,Full Reporter: Operating,,,Urban,RB,DO,1,0,1,0,0
10050,Greater Bridgeport Transit Authority,Full Reporter: Operating,1R01,Connecticut Department of Transportation,Urban,MB,DO,1,0,1,0,1
10051,Housatonic Area Regional Transit ,Full Reporter: Operating,1R01,Connecticut Department of Transportation,Urban,MB,DO,1,0,1,0,0
10053,Cape Ann Transportation Authority,Full Reporter: Operating,,,Urban,MB,PT,0,0,0,0,0
10055,Connecticut Department of Transportation - CTTRANSIT New Haven Division,Full Reporter: Operating,,,Urban,MB,DO,0,0,0,0,0
10056,Connecticut Department of Transportation - CTTRANSIT Stamford Division,Full Reporter: Operating,,,Urban,MB,DO,0,0,0,0,0
10057,Norwalk Transit District,Full Reporter: Operating,1R01,Connecticut Department of Transportation,Urban,MB,DO,0,0,0,0,0
10061,Montachusett Regional Transit Authority,Full Reporter: Operating,,,Urban,MB,PT,1,0,1,0,3
10064,Greater Attleboro-Taunton Regional Transit Authority,Full Reporter: Operating,,,Urban,MB,PT,3,0,3,0,0
10066,Green Mountain Transit Authority,Full Reporter: Operating,,,Urban,CB,DO,2,0,2,0,0
10066,Green Mountain Transit Authority,Full Reporter: Operating,,,Urban,MB,DO,2,0,2,0,0
10086,Cooperative Alliance for Seacoast Transportation,Full Reporter: Operating,,,Urban,MB,DO,3,0,3,0,0
10087,City of Nashua,Full Reporter: Operating,,,Urban,MB,PT,1,0,1,0,0
10088,Casco Bay Island Transit District,Full Reporter: Operating,,,Urban,FB,DO,1,0,1,0,1
10096,City of Bangor,Small Systems Reporter,,,Urban,MB,DO,1,0,1,0,0
10098,"Western Maine Transportation Services, Inc.",Full Reporter: Operating,1R03,Maine Department of Transportation,Urban,CB,DO,0,0,0,0,0
10098,"Western Maine Transportation Services, Inc.",Full Reporter: Operating,1R03,Maine Department of Transportation,Urban,MB,DO,0,0,0,0,0
10102,Connecticut Department of Transportation,Full Reporter: Operating,,,Urban,CB,PT,0,0,0,0,0
10102,Connecticut Department of Transportation,Full Reporter: Operating,,,Urban,CR,PT,8,1,9,1,8
10105,Cape Cod Regional Transit Authority,Full Reporter: Operating,,,Urban,MB,PT,1,0,1,0,1
10107,Milford Transit District,Full Reporter: Operating,1R01,Connecticut Department of Transportation,Urban,MB,DO,0,0,0,0,0
10112,City of South Portland,Small Systems Reporter,,,Urban,MB,DO,1,0,1,0,0
10114,Biddeford-Saco-Old Orchard Beach Transit Committee Shuttle Bus,Small Systems Reporter,,,Urban,MB,DO,0,0,0,0,0
10115,Northern New England Passenger Rail Authority,Full Reporter: Operating,,,Urban,CR,PT,12,0,12,0,2
10118,MetroWest Regional Transit Authority,Full Reporter: Operating,,,Urban,MB,PT,1,0,1,0,1
10119,University Of New Hampshire,Small Systems Reporter,,,Urban,MB,DO,0,0,0,0,0
10122,"Jalbert Leasing, Inc. ",Small Systems Reporter,1R04,New Hampshire Department of Transportation,Urban,CB,DO,3,0,3,0,0
10128,Connecticut Department of Transportation- CTTransit Waterbury- NET,Full Reporter: Operating,,,Urban,MB,DO,0,0,0,0,0
10130,Connecticut Department of Transportation -CTTRANSIT New Britain ,Full Reporter: Operating,,,Urban,MB,PT,0,0,0,0,0
10133,"Boston Express Bus, Inc.",Small Systems Reporter,1R04,New Hampshire Department of Transportation,Urban,CB,DO,4,0,4,0,0
10140,Estuary Transit District,Small Systems Reporter,1R01,Connecticut Department of Transportation,Urban,MB,DO,1,0,1,0,0
10149,Windham Region Transit District,Small Systems Reporter,1R01,Connecticut Department of Transportation,Urban,CB,DO,0,0,0,0,0
10149,Windham Region Transit District,Small Systems Reporter,1R01,Connecticut Department of Transportation,Urban,MB,DO,0,0,0,0,0
10178,Town of Bedford,Small Systems Reporter,,,Urban,MB,DO,0,0,0,0,0
10179,City of Beverly,Small Systems Reporter,,,Urban,MB,PT,0,0,0,0,0
10181,Town of Lexington,Small Systems Reporter,,,Urban,MB,PT,0,0,0,0,0
10182,"Mission Hill Link, Inc.",Small Systems Reporter,,,Urban,MB,PT,0,0,0,0,0
10183,"Woods Hole, Martha's Vineyard and Nantucket Steamship Authority",Full Reporter: Operating,,,Urban,FB,DO,5,0,5,0,7
10183,"Woods Hole, Martha's Vineyard and Nantucket Steamship Authority",Full Reporter: Operating,,,Urban,MB,DO,2,0,2,0,0
11147,Rhode Island Department of Transportation,Full Reporter: Operating,,,Urban,FB,PT,2,0,2,0,0
11152,Mashantucket Pequot Tribal Nation,Small Systems Reporter,1R01,Connecticut Department of Transportation,Tribe,MB,DO,0,0,0,0,0
11160,Peter Pan Bus Lines,Small Systems Reporter,,,Urban,CB,DO,5,0,5,1,2
11239,"Hyannis Harbor Tours, Inc. ",Full Reporter: Operating,,,Urban,FB,DO,3,0,3,0,0
20002,Capital District Transportation Authority,Full Reporter: Operating,,,Urban,CB,PT,0,0,0,0,0
20002,Capital District Transportation Authority,Full Reporter: Operating,,,Urban,MB,DO,2,0,2,1,1
20003,Broome County,Full Reporter: Operating,,,Urban,MB,DO,1,0,1,0,1
20004,Niagara Frontier Transportation Authority,Full Reporter: Operating,,,Urban,LR,DO,19,0,19,24,19
20004,Niagara Frontier Transportation Authority,Full Reporter: Operating,,,Urban,MB,DO,9,0,9,0,0
20005,Chemung County,Small Systems Reporter,2R02,New York Department of Transportation,Urban,MB,PT,1,0,1,0,0
20006,City of Long Beach,Full Reporter: Operating,2R02,New York Department of Transportation,Urban,MB,DO,1,0,1,0,0
20008,MTA New York City Transit,Full Reporter: Operating,,,Urban,CB,DO,0,0,0,0,0
20008,MTA New York City Transit,Full Reporter: Operating,,,Urban,HR,DO,141,331,472,279,368
20008,MTA New York City Transit,Full Reporter: Operating,,,Urban,MB,DO,2,0,2,0,0
20008,MTA New York City Transit,Full Reporter: Operating,,,Urban,RB,DO,0,0,0,0,0
20010,Dutchess County,Full Reporter: Operating,2R02,New York Department of Transportation,Urban,MB,DO,0,0,0,0,0
20018,Central New York Regional Transportation Authority,Full Reporter: Operating,,,Urban,MB,DO,4,0,4,0,1
20071,Town of Huntington,Full Reporter: Operating,2R02,New York Department of Transportation,Urban,MB,DO,0,0,0,0,0
20072,Suffolk County ,Full Reporter: Operating,,,Urban,MB,PT,0,0,0,0,0
20075,Port Authority Transit Corporation,Full Reporter: Operating,,,Urban,HR,DO,13,0,13,14,19
20076,Westchester County,Full Reporter: Operating,,,Urban,MB,PT,2,0,2,0,0
20078,"Metro-North Commuter Railroad Company, dba: MTA Metro-North Railroad",Full Reporter: Operating,,,Urban,CR,DO,51,61,112,32,146
20078,"Metro-North Commuter Railroad Company, dba: MTA Metro-North Railroad",Full Reporter: Operating,,,Urban,FB,PT,2,0,2,0,5
20078,"Metro-North Commuter Railroad Company, dba: MTA Metro-North Railroad",Full Reporter: Operating,,,Urban,MB,PT,1,1,2,0,5
20080,New Jersey Transit Corporation,Full Reporter: Operating,,,Urban,CR,DO,78,88,166,104,75
20080,New Jersey Transit Corporation,Full Reporter: Operating,,,Urban,LR,DO,13,4,17,2,6
20080,New Jersey Transit Corporation,Full Reporter: Operating,,,Urban,LR,PT,24,0,24,0,17
20080,New Jersey Transit Corporation,Full Reporter: Operating,,,Urban,MB,DO,26,0,26,0,7
20080,New Jersey Transit Corporation,Full Reporter: Operating,,,Urban,MB,PT,0,0,0,0,0
20080,New Jersey Transit Corporation,Full Reporter: Operating,,,Urban,YR,PT,21,0,21,0,0
20082,New York City Department of Transportation,Full Reporter: Operating,,,Urban,FB,DO,2,0,2,6,7
20084,County of Rockland ,Full Reporter: Operating,2R02,New York Department of Transportation,Urban,MB,PT,1,0,1,0,0
20085,Town of Clarkstown ,Small Systems Reporter,2R02,New York Department of Transportation,Urban,MB,DO,0,0,0,0,0
20096,Putnam County ,Full Reporter: Operating,2R02,New York Department of Transportation,Urban,MB,PT,0,0,0,0,0
20098,Port Authority Trans-Hudson Corporation,Full Reporter: Operating,,,Urban,HR,DO,9,4,13,41,26
20099,Staten Island Rapid Transit Operating Authority,Full Reporter: Operating,,,Urban,HR,DO,6,15,21,0,2
20100,MTA Long Island Rail Road,Full Reporter: Operating,,,Urban,CR,DO,110,16,126,75,79
20113,Regional Transit Service,Full Reporter: Operating,,,Urban,MB,DO,1,0,1,0,0
20120,City of Glens Falls ,Small Systems Reporter,,,Urban,MB,DO,0,0,0,0,0
20122,"Academy Lines, Inc.",Full Reporter: Operating,,,Urban,CB,DO,2,0,2,0,2
20126,"Hudson Transit Lines, Inc.",Full Reporter: Operating,,,Urban,CB,DO,4,0,4,0,12
20128,Suburban Transit Corporation,Full Reporter: Operating,,,Urban,CB,DO,2,0,2,0,2
20135,Monsey New Square Trails Corporation,Full Reporter: Operating,,,Urban,CB,DO,0,0,0,0,0
20145,Tompkins Consolidated Area Transit,Full Reporter: Operating,,,Urban,MB,DO,1,0,1,0,0
20148,Newburgh Beacon Bus Corporation,Small Systems Reporter,A0023,Orange County,Urban,MB,DO,0,0,0,0,0
20149,"Rockland Coaches, Inc.",Full Reporter: Operating,2R02,New York Department of Transportation,Urban,CB,DO,2,0,2,0,0
20160,"Community Transit, Inc. ",Small Systems Reporter,,,Urban,CB,DO,1,0,1,0,0
20163,"Lakeland Bus Lines, Inc.",Full Reporter: Operating,,,Urban,CB,DO,1,0,1,0,0
20165,"Olympia Trails Bus Company, Inc.",Small Systems Reporter,,,Urban,CB,DO,5,2,7,4,4
20166,"Orange-Newark-Elizabeth, Inc.",Full Reporter: Operating,,,Urban,MB,DO,1,0,1,1,3
20169,"Trans-Bridge Lines, Inc. ",Full Reporter: Operating,,,Urban,CB,DO,4,0,4,1,2
20175,Private Transportation Corporation,Full Reporter: Operating,,,Urban,MB,PT,0,0,0,0,0
20176,Kaser Bus Service,Small Systems Reporter,,,Urban,CB,PT,0,0,0,0,0
20177,"Adirondack Transit Lines, Inc.",Full Reporter: Operating,,,Urban,CB,DO,9,0,9,20,7
20178,Ulster County ,Full Reporter: Operating,2R02,New York Department of Transportation,Urban,MB,DO,0,0,0,0,0
20179,"Leprechaun Lines, Inc.",Small Systems Reporter,,,Urban,CB,DO,0,0,0,0,0
20183,Town of Monroe ,Small Systems Reporter,A0023,Orange County,Urban,MB,DO,0,0,0,0,0
20187,Village of Kiryas Joel,Small Systems Reporter,A0023,Orange County,Urban,MB,DO,0,0,0,0,0
20188,MTA Bus Company,Full Reporter: Operating,,,Urban,MB,DO,1,1,2,0,0
20190,Port Imperial Ferry Corporation,Full Reporter: Operating,,,Urban,FB,DO,11,0,11,0,0
20190,Port Imperial Ferry Corporation,Full Reporter: Operating,,,Urban,MB,DO,3,0,3,0,0
20192,Bergen County,Full Reporter: Operating,2R01,NJ Transit,Urban,MB,DO,0,0,0,0,0
20195,Gloucester County,Small Systems Reporter,2R01,NJ Transit,Urban,MB,PT,0,0,0,0,0
20199,County of Atlantic,Full Reporter: Operating,2R01,NJ Transit,Urban,MB,PT,0,0,0,0,0
20200,South Jersey Transportation Authority,Small Systems Reporter,2R01,NJ Transit,Urban,MB,DO,0,0,0,0,0
20201,County of Cumberland,Small Systems Reporter,2R01,NJ Transit,Urban,MB,DO,0,0,0,0,0
20206,County of Nassau,Full Reporter: Operating,,,Urban,MB,PT,1,0,1,0,0
20208,County of Burlington,Small Systems Reporter,2R01,NJ Transit,Urban,MB,PT,0,0,0,0,0
20209,Somerset County,Full Reporter: Operating,2R01,NJ Transit,Urban,MB,DO,0,0,0,0,0
20212,County of Hunterdon,Small Systems Reporter,2R01,NJ Transit,Urban,MB,PT,0,0,0,0,0
20214,Town of Warwick ,Small Systems Reporter,A0023,Orange County,Urban,MB,DO,0,0,0,0,0
20215,City of Watertown NY,Small Systems Reporter,2R02,New York Department of Transportation,Urban,MB,DO,1,0,1,0,0
20216,Orange County,Small Systems Reporter,A0023,Orange County,Urban,MB,PT,0,0,0,0,0
20217,"Hampton Jitney, Inc.",Full Reporter: Operating,,,Urban,CB,DO,2,0,2,0,1
20220,Broadway Bus Corporation,Small Systems Reporter,,,Urban,MB,DO,0,0,0,0,0
20223,Cape May Lewes Ferry,Full Reporter: Operating,,,Urban,FB,DO,2,0,2,0,4
20226,"SeaStreak, LLC",Full Reporter: Operating,,,Urban,FB,DO,11,0,11,0,1
20230,Barnegat Bay Decoy & Baymen's Museum,Full Reporter: Operating,,,Urban,FB,DO,1,0,1,0,0
22929,Seneca Nation of Indians,Small Systems Reporter,,,Tribe,MB,PT,0,0,0,0,0
22930,New York City Economic Development Corporation,Full Reporter: Operating,,,Urban,FB,PT,23,2,25,0,0
22930,New York City Economic Development Corporation,Full Reporter: Operating,,,Urban,MB,PT,0,0,0,0,0
30001,Kanawha Valley Regional Transportation Authority,Full Reporter: Operating,3R05,West Virginia Department of Transportation,Urban,MB,DO,2,0,2,0,1
30002,The Tri-State Transit Authority,Full Reporter: Operating,3R05,West Virginia Department of Transportation,Urban,MB,DO,1,0,1,0,0
30003,Mid-Ohio Valley Transit Authority,Small Systems Reporter,3R05,West Virginia Department of Transportation,Urban,MB,DO,1,0,1,0,1
30006,Greater Richmond Transit Company,Full Reporter: Operating/Building,,,Urban,MB,DO,0,0,0,0,0
30006,Greater Richmond Transit Company,Full Reporter: Operating/Building,,,Urban,RB,DO,26,0,26,0,0
30007,Greater Roanoke Transit Company,Full Reporter: Operating,3R06,Virginia Department of Rail and Public Transportation,Urban,MB,DO,1,0,1,0,1
30008,Greater Lynchburg Transit Company,Full Reporter: Operating,3R06,Virginia Department of Rail and Public Transportation,Urban,MB,DO,1,0,1,0,1
30009,City of Petersburg ,Small Systems Reporter,3R06,Virginia Department of Rail and Public Transportation,Urban,MB,DO,0,0,0,0,0
30010,Lehigh and Northampton Transportation Authority,Full Reporter: Operating,3R04,Pennsylvania Department of Transportation,Urban,MB,DO,3,0,3,0,4
30010,Lehigh and Northampton Transportation Authority,Full Reporter: Operating,3R04,Pennsylvania Department of Transportation,Urban,MB,PT,0,0,0,0,0
30011,Altoona Metro Transit,Full Reporter: Operating,3R04,Pennsylvania Department of Transportation,Urban,MB,DO,1,0,1,0,0
30012,Cambria County Transit Authority,Full Reporter: Operating,,,Urban,IP,DO,2,0,2,0,2
30012,Cambria County Transit Authority,Full Reporter: Operating,,,Urban,MB,DO,1,0,1,0,0
30013,Erie Metropolitan Transit Authority,Full Reporter: Operating,3R04,Pennsylvania Department of Transportation,Urban,MB,DO,2,0,2,0,1
30015,Luzerne County Transportation Authority,Full Reporter: Operating,3R04,Pennsylvania Department of Transportation,Urban,MB,DO,1,0,1,0,0
30019,Southeastern Pennsylvania Transportation Authority,Full Reporter: Operating,,,Urban,CR,DO,76,80,156,22,44
30019,Southeastern Pennsylvania Transportation Authority,Full Reporter: Operating,,,Urban,HR,DO,42,33,75,36,89
30019,Southeastern Pennsylvania Transportation Authority,Full Reporter: Operating,,,Urban,MB,DO,18,3,21,0,0
30019,Southeastern Pennsylvania Transportation Authority,Full Reporter: Operating,,,Urban,MB,PT,0,0,0,0,0
30019,Southeastern Pennsylvania Transportation Authority,Full Reporter: Operating,,,Urban,SR,DO,2,57,59,1,4
30019,Southeastern Pennsylvania Transportation Authority,Full Reporter: Operating,,,Urban,TB,DO,0,0,0,0,0
30022,Pittsburgh Regional Transit,Full Reporter: Operating,,,Urban,IP,DO,2,0,2,0,0
