State NTD ID,NTD ID,Agency Name,Reporter Type,Reporting Module,Mode,TOS,Operating Expense Type,Operators' Salaries and Wages,Operators' Paid Absences,Other Salaries and Wages,Other Paid Absences,Fringe Benefits,Service Costs,Fuel and Lubricants,Tires and Tubes,Other Materials and Supplies,Utilities,Casualty and Liability Costs,Taxes,PT Funds In Report,PT Funds Reported Separately,Miscellaneous Expenses,Reduced Reporting Waiver - Total OE,Total Operating Expenses,Total Operating Expenses (No Funds Reported Separately),ADA Related Expenses
,1,King County,Full Reporter,Urban,DR,TX,Vehicle Operations,0.0,0.0,0.0,0.0,0.0,36.0,280728.0,0.0,0.0,0.0,,0.0,3472119.0,,0.0,,3752883,3752883,
,1,King County,Full Reporter,Urban,FB,DO,Facility Maintenance,0.0,0.0,23090.0,4879.0,10956.0,35579.0,,,18230.0,,,0.0,,,551.0,,93285,93285,
,1,King County,Full Reporter,Urban,FB,DO,General Administration,0.0,0.0,837514.0,164862.0,327664.0,852592.0,,,40016.0,93981.0,825841.0,1.0,,,10909.0,,3153380,3153380,
,1,King County,Full Reporter,Urban,FB,DO,Total,1241345.0,280816.0,1699096.0,333838.0,1299495.0,1515504.0,764298.0,853.0,418902.0,93981.0,825841.0,68129.0,0.0,0.0,83623.0,0.0,8625721,8625721,
,1,King County,Full Reporter,Urban,FB,DO,Vehicle Maintenance,0.0,0.0,472875.0,87708.0,198911.0,158651.0,24536.0,853.0,280142.0,,,0.0,,,1606.0,,1225282,1225282,
,1,King County,Full Reporter,Urban,FB,DO,Vehicle Operations,1241345.0,280816.0,365617.0,76389.0,761964.0,468682.0,739762.0,,80514.0,,,68128.0,,,70557.0,,4153774,4153774,
,1,King County,Full Reporter,Urban,LR,PT,Facility Maintenance,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,0.0,,43353886.0,0.0,,43353886,0,
,1,King County,Full Reporter,Urban,LR,PT,General Administration,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,16492124.0,0.0,,16492124,0,
,1,King County,Full Reporter,Urban,LR,PT,Total,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113223018.0,0.0,0.0,113223018,0,
,1,King County,Full Reporter,Urban,LR,PT,Vehicle Maintenance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,21239383.0,0.0,,21239383,0,
,1,King County,Full Reporter,Urban,LR,PT,Vehicle Operations,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,32137625.0,0.0,,32137625,0,
,1,King County,Full Reporter,Urban,MB,DO,Facility Maintenance,0.0,0.0,11310786.0,4500329.0,10330320.0,7879771.0,,,3604321.0,,,694349.0,,,1071748.0,,39391624,39391624,
,1,King County,Full Reporter,Urban,MB,DO,General Administration,0.0,0.0,27998039.0,6228826.0,11471768.0,83077136.0,,,2854026.0,4157346.0,22209334.0,49246.0,,,604734.0,,158650455,158650455,
,1,King County,Full Reporter,Urban,MB,DO,Total,170770253.0,22180102.0,124056179.0,26062261.0,149222313.0,116359491.0,28123616.0,2766800.0,41466184.0,4456205.0,22209334.0,775421.0,0.0,0.0,1911264.0,0.0,710359423,710359423,
,1,King County,Full Reporter,Urban,MB,DO,Vehicle Maintenance,0.0,0.0,56591061.0,9931882.0,29124857.0,1114814.0,1057312.0,292870.0,34231301.0,,,31826.0,,,133769.0,,132509692,132509692,
,1,King County,Full Reporter,Urban,MB,DO,Vehicle Operations,170770253.0,22180102.0,28156293.0,5401224.0,98295368.0,24287770.0,27066304.0,2473930.0,776536.0,298859.0,,0.0,,,101013.0,,379807652,379807652,
,1,King County,Full Reporter,Urban,MB,PT,Facility Maintenance,0.0,0.0,160940.0,30242.0,81921.0,81125.0,,,32641.0,,,6688.0,304412.0,,543.0,,698512,698512,
,1,King County,Full Reporter,Urban,MB,PT,General Administration,0.0,0.0,451440.0,138674.0,201741.0,1592237.0,,,36147.0,25207.0,57533.0,1188.0,1765591.0,,8773.0,,4278531,4278531,
,1,King County,Full Reporter,Urban,MB,PT,Total,0.0,0.0,729605.0,194387.0,336184.0,1893400.0,1640.0,171.0,73921.0,25207.0,57533.0,7876.0,12176488.0,0.0,10743.0,0.0,15507155,15507155,
,1,King County,Full Reporter,Urban,MB,PT,Vehicle Maintenance,0.0,0.0,1637.0,475.0,954.0,196.0,1640.0,171.0,2340.0,,,0.0,1948238.0,,95.0,,1955746,1955746,
,1,King County,Full Reporter,Urban,MB,PT,Vehicle Operations,0.0,0.0,115588.0,24996.0,51568.0,219842.0,0.0,0.0,2793.0,0.0,,0.0,8158247.0,,1332.0,,8574366,8574366,
,1,King County,Full Reporter,Urban,SR,DO,Facility Maintenance,0.0,0.0,781666.0,121718.0,338475.0,43593.0,,,59131.0,,,0.0,,,895.0,,1345478,1345478,
,1,King County,Full Reporter,Urban,SR,DO,General Administration,0.0,0.0,1123026.0,262447.0,466268.0,1031665.0,,,83112.0,60690.0,61890.0,14.0,,,8331.0,,3097443,3097443,
,1,King County,Full Reporter,Urban,SR,DO,Total,2762761.0,449824.0,4243991.0,770412.0,3322053.0,1336717.0,30160.0,0.0,638615.0,334228.0,61890.0,167.0,0.0,0.0,13451.0,0.0,13964269,13964269,
,1,King County,Full Reporter,Urban,SR,DO,Vehicle Maintenance,0.0,0.0,1105636.0,220886.0,507770.0,138840.0,30110.0,0.0,489004.0,,,153.0,,,1486.0,,2493885,2493885,
,1,King County,Full Reporter,Urban,SR,DO,Vehicle Operations,2762761.0,449824.0,1233663.0,165361.0,2009540.0,122619.0,50.0,,7368.0,273538.0,,0.0,,,2739.0,,7027463,7027463,
,1,King County,Full Reporter,Urban,TB,DO,Facility Maintenance,0.0,0.0,5273994.0,1412090.0,3159961.0,1132307.0,,,705477.0,,,98177.0,,,146920.0,,11928926,11928926,
,1,King County,Full Reporter,Urban,TB,DO,General Administration,0.0,0.0,3716143.0,826576.0,1523481.0,11069567.0,,,395688.0,590859.0,2962808.0,6578.0,,,80335.0,,21172035,21172035,
,1,King County,Full Reporter,Urban,TB,DO,Total,22889374.0,2972934.0,17608174.0,3817810.0,20358556.0,15189288.0,147973.0,210905.0,3848780.0,1939074.0,2962808.0,107266.0,0.0,0.0,251487.0,0.0,92304429,92304429,
,1,King County,Full Reporter,Urban,TB,DO,Vehicle Maintenance,0.0,0.0,4901100.0,863751.0,2524888.0,91972.0,8520.0,22325.0,2698725.0,,,2511.0,,,12562.0,,11126354,11126354,
,1,King County,Full Reporter,Urban,TB,DO,Vehicle Operations,22889374.0,2972934.0,3716937.0,715393.0,13150226.0,2895442.0,139453.0,188580.0,48890.0,1348215.0,,0.0,,,11670.0,,48077114,48077114,
,1,King County,Full Reporter,Urban,VP,DO,Facility Maintenance,0.0,0.0,34247.0,6234.0,16980.0,1028.0,,,4269.0,,,22.0,,,51.0,,62831,62831,
,1,King County,Full Reporter,Urban,VP,DO,General Administration,0.0,0.0,2640376.0,476975.0,1093766.0,1223250.0,,,135442.0,62700.0,1039907.0,0.0,,,7304.0,,6679720,6679720,
,1,King County,Full Reporter,Urban,VP,DO,Total,0.0,0.0,2680638.0,484953.0,1114250.0,3033230.0,1581416.0,629.0,171106.0,62700.0,1039907.0,22.0,0.0,0.0,11048.0,0.0,10179899,10179899,
,1,King County,Full Reporter,Urban,VP,DO,Vehicle Maintenance,0.0,0.0,6015.0,1744.0,3504.0,1808952.0,6026.0,629.0,8600.0,,,0.0,,,350.0,,1835820,1835820,
,1,King County,Full Reporter,Urban,VP,DO,Vehicle Operations,0.0,0.0,0.0,0.0,0.0,0.0,1575390.0,0.0,22795.0,0.0,,0.0,,,3343.0,,1601528,1601528,
,2,Spokane Transit Authority,Full Reporter,Urban,DR,DO,Facility Maintenance,,,,,,260105.0,,,44989.0,,,,,,,,305094,305094,
,2,Spokane Transit Authority,Full Reporter,Urban,DR,DO,General Administration,,,965799.0,135407.0,404447.0,342517.0,,,359028.0,268615.0,332294.0,1879.0,,,154802.0,,2964788,2964788,
,2,Spokane Transit Authority,Full Reporter,Urban,DR,DO,Total,2891953.0,431193.0,3785882.0,590018.0,3389954.0,807934.0,607713.0,20546.0,675085.0,268615.0,332294.0,1879.0,0.0,0.0,156725.0,0.0,13959791,13959791,13959372.0
,2,Spokane Transit Authority,Full Reporter,Urban,DR,DO,Vehicle Maintenance,,,889789.0,155849.0,464424.0,15103.0,6407.0,,259327.0,,,,,,,,1790899,1790899,
,2,Spokane Transit Authority,Full Reporter,Urban,DR,DO,Vehicle Operations,2891953.0,431193.0,1930294.0,298762.0,2521083.0,190209.0,601306.0,20546.0,11741.0,,,,,,1923.0,,8899010,8899010,
,2,Spokane Transit Authority,Full Reporter,Urban,DR,PT,Facility Maintenance,,,,,,22618.0,,,3912.0,,,,144523.0,,,,171053,171053,
,2,Spokane Transit Authority,Full Reporter,Urban,DR,PT,General Administration,,,76593.0,13100.0,36702.0,29784.0,,,31220.0,23358.0,28895.0,,1396510.0,,,,1636162,1636162,
,2,Spokane Transit Authority,Full Reporter,Urban,DR,PT,Total,0.0,0.0,76593.0,13100.0,36702.0,52402.0,529890.0,0.0,35132.0,23358.0,28895.0,0.0,6199742.0,0.0,0.0,0.0,6995814,6995814,6995674.0
,2,Spokane Transit Authority,Full Reporter,Urban,DR,PT,Vehicle Maintenance,,,,,,,,,,,,,780482.0,,,,780482,780482,
,2,Spokane Transit Authority,Full Reporter,Urban,DR,PT,Vehicle Operations,,,,,,,529890.0,,,,,,3878227.0,,,,4408117,4408117,
,2,Spokane Transit Authority,Full Reporter,Urban,MB,DO,Facility Maintenance,,,2195554.0,290378.0,1100389.0,1657623.0,,,1136336.0,,,,,,,,6380280,6380280,
,2,Spokane Transit Authority,Full Reporter,Urban,MB,DO,General Administration,,,6310315.0,918976.0,2692740.0,1470791.0,,,1769683.0,1163607.0,1700645.0,46168.0,,,602655.0,,16675580,16675580,
,2,Spokane Transit Authority,Full Reporter,Urban,MB,DO,Total,22726906.0,2797605.0,18070557.0,2649304.0,18748892.0,4784847.0,5425142.0,634423.0,6844616.0,1314793.0,1700645.0,47860.0,0.0,0.0,1003768.0,0.0,86749358,86749358,
,2,Spokane Transit Authority,Full Reporter,Urban,MB,DO,Vehicle Maintenance,,,5577381.0,767133.0,2583133.0,368753.0,83883.0,4259.0,3634560.0,,,,,,35330.0,,13054432,13054432,
,2,Spokane Transit Authority,Full Reporter,Urban,MB,DO,Vehicle Operations,22726906.0,2797605.0,3987307.0,672817.0,12372630.0,1287680.0,5341259.0,630164.0,304037.0,151186.0,,1692.0,,,365783.0,,50639066,50639066,
,2,Spokane Transit Authority,Full Reporter,Urban,VP,DO,Facility Maintenance,,,,,,10613.0,,,1836.0,,,,,,,,12449,12449,
,2,Spokane Transit Authority,Full Reporter,Urban,VP,DO,General Administration,,,135801.0,22993.0,60077.0,13157.0,,,14650.0,9693.0,192552.0,70.0,,,6627.0,,455620,455620,
,2,Spokane Transit Authority,Full Reporter,Urban,VP,DO,Total,0.0,0.0,135801.0,22993.0,60077.0,94828.0,200450.0,11745.0,42006.0,9693.0,192552.0,1046.0,0.0,0.0,7375.0,0.0,778566,778566,
,2,Spokane Transit Authority,Full Reporter,Urban,VP,DO,Vehicle Maintenance,,,,,,68349.0,,843.0,22271.0,,,,,,,,91463,91463,
,2,Spokane Transit Authority,Full Reporter,Urban,VP,DO,Vehicle Operations,,,,,,2709.0,200450.0,10902.0,3249.0,,,976.0,,,748.0,,219034,219034,
,3,Pierce County Transportation Benefit Area Authority,Full Reporter,Urban,CB,PT,Facility Maintenance,,,0.0,0.0,0.0,0.0,,,0.0,,,,,1769586.0,0.0,,1769586,0,
,3,Pierce County Transportation Benefit Area Authority,Full Reporter,Urban,CB,PT,General Administration,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,9502249.0,0.0,,9502249,0,
,3,Pierce County Transportation Benefit Area Authority,Full Reporter,Urban,CB,PT,Total,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51777942.0,0.0,0.0,51777942,0,
,3,Pierce County Transportation Benefit Area Authority,Full Reporter,Urban,CB,PT,Vehicle Maintenance,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,10626731.0,0.0,,10626731,0,
,3,Pierce County Transportation Benefit Area Authority,Full Reporter,Urban,CB,PT,Vehicle Operations,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,29879376.0,0.0,,29879376,0,
,3,Pierce County Transportation Benefit Area Authority,Full Reporter,Urban,DR,DO,Facility Maintenance,,,5471.0,1022.0,2783.0,3760.0,,,3472.0,,,,,,8.0,,16516,16516,
,3,Pierce County Transportation Benefit Area Authority,Full Reporter,Urban,DR,DO,General Administration,,,426545.0,86539.0,246426.0,123220.0,,,23364.0,35180.0,122689.0,5486.0,,,119692.0,,1189141,1189141,
,3,Pierce County Transportation Benefit Area Authority,Full Reporter,Urban,DR,DO,Total,981316.0,196727.0,677394.0,141407.0,716949.0,139180.0,121502.0,8895.0,70355.0,35180.0,122689.0,5497.0,0.0,0.0,120313.0,0.0,3337404,3337404,2909547.0
,3,Pierce County Transportation Benefit Area Authority,Full Reporter,Urban,DR,DO,Vehicle Maintenance,,,33694.0,7054.0,19594.0,7836.0,865.0,89.0,43056.0,,,11.0,,,120.0,,112319,112319,
,3,Pierce County Transportation Benefit Area Authority,Full Reporter,Urban,DR,DO,Vehicle Operations,981316.0,196727.0,211684.0,46792.0,448146.0,4364.0,120637.0,8806.0,463.0,,,,,,493.0,,2019428,2019428,
,3,Pierce County Transportation Benefit Area Authority,Full Reporter,Urban,DR,PT,Facility Maintenance,,,37603.0,6699.0,17435.0,22036.0,,,20427.0,,,,85992.0,,59.0,,190251,190251,
,3,Pierce County Transportation Benefit Area Authority,Full Reporter,Urban,DR,PT,General Administration,,,850420.0,173214.0,360464.0,265592.0,,,4893.0,27267.0,,665.0,1393637.0,,26280.0,,3102432,3102432,
,3,Pierce County Transportation Benefit Area Authority,Full Reporter,Urban,DR,PT,Total,0.0,0.0,2015931.0,432817.0,840014.0,708249.0,903681.0,0.0,26731.0,27267.0,0.0,731.0,10323563.0,0.0,29339.0,0.0,15308323,15308323,12693062.0
,3,Pierce County Transportation Benefit Area Authority,Full Reporter,Urban,DR,PT,Vehicle Maintenance,,,135010.0,27964.0,64975.0,8830.0,,,96.0,,,66.0,1263373.0,,637.0,,1500951,1500951,
,3,Pierce County Transportation Benefit Area Authority,Full Reporter,Urban,DR,PT,Vehicle Operations,,,992898.0,224940.0,397140.0,411791.0,903681.0,,1315.0,,,,7580561.0,,2363.0,,10514689,10514689,
,3,Pierce County Transportation Benefit Area Authority,Full Reporter,Urban,MB,DO,Facility Maintenance,0.0,0.0,1224373.0,210855.0,545105.0,549762.0,,,516968.0,,,,,,2007.0,,3049070,3049070,
,3,Pierce County Transportation Benefit Area Authority,Full Reporter,Urban,MB,DO,General Administration,,,7308807.0,1508101.0,3989171.0,3516178.0,,,433312.0,1093181.0,1570122.0,98476.0,,,2208598.0,,21725946,21725946,
,3,Pierce County Transportation Benefit Area Authority,Full Reporter,Urban,MB,DO,Total,17620492.0,2810401.0,17444591.0,3284468.0,15820740.0,7007401.0,1634330.0,473204.0,5104277.0,1135905.0,1570122.0,99754.0,0.0,0.0,2254010.0,0.0,76259695,76259695,
,3,Pierce County Transportation Benefit Area Authority,Full Reporter,Urban,MB,DO,Vehicle Maintenance,,,3797047.0,619768.0,1752344.0,288872.0,177661.0,14011.0,4030871.0,,,1278.0,,,13138.0,,10694990,10694990,
,3,Pierce County Transportation Benefit Area Authority,Full Reporter,Urban,MB,DO,Vehicle Operations,17620492.0,2810401.0,5114364.0,945744.0,9534120.0,2652589.0,1456669.0,459193.0,123126.0,42724.0,,,,,30267.0,,40789689,40789689,
,3,Pierce County Transportation Benefit Area Authority,Full Reporter,Urban,VP,DO,Facility Maintenance,,,51534.0,9625.0,24630.0,35417.0,,,32709.0,,,,,,71.0,,153986,153986,
,3,Pierce County Transportation Benefit Area Authority,Full Reporter,Urban,VP,DO,General Administration,,,334357.0,65161.0,156297.0,222203.0,,,8195.0,47485.0,687149.0,1663.0,,,40220.0,,1562730,1562730,
,3,Pierce County Transportation Benefit Area Authority,Full Reporter,Urban,VP,DO,Total,0.0,0.0,1126861.0,250344.0,532881.0,366756.0,944298.0,26454.0,486753.0,47485.0,687149.0,1770.0,0.0,0.0,53458.0,0.0,4524209,4524209,
,3,Pierce County Transportation Benefit Area Authority,Full Reporter,Urban,VP,DO,Vehicle Maintenance,,,384497.0,80146.0,186268.0,26175.0,36510.0,1064.0,442704.0,,,107.0,,,1034.0,,1158505,1158505,
,3,Pierce County Transportation Benefit Area Authority,Full Reporter,Urban,VP,DO,Vehicle Operations,0.0,0.0,356473.0,95412.0,165686.0,82961.0,907788.0,25390.0,3145.0,0.0,,,,,12133.0,,1648988,1648988,
,4,Confederated Tribes of the Colville Indian Reservation,Reduced Reporter,Tribe,FB,DO,Total,,,,,,,,,,,,,,,,2175505.0,2175505,2175505,
,4,Confederated Tribes of the Colville Indian Reservation,Reduced Reporter,Tribe,MB,DO,Total,,,,,,,,,,,,,,,,231960.0,231960,231960,
,5,City of Everett,Full Reporter,Urban,DR,DO,Facility Maintenance,,,100793.0,27073.0,41982.0,113458.0,,,20185.0,,,,,,854.0,,304345,304345,
,5,City of Everett,Full Reporter,Urban,DR,DO,General Administration,4459.0,860.0,687354.0,105858.0,291777.0,93560.0,,,5513.0,117406.0,414010.0,295530.0,,,25814.0,,2042141,2042141,
,5,City of Everett,Full Reporter,Urban,DR,DO,Total,1245240.0,240223.0,1832563.0,303392.0,1385061.0,298387.0,223880.0,16397.0,149051.0,117406.0,414010.0,295530.0,0.0,0.0,29275.0,0.0,6550415,6550415,5696684.0
,5,City of Everett,Full Reporter,Urban,DR,DO,Vehicle Maintenance,,,305694.0,39743.0,145166.0,8814.0,8451.0,2993.0,96547.0,,,,,,,,607408,607408,
,5,City of Everett,Full Reporter,Urban,DR,DO,Vehicle Operations,1240781.0,239363.0,738722.0,130718.0,906136.0,82555.0,215429.0,13404.0,26806.0,,,,,,2607.0,,3596521,3596521,
,5,City of Everett,Full Reporter,Urban,MB,DO,Facility Maintenance,,,364730.0,63351.0,141595.0,333650.0,,,67588.0,,,,,,1997.0,,972911,972911,
,5,City of Everett,Full Reporter,Urban,MB,DO,General Administration,4543.0,968.0,1969902.0,247708.0,805727.0,90317.0,,,12901.0,270296.0,1279013.0,698109.0,,,60508.0,,5439992,5439992,
,5,City of Everett,Full Reporter,Urban,MB,DO,Total,4511121.0,960774.0,4343174.0,585034.0,3933958.0,1577574.0,858144.0,151642.0,1416851.0,386055.0,1279013.0,698109.0,0.0,0.0,83812.0,0.0,20785261,20785261,
,5,City of Everett,Full Reporter,Urban,MB,DO,Vehicle Maintenance,,,1037723.0,92997.0,452451.0,966091.0,19774.0,7005.0,1224753.0,,,,,,13461.0,,3814255,3814255,
,5,City of Everett,Full Reporter,Urban,MB,DO,Vehicle Operations,4506578.0,959806.0,970819.0,180978.0,2534185.0,187516.0,838370.0,144637.0,111609.0,115759.0,,,,,7846.0,,10558103,10558103,
,6,City of Yakima,Full Reporter,Urban,CB,PT,Facility Maintenance,,,0.0,0.0,,,,,,,,,31011.0,,,,31011,31011,
,6,City of Yakima,Full Reporter,Urban,CB,PT,General Administration,,,17447.0,2427.0,6729.0,0.0,,,,1599.0,50694.0,,266694.0,,,,345590,345590,
,6,City of Yakima,Full Reporter,Urban,CB,PT,Total,0.0,0.0,21518.0,3168.0,8462.0,0.0,0.0,0.0,0.0,1599.0,50694.0,0.0,620218.0,0.0,0.0,0.0,705659,705659,
,6,City of Yakima,Full Reporter,Urban,CB,PT,Vehicle Maintenance,,,,,,,,,,,,,43415.0,,,,43415,43415,
,6,City of Yakima,Full Reporter,Urban,CB,PT,Vehicle Operations,,,4071.0,741.0,1733.0,,,,,,,,279098.0,,,,285643,285643,
,6,City of Yakima,Full Reporter,Urban,DR,PT,Facility Maintenance,,,1273.0,189.0,487.0,,,,,,,,61829.0,,,,63778,63778,
,6,City of Yakima,Full Reporter,Urban,DR,PT,General Administration,,,9639.0,1319.0,3774.0,,,,,3198.0,158418.0,,284412.0,,7.0,,460767,460767,
,6,City of Yakima,Full Reporter,Urban,DR,PT,Total,0.0,0.0,43480.0,7440.0,18126.0,0.0,142638.0,19965.0,211820.0,3198.0,158418.0,0.0,1236573.0,0.0,7.0,0.0,1841665,1841665,1841665.0
,6,City of Yakima,Full Reporter,Urban,DR,PT,Vehicle Maintenance,,,,,,,4279.0,1198.0,211820.0,,,,222583.0,,,,439880,439880,
,6,City of Yakima,Full Reporter,Urban,DR,PT,Vehicle Operations,,,32568.0,5932.0,13865.0,,138359.0,18767.0,,,,,667749.0,,,,877240,877240,
,6,City of Yakima,Full Reporter,Urban,MB,DO,Facility Maintenance,,,,,,119331.0,,,,,,,,,,,119331,119331,
,6,City of Yakima,Full Reporter,Urban,MB,DO,General Administration,,,409923.0,61518.0,151101.0,404738.0,,,10423.0,12291.0,424560.0,,,,20265.0,,1494819,1494819,
,6,City of Yakima,Full Reporter,Urban,MB,DO,Total,1851575.0,268603.0,1320488.0,185815.0,1327544.0,1382279.0,705234.0,51147.0,76023.0,12291.0,424560.0,0.0,0.0,0.0,20265.0,0.0,7625824,7625824,
,6,City of Yakima,Full Reporter,Urban,MB,DO,Vehicle Maintenance,,,219980.0,24642.0,121983.0,475290.0,17631.0,2557.0,48310.0,,,,,,,,910393,910393,
,6,City of Yakima,Full Reporter,Urban,MB,DO,Vehicle Operations,1851575.0,268603.0,690585.0,99655.0,1054460.0,382920.0,687603.0,48590.0,17290.0,,,,,,,,5101281,5101281,
,7,Lane Transit District,Full Reporter,Urban,DR,PT,Facility Maintenance,,,389.0,58.0,435.0,27186.0,,,7.0,,,,2365.0,,,,30440,30440,
,7,Lane Transit District,Full Reporter,Urban,DR,PT,General Administration,,,2182.0,353.0,2147.0,253377.0,,,4335.0,14480.0,433.0,,790798.0,,,,1068105,1068105,
,7,Lane Transit District,Full Reporter,Urban,DR,PT,Total,0.0,0.0,2571.0,411.0,2582.0,280563.0,0.0,0.0,4342.0,14480.0,433.0,0.0,4369503.0,0.0,0.0,0.0,4674885,4674885,3572392.0
,7,Lane Transit District,Full Reporter,Urban,DR,PT,Vehicle Maintenance,,,,,,,,,,,,,325712.0,,,,325712,325712,
,7,Lane Transit District,Full Reporter,Urban,DR,PT,Vehicle Operations,,,,,,,,,,,,,3250628.0,,,,3250628,3250628,
,7,Lane Transit District,Full Reporter,Urban,DR,TX,Facility Maintenance,,,24032.0,3576.0,26873.0,94057.0,,,462.0,,,,309471.0,,,,458471,458471,
,7,Lane Transit District,Full Reporter,Urban,DR,TX,General Administration,,,134757.0,21823.0,132600.0,141067.0,,,13549.0,47140.0,26767.0,,1165242.0,,,,1682945,1682945,
,7,Lane Transit District,Full Reporter,Urban,DR,TX,Total,0.0,0.0,158789.0,25399.0,159473.0,235124.0,0.0,0.0,14011.0,47140.0,26767.0,0.0,6015758.0,0.0,0.0,0.0,6682461,6682461,
,7,Lane Transit District,Full Reporter,Urban,DR,TX,Vehicle Maintenance,,,,,,,,,,,,,967684.0,,,,967684,967684,
,7,Lane Transit District,Full Reporter,Urban,DR,TX,Vehicle Operations,,,,,,,,,,,,,3573361.0,,,,3573361,3573361,
,7,Lane Transit District,Full Reporter,Urban,MB,DO,Facility Maintenance,,,445248.0,64834.0,512444.0,732452.0,,,10635.0,,,5079.0,,,14064.0,,1784756,1784756,
,7,Lane Transit District,Full Reporter,Urban,MB,DO,General Administration,,,3105484.0,460705.0,2916307.0,2115917.0,,,312232.0,483466.0,616851.0,,,,320625.0,,10331587,10331587,
,7,Lane Transit District,Full Reporter,Urban,MB,DO,Total,6526417.0,1336968.0,6822399.0,1218331.0,14120185.0,3524383.0,1810531.0,116487.0,2133417.0,581234.0,616851.0,5079.0,0.0,0.0,369845.0,0.0,39182127,39182127,
,7,Lane Transit District,Full Reporter,Urban,MB,DO,Vehicle Maintenance,,,2040861.0,366540.0,1873404.0,100605.0,31536.0,3490.0,1757781.0,,,,,,3907.0,,6178124,6178124,
,7,Lane Transit District,Full Reporter,Urban,MB,DO,Vehicle Operations,6526417.0,1336968.0,1230806.0,326252.0,8818030.0,575409.0,1778995.0,112997.0,52769.0,97768.0,,,,,31249.0,,20887660,20887660,
