State/Parent NTD ID,NTD ID,Reporter Name,Reporter Type,Reporting Module,Form Section,Performance Measure,2023 Target (%),2024 Target (%)
,4,Confederated Tribes of the Colville Indian Reservation,Reduced Reporter,Tribe,Equipment - Percent of service vehicles that have met or exceeded their useful life benchmark,Automobiles,0.0,0.0
,4,Confederated Tribes of the Colville Indian Reservation,Reduced Reporter,Tribe,Facility - Percent of facilities rated below 3 on the condition scale,Administrative  / Maintenance Facilities,0.0,0.0
,4,Confederated Tribes of the Colville Indian Reservation,Reduced Reporter,Tribe,Facility - Percent of facilities rated below 3 on the condition scale,Passenger / Parking Facilities,0.0,0.0
,4,Confederated Tribes of the Colville Indian Reservation,Reduced Reporter,Tribe,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,CU - Cutaway,44.0,33.33
,4,Confederated Tribes of the Colville Indian Reservation,Reduced Reporter,Tribe,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,FB - Ferryboat,0.0,100.0
,4,Confederated Tribes of the Colville Indian Reservation,Reduced Reporter,Tribe,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,MV - Minivan,0.0,0.0
,5,City of Everett,Full Reporter,Urban,Equipment - Percent of service vehicles that have met or exceeded their useful life benchmark,Automobiles,0.0,0.0
,5,City of Everett,Full Reporter,Urban,Equipment - Percent of service vehicles that have met or exceeded their useful life benchmark,Trucks and other Rubber Tire Vehicles,20.0,20.0
,5,City of Everett,Full Reporter,Urban,Facility - Percent of facilities rated below 3 on the condition scale,Administrative  / Maintenance Facilities,0.0,0.0
,5,City of Everett,Full Reporter,Urban,Facility - Percent of facilities rated below 3 on the condition scale,Passenger / Parking Facilities,0.0,0.0
,5,City of Everett,Full Reporter,Urban,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,BU - Bus,20.0,20.0
,5,City of Everett,Full Reporter,Urban,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,CU - Cutaway,20.0,20.0
,6,City of Yakima,Full Reporter,Urban,Equipment - Percent of service vehicles that have met or exceeded their useful life benchmark,Trucks and other Rubber Tire Vehicles,20.0,20.0
,6,City of Yakima,Full Reporter,Urban,Facility - Percent of facilities rated below 3 on the condition scale,Passenger / Parking Facilities,0.0,0.0
,6,City of Yakima,Full Reporter,Urban,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,BU - Bus,20.0,20.0
,6,City of Yakima,Full Reporter,Urban,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,CU - Cutaway,50.0,100.0
,6,City of Yakima,Full Reporter,Urban,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,MV - Minivan,50.0,50.0
,6,City of Yakima,Full Reporter,Urban,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,VN - Van,,0.0
,8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,Equipment - Percent of service vehicles that have met or exceeded their useful life benchmark,Automobiles,25.0,50.0
,8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,Equipment - Percent of service vehicles that have met or exceeded their useful life benchmark,Trucks and other Rubber Tire Vehicles,25.27,36.0
,8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,Facility - Percent of facilities rated below 3 on the condition scale,Administrative  / Maintenance Facilities,0.0,0.0
,8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,Facility - Percent of facilities rated below 3 on the condition scale,Passenger / Parking Facilities,0.7,1.0
,8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,Infrastructure - Percent of track segments with performance restrictions,LR - Light Rail,7.0,8.0
,8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,Infrastructure - Percent of track segments with performance restrictions,YR - Hybrid Rail,3.0,3.0
,8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,AB - Articulated Bus,,0.0
,8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,BU - Bus,0.0,6.0
,8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,CU - Cutaway,60.0,61.0
,8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,LR - Light Rail Vehicle,17.73,13.0
,8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,RP - Commuter Rail Passenger Coach,0.0,0.0
,8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,RS - Commuter Rail Self-Propelled Passenger Car,0.0,0.0
,8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,VN - Van,25.27,48.0
,9,Kalispel Tribe of Indians,Reduced Reporter,Tribe,Equipment - Percent of service vehicles that have met or exceeded their useful life benchmark,Trucks and other Rubber Tire Vehicles,0.0,0.0
,9,Kalispel Tribe of Indians,Reduced Reporter,Tribe,Facility - Percent of facilities rated below 3 on the condition scale,Administrative  / Maintenance Facilities,0.0,0.0
,9,Kalispel Tribe of Indians,Reduced Reporter,Tribe,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,BU - Bus,0.0,0.0
,9,Kalispel Tribe of Indians,Reduced Reporter,Tribe,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,CU - Cutaway,100.0,0.0
,12,Municipality of Anchorage,Full Reporter,Urban,Equipment - Percent of service vehicles that have met or exceeded their useful life benchmark,Trucks and other Rubber Tire Vehicles,36.36,34.29
,12,Municipality of Anchorage,Full Reporter,Urban,Facility - Percent of facilities rated below 3 on the condition scale,Administrative  / Maintenance Facilities,0.0,0.0
,12,Municipality of Anchorage,Full Reporter,Urban,Facility - Percent of facilities rated below 3 on the condition scale,Passenger / Parking Facilities,0.0,0.0
,12,Municipality of Anchorage,Full Reporter,Urban,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,BU - Bus,47.54,28.57
,12,Municipality of Anchorage,Full Reporter,Urban,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,CU - Cutaway,11.86,68.89
,15,Snoqualmie Indian Tribe,Reduced Reporter,Tribe,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,AO - Automobile,0.0,0.0
,15,Snoqualmie Indian Tribe,Reduced Reporter,Tribe,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,MV - Minivan,0.0,0.0
,15,Snoqualmie Indian Tribe,Reduced Reporter,Tribe,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,SV - Sports Utility Vehicle,,0.0
,16,City of Longview,Full Reporter,Urban,Equipment - Percent of service vehicles that have met or exceeded their useful life benchmark,Automobiles,33.33,33.33
,16,City of Longview,Full Reporter,Urban,Equipment - Percent of service vehicles that have met or exceeded their useful life benchmark,Trucks and other Rubber Tire Vehicles,25.0,100.0
,16,City of Longview,Full Reporter,Urban,Facility - Percent of facilities rated below 3 on the condition scale,Administrative  / Maintenance Facilities,0.0,0.0
,16,City of Longview,Full Reporter,Urban,Facility - Percent of facilities rated below 3 on the condition scale,Passenger / Parking Facilities,0.0,0.0
,16,City of Longview,Full Reporter,Urban,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,BU - Bus,0.0,13.33
,16,City of Longview,Full Reporter,Urban,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,CU - Cutaway,0.0,17.65
,16,City of Longview,Full Reporter,Urban,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,MV - Minivan,100.0,50.0
,17,Stillaguamish Tribe of Indians,Reduced Reporter,Tribe,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,CU - Cutaway,33.33,0.0
,17,Stillaguamish Tribe of Indians,Reduced Reporter,Tribe,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,MV - Minivan,20.0,0.0
,17,Stillaguamish Tribe of Indians,Reduced Reporter,Tribe,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,SV - Sports Utility Vehicle,0.0,0.0
,18,Ben Franklin Transit,Full Reporter,Urban,Equipment - Percent of service vehicles that have met or exceeded their useful life benchmark,Automobiles,100.0,100.0
,18,Ben Franklin Transit,Full Reporter,Urban,Equipment - Percent of service vehicles that have met or exceeded their useful life benchmark,Trucks and other Rubber Tire Vehicles,60.0,28.6
,18,Ben Franklin Transit,Full Reporter,Urban,Facility - Percent of facilities rated below 3 on the condition scale,Administrative  / Maintenance Facilities,0.0,0.0
,18,Ben Franklin Transit,Full Reporter,Urban,Facility - Percent of facilities rated below 3 on the condition scale,Passenger / Parking Facilities,12.5,0.0
,18,Ben Franklin Transit,Full Reporter,Urban,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,BU - Bus,25.0,0.0
,18,Ben Franklin Transit,Full Reporter,Urban,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,CU - Cutaway,30.0,23.2
,18,Ben Franklin Transit,Full Reporter,Urban,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,MV - Minivan,50.0,51.9
,18,Ben Franklin Transit,Full Reporter,Urban,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,VN - Van,50.0,51.67
,19,Intercity Transit,Full Reporter,Urban,Equipment - Percent of service vehicles that have met or exceeded their useful life benchmark,Automobiles,60.0,60.0
,19,Intercity Transit,Full Reporter,Urban,Equipment - Percent of service vehicles that have met or exceeded their useful life benchmark,Trucks and other Rubber Tire Vehicles,40.0,35.0
,19,Intercity Transit,Full Reporter,Urban,Facility - Percent of facilities rated below 3 on the condition scale,Administrative  / Maintenance Facilities,33.0,25.0
,19,Intercity Transit,Full Reporter,Urban,Facility - Percent of facilities rated below 3 on the condition scale,Passenger / Parking Facilities,0.0,0.0
,19,Intercity Transit,Full Reporter,Urban,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,BU - Bus,6.98,5.88
,19,Intercity Transit,Full Reporter,Urban,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,CU - Cutaway,52.0,0.0
,19,Intercity Transit,Full Reporter,Urban,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,MV - Minivan,70.0,55.0
,19,Intercity Transit,Full Reporter,Urban,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,VN - Van,100.0,100.0
,20,Kitsap County Public Transportation Benefit Area Authority,Full Reporter,Urban,Equipment - Percent of service vehicles that have met or exceeded their useful life benchmark,Automobiles,100.0,100.0
,20,Kitsap County Public Transportation Benefit Area Authority,Full Reporter,Urban,Equipment - Percent of service vehicles that have met or exceeded their useful life benchmark,Trucks and other Rubber Tire Vehicles,33.8,34.0
,20,Kitsap County Public Transportation Benefit Area Authority,Full Reporter,Urban,Facility - Percent of facilities rated below 3 on the condition scale,Administrative  / Maintenance Facilities,16.67,0.0
,20,Kitsap County Public Transportation Benefit Area Authority,Full Reporter,Urban,Facility - Percent of facilities rated below 3 on the condition scale,Passenger / Parking Facilities,0.0,0.0
,20,Kitsap County Public Transportation Benefit Area Authority,Full Reporter,Urban,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,BR - Over-the-road Bus,81.0,81.0
,20,Kitsap County Public Transportation Benefit Area Authority,Full Reporter,Urban,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,BU - Bus,39.55,34.0
,20,Kitsap County Public Transportation Benefit Area Authority,Full Reporter,Urban,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,CU - Cutaway,23.0,0.0
,20,Kitsap County Public Transportation Benefit Area Authority,Full Reporter,Urban,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,FB - Ferryboat,22.2,0.0
,20,Kitsap County Public Transportation Benefit Area Authority,Full Reporter,Urban,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,VN - Van,82.0,57.1
,21,Whatcom Transportation Authority,Full Reporter,Urban,Equipment - Percent of service vehicles that have met or exceeded their useful life benchmark,Automobiles,17.0,17.0
,21,Whatcom Transportation Authority,Full Reporter,Urban,Equipment - Percent of service vehicles that have met or exceeded their useful life benchmark,Trucks and other Rubber Tire Vehicles,20.0,30.0
,21,Whatcom Transportation Authority,Full Reporter,Urban,Facility - Percent of facilities rated below 3 on the condition scale,Administrative  / Maintenance Facilities,0.0,0.0
,21,Whatcom Transportation Authority,Full Reporter,Urban,Facility - Percent of facilities rated below 3 on the condition scale,Passenger / Parking Facilities,25.0,25.0
,21,Whatcom Transportation Authority,Full Reporter,Urban,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,BU - Bus,20.0,20.0
,21,Whatcom Transportation Authority,Full Reporter,Urban,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,CU - Cutaway,20.0,20.0
,21,Whatcom Transportation Authority,Full Reporter,Urban,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,VN - Van,50.0,50.0
,23,City of Seattle,Full Reporter,Urban,Equipment - Percent of service vehicles that have met or exceeded their useful life benchmark,Trucks and other Rubber Tire Vehicles,0.0,0.0
,23,City of Seattle,Full Reporter,Urban,Facility - Percent of facilities rated below 3 on the condition scale,Administrative  / Maintenance Facilities,25.0,25.0
,23,City of Seattle,Full Reporter,Urban,Facility - Percent of facilities rated below 3 on the condition scale,Passenger / Parking Facilities,0.0,0.0
,23,City of Seattle,Full Reporter,Urban,Infrastructure - Percent of track segments with performance restrictions,MG - Monorail/Automated Guideway,50.0,50.0
,23,City of Seattle,Full Reporter,Urban,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,MO - Monorail Vehicle,0.0,0.0
,24,Clark County Public Transportation Benefit Area Authority,Full Reporter,Urban,Equipment - Percent of service vehicles that have met or exceeded their useful life benchmark,Automobiles,33.0,33.33
,24,Clark County Public Transportation Benefit Area Authority,Full Reporter,Urban,Equipment - Percent of service vehicles that have met or exceeded their useful life benchmark,Trucks and other Rubber Tire Vehicles,5.0,39.22
,24,Clark County Public Transportation Benefit Area Authority,Full Reporter,Urban,Facility - Percent of facilities rated below 3 on the condition scale,Administrative  / Maintenance Facilities,0.0,0.0
,24,Clark County Public Transportation Benefit Area Authority,Full Reporter,Urban,Facility - Percent of facilities rated below 3 on the condition scale,Passenger / Parking Facilities,0.0,0.0
,24,Clark County Public Transportation Benefit Area Authority,Full Reporter,Urban,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,AB - Articulated Bus,0.0,0.0
,24,Clark County Public Transportation Benefit Area Authority,Full Reporter,Urban,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,BU - Bus,0.0,6.0
,24,Clark County Public Transportation Benefit Area Authority,Full Reporter,Urban,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,CU - Cutaway,16.0,24.0
,24,Clark County Public Transportation Benefit Area Authority,Full Reporter,Urban,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,MV - Minivan,43.0,33.0
,24,Clark County Public Transportation Benefit Area Authority,Full Reporter,Urban,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,VN - Van,26.0,27.33
,25,Salem Area Mass Transit District,Full Reporter,Urban,Equipment - Percent of service vehicles that have met or exceeded their useful life benchmark,Automobiles,10.0,10.0
,25,Salem Area Mass Transit District,Full Reporter,Urban,Equipment - Percent of service vehicles that have met or exceeded their useful life benchmark,Trucks and other Rubber Tire Vehicles,10.0,10.0
,25,Salem Area Mass Transit District,Full Reporter,Urban,Facility - Percent of facilities rated below 3 on the condition scale,Administrative  / Maintenance Facilities,0.0,0.0
,25,Salem Area Mass Transit District,Full Reporter,Urban,Facility - Percent of facilities rated below 3 on the condition scale,Passenger / Parking Facilities,0.0,0.0
,25,Salem Area Mass Transit District,Full Reporter,Urban,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,BU - Bus,10.0,10.0
,25,Salem Area Mass Transit District,Full Reporter,Urban,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,CU - Cutaway,10.0,10.0
,25,Salem Area Mass Transit District,Full Reporter,Urban,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,VN - Van,10.0,10.0
,28,County of Pierce,Full Reporter,Urban,Facility - Percent of facilities rated below 3 on the condition scale,Passenger / Parking Facilities,0.0,0.0
,28,County of Pierce,Full Reporter,Urban,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,FB - Ferryboat,0.0,0.0
,29,Snohomish County Public Transportation Benefit Area Corporation,Full Reporter,Urban,Equipment - Percent of service vehicles that have met or exceeded their useful life benchmark,Automobiles,20.0,0.0
,29,Snohomish County Public Transportation Benefit Area Corporation,Full Reporter,Urban,Equipment - Percent of service vehicles that have met or exceeded their useful life benchmark,Trucks and other Rubber Tire Vehicles,20.0,20.0
,29,Snohomish County Public Transportation Benefit Area Corporation,Full Reporter,Urban,Facility - Percent of facilities rated below 3 on the condition scale,Administrative  / Maintenance Facilities,0.0,0.0
,29,Snohomish County Public Transportation Benefit Area Corporation,Full Reporter,Urban,Facility - Percent of facilities rated below 3 on the condition scale,Passenger / Parking Facilities,1.14,1.14
,29,Snohomish County Public Transportation Benefit Area Corporation,Full Reporter,Urban,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,AB - Articulated Bus,20.0,20.0
,29,Snohomish County Public Transportation Benefit Area Corporation,Full Reporter,Urban,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,BU - Bus,20.0,20.0
,29,Snohomish County Public Transportation Benefit Area Corporation,Full Reporter,Urban,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,CU - Cutaway,20.0,20.0
,29,Snohomish County Public Transportation Benefit Area Corporation,Full Reporter,Urban,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,DB - Double Decker Bus,20.0,20.0
,29,Snohomish County Public Transportation Benefit Area Corporation,Full Reporter,Urban,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,VN - Van,20.0,20.0
,30,Chickaloon Native Village,Reduced Reporter,Tribe,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,CU - Cutaway,100.0,100.0
,30,Chickaloon Native Village,Reduced Reporter,Tribe,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,MV - Minivan,100.0,100.0
,30,Chickaloon Native Village,Reduced Reporter,Tribe,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,SV - Sports Utility Vehicle,100.0,100.0
,30,Chickaloon Native Village,Reduced Reporter,Tribe,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,VN - Van,25.0,0.0
,31,Shoshone-Bannock Tribes ,Reduced Reporter,Tribe,Facility - Percent of facilities rated below 3 on the condition scale,Administrative  / Maintenance Facilities,0.0,0.0
,31,Shoshone-Bannock Tribes ,Reduced Reporter,Tribe,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,CU - Cutaway,0.0,80.0
,31,Shoshone-Bannock Tribes ,Reduced Reporter,Tribe,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,MV - Minivan,0.0,80.0
,33,Senior Services of Snohomish County,Reduced Reporter,Urban,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,BU - Bus,0.0,0.0
,33,Senior Services of Snohomish County,Reduced Reporter,Urban,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,CU - Cutaway,80.0,100.0
,33,Senior Services of Snohomish County,Reduced Reporter,Urban,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,MV - Minivan,75.0,50.0
,33,Senior Services of Snohomish County,Reduced Reporter,Urban,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,VN - Van,0.0,0.0
,35,Washington State Ferries,Full Reporter,Urban,Facility - Percent of facilities rated below 3 on the condition scale,Administrative  / Maintenance Facilities,0.0,0.0
,35,Washington State Ferries,Full Reporter,Urban,Facility - Percent of facilities rated below 3 on the condition scale,Passenger / Parking Facilities,0.0,0.0
,35,Washington State Ferries,Full Reporter,Urban,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,FB - Ferryboat,4.76,4.76
,36,Makah Tribal Council,Reduced Reporter,Tribe,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,CU - Cutaway,0.0,0.0
,40,Central Puget Sound Regional Transit Authority,Full Reporter,Urban,Equipment - Percent of service vehicles that have met or exceeded their useful life benchmark,Automobiles,37.0,34.0
,40,Central Puget Sound Regional Transit Authority,Full Reporter,Urban,Equipment - Percent of service vehicles that have met or exceeded their useful life benchmark,Steel Wheel Vehicles,0.0,0.0
,40,Central Puget Sound Regional Transit Authority,Full Reporter,Urban,Equipment - Percent of service vehicles that have met or exceeded their useful life benchmark,Trucks and other Rubber Tire Vehicles,6.0,6.0
,40,Central Puget Sound Regional Transit Authority,Full Reporter,Urban,Facility - Percent of facilities rated below 3 on the condition scale,Administrative  / Maintenance Facilities,10.0,11.0
,40,Central Puget Sound Regional Transit Authority,Full Reporter,Urban,Facility - Percent of facilities rated below 3 on the condition scale,Passenger / Parking Facilities,10.0,10.0
,40,Central Puget Sound Regional Transit Authority,Full Reporter,Urban,Infrastructure - Percent of track segments with performance restrictions,CR - Commuter Rail,2.0,2.0
,40,Central Puget Sound Regional Transit Authority,Full Reporter,Urban,Infrastructure - Percent of track segments with performance restrictions,LR - Light Rail,6.0,3.0
,40,Central Puget Sound Regional Transit Authority,Full Reporter,Urban,Infrastructure - Percent of track segments with performance restrictions,SR - Street Car Rail,2.0,2.0
,40,Central Puget Sound Regional Transit Authority,Full Reporter,Urban,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,AB - Articulated Bus,2.0,28.0
,40,Central Puget Sound Regional Transit Authority,Full Reporter,Urban,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,BR - Over-the-road Bus,0.0,0.0
,40,Central Puget Sound Regional Transit Authority,Full Reporter,Urban,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,BU - Bus,29.0,29.0
