State/Parent NTD ID,NTD ID,Agency Name,Reporter Type,Reporting Module,Mode,TOS,Expense Type,Passenger Paid Fares,Organization Paid Fares,Total Fares
,59,Josephine County,Reduced Reporter,Urban,MB,DO,Funds Expended on Operations,42579.0,,42579
,60,The Tulalip Tribes of Washington,Reduced Reporter,Tribe,MB,DO,Funds Expended on Capital,0.0,0.0,0
,60,The Tulalip Tribes of Washington,Reduced Reporter,Tribe,MB,DO,Funds Expended on Operations,0.0,0.0,0
,61,City of Albany,Reduced Reporter,Urban,DR,DO,Funds Expended on Capital,0.0,0.0,0
,61,City of Albany,Reduced Reporter,Urban,DR,DO,Funds Expended on Operations,0.0,0.0,0
,61,City of Albany,Reduced Reporter,Urban,MB,DO,Funds Expended on Capital,0.0,0.0,0
,61,City of Albany,Reduced Reporter,Urban,MB,DO,Funds Expended on Operations,0.0,0.0,0
0R02,63,City of Milton-Freewater,Rural Reporter,Rural,DR,TX,Funds Expended on Capital,,,0
0R02,63,City of Milton-Freewater,Rural Reporter,Rural,DR,TX,Funds Expended on Operations,2462.0,0.0,2462
0R02,63,City of Milton-Freewater,Rural Reporter,Rural,MB,PT,Funds Expended on Capital,,,0
0R02,63,City of Milton-Freewater,Rural Reporter,Rural,MB,PT,Funds Expended on Operations,0.0,0.0,0
,64,Valley Transit,Reduced Reporter,Urban,DR,DO,Funds Expended on Capital,,,0
,64,Valley Transit,Reduced Reporter,Urban,DR,DO,Funds Expended on Operations,5148.0,,5148
,64,Valley Transit,Reduced Reporter,Urban,MB,DO,Funds Expended on Capital,,,0
,64,Valley Transit,Reduced Reporter,Urban,MB,DO,Funds Expended on Operations,0.0,,0
,64,Valley Transit,Reduced Reporter,Urban,VP,DO,Funds Expended on Capital,,,0
,64,Valley Transit,Reduced Reporter,Urban,VP,DO,Funds Expended on Operations,54879.0,,54879
,65,Benton County,Reduced Reporter,Urban,CB,PT,Funds Expended on Capital,0.0,0.0,0
,65,Benton County,Reduced Reporter,Urban,CB,PT,Funds Expended on Operations,33294.0,0.0,33294
,65,Benton County,Reduced Reporter,Urban,DR,PT,Funds Expended on Capital,0.0,0.0,0
,65,Benton County,Reduced Reporter,Urban,DR,PT,Funds Expended on Operations,0.0,0.0,0
,85,Gulkana Village Council,Reduced Reporter,Tribe,DR,DO,Funds Expended on Capital,,,0
,85,Gulkana Village Council,Reduced Reporter,Tribe,DR,DO,Funds Expended on Operations,5916.0,0.0,5916
,85,Gulkana Village Council,Reduced Reporter,Tribe,MB,DO,Funds Expended on Capital,,,0
,85,Gulkana Village Council,Reduced Reporter,Tribe,MB,DO,Funds Expended on Operations,53545.0,6726.0,60271
,95,Lummi Nation,Reduced Reporter,Tribe,MB,DO,Funds Expended on Capital,0.0,0.0,0
,95,Lummi Nation,Reduced Reporter,Tribe,MB,DO,Funds Expended on Operations,0.0,0.0,0
,103,Squaxin Island Tribe,Reduced Reporter,Tribe,DR,DO,Funds Expended on Capital,0.0,0.0,0
,103,Squaxin Island Tribe,Reduced Reporter,Tribe,DR,DO,Funds Expended on Operations,0.0,0.0,0
,103,Squaxin Island Tribe,Reduced Reporter,Tribe,MB,DO,Funds Expended on Capital,0.0,0.0,0
,103,Squaxin Island Tribe,Reduced Reporter,Tribe,MB,DO,Funds Expended on Operations,0.0,0.0,0
,111,Confederated Tribes and Bands of The Yakama Nation,Reduced Reporter,Tribe,DR,DO,Funds Expended on Capital,0.0,0.0,0
,111,Confederated Tribes and Bands of The Yakama Nation,Reduced Reporter,Tribe,DR,DO,Funds Expended on Operations,0.0,0.0,0
,111,Confederated Tribes and Bands of The Yakama Nation,Reduced Reporter,Tribe,MB,DO,Funds Expended on Capital,0.0,0.0,0
,111,Confederated Tribes and Bands of The Yakama Nation,Reduced Reporter,Tribe,MB,DO,Funds Expended on Operations,0.0,0.0,0
,119,Confederated Tribes of the Umatilla Indian Reservation,Reduced Reporter,Tribe,CB,DO,Funds Expended on Capital,0.0,0.0,0
,119,Confederated Tribes of the Umatilla Indian Reservation,Reduced Reporter,Tribe,CB,DO,Funds Expended on Operations,0.0,0.0,0
,119,Confederated Tribes of the Umatilla Indian Reservation,Reduced Reporter,Tribe,MB,DO,Funds Expended on Capital,0.0,0.0,0
,119,Confederated Tribes of the Umatilla Indian Reservation,Reduced Reporter,Tribe,MB,DO,Funds Expended on Operations,0.0,0.0,0
,127,Cowlitz Indian Tribe,Reduced Reporter,Tribe,DR,DO,Funds Expended on Capital,0.0,0.0,0
,127,Cowlitz Indian Tribe,Reduced Reporter,Tribe,DR,DO,Funds Expended on Operations,2869.0,0.0,2869
,135,Nez Perce Tribe,Reduced Reporter,Tribe,DR,DO,Funds Expended on Capital,0.0,0.0,0
,135,Nez Perce Tribe,Reduced Reporter,Tribe,DR,DO,Funds Expended on Operations,0.0,490.0,490
,135,Nez Perce Tribe,Reduced Reporter,Tribe,MB,DO,Funds Expended on Capital,0.0,0.0,0
,135,Nez Perce Tribe,Reduced Reporter,Tribe,MB,DO,Funds Expended on Operations,1713.0,5559.0,7272
,143,Asa'carsarmiut Tribe,Reduced Reporter,Tribe,DR,DO,Funds Expended on Capital,0.0,0.0,0
,143,Asa'carsarmiut Tribe,Reduced Reporter,Tribe,DR,DO,Funds Expended on Operations,535.0,0.0,535
,199,Seldovia Village Tribe,Reduced Reporter,Tribe,FB,DO,Funds Expended on Capital,,,0
,199,Seldovia Village Tribe,Reduced Reporter,Tribe,FB,DO,Funds Expended on Operations,458512.0,59605.0,518117
,207,Spokane Tribe of Indians,Reduced Reporter,Tribe,DR,DO,Funds Expended on Capital,,,0
,207,Spokane Tribe of Indians,Reduced Reporter,Tribe,DR,DO,Funds Expended on Operations,,,0
,207,Spokane Tribe of Indians,Reduced Reporter,Tribe,MB,DO,Funds Expended on Capital,,,0
,207,Spokane Tribe of Indians,Reduced Reporter,Tribe,MB,DO,Funds Expended on Operations,,,0
,207,Spokane Tribe of Indians,Reduced Reporter,Tribe,VP,DO,Funds Expended on Capital,,,0
,207,Spokane Tribe of Indians,Reduced Reporter,Tribe,VP,DO,Funds Expended on Operations,16605.0,,16605
,239,Ketchikan Indian Community,Reduced Reporter,Tribe,DR,DO,Funds Expended on Capital,0.0,0.0,0
,239,Ketchikan Indian Community,Reduced Reporter,Tribe,DR,DO,Funds Expended on Operations,0.0,0.0,0
,279,Hydaburg Cooperative Association,Reduced Reporter,Tribe,DR,DO,Funds Expended on Capital,0.0,,0
,279,Hydaburg Cooperative Association,Reduced Reporter,Tribe,DR,DO,Funds Expended on Operations,2550.0,0.0,2550
0R03,282,Garfield County Transportation Program,Rural Reporter,Rural,DR,DO,Funds Expended on Capital,,,0
0R03,282,Garfield County Transportation Program,Rural Reporter,Rural,DR,DO,Funds Expended on Operations,3432.0,1781.0,5213
0R03,285,Thurston Regional Planning Council,Rural Reporter,Rural,MB,PT,Funds Expended on Capital,,,0
0R03,285,Thurston Regional Planning Council,Rural Reporter,Rural,MB,PT,Funds Expended on Operations,,,0
0R03,286,Rural Resources Community Action,Rural Reporter,Rural,CB,DO,Funds Expended on Capital,,,0
0R03,286,Rural Resources Community Action,Rural Reporter,Rural,CB,DO,Funds Expended on Operations,1568.0,,1568
0R03,286,Rural Resources Community Action,Rural Reporter,Rural,DR,DO,Funds Expended on Capital,,,0
0R03,286,Rural Resources Community Action,Rural Reporter,Rural,DR,DO,Funds Expended on Operations,3631.0,,3631
0R03,287,People for People Moses Lake,Rural Reporter,Rural,DR,DO,Funds Expended on Capital,0.0,0.0,0
0R03,287,People for People Moses Lake,Rural Reporter,Rural,DR,DO,Funds Expended on Operations,1077.0,0.0,1077
0R03,287,People for People Moses Lake,Rural Reporter,Rural,MB,DO,Funds Expended on Capital,0.0,0.0,0
0R03,287,People for People Moses Lake,Rural Reporter,Rural,MB,DO,Funds Expended on Operations,507.0,0.0,507
0R02,290,City of Cottage Grove,Rural Reporter,Rural,CB,DO,Funds Expended on Capital,0.0,0.0,0
0R02,290,City of Cottage Grove,Rural Reporter,Rural,CB,DO,Funds Expended on Operations,2446.0,0.0,2446
0R02,290,City of Cottage Grove,Rural Reporter,Rural,DR,PT,Funds Expended on Capital,0.0,0.0,0
0R02,290,City of Cottage Grove,Rural Reporter,Rural,DR,PT,Funds Expended on Operations,43496.0,6430.0,49926
0R03,294,City of Pullman,Rural Reporter,Rural,DR,DO,Funds Expended on Capital,,,0
0R03,294,City of Pullman,Rural Reporter,Rural,DR,DO,Funds Expended on Operations,6557.0,0.0,6557
0R03,294,City of Pullman,Rural Reporter,Rural,MB,DO,Funds Expended on Capital,,,0
0R03,294,City of Pullman,Rural Reporter,Rural,MB,DO,Funds Expended on Operations,33099.0,1828501.0,1861600
0R02,296,Tillamook County Transportation District,Rural Reporter,Rural,CB,DO,Funds Expended on Capital,0.0,0.0,0
0R02,296,Tillamook County Transportation District,Rural Reporter,Rural,CB,DO,Funds Expended on Operations,94751.0,6339.0,101090
0R02,296,Tillamook County Transportation District,Rural Reporter,Rural,DR,DO,Funds Expended on Capital,0.0,0.0,0
0R02,296,Tillamook County Transportation District,Rural Reporter,Rural,DR,DO,Funds Expended on Operations,41737.0,447879.0,489616
0R02,296,Tillamook County Transportation District,Rural Reporter,Rural,MB,DO,Funds Expended on Capital,0.0,0.0,0
0R02,296,Tillamook County Transportation District,Rural Reporter,Rural,MB,DO,Funds Expended on Operations,71375.0,0.0,71375
,297,People for People Yakima,Reduced Reporter,Urban,CB,DO,Funds Expended on Capital,0.0,0.0,0
,297,People for People Yakima,Reduced Reporter,Urban,CB,DO,Funds Expended on Operations,195.0,0.0,195
,297,People for People Yakima,Reduced Reporter,Urban,DR,DO,Funds Expended on Capital,0.0,0.0,0
,297,People for People Yakima,Reduced Reporter,Urban,DR,DO,Funds Expended on Operations,705.0,0.0,705
,297,People for People Yakima,Reduced Reporter,Urban,MB,DO,Funds Expended on Capital,0.0,0.0,0
,297,People for People Yakima,Reduced Reporter,Urban,MB,DO,Funds Expended on Operations,0.0,0.0,0
0R03,298,Island Transit,Rural Reporter,Rural,DR,DO,Funds Expended on Capital,0.0,0.0,0
0R03,298,Island Transit,Rural Reporter,Rural,DR,DO,Funds Expended on Operations,0.0,0.0,0
0R03,298,Island Transit,Rural Reporter,Rural,MB,DO,Funds Expended on Capital,0.0,0.0,0
0R03,298,Island Transit,Rural Reporter,Rural,MB,DO,Funds Expended on Operations,0.0,0.0,0
0R03,298,Island Transit,Rural Reporter,Rural,VP,DO,Funds Expended on Capital,0.0,0.0,0
