NTD ID,Agency Name,Reporter Type,Reporting Module,Mode,TOS,Full Time Operator (Vehicle Operations) Hours Worked,Full Time Non-Operator (Vehicle Operations) Hours Worked,Total Full Time (Vehicle Operations) Hours Worked,Full Time Operator (Vehicle Maintenance) Hours Worked,Full Time Non-Operator (Vehicle Maintenance) Hours Worked,Total Full Time (Vehicle Maintenance) Hours Worked,Full Time Operator (Facility Maintenance) Hours Worked,Full Time Non-Operator (Facility Maintenance) Hours Worked,Total Full Time (Facility Maintenance) Hours Worked,Full Time Operator (General Administration) Hours Worked,Full Time Non-Operator (General Administration) Hours Worked,Total Full Time (General Administration) Hours Worked,Total Full Time Operator (Operating Labor) Hours Worked,Total Full Time Non-Operator (Operating Labor) Hours Worked,Total Full Time (Operating Labor) Hours Worked,Full Time Operator (Capital Labor) Hours Worked,Full Time Non-Operator (Capital Labor) Hours Worked,Total Full Time (Capital Labor) Hours Worked,Total Full Time Operator Hours Worked,Total Full Time Non-Operator Hours Worked,Total Full Time Hours Worked,Full Time Operator (Vehicle Operations) Employee Count,Full Time Non-Operator (Vehicle Operations) Employee Count,Total Full Time (Vehicle Operations) Employee Count,Full Time Operator (Vehicle Maintenance) Employee Count,Full Time Non-Operator (Vehicle Maintenance) Employee Count,Total Full Time (Vehicle Maintenance) Employee Count,Full Time Operator (Facility Maintenance) Employee Count,Full Time Non-Operator (Facility Maintenance) Employee Count,Total Full Time (Facility Maintenance) Employee Count,Full Time Operator (General Administration) Employee Count,Full Time Non-Operator (General Administration) Employee Count,Total Full Time (General Administration) Employee Count,Total Full Time Operator (Operations) Employee Count,Total Full Time Non-Operator (Operations) Employee Count,Total Full Time (Operations) Employee Count,Full Time Operator (Capital Labor) Employee Count,Full Time Non-Operator (Capital Labor) Employee Count,Total Full Time (Capital Labor) Employee Count,Total Full Time Operator Employee Count,Total Full Time Non-Operator Employee Count,Total Full Time Employee Count,Part Time Operator (Vehicle Operations) Hours Worked,Part Time Non-Operator (Vehicle Operations) Hours Worked,Total Part Time (Vehicle Operations) Hours Worked,Part Time Operator (Vehicle Maintenance) Hours Worked,Part Time Non-Operator (Vehicle Maintenance) Hours Worked,Total Part Time (Vehicle Maintenance) Hours Worked,Part Time Operator (Facility Maintenance) Hours Worked,Part Time Non-Operator (Facility Maintenance) Hours Worked,Total Part Time (Facility Maintenance) Hours Worked,Part Time Operator (General Administration) Hours Worked,Part Time Non-Operator (General Administration) Hours Worked,Total Part Time (General Administration) Hours Worked,Total Part Time Operator (Operating Labor) Hours Worked,Total Part Time Non-Operator (Operating Labor) Hours Worked,Total Part Time (Operating Labor) Hours Worked,Part Time Operator (Capital Labor) Hours Worked,Part Time Non-Operator (Capital Labor) Hours Worked,Total Part Time (Capital Labor) Hours Worked,Total Part Time Operator Hours Worked,Total Part Time Non-Operator Hours Worked,Total Part Time Hours Worked,Part Time Operator (Vehicle Operations) Employee Count,Part Time Non-Operator (Vehicle Operations) Employee Count,Total Part Time (Vehicle Operations) Employee Count,Part Time Operator (Vehicle Maintenance) Employee Count,Part Time Non-Operator (Vehicle Maintenance) Employee Count,Total Part Time (Vehicle Maintenance) Employee Count,Part Time Operator (Facility Maintenance) Employee Count,Part Time Non-Operator (Facility Maintenance) Employee Count,Total Part Time (Facility Maintenance) Employee Count,Part Time Operator (General Administration) Employee Count,Part Time Non-Operator (General Administration) Employee Count,Total Part Time (General Administration) Employee Count,Total Part Time Operator (Operations) Employee Count,Total Part Time Non-Operator (Operations) Employee Count,Total Part Time (Operations) Employee Count,Part Time Operator (Capital Labor) Employee Count,Part Time Non-Operator (Capital Labor) Employee Count,Total Part Time (Capital Labor) Employee Count,Total Part Time Operator Employee Count,Total Part Time Non-Operator Employee Count,Total Part Time Employee Count
5,City of Everett,Full Reporter,Urban,DR,DO,38041,20044,58085,0,6929,6929,0,3106,3106,125,14208,14333,38166,44287,82453,0,0,0,38166,44287,82453,25.0,10.0,35.0,0.0,4.2,4.2,0.0,1.5,1.5,0.0,7.6,7.6,25.0,23.3,48.3,0.0,0.0,0.0,25.0,23.3,48.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
5,City of Everett,Full Reporter,Urban,MB,DO,120955,23515,144470,0,21948,21948,0,10537,10537,121,39813,39934,121076,95813,216889,0,0,0,121076,95813,216889,69.0,14.0,83.0,0.0,13.4,13.4,0.0,5.5,5.5,0.0,21.4,21.4,69.0,54.3,123.3,0.0,0.0,0.0,69.0,54.3,123.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
6,City of Yakima,Full Reporter,Urban,MB,DO,55531,16405,71936,0,6504,6504,0,0,0,0,11233,11233,55531,34142,89673,0,0,0,55531,34142,89673,27.0,7.0,34.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,10.0,10.0,27.0,20.0,47.0,0.0,0.0,0.0,27.0,20.0,47.0,16748,0,16748,0,3820,3820,0,0,0,0,0,0,16748,3820,20568,0,0,0,16748,3820,20568,19.0,0.0,19.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,3.0,22.0,0,0.0,0.0,19.0,3.0,22.0
7,Lane Transit District,Full Reporter,Urban,MB,DO,229766,53875,283641,0,56694,56694,0,14988,14988,0,67771,67771,229766,193328,423094,0,3671,3671,229766,196999,426765,120.13,28.01,148.14,0.0,31.67,31.67,0.0,8.19,8.19,0.0,38.47,38.47,120.13,106.34,226.47,0.0,1.99,1.99,120.13,108.33,228.46,0,0,0,0,0,0,0,0,0,0,79,79,0,79,79,0,0,0,0,79,79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.47,1.47,0.0,1.47,1.47,0,0.0,0.0,0.0,1.47,1.47
7,Lane Transit District,Full Reporter,Urban,RB,DO,82000,19227,101227,0,20233,20233,0,5349,5349,0,24186,24186,82000,68995,150995,0,1310,1310,82000,70305,152305,42.87,9.99,52.86,0.0,11.3,11.3,0.0,2.92,2.92,0.0,13.73,13.73,42.87,37.94,80.81,0.0,0.71,0.71,42.87,38.65,81.52,0,0,0,0,0,0,0,0,0,0,28,28,0,28,28,0,0,0,0,28,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.53,0.0,0.53,0.53,0,0.0,0.0,0.0,0.53,0.53
8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,LR,DO,340810,255458,596268,0,413998,413998,0,372544,372544,0,230945,230945,340810,1272945,1613755,0,61291,61291,340810,1334236,1675046,191.0,137.0,328.0,0.0,242.0,242.0,0.0,194.0,194.0,0.0,138.0,138.0,191.0,711.0,902.0,0.0,34.0,34.0,191.0,745.0,936.0,0,0,0,0,0,0,0,0,0,0,4377,4377,0,4377,4377,0,0,0,0,4377,4377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,5.0,5.0,0,0.0,0.0,0.0,5.0,5.0
8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,MB,DO,1916367,346922,2263289,0,519166,519166,0,75849,75849,0,413914,413914,1916367,1355851,3272218,0,48991,48991,1916367,1404842,3321209,1021.0,189.0,1210.0,0.0,292.0,292.0,0.0,46.0,46.0,0.0,246.0,246.0,1021.0,773.0,1794.0,0.0,27.5,27.5,1021.0,800.5,1821.5,281975,0,281975,0,0,0,0,0,0,0,7845,7845,281975,7845,289820,0,0,0,281975,7845,289820,213.0,0.0,213.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,213.0,7.0,220.0,0,0.0,0.0,213.0,7.0,220.0
11,Valley Regional Transit,Full Reporter,Urban,DR,DO,0,0,0,0,103,103,0,0,0,0,1510,1510,0,1613,1613,0,0,0,0,1613,1613,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.0,0.0,0.0,0.75,0.75,0.0,0.8,0.8,0.0,0.0,0.0,0.0,0.8,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
12,Municipality of Anchorage,Full Reporter,Urban,MB,DO,222584,25743,248327,0,59490,59490,0,24793,24793,0,56910,56910,222584,166936,389520,0,1004,1004,222584,167940,390524,118.0,14.0,132.0,0.0,35.5,35.5,0.0,13.0,13.0,0.0,37.0,37.0,118.0,99.5,217.5,0.0,0.5,0.5,118.0,100.0,218.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
16,City of Longview,Full Reporter,Urban,CB,DO,564,51,615,0,0,0,0,52,52,0,87,87,564,190,754,0,0,0,564,190,754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
16,City of Longview,Full Reporter,Urban,MB,DO,38019,5682,43701,0,0,0,0,2554,2554,0,6723,6723,38019,14959,52978,0,0,0,38019,14959,52978,26.0,3.0,29.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,4.0,26.0,8.0,34.0,0.0,0.0,0.0,26.0,8.0,34.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
18,Ben Franklin Transit,Full Reporter,Urban,DR,DO,136722,50888,187610,0,23181,23181,0,3951,3951,0,33495,33495,136722,111515,248237,0,0,0,136722,111515,248237,59.0,18.0,77.0,0.0,9.81,9.81,0.0,1.9,1.9,0.0,11.37,11.37,59.0,41.08,100.08,0.0,0.0,0.0,59.0,41.08,100.08,21078,520,21598,0,1615,1615,0,28,28,0,3194,3194,21078,5357,26435,0,0,0,21078,5357,26435,20.0,1.0,21.0,0.0,2.84,2.84,0.0,0.12,0.12,0.0,3.47,3.47,20.0,7.43,27.43,0,0.0,0.0,20.0,7.43,27.43
18,Ben Franklin Transit,Full Reporter,Urban,MB,DO,293199,34330,327529,0,47261,47261,0,8014,8014,0,67944,67944,293199,157549,450748,0,0,0,293199,157549,450748,130.0,11.0,141.0,0.0,20.01,20.01,0.0,3.75,3.75,0.0,23.07,23.07,130.0,57.83,187.83,0.0,0.0,0.0,130.0,57.83,187.83,20355,0,20355,0,3292,3292,0,57,57,0,6479,6479,20355,9828,30183,0,0,0,20355,9828,30183,18.0,0.0,18.0,0.0,5.0,5.0,0.0,0.25,0.25,0.0,7.05,7.05,18.0,12.3,30.3,0,0.0,0.0,18.0,12.3,30.3
18,Ben Franklin Transit,Full Reporter,Urban,VP,DO,0,7988,7988,0,5140,5140,0,542,542,0,4591,4591,0,18261,18261,0,0,0,0,18261,18261,0.0,3.0,3.0,0.0,2.18,2.18,0.0,0.26,0.26,0.0,1.56,1.56,0.0,7.0,7.0,0.0,0.0,0.0,0.0,7.0,7.0,0,449,449,0,358,358,0,4,4,0,438,438,0,1249,1249,0,0,0,0,1249,1249,0.0,1.0,1.0,0.0,0.54,0.54,0.0,0.02,0.02,0.0,0.48,0.48,0.0,2.04,2.04,0,0.0,0.0,0.0,2.04,2.04
19,Intercity Transit,Full Reporter,Urban,CB,DO,15708,2482,18190,0,5060,5060,0,795,795,0,3371,3371,15708,11708,27416,0,0,0,15708,11708,27416,9.08,1.57,10.65,0.0,2.88,2.88,0.0,0.52,0.52,0.0,2.05,2.05,9.08,7.02,16.1,0.0,0.0,0.0,9.08,7.02,16.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
19,Intercity Transit,Full Reporter,Urban,DR,DO,145234,48505,193739,0,17711,17711,0,961,961,0,31629,31629,145234,98806,244040,0,0,0,145234,98806,244040,79.92,26.33,106.25,0.0,10.09,10.09,0.0,0.63,0.63,0.0,19.28,19.28,79.92,56.33,136.25,0.0,0.0,0.0,79.92,56.33,136.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
19,Intercity Transit,Full Reporter,Urban,MB,DO,309783,48950,358733,0,59872,59872,0,24171,24171,0,66489,66489,309783,199482,509265,0,0,0,309783,199482,509265,179.01,31.03,210.04,0.0,34.11,34.11,0.0,15.92,15.92,0.0,40.52,40.52,179.01,121.58,300.59,0.0,0.0,0.0,179.01,121.58,300.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
19,Intercity Transit,Full Reporter,Urban,VP,DO,0,10867,10867,0,9835,9835,0,1875,1875,0,1885,1885,0,24462,24462,0,0,0,0,24462,24462,0.0,6.07,6.07,0.0,5.6,5.6,0.0,1.23,1.23,0.0,1.15,1.15,0.0,14.05,14.05,0.0,0.0,0.0,0.0,14.05,14.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
20,Kitsap County Public Transportation Benefit Area Authority,Full Reporter,Urban,DR,DO,108191,54534,162725,0,14911,14911,0,12274,12274,0,31524,31524,108191,113243,221434,0,2425,2425,108191,115668,223859,87.0,32.0,119.0,0.0,9.64,9.64,0.0,7.68,7.68,0.0,18.42,18.42,87.0,67.74,154.74,0.0,1.59,1.59,87.0,69.33,156.33,12296,0,12296,0,0,0,0,559,559,0,946,946,12296,1505,13801,0,0,0,12296,1505,13801,13.0,0.0,13.0,0.0,0.0,0.0,0.0,0.38,0.38,0.0,1.15,1.15,13.0,1.53,14.53,0,0.0,0.0,13.0,1.53,14.53
20,Kitsap County Public Transportation Benefit Area Authority,Full Reporter,Urban,FB,DO,80868,0,80868,0,23788,23788,0,764,764,0,6272,6272,80868,30824,111692,0,2807,2807,80868,33631,114499,52.0,0.0,52.0,0.0,14.55,14.55,0.0,0.47,0.47,0.0,5.0,5.0,52.0,20.02,72.02,0.0,1.85,1.85,52.0,21.87,73.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
20,Kitsap County Public Transportation Benefit Area Authority,Full Reporter,Urban,MB,DO,185079,37396,222475,0,64000,64000,0,18945,18945,0,48646,48646,185079,168987,354066,0,3742,3742,185079,172729,357808,121.0,22.0,143.0,0.0,41.4,41.4,0.0,11.8,11.8,0.0,28.4,28.4,121.0,103.6,224.6,0.0,2.46,2.46,121.0,106.06,227.06,28568,1237,29805,0,0,0,0,862,862,0,1460,1460,28568,3559,32127,0,0,0,28568,3559,32127,67.0,2.0,69.0,0.0,0.0,0.0,0.0,0.59,0.59,0.0,1.78,1.78,67.0,4.37,71.37,0,0.0,0.0,67.0,4.37,71.37
20,Kitsap County Public Transportation Benefit Area Authority,Full Reporter,Urban,VP,DO,0,4858,4858,0,1491,1491,0,768,768,0,1973,1973,0,9090,9090,0,152,152,0,9242,9242,0.0,3.0,3.0,0.0,0.96,0.96,0.0,0.48,0.48,0.0,1.15,1.15,0.0,5.59,5.59,0.0,0.1,0.1,0.0,5.69,5.69,0,0,0,0,0,0,0,35,35,0,59,59,0,94,94,0,0,0,0,94,94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.07,0.07,0.0,0.09,0.09,0,0.0,0.0,0.0,0.09,0.09
21,Whatcom Transportation Authority,Full Reporter,Urban,DR,DO,99035,46563,145598,0,13444,13444,0,1885,1885,0,20685,20685,99035,82577,181612,0,0,0,99035,82577,181612,54.0,26.41,80.41,0.0,7.5,7.5,0.0,1.17,1.17,0.0,11.96,11.96,54.0,47.04,101.04,0.0,0.0,0.0,54.0,47.04,101.04,934,0,934,0,0,0,0,0,0,0,0,0,934,0,934,0,0,0,934,0,934,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0.0,0.0,1.0,0.0,1.0
