NTD ID,Agency Name,Reporter Type,Reporting Module,Mode,TOS, Bio-Diesel , Bunker Fuel , C Natural Gas , Diesel Fuel , Electric Battery , Electric Propulsion , Ethanol , Methonal , Gasoline , Hydrogen , Kerosene , Liquified Nat Gas , Liquified Petroleum Gas , Other Fuel ,Other Fuel Description
7,Lane Transit District,Full Reporter,Urban,DR,PT,,,,,,,,,94756,,,,,,
7,Lane Transit District,Full Reporter,Urban,MB,DO, -   ,,,441921,920696,,,,,,,,,,
7,Lane Transit District,Full Reporter,Urban,MB,PT, -   ,,,8382,,,,,5806,,,,,,
7,Lane Transit District,Full Reporter,Urban,RB,DO,212371,,, -   ,,,,,,,,,,,
7,Lane Transit District,Full Reporter,Urban,VP,PT,,,,,,,,,4744,,,,,,
8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,DR,PT,443005,,, -   ,,,,,,,,,,,
8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,LR,DO,,,,,,51428218,,,,,,,,,
8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,MB,DO, -   ,,, -   ,597269,,,,,,,,,4816970.0,RenewableDiesel
8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,YR,PT,,,,,,,,,,,,,,85729.0,RenewableDiesel
11,Valley Regional Transit,Full Reporter,Urban,DR,DO,,,,,,,,,3735,,,,,,
11,Valley Regional Transit,Full Reporter,Urban,DR,PT,,,45006,,,,,,17638,,,,,,
11,Valley Regional Transit,Full Reporter,Urban,MB,PT, -   ,,384903, -   ,375953,,,,,,,,,,
12,Municipality of Anchorage,Full Reporter,Urban,DR,PT,,,,,,,,,130655,,,,,,
12,Municipality of Anchorage,Full Reporter,Urban,MB,DO, -   ,,,562482,,,,,29582,,,,,,
12,Municipality of Anchorage,Full Reporter,Urban,VP,PT,,,,,,,,,94553,,,,,,
16,City of Longview,Full Reporter,Urban,CB,DO,,,,,,,,,880,,,,,,
16,City of Longview,Full Reporter,Urban,DR,PT, -   ,,, -   ,,,,,9665,,,,22719,,
16,City of Longview,Full Reporter,Urban,MB,DO,71768,,, -   ,,,,,3766,,,,,,
18,Ben Franklin Transit,Full Reporter,Urban,DR,DO,,,,,,,,,260236,,,,,,
18,Ben Franklin Transit,Full Reporter,Urban,DR,PT,,,,,,,,,71771,,,,,,
18,Ben Franklin Transit,Full Reporter,Urban,MB,DO, -   ,,,691401, -   ,,,,,,,,,,
18,Ben Franklin Transit,Full Reporter,Urban,VP,DO,,,,,,,,,116354,,,,,,
19,Intercity Transit,Full Reporter,Urban,CB,DO, -   ,,,47506,,,,,,,,,,,
19,Intercity Transit,Full Reporter,Urban,DR,DO, -   ,,,57720,,,,,23744,,,,75626,,
19,Intercity Transit,Full Reporter,Urban,MB,DO, -   ,,,556132,,,,,,,,,,,
19,Intercity Transit,Full Reporter,Urban,VP,DO,,,,,,,,,146336,,,,,,
20,Kitsap County Public Transportation Benefit Area Authority,Full Reporter,Urban,DR,DO,2098,,,19117,,,,,2892,,,,228158,,
20,Kitsap County Public Transportation Benefit Area Authority,Full Reporter,Urban,FB,DO, -   ,,,1422008,,,,,,,,,,,
20,Kitsap County Public Transportation Benefit Area Authority,Full Reporter,Urban,MB,DO,157870,,,331278,114159,,,,,,,,8232,,
20,Kitsap County Public Transportation Benefit Area Authority,Full Reporter,Urban,VP,DO,,,,,,,,,33931,,,,,,
21,Whatcom Transportation Authority,Full Reporter,Urban,DR,DO,,,,,,,,,91010,,,,107497,,
21,Whatcom Transportation Authority,Full Reporter,Urban,MB,DO, -   ,,,418590,132093,,,,,,,,,,
21,Whatcom Transportation Authority,Full Reporter,Urban,VP,DO,,,,,,,,,10131,,,,,,
23,City of Seattle,Full Reporter,Urban,MG,PT,,,,,,505636,,,,,,,,,
24,Clark County Public Transportation Benefit Area Authority,Full Reporter,Urban,DR,DO, -   ,,,167984,,,,,6189,,,,,,
24,Clark County Public Transportation Benefit Area Authority,Full Reporter,Urban,MB,DO, -   ,,,802468,202348,,,,,,,,,,
24,Clark County Public Transportation Benefit Area Authority,Full Reporter,Urban,VP,DO,,,,,,,,,10024,,,,,,
25,Salem Area Mass Transit District,Full Reporter,Urban,DR,PT,,,,,,,,,86646,,,,,,
25,Salem Area Mass Transit District,Full Reporter,Urban,MB,DO,240935,,364746, -   ,,,,,,,,,,,
25,Salem Area Mass Transit District,Full Reporter,Urban,MB,PT,56761,,, -   ,,,,,19941,,,,,,
25,Salem Area Mass Transit District,Full Reporter,Urban,VP,PT,,,,,,,,,28243,,,,,,
28,County of Pierce,Full Reporter,Urban,FB,PT, -   ,,,178238,,,,,,,,,,,
29,Snohomish County Public Transportation Benefit Area Corporation,Full Reporter,Urban,CB,DO,11595,,,220310,,,,,,,,,,,
29,Snohomish County Public Transportation Benefit Area Corporation,Full Reporter,Urban,CB,PT, -   ,,,375232,,,,,,,,,,,
29,Snohomish County Public Transportation Benefit Area Corporation,Full Reporter,Urban,DR,PT,,,,,1343,,,,200012,,,,4273,,
29,Snohomish County Public Transportation Benefit Area Corporation,Full Reporter,Urban,MB,DO,80345,,,1526558,,,,,,,,,,,
29,Snohomish County Public Transportation Benefit Area Corporation,Full Reporter,Urban,VP,DO,,,,,,,,,123886,,,,,,
34,Rogue Valley Transportation District,Full Reporter,Urban,DR,PT,,,,,,,,,38312,,,,,,
34,Rogue Valley Transportation District,Full Reporter,Urban,MB,DO, -   ,,249852,31697,,,,,,,,,,,
35,Washington State Ferries,Full Reporter,Urban,FB,DO,1320226,,,14012522,,,,,,,,,,,
40,Central Puget Sound Regional Transit Authority,Full Reporter,Urban,CB,DO,517602,,355175,1181640,,,,,,,,,,,
40,Central Puget Sound Regional Transit Authority,Full Reporter,Urban,CB,PT, -   ,,,621180,,,,,,,,,,,
40,Central Puget Sound Regional Transit Authority,Full Reporter,Urban,CR,PT, -   ,,,1227003,,,,,,,,,,,
40,Central Puget Sound Regional Transit Authority,Full Reporter,Urban,LR,DO,,,,,,40633197,,,,,,,,,
40,Central Puget Sound Regional Transit Authority,Full Reporter,Urban,SR,DO,,,,,,641116,,,,,,,,,
41,Alaska Railroad Corporation,Full Reporter,Urban,AR,DO, -   ,,,973495,,,,,,,,,,,
43,Chelan Douglas PTBA ,Full Reporter,Urban,DR,DO,,,,,3761,,,,54528,,,,,,
43,Chelan Douglas PTBA ,Full Reporter,Urban,DR,PT,,,,,,,,,886,,,,,,
43,Chelan Douglas PTBA ,Full Reporter,Urban,MB,DO, -   ,,,135184,1341349,,,,82298,,,,,,
43,Chelan Douglas PTBA ,Full Reporter,Urban,VP,DO,,,,,,,,,7147,,,,,,
44,Skagit Transit,Full Reporter,Urban,CB,DO, -   ,,,74965,,,,,,,,,,,
44,Skagit Transit,Full Reporter,Urban,DR,DO, -   ,,,913,,,,,,,,,100477,,
44,Skagit Transit,Full Reporter,Urban,MB,DO, -   ,,,188048,,,,,,,,,,,
44,Skagit Transit,Full Reporter,Urban,VP,DO,,,,,,,,,31415,,,,,,
46,City of Wilsonville,Full Reporter,Urban,DR,DO, -   ,,7493, -   ,,,,,4604,,,,,,
46,City of Wilsonville,Full Reporter,Urban,MB,DO, -   ,,22479,20153,204851,,,,13812,,,,,,
46,City of Wilsonville,Full Reporter,Urban,VP,PT,,,,,,,,,330,,,,,,
57,Central Oregon Intergovernmental Council,Full Reporter,Urban,CB,DO, -   ,,,51658,,,,,11298,,,,,,
57,Central Oregon Intergovernmental Council,Full Reporter,Urban,DR,DO,,,,,,,,,21475,,,,,,
57,Central Oregon Intergovernmental Council,Full Reporter,Urban,DR,PT,,,,,,,,,20316,,,,,,
57,Central Oregon Intergovernmental Council,Full Reporter,Urban,MB,DO,,,,,,,,,4521,,,,,,
57,Central Oregon Intergovernmental Council,Full Reporter,Urban,MB,PT, -   ,,,39912,,,,,904,,,,,,
58,City of Portland,Full Reporter,Urban,SR,PT,,,,,,2497870,,,,,,,,,
58,City of Portland,Full Reporter,Urban,TR,PT,,,,,,361200,,,,,,,,,
376,"Ride Connection, Inc.",Full Reporter,Urban,DR,DO,,,,,596,,,,33048,,,,,,
376,"Ride Connection, Inc.",Full Reporter,Urban,MB,DO,,,,,,,,,40471,,,,,,
415,Ada County Highway District,Full Reporter,Urban,VP,DO,,,,,,,,,93898,,,,,,
10001,Rhode Island Public Transit Authority,Full Reporter,Urban,DR,DO, -   ,,,27386,,,,,257505,,,,,,
10001,Rhode Island Public Transit Authority,Full Reporter,Urban,MB,DO, -   ,,,1911644,24340,,,,,,,,,,
10001,Rhode Island Public Transit Authority,Full Reporter,Urban,VP,PT,,,,,,,,,36655,,,,,,
10003,Massachusetts Bay Transportation Authority,Full Reporter,Urban,CR,PT, -   ,,,12940342,,,,,,,,,,,
10003,Massachusetts Bay Transportation Authority,Full Reporter,Urban,DR,PT,,,,,,,,,1089105,,,,,,
10003,Massachusetts Bay Transportation Authority,Full Reporter,Urban,FB,PT, -   ,,,1272099,,,,,,,,,,,
10003,Massachusetts Bay Transportation Authority,Full Reporter,Urban,HR,DO,,,,,,135803120,,,,,,,,,
10003,Massachusetts Bay Transportation Authority,Full Reporter,Urban,LR,DO,,,,,,44642884,,,,,,,,,
10003,Massachusetts Bay Transportation Authority,Full Reporter,Urban,MB,DO, -   ,,1555699,4597888,,,,,,,,,,,
10003,Massachusetts Bay Transportation Authority,Full Reporter,Urban,MB,PT, -   ,,,246927,,,,,9474,,,,,,
10003,Massachusetts Bay Transportation Authority,Full Reporter,Urban,RB,DO, -   ,,,349862,196542,1099315,,,,,,,,,
10004,Brockton Area Transit Authority,Full Reporter,Urban,DR,PT,,,,,,,,,73279,,,,,,
10004,Brockton Area Transit Authority,Full Reporter,Urban,MB,PT, -   ,,,250544,,,,,,,,,,,
10005,Lowell Regional Transit Authority,Full Reporter,Urban,DR,PT,,,,,,,,,69631,,,,,,
10005,Lowell Regional Transit Authority,Full Reporter,Urban,MB,PT, -   ,,,176594,,,,,8229,,,,,,
10006,Southeastern Regional Transit Authority,Full Reporter,Urban,DR,PT,,,,,,,,,104804,,,,,,
10006,Southeastern Regional Transit Authority,Full Reporter,Urban,MB,PT, -   ,,,349633,,,,,,,,,,,
10007,Berkshire Regional Transit Authority,Full Reporter,Urban,DR,PT,,,,,,,,,36534,,,,,,
10007,Berkshire Regional Transit Authority,Full Reporter,Urban,MB,PT, -   ,,,63484,,,,,73165,,,,,,
10008,Pioneer Valley Transit Authority,Full Reporter,Urban,DR,PT,,,,,,,,,248650,,,,,,
10008,Pioneer Valley Transit Authority,Full Reporter,Urban,MB,PT, -   ,,,972038,403775,,,,22757,,,,,,
10013,Merrimack Valley Regional Transit Authority,Full Reporter,Urban,DR,PT,,,,,,,,,123670,,,,,,
10013,Merrimack Valley Regional Transit Authority,Full Reporter,Urban,MB,PT, -   ,,,335518,,,,,,,,,,,
10014,Worcester Regional Transit Authority,Full Reporter,Urban,DR,DO,,,,,,,,,39881,,,,,,
10014,Worcester Regional Transit Authority,Full Reporter,Urban,DR,PT,,,,,,,,,78300,,,,,,
10014,Worcester Regional Transit Authority,Full Reporter,Urban,MB,DO, -   ,,,383374,,,,,21468,,,,,,
10016,Greater Portland Transit District,Full Reporter,Urban,MB,DO, -   ,,62634,235530,74699,,,,,,,,,,
10017,Greater Hartford Transit District,Full Reporter,Urban,DR,PT, -   ,,,18056,,,,,521599,,,,,,
10040,Southeast Area Transit District,Full Reporter,Urban,DR,DO,,,,,,,,,22808,,,,,,
10040,Southeast Area Transit District,Full Reporter,Urban,DR,PT,,,,,,,,,11835,,,,,,
10040,Southeast Area Transit District,Full Reporter,Urban,MB,DO,16606,,,187864,,,,,5351,,,,,,
10042,Valley Transit District,Full Reporter,Urban,DR,DO,,,,,,,,,39997,,,,,,
10045,Connecticut Department of Transportation - CTTransit New Britain -Dattco.,Full Reporter,Urban,CB,PT, -   ,,,195369,,,,,,,,,,,
10045,Connecticut Department of Transportation - CTTransit New Britain -Dattco.,Full Reporter,Urban,MB,PT, -   ,,,54146,,,,,,,,,,,
10048,Connecticut Department of Transportation - CTTRANSIT - Hartford Division,Full Reporter,Urban,MB,DO, -   ,,,2087610,,,,,,,,,,,
10048,Connecticut Department of Transportation - CTTRANSIT - Hartford Division,Full Reporter,Urban,RB,DO, -   ,,,238128,,,,,,,,,,,
10049,Greater New Haven Transit District,Full Reporter,Urban,DR,DO,,,,,,,,,263840,,,,,,
10050,Greater Bridgeport Transit Authority,Full Reporter,Urban,DR,PT, -   ,,,37963,,,,,1352,,,,,,
10050,Greater Bridgeport Transit Authority,Full Reporter,Urban,MB,DO, -   ,,,481634,7067,,,,,,,,,,
10051,Housatonic Area Regional Transit ,Full Reporter,Urban,DR,DO,,,,,,,,,69630,,,,,,
10051,Housatonic Area Regional Transit ,Full Reporter,Urban,MB,DO, -   ,,,138439,,,,,48491,,,,,,
10053,Cape Ann Transportation Authority,Full Reporter,Urban,DR,PT,,,,,,,,,51843,,,,,,
10053,Cape Ann Transportation Authority,Full Reporter,Urban,MB,PT, -   ,,,39597,,,,,4274,,,,,,
10055,Connecticut Department of Transportation - CTTRANSIT New Haven Division,Full Reporter,Urban,MB,DO, -   ,,,1172593,788,,,,,,,,,,
10056,Connecticut Department of Transportation - CTTRANSIT Stamford Division,Full Reporter,Urban,MB,DO, -   ,,,406472,,,,,,,,,,,
10057,Norwalk Transit District,Full Reporter,Urban,DR,DO, -   ,,,10488,,,,,117784,,,,,,
10057,Norwalk Transit District,Full Reporter,Urban,DR,PT,,,,,,,,,24978,,,,,,
10057,Norwalk Transit District,Full Reporter,Urban,MB,DO, -   ,,,191148,,,,,,,,,,,
10061,Montachusett Regional Transit Authority,Full Reporter,Urban,DR,PT,,,,,,,,,242287,,,,,,
10061,Montachusett Regional Transit Authority,Full Reporter,Urban,MB,PT, -   ,,,74722,,,,,49034,,,,,,
10064,Greater Attleboro-Taunton Regional Transit Authority,Full Reporter,Urban,DR,PT,,,,,,,,,226694,,,,,,
10064,Greater Attleboro-Taunton Regional Transit Authority,Full Reporter,Urban,MB,PT, -   ,,,125825,50747,,,,5850,,,,,,
10066,Green Mountain Transit Authority,Full Reporter,Urban,CB,DO, -   ,,,70929,,,,,15214,,,,,,
10066,Green Mountain Transit Authority,Full Reporter,Urban,DR,DO,,,,,,,,,53696,,,,,,
10066,Green Mountain Transit Authority,Full Reporter,Urban,DR,PT,,,,,,,,,93846,,,,,,
10066,Green Mountain Transit Authority,Full Reporter,Urban,MB,DO, -   ,,,292238,37876,,,,39029,,,,,,
10086,Cooperative Alliance for Seacoast Transportation,Full Reporter,Urban,DR,DO,,,,,,,,,29613,,,,,,
10086,Cooperative Alliance for Seacoast Transportation,Full Reporter,Urban,MB,DO,42400,,,52975,,,,,15259,,,,,,
10087,City of Nashua,Full Reporter,Urban,DR,PT,1035,,, -   ,,,,,17574,,,,,,
10087,City of Nashua,Full Reporter,Urban,MB,PT,14416,,65272, -   ,,,,,5614,,,,,,
10088,Casco Bay Island Transit District,Full Reporter,Urban,FB,DO,45162,,,260472,,,,,,,,,,,
10098,"Western Maine Transportation Services, Inc.",Full Reporter,Urban,CB,DO, -   ,,,19685,,,,,16425,,,,,,
10098,"Western Maine Transportation Services, Inc.",Full Reporter,Urban,DR,DO,,,,,,,,,39642,,,,,,
10098,"Western Maine Transportation Services, Inc.",Full Reporter,Urban,MB,DO, -   ,,,18090,,,,,1465,,,,,,
10102,Connecticut Department of Transportation,Full Reporter,Urban,CB,PT, -   ,,,204637,,,,,,,,,,,
10102,Connecticut Department of Transportation,Full Reporter,Urban,CR,DO, -   ,,, -   ,, -   ,,,,,,,,,
10102,Connecticut Department of Transportation,Full Reporter,Urban,CR,PT, -   ,,,198924,,5991608,,,,,,,,,
10105,Cape Cod Regional Transit Authority,Full Reporter,Urban,DR,PT,,,,,,,,,129366,,,,,,
10105,Cape Cod Regional Transit Authority,Full Reporter,Urban,MB,PT,7704,,,146384,,,,,102384,,,,,,
10107,Milford Transit District,Full Reporter,Urban,DR,DO,,,,,,,,,26525,,,,,,
10107,Milford Transit District,Full Reporter,Urban,MB,DO, -   ,,,54681,,,,,,,,,,,
10115,Northern New England Passenger Rail Authority,Full Reporter,Urban,CR,PT, -   ,,,861435,,,,,,,,,,,
10118,MetroWest Regional Transit Authority,Full Reporter,Urban,DR,PT,,,,,,,,,107245,,,,,,
10118,MetroWest Regional Transit Authority,Full Reporter,Urban,MB,PT,,,131563,,,,,,10719,,,,,,
10128,Connecticut Department of Transportation- CTTransit Waterbury- NET,Full Reporter,Urban,DR,DO,,,,,,,,,105580,,,,,,
10128,Connecticut Department of Transportation- CTTransit Waterbury- NET,Full Reporter,Urban,MB,DO, -   ,,,295933,,,,,,,,,,,
10130,Connecticut Department of Transportation -CTTRANSIT New Britain ,Full Reporter,Urban,MB,PT, -   ,,,267709,,,,,,,,,,,
10183,"Woods Hole, Martha's Vineyard and Nantucket Steamship Authority",Full Reporter,Urban,FB,DO, -   ,,,3408775,,,,,,,,,,,
10183,"Woods Hole, Martha's Vineyard and Nantucket Steamship Authority",Full Reporter,Urban,MB,DO, -   ,,,45256,38740,,,,9811,,,,,,
11147,Rhode Island Department of Transportation,Full Reporter,Urban,FB,PT, -   ,,,126643,,,,,,,,,,,
11239,"Hyannis Harbor Tours, Inc. ",Full Reporter,Urban,FB,DO, -   ,,,1467081,,,,,,,,,,,
20002,Capital District Transportation Authority,Full Reporter,Urban,CB,PT, -   ,,,56874,,,,,,,,,,,
20002,Capital District Transportation Authority,Full Reporter,Urban,DR,DO,,,,,,,,,149813,,,,,,
20002,Capital District Transportation Authority,Full Reporter,Urban,DR,PT,,,,,,,,,256990,,,,,,
20002,Capital District Transportation Authority,Full Reporter,Urban,MB,DO, -   ,,,2070980,137732,,,,7360,,,,,,
20002,Capital District Transportation Authority,Full Reporter,Urban,VP,PT,,,,,,,,,28589,,,,,,
20003,Broome County,Full Reporter,Urban,DR,DO,,,,,,,,,62386,,,,,,
20003,Broome County,Full Reporter,Urban,MB,DO, -   ,,,252281,,,,,,,,,,,
20004,Niagara Frontier Transportation Authority,Full Reporter,Urban,DR,DO, -   ,,27370,11662,,,,,209136,,,,,,
20004,Niagara Frontier Transportation Authority,Full Reporter,Urban,LR,DO,,,,,,8174000,,,,,,,,,
20004,Niagara Frontier Transportation Authority,Full Reporter,Urban,MB,DO, -   ,,968439,957405,9444,,,,,,,,,,
20006,City of Long Beach,Full Reporter,Urban,DR,DO,,,,,,,,,839,,,,,,
20006,City of Long Beach,Full Reporter,Urban,MB,DO, -   ,,,56169,,,,,,,,,,,
20008,MTA New York City Transit,Full Reporter,Urban,CB,DO, -   ,,,3852142,,,,,,,,,,,
20008,MTA New York City Transit,Full Reporter,Urban,DR,PT, -   ,,,19665,,,,,3823315,,,,,,
20008,MTA New York City Transit,Full Reporter,Urban,HR,DO,,,,,,1546269600,,,,,,,,,
20008,MTA New York City Transit,Full Reporter,Urban,MB,DO, -   ,,4740687,24981101,638087,,,,,,,,,,
20008,MTA New York City Transit,Full Reporter,Urban,RB,DO, -   ,,,1085753,,,,,,,,,,,
20010,Dutchess County,Full Reporter,Urban,DR,DO, -   ,,,42979,,,,,,,,,,,
20010,Dutchess County,Full Reporter,Urban,MB,DO, -   ,,,258781,,,,,,,,,,,
20018,Central New York Regional Transportation Authority,Full Reporter,Urban,DR,DO,,,,,,,,,115794,,,,,,
20018,Central New York Regional Transportation Authority,Full Reporter,Urban,DR,PT,,,,,,,,,106345,,,,,,
20018,Central New York Regional Transportation Authority,Full Reporter,Urban,MB,DO, -   ,,723405,318038,,,,,,,,,,,
20071,Town of Huntington,Full Reporter,Urban,DR,DO,,,,,,,,,39946,,,,,,
20071,Town of Huntington,Full Reporter,Urban,MB,DO, -   ,,,12491,,,,,71942,,,,,,
20072,Suffolk County ,Full Reporter,Urban,DR,PT,,,,,,,,,1171526,,,,,,
20072,Suffolk County ,Full Reporter,Urban,MB,PT, -   ,,,1112119,,,,,225361,,,,,,
20075,Port Authority Transit Corporation,Full Reporter,Urban,HR,DO,,,,,,37581452,,,,,,,,,
20076,Westchester County,Full Reporter,Urban,DR,PT,,,,,,,,,287458,,,,,,
20076,Westchester County,Full Reporter,Urban,MB,PT, -   ,,,2078480,200800,,,,,,,,,,
20078,"Metro-North Commuter Railroad Company, dba: MTA Metro-North Railroad",Full Reporter,Urban,CR,DO, -   ,,,6998370,,405036564,,,,,,,,,
20078,"Metro-North Commuter Railroad Company, dba: MTA Metro-North Railroad",Full Reporter,Urban,FB,PT, -   ,,,201156,,,,,,,,,,,
20078,"Metro-North Commuter Railroad Company, dba: MTA Metro-North Railroad",Full Reporter,Urban,MB,PT, -   ,,,41929,,,,,,,,,,,
20080,New Jersey Transit Corporation,Full Reporter,Urban,CR,DO, -   ,,,14099532,,365911929,,,,,,,,,
20080,New Jersey Transit Corporation,Full Reporter,Urban,DR,PT,,,,,,,,,1791397,,,,,,
20080,New Jersey Transit Corporation,Full Reporter,Urban,LR,DO,,,,,,7935746,,,,,,,,,
20080,New Jersey Transit Corporation,Full Reporter,Urban,LR,PT,,,,,,28700562,,,,,,,,,
20080,New Jersey Transit Corporation,Full Reporter,Urban,MB,DO, -   ,,1366430,19893770,96478,,,,,,,,,,
20080,New Jersey Transit Corporation,Full Reporter,Urban,MB,PT, -   ,,,1645576,,,,,,,,,,,
20080,New Jersey Transit Corporation,Full Reporter,Urban,VP,PT,,,,,,,,,53646,,,,,,
20080,New Jersey Transit Corporation,Full Reporter,Urban,YR,PT, -   ,,,550499,,,,,,,,,,,
20082,New York City Department of Transportation,Full Reporter,Urban,FB,DO, -   ,,,4873850,,,,,,,,,,,
20084,County of Rockland ,Full Reporter,Urban,DR,DO,,,,,,,,,75953,,,,,,
20084,County of Rockland ,Full Reporter,Urban,MB,PT, -   ,,,450480,,,,,13531,,,,,,
20096,Putnam County ,Full Reporter,Urban,DR,PT,,,,,,,,,14937,,,,,,
20096,Putnam County ,Full Reporter,Urban,MB,PT,,,,,,,,,53530,,,,,,
20098,Port Authority Trans-Hudson Corporation,Full Reporter,Urban,HR,DO,,,,,,98060829,,,,,,,,,
20099,Staten Island Rapid Transit Operating Authority,Full Reporter,Urban,HR,DO,,,,,,24130949,,,,,,,,,
20100,MTA Long Island Rail Road,Full Reporter,Urban,CR,DO, -   ,,,7085033,,548190400,,,,,,,,,
20113,Regional Transit Service,Full Reporter,Urban,DR,DO, -   ,,,1492,,,,,396377,,,,,,
20113,Regional Transit Service,Full Reporter,Urban,MB,DO, -   ,,,1072095,558979,,,,,,,,,,
20113,Regional Transit Service,Full Reporter,Urban,VP,PT,,,,,,,,,2403,,,,,,
20122,"Academy Lines, Inc.",Full Reporter,Urban,CB,DO,737782,,, -   ,,,,,,,,,,,
20126,"Hudson Transit Lines, Inc.",Full Reporter,Urban,CB,DO, -   ,,,967558,,,,,,,,,,,
20128,Suburban Transit Corporation,Full Reporter,Urban,CB,DO, -   ,,,269799,,,,,,,,,,,
20135,Monsey New Square Trails Corporation,Full Reporter,Urban,CB,DO, -   ,,,283980,,,,,,,,,,,
20145,Tompkins Consolidated Area Transit,Full Reporter,Urban,DR,PT,,,,,,,,,63430,,,,,,
20145,Tompkins Consolidated Area Transit,Full Reporter,Urban,MB,DO, -   ,,,258810,118142,,,,6578,,,,,,
20149,"Rockland Coaches, Inc.",Full Reporter,Urban,CB,DO, -   ,,,299196,,,,,,,,,,,
20163,"Lakeland Bus Lines, Inc.",Full Reporter,Urban,CB,DO, -   ,,,324287,,,,,,,,,,,
20166,"Orange-Newark-Elizabeth, Inc.",Full Reporter,Urban,MB,DO, -   ,,,143674,,,,,,,,,,,
20169,"Trans-Bridge Lines, Inc. ",Full Reporter,Urban,CB,DO,287206,,, -   ,,,,,,,,,,,
20175,Private Transportation Corporation,Full Reporter,Urban,MB,PT, -   ,,,46016,,,,,,,,,,,
20177,"Adirondack Transit Lines, Inc.",Full Reporter,Urban,CB,DO, -   ,,,237870,,,,,,,,,,,
20178,Ulster County ,Full Reporter,Urban,DR,DO,,,,,44,,,,14007,,,,,,
20178,Ulster County ,Full Reporter,Urban,MB,DO,64458,,,42972,95545,,,,49837,,,,,,
20188,MTA Bus Company,Full Reporter,Urban,MB,DO, -   ,,2038747,9224121,,,,,,,,,,,
20190,Port Imperial Ferry Corporation,Full Reporter,Urban,FB,DO, -   ,,,1627711,,,,,,,,,,,
20190,Port Imperial Ferry Corporation,Full Reporter,Urban,MB,DO, -   ,,,112500,,,,,,,,,,,
20192,Bergen County,Full Reporter,Urban,DR,DO,,,,,,,,,93018,,,,,,
20192,Bergen County,Full Reporter,Urban,MB,DO,,,,,,,,,9437,,,,,,
20199,County of Atlantic,Full Reporter,Urban,DR,DO, -   ,,,4318,,,,,83191,,,,,,
20199,County of Atlantic,Full Reporter,Urban,MB,PT, -   ,,,13007,,,,,,,,,,,
20204,"Senior Citizens United Community Services of Camden County, Inc.",Full Reporter,Urban,DR,DO, -   ,,, -   ,,,,,115863,,,,,,
20206,County of Nassau,Full Reporter,Urban,DR,PT, -   ,,,16595,,,,,247853,,,,,,
20206,County of Nassau,Full Reporter,Urban,MB,PT, -   ,,3406655,421,3785,,,,,,,,,,
20209,Somerset County,Full Reporter,Urban,DR,DO, -   ,,,181,,,,,101194,,,,,,
20209,Somerset County,Full Reporter,Urban,MB,DO, -   ,,,23541,,,,,61952,,,,,,
20217,"Hampton Jitney, Inc.",Full Reporter,Urban,CB,DO, -   ,,,441108,,,,,,,,,,,
