UACE Code,UZA Name,Primary UZA,Population,Density,Square Miles,State NTD ID,NTD ID,Agency Name,Reporter Type,Reporting Module,Mode,TOS,UZA Reporting Method,Other UZA Reporting Method Description,FG/NFG Reporting Method,Other FG/NFG Reporting Method Description,Total Actual Vehicle Revenue Hours,Total Unlinked Passenger Trips,Total Actual Vehicle Revenue Miles,Total Passenger Miles Traveled,Total Operating Expenses,Non-Fixed Guideway Vehicle Revenue Miles,Non-Fixed Guideway Passenger Miles,Non-Fixed Guideway Operating Expenses,Directional Route Miles,Fixed Guideway Vehicle Revenue Miles,Fixed Guideway Passenger Miles,Fixed Guideway Operating Expenses,SGR FG Directional Route Miles,SGR FG Vehicle Revenue Miles,SGR HIB Directional Route Miles,SGR HIB Vehicle Revenue Miles
41,Oregon Non-UZA,N,1553447,0.0,0.0,,7,Lane Transit District,Full Reporter,Urban,MB,DO, Actual Data,,,,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28117,"Eugene, OR",Y,270179,3676.63592073613,73.49,,7,Lane Transit District,Full Reporter,Urban,MB,DO, Actual Vehicle Revenue Miles,,,,169850.0,3405660.0,2109325,12630111.0,39182127,2109325.0,12630111.0,39182127.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78229,"Salem, OR",N,268331,3691.81200356025,72.68,,7,Lane Transit District,Full Reporter,Urban,MB,DO, Actual Vehicle Revenue Miles,,,,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,Oregon Non-UZA,N,1553447,0.0,0.0,,7,Lane Transit District,Full Reporter,Urban,MB,PT, Actual Data,,,,5095.0,13050.0,111189,324203.0,509644,111189.0,324203.0,509644.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28117,"Eugene, OR",Y,270179,3676.63592073613,73.49,,7,Lane Transit District,Full Reporter,Urban,MB,PT, Actual Vehicle Revenue Miles,,,,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78229,"Salem, OR",N,268331,3691.81200356025,72.68,,7,Lane Transit District,Full Reporter,Urban,MB,PT, Actual Vehicle Revenue Miles,,,,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,Oregon Non-UZA,N,1553447,0.0,0.0,,7,Lane Transit District,Full Reporter,Urban,RB,DO, Actual Vehicle Revenue Miles,, Actual Vehicle Revenue Miles,,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28117,"Eugene, OR",Y,270179,3676.63592073613,73.49,,7,Lane Transit District,Full Reporter,Urban,RB,DO, Actual Vehicle Revenue Miles,, Actual Vehicle Revenue Miles,,60618.0,2554326.0,688393,6304956.0,14245853,0.0,0.0,0.0,28.0,688393.0,6304956.0,14245853.0,28.0,688393.0,0.0,0.0
78229,"Salem, OR",N,268331,3691.81200356025,72.68,,7,Lane Transit District,Full Reporter,Urban,RB,DO, Actual Vehicle Revenue Miles,, Actual Vehicle Revenue Miles,,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,Oregon Non-UZA,N,1553447,0.0,0.0,,7,Lane Transit District,Full Reporter,Urban,VP,PT, Actual Vehicle Revenue Miles,,,,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28117,"Eugene, OR",Y,270179,3676.63592073613,73.49,,7,Lane Transit District,Full Reporter,Urban,VP,PT, Actual Vehicle Revenue Miles,,,,1556.0,7182.0,81713,355888.0,97049,81713.0,355888.0,97049.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78229,"Salem, OR",N,268331,3691.81200356025,72.68,,7,Lane Transit District,Full Reporter,Urban,VP,PT, Actual Vehicle Revenue Miles,,,,587.0,2709.0,30826,134258.0,36612,30826.0,134258.0,36612.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71317,"Portland, OR--WA",Y,2104238,4052.0671239424,519.3,,8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,DR,PT, Actual Vehicle Revenue Miles,,,,298487.0,480730.0,4034878,3847851.0,41651594,4034878.0,3847851.0,41651594.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,Oregon Non-UZA,N,1553447,0.0,0.0,,8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,DR,PT, Actual Vehicle Revenue Miles,,,,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71317,"Portland, OR--WA",Y,2104238,4052.0671239424,519.3,,8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,DR,TN, Actual Vehicle Revenue Miles,,,,1459.0,2636.0,43042,45438.0,238366,43042.0,45438.0,238366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,Oregon Non-UZA,N,1553447,0.0,0.0,,8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,DR,TN, Actual Vehicle Revenue Miles,,,,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71317,"Portland, OR--WA",Y,2104238,4052.0671239424,519.3,,8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,DR,TX, Actual Vehicle Revenue Miles,,,,23567.0,56165.0,528774,562665.0,3775701,528774.0,562665.0,3775701.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,Oregon Non-UZA,N,1553447,0.0,0.0,,8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,DR,TX, Actual Vehicle Revenue Miles,,,,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71317,"Portland, OR--WA",Y,2104238,4052.0671239424,519.3,,8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,LR,DO, Actual Vehicle Revenue Miles,,,,576746.0,21815521.0,8004842,112827685.0,210004456,0.0,0.0,0.0,118.9,8004842.0,112827685.0,210004456.0,118.9,8004842.0,0.0,0.0
41,Oregon Non-UZA,N,1553447,0.0,0.0,,8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,LR,DO, Actual Vehicle Revenue Miles,,,,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71317,"Portland, OR--WA",Y,2104238,4052.0671239424,519.3,,8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,MB,DO, Actual Vehicle Revenue Miles,, Actual Vehicle Revenue Miles,,1765984.0,34970137.0,19427426,113234575.0,371074114,18734827.0,109197697.0,357845107.0,6.5,692599.0,4036878.0,13229007.0,5.8,648012.0,0.6,2095.0
41,Oregon Non-UZA,N,1553447,0.0,0.0,,8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,MB,DO, Actual Data,,,,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71317,"Portland, OR--WA",Y,2104238,4052.0671239424,519.3,,8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,YR,PT, Actual Vehicle Revenue Miles,,,,4599.0,117461.0,93759,912166.0,10472327,0.0,0.0,0.0,29.2,93759.0,912166.0,10472327.0,29.2,93759.0,0.0,0.0
41,Oregon Non-UZA,N,1553447,0.0,0.0,,8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,YR,PT, Actual Vehicle Revenue Miles,,,,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,Washington Non-UZA,Y,1895776,0.0,0.0,,9,Kalispel Tribe of Indians,Reduced Reporter,Tribe,MB,DO, Actual Vehicle Revenue Miles,,,,0.0,0.0,0,0.0,87495,0.0,0.0,87495.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,Oregon Non-UZA,Y,1553447,0.0,0.0,,10,Klamath Tribes,Reduced Reporter,Tribe,CB,DO, Actual Data,,,,3704.0,8405.0,85120,0.0,553159,85120.0,0.0,553159.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,Oregon Non-UZA,Y,1553447,0.0,0.0,,10,Klamath Tribes,Reduced Reporter,Tribe,DR,DO, Actual Data,,,,3189.0,2564.0,79952,0.0,350378,79952.0,0.0,350378.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,Idaho Non-UZA,N,836252,0.0,0.0,,11,Valley Regional Transit,Full Reporter,Urban,DR,DO, Actual Vehicle Revenue Miles,,,,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8785,"Boise City, ID",Y,433180,3111.24709882977,139.23,,11,Valley Regional Transit,Full Reporter,Urban,DR,DO, Actual Vehicle Revenue Miles,,,,3468.0,6477.0,46414,40809.0,212202,46414.0,40809.0,212202.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60976,"Nampa, ID",N,177561,2695.85835885351,65.86,,11,Valley Regional Transit,Full Reporter,Urban,DR,DO, Other,"5307, 5310SU and 5311 funding was used for the demand response service, 5307 and 5310SU were calculated to be 56% of the service and 44% was the 5311 funding. The methodology used was based on an analysis of the trips within the small urban area and the rural area.",,,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,Idaho Non-UZA,N,836252,0.0,0.0,,11,Valley Regional Transit,Full Reporter,Urban,DR,PT, Actual Vehicle Revenue Miles,,,,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8785,"Boise City, ID",Y,433180,3111.24709882977,139.23,,11,Valley Regional Transit,Full Reporter,Urban,DR,PT, Actual Vehicle Revenue Miles,,,,23413.0,54437.0,331121,292912.0,3524156,331121.0,292912.0,3524156.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60976,"Nampa, ID",N,177561,2695.85835885351,65.86,,11,Valley Regional Transit,Full Reporter,Urban,DR,PT, Actual Vehicle Revenue Miles,,,,19813.0,46068.0,280215,247881.0,2982358,280215.0,247881.0,2982358.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,Idaho Non-UZA,N,836252,0.0,0.0,,11,Valley Regional Transit,Full Reporter,Urban,MB,PT, Actual Vehicle Revenue Miles,,,,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8785,"Boise City, ID",Y,433180,3111.24709882977,139.23,,11,Valley Regional Transit,Full Reporter,Urban,MB,PT, Actual Vehicle Revenue Miles,,,,65015.0,787724.0,1076716,3103276.0,11564821,1076716.0,3103276.0,11564821.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60976,"Nampa, ID",N,177561,2695.85835885351,65.86,,11,Valley Regional Transit,Full Reporter,Urban,MB,PT, Actual Vehicle Revenue Miles,,,,16630.0,201492.0,275413,793786.0,2958164,275413.0,793786.0,2958164.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,Alaska Non-UZA,N,359299,0.0,0.0,,12,Municipality of Anchorage,Full Reporter,Urban,DR,PT, Actual Data,,,,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2305,"Anchorage, AK",Y,249252,2718.44872806617,91.69,,12,Municipality of Anchorage,Full Reporter,Urban,DR,PT, Actual Data,,,,67527.0,153737.0,842374,998596.0,6604490,842374.0,998596.0,6604490.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,Alaska Non-UZA,N,359299,0.0,0.0,,12,Municipality of Anchorage,Full Reporter,Urban,MB,DO, Actual Vehicle Revenue Miles,,,,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2305,"Anchorage, AK",Y,249252,2718.44872806617,91.69,,12,Municipality of Anchorage,Full Reporter,Urban,MB,DO, Actual Data,,,,190316.0,2745046.0,2278774,10797599.0,31188084,2278774.0,10797599.0,31188084.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,Alaska Non-UZA,N,359299,0.0,0.0,,12,Municipality of Anchorage,Full Reporter,Urban,VP,PT, Actual Data,,,,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2305,"Anchorage, AK",Y,249252,2718.44872806617,91.69,,12,Municipality of Anchorage,Full Reporter,Urban,VP,PT, Actual Data,,,,39771.0,219094.0,1899042,8795173.0,1227311,1899042.0,8795173.0,1227311.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,Alaska Non-UZA,Y,359299,0.0,0.0,,14,Sitka Tribe of Alaska,Reduced Reporter,Tribe,MB,DO, Actual Vehicle Revenue Miles,,,,7224.0,56698.0,102199,0.0,1181081,102199.0,0.0,1181081.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,Washington Non-UZA,Y,1895776,0.0,0.0,,15,Snoqualmie Indian Tribe,Reduced Reporter,Tribe,DR,DO, Actual Data,,,,754.0,332.0,14919,0.0,230731,14919.0,0.0,230731.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51283,"Longview, WA--OR",Y,69841,1984.59336495381,35.19,,16,City of Longview,Full Reporter,Urban,CB,DO, Actual Vehicle Revenue Miles,,,,199.0,310.0,6700,3720.0,45846,6700.0,3720.0,45846.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
