State/Parent NTD ID,NTD ID,Agency Name,Reporter Type,Reporting Module,Mode,TOS,Expense Type,Passenger Paid Fares,Organization Paid Fares,Total Fares
,279,Hydaburg Cooperative Association,Reduced Reporter,Tribe,DR,DO,Funds Expended on Operations,6024,0,6024
,373,Treasure Valley Transit,Reduced Reporter,Urban,DR,DO,Funds Expended on Capital,0,0,0
,373,Treasure Valley Transit,Reduced Reporter,Urban,DR,DO,Funds Expended on Operations,4689,453020,457709
,373,Treasure Valley Transit,Reduced Reporter,Urban,MB,DO,Funds Expended on Capital,0,0,0
,373,Treasure Valley Transit,Reduced Reporter,Urban,MB,DO,Funds Expended on Operations,2248,0,2248
,376,"Ride Connection, Inc.",Full Reporter,Urban,DR,DO,Funds Earned During Period,0,0,0
,376,"Ride Connection, Inc.",Full Reporter,Urban,DR,TX,Funds Earned During Period,0,0,0
,376,"Ride Connection, Inc.",Full Reporter,Urban,MB,DO,Funds Earned During Period,26064,0,26064
,400,Gwichyaa Zhee Tribal Transit Service,Reduced Reporter,Tribe,MB,DO,Funds Expended on Capital,0,0,0
,400,Gwichyaa Zhee Tribal Transit Service,Reduced Reporter,Tribe,MB,DO,Funds Expended on Operations,1532,0,1532
,401,Lower Elwha Klallam Tribe,Reduced Reporter,Tribe,MB,DO,Funds Expended on Capital,0,0,0
,401,Lower Elwha Klallam Tribe,Reduced Reporter,Tribe,MB,DO,Funds Expended on Operations,0,0,0
,407,Muckleshoot Indian Tribe,Reduced Reporter,Tribe,DR,DO,Funds Expended on Capital,0,0,0
,407,Muckleshoot Indian Tribe,Reduced Reporter,Tribe,DR,DO,Funds Expended on Operations,0,0,0
,407,Muckleshoot Indian Tribe,Reduced Reporter,Tribe,MB,DO,Funds Expended on Capital,0,0,0
,407,Muckleshoot Indian Tribe,Reduced Reporter,Tribe,MB,DO,Funds Expended on Operations,0,0,0
,414,Ninilchik Village,Reduced Reporter,Tribe,MB,DO,Funds Expended on Capital,0,0,0
,414,Ninilchik Village,Reduced Reporter,Tribe,MB,DO,Funds Expended on Operations,1580,0,1580
,415,Ada County Highway District,Full Reporter,Urban,VP,DO,Funds Earned During Period,724328,61150,785478
,416,Boise State University,Reduced Reporter,Urban,MB,DO,Funds Expended on Capital,0,0,0
,416,Boise State University,Reduced Reporter,Urban,MB,DO,Funds Expended on Operations,0,0,0
,419,Kenaitze Indian Tribe,Reduced Reporter,Tribe,DR,DO,Funds Expended on Capital,0,0,0
,419,Kenaitze Indian Tribe,Reduced Reporter,Tribe,DR,DO,Funds Expended on Operations,0,0,0
,420,Native Village of Unalakleet,Reduced Reporter,Tribe,DR,DO,Funds Expended on Capital,0,0,0
,420,Native Village of Unalakleet,Reduced Reporter,Tribe,DR,DO,Funds Expended on Operations,0,0,0
,460,Craig Tribal Association,Reduced Reporter,Tribe,MB,DO,Funds Expended on Capital,0,0,0
,460,Craig Tribal Association,Reduced Reporter,Tribe,MB,DO,Funds Expended on Operations,0,0,0
,462,Noorvik Native Community,Reduced Reporter,Tribe,DR,DO,Funds Expended on Capital,0,0,0
,462,Noorvik Native Community,Reduced Reporter,Tribe,DR,DO,Funds Expended on Operations,0,0,0
,463,Petersburg Indian Association,Reduced Reporter,Tribe,DR,DO,Funds Expended on Capital,0,0,0
,463,Petersburg Indian Association,Reduced Reporter,Tribe,DR,DO,Funds Expended on Operations,0,0,0
,0R01-00311,Mountain Rides Transportation Authority,Rural Reporter,Rural,DR,DO,Funds Expended on Capital,0,0,0
,0R01-00311,Mountain Rides Transportation Authority,Rural Reporter,Rural,DR,DO,Funds Expended on Operations,96,0,96
,0R01-00311,Mountain Rides Transportation Authority,Rural Reporter,Rural,MB,DO,Funds Expended on Capital,0,0,0
,0R01-00311,Mountain Rides Transportation Authority,Rural Reporter,Rural,MB,DO,Funds Expended on Operations,9834,0,9834
,0R01-00311,Mountain Rides Transportation Authority,Rural Reporter,Rural,VP,DO,Funds Expended on Capital,0,0,0
,0R01-00311,Mountain Rides Transportation Authority,Rural Reporter,Rural,VP,DO,Funds Expended on Operations,115142,0,115142
,0R01-00341,Selkirks-Pend Oreille Transit Authority (SPOT),Rural Reporter,Rural,DR,DO,Funds Expended on Capital,0,0,0
,0R01-00341,Selkirks-Pend Oreille Transit Authority (SPOT),Rural Reporter,Rural,DR,DO,Funds Expended on Operations,0,0,0
,0R01-00341,Selkirks-Pend Oreille Transit Authority (SPOT),Rural Reporter,Rural,MB,DO,Funds Expended on Capital,0,0,0
,0R01-00341,Selkirks-Pend Oreille Transit Authority (SPOT),Rural Reporter,Rural,MB,DO,Funds Expended on Operations,0,0,0
,0R01-00347,SMART Transit,Rural Reporter,Rural,DR,DO,Funds Expended on Capital,0,0,0
,0R01-00347,SMART Transit,Rural Reporter,Rural,DR,DO,Funds Expended on Operations,1686,14633,16319
,0R01-00347,SMART Transit,Rural Reporter,Rural,MB,DO,Funds Expended on Capital,0,0,0
,0R01-00347,SMART Transit,Rural Reporter,Rural,MB,DO,Funds Expended on Operations,0,0,0
,0R01-00357,TransIV Buses - College of Southern Idaho,Rural Reporter,Rural,DR,DO,Funds Expended on Capital,0,0,0
,0R01-00357,TransIV Buses - College of Southern Idaho,Rural Reporter,Rural,DR,DO,Funds Expended on Operations,4437,39026,43463
,0R01-00403,Lemhi Ride,Rural Reporter,Rural,DR,DO,Funds Expended on Capital,0,0,0
,0R01-00403,Lemhi Ride,Rural Reporter,Rural,DR,DO,Funds Expended on Operations,8029,39965,47994
,0R01-00404,Shoshone County,Rural Reporter,Rural,DR,PT,Funds Expended on Capital,0,0,0
,0R01-00404,Shoshone County,Rural Reporter,Rural,DR,PT,Funds Expended on Operations,0,0,0
