State/Parent NTD ID,NTD ID,Agency Name,Reporter Type,Reporting Module,Mode,TOS,Capital Type,Guideway,Passenger Stations,Administrative Buildings,Maintenance Buildings,Revenue Vehicles,Service Vehicles,Fare Revenue Collection Equipment,Communication Information Systems,Other,Total Capital Funds
,1,King County Department of Metro Transit,Full Reporter,Urban,TB,DO,Uses of Capital - Existing Section,3965945,,,,,,,,,3965945
,1,King County Department of Metro Transit,Full Reporter,Urban,TB,DO,Uses of Capital - Expansion Section,301146,,,,,,,,,301146
,1,King County Department of Metro Transit,Full Reporter,Urban,VP,DO,Uses of Capital - Existing Section,,,,,143480,,,,,143480
,1,King County Department of Metro Transit,Full Reporter,Urban,VP,DO,Uses of Capital - Expansion Section,,,,,,,,,,0
,2,Spokane Transit Authority,Full Reporter,Urban,DR,DO,Uses of Capital - Existing Section,,,,,,,,156833,,156833
,2,Spokane Transit Authority,Full Reporter,Urban,DR,DO,Uses of Capital - Expansion Section,,,,,,,,,,0
,2,Spokane Transit Authority,Full Reporter,Urban,DR,PT,Uses of Capital - Existing Section,,,,,,,,,,0
,2,Spokane Transit Authority,Full Reporter,Urban,DR,PT,Uses of Capital - Expansion Section,,,,,,,,,,0
,2,Spokane Transit Authority,Full Reporter,Urban,MB,DO,Uses of Capital - Existing Section,,2164803,2184,1422715,12310712,207334,866502,1400435,2739439,21114124
,2,Spokane Transit Authority,Full Reporter,Urban,MB,DO,Uses of Capital - Expansion Section,14647973,,,2708114,13247544,,,,,30603631
,2,Spokane Transit Authority,Full Reporter,Urban,VP,DO,Uses of Capital - Existing Section,,,,,9554,,,,,9554
,2,Spokane Transit Authority,Full Reporter,Urban,VP,DO,Uses of Capital - Expansion Section,,,,,,,,,,0
,3,Pierce County Transportation Benefit Area Authority,Full Reporter,Urban,CB,PT,Uses of Capital - Existing Section,,,,,,,,,,0
,3,Pierce County Transportation Benefit Area Authority,Full Reporter,Urban,CB,PT,Uses of Capital - Expansion Section,,,,,,,,,,0
,3,Pierce County Transportation Benefit Area Authority,Full Reporter,Urban,DR,DO,Uses of Capital - Existing Section,,,,,,,,,,0
,3,Pierce County Transportation Benefit Area Authority,Full Reporter,Urban,DR,DO,Uses of Capital - Expansion Section,,,,,,,,,,0
,3,Pierce County Transportation Benefit Area Authority,Full Reporter,Urban,DR,PT,Uses of Capital - Existing Section,,,,,,,,,,0
,3,Pierce County Transportation Benefit Area Authority,Full Reporter,Urban,DR,PT,Uses of Capital - Expansion Section,,,,,,,,,,0
,3,Pierce County Transportation Benefit Area Authority,Full Reporter,Urban,MB,DO,Uses of Capital - Existing Section,24006,4532516,34508,13238266,23578503,128441,,4492144,28517,46056901
,3,Pierce County Transportation Benefit Area Authority,Full Reporter,Urban,MB,DO,Uses of Capital - Expansion Section,,912412,1269856,,,,,212445,9082425,11477138
,3,Pierce County Transportation Benefit Area Authority,Full Reporter,Urban,VP,DO,Uses of Capital - Existing Section,,,,,29310,,,,,29310
,3,Pierce County Transportation Benefit Area Authority,Full Reporter,Urban,VP,DO,Uses of Capital - Expansion Section,,,,,,,,,,0
,4,Confederated Tribes of the Colville Indian Reservation,Reduced Reporter,Tribe,FB,DO,Reduced Reporting,,,,,,,,,,0
,4,Confederated Tribes of the Colville Indian Reservation,Reduced Reporter,Tribe,MB,DO,Reduced Reporting,,,,,,,,,,41724
,5,City of Everett,Full Reporter,Urban,DR,DO,Uses of Capital - Existing Section,,,,,,,,,,0
,5,City of Everett,Full Reporter,Urban,DR,DO,Uses of Capital - Expansion Section,,,,,,,,,,0
,5,City of Everett,Full Reporter,Urban,MB,DO,Uses of Capital - Existing Section,,,103414,,1890768,36210,286146,,35275,2351813
,5,City of Everett,Full Reporter,Urban,MB,DO,Uses of Capital - Expansion Section,,,,,,,,,,0
,6,City of Yakima,Full Reporter,Urban,CB,PT,Uses of Capital - Existing Section,,,,,,,,,,0
,6,City of Yakima,Full Reporter,Urban,CB,PT,Uses of Capital - Expansion Section,,,,,,,,,,0
,6,City of Yakima,Full Reporter,Urban,DR,PT,Uses of Capital - Existing Section,,,,,,,,,,0
,6,City of Yakima,Full Reporter,Urban,DR,PT,Uses of Capital - Expansion Section,,,,,,,,,,0
,6,City of Yakima,Full Reporter,Urban,MB,DO,Uses of Capital - Existing Section,,,33361,,,,,0,,33361
,6,City of Yakima,Full Reporter,Urban,MB,DO,Uses of Capital - Expansion Section,,,,,,,,,,0
,6,City of Yakima,Full Reporter,Urban,VP,DO,Uses of Capital - Existing Section,,,,,,,,,,0
,6,City of Yakima,Full Reporter,Urban,VP,DO,Uses of Capital - Expansion Section,,,,,,,,,,0
,7,Lane Transit District,Full Reporter,Urban,DR,PT,Uses of Capital - Existing Section,,,,,1200158,,,86526,,1286684
,7,Lane Transit District,Full Reporter,Urban,DR,PT,Uses of Capital - Expansion Section,,,,,,,,,,0
,7,Lane Transit District,Full Reporter,Urban,DR,TX,Uses of Capital - Existing Section,,,,,,,,,,0
,7,Lane Transit District,Full Reporter,Urban,DR,TX,Uses of Capital - Expansion Section,,,,,,,,,,0
,7,Lane Transit District,Full Reporter,Urban,MB,DO,Uses of Capital - Existing Section,,4979553,,9774,10626191,,,876183,,16491701
,7,Lane Transit District,Full Reporter,Urban,MB,DO,Uses of Capital - Expansion Section,,,,,,,,,,0
,7,Lane Transit District,Full Reporter,Urban,MB,PT,Uses of Capital - Existing Section,,,,,,,,,,0
,7,Lane Transit District,Full Reporter,Urban,MB,PT,Uses of Capital - Expansion Section,,,,,,,,,,0
,7,Lane Transit District,Full Reporter,Urban,RB,DO,Uses of Capital - Existing Section,,,,,5489460,,,,,5489460
,7,Lane Transit District,Full Reporter,Urban,RB,DO,Uses of Capital - Expansion Section,,,,,,,,,,0
,7,Lane Transit District,Full Reporter,Urban,VP,PT,Uses of Capital - Existing Section,,,,,,,,,,0
,7,Lane Transit District,Full Reporter,Urban,VP,PT,Uses of Capital - Expansion Section,,,,,,,,,,0
,8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,DR,PT,Uses of Capital - Existing Section,,,,,4694,,,76918,,81612
,8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,DR,PT,Uses of Capital - Expansion Section,,,,,,,,,,0
,8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,DR,TX,Uses of Capital - Existing Section,,,,,,,,,,0
,8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,DR,TX,Uses of Capital - Expansion Section,,,,,,,,,,0
,8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,LR,DO,Uses of Capital - Existing Section,12956496,2436534,,863122,11835544,282039,,11121993,,39495728
,8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,LR,DO,Uses of Capital - Expansion Section,4364451,174546,,7906986,,,,4775,,12450758
,8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,MB,DO,Uses of Capital - Existing Section,,592795,5006782,33291118,24776133,858700,738942,1750250,160013,67174733
,8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,MB,DO,Uses of Capital - Expansion Section,,41952388,,5919023,,,,614118,,48485529
,8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,SR,PT,Uses of Capital - Existing Section,,,,,,,,,,0
,8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,SR,PT,Uses of Capital - Expansion Section,,,,,,,,,,0
,8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,YR,PT,Uses of Capital - Existing Section,,,,,,,,,,0
,8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,YR,PT,Uses of Capital - Expansion Section,,,,,,,,,,0
,9,Kalispel Tribe of Indians,Reduced Reporter,Tribe,DR,DO,Reduced Reporting,,,,,,,,,,0
,9,Kalispel Tribe of Indians,Reduced Reporter,Tribe,MB,DO,Reduced Reporting,,,,,,,,,,16794
,10,Klamath Tribes,Reduced Reporter,Tribe,CB,DO,Reduced Reporting,,,,,,,,,,0
,10,Klamath Tribes,Reduced Reporter,Tribe,DR,DO,Reduced Reporting,,,,,,,,,,0
,11,Valley Regional Transit,Full Reporter,Urban,DR,PT,Uses of Capital - Existing Section,,,,,350204,,,,,350204
,11,Valley Regional Transit,Full Reporter,Urban,DR,PT,Uses of Capital - Expansion Section,,,,,,,,,,0
,11,Valley Regional Transit,Full Reporter,Urban,MB,PT,Uses of Capital - Existing Section,,5750,,1424688,3426534,26900,389081,93450,29367,5395770
,11,Valley Regional Transit,Full Reporter,Urban,MB,PT,Uses of Capital - Expansion Section,,,,,,,,,,0
,12,Municipality of Anchorage,Full Reporter,Urban,DR,PT,Uses of Capital - Existing Section,,,,,46953,,,56842,,103795
,12,Municipality of Anchorage,Full Reporter,Urban,DR,PT,Uses of Capital - Expansion Section,,,,,,,,,,0
,12,Municipality of Anchorage,Full Reporter,Urban,MB,DO,Uses of Capital - Existing Section,,,13845,115286,63624,512937,,73243,1087719,1866654
,12,Municipality of Anchorage,Full Reporter,Urban,MB,DO,Uses of Capital - Expansion Section,,,,,,,,,,0
,12,Municipality of Anchorage,Full Reporter,Urban,VP,PT,Uses of Capital - Existing Section,,,,,,,,,,0
,12,Municipality of Anchorage,Full Reporter,Urban,VP,PT,Uses of Capital - Expansion Section,,,,,,,,,,0
,14,Sitka Tribe of Alaska,Reduced Reporter,Tribe,MB,DO,Reduced Reporting,,,,,,,,,,0
,15,Snoqualmie Indian Tribe,Reduced Reporter,Tribe,DR,DO,Reduced Reporting,,,,,,,,,,0
,16,RiverCities Transit,Full Reporter,Urban,DR,PT,Uses of Capital - Existing Section,,,,,,,,,,0
,16,RiverCities Transit,Full Reporter,Urban,DR,PT,Uses of Capital - Expansion Section,,,,,,,,,,0
,16,RiverCities Transit,Full Reporter,Urban,MB,DO,Uses of Capital - Existing Section,,656629,,,,,,,,656629
,16,RiverCities Transit,Full Reporter,Urban,MB,DO,Uses of Capital - Expansion Section,,,,,,,,,,0
,17,Stillaguamish Tribe of Indians,Reduced Reporter,Tribe,DR,DO,Reduced Reporting,,,,,,,,,,0
,18,Ben Franklin Transit,Full Reporter,Urban,DR,DO,Uses of Capital - Existing Section,,,,,99999,0,,,0,99999
,18,Ben Franklin Transit,Full Reporter,Urban,DR,DO,Uses of Capital - Expansion Section,,,,,,,,,,0
,18,Ben Franklin Transit,Full Reporter,Urban,DR,PT,Uses of Capital - Existing Section,,,,,,,,,,0
,18,Ben Franklin Transit,Full Reporter,Urban,DR,PT,Uses of Capital - Expansion Section,,,,,,,,,,0
,18,Ben Franklin Transit,Full Reporter,Urban,MB,DO,Uses of Capital - Existing Section,,2239735,651808,183860,340918,65596,,428737,40966,3951620
,18,Ben Franklin Transit,Full Reporter,Urban,MB,DO,Uses of Capital - Expansion Section,,,,,,,,,,0
,18,Ben Franklin Transit,Full Reporter,Urban,VP,DO,Uses of Capital - Existing Section,,,,,,,,,,0
,18,Ben Franklin Transit,Full Reporter,Urban,VP,DO,Uses of Capital - Expansion Section,,,,,,,,,,0
,19,Intercity Transit,Full Reporter,Urban,CB,DO,Uses of Capital - Existing Section,,,,,,,,,,0
,19,Intercity Transit,Full Reporter,Urban,CB,DO,Uses of Capital - Expansion Section,,,,,,,,,,0
,19,Intercity Transit,Full Reporter,Urban,DR,DO,Uses of Capital - Existing Section,,,,,138822,,,,,138822
,19,Intercity Transit,Full Reporter,Urban,DR,DO,Uses of Capital - Expansion Section,,,,,,,,,,0
,19,Intercity Transit,Full Reporter,Urban,MB,DO,Uses of Capital - Existing Section,,525126,24479414,311285,7507349,162903,,2126119,,35112196
,19,Intercity Transit,Full Reporter,Urban,MB,DO,Uses of Capital - Expansion Section,,,,,,,,,,0
,19,Intercity Transit,Full Reporter,Urban,VP,DO,Uses of Capital - Existing Section,,,,,12828,,,,,12828
,19,Intercity Transit,Full Reporter,Urban,VP,DO,Uses of Capital - Expansion Section,,,,,,,,,,0
,20,Kitsap Transit,Full Reporter,Urban,DR,DO,Uses of Capital - Existing Section,,,,,717796,,,,,717796
,20,Kitsap Transit,Full Reporter,Urban,DR,DO,Uses of Capital - Expansion Section,,,,,,,,,,0
,20,Kitsap Transit,Full Reporter,Urban,DR,TX,Uses of Capital - Existing Section,,,,,,,,,,0
,20,Kitsap Transit,Full Reporter,Urban,DR,TX,Uses of Capital - Expansion Section,,,,,,,,,,0
,20,Kitsap Transit,Full Reporter,Urban,FB,DO,Uses of Capital - Existing Section,,633426,,,2625456,,,57242,,3316124
,20,Kitsap Transit,Full Reporter,Urban,FB,DO,Uses of Capital - Expansion Section,,,,,2718730,,,,,2718730
,20,Kitsap Transit,Full Reporter,Urban,MB,DO,Uses of Capital - Existing Section,,2886308,28573,933462,949595,77073,939232,279183,,6093426
,20,Kitsap Transit,Full Reporter,Urban,MB,DO,Uses of Capital - Expansion Section,,,,,,,,,,0
,20,Kitsap Transit,Full Reporter,Urban,VP,DO,Uses of Capital - Existing Section,,,,,,,,,,0
,20,Kitsap Transit,Full Reporter,Urban,VP,DO,Uses of Capital - Expansion Section,,,,,,,,,,0
,21,Whatcom Transportation Authority,Full Reporter,Urban,DR,DO,Uses of Capital - Existing Section,,,,,39075,,,,,39075
,21,Whatcom Transportation Authority,Full Reporter,Urban,DR,DO,Uses of Capital - Expansion Section,,,,,200629,,,77936,,278565
,21,Whatcom Transportation Authority,Full Reporter,Urban,MB,DO,Uses of Capital - Existing Section,,30812,240707,5435,4617899,142009,,3835430,,8872292
,21,Whatcom Transportation Authority,Full Reporter,Urban,MB,DO,Uses of Capital - Expansion Section,,,,1334975,2080055,,,,,3415030
,21,Whatcom Transportation Authority,Full Reporter,Urban,VP,DO,Uses of Capital - Existing Section,,,,,,,,,,0
,21,Whatcom Transportation Authority,Full Reporter,Urban,VP,DO,Uses of Capital - Expansion Section,,,,,,,,,,0
,22,City of Pocatello,Reduced Reporter,Urban,DR,DO,Reduced Reporting,,,,,,,,,,25659
,22,City of Pocatello,Reduced Reporter,Urban,MB,DO,Reduced Reporting,,,,,,,,,,22659
,23,City of Seattle,Full Reporter,Urban,MG,PT,Uses of Capital - Existing Section,57527,4262430,,,1200050,,,,,5520007
,23,City of Seattle,Full Reporter,Urban,MG,PT,Uses of Capital - Expansion Section,,,,,,,,,,0
,24,Clark County Public Transportation Benefit Area Authority,Full Reporter,Urban,DR,DO,Uses of Capital - Existing Section,,,,,,,,,,0
,24,Clark County Public Transportation Benefit Area Authority,Full Reporter,Urban,DR,DO,Uses of Capital - Expansion Section,,,,,,,,,,0
,24,Clark County Public Transportation Benefit Area Authority,Full Reporter,Urban,MB,DO,Uses of Capital - Existing Section,,203434,,1306491,,103770,,1728924,9195,3351814
,24,Clark County Public Transportation Benefit Area Authority,Full Reporter,Urban,MB,DO,Uses of Capital - Expansion Section,,,,1642463,,,,,2143800,3786263
,24,Clark County Public Transportation Benefit Area Authority,Full Reporter,Urban,VP,DO,Uses of Capital - Existing Section,,,,,,,,,,0
,24,Clark County Public Transportation Benefit Area Authority,Full Reporter,Urban,VP,DO,Uses of Capital - Expansion Section,,,,,,,,,,0
,25,Salem Area Mass Transit District,Full Reporter,Urban,DR,PT,Uses of Capital - Existing Section,,,,,251666,,,,,251666
,25,Salem Area Mass Transit District,Full Reporter,Urban,DR,PT,Uses of Capital - Expansion Section,,,,,,,,,,0
,25,Salem Area Mass Transit District,Full Reporter,Urban,MB,DO,Uses of Capital - Existing Section,,137668,,347838,44200,,,1443887,120250,2093843
,25,Salem Area Mass Transit District,Full Reporter,Urban,MB,DO,Uses of Capital - Expansion Section,,,,,,,,,,0
,25,Salem Area Mass Transit District,Full Reporter,Urban,MB,PT,Uses of Capital - Existing Section,,,,,160412,,,,,160412
,25,Salem Area Mass Transit District,Full Reporter,Urban,MB,PT,Uses of Capital - Expansion Section,,,,,,,,,,0
,25,Salem Area Mass Transit District,Full Reporter,Urban,VP,PT,Uses of Capital - Existing Section,,,,,,,,,,0
,25,Salem Area Mass Transit District,Full Reporter,Urban,VP,PT,Uses of Capital - Expansion Section,,,,,,,,,,0
,28,County of Pierce,Full Reporter,Urban,FB,PT,Uses of Capital - Existing Section,,,,,,,,,,0
,28,County of Pierce,Full Reporter,Urban,FB,PT,Uses of Capital - Expansion Section,,,,,,,,,,0
,29,Snohomish County Public Transportation Benefit Area Corporation,Full Reporter,Urban,CB,DO,Uses of Capital - Existing Section,,,,,13209361,,,,,13209361
,29,Snohomish County Public Transportation Benefit Area Corporation,Full Reporter,Urban,CB,DO,Uses of Capital - Expansion Section,,,,,,,,,,0
,29,Snohomish County Public Transportation Benefit Area Corporation,Full Reporter,Urban,CB,PT,Uses of Capital - Existing Section,,,5291,,,,,,,5291
,29,Snohomish County Public Transportation Benefit Area Corporation,Full Reporter,Urban,CB,PT,Uses of Capital - Expansion Section,,,,,,,,,,0
,29,Snohomish County Public Transportation Benefit Area Corporation,Full Reporter,Urban,DR,PT,Uses of Capital - Existing Section,,,,,1265035,,,,,1265035
,29,Snohomish County Public Transportation Benefit Area Corporation,Full Reporter,Urban,DR,PT,Uses of Capital - Expansion Section,,,,,,,,,,0
,29,Snohomish County Public Transportation Benefit Area Corporation,Full Reporter,Urban,MB,DO,Uses of Capital - Existing Section,,617628,25158907,6250573,32915,,1523244,2946838,87446,36617551
,29,Snohomish County Public Transportation Benefit Area Corporation,Full Reporter,Urban,MB,DO,Uses of Capital - Expansion Section,,4753103,,,497488,,,,3316251,8566842
,29,Snohomish County Public Transportation Benefit Area Corporation,Full Reporter,Urban,VP,DO,Uses of Capital - Existing Section,,,,,,,,,,0
,29,Snohomish County Public Transportation Benefit Area Corporation,Full Reporter,Urban,VP,DO,Uses of Capital - Expansion Section,,,,,,,,,,0
,30,Chickaloon Native Village,Reduced Reporter,Tribe,DR,DO,Reduced Reporting,,,,,,,,,,53468
,31,Shoshone-Bannock Tribes ,Reduced Reporter,Tribe,MB,DO,Reduced Reporting,,,,,,,,,,0
,34,Rogue Valley Transportation District,Full Reporter,Urban,DR,PT,Uses of Capital - Existing Section,,,,,341541,,,,,341541
,34,Rogue Valley Transportation District,Full Reporter,Urban,DR,PT,Uses of Capital - Expansion Section,,,,,,,,,,0
,34,Rogue Valley Transportation District,Full Reporter,Urban,MB,DO,Uses of Capital - Existing Section,,190262,372353,396607,,0,,,,959222
,34,Rogue Valley Transportation District,Full Reporter,Urban,MB,DO,Uses of Capital - Expansion Section,,,,,3236226,113739,,,,3349965
,35,Washington State Ferries,Full Reporter,Urban,FB,DO,Uses of Capital - Existing Section,,92470150,,717597,34255755,,979343,2397101,,130819946
,35,Washington State Ferries,Full Reporter,Urban,FB,DO,Uses of Capital - Expansion Section,,,,,,,,,,0
,36,Makah Tribal Council,Reduced Reporter,Tribe,MB,DO,Reduced Reporting,,,,,,,,,,0
,40,Central Puget Sound Regional Transit Authority,Full Reporter,Urban,CB,DO,Uses of Capital - Existing Section,106336,330973,,6343,,,,,,443652
,40,Central Puget Sound Regional Transit Authority,Full Reporter,Urban,CB,DO,Uses of Capital - Expansion Section,0,0,,,,,,,,0
,40,Central Puget Sound Regional Transit Authority,Full Reporter,Urban,CB,PT,Uses of Capital - Existing Section,,,,,,,,28782,,28782
,40,Central Puget Sound Regional Transit Authority,Full Reporter,Urban,CB,PT,Uses of Capital - Expansion Section,,0,,,,,,,,0
,40,Central Puget Sound Regional Transit Authority,Full Reporter,Urban,CR,PT,Uses of Capital - Existing Section,75882,47079633,,,,54375,,156980,,47366870
,40,Central Puget Sound Regional Transit Authority,Full Reporter,Urban,CR,PT,Uses of Capital - Expansion Section,46917,560645,,173041,5314339,,,,,6094942
,40,Central Puget Sound Regional Transit Authority,Full Reporter,Urban,LR,DO,Uses of Capital - Existing Section,1094062,1961490,35432,2447088,58470,,,12856681,,18453223
,40,Central Puget Sound Regional Transit Authority,Full Reporter,Urban,LR,DO,Uses of Capital - Expansion Section,1215688819,216687076,3460395,15576186,125976705,1177597,11891556,121638540,,1712096874
,40,Central Puget Sound Regional Transit Authority,Full Reporter,Urban,MB,PT,Uses of Capital - Expansion Section,15083961,1522871,,1234449,,,,,,17841281
,40,Central Puget Sound Regional Transit Authority,Full Reporter,Urban,RB,PT,Uses of Capital - Expansion Section,14771340,,,,,,,,,14771340
,40,Central Puget Sound Regional Transit Authority,Full Reporter,Urban,SR,DO,Uses of Capital - Existing Section,,60701,,,45537,,,67379,,173617
,40,Central Puget Sound Regional Transit Authority,Full Reporter,Urban,SR,DO,Uses of Capital - Expansion Section,41767974,1776020,,,14343248,,43024,87301,,58017567
,41,Alaska Railroad Corporation,Full Reporter,Urban,AR,DO,Uses of Capital - Existing Section,28085453,483302,520167,638876,2512750,4902757,,7678956,,44822261
,41,Alaska Railroad Corporation,Full Reporter,Urban,AR,DO,Uses of Capital - Expansion Section,53868,,,,,,,,,53868
,43,Chelan Douglas PTBA ,Full Reporter,Urban,DR,DO,Uses of Capital - Existing Section,,,,,,,,,,0
,43,Chelan Douglas PTBA ,Full Reporter,Urban,DR,DO,Uses of Capital - Expansion Section,,,,,,,,,,0
,43,Chelan Douglas PTBA ,Full Reporter,Urban,DR,PT,Uses of Capital - Existing Section,,,,,,,,,,0
,43,Chelan Douglas PTBA ,Full Reporter,Urban,DR,PT,Uses of Capital - Expansion Section,,,,,,,,,,0
,43,Chelan Douglas PTBA ,Full Reporter,Urban,MB,DO,Uses of Capital - Existing Section,,70408,21552,98813,6241515,,,,317259,6749547
,43,Chelan Douglas PTBA ,Full Reporter,Urban,MB,DO,Uses of Capital - Expansion Section,,,,,,,,,,0
,44,Skagit Transit,Full Reporter,Urban,CB,DO,Uses of Capital - Existing Section,,,,,,,,,,0
,44,Skagit Transit,Full Reporter,Urban,CB,DO,Uses of Capital - Expansion Section,,,,,,,,,,0
,44,Skagit Transit,Full Reporter,Urban,DR,DO,Uses of Capital - Existing Section,,,,,,,,55325,,55325
,44,Skagit Transit,Full Reporter,Urban,DR,DO,Uses of Capital - Expansion Section,,,,,,,,,,0
,44,Skagit Transit,Full Reporter,Urban,MB,DO,Uses of Capital - Existing Section,,323171,,1912185,,27937,,284309,157767,2705369
,44,Skagit Transit,Full Reporter,Urban,MB,DO,Uses of Capital - Expansion Section,,,,,,,,,,0
,44,Skagit Transit,Full Reporter,Urban,VP,DO,Uses of Capital - Existing Section,,,,,,,,,,0
,44,Skagit Transit,Full Reporter,Urban,VP,DO,Uses of Capital - Expansion Section,,,,,,,,,,0
,45,Fairbanks North Star Borough ,Reduced Reporter,Urban,DR,DO,Reduced Reporting,,,,,,,,,,463060
,45,Fairbanks North Star Borough ,Reduced Reporter,Urban,MB,DO,Reduced Reporting,,,,,,,,,,758906
,46,City of Wilsonville,Full Reporter,Urban,DR,DO,Uses of Capital - Existing Section,,,,,,11134,,,1320,12454
,46,City of Wilsonville,Full Reporter,Urban,DR,DO,Uses of Capital - Expansion Section,,,,,,,,,,0
,46,City of Wilsonville,Full Reporter,Urban,MB,DO,Uses of Capital - Existing Section,,,,,237783,44285,,,5248,287316
,46,City of Wilsonville,Full Reporter,Urban,MB,DO,Uses of Capital - Expansion Section,,,,,,,,,,0
,47,City of Corvallis,Reduced Reporter,Urban,MB,PT,Reduced Reporting,,,,,,,,,,1214810
,48,City of Lewiston,Reduced Reporter,Urban,DR,DO,Reduced Reporting,,,,,,,,,,0
,48,City of Lewiston,Reduced Reporter,Urban,MB,DO,Reduced Reporting,,,,,,,,,,254611
,51,Asotin County,Reduced Reporter,Urban,DR,DO,Reduced Reporting,,,,,,,,,,0
,51,Asotin County,Reduced Reporter,Urban,MB,DO,Reduced Reporting,,,,,,,,,,0
,51,Asotin County,Reduced Reporter,Urban,VP,DO,Reduced Reporting,,,,,,,,,,0
,53,Coeur d'Alene Tribe,Reduced Reporter,Tribe,DR,DO,Reduced Reporting,,,,,,,,,,158220
,53,Coeur d'Alene Tribe,Reduced Reporter,Tribe,MB,DO,Reduced Reporting,,,,,,,,,,814473
,55,Kootenai County,Reduced Reporter,Urban,DR,PT,Reduced Reporting,,,,,,,,,,68065
,57,Central Oregon Intergovernmental Council,Full Reporter,Urban,CB,DO,Uses of Capital - Existing Section,,,,,,,,,,0
,57,Central Oregon Intergovernmental Council,Full Reporter,Urban,CB,DO,Uses of Capital - Expansion Section,,,,,508605,14000,,,,522605
,57,Central Oregon Intergovernmental Council,Full Reporter,Urban,DR,DO,Uses of Capital - Existing Section,,,,,,,,,,0
,57,Central Oregon Intergovernmental Council,Full Reporter,Urban,DR,DO,Uses of Capital - Expansion Section,,,,,,,,,,0
,57,Central Oregon Intergovernmental Council,Full Reporter,Urban,DR,PT,Uses of Capital - Existing Section,,,,,,,,11620,,11620
,57,Central Oregon Intergovernmental Council,Full Reporter,Urban,DR,PT,Uses of Capital - Expansion Section,,,,,,,,,,0
,57,Central Oregon Intergovernmental Council,Full Reporter,Urban,MB,DO,Uses of Capital - Existing Section,,0,,0,,,,,,0
,57,Central Oregon Intergovernmental Council,Full Reporter,Urban,MB,DO,Uses of Capital - Expansion Section,,,,,,,,,,0
,57,Central Oregon Intergovernmental Council,Full Reporter,Urban,MB,PT,Uses of Capital - Existing Section,,158427,,47725,,,,50399,,256551
,57,Central Oregon Intergovernmental Council,Full Reporter,Urban,MB,PT,Uses of Capital - Expansion Section,,,,,848901,,,,,848901
,58,City of Portland,Full Reporter,Urban,SR,PT,Uses of Capital - Existing Section,,,,,169895,,,,,169895
,58,City of Portland,Full Reporter,Urban,SR,PT,Uses of Capital - Expansion Section,,,,,,,,,,0
