NTD ID,Agency Name,Reporter Type,Reporting Module,Mode,TOS,Contractee NTD ID,Contractee Operator Name,Reporter Contractual Position,Type of Contract,Primary Feature,Buyer Supplies Vehicles to Seller,Buyer Provides Maintenance Facility to Seller,Other Public Assets Provided,Other Public Assets Provided Desc,Service Captured,Other Party,Fares Retained by,VOMS Under Contract,Months Seller Operated in FY,PT Fare Revenues/Passenger Fees,Passenger Out of Pocket Expenses,Direct Payment/Agency Subsidy,Contract Capital Leasing Expenses,Other Operating Expenses Incurred by the Buyer,Total Modal Expenses,Other Reconciling Item Expenses Incurred by the Buyer
2,Spokane Transit Authority,Full Reporter,Urban,DR,PT,Entity that Does Not Report to NTD,First Transit,The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,Y,Y,N,,In This Report,,Buyer,29,12,61562,,4077849.0,76164,429808.0,4645383,0.0
2,Spokane Transit Authority,Full Reporter,Urban,DR,PT,Entity that Does Not Report to NTD,Latah,The Reporter is the Buyer,Negotiated Contract or Agreement,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,Y,Y,N,,In This Report,,Buyer,1,11,7140,,1376.0,0,1395.0,9911,0.0
2,Spokane Transit Authority,Full Reporter,Urban,DR,PT,Entity that Does Not Report to NTD,Merry Glen,The Reporter is the Buyer,Negotiated Contract or Agreement,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,Y,Y,N,,In This Report,,Buyer,1,4,2520,,87.0,0,88.0,2695,0.0
3,Pierce County Transportation Benefit Area Authority,Full Reporter,Urban,CB,PT,40,Central Puget Sound Regional Transit Authority,The Reporter is the Seller,Negotiated Contract or Agreement,"The Buyer Reimburses the Seller's Net Operating Expenses, Based on Approved Budget",Y,N,N,,In Another Report,Is a Public Entity,Buyer,89,12,3923988,,47250234.0,182980,0.0,51357202,0.0
3,Pierce County Transportation Benefit Area Authority,Full Reporter,Urban,DR,PT,Entity that Does Not Report to NTD,First Transit,The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,Y,Y,N,,In This Report,,Buyer,44,12,163872,,6666242.0,180211,3404962.0,10415287,0.0
3,Pierce County Transportation Benefit Area Authority,Full Reporter,Urban,DR,PT,Entity that Does Not Report to NTD,Transpro Incorporated,The Reporter is the Buyer,Negotiated Contract or Agreement,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,N,N,N,,In This Report,,Buyer,9,5,2658,,291739.0,2500,3950.0,300847,0.0
6,City of Yakima,Full Reporter,Urban,CB,PT,Entity that Does Not Report to NTD,A&A Motorcoach,The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,N,N,N,,In This Report,,Buyer,2,12,155218,,432293.0,21614,80902.0,690027,0.0
6,City of Yakima,Full Reporter,Urban,DR,PT,Entity that Does Not Report to NTD,Medstar,The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,Y,N,N,,In This Report,,Buyer,23,12,78311,,1142943.0,114294,467502.0,1803050,0.0
7,Lane Transit District,Full Reporter,Urban,DR,PT,Entity that Does Not Report to NTD,Medical Transportation Management,The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,Y,Y,Y,"Buyer provides Call center building, and maintenance for building.  Maintenance Facility at building provided, maintenance service provided by contractor.",In This Report,,Buyer,20,12,104185,,2656349.0,0,211192.0,2971726,0.0
7,Lane Transit District,Full Reporter,Urban,DR,PT,Entity that Does Not Report to NTD,"TAC Transportation, Inc",The Reporter is the Buyer,Competitively-Bid Contract,"The Buyer Reimburses the Seller's Net Operating Expenses, Based on Approved Budget",Y,N,N,,In This Report,,Buyer,1,12,559,,14260.0,0,1134.0,15953,0.0
7,Lane Transit District,Full Reporter,Urban,DR,TX,Entity that Does Not Report to NTD,Medical Management Transportation,The Reporter is the Buyer,Competitively-Bid Contract,"The Buyer Reimburses the Seller's Net Operating Expenses, Based on Approved Budget",N,N,Y,RideSource Call center also used by brokerage.,In This Report,,Buyer,239,12,8762361,,8414018.0,4207009,384528.0,21767916,0.0
7,Lane Transit District,Full Reporter,Urban,MB,PT,Entity that Does Not Report to NTD,River Cities Taxi,The Reporter is the Buyer,Competitively-Bid Contract,"The Buyer Reimburses the Seller's Net Operating Expenses, Based on Approved Budget",Y,N,N,,In This Report,,Buyer,1,12,5489,,179491.0,0,33.0,185013,0.0
7,Lane Transit District,Full Reporter,Urban,MB,PT,Entity that Does Not Report to NTD,"TAC Transportation, Inc",The Reporter is the Buyer,Competitively-Bid Contract,"The Buyer Reimburses the Seller's Net Operating Expenses, Based on Approved Budget",Y,N,N,,In This Report,,Buyer,1,12,10033,,219334.0,0,214.0,229581,0.0
7,Lane Transit District,Full Reporter,Urban,VP,PT,Entity that Does Not Report to NTD,Enterprise Holdings,The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,N,N,N,,In This Report,,Seller,3,12,26454,8462.0,15775.0,4551,8723.0,63965,0.0
8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,DR,PT,Entity that Does Not Report to NTD,First Transit,The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,Y,Y,N,,In This Report,,Buyer,100,12,1072280,,12936402.0,0,8059019.0,22067701,0.0
8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,DR,TX,Entity that Does Not Report to NTD,Broadway Cab,The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,N,N,N,,In This Report,,Buyer,18,12,101940,,944426.0,18889,560100.0,1625355,0.0
8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,SR,PT,58,City of Portland,The Reporter is the Seller,Negotiated Contract or Agreement,"The Buyer Reimburses the Seller's Net Operating Expenses, Based on Approved Budget",Y,Y,N,,In Another Report,Is a Public Entity,Buyer,12,12,618639,,10311708.0,0,,10930347,
8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,YR,PT,Entity that Does Not Report to NTD,Portland & Western Railroad,The Reporter is the Buyer,Negotiated Contract or Agreement,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,Y,Y,N,,In This Report,,Buyer,4,12,60066,,1925666.0,0,5574620.0,7560352,
11,Valley Regional Transit,Full Reporter,Urban,DR,PT,Entity that Does Not Report to NTD,Eagle Senior Center,The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,Y,Y,N,,In This Report,,Buyer,3,12,0,,153980.0,0,229883.0,383863,0.0
11,Valley Regional Transit,Full Reporter,Urban,DR,PT,Entity that Does Not Report to NTD,First Transit Inc.,The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,Y,Y,N,,In This Report,,Buyer,16,12,62325,,1960149.0,0,1449624.0,3472098,0.0
11,Valley Regional Transit,Full Reporter,Urban,DR,PT,Entity that Does Not Report to NTD,Harvest Transit,The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,Y,Y,N,,In This Report,,Buyer,3,12,0,,219256.0,0,172413.0,391669,0.0
11,Valley Regional Transit,Full Reporter,Urban,DR,PT,Entity that Does Not Report to NTD,METRO Community Services,The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,Y,Y,N,,In This Report,,Buyer,4,12,0,,250868.0,0,57471.0,308339,0.0
11,Valley Regional Transit,Full Reporter,Urban,DR,PT,Entity that Does Not Report to NTD,Supportive Housing and Innovating Partners,The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,Y,Y,N,,In This Report,,Buyer,4,12,0,,334387.0,0,229882.0,564269,0.0
11,Valley Regional Transit,Full Reporter,Urban,MB,PT,Entity that Does Not Report to NTD,First Transit Inc.,The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,Y,Y,N,,In This Report,,Buyer,38,12,491260,,6645080.0,0,5692656.0,12828996,0.0
12,Municipality of Anchorage,Full Reporter,Urban,DR,PT,Entity that Does Not Report to NTD,MV Transportion,The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,Y,Y,N,,In This Report,,Buyer,26,12,362099,,4329113.0,0,953402.0,5644614,0.0
12,Municipality of Anchorage,Full Reporter,Urban,VP,PT,Entity that Does Not Report to NTD,Enterprise Holdings,The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,N,N,N,,In This Report,,Seller,70,12,871010,222237.0,523701.0,678006,153259.0,2448213,0.0
16,RiverCities Transit,Full Reporter,Urban,DR,PT,Entity that Does Not Report to NTD,Paratransit Services,The Reporter is the Buyer,Negotiated Contract or Agreement,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,Y,Y,N,,In This Report,,Buyer,10,12,16530,,978189.0,0,342280.0,1336999,0.0
18,Ben Franklin Transit,Full Reporter,Urban,DR,PT,Entity that Does Not Report to NTD,The ARC of the Tri-Cities,The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,Y,Y,N,,In This Report,,Buyer,23,12,3725,,433140.0,0,156963.0,593828,0.0
18,Ben Franklin Transit,Full Reporter,Urban,DR,PT,Entity that Does Not Report to NTD,"Via Transportation, LLC ",The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,N,N,N,,In This Report,,Buyer,12,12,2526,,978343.0,48917,156888.0,1186674,0.0
20,Kitsap Transit,Full Reporter,Urban,DR,TX,Entity that Does Not Report to NTD,City Cab Taxi Services LLC,The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,N,N,N,,In This Report,,Buyer,1,12,1841,,44186.0,108,22461.0,68596,0.0
20,Kitsap Transit,Full Reporter,Urban,DR,TX,Entity that Does Not Report to NTD,Yellow Cab,The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,N,N,N,,In This Report,,Buyer,1,12,2251,,53712.0,132,27455.0,83550,0.0
23,City of Seattle,Full Reporter,Urban,MG,PT,Entity that Does Not Report to NTD,Seattle Monorail Services LLC,The Reporter is the Buyer,Negotiated Contract or Agreement,"The Buyer Reimburses the Seller's Net Operating Expenses, Based on Approved Budget",Y,Y,N,,In This Report,,Seller,8,12,1775653,,662117.0,0,411627.0,2849397,0.0
25,Salem Area Mass Transit District,Full Reporter,Urban,DR,PT,Entity that Does Not Report to NTD,MV Transportation,The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,Y,N,N,,In This Report,,Buyer,40,12,221799,,3363579.0,94209,2151461.0,5831048,93310.0
25,Salem Area Mass Transit District,Full Reporter,Urban,MB,PT,Entity that Does Not Report to NTD,MV Transportation,The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,Y,N,N,,In This Report,,Buyer,8,12,0,,1448591.0,22191,441190.0,1911972,9280.0
25,Salem Area Mass Transit District,Full Reporter,Urban,VP,PT,Entity that Does Not Report to NTD,Enterprise,The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,N,N,N,,In This Report,,Seller,15,12,123625,27266.0,93670.0,104590,13912.0,363063,0.0
28,County of Pierce,Full Reporter,Urban,FB,PT,Entity that Does Not Report to NTD,"Pacific Navigation Company, LLC",The Reporter is the Buyer,Negotiated Contract or Agreement,"The Buyer Reimburses the Seller's Net Operating Expenses, Based on Approved Budget",Y,N,N,,In This Report,,Buyer,2,12,2912305,,2367040.0,0,2615458.0,7894803,0.0
29,Snohomish County Public Transportation Benefit Area Corporation,Full Reporter,Urban,CB,PT,40,Central Puget Sound Regional Transit Authority,The Reporter is the Seller,Negotiated Contract or Agreement,"The Buyer Reimburses the Seller's Net Operating Expenses, Based on Approved Budget",Y,N,N,,In Another Report,Is a Public Entity,Buyer,36,12,2277037,,19461954.0,300000,0.0,22038991,0.0
29,Snohomish County Public Transportation Benefit Area Corporation,Full Reporter,Urban,CB,PT,Entity that Does Not Report to NTD,First Transit - CT Commuter,The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,Y,Y,N,,In This Report,,Buyer,50,12,1298946,,7134448.0,0,3807196.0,12240590,0.0
29,Snohomish County Public Transportation Benefit Area Corporation,Full Reporter,Urban,DR,PT,Entity that Does Not Report to NTD,"Transdev Services, Inc. ",The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,Y,N,N,,In This Report,,Buyer,36,12,223653,,7424422.0,407274,707952.0,8763301,0.0
34,Rogue Valley Transportation District,Full Reporter,Urban,DR,PT,Entity that Does Not Report to NTD,Paratransit Services,The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,Y,Y,N,,In This Report,,Buyer,17,12,81837,,1643108.0,0,793429.0,2518374,0.0
40,Central Puget Sound Regional Transit Authority,Full Reporter,Urban,CB,DO,1,King County Department of Metro Transit,The Reporter is the Buyer,Negotiated Contract or Agreement,"The Buyer Reimburses the Seller's Net Operating Expenses, Based on Approved Budget",Y,Y,N,,In This Report,Is a Public Entity,Buyer,74,12,3854661,,48762759.0,62843,12953685.0,65633948,0.0
40,Central Puget Sound Regional Transit Authority,Full Reporter,Urban,CB,DO,3,Pierce County Transportation Benefit Area Authority,The Reporter is the Buyer,Negotiated Contract or Agreement,"The Buyer Reimburses the Seller's Net Operating Expenses, Based on Approved Budget",Y,N,N,,In This Report,Is a Public Entity,Buyer,96,12,3893095,,47250234.0,182980,12519412.0,63845721,0.0
40,Central Puget Sound Regional Transit Authority,Full Reporter,Urban,CB,PT,29,Snohomish County Public Transportation Benefit Area Corporation,The Reporter is the Buyer,Negotiated Contract or Agreement,"The Buyer Reimburses the Seller's Net Operating Expenses, Based on Approved Budget",Y,N,N,,In This Report,Is a Public Entity,Buyer,36,12,2277037,,19461954.0,300000,4178107.0,26217098,0.0
40,Central Puget Sound Regional Transit Authority,Full Reporter,Urban,CR,PT,Entity that Does Not Report to NTD,Burlington Northern Santa Fe,The Reporter is the Buyer,Negotiated Contract or Agreement,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,Y,N,N,,In This Report,,Buyer,77,12,2827487,,10840127.0,0,51484819.0,65152433,0.0
40,Central Puget Sound Regional Transit Authority,Full Reporter,Urban,LR,DO,1,King County Department of Metro Transit,The Reporter is the Buyer,Negotiated Contract or Agreement,"The Buyer Reimburses the Seller's Net Operating Expenses, Based on Approved Budget",Y,Y,N,,In This Report,Is a Public Entity,Buyer,72,12,15745273,,67397003.0,110335,89987977.0,173240588,0.0
43,Chelan Douglas PTBA ,Full Reporter,Urban,DR,PT,Entity that Does Not Report to NTD,Lake Chelan Hospital,The Reporter is the Buyer,Negotiated Contract or Agreement,"The Buyer Reimburses the Seller's Net Operating Expenses, Based on Approved Budget",N,N,N,,In This Report,,Seller,1,12,0,,41223.0,1346,4227.0,46796,0.0
43,Chelan Douglas PTBA ,Full Reporter,Urban,DR,PT,Entity that Does Not Report to NTD,People for People,The Reporter is the Buyer,Negotiated Contract or Agreement,"The Buyer Reimburses the Seller's Net Operating Expenses, Based on Approved Budget",N,N,N,,In This Report,,Seller,2,3,0,,65738.0,7598,23868.0,97204,0.0
47,City of Corvallis,Reduced Reporter,Urban,DR,PT,65,Benton County,The Reporter is the Buyer,Negotiated Contract or Agreement,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,N,N,N,,In Another Report,Is a Public Entity,Buyer,4,12,0,,51117.0,5242,10037.0,66396,0.0
47,City of Corvallis,Reduced Reporter,Urban,MB,PT,Entity that Does Not Report to NTD,MTR Western,The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,Y,N,N,,In This Report,,Buyer,11,12,0,,3189986.0,30750,841072.0,4061808,0.0
55,Kootenai County,Reduced Reporter,Urban,DR,PT,Entity that Does Not Report to NTD,MV Transportation,The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,Y,N,N,,In This Report,,Buyer,4,12,0,,376150.0,0,276763.0,652913,0.0
57,Central Oregon Intergovernmental Council,Full Reporter,Urban,CB,DO,231,Confederated Tribes of Warm Springs,The Reporter is the Seller,Negotiated Contract or Agreement,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,Y,N,N,,In This Report,Is a Public Entity,Seller,1,12,0,,19120.0,0,0.0,19120,0.0
57,Central Oregon Intergovernmental Council,Full Reporter,Urban,DR,PT,Entity that Does Not Report to NTD,Paratransit Services Inc.,The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,Y,Y,N,,In This Report,,Buyer,7,12,8725,,335863.0,0,357421.0,702009,0.0
57,Central Oregon Intergovernmental Council,Full Reporter,Urban,MB,DO,231,Confederated Tribes of Warm Springs,The Reporter is the Seller,Negotiated Contract or Agreement,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,Y,N,N,,In This Report,Is a Public Entity,Seller,1,12,0,,27435.0,0,0.0,27435,0.0
57,Central Oregon Intergovernmental Council,Full Reporter,Urban,MB,PT,Entity that Does Not Report to NTD,Paratransit Services Inc.,The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,Y,Y,N,,In This Report,,Buyer,13,12,14880,,1283753.0,0,1633972.0,2932605,0.0
58,City of Portland,Full Reporter,Urban,SR,PT,8,Tri-County Metropolitan Transportation District of Oregon,The Reporter is the Buyer,Negotiated Contract or Agreement,"The Buyer Reimburses the Seller's Net Operating Expenses, Based on Approved Budget",Y,Y,N,,In This Report,Is a Public Entity,Buyer,12,12,618639,,10311708.0,0,7142706.0,18073053,0.0
58,City of Portland,Full Reporter,Urban,TR,PT,Entity that Does Not Report to NTD,Doppelmayr,The Reporter is the Buyer,Negotiated Contract or Agreement,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,Y,Y,N,,In This Report,,Buyer,2,12,0,,3099280.0,0,170097.0,3269377,0.0
59,Josephine County,Reduced Reporter,Urban,MB,DO,Entity that Does Not Report to NTD,City of Grants Pass,The Reporter is the Seller,Negotiated Contract or Agreement,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,N,N,N,,In This Report,,Seller,4,12,0,,153238.0,4904,0.0,158142,0.0
63,City of Milton-Freewater,Reduced Reporter,Urban,DR,TX,Entity that Does Not Report to NTD,German Graves d.b.a GG Taxi Service,The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,N,N,N,,In This Report,,Buyer,1,12,2498,,73440.0,36720,62728.0,175386,0.0
63,City of Milton-Freewater,Reduced Reporter,Urban,MB,PT,Entity that Does Not Report to NTD,"MV Transportation, Inc.",The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,Y,Y,N,,In This Report,,Buyer,1,12,0,,81617.0,0,78649.0,160266,0.0
65,Benton County,Reduced Reporter,Urban,CB,PT,Entity that Does Not Report to NTD,"Benton County Dial-a-Bus, Inc.",The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,Y,Y,N,,In This Report,,Buyer,2,10,12744,,131521.0,0,184751.0,329016,0.0
65,Benton County,Reduced Reporter,Urban,DR,PT,47,City of Corvallis,The Reporter is the Seller,Negotiated Contract or Agreement,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,N,N,N,,In This Report,Is a Public Entity,Buyer,5,12,0,,51457.0,5717,0.0,57174,0.0
65,Benton County,Reduced Reporter,Urban,DR,PT,Entity that Does Not Report to NTD,"Benton County Dial-a-Bus, Inc.",The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,Y,Y,N,,In This Report,,Buyer,3,12,25237,,477467.0,0,129766.0,632470,0.0
376,"Ride Connection, Inc.",Full Reporter,Urban,DR,TX,Entity that Does Not Report to NTD,A-1 Medical Transport,The Reporter is the Buyer,Negotiated Contract or Agreement,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,N,N,N,,In This Report,,Buyer,9,12,0,,420305.0,210152,24749.0,655206,0.0
376,"Ride Connection, Inc.",Full Reporter,Urban,DR,TX,Entity that Does Not Report to NTD,All-Med Transit,The Reporter is the Buyer,Negotiated Contract or Agreement,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,N,N,N,,In This Report,,Buyer,1,12,0,,479.0,239,28.0,746,0.0
376,"Ride Connection, Inc.",Full Reporter,Urban,DR,TX,Entity that Does Not Report to NTD,Asian Health and Service Center,The Reporter is the Buyer,Negotiated Contract or Agreement,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,N,N,N,,In This Report,,Buyer,1,12,0,,16509.0,8254,972.0,25735,0.0
376,"Ride Connection, Inc.",Full Reporter,Urban,DR,TX,Entity that Does Not Report to NTD,David's Harp,The Reporter is the Buyer,Negotiated Contract or Agreement,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,N,N,N,,In This Report,,Buyer,1,12,0,,12609.0,6304,742.0,19655,0.0
376,"Ride Connection, Inc.",Full Reporter,Urban,DR,TX,Entity that Does Not Report to NTD,Easy Ride,The Reporter is the Buyer,Negotiated Contract or Agreement,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,N,N,N,,In This Report,,Buyer,1,12,0,,1915.0,957,113.0,2985,0.0
376,"Ride Connection, Inc.",Full Reporter,Urban,DR,TX,Entity that Does Not Report to NTD,Exceed Enterprises,The Reporter is the Buyer,Negotiated Contract or Agreement,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,N,N,N,,In This Report,,Buyer,1,12,0,,15496.0,7748,912.0,24156,0.0
376,"Ride Connection, Inc.",Full Reporter,Urban,DR,TX,Entity that Does Not Report to NTD,Impact NorthWest,The Reporter is the Buyer,Negotiated Contract or Agreement,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,N,N,N,,In This Report,,Buyer,2,12,0,,313430.0,156715,18453.0,488598,0.0
376,"Ride Connection, Inc.",Full Reporter,Urban,DR,TX,Entity that Does Not Report to NTD,Metro West,The Reporter is the Buyer,Negotiated Contract or Agreement,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,N,N,N,,In This Report,,Buyer,1,12,0,,865.0,432,51.0,1348,0.0
376,"Ride Connection, Inc.",Full Reporter,Urban,DR,TX,Entity that Does Not Report to NTD,MFS,The Reporter is the Buyer,Negotiated Contract or Agreement,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,N,N,N,,In This Report,,Buyer,3,12,0,,671251.0,335626,39520.0,1046397,0.0
