NTD ID,Agency Name,Reporter Type,Reporting Module,Mode,TOS,Major Failures,Other Failures,Total Failures
8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,LR,DO,268,17,285
8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,MB,DO,1724,533,2257
8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,YR,PT,9,0,9
11,Valley Regional Transit,Full Reporter,Urban,DR,PT,5,3,8
11,Valley Regional Transit,Full Reporter,Urban,MB,PT,37,44,81
12,Municipality of Anchorage,Full Reporter,Urban,DR,PT,25,12,37
12,Municipality of Anchorage,Full Reporter,Urban,MB,DO,354,273,627
12,Municipality of Anchorage,Full Reporter,Urban,VP,PT,0,2,2
16,RiverCities Transit,Full Reporter,Urban,DR,PT,6,3,9
16,RiverCities Transit,Full Reporter,Urban,MB,DO,7,3,10
18,Ben Franklin Transit,Full Reporter,Urban,DR,DO,70,33,103
18,Ben Franklin Transit,Full Reporter,Urban,DR,PT,0,1,1
18,Ben Franklin Transit,Full Reporter,Urban,MB,DO,130,85,215
18,Ben Franklin Transit,Full Reporter,Urban,VP,DO,5,2,7
19,Intercity Transit,Full Reporter,Urban,CB,DO,2,1,3
19,Intercity Transit,Full Reporter,Urban,DR,DO,20,12,32
19,Intercity Transit,Full Reporter,Urban,MB,DO,58,34,92
19,Intercity Transit,Full Reporter,Urban,VP,DO,2,2,4
20,Kitsap Transit,Full Reporter,Urban,DR,DO,5,6,11
20,Kitsap Transit,Full Reporter,Urban,FB,DO,11,9,20
20,Kitsap Transit,Full Reporter,Urban,MB,DO,30,33,63
20,Kitsap Transit,Full Reporter,Urban,VP,DO,2,3,5
21,Whatcom Transportation Authority,Full Reporter,Urban,DR,DO,13,2,15
21,Whatcom Transportation Authority,Full Reporter,Urban,MB,DO,130,11,141
21,Whatcom Transportation Authority,Full Reporter,Urban,VP,DO,0,0,0
23,City of Seattle,Full Reporter,Urban,MG,PT,5,0,5
24,Clark County Public Transportation Benefit Area Authority,Full Reporter,Urban,DR,DO,42,8,50
24,Clark County Public Transportation Benefit Area Authority,Full Reporter,Urban,MB,DO,377,169,546
24,Clark County Public Transportation Benefit Area Authority,Full Reporter,Urban,VP,DO,13,0,13
25,Salem Area Mass Transit District,Full Reporter,Urban,DR,PT,3,3,6
25,Salem Area Mass Transit District,Full Reporter,Urban,MB,DO,140,85,225
25,Salem Area Mass Transit District,Full Reporter,Urban,MB,PT,12,2,14
25,Salem Area Mass Transit District,Full Reporter,Urban,VP,PT,0,0,0
28,County of Pierce,Full Reporter,Urban,FB,PT,12,0,12
29,Snohomish County Public Transportation Benefit Area Corporation,Full Reporter,Urban,CB,DO,37,53,90
29,Snohomish County Public Transportation Benefit Area Corporation,Full Reporter,Urban,CB,PT,118,34,152
29,Snohomish County Public Transportation Benefit Area Corporation,Full Reporter,Urban,DR,PT,31,23,54
29,Snohomish County Public Transportation Benefit Area Corporation,Full Reporter,Urban,MB,DO,341,636,977
29,Snohomish County Public Transportation Benefit Area Corporation,Full Reporter,Urban,VP,DO,0,0,0
34,Rogue Valley Transportation District,Full Reporter,Urban,DR,PT,8,17,25
34,Rogue Valley Transportation District,Full Reporter,Urban,MB,DO,63,46,109
35,Washington State Ferries,Full Reporter,Urban,FB,DO,31,3,34
40,Central Puget Sound Regional Transit Authority,Full Reporter,Urban,CB,DO,928,492,1420
40,Central Puget Sound Regional Transit Authority,Full Reporter,Urban,CB,PT,286,150,436
40,Central Puget Sound Regional Transit Authority,Full Reporter,Urban,CR,PT,9,1,10
40,Central Puget Sound Regional Transit Authority,Full Reporter,Urban,LR,DO,208,54,262
40,Central Puget Sound Regional Transit Authority,Full Reporter,Urban,SR,DO,3,16,19
41,Alaska Railroad Corporation,Full Reporter,Urban,AR,DO,0,1,1
43,Chelan Douglas PTBA ,Full Reporter,Urban,DR,DO,1,15,16
43,Chelan Douglas PTBA ,Full Reporter,Urban,DR,PT,0,4,4
43,Chelan Douglas PTBA ,Full Reporter,Urban,MB,DO,36,55,91
44,Skagit Transit,Full Reporter,Urban,CB,DO,3,1,4
44,Skagit Transit,Full Reporter,Urban,DR,DO,2,3,5
44,Skagit Transit,Full Reporter,Urban,MB,DO,8,8,16
44,Skagit Transit,Full Reporter,Urban,VP,DO,1,0,1
46,City of Wilsonville,Full Reporter,Urban,DR,DO,1,7,8
46,City of Wilsonville,Full Reporter,Urban,MB,DO,9,14,23
57,Central Oregon Intergovernmental Council,Full Reporter,Urban,CB,DO,4,3,7
57,Central Oregon Intergovernmental Council,Full Reporter,Urban,DR,DO,1,8,9
57,Central Oregon Intergovernmental Council,Full Reporter,Urban,DR,PT,3,8,11
57,Central Oregon Intergovernmental Council,Full Reporter,Urban,MB,DO,0,0,0
57,Central Oregon Intergovernmental Council,Full Reporter,Urban,MB,PT,10,27,37
58,City of Portland,Full Reporter,Urban,SR,PT,65,78,143
58,City of Portland,Full Reporter,Urban,TR,PT,0,2,2
376,"Ride Connection, Inc.",Full Reporter,Urban,DR,DO,21,42,63
376,"Ride Connection, Inc.",Full Reporter,Urban,MB,DO,24,26,50
415,Ada County Highway District,Full Reporter,Urban,VP,DO,7,0,7
10001,Rhode Island Public Transit Authority,Full Reporter,Urban,DR,DO,45,32,77
10001,Rhode Island Public Transit Authority,Full Reporter,Urban,MB,DO,486,1402,1888
10001,Rhode Island Public Transit Authority,Full Reporter,Urban,VP,PT,0,0,0
10003,Massachusetts Bay Transportation Authority,Full Reporter,Urban,CR,PT,234,22,256
10003,Massachusetts Bay Transportation Authority,Full Reporter,Urban,DR,PT,140,351,491
10003,Massachusetts Bay Transportation Authority,Full Reporter,Urban,FB,PT,8,0,8
10003,Massachusetts Bay Transportation Authority,Full Reporter,Urban,HR,DO,471,25,496
10003,Massachusetts Bay Transportation Authority,Full Reporter,Urban,LR,DO,581,32,613
10003,Massachusetts Bay Transportation Authority,Full Reporter,Urban,MB,DO,433,204,637
10003,Massachusetts Bay Transportation Authority,Full Reporter,Urban,MB,PT,26,0,26
10003,Massachusetts Bay Transportation Authority,Full Reporter,Urban,RB,DO,79,19,98
10003,Massachusetts Bay Transportation Authority,Full Reporter,Urban,TB,DO,16,39,55
10004,Brockton Area Transit Authority,Full Reporter,Urban,DR,PT,15,23,38
10004,Brockton Area Transit Authority,Full Reporter,Urban,MB,PT,71,351,422
10005,Lowell Regional Transit Authority,Full Reporter,Urban,DR,PT,2,8,10
10005,Lowell Regional Transit Authority,Full Reporter,Urban,MB,PT,40,9,49
10006,Southeastern Regional Transit Authority,Full Reporter,Urban,DR,PT,5,10,15
10006,Southeastern Regional Transit Authority,Full Reporter,Urban,MB,PT,18,528,546
10007,Berkshire Regional Transit Authority,Full Reporter,Urban,DR,PT,2,0,2
10007,Berkshire Regional Transit Authority,Full Reporter,Urban,MB,PT,9,110,119
10008,Pioneer Valley Transit Authority,Full Reporter,Urban,DR,PT,12,32,44
10008,Pioneer Valley Transit Authority,Full Reporter,Urban,MB,PT,1229,250,1479
10013,Merrimack Valley Regional Transit Authority,Full Reporter,Urban,CB,PT,0,0,0
10013,Merrimack Valley Regional Transit Authority,Full Reporter,Urban,DR,PT,4,3,7
10013,Merrimack Valley Regional Transit Authority,Full Reporter,Urban,MB,PT,30,9,39
10014,Worcester Regional Transit Authority,Full Reporter,Urban,DR,DO,8,25,33
10014,Worcester Regional Transit Authority,Full Reporter,Urban,DR,PT,6,12,18
10014,Worcester Regional Transit Authority,Full Reporter,Urban,MB,DO,276,1251,1527
10016,Greater Portland Transit District,Full Reporter,Urban,MB,DO,5,191,196
10017,Greater Hartford Transit District,Full Reporter,Urban,DR,PT,26,1989,2015
10040,Southeast Area Transit District,Full Reporter,Urban,DR,PT,0,1,1
10040,Southeast Area Transit District,Full Reporter,Urban,MB,DO,104,463,567
10042,Valley Transit District,Full Reporter,Urban,DR,DO,3,4,7
10045,Connecticut Department of Transportation - CTTransit New Britain -Dattco.,Full Reporter,Urban,CB,PT,57,23,80
10045,Connecticut Department of Transportation - CTTransit New Britain -Dattco.,Full Reporter,Urban,MB,PT,18,4,22
10048,Connecticut Department of Transportation - CTTRANSIT - Hartford Division,Full Reporter,Urban,MB,DO,129,3117,3246
10048,Connecticut Department of Transportation - CTTRANSIT - Hartford Division,Full Reporter,Urban,RB,DO,31,330,361
10049,Greater New Haven Transit District,Full Reporter,Urban,DR,DO,97,517,614
10050,Greater Bridgeport Transit Authority,Full Reporter,Urban,DR,PT,27,4,31
10050,Greater Bridgeport Transit Authority,Full Reporter,Urban,MB,DO,154,137,291
10051,Housatonic Area Regional Transit ,Full Reporter,Urban,DR,DO,9,2,11
10051,Housatonic Area Regional Transit ,Full Reporter,Urban,MB,DO,16,29,45
10053,Cape Ann Transportation Authority,Full Reporter,Urban,DR,PT,1,3,4
10053,Cape Ann Transportation Authority,Full Reporter,Urban,MB,PT,2,5,7
10055,Connecticut Department of Transportation - CTTRANSIT New Haven Division,Full Reporter,Urban,MB,DO,66,927,993
10056,Connecticut Department of Transportation - CTTRANSIT Stamford Division,Full Reporter,Urban,MB,DO,58,660,718
10057,Norwalk Transit District,Full Reporter,Urban,DR,DO,0,4,4
10057,Norwalk Transit District,Full Reporter,Urban,DR,PT,0,1,1
10057,Norwalk Transit District,Full Reporter,Urban,MB,DO,52,164,216
10061,Montachusett Regional Transit Authority,Full Reporter,Urban,DR,PT,9,1,10
10061,Montachusett Regional Transit Authority,Full Reporter,Urban,MB,PT,21,12,33
10064,Greater Attleboro-Taunton Regional Transit Authority,Full Reporter,Urban,DR,PT,60,26,86
10064,Greater Attleboro-Taunton Regional Transit Authority,Full Reporter,Urban,MB,PT,90,37,127
10066,Green Mountain Transit Authority,Full Reporter,Urban,CB,DO,6,3,9
10066,Green Mountain Transit Authority,Full Reporter,Urban,DR,DO,1,1,2
10066,Green Mountain Transit Authority,Full Reporter,Urban,DR,PT,12,1,13
10066,Green Mountain Transit Authority,Full Reporter,Urban,MB,DO,50,116,166
10086,Cooperative Alliance for Seacoast Transportation,Full Reporter,Urban,DR,DO,4,1,5
10086,Cooperative Alliance for Seacoast Transportation,Full Reporter,Urban,MB,DO,60,80,140
10087,City of Nashua,Full Reporter,Urban,DR,PT,5,4,9
10087,City of Nashua,Full Reporter,Urban,MB,PT,37,8,45
10088,Casco Bay Island Transit District,Full Reporter,Urban,FB,DO,3,0,3
10098,"Western Maine Transportation Services, Inc.",Full Reporter,Urban,CB,DO,5,3,8
10098,"Western Maine Transportation Services, Inc.",Full Reporter,Urban,DR,DO,0,5,5
10098,"Western Maine Transportation Services, Inc.",Full Reporter,Urban,MB,DO,12,12,24
10102,Connecticut Department of Transportation,Full Reporter,Urban,CB,PT,0,0,0
10102,Connecticut Department of Transportation,Full Reporter,Urban,CR,PT,8,55,63
10105,Cape Cod Regional Transit Authority,Full Reporter,Urban,DR,PT,23,5,28
10105,Cape Cod Regional Transit Authority,Full Reporter,Urban,MB,PT,87,54,141
10107,Milford Transit District,Full Reporter,Urban,DR,DO,6,16,22
10107,Milford Transit District,Full Reporter,Urban,MB,DO,8,19,27
10115,Northern New England Passenger Rail Authority,Full Reporter,Urban,CR,PT,1,0,1
10118,MetroWest Regional Transit Authority,Full Reporter,Urban,DR,PT,2,10,12
10118,MetroWest Regional Transit Authority,Full Reporter,Urban,MB,PT,1,13,14
10128,Connecticut Department of Transportation- CTTransit Waterbury- NET,Full Reporter,Urban,DR,PT,6,1,7
10128,Connecticut Department of Transportation- CTTransit Waterbury- NET,Full Reporter,Urban,MB,PT,81,2,83
10130,Connecticut Department of Transportation -CTTRANSIT New Britain ,Full Reporter,Urban,MB,PT,56,15,71
10183,"Woods Hole, Martha's Vineyard and Nantucket Steamship Authority",Full Reporter,Urban,FB,DO,39,1,40
10183,"Woods Hole, Martha's Vineyard and Nantucket Steamship Authority",Full Reporter,Urban,MB,DO,4,0,4
11147,Rhode Island Department of Transportation,Full Reporter,Urban,FB,PT,0,0,0
11238,Bay State Cruise Company,Full Reporter,Urban,FB,DO,0,3,3
11239,"Hyannis Harbor Tours, Inc. ",Full Reporter,Urban,FB,DO,0,0,0
20002,Capital District Transportation Authority,Full Reporter,Urban,CB,PT,3,1,4
20002,Capital District Transportation Authority,Full Reporter,Urban,DR,DO,33,58,91
20002,Capital District Transportation Authority,Full Reporter,Urban,MB,DO,600,963,1563
20002,Capital District Transportation Authority,Full Reporter,Urban,VP,PT,3,0,3
20003,Broome County,Full Reporter,Urban,DR,DO,2,2,4
20003,Broome County,Full Reporter,Urban,DR,PT,0,3,3
20003,Broome County,Full Reporter,Urban,MB,DO,139,369,508
20004,Niagara Frontier Transportation Authority,Full Reporter,Urban,DR,DO,10,18,28
20004,Niagara Frontier Transportation Authority,Full Reporter,Urban,LR,DO,45,17,62
20004,Niagara Frontier Transportation Authority,Full Reporter,Urban,MB,DO,1068,755,1823
20006,City of Long Beach,Full Reporter,Urban,DR,DO,1,1,2
20006,City of Long Beach,Full Reporter,Urban,MB,DO,1,3,4
20008,MTA New York City Transit,Full Reporter,Urban,CB,DO,440,94,534
20008,MTA New York City Transit,Full Reporter,Urban,DR,PT,935,691,1626
20008,MTA New York City Transit,Full Reporter,Urban,HR,DO,2257,12732,14989
20008,MTA New York City Transit,Full Reporter,Urban,MB,DO,9790,2308,12098
20008,MTA New York City Transit,Full Reporter,Urban,RB,DO,269,49,318
20010,Dutchess County,Full Reporter,Urban,DR,DO,18,11,29
20010,Dutchess County,Full Reporter,Urban,MB,DO,45,7,52
20018,Central New York Regional Transportation Authority,Full Reporter,Urban,DR,DO,20,26,46
20018,Central New York Regional Transportation Authority,Full Reporter,Urban,DR,PT,7,14,21
20018,Central New York Regional Transportation Authority,Full Reporter,Urban,MB,DO,208,514,722
20071,Town of Huntington,Full Reporter,Urban,DR,DO,3,1,4
20071,Town of Huntington,Full Reporter,Urban,MB,DO,12,50,62
20072,Suffolk County ,Full Reporter,Urban,DR,PT,46,35,81
20072,Suffolk County ,Full Reporter,Urban,MB,PT,359,150,509
20075,Port Authority Transit Corporation,Full Reporter,Urban,HR,DO,142,101,243
20076,Westchester County,Full Reporter,Urban,DR,PT,25,205,230
20076,Westchester County,Full Reporter,Urban,MB,PT,981,495,1476
20078,"Metro-North Commuter Railroad Company, dba: MTA Metro-North Railroad",Full Reporter,Urban,CR,DO,57,0,57
20078,"Metro-North Commuter Railroad Company, dba: MTA Metro-North Railroad",Full Reporter,Urban,FB,PT,0,0,0
20078,"Metro-North Commuter Railroad Company, dba: MTA Metro-North Railroad",Full Reporter,Urban,MB,PT,50,1,51
20080,New Jersey Transit Corporation,Full Reporter,Urban,CR,DO,334,75,409
20080,New Jersey Transit Corporation,Full Reporter,Urban,DR,PT,262,332,594
20080,New Jersey Transit Corporation,Full Reporter,Urban,LR,DO,74,50,124
20080,New Jersey Transit Corporation,Full Reporter,Urban,LR,PT,163,94,257
20080,New Jersey Transit Corporation,Full Reporter,Urban,MB,DO,4362,3129,7491
20080,New Jersey Transit Corporation,Full Reporter,Urban,MB,PT,237,313,550
20080,New Jersey Transit Corporation,Full Reporter,Urban,VP,PT,8,3,11
20080,New Jersey Transit Corporation,Full Reporter,Urban,YR,PT,145,7,152
20082,New York City Department of Transportation,Full Reporter,Urban,CB,PT,2,13,15
20082,New York City Department of Transportation,Full Reporter,Urban,FB,DO,3,2,5
20084,County of Rockland ,Full Reporter,Urban,DR,DO,18,5,23
20084,County of Rockland ,Full Reporter,Urban,MB,PT,147,8,155
20096,Putnam County ,Full Reporter,Urban,DR,PT,1,2,3
20096,Putnam County ,Full Reporter,Urban,MB,PT,16,3,19
20098,Port Authority Trans-Hudson Corporation,Full Reporter,Urban,HR,DO,95,84,179
20099,Staten Island Rapid Transit Operating Authority,Full Reporter,Urban,HR,DO,80,0,80
20100,MTA Long Island Rail Road,Full Reporter,Urban,CR,DO,76,2,78
20113,Regional Transit Service - Monroe County,Full Reporter,Urban,DR,DO,73,23,96
20113,Regional Transit Service - Monroe County,Full Reporter,Urban,MB,DO,200,50,250
20113,Regional Transit Service - Monroe County,Full Reporter,Urban,VP,PT,0,0,0
20122,"Academy Lines, Inc.",Full Reporter,Urban,CB,DO,4,100,104
20126,"Hudson Transit Lines, Inc.",Full Reporter,Urban,CB,DO,82,6,88
20128,Suburban Transit Corporation,Full Reporter,Urban,CB,DO,3,15,18
20135,Monsey New Square Trails Corporation,Full Reporter,Urban,CB,DO,15,31,46
20145,Tompkins Consolidated Area Transit,Full Reporter,Urban,DR,PT,1,0,1
20145,Tompkins Consolidated Area Transit,Full Reporter,Urban,MB,DO,50,43,93
20149,"Rockland Coaches, Inc.",Full Reporter,Urban,CB,DO,3,10,13
20161,DeCamp Bus Lines,Full Reporter,Urban,CB,DO,8,5,13
20163,"Lakeland Bus Lines, Inc.",Full Reporter,Urban,CB,DO,2,8,10
20166,"Orange-Newark-Elizabeth, Inc.",Full Reporter,Urban,MB,DO,7,28,35
20169,"Trans-Bridge Lines, Inc. ",Full Reporter,Urban,CB,DO,52,79,131
20175,Private Transportation Corporation,Full Reporter,Urban,MB,PT,5,10,15
20177,"Adirondack Transit Lines, Inc,",Full Reporter,Urban,CB,DO,51,17,68
20178,Ulster County ,Full Reporter,Urban,DR,DO,1,1,2
20178,Ulster County ,Full Reporter,Urban,MB,DO,129,47,176
20188,MTA Bus Company,Full Reporter,Urban,MB,DO,3657,2252,5909
20190,Port Imperial Ferry Corporation,Full Reporter,Urban,FB,DO,0,0,0
20190,Port Imperial Ferry Corporation,Full Reporter,Urban,MB,DO,0,0,0
20192,Bergen County,Full Reporter,Urban,DR,DO,0,56,56
20192,Bergen County,Full Reporter,Urban,MB,DO,0,3,3
20199,County of Atlantic,Full Reporter,Urban,DR,DO,117,65,182
20204,"Senior Citizens United Community Services of Camden County, Inc.",Full Reporter,Urban,DR,DO,11,0,11
20206,County of Nassau,Full Reporter,Urban,DR,PT,76,18,94
20206,County of Nassau,Full Reporter,Urban,MB,PT,2940,1033,3973
20209,Somerset County,Full Reporter,Urban,DR,DO,14,66,80
20209,Somerset County,Full Reporter,Urban,MB,DO,11,25,36
20217,"Hampton Jitney, Inc.",Full Reporter,Urban,CB,DO,12,33,45
20223,Cape May Lewes Ferry,Full Reporter,Urban,FB,DO,1,1,2
20226,"SeaStreak, LLC",Full Reporter,Urban,FB,DO,1,0,1
22930,New York City Economic Development Corporation,Full Reporter,Urban,FB,PT,1,32,33
22930,New York City Economic Development Corporation,Full Reporter,Urban,MB,PT,0,13,13
30001,Kanawha Valley Regional Transportation Authority,Full Reporter,Urban,DR,DO,5,7,12
30001,Kanawha Valley Regional Transportation Authority,Full Reporter,Urban,MB,DO,152,717,869
30002,The Tri-State Transit Authority,Full Reporter,Urban,DR,DO,1,32,33
30002,The Tri-State Transit Authority,Full Reporter,Urban,MB,DO,21,379,400
30006,Greater Richmond Transit Company,Full Reporter,Urban,DR,PT,125,54,179
30006,Greater Richmond Transit Company,Full Reporter,Urban,MB,DO,925,257,1182
30006,Greater Richmond Transit Company,Full Reporter,Urban,MB,PT,0,0,0
30006,Greater Richmond Transit Company,Full Reporter,Urban,RB,DO,63,47,110
30006,Greater Richmond Transit Company,Full Reporter,Urban,VP,PT,0,2,2
30007,Greater Roanoke Transit Company,Full Reporter,Urban,DR,PT,7,60,67
30007,Greater Roanoke Transit Company,Full Reporter,Urban,MB,DO,5,172,177
30008,Greater Lynchburg Transit Company,Full Reporter,Urban,DR,DO,0,0,0
30008,Greater Lynchburg Transit Company,Full Reporter,Urban,MB,DO,187,114,301
30010,Lehigh and Northampton Transportation Authority,Full Reporter,Urban,DR,PT,10,43,53
30010,Lehigh and Northampton Transportation Authority,Full Reporter,Urban,MB,DO,42,186,228
30011,Altoona Metro Transit,Full Reporter,Urban,DR,DO,0,1,1
30011,Altoona Metro Transit,Full Reporter,Urban,DR,PT,1,2,3
30011,Altoona Metro Transit,Full Reporter,Urban,MB,DO,19,10,29
30012,Cambria County Transit Authority,Full Reporter,Urban,DR,DO,10,1,11
30012,Cambria County Transit Authority,Full Reporter,Urban,IP,DO,0,0,0
30012,Cambria County Transit Authority,Full Reporter,Urban,MB,DO,161,140,301
30013,Erie Metropolitan Transit Authority,Full Reporter,Urban,DR,DO,7,12,19
30013,Erie Metropolitan Transit Authority,Full Reporter,Urban,MB,DO,27,93,120
30014,Cumberland Dauphin-Harrisburg Transit Authority,Full Reporter,Urban,DR,DO,6,3,9
30014,Cumberland Dauphin-Harrisburg Transit Authority,Full Reporter,Urban,DR,PT,8,17,25
30014,Cumberland Dauphin-Harrisburg Transit Authority,Full Reporter,Urban,MB,DO,129,62,191
30014,Cumberland Dauphin-Harrisburg Transit Authority,Full Reporter,Urban,MB,PT,6,2,8
30015,Luzerne County Transportation Authority,Full Reporter,Urban,DR,DO,11,15,26
30015,Luzerne County Transportation Authority,Full Reporter,Urban,MB,DO,91,163,254
30019,Southeastern Pennsylvania Transportation Authority,Full Reporter,Urban,CR,DO,53,35,88
30019,Southeastern Pennsylvania Transportation Authority,Full Reporter,Urban,DR,PT,114,204,318
30019,Southeastern Pennsylvania Transportation Authority,Full Reporter,Urban,HR,DO,50,85,135
30019,Southeastern Pennsylvania Transportation Authority,Full Reporter,Urban,MB,DO,4251,1755,6006
30019,Southeastern Pennsylvania Transportation Authority,Full Reporter,Urban,MB,PT,9,0,9
30019,Southeastern Pennsylvania Transportation Authority,Full Reporter,Urban,SR,DO,18,234,252
30019,Southeastern Pennsylvania Transportation Authority,Full Reporter,Urban,TB,DO,144,23,167
30022,Port Authority of Allegheny County,Full Reporter,Urban,DR,PT,110,121,231
30022,Port Authority of Allegheny County,Full Reporter,Urban,IP,DO,13,0,13
30022,Port Authority of Allegheny County,Full Reporter,Urban,LR,DO,233,64,297
30022,Port Authority of Allegheny County,Full Reporter,Urban,MB,DO,1581,253,1834
30023,Beaver County Transit Authority,Full Reporter,Urban,DR,DO,0,0,0
30023,Beaver County Transit Authority,Full Reporter,Urban,MB,DO,5,1,6
30025,County of Lackawanna Transit System,Full Reporter,Urban,DR,DO,4,10,14
30025,County of Lackawanna Transit System,Full Reporter,Urban,DR,PT,0,5,5
30025,County of Lackawanna Transit System,Full Reporter,Urban,MB,DO,3,3,6
30025,County of Lackawanna Transit System,Full Reporter,Urban,MB,PT,4,2,6
30026,City of Williamsport,Full Reporter,Urban,DR,PT,3,0,3
30026,City of Williamsport,Full Reporter,Urban,MB,DO,63,21,84
30027,Central Pennsylvania Transportation Authority,Full Reporter,Urban,CB,DO,13,7,20
30027,Central Pennsylvania Transportation Authority,Full Reporter,Urban,DR,DO,24,13,37
30027,Central Pennsylvania Transportation Authority,Full Reporter,Urban,DR,PT,0,3,3
30027,Central Pennsylvania Transportation Authority,Full Reporter,Urban,MB,DO,73,230,303
30030,Washington Metropolitan Area Transit Authority,Full Reporter,Urban,DR,PT,221,528,749
30030,Washington Metropolitan Area Transit Authority,Full Reporter,Urban,HR,DO,202,2,204
30030,Washington Metropolitan Area Transit Authority,Full Reporter,Urban,MB,DO,2489,1144,3633
30030,Washington Metropolitan Area Transit Authority,Full Reporter,Urban,MB,PT,132,44,176
30034,Maryland Transit Administration,Full Reporter,Urban,CB,PT,66,7,73
30034,Maryland Transit Administration,Full Reporter,Urban,CR,PT,61,0,61
30034,Maryland Transit Administration,Full Reporter,Urban,DR,DO,8,19,27
30034,Maryland Transit Administration,Full Reporter,Urban,DR,PT,151,532,683
30034,Maryland Transit Administration,Full Reporter,Urban,HR,DO,178,18,196
30034,Maryland Transit Administration,Full Reporter,Urban,LR,DO,168,29,197
30034,Maryland Transit Administration,Full Reporter,Urban,MB,DO,2543,1309,3852
30035,Ohio Valley Regional Transportation Authority,Full Reporter,Urban,DR,DO,0,5,5
30035,Ohio Valley Regional Transportation Authority,Full Reporter,Urban,MB,DO,3,92,95
30044,Westmoreland County ,Full Reporter,Urban,DR,DO,9,10,19
30044,Westmoreland County ,Full Reporter,Urban,MB,DO,11,80,91
30045,"JAUNT, Inc.",Full Reporter,Urban,CB,DO,3,4,7
30045,"JAUNT, Inc.",Full Reporter,Urban,DR,DO,52,17,69
30048,County of Howard,Full Reporter,Urban,DR,PT,9,1,10
30048,County of Howard,Full Reporter,Urban,MB,PT,113,152,265
30051,"Montgomery County, Maryland",Full Reporter,Urban,DR,DO,0,0,0
30051,"Montgomery County, Maryland",Full Reporter,Urban,MB,DO,143,1009,1152
30054,Centre Area Transportation Authority,Full Reporter,Urban,DR,DO,11,3,14
30054,Centre Area Transportation Authority,Full Reporter,Urban,DR,PT,1,1,2
30054,Centre Area Transportation Authority,Full Reporter,Urban,MB,DO,81,127,208
30054,Centre Area Transportation Authority,Full Reporter,Urban,VP,DO,2,3,5
30057,Pennsylvania Department of Transportation,Full Reporter,Urban,CR,PT,1,0,1
30058,City of Fairfax,Full Reporter,Urban,MB,DO,107,40,147
30061,Mid Mon Valley Transit Authority,Full Reporter,Urban,MB,PT,41,35,76
30068,"Fairfax County, VA",Full Reporter,Urban,MB,PT,1936,163,2099
30070,Potomac and Rappahannock Transportation Commission,Full Reporter,Urban,CB,PT,221,76,297
30070,Potomac and Rappahannock Transportation Commission,Full Reporter,Urban,DR,PT,0,0,0
30070,Potomac and Rappahannock Transportation Commission,Full Reporter,Urban,MB,PT,194,42,236
30070,Potomac and Rappahannock Transportation Commission,Full Reporter,Urban,VP,PT,16,14,30
30071,City of Alexandria ,Full Reporter,Urban,DR,PT,0,0,0
30071,City of Alexandria ,Full Reporter,Urban,MB,DO,110,3,113
30072,"Frederick County, Maryland",Full Reporter,Urban,DR,DO,3,3,6
30072,"Frederick County, Maryland",Full Reporter,Urban,MB,DO,41,29,70
