NTD ID,Agency Name,Reporter Type,Reporting Module,Mode,TOS,Bio-Diesel,Bunker Fuel,C Natural Gas,Diesel Fuel,Electric Battery,Electric Propulsion,Ethanol, Methonal ,Gasoline,Hydrogen,Kerosene,Liquified Nat Gas,Liquified Petroleum Gas,Other Fuel,Other Fuel Description
8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,DR,PT,280707,,,0,,,,,,,,,,,
8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,LR,DO,,,,,,49381059,,,,,,,,,
8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,MB,DO,4679086,,,0,128736,,,,,,,,,,
8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,YR,PT,90006,,,0,,,,,,,,,,,
11,Valley Regional Transit,Full Reporter,Urban,DR,PT,0,,51723,43,,,,,7427,,,,,,
11,Valley Regional Transit,Full Reporter,Urban,MB,PT,0,,401298,4091,,,,,,,,,,,
12,Municipality of Anchorage,Full Reporter,Urban,DR,PT,,,,,,,,,90966,,,,,,
12,Municipality of Anchorage,Full Reporter,Urban,MB,DO,0,,,464448,,,,,41578,,,,,,
12,Municipality of Anchorage,Full Reporter,Urban,VP,PT,,,,,,,,,67970,,,,,,
16,RiverCities Transit,Full Reporter,Urban,DR,PT,2191,,,0,,,,,10927,,,,18569,,
16,RiverCities Transit,Full Reporter,Urban,MB,DO,65175,,,0,,,,,,,,,,,
18,Ben Franklin Transit,Full Reporter,Urban,DR,DO,,,,,,,,,216627,,,,,,
18,Ben Franklin Transit,Full Reporter,Urban,DR,PT,,,,,,,,,40093,,,,,,
18,Ben Franklin Transit,Full Reporter,Urban,MB,DO,0,,,615399,2619,,,,,,,,,,
18,Ben Franklin Transit,Full Reporter,Urban,VP,DO,,,,,,,,,75016,,,,,,
19,Intercity Transit,Full Reporter,Urban,CB,DO,0,,,18573,,,,,,,,,,,
19,Intercity Transit,Full Reporter,Urban,DR,DO,0,,,47402,,,,,31637,,,,72728,,
19,Intercity Transit,Full Reporter,Urban,MB,DO,0,,,454023,,,,,,,,,,,
19,Intercity Transit,Full Reporter,Urban,VP,DO,,,,,,,,,86721,,,,,,
20,Kitsap Transit,Full Reporter,Urban,DR,DO,20161,,,0,,,,,1476,,,,186291,,
20,Kitsap Transit,Full Reporter,Urban,FB,DO,0,,,1737991,,,,,,,,,,,
20,Kitsap Transit,Full Reporter,Urban,MB,DO,469649,,,0,53117,,,,,,,,,,
20,Kitsap Transit,Full Reporter,Urban,VP,DO,0,,,0,,,,,23856,,,,,,
21,Whatcom Transportation Authority,Full Reporter,Urban,DR,DO,,,,,,,,,68570,,,,85964,,
21,Whatcom Transportation Authority,Full Reporter,Urban,MB,DO,0,,,384741,49531,,,,,,,,,,
21,Whatcom Transportation Authority,Full Reporter,Urban,VP,DO,,,,,,,,,8134,,,,,,
23,City of Seattle,Full Reporter,Urban,MG,PT,,,,,,260465,,,,,,,,,
24,Clark County Public Transportation Benefit Area Authority,Full Reporter,Urban,DR,DO,0,,,102636,,,,,,,,,,,
24,Clark County Public Transportation Benefit Area Authority,Full Reporter,Urban,MB,DO,0,,,816573,,,,,8142,,,,,,
24,Clark County Public Transportation Benefit Area Authority,Full Reporter,Urban,VP,DO,,,,,,,,,7409,,,,,,
25,Salem Area Mass Transit District,Full Reporter,Urban,DR,PT,2354,,,0,,,,,74849,,,,,,
25,Salem Area Mass Transit District,Full Reporter,Urban,MB,DO,200389,,347378,0,,,,,,,,,,,
25,Salem Area Mass Transit District,Full Reporter,Urban,MB,PT,45772,,,0,,,,,16345,,,,,,
25,Salem Area Mass Transit District,Full Reporter,Urban,VP,PT,,,,,,,,,9774,,,,,,
28,County of Pierce,Full Reporter,Urban,FB,PT,0,,,183773,,,,,,,,,,,
29,Snohomish County Public Transportation Benefit Area Corporation,Full Reporter,Urban,CB,DO,17899,,,340088,,,,,,,,,,,
29,Snohomish County Public Transportation Benefit Area Corporation,Full Reporter,Urban,CB,PT,0,,,503800,,,,,,,,,,,
29,Snohomish County Public Transportation Benefit Area Corporation,Full Reporter,Urban,DR,PT,,,,,,,,,151572,,,,3073,,
29,Snohomish County Public Transportation Benefit Area Corporation,Full Reporter,Urban,MB,DO,80601,,,1531418,,,,,,,,,,,
29,Snohomish County Public Transportation Benefit Area Corporation,Full Reporter,Urban,VP,DO,,,,,,,,,75165,,,,,,
34,Rogue Valley Transportation District,Full Reporter,Urban,DR,PT,,,,,,,,,25751,,,,,,
34,Rogue Valley Transportation District,Full Reporter,Urban,MB,DO,0,,213277,41632,,,,,,,,,,,
35,Washington State Ferries,Full Reporter,Urban,FB,DO,1441411,,,13941601,,,,,,,,,,,
40,Central Puget Sound Regional Transit Authority,Full Reporter,Urban,CB,DO,0,,351749,2072544,,,,,,,,,,,
40,Central Puget Sound Regional Transit Authority,Full Reporter,Urban,CB,PT,0,,,671282,,,,,,,,,,,
40,Central Puget Sound Regional Transit Authority,Full Reporter,Urban,CR,PT,0,,,666832,,,,,,,,,,,
40,Central Puget Sound Regional Transit Authority,Full Reporter,Urban,LR,DO,,,,,,26997576,,,,,,,,,
40,Central Puget Sound Regional Transit Authority,Full Reporter,Urban,SR,DO,,,,,,391680,,,,,,,,,
41,Alaska Railroad Corporation,Full Reporter,Urban,AR,DO,0,,,485993,,,,,,,,,,,
43,Chelan Douglas PTBA ,Full Reporter,Urban,DR,DO,,,,,,,,,39569,,,,0,,
43,Chelan Douglas PTBA ,Full Reporter,Urban,DR,PT,,,,,,,,,5028,,,,,,
43,Chelan Douglas PTBA ,Full Reporter,Urban,MB,DO,0,,,151067,73440,,,,106487,,,,,,
44,Skagit Transit,Full Reporter,Urban,CB,DO,0,,,51844,,,,,,,,,,,
44,Skagit Transit,Full Reporter,Urban,DR,DO,0,,,1397,,,,,,,,,68005,,
44,Skagit Transit,Full Reporter,Urban,MB,DO,0,,,157495,,,,,,,,,,,
44,Skagit Transit,Full Reporter,Urban,VP,DO,,,,,,,,,35811,,,,,,
46,City of Wilsonville,Full Reporter,Urban,DR,DO,0,,2533,1345,,,,,4998,,,,,,
46,City of Wilsonville,Full Reporter,Urban,MB,DO,0,,8300,28637,128520,,,,17909,,,,,,
57,Central Oregon Intergovernmental Council,Full Reporter,Urban,CB,DO,0,,,54427,,,,,8786,,,,,,
57,Central Oregon Intergovernmental Council,Full Reporter,Urban,DR,DO,,,,,,,,,14053,,,,,,
57,Central Oregon Intergovernmental Council,Full Reporter,Urban,DR,PT,,,,,,,,,15087,,,,,,
57,Central Oregon Intergovernmental Council,Full Reporter,Urban,MB,DO,,,,,,,,,3270,,,,,,
57,Central Oregon Intergovernmental Council,Full Reporter,Urban,MB,PT,0,,,37916,,,,,6849,,,,,,
58,City of Portland,Full Reporter,Urban,SR,PT,,,,,,2334536,,,,,,,,,
58,City of Portland,Full Reporter,Urban,TR,PT,,,,,,367400,,,,,,,,,
376,"Ride Connection, Inc.",Full Reporter,Urban,DR,DO,,,,,142,,,,27734,,,,,,
376,"Ride Connection, Inc.",Full Reporter,Urban,MB,DO,,,,,,,,,33992,,,,,,
415,Ada County Highway District,Full Reporter,Urban,VP,DO,,,,,,,,,98696,,,,,,
10001,Rhode Island Public Transit Authority,Full Reporter,Urban,DR,DO,0,,,240000,,,,,1005,,,,,,
10001,Rhode Island Public Transit Authority,Full Reporter,Urban,MB,DO,0,,,1969025,,,,,,,,,,,
10001,Rhode Island Public Transit Authority,Full Reporter,Urban,VP,PT,,,,,,,,,44750,,,,,,
10003,Massachusetts Bay Transportation Authority,Full Reporter,Urban,CR,PT,0,,,12011896,,,,,,,,,,,
10003,Massachusetts Bay Transportation Authority,Full Reporter,Urban,DR,PT,,,,,,,,,1262668,,,,,,
10003,Massachusetts Bay Transportation Authority,Full Reporter,Urban,FB,PT,0,,,852622,,,,,,,,,,,
10003,Massachusetts Bay Transportation Authority,Full Reporter,Urban,HR,DO,,,,,,169674279,,,,,,,,,
10003,Massachusetts Bay Transportation Authority,Full Reporter,Urban,LR,DO,,,,,,41759935,,,,,,,,,
10003,Massachusetts Bay Transportation Authority,Full Reporter,Urban,MB,DO,0,,1414140,4416654,,,,,,,,,,,
10003,Massachusetts Bay Transportation Authority,Full Reporter,Urban,MB,PT,0,,,57740,,,,,26244,,,,,,
10003,Massachusetts Bay Transportation Authority,Full Reporter,Urban,RB,DO,0,,,349862,201100,7511145,,,,,,,,,
10003,Massachusetts Bay Transportation Authority,Full Reporter,Urban,TB,DO,,,,,,4010578,,,,,,,,,
10004,Brockton Area Transit Authority,Full Reporter,Urban,DR,PT,0,,,0,,,,,60554,,,,,,
10004,Brockton Area Transit Authority,Full Reporter,Urban,MB,PT,0,,,243199,,,,,,,,,,,
10005,Lowell Regional Transit Authority,Full Reporter,Urban,DR,PT,,,,,,,,,49949,,,,,,
10005,Lowell Regional Transit Authority,Full Reporter,Urban,MB,PT,0,,,244289,,,,,11866,,,,,,
10006,Southeastern Regional Transit Authority,Full Reporter,Urban,DR,PT,,,,,,,,,93525,,,,,,
10006,Southeastern Regional Transit Authority,Full Reporter,Urban,MB,PT,0,,,344756,,,,,,,,,,,
10007,Berkshire Regional Transit Authority,Full Reporter,Urban,DR,PT,,,,,,,,,28902,,,,,,
10007,Berkshire Regional Transit Authority,Full Reporter,Urban,MB,PT,0,,,61495,,,,,81072,,,,,,
10008,Pioneer Valley Transit Authority,Full Reporter,Urban,DR,PT,,,,,,,,,183065,,,,,,
10008,Pioneer Valley Transit Authority,Full Reporter,Urban,MB,PT,0,,,1124000,182643,,,,14765,,,,,,
10013,Merrimack Valley Regional Transit Authority,Full Reporter,Urban,CB,PT,0,,,770,,,,,,,,,,,
10013,Merrimack Valley Regional Transit Authority,Full Reporter,Urban,DR,PT,,,,,,,,,84786,,,,,,
10013,Merrimack Valley Regional Transit Authority,Full Reporter,Urban,MB,PT,0,,,349730,,,,,,,,,,,
10014,Worcester Regional Transit Authority,Full Reporter,Urban,DR,DO,,,,,,,,,33204,,,,,,
10014,Worcester Regional Transit Authority,Full Reporter,Urban,DR,PT,,,,,,,,,51395,,,,,,
10014,Worcester Regional Transit Authority,Full Reporter,Urban,MB,DO,0,,,349109,92960,,,,29301,,,,,,
10016,Greater Portland Transit District,Full Reporter,Urban,MB,DO,0,,65193,205962,,,,,,,,,,,
10017,Greater Hartford Transit District,Full Reporter,Urban,DR,PT,0,,,56709,,,,,446706,,,,,,
10040,Southeast Area Transit District,Full Reporter,Urban,DR,PT,,,,,,,,,7758,,,,,,
10040,Southeast Area Transit District,Full Reporter,Urban,MB,DO,0,,,189501,,,,,4983,,,,,,
10042,Valley Transit District,Full Reporter,Urban,DR,DO,,,,,,,,,29128,,,,,,
10045,Connecticut Department of Transportation - CTTransit New Britain -Dattco.,Full Reporter,Urban,CB,PT,0,,,210106,,,,,,,,,,,
10045,Connecticut Department of Transportation - CTTransit New Britain -Dattco.,Full Reporter,Urban,MB,PT,0,,,55316,,,,,,,,,,,
10048,Connecticut Department of Transportation - CTTRANSIT - Hartford Division,Full Reporter,Urban,MB,DO,0,,,1965012,,,,,,,,,,,
10048,Connecticut Department of Transportation - CTTRANSIT - Hartford Division,Full Reporter,Urban,RB,DO,0,,,252354,,,,,,,,,,,
10049,Greater New Haven Transit District,Full Reporter,Urban,DR,DO,,,,,,,,,239724,,,,,,
10050,Greater Bridgeport Transit Authority,Full Reporter,Urban,DR,PT,0,,,38812,,,,,797,,,,,,
10050,Greater Bridgeport Transit Authority,Full Reporter,Urban,MB,DO,0,,,399665,33872,,,,,,,,,,
10051,Housatonic Area Regional Transit ,Full Reporter,Urban,DR,DO,0,,,0,,,,,52027,,,,,,
10051,Housatonic Area Regional Transit ,Full Reporter,Urban,MB,DO,0,,,138274,,,,,48303,,,,,,
10053,Cape Ann Transportation Authority,Full Reporter,Urban,DR,PT,,,,,,,,,28327,,,,,,
10053,Cape Ann Transportation Authority,Full Reporter,Urban,MB,PT,0,,,52408,,,,,6903,,,,,,
10055,Connecticut Department of Transportation - CTTRANSIT New Haven Division,Full Reporter,Urban,MB,DO,0,,,1029192,,,,,,,,,,,
10056,Connecticut Department of Transportation - CTTRANSIT Stamford Division,Full Reporter,Urban,MB,DO,0,,,407788,,,,,,,,,,,
10057,Norwalk Transit District,Full Reporter,Urban,DR,DO,0,,,14811,,,,,41320,,,,,,
10057,Norwalk Transit District,Full Reporter,Urban,DR,PT,,,,,,,,,7853,,,,,,
10057,Norwalk Transit District,Full Reporter,Urban,MB,DO,0,,,189811,,,,,56360,,,,,,
10061,Montachusett Regional Transit Authority,Full Reporter,Urban,DR,PT,0,,,1362,,,,,151883,,,,,,
10061,Montachusett Regional Transit Authority,Full Reporter,Urban,MB,PT,0,,,84635,,,,,41932,,,,,,
10064,Greater Attleboro-Taunton Regional Transit Authority,Full Reporter,Urban,DR,PT,,,,,,,,,139200,,,,,,
10064,Greater Attleboro-Taunton Regional Transit Authority,Full Reporter,Urban,MB,PT,0,,,127701,,,,,28381,,,,,,
10066,Green Mountain Transit Authority,Full Reporter,Urban,CB,DO,0,,,59108,,,,,15160,,,,,,
10066,Green Mountain Transit Authority,Full Reporter,Urban,DR,DO,0,,,2315,,,,,52613,,,,,,
10066,Green Mountain Transit Authority,Full Reporter,Urban,DR,PT,,,,,,,,,38924,,,,,,
10066,Green Mountain Transit Authority,Full Reporter,Urban,MB,DO,0,,,241337,37707,,,,29957,,,,,,
10086,Cooperative Alliance for Seacoast Transportation,Full Reporter,Urban,DR,DO,,,,,,,,,28978,,,,,,
10086,Cooperative Alliance for Seacoast Transportation,Full Reporter,Urban,MB,DO,68691,,,68691,,,,,19382,,,,,,
10087,City of Nashua,Full Reporter,Urban,DR,PT,1059,,,0,,,,,16408,,,,,,
10087,City of Nashua,Full Reporter,Urban,MB,PT,15840,,85333,0,,,,,217,,,,,,
10088,Casco Bay Island Transit District,Full Reporter,Urban,FB,DO,33736,,,244874,,,,,,,,,,,
10098,"Western Maine Transportation Services, Inc.",Full Reporter,Urban,CB,DO,0,,,11640,,,,,6770,,,,,,
10098,"Western Maine Transportation Services, Inc.",Full Reporter,Urban,DR,DO,,,,,,,,,33646,,,,,,
10098,"Western Maine Transportation Services, Inc.",Full Reporter,Urban,MB,DO,0,,,12653,,,,,8557,,,,,,
10102,Connecticut Department of Transportation,Full Reporter,Urban,CB,PT,0,,,85323,,,,,,,,,,,
10102,Connecticut Department of Transportation,Full Reporter,Urban,CR,PT,0,,,1231212,,,,,,,,,,,
10105,Cape Cod Regional Transit Authority,Full Reporter,Urban,DR,PT,,,,,,,,,159374,,,,,,
10105,Cape Cod Regional Transit Authority,Full Reporter,Urban,MB,PT,120983,,,34914,,,,,53337,,,,,,
10107,Milford Transit District,Full Reporter,Urban,DR,DO,,,,,,,,,22863,,,,,,
10107,Milford Transit District,Full Reporter,Urban,MB,DO,0,,,60179,,,,,,,,,,,
10115,Northern New England Passenger Rail Authority,Full Reporter,Urban,CR,PT,0,,,733744,,,,,,,,,,,
10118,MetroWest Regional Transit Authority,Full Reporter,Urban,DR,PT,,,,,,,,,59264,,,,,,
10118,MetroWest Regional Transit Authority,Full Reporter,Urban,MB,PT,,,119767,,,,,,11733,,,,,,
10128,Connecticut Department of Transportation- CTTransit Waterbury- NET,Full Reporter,Urban,DR,PT,,,,,,,,,73349,,,,,,
10128,Connecticut Department of Transportation- CTTransit Waterbury- NET,Full Reporter,Urban,MB,PT,0,,,288561,,,,,,,,,,,
10130,Connecticut Department of Transportation -CTTRANSIT New Britain ,Full Reporter,Urban,MB,PT,0,,,207849,,,,,,,,,,,
10183,"Woods Hole, Martha's Vineyard and Nantucket Steamship Authority",Full Reporter,Urban,FB,DO,0,,,3434767,,,,,,,,,,,
10183,"Woods Hole, Martha's Vineyard and Nantucket Steamship Authority",Full Reporter,Urban,MB,DO,0,,,50796,,,,,10023,,,,,,
11147,Rhode Island Department of Transportation,Full Reporter,Urban,FB,PT,0,,,133895,,,,,,,,,,,
11238,Bay State Cruise Company,Full Reporter,Urban,FB,DO,0,,,261200,,,,,,,,,,,
11239,"Hyannis Harbor Tours, Inc. ",Full Reporter,Urban,FB,DO,0,,,1255954,,,,,,,,,,,
20002,Capital District Transportation Authority,Full Reporter,Urban,CB,PT,0,,,29753,,,,,,,,,,,
20002,Capital District Transportation Authority,Full Reporter,Urban,DR,DO,,,,,,,,,171062,,,,,,
20002,Capital District Transportation Authority,Full Reporter,Urban,MB,DO,0,,,1650192,225107,,,,1190,,,,,,
20002,Capital District Transportation Authority,Full Reporter,Urban,VP,PT,,,,,,,,,24569,,,,,,
20003,Broome County,Full Reporter,Urban,DR,DO,,,,,,,,,29225,,,,,,
20003,Broome County,Full Reporter,Urban,DR,PT,,,,,,,,,29739,,,,,,
20003,Broome County,Full Reporter,Urban,MB,DO,0,,,234782,,,,,,,,,,,
20004,Niagara Frontier Transportation Authority,Full Reporter,Urban,DR,DO,0,,18793,4530,,,,,155616,,,,,,
20004,Niagara Frontier Transportation Authority,Full Reporter,Urban,LR,DO,,,,,,9250945,,,,,,,,,
20004,Niagara Frontier Transportation Authority,Full Reporter,Urban,MB,DO,0,,1022171,1010187,,,,,,,,,,,
20006,City of Long Beach,Full Reporter,Urban,DR,DO,,,,,,,,,1032,,,,,,
20006,City of Long Beach,Full Reporter,Urban,MB,DO,0,,,56162,,,,,,,,,,,
20008,MTA New York City Transit,Full Reporter,Urban,CB,DO,0,,,3604357,,,,,,,,,,,
20008,MTA New York City Transit,Full Reporter,Urban,DR,PT,0,,,18989,,,,,3615856,,,,,,
20008,MTA New York City Transit,Full Reporter,Urban,HR,DO,,,,,,1526765428,,,,,,,,,
20008,MTA New York City Transit,Full Reporter,Urban,MB,DO,0,,4995412,23998858,71880,,,,,,,,,,
20008,MTA New York City Transit,Full Reporter,Urban,RB,DO,0,,,1070751,,,,,,,,,,,
20010,Dutchess County,Full Reporter,Urban,DR,DO,0,,,35699,,,,,,,,,,,
20010,Dutchess County,Full Reporter,Urban,MB,DO,0,,,247384,,,,,,,,,,,
20018,Central New York Regional Transportation Authority,Full Reporter,Urban,DR,DO,,,,,,,,,85194,,,,,,
20018,Central New York Regional Transportation Authority,Full Reporter,Urban,DR,PT,,,,,,,,,61286,,,,,,
20018,Central New York Regional Transportation Authority,Full Reporter,Urban,MB,DO,0,,810043,328812,,,,,,,,,,,
20071,Town of Huntington,Full Reporter,Urban,DR,DO,,,,,,,,,26368,,,,,,
20071,Town of Huntington,Full Reporter,Urban,MB,DO,0,,,28701,,,,,26797,,,,,,
20072,Suffolk County ,Full Reporter,Urban,DR,PT,,,,,,,,,1042401,,,,,,
20072,Suffolk County ,Full Reporter,Urban,MB,PT,0,,,1093944,,,,,219405,,,,,,
20075,Port Authority Transit Corporation,Full Reporter,Urban,HR,DO,,,,,,32674494,,,,,,,,,
20076,Westchester County,Full Reporter,Urban,DR,PT,,,,,,,,,231077,,,,,,
20076,Westchester County,Full Reporter,Urban,MB,PT,0,,,2493478,,,,,,,,,,,
20078,"Metro-North Commuter Railroad Company, dba: MTA Metro-North Railroad",Full Reporter,Urban,CR,DO,0,,,6049199,,353816069,,,,,,,,,
20078,"Metro-North Commuter Railroad Company, dba: MTA Metro-North Railroad",Full Reporter,Urban,FB,PT,0,,,53267,,,,,,,,,,,
20078,"Metro-North Commuter Railroad Company, dba: MTA Metro-North Railroad",Full Reporter,Urban,MB,PT,0,,,39261,,,,,,,,,,,
20080,New Jersey Transit Corporation,Full Reporter,Urban,CR,DO,0,,,13166567,,313922922,,,,,,,,,
20080,New Jersey Transit Corporation,Full Reporter,Urban,DR,PT,,,,,,,,,1640832,,,,,,
20080,New Jersey Transit Corporation,Full Reporter,Urban,LR,DO,,,,,,6897871,,,,,,,,,
20080,New Jersey Transit Corporation,Full Reporter,Urban,LR,PT,,,,,,28806639,,,,,,,,,
20080,New Jersey Transit Corporation,Full Reporter,Urban,MB,DO,0,,1404104,16910376,,,,,,,,,,,
20080,New Jersey Transit Corporation,Full Reporter,Urban,MB,PT,0,,,2016749,,,,,,,,,,,
20080,New Jersey Transit Corporation,Full Reporter,Urban,VP,PT,,,,,,,,,43591,,,,,,
20080,New Jersey Transit Corporation,Full Reporter,Urban,YR,PT,0,,,695064,,,,,,,,,,,
20082,New York City Department of Transportation,Full Reporter,Urban,CB,PT,51358,,,0,,,,,,,,,,,
20082,New York City Department of Transportation,Full Reporter,Urban,FB,DO,0,,,4687221,,,,,,,,,,,
20084,County of Rockland ,Full Reporter,Urban,DR,DO,,,,,,,,,56093,,,,,,
20084,County of Rockland ,Full Reporter,Urban,MB,PT,0,,,410269,,,,,17952,,,,,,
20096,Putnam County ,Full Reporter,Urban,DR,PT,,,,,,,,,14155,,,,,,
20096,Putnam County ,Full Reporter,Urban,MB,PT,,,,,,,,,63963,,,,,,
20098,Port Authority Trans-Hudson Corporation,Full Reporter,Urban,HR,DO,,,,,,94156129,,,,,,,,,
20099,Staten Island Rapid Transit Operating Authority,Full Reporter,Urban,HR,DO,,,,,,24661098,,,,,,,,,
20100,MTA Long Island Rail Road,Full Reporter,Urban,CR,DO,0,,,7356115,,452692400,,,,,,,,,
20113,Regional Transit Service - Monroe County,Full Reporter,Urban,DR,DO,0,,,1150,,,,,194643,,,,,,
20113,Regional Transit Service - Monroe County,Full Reporter,Urban,MB,DO,0,,,1093869,151607,,,,,,,,,,
20113,Regional Transit Service - Monroe County,Full Reporter,Urban,VP,PT,,,,,,,,,2450,,,,,,
20122,"Academy Lines, Inc.",Full Reporter,Urban,CB,DO,0,,,541843,,,,,,,,,,,
20126,"Hudson Transit Lines, Inc.",Full Reporter,Urban,CB,DO,0,,,645607,,,,,,,,,,,
20128,Suburban Transit Corporation,Full Reporter,Urban,CB,DO,0,,,162789,,,,,,,,,,,
20135,Monsey New Square Trails Corporation,Full Reporter,Urban,CB,DO,0,,,266716,,,,,,,,,,,
20145,Tompkins Consolidated Area Transit,Full Reporter,Urban,DR,PT,,,,,,,,,49911,,,,,,
20145,Tompkins Consolidated Area Transit,Full Reporter,Urban,MB,DO,0,,,292320,129602,,,,885,,,,,,
20149,"Rockland Coaches, Inc.",Full Reporter,Urban,CB,DO,0,,,156713,,,,,,,,,,,
20161,DeCamp Bus Lines,Full Reporter,Urban,CB,DO,0,,,64990,,,,,,,,,,,
20163,"Lakeland Bus Lines, Inc.",Full Reporter,Urban,CB,DO,0,,,163411,,,,,,,,,,,
20166,"Orange-Newark-Elizabeth, Inc.",Full Reporter,Urban,MB,DO,0,,,235563,,,,,,,,,,,
20169,"Trans-Bridge Lines, Inc. ",Full Reporter,Urban,CB,DO,181807,,,0,,,,,,,,,,,
20175,Private Transportation Corporation,Full Reporter,Urban,MB,PT,0,,,45638,,,,,,,,,,,
20177,"Adirondack Transit Lines, Inc,",Full Reporter,Urban,CB,DO,0,,,139915,,,,,,,,,,,
20178,Ulster County ,Full Reporter,Urban,DR,DO,,,,,,,,,20432,,,,,,
20178,Ulster County ,Full Reporter,Urban,MB,DO,42561,,,84136,,,,,34867,,,,,,
20188,MTA Bus Company,Full Reporter,Urban,MB,DO,0,,2347760,9472087,,,,,,,,,,,
20190,Port Imperial Ferry Corporation,Full Reporter,Urban,FB,DO,0,,,1487450,,,,,,,,,,,
20190,Port Imperial Ferry Corporation,Full Reporter,Urban,MB,DO,0,,,67714,,,,,,,,,,,
20192,Bergen County,Full Reporter,Urban,DR,DO,,,,,,,,,48686,,,,,,
20192,Bergen County,Full Reporter,Urban,MB,DO,,,,,,,,,2930,,,,,,
20199,County of Atlantic,Full Reporter,Urban,DR,DO,0,,,2587,,,,,82380,,,,,,
20204,"Senior Citizens United Community Services of Camden County, Inc.",Full Reporter,Urban,DR,DO,0,,,1597,,,,,84288,,,,,,
20206,County of Nassau,Full Reporter,Urban,DR,PT,0,,,29914,,,,,182851,,,,,,
20206,County of Nassau,Full Reporter,Urban,MB,PT,0,,2198645,3494,,,,,17832,,,,,,
20209,Somerset County,Full Reporter,Urban,DR,DO,0,,,1722,,,,,81964,,,,,,
20209,Somerset County,Full Reporter,Urban,MB,DO,0,,,15971,,,,,24182,,,,,,
20217,"Hampton Jitney, Inc.",Full Reporter,Urban,CB,DO,0,,,361580,,,,,,,,,,,
20223,Cape May Lewes Ferry,Full Reporter,Urban,FB,DO,0,,,832516,,,,,,,,,,,
20226,"SeaStreak, LLC",Full Reporter,Urban,FB,DO,0,,,1153742,,,,,,,,,,,
22930,New York City Economic Development Corporation,Full Reporter,Urban,FB,PT,0,,,2858713,,,,,,,,,,,
22930,New York City Economic Development Corporation,Full Reporter,Urban,MB,PT,0,,,22344,,,,,,,,,,,
30001,Kanawha Valley Regional Transportation Authority,Full Reporter,Urban,DR,DO,,,,,,,,,29077,,,,,,
30001,Kanawha Valley Regional Transportation Authority,Full Reporter,Urban,MB,DO,0,,,307639,,,,,36305,,,,,,
