NTD ID,Agency Name,Reporter Type,Group Plan Sponsor NTD ID,Group Plan Sponsor Name,Reporting Module,Mode,TOS,ADA Accessible Stations,Non-ADA Accessible Stations,Total Stations,Escalators,Elevators
36,Makah Tribal Council,Reduced Reporter,,,Tribe,MB,DO,,,0,,
40,Central Puget Sound Regional Transit Authority,Full Reporter,,,Urban,CB,DO,17.0,,17,0.0,13.0
40,Central Puget Sound Regional Transit Authority,Full Reporter,,,Urban,CB,PT,8.0,,8,,3.0
40,Central Puget Sound Regional Transit Authority,Full Reporter,,,Urban,CR,PT,12.0,,12,,16.0
40,Central Puget Sound Regional Transit Authority,Full Reporter,,,Urban,LR,DO,19.0,,19,92.0,51.0
40,Central Puget Sound Regional Transit Authority,Full Reporter,,,Urban,SR,DO,1.0,,1,0.0,0.0
41,Alaska Railroad Corporation,Full Reporter,,,Urban,AR,DO,8.0,0.0,8,1.0,2.0
43,Chelan Douglas PTBA ,Full Reporter,,,Urban,MB,DO,1.0,,1,,1.0
44,Skagit Transit,Full Reporter,,,Urban,CB,DO,3.0,,3,,2.0
44,Skagit Transit,Full Reporter,,,Urban,MB,DO,1.0,,1,,
45,Fairbanks North Star Borough ,Reduced Reporter,,,Urban,MB,DO,1.0,,1,,
46,City of Wilsonville,Full Reporter,0R02,Oregon Department of Transportation ,Urban,MB,DO,1.0,,1,,
47,City of Corvallis,Reduced Reporter,0R02,Oregon Department of Transportation ,Urban,MB,PT,1.0,0.0,1,0.0,0.0
48,City of Lewiston,Reduced Reporter,0R01,Idaho Transportation Department,Urban,MB,DO,0.0,0.0,0,0.0,0.0
51,Asotin County,Reduced Reporter,,,Urban,MB,DO,,,0,,
53,Coeur d'Alene Tribe,Reduced Reporter,0R01,Idaho Transportation Department,Tribe,MB,DO,0.0,0.0,0,0.0,0.0
57,Central Oregon Intergovernmental Council,Full Reporter,0R02,Oregon Department of Transportation ,Urban,CB,DO,1.0,0.0,1,0.0,0.0
57,Central Oregon Intergovernmental Council,Full Reporter,0R02,Oregon Department of Transportation ,Urban,MB,DO,0.0,0.0,0,0.0,0.0
57,Central Oregon Intergovernmental Council,Full Reporter,0R02,Oregon Department of Transportation ,Urban,MB,PT,1.0,0.0,1,0.0,0.0
58,City of Portland,Full Reporter,,,Urban,SR,PT,68.0,,68,,
58,City of Portland,Full Reporter,,,Urban,TR,PT,2.0,0.0,2,0.0,1.0
59,Josephine County,Reduced Reporter,0R02,Oregon Department of Transportation ,Urban,CB,DO,,,0,,
59,Josephine County,Reduced Reporter,0R02,Oregon Department of Transportation ,Urban,MB,DO,,,0,,
60,The Tulalip Tribes of Washington,Reduced Reporter,,,Tribe,MB,DO,,,0,,
61,City of Albany,Reduced Reporter,0R02,Oregon Department of Transportation ,Urban,MB,DO,1.0,0.0,1,0.0,0.0
63,City of Milton-Freewater,Reduced Reporter,0R02,Oregon Department of Transportation ,Urban,MB,PT,1.0,,1,,1.0
64,Valley Transit,Reduced Reporter,,,Urban,MB,DO,1.0,,1,,
65,Benton County,Reduced Reporter,0R02,Oregon Department of Transportation ,Urban,CB,PT,0.0,0.0,0,0.0,0.0
85,Gulkana Village Council,Reduced Reporter,0R04,Alaska Department of Transportation,Tribe,MB,DO,,,0,,
95,Lummi Nation,Reduced Reporter,,,Tribe,MB,DO,0.0,0.0,0,0.0,0.0
103,Squaxin Island Tribe,Reduced Reporter,,,Tribe,MB,DO,,,0,,
111,Confederated Tribes and Bands of The Yakama Nation,Reduced Reporter,,,Tribe,MB,DO,0.0,0.0,0,0.0,0.0
119,Confederated Tribes of the Umatilla Indian Reservation,Reduced Reporter,0R02,Oregon Department of Transportation ,Tribe,CB,DO,0.0,0.0,0,0.0,0.0
119,Confederated Tribes of the Umatilla Indian Reservation,Reduced Reporter,0R02,Oregon Department of Transportation ,Tribe,MB,DO,0.0,0.0,0,0.0,0.0
135,Nez Perce Tribe,Reduced Reporter,0R01,Idaho Transportation Department,Tribe,MB,DO,0.0,,0,,
167,Native Village of Crooked Creek,Reduced Reporter,,,Tribe,MB,DO,,,0,,
199,Seldovia Village Tribe,Reduced Reporter,,,Tribe,FB,DO,2.0,0.0,2,0.0,0.0
207,Spokane Tribe of Indians,Reduced Reporter,,,Tribe,MB,DO,,,0,,
271,Nome Eskimo Community,Reduced Reporter,,,Tribe,MB,DO,0.0,0.0,0,0.0,0.0
373,Treasure Valley Transit,Reduced Reporter,0R01,Idaho Transportation Department,Urban,MB,DO,,,0,,
376,"Ride Connection, Inc.",Full Reporter,0R02,Oregon Department of Transportation ,Urban,MB,DO,0.0,0.0,0,0.0,0.0
400,Gwichyaa Zhee Tribal Transit Service,Reduced Reporter,,,Tribe,MB,DO,,,0,,
401,Lower Elwha Klallam Tribe,Reduced Reporter,,,Tribe,MB,DO,,,0,,
407,Muckleshoot Indian Tribe,Reduced Reporter,,,Tribe,MB,DO,1.0,,1,,
414,Ninilchik Village,Reduced Reporter,,,Tribe,MB,DO,1.0,,1,,
416,Boise State University,Reduced Reporter,A0004,Valley Regional Transit,Urban,MB,DO,1.0,0.0,1,0.0,0.0
460,Craig Tribal Association,Reduced Reporter,,,Tribe,MB,DO,,,0,,
10001,Rhode Island Public Transit Authority,Full Reporter,,,Urban,MB,DO,1.0,,1,,
10002,Manchester Transit Authority,Reduced Reporter,,,Urban,MB,DO,,,0,,
10003,Massachusetts Bay Transportation Authority,Full Reporter,,,Urban,CR,PT,104.0,37.0,141,11.0,15.0
10003,Massachusetts Bay Transportation Authority,Full Reporter,,,Urban,FB,PT,8.0,,8,,
10003,Massachusetts Bay Transportation Authority,Full Reporter,,,Urban,HR,DO,51.0,1.0,52,159.0,156.0
10003,Massachusetts Bay Transportation Authority,Full Reporter,,,Urban,LR,DO,37.0,36.0,73,11.0,13.0
10003,Massachusetts Bay Transportation Authority,Full Reporter,,,Urban,MB,DO,1.0,0.0,1,,
10003,Massachusetts Bay Transportation Authority,Full Reporter,,,Urban,MB,PT,0.0,0.0,0,0.0,0.0
10003,Massachusetts Bay Transportation Authority,Full Reporter,,,Urban,RB,DO,7.0,0.0,7,11.0,7.0
10003,Massachusetts Bay Transportation Authority,Full Reporter,,,Urban,TB,DO,1.0,0.0,1,,
10004,Brockton Area Transit Authority,Full Reporter,,,Urban,MB,PT,1.0,,1,,
10005,Lowell Regional Transit Authority,Full Reporter,,,Urban,MB,PT,1.0,0.0,1,0.0,2.0
10006,Southeastern Regional Transit Authority,Full Reporter,,,Urban,MB,PT,2.0,,2,,2.0
10007,Berkshire Regional Transit Authority,Full Reporter,,,Urban,MB,PT,1.0,,1,,2.0
10008,Pioneer Valley Transit Authority,Full Reporter,,,Urban,MB,PT,2.0,0.0,2,0.0,0.0
10013,Merrimack Valley Regional Transit Authority,Full Reporter,,,Urban,CB,PT,1.0,0.0,1,0.0,2.0
10013,Merrimack Valley Regional Transit Authority,Full Reporter,,,Urban,MB,PT,2.0,0.0,2,0.0,3.0
10014,Worcester Regional Transit Authority,Full Reporter,,,Urban,MB,DO,1.0,,1,,
10015,Lewiston-Auburn Transit Committee,Reduced Reporter,,,Urban,MB,PT,2.0,0.0,2,0.0,0.0
10016,Greater Portland Transit District,Full Reporter,,,Urban,MB,DO,1.0,,1,,
10040,Southeast Area Transit District,Full Reporter,1R01,Connecticut Department of Transportation,Urban,MB,DO,1.0,0.0,1,0.0,0.0
10045,Connecticut Department of Transportation - CTTransit New Britain -Dattco.,Full Reporter,,,Urban,CB,PT,,,0,,
10045,Connecticut Department of Transportation - CTTransit New Britain -Dattco.,Full Reporter,,,Urban,MB,PT,,,0,,
10048,Connecticut Department of Transportation - CTTRANSIT - Hartford Division,Full Reporter,,,Urban,MB,DO,,,0,,
10048,Connecticut Department of Transportation - CTTRANSIT - Hartford Division,Full Reporter,,,Urban,RB,DO,1.0,,1,,
10050,Greater Bridgeport Transit Authority,Full Reporter,1R01,Connecticut Department of Transportation,Urban,MB,DO,1.0,0.0,1,0.0,1.0
10051,Housatonic Area Regional Transit ,Full Reporter,1R01,Connecticut Department of Transportation,Urban,MB,DO,,,0,,
10053,Cape Ann Transportation Authority,Full Reporter,,,Urban,MB,PT,0.0,0.0,0,0.0,0.0
10055,Connecticut Department of Transportation - CTTRANSIT New Haven Division,Full Reporter,,,Urban,MB,DO,,,0,,
10056,Connecticut Department of Transportation - CTTRANSIT Stamford Division,Full Reporter,,,Urban,MB,DO,,,0,,
10057,Norwalk Transit District,Full Reporter,1R01,Connecticut Department of Transportation,Urban,MB,DO,,,0,,
10061,Montachusett Regional Transit Authority,Full Reporter,,,Urban,MB,PT,1.0,0.0,1,0.0,3.0
10063,Middletown Transit District,Reduced Reporter,1R01,Connecticut Department of Transportation,Urban,MB,DO,1.0,0.0,1,0.0,0.0
10064,Greater Attleboro-Taunton Regional Transit Authority,Full Reporter,,,Urban,MB,PT,3.0,,3,,
10066,Green Mountain Transit Authority,Full Reporter,,,Urban,CB,DO,2.0,,2,,
10066,Green Mountain Transit Authority,Full Reporter,,,Urban,MB,DO,2.0,,2,,
10086,Cooperative Alliance for Seacoast Transportation,Full Reporter,,,Urban,MB,DO,3.0,0.0,3,0.0,0.0
10087,City of Nashua,Full Reporter,,,Urban,MB,PT,1.0,,1,,
10088,Casco Bay Island Transit District,Full Reporter,,,Urban,FB,DO,1.0,,1,,
10096,City of Bangor,Reduced Reporter,,,Urban,MB,DO,0.0,0.0,0,0.0,0.0
10098,"Western Maine Transportation Services, Inc.",Full Reporter,1R03,Maine Department of Transportation,Urban,CB,DO,,,0,,
10098,"Western Maine Transportation Services, Inc.",Full Reporter,1R03,Maine Department of Transportation,Urban,MB,DO,,,0,,
10099,York County Community Action Corporation,Reduced Reporter,1R03,Maine Department of Transportation,Urban,MB,DO,0.0,0.0,0,0.0,0.0
10102,Connecticut Department of Transportation,Full Reporter,,,Urban,CB,PT,,,0,,
10102,Connecticut Department of Transportation,Full Reporter,,,Urban,CR,PT,8.0,1.0,9,8.0,1.0
10105,Cape Cod Regional Transit Authority,Full Reporter,,,Urban,MB,PT,1.0,,1,,1.0
10107,Milford Transit District,Full Reporter,1R01,Connecticut Department of Transportation,Urban,MB,DO,0.0,0.0,0,0.0,0.0
10112,City of South Portland,Reduced Reporter,,,Urban,MB,DO,1.0,0.0,1,0.0,0.0
10114,Biddeford-Saco-Old Orchard Beach Transit Committee Shuttle Bus,Reduced Reporter,,,Urban,MB,DO,0.0,0.0,0,0.0,0.0
10115,Northern New England Passenger Rail Authority,Full Reporter,,,Urban,CR,PT,12.0,0.0,12,0.0,2.0
10118,MetroWest Regional Transit Authority,Full Reporter,,,Urban,MB,PT,1.0,,1,,1.0
10119,University Of New Hampshire,Reduced Reporter,,,Urban,MB,DO,0.0,0.0,0,0.0,0.0
10122,"Jalbert Leasing, Inc. ",Reduced Reporter,,,Urban,CB,DO,3.0,0.0,3,0.0,0.0
10128,Connecticut Department of Transportation- CTTransit Waterbury- NET,Full Reporter,,,Urban,MB,PT,,,0,,
10130,Connecticut Department of Transportation -CTTRANSIT New Britain ,Full Reporter,1R01,Connecticut Department of Transportation,Urban,MB,PT,,,0,,
10133,"Boston Express Bus, Inc.",Reduced Reporter,1R04,New Hampshire Department of Transportation,Urban,CB,DO,6.0,0.0,6,0.0,0.0
10140,Estuary Transit District,Reduced Reporter,1R01,Connecticut Department of Transportation,Urban,MB,DO,0.0,0.0,0,0.0,0.0
10149,Windham Region Transit District,Reduced Reporter,1R01,Connecticut Department of Transportation,Urban,CB,DO,,,0,,
10149,Windham Region Transit District,Reduced Reporter,1R01,Connecticut Department of Transportation,Urban,MB,DO,0.0,0.0,0,0.0,0.0
10178,Town of Bedford,Reduced Reporter,,,Urban,MB,DO,0.0,0.0,0,0.0,0.0
10179,City of Beverly,Reduced Reporter,,,Urban,MB,PT,0.0,0.0,0,0.0,0.0
10180,City of Burlington,Reduced Reporter,,,Urban,MB,PT,,,0,,
10181,Town of Lexington,Reduced Reporter,,,Urban,MB,PT,0.0,0.0,0,0.0,0.0
10182,"Mission Hill Link, Inc.",Reduced Reporter,,,Urban,MB,PT,0.0,0.0,0,0.0,0.0
10183,"Woods Hole, Martha's Vineyard and Nantucket Steamship Authority",Full Reporter,,,Urban,FB,DO,5.0,,5,,7.0
10183,"Woods Hole, Martha's Vineyard and Nantucket Steamship Authority",Full Reporter,,,Urban,MB,DO,2.0,,2,,
11147,Rhode Island Department of Transportation,Full Reporter,,,Urban,FB,PT,2.0,,2,,
11152,Mashantucket Pequot Tribal Nation,Reduced Reporter,1R01,Connecticut Department of Transportation,Tribe,MB,DO,,,0,,
11160,Peter Pan Bus Lines,Reduced Reporter,,,Urban,CB,DO,7.0,,7,4.0,4.0
11238,Bay State Cruise Company,Full Reporter,,,Urban,FB,DO,2.0,,2,,
11239,"Hyannis Harbor Tours, Inc. ",Full Reporter,,,Urban,FB,DO,3.0,,3,,
20002,Capital District Transportation Authority,Full Reporter,,,Urban,CB,PT,,,0,,
20002,Capital District Transportation Authority,Full Reporter,,,Urban,MB,DO,2.0,,2,1.0,1.0
20003,Broome County,Full Reporter,,,Urban,MB,DO,1.0,,1,,1.0
20004,Niagara Frontier Transportation Authority,Full Reporter,,,Urban,LR,DO,19.0,0.0,19,19.0,24.0
20004,Niagara Frontier Transportation Authority,Full Reporter,,,Urban,MB,DO,9.0,0.0,9,,
20005,Chemung County,Reduced Reporter,,,Urban,MB,PT,1.0,,1,,
20006,City of Long Beach,Full Reporter,2R02,New York Department of Transportation,Urban,MB,DO,1.0,0.0,1,0.0,0.0
20008,MTA New York City Transit,Full Reporter,,,Urban,CB,DO,,,0,,
20008,MTA New York City Transit,Full Reporter,,,Urban,HR,DO,133.0,339.0,472,275.0,337.0
20008,MTA New York City Transit,Full Reporter,,,Urban,MB,DO,2.0,,2,,
20008,MTA New York City Transit,Full Reporter,,,Urban,RB,DO,,,0,,
20010,Dutchess County,Full Reporter,2R02,New York Department of Transportation,Urban,MB,DO,,,0,,
20018,Central New York Regional Transportation Authority,Full Reporter,,,Urban,MB,DO,3.0,,3,,1.0
20071,Town of Huntington,Full Reporter,2R02,New York Department of Transportation,Urban,MB,DO,,,0,,
20072,Suffolk County ,Full Reporter,,,Urban,MB,PT,0.0,0.0,0,0.0,0.0
20075,Port Authority Transit Corporation,Full Reporter,,,Urban,HR,DO,11.0,2.0,13,14.0,15.0
20076,Westchester County,Full Reporter,,,Urban,MB,PT,2.0,,2,,
20078,"Metro-North Commuter Railroad Company, dba: MTA Metro-North Railroad",Full Reporter,,,Urban,CR,DO,47.0,65.0,112,32.0,142.0
20078,"Metro-North Commuter Railroad Company, dba: MTA Metro-North Railroad",Full Reporter,,,Urban,FB,PT,2.0,,2,0.0,5.0
20078,"Metro-North Commuter Railroad Company, dba: MTA Metro-North Railroad",Full Reporter,,,Urban,MB,PT,1.0,1.0,2,0.0,5.0
20080,New Jersey Transit Corporation,Full Reporter,,,Urban,CR,DO,126.0,118.0,244,104.0,75.0
20080,New Jersey Transit Corporation,Full Reporter,,,Urban,LR,DO,13.0,4.0,17,2.0,6.0
20080,New Jersey Transit Corporation,Full Reporter,,,Urban,LR,PT,37.0,,37,,17.0
20080,New Jersey Transit Corporation,Full Reporter,,,Urban,MB,DO,26.0,,26,,7.0
20080,New Jersey Transit Corporation,Full Reporter,,,Urban,MB,PT,,,0,,
20080,New Jersey Transit Corporation,Full Reporter,,,Urban,YR,PT,32.0,,32,,
20082,New York City Department of Transportation,Full Reporter,,,Urban,CB,PT,0.0,0.0,0,0.0,0.0
20082,New York City Department of Transportation,Full Reporter,,,Urban,FB,DO,2.0,0.0,2,6.0,7.0
20084,County of Rockland ,Full Reporter,2R02,New York Department of Transportation,Urban,MB,PT,1.0,,1,,
20085,Town of Clarkstown ,Reduced Reporter,2R02,New York Department of Transportation,Urban,MB,DO,,,0,,
20096,Putnam County ,Full Reporter,2R02,New York Department of Transportation,Urban,MB,PT,,,0,,
20098,Port Authority Trans-Hudson Corporation,Full Reporter,,,Urban,HR,DO,9.0,4.0,13,25.0,41.0
20099,Staten Island Rapid Transit Operating Authority,Full Reporter,,,Urban,HR,DO,5.0,16.0,21,0.0,1.0
20100,MTA Long Island Rail Road,Full Reporter,,,Urban,CR,DO,108.0,17.0,125,37.0,53.0
20113,Regional Transit Service - Monroe County,Full Reporter,,,Urban,MB,DO,1.0,,1,,
20120,City of Glens Falls ,Reduced Reporter,,,Urban,MB,DO,,,0,,
20122,"Academy Lines, Inc.",Full Reporter,,,Urban,CB,DO,2.0,,2,,2.0
20126,"Hudson Transit Lines, Inc.",Full Reporter,,,Urban,CB,DO,4.0,,4,,12.0
20128,Suburban Transit Corporation,Full Reporter,,,Urban,CB,DO,2.0,,2,,2.0
20135,Monsey New Square Trails Corporation,Full Reporter,,,Urban,CB,DO,,,0,,
20145,Tompkins Consolidated Area Transit,Full Reporter,,,Urban,MB,DO,1.0,0.0,1,0.0,0.0
20148,Newburgh Beacon Bus Corporation,Reduced Reporter,A0023,Orange County,Urban,MB,DO,0.0,0.0,0,0.0,0.0
20149,"Rockland Coaches, Inc.",Full Reporter,2R02,New York Department of Transportation,Urban,CB,DO,2.0,,2,,
20160,"Community Transit, Inc. ",Reduced Reporter,,,Urban,CB,DO,1.0,,1,,
20161,DeCamp Bus Lines,Full Reporter,,,Urban,CB,DO,0.0,0.0,0,0.0,0.0
20163,"Lakeland Bus Lines, Inc.",Full Reporter,,,Urban,CB,DO,1.0,,1,,
20165,"Olympia Trails Bus Company, Inc.",Reduced Reporter,,,Urban,CB,DO,5.0,2.0,7,4.0,4.0
20166,"Orange-Newark-Elizabeth, Inc.",Full Reporter,,,Urban,MB,DO,1.0,,1,1.0,3.0
20169,"Trans-Bridge Lines, Inc. ",Full Reporter,,,Urban,CB,DO,4.0,,4,1.0,2.0
20175,Private Transportation Corporation,Full Reporter,,,Urban,MB,PT,0.0,0.0,0,0.0,0.0
20176,Kaser Bus Service,Reduced Reporter,,,Urban,CB,PT,0.0,0.0,0,0.0,0.0
20177,"Adirondack Transit Lines, Inc,",Full Reporter,,,Urban,CB,DO,10.0,,10,,
20178,Ulster County ,Full Reporter,,,Urban,MB,DO,0.0,0.0,0,0.0,0.0
20179,"Leprechaun Lines, Inc.",Reduced Reporter,,,Urban,CB,DO,,,0,,
20187,Village of Kiryas Joel,Reduced Reporter,,,Urban,MB,DO,0.0,0.0,0,0.0,0.0
20188,MTA Bus Company,Full Reporter,,,Urban,MB,DO,1.0,1.0,2,,
20190,Port Imperial Ferry Corporation,Full Reporter,,,Urban,FB,DO,12.0,,12,,
20190,Port Imperial Ferry Corporation,Full Reporter,,,Urban,MB,DO,12.0,,12,,
20192,Bergen County,Full Reporter,,,Urban,MB,DO,0.0,0.0,0,0.0,0.0
20200,South Jersey Transportation Authority,Reduced Reporter,,,Urban,MB,DO,,,0,,
20201,County of Cumberland,Reduced Reporter,,,Urban,MB,DO,,,0,,
20206,County of Nassau,Full Reporter,,,Urban,MB,PT,1.0,,1,0.0,0.0
20208,County of Burlington,Reduced Reporter,,,Urban,MB,PT,,,0,,
20209,Somerset County,Full Reporter,,,Urban,MB,DO,,,0,,
20212,County of Hunterdon,Reduced Reporter,2R01,NJ Transit,Urban,MB,PT,,,0,,
20213,City of Mechanicville,Reduced Reporter,,,Urban,MB,DO,0.0,0.0,0,0.0,0.0
20214,Town of Warwick ,Reduced Reporter,A0023,Orange County,Urban,MB,DO,,,0,,
20215,City of Watertown NY,Reduced Reporter,2R02,New York Department of Transportation,Urban,MB,DO,1.0,0.0,1,0.0,0.0
20216,Orange County,Reduced Reporter,A0023,Orange County,Urban,MB,PT,,,0,,
20217,"Hampton Jitney, Inc.",Full Reporter,,,Urban,CB,DO,2.0,0.0,2,0.0,1.0
20219,A&C Bus Corporation & Montgomery & Westside Owners Association,Reduced Reporter,,,Urban,MB,DO,,,0,,
20220,Broadway Bus Corporation,Reduced Reporter,,,Urban,MB,DO,,,0,,
20223,Cape May Lewes Ferry,Full Reporter,,,Urban,FB,DO,2.0,0.0,2,0.0,4.0
20226,"SeaStreak, LLC",Full Reporter,,,Urban,FB,DO,6.0,,6,,1.0
22929,Seneca Nation of Indians,Reduced Reporter,,,Tribe,MB,PT,,,0,,
22930,New York City Economic Development Corporation,Full Reporter,,,Urban,FB,PT,19.0,2.0,21,0.0,0.0
22930,New York City Economic Development Corporation,Full Reporter,,,Urban,MB,PT,,,0,,
30001,Kanawha Valley Regional Transportation Authority,Full Reporter,3R05,West Virginia Department of Transportation,Urban,MB,DO,2.0,0.0,2,0.0,1.0
30002,The Tri-State Transit Authority,Full Reporter,3R05,West Virginia Department of Transportation,Urban,MB,DO,1.0,,1,,
30003,Mid-Ohio Valley Transit Authority,Reduced Reporter,3R05,West Virginia Department of Transportation,Urban,MB,DO,1.0,0.0,1,0.0,1.0
30006,Greater Richmond Transit Company,Full Reporter,,,Urban,MB,DO,,,0,,
30006,Greater Richmond Transit Company,Full Reporter,,,Urban,MB,PT,,,0,,
30006,Greater Richmond Transit Company,Full Reporter,,,Urban,RB,DO,,,0,,
30007,Greater Roanoke Transit Company,Full Reporter,3R06,Virginia Department of Rail and Public Transportation,Urban,MB,DO,1.0,0.0,1,0.0,1.0
30008,Greater Lynchburg Transit Company,Full Reporter,3R06,Virginia Department of Rail and Public Transportation,Urban,MB,DO,1.0,0.0,1,0.0,1.0
30009,City of Petersburg ,Reduced Reporter,3R06,Virginia Department of Rail and Public Transportation,Urban,MB,DO,,0.0,0,0.0,0.0
30010,Lehigh and Northampton Transportation Authority,Full Reporter,3R04,Pennsylvania Department of Transportation,Urban,MB,DO,3.0,0.0,3,0.0,4.0
30011,Altoona Metro Transit,Full Reporter,3R04,Pennsylvania Department of Transportation,Urban,MB,DO,1.0,,1,,
30012,Cambria County Transit Authority,Full Reporter,,,Urban,IP,DO,2.0,,2,,2.0
30012,Cambria County Transit Authority,Full Reporter,,,Urban,MB,DO,1.0,,1,,
30013,Erie Metropolitan Transit Authority,Full Reporter,3R04,Pennsylvania Department of Transportation,Urban,MB,DO,2.0,,2,,1.0
30014,Cumberland Dauphin-Harrisburg Transit Authority,Full Reporter,3R04,Pennsylvania Department of Transportation,Urban,MB,DO,,,0,,
30014,Cumberland Dauphin-Harrisburg Transit Authority,Full Reporter,3R04,Pennsylvania Department of Transportation,Urban,MB,PT,,,0,,
30015,Luzerne County Transportation Authority,Full Reporter,3R04,Pennsylvania Department of Transportation,Urban,MB,DO,1.0,,1,0.0,0.0
30019,Southeastern Pennsylvania Transportation Authority,Full Reporter,,,Urban,CR,DO,75.0,80.0,155,22.0,44.0
30019,Southeastern Pennsylvania Transportation Authority,Full Reporter,,,Urban,HR,DO,42.0,33.0,75,36.0,89.0
30019,Southeastern Pennsylvania Transportation Authority,Full Reporter,,,Urban,MB,DO,18.0,3.0,21,0.0,0.0
30019,Southeastern Pennsylvania Transportation Authority,Full Reporter,,,Urban,MB,PT,0.0,0.0,0,0.0,0.0
30019,Southeastern Pennsylvania Transportation Authority,Full Reporter,,,Urban,SR,DO,2.0,57.0,59,1.0,4.0
30019,Southeastern Pennsylvania Transportation Authority,Full Reporter,,,Urban,TB,DO,0.0,0.0,0,0.0,0.0
30022,Port Authority of Allegheny County,Full Reporter,,,Urban,IP,DO,2.0,0.0,2,0.0,0.0
30022,Port Authority of Allegheny County,Full Reporter,,,Urban,LR,DO,28.0,29.0,57,17.0,19.0
