NTD ID,Agency Name,Reporter Type,Reporting Module,Mode,TOS,Operating Expense Type,Operators' Salaries and Wages,Operators' Paid Absences,Other Salaries and Wages,Other Paid Absences,Fringe Benefits,Service Costs,Fuel and Lubricants,Tires and Tubes,Other Materials and Supplies,Utilities,Casualty and Liability Costs,Taxes,PT Funds In Report,PT Funds Reported Separately,Miscellaneous Expenses,Reduced Reporting Waiver - Total OE,Total Operating Expenses,Total Operating Expenses (No Funds Reported Separately),ADA Related Expenses
1,King County Department of Metro Transit,Full Reporter,Urban,FB,DO,General Administration,0.0,0.0,820380.0,198228.0,325500.0,755292.0,0.0,0.0,4666.0,77074.0,560560.0,2.0,0.0,0.0,8596.0,0,2750298,2750298,0.0
1,King County Department of Metro Transit,Full Reporter,Urban,FB,DO,Total,985439.0,249676.0,1394869.0,323568.0,1098396.0,1523530.0,495032.0,0.0,304083.0,77074.0,560560.0,12982.0,0.0,0.0,107497.0,0,7132706,7132706,0.0
1,King County Department of Metro Transit,Full Reporter,Urban,FB,DO,Vehicle Maintenance,0.0,0.0,414891.0,77472.0,178020.0,375448.0,11965.0,0.0,197523.0,0.0,0.0,0.0,0.0,0.0,952.0,0,1256271,1256271,0.0
1,King County Department of Metro Transit,Full Reporter,Urban,FB,DO,Vehicle Operations,985439.0,249676.0,150046.0,46600.0,590823.0,358069.0,483067.0,0.0,93083.0,0.0,0.0,12980.0,0.0,0.0,97449.0,0,3067232,3067232,0.0
1,King County Department of Metro Transit,Full Reporter,Urban,LR,PT,Facility Maintenance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28584164.0,0.0,0,28584164,0,0.0
1,King County Department of Metro Transit,Full Reporter,Urban,LR,PT,General Administration,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8430414.0,0.0,0,8430414,0,0.0
1,King County Department of Metro Transit,Full Reporter,Urban,LR,PT,Total,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67397003.0,0.0,0,67397003,0,0.0
1,King County Department of Metro Transit,Full Reporter,Urban,LR,PT,Vehicle Maintenance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11930028.0,0.0,0,11930028,0,0.0
1,King County Department of Metro Transit,Full Reporter,Urban,LR,PT,Vehicle Operations,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18452397.0,0.0,0,18452397,0,0.0
1,King County Department of Metro Transit,Full Reporter,Urban,MB,DO,Facility Maintenance,0.0,0.0,10179161.0,3529962.0,8687508.0,7987696.0,0.0,0.0,3650901.0,0.0,0.0,601982.0,0.0,0.0,1076575.0,0,35713785,35713785,0.0
1,King County Department of Metro Transit,Full Reporter,Urban,MB,DO,General Administration,0.0,0.0,22466804.0,4583721.0,9048790.0,61004755.0,0.0,0.0,784899.0,3347291.0,16246131.0,170.0,0.0,0.0,909166.0,0,118391727,118391727,0.0
1,King County Department of Metro Transit,Full Reporter,Urban,MB,DO,Total,144952639.0,23074151.0,100899291.0,23213416.0,133033960.0,91490859.0,19782161.0,2637307.0,30295707.0,3347291.0,16246131.0,646342.0,0.0,0.0,2160892.0,0,591780147,591780147,0.0
1,King County Department of Metro Transit,Full Reporter,Urban,MB,DO,Vehicle Maintenance,0.0,0.0,45830451.0,9679488.0,24906636.0,1338869.0,879156.0,266199.0,25364192.0,0.0,0.0,44190.0,0.0,0.0,123663.0,0,108432844,108432844,0.0
1,King County Department of Metro Transit,Full Reporter,Urban,MB,DO,Vehicle Operations,144952639.0,23074151.0,22422875.0,5420245.0,90391026.0,21159539.0,18903005.0,2371108.0,495715.0,0.0,0.0,0.0,0.0,0.0,51488.0,0,329241791,329241791,0.0
1,King County Department of Metro Transit,Full Reporter,Urban,MB,PT,Facility Maintenance,0.0,0.0,161496.0,29015.0,83132.0,11331.0,0.0,0.0,27442.0,0.0,0.0,5322.0,413791.0,0.0,602.0,0,732131,732131,0.0
1,King County Department of Metro Transit,Full Reporter,Urban,MB,PT,General Administration,0.0,0.0,422121.0,99441.0,183431.0,1075397.0,0.0,0.0,14362.0,17529.0,1.0,0.0,1532907.0,0.0,9067.0,0,3354256,3354256,0.0
1,King County Department of Metro Transit,Full Reporter,Urban,MB,PT,Total,0.0,0.0,651050.0,143903.0,295604.0,1606851.0,0.0,0.0,44621.0,17529.0,1.0,5322.0,9404340.0,0.0,9738.0,0,12178959,12178959,0.0
1,King County Department of Metro Transit,Full Reporter,Urban,MB,PT,Vehicle Maintenance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1429459.0,0.0,0.0,0,1429459,1429459,0.0
1,King County Department of Metro Transit,Full Reporter,Urban,MB,PT,Vehicle Operations,0.0,0.0,67433.0,15447.0,29041.0,520123.0,0.0,0.0,2817.0,0.0,0.0,0.0,6028183.0,0.0,69.0,0,6663113,6663113,0.0
1,King County Department of Metro Transit,Full Reporter,Urban,SR,DO,Facility Maintenance,0.0,0.0,486691.0,68041.0,218230.0,34977.0,0.0,0.0,53916.0,0.0,0.0,0.0,0.0,0.0,930.0,0,862785,862785,0.0
1,King County Department of Metro Transit,Full Reporter,Urban,SR,DO,General Administration,0.0,0.0,950667.0,198342.0,382801.0,905441.0,0.0,0.0,48142.0,33126.0,156256.0,4.0,0.0,0.0,21403.0,0,2696182,2696182,0.0
1,King County Department of Metro Transit,Full Reporter,Urban,SR,DO,Total,2337701.0,349142.0,3276321.0,498257.0,2750155.0,1055647.0,16436.0,0.0,523083.0,231048.0,156256.0,226.0,0.0,0.0,23994.0,0,11218266,11218266,0.0
1,King County Department of Metro Transit,Full Reporter,Urban,SR,DO,Vehicle Maintenance,0.0,0.0,924241.0,108565.0,421314.0,78307.0,16436.0,0.0,412419.0,0.0,0.0,222.0,0.0,0.0,839.0,0,1962343,1962343,0.0
1,King County Department of Metro Transit,Full Reporter,Urban,SR,DO,Vehicle Operations,2337701.0,349142.0,914722.0,123309.0,1727810.0,36922.0,0.0,0.0,8606.0,197922.0,0.0,0.0,0.0,0.0,822.0,0,5696956,5696956,0.0
1,King County Department of Metro Transit,Full Reporter,Urban,TB,DO,Facility Maintenance,0.0,0.0,3413648.0,1135357.0,2328988.0,1185532.0,0.0,0.0,802792.0,0.0,0.0,84979.0,0.0,0.0,150624.0,0,9101920,9101920,0.0
1,King County Department of Metro Transit,Full Reporter,Urban,TB,DO,General Administration,0.0,0.0,2960752.0,598743.0,1192506.0,8196806.0,0.0,0.0,105043.0,432254.0,1245778.0,23.0,0.0,0.0,121951.0,0,14853856,14853856,0.0
1,King County Department of Metro Transit,Full Reporter,Urban,TB,DO,Total,19379873.0,3084967.0,13230690.0,3274921.0,17712159.0,11738108.0,94679.0,187744.0,3847115.0,2315619.0,1245778.0,88397.0,0.0,0.0,287936.0,0,76487986,76487986,0.0
1,King County Department of Metro Transit,Full Reporter,Urban,TB,DO,Vehicle Maintenance,0.0,0.0,3904267.0,824588.0,2121779.0,104506.0,6027.0,18950.0,2902442.0,0.0,0.0,3395.0,0.0,0.0,9504.0,0,9895458,9895458,0.0
1,King County Department of Metro Transit,Full Reporter,Urban,TB,DO,Vehicle Operations,19379873.0,3084967.0,2952023.0,716233.0,12068886.0,2251264.0,88652.0,168794.0,36838.0,1883365.0,0.0,0.0,0.0,0.0,5857.0,0,42636752,42636752,0.0
1,King County Department of Metro Transit,Full Reporter,Urban,VP,DO,Facility Maintenance,0.0,0.0,23195.0,3194.0,11387.0,587.0,0.0,0.0,14904.0,0.0,0.0,20.0,0.0,0.0,0.0,0,53287,53287,0.0
1,King County Department of Metro Transit,Full Reporter,Urban,VP,DO,General Administration,0.0,0.0,2449411.0,447257.0,1055464.0,709151.0,0.0,0.0,6851.0,56656.0,686082.0,31.0,0.0,0.0,4955.0,0,5415858,5415858,0.0
1,King County Department of Metro Transit,Full Reporter,Urban,VP,DO,Total,0.0,0.0,2472606.0,450451.0,1066851.0,1603926.0,677762.0,0.0,40072.0,56656.0,686082.0,51.0,0.0,0.0,9894.0,0,7064351,7064351,0.0
1,King County Department of Metro Transit,Full Reporter,Urban,VP,DO,Vehicle Maintenance,0.0,0.0,0.0,0.0,0.0,894188.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,894188,894188,0.0
1,King County Department of Metro Transit,Full Reporter,Urban,VP,DO,Vehicle Operations,0.0,0.0,0.0,0.0,0.0,0.0,677762.0,0.0,18317.0,0.0,0.0,0.0,0.0,0.0,4939.0,0,701018,701018,0.0
2,Spokane Transit Authority,Full Reporter,Urban,DR,DO,Facility Maintenance,0.0,0.0,0.0,0.0,0.0,164880.0,0.0,0.0,26874.0,0.0,0.0,0.0,0.0,0.0,0.0,0,191754,191754,0.0
2,Spokane Transit Authority,Full Reporter,Urban,DR,DO,General Administration,0.0,0.0,715244.0,115071.0,54330.0,226625.0,0.0,0.0,265449.0,150495.0,236779.0,1782.0,0.0,0.0,90144.0,0,1855919,1855919,0.0
2,Spokane Transit Authority,Full Reporter,Urban,DR,DO,Total,1971183.0,419332.0,2718731.0,509220.0,1259938.0,597733.0,254593.0,51000.0,427458.0,150495.0,236779.0,1782.0,0.0,0.0,90144.0,0,8688388,8688388,8349541.0
2,Spokane Transit Authority,Full Reporter,Urban,DR,DO,Vehicle Maintenance,0.0,0.0,610818.0,130353.0,206111.0,12921.0,3900.0,0.0,121663.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1085766,1085766,0.0
2,Spokane Transit Authority,Full Reporter,Urban,DR,DO,Vehicle Operations,1971183.0,419332.0,1392669.0,263796.0,999497.0,193307.0,250693.0,51000.0,13472.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5554949,5554949,0.0
2,Spokane Transit Authority,Full Reporter,Urban,DR,PT,Facility Maintenance,0.0,0.0,0.0,0.0,0.0,18320.0,0.0,0.0,2986.0,0.0,0.0,0.0,95605.0,0.0,0.0,0,116911,116911,0.0
2,Spokane Transit Authority,Full Reporter,Urban,DR,PT,General Administration,0.0,0.0,59380.0,10917.0,30957.0,25180.0,0.0,0.0,29494.0,16722.0,26309.0,0.0,922548.0,0.0,0.0,0,1121507,1121507,0.0
2,Spokane Transit Authority,Full Reporter,Urban,DR,PT,Total,0.0,0.0,59380.0,10917.0,30957.0,43500.0,235350.0,0.0,32480.0,16722.0,26309.0,0.0,4027121.0,0.0,0.0,0,4482736,4482736,4334806.0
2,Spokane Transit Authority,Full Reporter,Urban,DR,PT,Vehicle Maintenance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,491381.0,0.0,0.0,0,491381,491381,0.0
2,Spokane Transit Authority,Full Reporter,Urban,DR,PT,Vehicle Operations,0.0,0.0,0.0,0.0,0.0,0.0,235350.0,0.0,0.0,0.0,0.0,0.0,2517587.0,0.0,0.0,0,2752937,2752937,0.0
2,Spokane Transit Authority,Full Reporter,Urban,MB,DO,Facility Maintenance,0.0,0.0,1315284.0,239643.0,361395.0,1163932.0,0.0,0.0,815416.0,0.0,0.0,0.0,0.0,0.0,50.0,0,3895720,3895720,0.0
2,Spokane Transit Authority,Full Reporter,Urban,MB,DO,General Administration,0.0,0.0,4709687.0,768631.0,554624.0,985938.0,0.0,0.0,1480954.0,1049833.0,1354021.0,44611.0,0.0,0.0,411633.0,0,11359932,11359932,0.0
2,Spokane Transit Authority,Full Reporter,Urban,MB,DO,Total,15848424.0,2345973.0,12618055.0,2233762.0,6386218.0,3734905.0,3046632.0,527321.0,4952625.0,1071206.0,1354021.0,47024.0,0.0,0.0,650533.0,0,54816699,54816699,0.0
2,Spokane Transit Authority,Full Reporter,Urban,MB,DO,Vehicle Maintenance,0.0,0.0,3885167.0,700855.0,998914.0,455317.0,79216.0,3853.0,2466274.0,0.0,0.0,0.0,0.0,0.0,4323.0,0,8593919,8593919,0.0
2,Spokane Transit Authority,Full Reporter,Urban,MB,DO,Vehicle Operations,15848424.0,2345973.0,2707917.0,524633.0,4471285.0,1129718.0,2967416.0,523468.0,189981.0,21373.0,0.0,2413.0,0.0,0.0,234527.0,0,30967128,30967128,0.0
2,Spokane Transit Authority,Full Reporter,Urban,VP,DO,Facility Maintenance,0.0,0.0,0.0,0.0,0.0,7636.0,0.0,0.0,1245.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8881,8881,0.0
2,Spokane Transit Authority,Full Reporter,Urban,VP,DO,General Administration,0.0,0.0,168221.0,25185.0,20737.0,18563.0,0.0,0.0,12294.0,8577.0,101664.0,74.0,0.0,0.0,5306.0,0,360621,360621,0.0
2,Spokane Transit Authority,Full Reporter,Urban,VP,DO,Total,0.0,0.0,168221.0,25185.0,20737.0,76010.0,96192.0,12240.0,38480.0,8577.0,101664.0,96.0,0.0,0.0,5698.0,0,553100,553100,0.0
2,Spokane Transit Authority,Full Reporter,Urban,VP,DO,Vehicle Maintenance,0.0,0.0,0.0,0.0,0.0,46528.0,0.0,0.0,24941.0,0.0,0.0,0.0,0.0,0.0,0.0,0,71469,71469,0.0
2,Spokane Transit Authority,Full Reporter,Urban,VP,DO,Vehicle Operations,0.0,0.0,0.0,0.0,0.0,3283.0,96192.0,12240.0,0.0,0.0,0.0,22.0,0.0,0.0,392.0,0,112129,112129,0.0
3,Pierce County Transportation Benefit Area Authority,Full Reporter,Urban,CB,PT,Facility Maintenance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1790752.0,0.0,0,1790752,0,0.0
3,Pierce County Transportation Benefit Area Authority,Full Reporter,Urban,CB,PT,General Administration,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7413230.0,0.0,0,7413230,0,0.0
3,Pierce County Transportation Benefit Area Authority,Full Reporter,Urban,CB,PT,Total,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47067254.0,0.0,0,47067254,0,0.0
3,Pierce County Transportation Benefit Area Authority,Full Reporter,Urban,CB,PT,Vehicle Maintenance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10465608.0,0.0,0,10465608,0,0.0
3,Pierce County Transportation Benefit Area Authority,Full Reporter,Urban,CB,PT,Vehicle Operations,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27397664.0,0.0,0,27397664,0,0.0
3,Pierce County Transportation Benefit Area Authority,Full Reporter,Urban,DR,DO,Facility Maintenance,0.0,0.0,44852.0,7415.0,15120.0,67626.0,0.0,0.0,1858.0,0.0,0.0,0.0,0.0,0.0,6.0,0,136877,136877,0.0
3,Pierce County Transportation Benefit Area Authority,Full Reporter,Urban,DR,DO,General Administration,0.0,0.0,281876.0,59599.0,119951.0,190235.0,0.0,0.0,14396.0,24384.0,76396.0,17244.0,0.0,0.0,9185.0,0,793266,793266,0.0
3,Pierce County Transportation Benefit Area Authority,Full Reporter,Urban,DR,DO,Total,723441.0,297465.0,535244.0,107298.0,879944.0,275775.0,86212.0,8544.0,40234.0,24384.0,76396.0,17245.0,0.0,0.0,9724.0,0,3081906,3081906,3081906.0
3,Pierce County Transportation Benefit Area Authority,Full Reporter,Urban,DR,DO,Vehicle Maintenance,0.0,0.0,30804.0,6308.0,1136.0,3398.0,15733.0,443.0,23443.0,0.0,0.0,1.0,0.0,0.0,42.0,0,81308,81308,0.0
3,Pierce County Transportation Benefit Area Authority,Full Reporter,Urban,DR,DO,Vehicle Operations,723441.0,297465.0,177712.0,33976.0,743737.0,14516.0,70479.0,8101.0,537.0,0.0,0.0,0.0,0.0,0.0,491.0,0,2070455,2070455,0.0
3,Pierce County Transportation Benefit Area Authority,Full Reporter,Urban,DR,PT,Facility Maintenance,0.0,0.0,92280.0,15095.0,37867.0,143878.0,0.0,0.0,8798.0,0.0,0.0,0.0,96378.0,0.0,6.0,0,394302,394302,0.0
3,Pierce County Transportation Benefit Area Authority,Full Reporter,Urban,DR,PT,General Administration,0.0,0.0,750764.0,143079.0,328363.0,272470.0,0.0,0.0,9652.0,24458.0,222.0,9197.0,682794.0,0.0,5866.0,0,2226865,2226865,0.0
3,Pierce County Transportation Benefit Area Authority,Full Reporter,Urban,DR,PT,Total,0.0,0.0,1745993.0,336748.0,760249.0,502535.0,0.0,0.0,20756.0,24458.0,222.0,9205.0,6775270.0,0.0,8746.0,0,10184182,10184182,10184182.0
3,Pierce County Transportation Benefit Area Authority,Full Reporter,Urban,DR,PT,Vehicle Maintenance,0.0,0.0,103822.0,21260.0,41545.0,4840.0,0.0,0.0,40.0,0.0,0.0,8.0,906093.0,0.0,80.0,0,1077688,1077688,0.0
3,Pierce County Transportation Benefit Area Authority,Full Reporter,Urban,DR,PT,Vehicle Operations,0.0,0.0,799127.0,157314.0,352474.0,81347.0,0.0,0.0,2266.0,0.0,0.0,0.0,5090005.0,0.0,2794.0,0,6485327,6485327,0.0
3,Pierce County Transportation Benefit Area Authority,Full Reporter,Urban,MB,DO,Facility Maintenance,0.0,0.0,1327927.0,225977.0,572938.0,916163.0,0.0,0.0,216330.0,0.0,0.0,0.0,0.0,0.0,215.0,0,3259550,3259550,0.0
3,Pierce County Transportation Benefit Area Authority,Full Reporter,Urban,MB,DO,General Administration,0.0,0.0,6001896.0,1320647.0,2552155.0,4969068.0,0.0,0.0,349166.0,876348.0,1348402.0,285739.0,0.0,0.0,235368.0,0,17938789,17938789,0.0
3,Pierce County Transportation Benefit Area Authority,Full Reporter,Urban,MB,DO,Total,17478550.0,2388560.0,14862496.0,2944193.0,14082337.0,9627503.0,1149135.0,540850.0,3229568.0,1102378.0,1348402.0,285894.0,0.0,0.0,248972.0,0,69288838,69288838,0.0
3,Pierce County Transportation Benefit Area Authority,Full Reporter,Urban,MB,DO,Vehicle Maintenance,0.0,0.0,3315762.0,576038.0,1382456.0,224306.0,212201.0,3472.0,2619322.0,0.0,0.0,155.0,0.0,0.0,1680.0,0,8335392,8335392,0.0
3,Pierce County Transportation Benefit Area Authority,Full Reporter,Urban,MB,DO,Vehicle Operations,17478550.0,2388560.0,4216911.0,821531.0,9574788.0,3517966.0,936934.0,537378.0,44750.0,226030.0,0.0,0.0,0.0,0.0,11709.0,0,39755107,39755107,0.0
3,Pierce County Transportation Benefit Area Authority,Full Reporter,Urban,VP,DO,Facility Maintenance,0.0,0.0,63726.0,11898.0,28783.0,36569.0,0.0,0.0,18250.0,0.0,0.0,0.0,0.0,0.0,8.0,0,159234,159234,0.0
3,Pierce County Transportation Benefit Area Authority,Full Reporter,Urban,VP,DO,General Administration,0.0,0.0,183981.0,35741.0,79059.0,110382.0,0.0,0.0,4936.0,33900.0,684778.0,5173.0,0.0,0.0,3798.0,0,1141748,1141748,0.0
3,Pierce County Transportation Benefit Area Authority,Full Reporter,Urban,VP,DO,Total,0.0,0.0,1074223.0,197948.0,467878.0,208892.0,554453.0,13137.0,234287.0,33900.0,684778.0,5192.0,0.0,0.0,10746.0,0,3485434,3485434,0.0
3,Pierce County Transportation Benefit Area Authority,Full Reporter,Urban,VP,DO,Vehicle Maintenance,0.0,0.0,333576.0,68019.0,152373.0,11522.0,0.0,0.0,207925.0,0.0,0.0,19.0,0.0,0.0,157.0,0,773591,773591,0.0
3,Pierce County Transportation Benefit Area Authority,Full Reporter,Urban,VP,DO,Vehicle Operations,0.0,0.0,492940.0,82290.0,207663.0,50419.0,554453.0,13137.0,3176.0,0.0,0.0,0.0,0.0,0.0,6783.0,0,1410861,1410861,0.0
4,Confederated Tribes of the Colville Indian Reservation,Reduced Reporter,Tribe,FB,DO,Total,,,,,,,,,,,,,,,,789115,789115,789115,
4,Confederated Tribes of the Colville Indian Reservation,Reduced Reporter,Tribe,MB,DO,Total,,,,,,,,,,,,,,,,215571,215571,215571,
5,City of Everett,Full Reporter,Urban,DR,DO,Facility Maintenance,0.0,0.0,150236.0,39119.0,78058.0,93723.0,0.0,0.0,12211.0,0.0,0.0,0.0,0.0,0.0,1043.0,0,374390,374390,0.0
5,City of Everett,Full Reporter,Urban,DR,DO,General Administration,0.0,0.0,504571.0,70435.0,238742.0,63979.0,0.0,0.0,6109.0,140424.0,263135.0,65944.0,0.0,0.0,15304.0,0,1368643,1368643,0.0
5,City of Everett,Full Reporter,Urban,DR,DO,Total,881832.0,182587.0,1455937.0,239750.0,1171895.0,274658.0,165206.0,8026.0,173414.0,140424.0,263135.0,65944.0,0.0,0.0,22387.0,0,5045195,5045195,4258893.0
5,City of Everett,Full Reporter,Urban,DR,DO,Vehicle Maintenance,0.0,0.0,229530.0,32335.0,116577.0,25441.0,3954.0,3637.0,43098.0,0.0,0.0,0.0,0.0,0.0,0.0,0,454572,454572,0.0
5,City of Everett,Full Reporter,Urban,DR,DO,Vehicle Operations,881832.0,182587.0,571600.0,97861.0,738518.0,91515.0,161252.0,4389.0,111996.0,0.0,0.0,0.0,0.0,0.0,6040.0,0,2847590,2847590,0.0
5,City of Everett,Full Reporter,Urban,MB,DO,Facility Maintenance,0.0,0.0,365592.0,89293.0,186725.0,233899.0,0.0,0.0,34607.0,0.0,0.0,0.0,0.0,0.0,2397.0,0,912513,912513,0.0
5,City of Everett,Full Reporter,Urban,MB,DO,General Administration,4498.0,0.0,1276081.0,160777.0,589794.0,215167.0,0.0,0.0,13946.0,284161.0,974533.0,150524.0,0.0,0.0,34933.0,0,3704414,3704414,0.0
5,City of Everett,Full Reporter,Urban,MB,DO,Total,3480976.0,753962.0,2961061.0,447733.0,3132886.0,873135.0,507943.0,69023.0,1055824.0,367858.0,974533.0,150524.0,0.0,0.0,51998.0,0,14827456,14827456,0.0
5,City of Everett,Full Reporter,Urban,MB,DO,Vehicle Maintenance,0.0,0.0,628679.0,73808.0,307083.0,265018.0,9025.0,8303.0,961679.0,0.0,0.0,0.0,0.0,0.0,110.0,0,2253705,2253705,0.0
5,City of Everett,Full Reporter,Urban,MB,DO,Vehicle Operations,3476478.0,753962.0,690709.0,123855.0,2049284.0,159051.0,498918.0,60720.0,45592.0,83697.0,0.0,0.0,0.0,0.0,14558.0,0,7956824,7956824,0.0
6,City of Yakima,Full Reporter,Urban,CB,PT,Facility Maintenance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20534.0,0.0,0.0,0,20534,20534,0.0
6,City of Yakima,Full Reporter,Urban,CB,PT,General Administration,0.0,0.0,14337.0,2305.0,6602.0,0.0,0.0,0.0,0.0,498.0,51158.0,0.0,176592.0,0.0,0.0,0,251492,251492,0.0
6,City of Yakima,Full Reporter,Urban,CB,PT,Total,0.0,0.0,17754.0,2751.0,8741.0,0.0,0.0,0.0,0.0,498.0,51158.0,0.0,410679.0,0.0,0.0,0,491581,491581,0.0
6,City of Yakima,Full Reporter,Urban,CB,PT,Vehicle Maintenance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28747.0,0.0,0.0,0,28747,28747,0.0
6,City of Yakima,Full Reporter,Urban,CB,PT,Vehicle Operations,0.0,0.0,3417.0,446.0,2139.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184806.0,0.0,0.0,0,190808,190808,0.0
6,City of Yakima,Full Reporter,Urban,DR,PT,Facility Maintenance,0.0,0.0,1093.0,133.0,530.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51432.0,0.0,0.0,0,53188,53188,0.0
