State/Parent NTD ID,NTD ID,Agency Name,Reporter Type,Reporting Module,Mode,TOS,Expense Type,Passenger Paid Fares,Organization Paid Fares,Total Fares
,8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,SR,PT,Funds Earned During Period,899413,0,899413
,8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,YR,PT,Funds Earned During Period,156108,62573,218681
,9,Kalispel Tribe of Indians,Reduced Reporter,Tribe,DR,DO,Funds Expended on Capital,0,0,0
,9,Kalispel Tribe of Indians,Reduced Reporter,Tribe,DR,DO,Funds Expended on Operations,0,0,0
,9,Kalispel Tribe of Indians,Reduced Reporter,Tribe,MB,DO,Funds Expended on Capital,0,0,0
,9,Kalispel Tribe of Indians,Reduced Reporter,Tribe,MB,DO,Funds Expended on Operations,0,0,0
,10,Klamath Tribes,Reduced Reporter,Tribe,CB,DO,Funds Expended on Capital,0,0,0
,10,Klamath Tribes,Reduced Reporter,Tribe,CB,DO,Funds Expended on Operations,0,0,0
,10,Klamath Tribes,Reduced Reporter,Tribe,DR,DO,Funds Expended on Capital,0,0,0
,10,Klamath Tribes,Reduced Reporter,Tribe,DR,DO,Funds Expended on Operations,0,0,0
,11,Valley Regional Transit,Full Reporter,Urban,DR,PT,Funds Earned During Period,63042,4745,67787
,11,Valley Regional Transit,Full Reporter,Urban,MB,PT,Funds Earned During Period,439039,116707,555746
,12,Municipality of Anchorage,Full Reporter,Urban,DR,PT,Funds Earned During Period,129368,0,129368
,12,Municipality of Anchorage,Full Reporter,Urban,MB,DO,Funds Earned During Period,1927599,0,1927599
,12,Municipality of Anchorage,Full Reporter,Urban,VP,PT,Funds Earned During Period,1096078,0,1096078
,14,Sitka Tribe of Alaska,Reduced Reporter,Tribe,MB,DO,Funds Expended on Capital,0,0,0
,14,Sitka Tribe of Alaska,Reduced Reporter,Tribe,MB,DO,Funds Expended on Operations,11587,3025,14612
,15,Snoqualmie Indian Tribe,Reduced Reporter,Tribe,DR,DO,Funds Expended on Capital,0,0,0
,15,Snoqualmie Indian Tribe,Reduced Reporter,Tribe,DR,DO,Funds Expended on Operations,0,0,0
,16,RiverCities Transit,Full Reporter,Urban,DR,PT,Funds Earned During Period,14091,1040,15131
,16,RiverCities Transit,Full Reporter,Urban,MB,DO,Funds Earned During Period,50427,27609,78036
,17,Stillaguamish Tribe of Indians,Reduced Reporter,Tribe,DR,DO,Funds Expended on Capital,0,0,0
,17,Stillaguamish Tribe of Indians,Reduced Reporter,Tribe,DR,DO,Funds Expended on Operations,0,0,0
,17,Stillaguamish Tribe of Indians,Reduced Reporter,Tribe,VP,DO,Funds Expended on Capital,0,0,0
,17,Stillaguamish Tribe of Indians,Reduced Reporter,Tribe,VP,DO,Funds Expended on Operations,6180,0,6180
,18,Ben Franklin Transit,Full Reporter,Urban,DR,DO,Funds Earned During Period,33401,37939,71340
,18,Ben Franklin Transit,Full Reporter,Urban,DR,PT,Funds Earned During Period,0,0,0
,18,Ben Franklin Transit,Full Reporter,Urban,MB,DO,Funds Earned During Period,126329,124625,250954
,18,Ben Franklin Transit,Full Reporter,Urban,VP,DO,Funds Earned During Period,608746,97479,706225
,19,Intercity Transit,Full Reporter,Urban,CB,DO,Funds Earned During Period,0,0,0
,19,Intercity Transit,Full Reporter,Urban,DR,DO,Funds Earned During Period,0,0,0
,19,Intercity Transit,Full Reporter,Urban,MB,DO,Funds Earned During Period,0,8674,8674
,19,Intercity Transit,Full Reporter,Urban,VP,DO,Funds Earned During Period,299046,0,299046
,20,Kitsap Transit,Full Reporter,Urban,DR,DO,Funds Earned During Period,98828,0,98828
,20,Kitsap Transit,Full Reporter,Urban,DR,TX,Funds Earned During Period,2028,0,2028
,20,Kitsap Transit,Full Reporter,Urban,FB,DO,Funds Earned During Period,1278757,0,1278757
,20,Kitsap Transit,Full Reporter,Urban,FB,PT,Funds Earned During Period,414420,0,414420
,20,Kitsap Transit,Full Reporter,Urban,MB,DO,Funds Earned During Period,1905331,0,1905331
,20,Kitsap Transit,Full Reporter,Urban,VP,DO,Funds Earned During Period,175381,0,175381
,21,Whatcom Transportation Authority,Full Reporter,Urban,DR,DO,Funds Earned During Period,17330,0,17330
,21,Whatcom Transportation Authority,Full Reporter,Urban,DR,TX,Funds Earned During Period,51,0,51
,21,Whatcom Transportation Authority,Full Reporter,Urban,MB,DO,Funds Earned During Period,281979,374419,656398
,21,Whatcom Transportation Authority,Full Reporter,Urban,VP,DO,Funds Earned During Period,72850,0,72850
,22,City of Pocatello,Reduced Reporter,Urban,DR,DO,Funds Expended on Capital,0,0,0
,22,City of Pocatello,Reduced Reporter,Urban,DR,DO,Funds Expended on Operations,36985,35685,72670
,22,City of Pocatello,Reduced Reporter,Urban,MB,DO,Funds Expended on Capital,0,0,0
,22,City of Pocatello,Reduced Reporter,Urban,MB,DO,Funds Expended on Operations,74631,0,74631
,23,City of Seattle,Full Reporter,Urban,MG,PT,Funds Earned During Period,695044,0,695044
,24,Clark County Public Transportation Benefit Area Authority,Full Reporter,Urban,DR,DO,Funds Earned During Period,244101,0,244101
,24,Clark County Public Transportation Benefit Area Authority,Full Reporter,Urban,MB,DO,Funds Earned During Period,3194904,0,3194904
,24,Clark County Public Transportation Benefit Area Authority,Full Reporter,Urban,VP,DO,Funds Earned During Period,113968,0,113968
,25,Salem Area Mass Transit District,Full Reporter,Urban,DR,PT,Funds Earned During Period,166831,0,166831
,25,Salem Area Mass Transit District,Full Reporter,Urban,MB,DO,Funds Earned During Period,1627130,144040,1771170
,25,Salem Area Mass Transit District,Full Reporter,Urban,MB,PT,Funds Earned During Period,118138,0,118138
,25,Salem Area Mass Transit District,Full Reporter,Urban,VP,PT,Funds Earned During Period,290192,0,290192
,28,County of Pierce,Full Reporter,Urban,FB,PT,Funds Earned During Period,2740926,0,2740926
,29,Snohomish County Public Transportation Benefit Area Corporation,Full Reporter,Urban,CB,DO,Funds Earned During Period,288677,1077164,1365841
,29,Snohomish County Public Transportation Benefit Area Corporation,Full Reporter,Urban,CB,PT,Funds Earned During Period,3001862,2462148,5464010
,29,Snohomish County Public Transportation Benefit Area Corporation,Full Reporter,Urban,DR,PT,Funds Earned During Period,123771,10290,134061
,29,Snohomish County Public Transportation Benefit Area Corporation,Full Reporter,Urban,MB,DO,Funds Earned During Period,2911691,1297550,4209241
,29,Snohomish County Public Transportation Benefit Area Corporation,Full Reporter,Urban,VP,DO,Funds Earned During Period,953856,555703,1509559
,30,Chickaloon Native Village,Reduced Reporter,Tribe,DR,DO,Funds Expended on Capital,0,0,0
,30,Chickaloon Native Village,Reduced Reporter,Tribe,DR,DO,Funds Expended on Operations,2955,1096,4051
,31,Shoshone-Bannock Tribes ,Reduced Reporter,Tribe,MB,DO,Funds Expended on Capital,0,0,0
,31,Shoshone-Bannock Tribes ,Reduced Reporter,Tribe,MB,DO,Funds Expended on Operations,6709,0,6709
,34,Rogue Valley Transportation District,Full Reporter,Urban,DR,PT,Funds Earned During Period,112176,0,112176
,34,Rogue Valley Transportation District,Full Reporter,Urban,MB,DO,Funds Earned During Period,1117972,0,1117972
,35,Washington State Ferries,Full Reporter,Urban,FB,DO,Funds Earned During Period,62242674,0,62242674
,36,Makah Tribal Council,Reduced Reporter,Tribe,MB,DO,Funds Expended on Capital,0,0,0
,36,Makah Tribal Council,Reduced Reporter,Tribe,MB,DO,Funds Expended on Operations,95,0,95
,40,Central Puget Sound Regional Transit Authority,Full Reporter,Urban,CB,DO,Funds Earned During Period,3326203,6973989,10300192
,40,Central Puget Sound Regional Transit Authority,Full Reporter,Urban,CB,PT,Funds Earned During Period,1162949,2246489,3409438
,40,Central Puget Sound Regional Transit Authority,Full Reporter,Urban,CR,PT,Funds Earned During Period,1287533,4372387,5659920
,40,Central Puget Sound Regional Transit Authority,Full Reporter,Urban,LR,DO,Funds Earned During Period,3919712,7499404,11419116
,40,Central Puget Sound Regional Transit Authority,Full Reporter,Urban,SR,DO,Funds Earned During Period,0,0,0
,41,Alaska Railroad Corporation,Full Reporter,Urban,AR,DO,Funds Earned During Period,2732492,0,2732492
,43,Chelan Douglas PTBA ,Full Reporter,Urban,DR,DO,Funds Earned During Period,7078,1290,8368
,43,Chelan Douglas PTBA ,Full Reporter,Urban,DR,PT,Funds Earned During Period,92,0,92
,43,Chelan Douglas PTBA ,Full Reporter,Urban,MB,DO,Funds Earned During Period,117817,17085,134902
,44,Skagit Transit,Full Reporter,Urban,CB,DO,Funds Earned During Period,38862,0,38862
,44,Skagit Transit,Full Reporter,Urban,DR,DO,Funds Earned During Period,25899,0,25899
,44,Skagit Transit,Full Reporter,Urban,MB,DO,Funds Earned During Period,160739,0,160739
,44,Skagit Transit,Full Reporter,Urban,VP,DO,Funds Earned During Period,328470,0,328470
,45,Fairbanks North Star Borough ,Reduced Reporter,Urban,DR,DO,Funds Expended on Capital,0,0,0
,45,Fairbanks North Star Borough ,Reduced Reporter,Urban,DR,DO,Funds Expended on Operations,31728,0,31728
,45,Fairbanks North Star Borough ,Reduced Reporter,Urban,MB,DO,Funds Expended on Capital,0,0,0
,45,Fairbanks North Star Borough ,Reduced Reporter,Urban,MB,DO,Funds Expended on Operations,216089,0,216089
,46,City of Wilsonville,Full Reporter,Urban,DR,DO,Funds Earned During Period,4316,0,4316
,46,City of Wilsonville,Full Reporter,Urban,MB,DO,Funds Earned During Period,136619,0,136619
,47,City of Corvallis,Reduced Reporter,Urban,MB,PT,Funds Expended on Capital,0,0,0
,47,City of Corvallis,Reduced Reporter,Urban,MB,PT,Funds Expended on Operations,0,0,0
,48,City of Lewiston,Reduced Reporter,Urban,DR,DO,Funds Expended on Capital,0,0,0
,48,City of Lewiston,Reduced Reporter,Urban,DR,DO,Funds Expended on Operations,5839,0,5839
,48,City of Lewiston,Reduced Reporter,Urban,MB,DO,Funds Expended on Capital,0,0,0
,48,City of Lewiston,Reduced Reporter,Urban,MB,DO,Funds Expended on Operations,18986,0,18986
,51,Asotin County,Reduced Reporter,Urban,DR,DO,Funds Expended on Capital,0,0,0
,51,Asotin County,Reduced Reporter,Urban,DR,DO,Funds Expended on Operations,4821,0,4821
,51,Asotin County,Reduced Reporter,Urban,MB,DO,Funds Expended on Capital,0,0,0
,51,Asotin County,Reduced Reporter,Urban,MB,DO,Funds Expended on Operations,12326,0,12326
,51,Asotin County,Reduced Reporter,Urban,VP,DO,Funds Expended on Capital,0,0,0
,51,Asotin County,Reduced Reporter,Urban,VP,DO,Funds Expended on Operations,42861,0,42861
,53,Coeur d'Alene Tribe,Reduced Reporter,Tribe,DR,DO,Funds Expended on Capital,0,0,0
,53,Coeur d'Alene Tribe,Reduced Reporter,Tribe,DR,DO,Funds Expended on Operations,0,0,0
,53,Coeur d'Alene Tribe,Reduced Reporter,Tribe,MB,DO,Funds Expended on Capital,0,0,0
,53,Coeur d'Alene Tribe,Reduced Reporter,Tribe,MB,DO,Funds Expended on Operations,0,0,0
,55,Kootenai County,Reduced Reporter,Urban,DR,PT,Funds Expended on Capital,0,0,0
,55,Kootenai County,Reduced Reporter,Urban,DR,PT,Funds Expended on Operations,0,0,0
,57,Central Oregon Intergovernmental Council,Full Reporter,Urban,CB,DO,Funds Earned During Period,196292,0,196292
,57,Central Oregon Intergovernmental Council,Full Reporter,Urban,DR,DO,Funds Earned During Period,33040,164341,197381
,57,Central Oregon Intergovernmental Council,Full Reporter,Urban,DR,PT,Funds Earned During Period,45118,37456,82574
,57,Central Oregon Intergovernmental Council,Full Reporter,Urban,MB,DO,Funds Earned During Period,2722,0,2722
,57,Central Oregon Intergovernmental Council,Full Reporter,Urban,MB,PT,Funds Earned During Period,292701,0,292701
,58,City of Portland,Full Reporter,Urban,SR,PT,Funds Earned During Period,899413,0,899413
,58,City of Portland,Full Reporter,Urban,TR,PT,Funds Earned During Period,565941,0,565941
,59,Josephine County,Reduced Reporter,Urban,CB,DO,Funds Expended on Capital,0,0,0
,59,Josephine County,Reduced Reporter,Urban,CB,DO,Funds Expended on Operations,34609,0,34609
,59,Josephine County,Reduced Reporter,Urban,DR,DO,Funds Expended on Capital,0,0,0
,59,Josephine County,Reduced Reporter,Urban,DR,DO,Funds Expended on Operations,23765,0,23765
,59,Josephine County,Reduced Reporter,Urban,MB,DO,Funds Expended on Capital,0,0,0
,59,Josephine County,Reduced Reporter,Urban,MB,DO,Funds Expended on Operations,49234,0,49234
,60,The Tulalip Tribes of Washington,Reduced Reporter,Tribe,MB,DO,Funds Expended on Capital,0,0,0
,60,The Tulalip Tribes of Washington,Reduced Reporter,Tribe,MB,DO,Funds Expended on Operations,0,0,0
,61,City of Albany,Reduced Reporter,Urban,DR,DO,Funds Expended on Capital,0,0,0
,61,City of Albany,Reduced Reporter,Urban,DR,DO,Funds Expended on Operations,24568,0,24568
,61,City of Albany,Reduced Reporter,Urban,MB,DO,Funds Expended on Capital,0,0,0
,61,City of Albany,Reduced Reporter,Urban,MB,DO,Funds Expended on Operations,34341,0,34341
,63,City of Milton-Freewater,Reduced Reporter,Urban,DR,TX,Funds Expended on Capital,0,0,0
,63,City of Milton-Freewater,Reduced Reporter,Urban,DR,TX,Funds Expended on Operations,4110,0,4110
,63,City of Milton-Freewater,Reduced Reporter,Urban,MB,PT,Funds Expended on Capital,0,0,0
,63,City of Milton-Freewater,Reduced Reporter,Urban,MB,PT,Funds Expended on Operations,0,0,0
,64,Valley Transit,Reduced Reporter,Urban,DR,DO,Funds Expended on Capital,0,0,0
,64,Valley Transit,Reduced Reporter,Urban,DR,DO,Funds Expended on Operations,10307,0,10307
,64,Valley Transit,Reduced Reporter,Urban,MB,DO,Funds Expended on Capital,0,0,0
,64,Valley Transit,Reduced Reporter,Urban,MB,DO,Funds Expended on Operations,37776,0,37776
,64,Valley Transit,Reduced Reporter,Urban,VP,DO,Funds Expended on Capital,0,0,0
,64,Valley Transit,Reduced Reporter,Urban,VP,DO,Funds Expended on Operations,27161,0,27161
,65,Benton County,Reduced Reporter,Urban,CB,PT,Funds Expended on Capital,0,0,0
,65,Benton County,Reduced Reporter,Urban,CB,PT,Funds Expended on Operations,20885,0,20885
,65,Benton County,Reduced Reporter,Urban,DR,PT,Funds Expended on Capital,0,0,0
,65,Benton County,Reduced Reporter,Urban,DR,PT,Funds Expended on Operations,48083,0,48083
,85,Gulkana Village Council,Reduced Reporter,Tribe,DR,DO,Funds Expended on Capital,0,0,0
,85,Gulkana Village Council,Reduced Reporter,Tribe,DR,DO,Funds Expended on Operations,300,1315,1615
,85,Gulkana Village Council,Reduced Reporter,Tribe,MB,DO,Funds Expended on Capital,0,0,0
,85,Gulkana Village Council,Reduced Reporter,Tribe,MB,DO,Funds Expended on Operations,8932,6684,15616
,95,Lummi Nation,Reduced Reporter,Tribe,MB,DO,Funds Expended on Capital,0,0,0
,95,Lummi Nation,Reduced Reporter,Tribe,MB,DO,Funds Expended on Operations,0,0,0
,103,Squaxin Island Tribe,Reduced Reporter,Tribe,MB,DO,Funds Expended on Capital,0,0,0
,103,Squaxin Island Tribe,Reduced Reporter,Tribe,MB,DO,Funds Expended on Operations,0,0,0
,111,Confederated Tribes and Bands of The Yakama Nation,Reduced Reporter,Tribe,DR,DO,Funds Expended on Capital,0,0,0
,111,Confederated Tribes and Bands of The Yakama Nation,Reduced Reporter,Tribe,DR,DO,Funds Expended on Operations,0,0,0
,111,Confederated Tribes and Bands of The Yakama Nation,Reduced Reporter,Tribe,MB,DO,Funds Expended on Capital,0,0,0
,111,Confederated Tribes and Bands of The Yakama Nation,Reduced Reporter,Tribe,MB,DO,Funds Expended on Operations,0,0,0
,119,Confederated Tribes of the Umatilla Indian Reservation,Reduced Reporter,Tribe,CB,DO,Funds Expended on Capital,0,0,0
,119,Confederated Tribes of the Umatilla Indian Reservation,Reduced Reporter,Tribe,CB,DO,Funds Expended on Operations,0,0,0
,119,Confederated Tribes of the Umatilla Indian Reservation,Reduced Reporter,Tribe,MB,DO,Funds Expended on Capital,0,0,0
,119,Confederated Tribes of the Umatilla Indian Reservation,Reduced Reporter,Tribe,MB,DO,Funds Expended on Operations,0,0,0
,127,Cowlitz Indian Tribe,Reduced Reporter,Tribe,DR,DO,Funds Expended on Capital,0,0,0
,127,Cowlitz Indian Tribe,Reduced Reporter,Tribe,DR,DO,Funds Expended on Operations,0,0,0
,135,Nez Perce Tribe,Reduced Reporter,Tribe,DR,DO,Funds Expended on Capital,0,0,0
,135,Nez Perce Tribe,Reduced Reporter,Tribe,DR,DO,Funds Expended on Operations,6825,7500,14325
,135,Nez Perce Tribe,Reduced Reporter,Tribe,MB,DO,Funds Expended on Capital,0,0,0
,135,Nez Perce Tribe,Reduced Reporter,Tribe,MB,DO,Funds Expended on Operations,1210,15125,16335
,199,Seldovia Village Tribe,Reduced Reporter,Tribe,FB,DO,Funds Expended on Capital,0,0,0
,199,Seldovia Village Tribe,Reduced Reporter,Tribe,FB,DO,Funds Expended on Operations,315225,0,315225
,207,Spokane Tribe of Indians,Reduced Reporter,Tribe,DR,DO,Funds Expended on Capital,0,0,0
,207,Spokane Tribe of Indians,Reduced Reporter,Tribe,DR,DO,Funds Expended on Operations,0,0,0
,207,Spokane Tribe of Indians,Reduced Reporter,Tribe,MB,DO,Funds Expended on Capital,0,0,0
,207,Spokane Tribe of Indians,Reduced Reporter,Tribe,MB,DO,Funds Expended on Operations,0,0,0
,207,Spokane Tribe of Indians,Reduced Reporter,Tribe,VP,DO,Funds Expended on Capital,0,0,0
,207,Spokane Tribe of Indians,Reduced Reporter,Tribe,VP,DO,Funds Expended on Operations,16920,0,16920
,239,Ketchikan Indian Community,Reduced Reporter,Tribe,DR,DO,Funds Expended on Capital,0,0,0
,239,Ketchikan Indian Community,Reduced Reporter,Tribe,DR,DO,Funds Expended on Operations,0,0,0
,271,Nome Eskimo Community,Reduced Reporter,Tribe,MB,DO,Funds Expended on Capital,0,0,0
,271,Nome Eskimo Community,Reduced Reporter,Tribe,MB,DO,Funds Expended on Operations,0,0,0
,279,Hydaburg Cooperative Association,Reduced Reporter,Tribe,DR,DO,Funds Expended on Capital,0,0,0
,279,Hydaburg Cooperative Association,Reduced Reporter,Tribe,DR,DO,Funds Expended on Operations,395,0,395
,373,Treasure Valley Transit,Reduced Reporter,Urban,DR,DO,Funds Expended on Capital,0,33205,33205
,373,Treasure Valley Transit,Reduced Reporter,Urban,DR,DO,Funds Expended on Operations,6614,506867,513481
,373,Treasure Valley Transit,Reduced Reporter,Urban,MB,DO,Funds Expended on Capital,0,0,0
,373,Treasure Valley Transit,Reduced Reporter,Urban,MB,DO,Funds Expended on Operations,15802,0,15802
,376,"Ride Connection, Inc.",Full Reporter,Urban,DR,DO,Funds Earned During Period,0,0,0
,376,"Ride Connection, Inc.",Full Reporter,Urban,DR,TX,Funds Earned During Period,0,0,0
,376,"Ride Connection, Inc.",Full Reporter,Urban,MB,DO,Funds Earned During Period,37913,0,37913
,400,Gwichyaa Zhee Tribal Transit Service,Reduced Reporter,Tribe,MB,DO,Funds Expended on Capital,0,0,0
,400,Gwichyaa Zhee Tribal Transit Service,Reduced Reporter,Tribe,MB,DO,Funds Expended on Operations,3758,0,3758
,401,Lower Elwha Klallam Tribe,Reduced Reporter,Tribe,MB,DO,Funds Expended on Capital,0,0,0
,401,Lower Elwha Klallam Tribe,Reduced Reporter,Tribe,MB,DO,Funds Expended on Operations,0,0,0
,407,Muckleshoot Indian Tribe,Reduced Reporter,Tribe,DR,DO,Funds Expended on Capital,0,0,0
,407,Muckleshoot Indian Tribe,Reduced Reporter,Tribe,DR,DO,Funds Expended on Operations,0,0,0
,407,Muckleshoot Indian Tribe,Reduced Reporter,Tribe,MB,DO,Funds Expended on Capital,0,0,0
,407,Muckleshoot Indian Tribe,Reduced Reporter,Tribe,MB,DO,Funds Expended on Operations,0,0,0
,414,Ninilchik Village,Reduced Reporter,Tribe,MB,DO,Funds Expended on Capital,0,0,0
,414,Ninilchik Village,Reduced Reporter,Tribe,MB,DO,Funds Expended on Operations,2359,0,2359
,415,Ada County Highway District,Full Reporter,Urban,VP,DO,Funds Earned During Period,795054,26750,821804
,416,Boise State University,Reduced Reporter,Urban,MB,DO,Funds Expended on Capital,0,0,0
,416,Boise State University,Reduced Reporter,Urban,MB,DO,Funds Expended on Operations,0,0,0
,419,Kenaitze Indian Tribe,Reduced Reporter,Tribe,DR,DO,Funds Expended on Capital,0,0,0
,419,Kenaitze Indian Tribe,Reduced Reporter,Tribe,DR,DO,Funds Expended on Operations,0,0,0
,420,Native Village of Unalakleet,Reduced Reporter,Tribe,DR,DO,Funds Expended on Capital,0,0,0
,420,Native Village of Unalakleet,Reduced Reporter,Tribe,DR,DO,Funds Expended on Operations,0,0,0
,455,Samish Indian Nation,Reduced Reporter,Tribe,DR,DO,Funds Expended on Capital,0,0,0
,455,Samish Indian Nation,Reduced Reporter,Tribe,DR,DO,Funds Expended on Operations,0,0,0
,460,Craig Tribal Association,Reduced Reporter,Tribe,MB,DO,Funds Expended on Capital,0,0,0
,460,Craig Tribal Association,Reduced Reporter,Tribe,MB,DO,Funds Expended on Operations,0,0,0
,0R01-00311,Mountain Rides Transportation Authority,Rural Reporter,Rural,DR,DO,Funds Expended on Capital,0,0,0
,0R01-00311,Mountain Rides Transportation Authority,Rural Reporter,Rural,DR,DO,Funds Expended on Operations,138,0,138
,0R01-00311,Mountain Rides Transportation Authority,Rural Reporter,Rural,MB,DO,Funds Expended on Capital,0,0,0
,0R01-00311,Mountain Rides Transportation Authority,Rural Reporter,Rural,MB,DO,Funds Expended on Operations,167204,0,167204
,0R01-00311,Mountain Rides Transportation Authority,Rural Reporter,Rural,VP,DO,Funds Expended on Capital,0,0,0
,0R01-00311,Mountain Rides Transportation Authority,Rural Reporter,Rural,VP,DO,Funds Expended on Operations,136844,0,136844
,0R01-00341,Selkirks-Pend Oreille Transit Authority (SPOT),Rural Reporter,Rural,DR,DO,Funds Expended on Capital,0,0,0
,0R01-00341,Selkirks-Pend Oreille Transit Authority (SPOT),Rural Reporter,Rural,DR,DO,Funds Expended on Operations,0,0,0
,0R01-00341,Selkirks-Pend Oreille Transit Authority (SPOT),Rural Reporter,Rural,MB,DO,Funds Expended on Capital,0,0,0
,0R01-00341,Selkirks-Pend Oreille Transit Authority (SPOT),Rural Reporter,Rural,MB,DO,Funds Expended on Operations,0,0,0
,0R01-00342,Valley Vista Care Corporation,Rural Reporter,Rural,DR,DO,Funds Expended on Capital,0,0,0
,0R01-00342,Valley Vista Care Corporation,Rural Reporter,Rural,DR,DO,Funds Expended on Operations,0,0,0
,0R01-00347,SMART Transit,Rural Reporter,Rural,DR,DO,Funds Expended on Capital,0,0,0
,0R01-00347,SMART Transit,Rural Reporter,Rural,DR,DO,Funds Expended on Operations,2940,24516,27456
,0R01-00347,SMART Transit,Rural Reporter,Rural,MB,DO,Funds Expended on Capital,0,0,0
,0R01-00347,SMART Transit,Rural Reporter,Rural,MB,DO,Funds Expended on Operations,0,0,0
,0R01-00357,TransIV Buses - College of Southern Idaho,Rural Reporter,Rural,DR,DO,Funds Expended on Capital,0,0,0
,0R01-00357,TransIV Buses - College of Southern Idaho,Rural Reporter,Rural,DR,DO,Funds Expended on Operations,8417,32696,41113
,0R01-00403,Lemhi Ride,Rural Reporter,Rural,DR,DO,Funds Expended on Capital,0,0,0
,0R01-00403,Lemhi Ride,Rural Reporter,Rural,DR,DO,Funds Expended on Operations,5845,48635,54480
,0R01-00404,Shoshone County,Rural Reporter,Rural,DR,PT,Funds Expended on Capital,0,0,0
