NTD ID,Agency Name,Reporter Type,Reporting Module,Mode,TOS,Contractee NTD ID,Contractee Operator Name,Reporter Contractual Position,Type of Contract,Primary Feature,Buyer Supplies Vehicles to Seller,Buyer Provides Maintenance Facility to Seller,Other Public Assets Provided,Other Public Assets Provided Desc,Service Captured,Other Party,Fares Retained by,VOMS Under Contract,Months Seller Operated in FY,PT Fare Revenues/Passenger Fees,Passenger Out of Pocket Expenses,Direct Payment/Agency Subsidy,Contract Capital Leasing Expenses,Other Operating Expenses Incurred by the Buyer,Total Modal Expenses,Other Reconciling Item Expenses Incurred by the Buyer
21,Whatcom Transportation Authority,Full Reporter,Urban,DR,TX,Entity that Does Not Report to NTD,"KLDW Enterprises, LLC dba Western Van Service",The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,N,N,N,,In This Report,,Buyer,3,6,51,,15032,7516,2712,25311,0
23,City of Seattle,Full Reporter,Urban,MG,PT,Entity that Does Not Report to NTD,Seattle Monorail Services LLC,The Reporter is the Buyer,Negotiated Contract or Agreement,"The Buyer Reimburses the Seller's Net Operating Expenses, Based on Approved Budget",Y,Y,N,,In This Report,,Seller,8,12,695044,,1178931,0,390610,2264585,0
25,Salem Area Mass Transit District,Full Reporter,Urban,DR,PT,Entity that Does Not Report to NTD,MV Transportation,The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,Y,N,N,,In This Report,,Buyer,49,12,166831,,3684700,89628,2208783,6149942,620564
25,Salem Area Mass Transit District,Full Reporter,Urban,MB,PT,Entity that Does Not Report to NTD,MV Transportation,The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,Y,N,N,,In This Report,,Buyer,7,12,118138,,1092494,26772,387324,1624728,10018
25,Salem Area Mass Transit District,Full Reporter,Urban,VP,PT,Entity that Does Not Report to NTD,Enterprise,The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,N,N,N,,In This Report,,Seller,31,12,218078,72114,172672,198742,13700,675306,0
28,County of Pierce,Full Reporter,Urban,FB,PT,Entity that Does Not Report to NTD,HMS - Paciific Navigation Inc.,The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,Y,N,N,,In This Report,,Buyer,2,12,2740926,,2609119,0,2310892,7660937,0
29,Snohomish County Public Transportation Benefit Area Corporation,Full Reporter,Urban,CB,PT,40,Central Puget Sound Regional Transit Authority,The Reporter is the Seller,Negotiated Contract or Agreement,"The Buyer Reimburses the Seller's Net Operating Expenses, Based on Approved Budget",Y,N,N,,In Another Report,Is a Public Entity,Buyer,48,12,3409438,,20876827,300000,0,24586265,0
29,Snohomish County Public Transportation Benefit Area Corporation,Full Reporter,Urban,CB,PT,Entity that Does Not Report to NTD,First Transit - CT Commuter,The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,Y,Y,N,,In This Report,,Buyer,54,12,2054572,,7135064,0,4098910,13288546,0
29,Snohomish County Public Transportation Benefit Area Corporation,Full Reporter,Urban,DR,PT,Entity that Does Not Report to NTD,Homage Senior Services,The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,Y,N,N,,In This Report,,Buyer,39,9,111686,,7158718,0,482956,7753360,0
29,Snohomish County Public Transportation Benefit Area Corporation,Full Reporter,Urban,DR,PT,Entity that Does Not Report to NTD,"Transdev Services, Inc. ",The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,Y,N,N,,In This Report,,Buyer,33,3,22375,,2129821,0,155031,2307227,0
34,Rogue Valley Transportation District,Full Reporter,Urban,DR,PT,Entity that Does Not Report to NTD,Paratransit Services,The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,Y,Y,N,,In This Report,,Buyer,20,12,112176,,1512910,0,613151,2238237,0
40,Central Puget Sound Regional Transit Authority,Full Reporter,Urban,CB,DO,1,King County Department of Metro Transit,The Reporter is the Buyer,Negotiated Contract or Agreement,"The Buyer Reimburses the Seller's Net Operating Expenses, Based on Approved Budget",Y,Y,N,,In This Report,Is a Public Entity,Buyer,95,12,5295099,,50636778,57806,7992236,63981919,0
40,Central Puget Sound Regional Transit Authority,Full Reporter,Urban,CB,DO,3,Pierce County Transportation Benefit Area Authority,The Reporter is the Buyer,Negotiated Contract or Agreement,"The Buyer Reimburses the Seller's Net Operating Expenses, Based on Approved Budget",Y,N,N,,In This Report,Is a Public Entity,Buyer,118,12,5005093,,48109518,200004,7570422,60885037,0
40,Central Puget Sound Regional Transit Authority,Full Reporter,Urban,CB,PT,29,Snohomish County Public Transportation Benefit Area Corporation,The Reporter is the Buyer,Negotiated Contract or Agreement,"The Buyer Reimburses the Seller's Net Operating Expenses, Based on Approved Budget",Y,N,N,,In This Report,Is a Public Entity,Buyer,48,12,3409438,,20876827,300000,3789634,28375899,0
40,Central Puget Sound Regional Transit Authority,Full Reporter,Urban,CR,PT,Entity that Does Not Report to NTD,Burlington Northern Santa Fe,The Reporter is the Buyer,Negotiated Contract or Agreement,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,Y,N,N,,In This Report,,Buyer,70,12,5659920,,10734223,0,43611695,60005838,0
40,Central Puget Sound Regional Transit Authority,Full Reporter,Urban,LR,DO,1,King County Department of Metro Transit,The Reporter is the Buyer,Negotiated Contract or Agreement,"The Buyer Reimburses the Seller's Net Operating Expenses, Based on Approved Budget",Y,Y,N,,In This Report,Is a Public Entity,Buyer,48,12,11419116,,66256873,183243,85361191,163220423,0
43,Chelan Douglas PTBA ,Full Reporter,Urban,DR,PT,Entity that Does Not Report to NTD,Lake Chelan Hospital,The Reporter is the Buyer,Negotiated Contract or Agreement,"The Buyer Reimburses the Seller's Net Operating Expenses, Based on Approved Budget",N,N,N,,In This Report,,Seller,1,12,92,,60372,1062,4677,66203,0
47,City of Corvallis,Reduced Reporter,Urban,DR,PT,65,Benton County,The Reporter is the Buyer,Negotiated Contract or Agreement,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,N,N,N,,In Another Report,Is a Public Entity,Buyer,4,12,0,,47144,4835,8547,60526,0
47,City of Corvallis,Reduced Reporter,Urban,MB,PT,Entity that Does Not Report to NTD,MTR Western,The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,Y,N,N,,In This Report,,Buyer,11,12,0,,2974668,28674,774680,3778022,0
55,Kootenai County,Reduced Reporter,Urban,DR,PT,Entity that Does Not Report to NTD,MV Transportation,The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,Y,N,N,,In This Report,,Buyer,4,12,0,,350675,2780,222669,576124,0
57,Central Oregon Intergovernmental Council,Full Reporter,Urban,CB,DO,231,Confederated Tribes of Warm Springs,The Reporter is the Seller,Negotiated Contract or Agreement,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,Y,N,N,,In This Report,Is a Public Entity,Seller,1,12,4221,,75088,0,0,79309,0
57,Central Oregon Intergovernmental Council,Full Reporter,Urban,DR,PT,Entity that Does Not Report to NTD,Paratransit Services Inc.,The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,Y,Y,N,,In This Report,,Buyer,9,12,82574,,513114,0,492554,1088242,0
57,Central Oregon Intergovernmental Council,Full Reporter,Urban,MB,DO,231,Confederated Tribes of Warm Springs,The Reporter is the Seller,Negotiated Contract or Agreement,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,Y,N,N,,In This Report,Is a Public Entity,Seller,1,12,2722,,111076,0,0,113798,0
57,Central Oregon Intergovernmental Council,Full Reporter,Urban,MB,PT,Entity that Does Not Report to NTD,Paratransit Services Inc.,The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,Y,Y,N,,In This Report,,Buyer,13,12,292701,,1268282,0,1459788,3020771,0
58,City of Portland,Full Reporter,Urban,SR,PT,8,Tri-County Metropolitan Transportation District of Oregon,The Reporter is the Buyer,Negotiated Contract or Agreement,"The Buyer Reimburses the Seller's Net Operating Expenses, Based on Approved Budget",Y,Y,N,,In This Report,Is a Public Entity,Buyer,13,12,899413,,11025128,0,8538294,20462835,0
58,City of Portland,Full Reporter,Urban,TR,PT,Entity that Does Not Report to NTD,OHSU/Doppelmayr,The Reporter is the Buyer,Negotiated Contract or Agreement,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,Y,Y,N,,In This Report,,Buyer,2,12,565941,,2983288,0,184449,3733678,0
59,Josephine County,Reduced Reporter,Urban,MB,DO,Entity that Does Not Report to NTD,City of Grants Pass,The Reporter is the Seller,Negotiated Contract or Agreement,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,N,N,N,,In This Report,,Seller,4,12,0,,153238,4904,0,158142,0
63,City of Milton-Freewater,Reduced Reporter,Urban,DR,TX,Entity that Does Not Report to NTD,German Graves d.b.a GG Taxi Service,The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,N,N,N,,In This Report,,Buyer,1,12,4110,,72720,36360,60360,173550,0
63,City of Milton-Freewater,Reduced Reporter,Urban,MB,PT,Entity that Does Not Report to NTD,"MV Transportation, Inc.",The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,Y,Y,N,,In This Report,,Buyer,1,12,0,,76449,0,68473,144922,0
65,Benton County,Reduced Reporter,Urban,CB,PT,Entity that Does Not Report to NTD,"Benton County Dial-a-Bus, Inc.",The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,Y,Y,N,,In This Report,,Buyer,2,10,20885,,153219,0,223477,397581,0
65,Benton County,Reduced Reporter,Urban,DR,PT,47,City of Corvallis,The Reporter is the Seller,Negotiated Contract or Agreement,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,N,N,N,,In This Report,Is a Public Entity,Buyer,3,12,0,,32525,3233,0,35758,0
65,Benton County,Reduced Reporter,Urban,DR,PT,Entity that Does Not Report to NTD,"Benton County Dial-a-Bus, Inc.",The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,Y,Y,N,,In This Report,,Buyer,7,12,48083,,687865,0,462231,1198179,0
376,"Ride Connection, Inc.",Full Reporter,Urban,DR,TX,Entity that Does Not Report to NTD,A-1 Medical Transport,The Reporter is the Buyer,Negotiated Contract or Agreement,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,N,N,N,,In This Report,,Buyer,19,12,0,,412150,206076,24764,642990,0
376,"Ride Connection, Inc.",Full Reporter,Urban,DR,TX,Entity that Does Not Report to NTD,Metro West,The Reporter is the Buyer,Negotiated Contract or Agreement,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,N,N,N,,In This Report,,Buyer,1,12,0,,221,110,13,344,0
376,"Ride Connection, Inc.",Full Reporter,Urban,DR,TX,Entity that Does Not Report to NTD,Wapato Shores,The Reporter is the Buyer,Negotiated Contract or Agreement,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,N,N,N,,In This Report,,Buyer,8,12,0,,165605,82802,9950,258357,0
376,"Ride Connection, Inc.",Full Reporter,Urban,DR,TX,Entity that Does Not Report to NTD,Willamette Valley Transport,The Reporter is the Buyer,Negotiated Contract or Agreement,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,N,N,N,,In This Report,,Buyer,6,12,0,,59350,29675,3566,92591,0
376,"Ride Connection, Inc.",Full Reporter,Urban,DR,TX,Entity that Does Not Report to NTD,All-Med Transit,The Reporter is the Buyer,Negotiated Contract or Agreement,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,N,N,N,,In This Report,,Buyer,6,12,0,,23078,11539,1387,36004,0
376,"Ride Connection, Inc.",Full Reporter,Urban,DR,TX,Entity that Does Not Report to NTD,Radio Cab,The Reporter is the Buyer,Negotiated Contract or Agreement,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,N,N,N,,In This Report,,Buyer,12,12,0,,135482,67741,8140,211363,0
376,"Ride Connection, Inc.",Full Reporter,Urban,DR,TX,Entity that Does Not Report to NTD,Easy Ride,The Reporter is the Buyer,Negotiated Contract or Agreement,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,N,N,N,,In This Report,,Buyer,6,12,0,,25389,12694,1526,39609,0
376,"Ride Connection, Inc.",Full Reporter,Urban,DR,TX,Entity that Does Not Report to NTD,Sidra Transportation,The Reporter is the Buyer,Negotiated Contract or Agreement,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,N,N,N,,In This Report,,Buyer,7,12,0,,97877,48938,5881,152696,0
376,"Ride Connection, Inc.",Full Reporter,Urban,DR,TX,Entity that Does Not Report to NTD,WAV Transport,The Reporter is the Buyer,Negotiated Contract or Agreement,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,N,N,N,,In This Report,,Buyer,1,12,0,,46,23,3,72,0
376,"Ride Connection, Inc.",Full Reporter,Urban,DR,TX,Entity that Does Not Report to NTD,Asian Health and Service Center,The Reporter is the Buyer,Negotiated Contract or Agreement,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,N,N,N,,In This Report,,Buyer,1,12,0,,48522,24261,2915,75698,0
376,"Ride Connection, Inc.",Full Reporter,Urban,DR,TX,Entity that Does Not Report to NTD,Broadway Cab,The Reporter is the Buyer,Negotiated Contract or Agreement,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,N,N,N,,In This Report,,Buyer,6,12,0,,59853,29926,3596,93375,0
376,"Ride Connection, Inc.",Full Reporter,Urban,DR,TX,Entity that Does Not Report to NTD,MFS,The Reporter is the Buyer,Negotiated Contract or Agreement,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,N,N,N,,In This Report,,Buyer,3,12,0,,702104,351052,42185,1095341,0
