NTD ID,Agency Name,Reporter Type,Reporting Module,Mode,TOS,Full Time Operator (Vehicle Operations) Hours Worked,Full Time Non-Operator (Vehicle Operations) Hours Worked,Total Full Time (Vehicle Operations) Hours Worked,Full Time Operator (Vehicle Maintenance) Hours Worked,Full Time Non-Operator (Vehicle Maintenance) Hours Worked,Total Full Time (Vehicle Maintenance) Hours Worked,Full Time Operator (Facility Maintenance) Hours Worked,Full Time Non-Operator (Facility Maintenance) Hours Worked,Total Full Time (Facility Maintenance) Hours Worked,Full Time Operator (General Administration) Hours Worked,Full Time Non-Operator (General Administration) Hours Worked,Total Full Time (General Administration) Hours Worked,Total Full Time Operator (Operating Labor) Hours Worked,Total Full Time Non-Operator (Operating Labor) Hours Worked,Total Full Time (Operating Labor) Hours Worked,Full Time Operator (Capital Labor) Hours Worked,Full Time Non-Operator (Capital Labor) Hours Worked,Total Full Time (Capital Labor) Hours Worked,Total Full Time Operator Hours Worked,Total Full Time Non-Operator Hours Worked,Total Full Time Hours Worked,Full Time Operator (Vehicle Operations) Employee Count,Full Time Non-Operator (Vehicle Operations) Employee Count,Total Full Time (Vehicle Operations) Employee Count,Full Time Operator (Vehicle Maintenance) Employee Count,Full Time Non-Operator (Vehicle Maintenance) Employee Count,Total Full Time (Vehicle Maintenance) Employee Count,Full Time Operator (Facility Maintenance) Employee Count,Full Time Non-Operator (Facility Maintenance) Employee Count,Total Full Time (Facility Maintenance) Employee Count,Full Time Operator (General Administration) Employee Count,Full Time Non-Operator (General Administration) Employee Count,Total Full Time (General Administration) Employee Count,Total Full Time Operator (Operations) Employee Count,Total Full Time Non-Operator (Operations) Employee Count,Total Full Time (Operations) Employee Count,Full Time Operator (Capital Labor) Employee Count,Full Time Non-Operator (Capital Labor) Employee Count,Total Full Time (Capital Labor) Employee Count,Total Full Time Operator Employee Count,Total Full Time Non-Operator Employee Count,Total Full Time Employee Count,Part Time Operator (Vehicle Operations) Hours Worked,Part Time Non-Operator (Vehicle Operations) Hours Worked,Total Part Time (Vehicle Operations) Hours Worked,Part Time Operator (Vehicle Maintenance) Hours Worked,Part Time Non-Operator (Vehicle Maintenance) Hours Worked,Total Part Time (Vehicle Maintenance) Hours Worked,Part Time Operator (Facility Maintenance) Hours Worked,Part Time Non-Operator (Facility Maintenance) Hours Worked,Total Part Time (Facility Maintenance) Hours Worked,Part Time Operator (General Administration) Hours Worked,Part Time Non-Operator (General Administration) Hours Worked,Total Part Time (General Administration) Hours Worked,Total Part Time Operator (Operating Labor) Hours Worked,Total Part Time Non-Operator (Operating Labor) Hours Worked,Total Part Time (Operating Labor) Hours Worked,Part Time Operator (Capital Labor) Hours Worked,Part Time Non-Operator (Capital Labor) Hours Worked,Total Part Time (Capital Labor) Hours Worked,Total Part Time Operator Hours Worked,Total Part Time Non-Operator Hours Worked,Total Part Time Hours Worked,Part Time Operator (Vehicle Operations) Employee Count,Part Time Non-Operator (Vehicle Operations) Employee Count,Total Part Time (Vehicle Operations) Employee Count,Part Time Operator (Vehicle Maintenance) Employee Count,Part Time Non-Operator (Vehicle Maintenance) Employee Count,Total Part Time (Vehicle Maintenance) Employee Count,Part Time Operator (Facility Maintenance) Employee Count,Part Time Non-Operator (Facility Maintenance) Employee Count,Total Part Time (Facility Maintenance) Employee Count,Part Time Operator (General Administration) Employee Count,Part Time Non-Operator (General Administration) Employee Count,Total Part Time (General Administration) Employee Count,Total Part Time Operator (Operations) Employee Count,Total Part Time Non-Operator (Operations) Employee Count,Total Part Time (Operations) Employee Count,Part Time Operator (Capital Labor) Employee Count,Part Time Non-Operator (Capital Labor) Employee Count,Total Part Time (Capital Labor) Employee Count,Total Part Time Operator Employee Count,Total Part Time Non-Operator Employee Count,Total Part Time Employee Count
3,Pierce County Transportation Benefit Area Authority,Full Reporter,Urban,VP,DO,0,9797,9797,0,13501,13501,0,2282,2282,0,7719,7719,0,33299,33299,0,0,0,0,33299,33299,0,5.1,5.1,0,7.1,7.1,0,1.46,1.46,0,4.29,4.29,0,17.95,17.95,0,0,0,0,17.95,17.95,0,0,0,0,0,0,0,0,0,0,22,22,0,22,22,0,0,0,0,22,22,0,0,0,0,0,0,0,0,0,0,0.03,0.03,0,0.03,0.03,0,0,0,0,0.03,0.03
5,City of Everett,Full Reporter,Urban,DR,DO,30857,17026,47883,0,7172,7172,0,4660,4660,94,11527,11621,30951,40385,71336,0,0,0,30951,40385,71336,21,9.9,30.9,0,3.7,3.7,0,3,3,0,6.3,6.3,21,22.9,43.9,0,0,0,21,22.9,43.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,City of Everett,Full Reporter,Urban,MB,DO,93472,15857,109329,0,18111,18111,0,10045,10045,182,25385,25567,93654,69398,163052,0,0,0,93654,69398,163052,55,10.1,65.1,0,9.6,9.6,0,6,6,0,13.7,13.7,55,39.4,94.4,0,0,0,55,39.4,94.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,City of Yakima,Full Reporter,Urban,MB,DO,55932,12384,68316,0,4779,4779,0,0,0,0,9909,9909,55932,27072,83004,0,0,0,55932,27072,83004,31,7,38,0,2,2,0,0,0,0,6,6,31,15,46,0,0,0,31,15,46,19843,0,19843,0,3947,3947,0,0,0,0,0,0,19843,3947,23790,0,0,0,19843,3947,23790,19,0,19,0,3,3,0,0,0,0,0,0,19,3,22,0,0,0,19,3,22
6,City of Yakima,Full Reporter,Urban,VP,DO,0,0,0,0,0,0,0,52,52,0,589,589,0,641,641,0,0,0,0,641,641,0,0,0,0,0,0,0,0.03,0.03,0,0.36,0.36,0,0.39,0.39,0,0,0,0,0.39,0.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,Lane Transit District,Full Reporter,Urban,MB,DO,253223,47039,300262,0,59780,59780,0,12560,12560,0,50009,50009,253223,169388,422611,0,2575,2575,253223,171963,425186,110.28,24.32,134.6,0,28.43,28.43,0,6.85,6.85,0,31.19,31.19,110.28,90.79,201.07,0,1.6,1.6,110.28,92.39,202.67,0,0,0,0,0,0,0,0,0,0,4221,4221,0,4221,4221,0,0,0,0,4221,4221,0,0,0,0,0,0,0,0,0,0,1.51,1.51,0,1.51,1.51,0,0,0,0,1.51,1.51
7,Lane Transit District,Full Reporter,Urban,RB,DO,79719,14809,94528,0,18009,18009,0,4256,4256,0,19559,19559,79719,56633,136352,0,811,811,79719,57444,137163,34.72,7.66,42.38,0,8.78,8.78,0,2.08,2.08,0,9.3,9.3,34.72,27.82,62.54,0,0.5,0.5,34.72,28.32,63.04,0,0,0,0,0,0,0,0,0,0,1329,1329,0,1329,1329,0,0,0,0,1329,1329,0,0,0,0,0,0,0,0,0,0,0.48,0.48,0,0.48,0.48,0,0,0,0,0.48,0.48
8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,LR,DO,393605,221765,615370,0,439530,439530,0,302501,302501,0,201317,201317,393605,1165113,1558718,0,86965,86965,393605,1252078,1645683,190,118.1,308.1,0,238,238,0,176,176,0,113.6,113.6,190,645.7,835.7,0,48.1,48.1,190,693.8,883.8,0,428,428,0,0,0,0,0,0,0,4198,4198,0,4626,4626,0,91,91,0,4717,4717,0,0.5,0.5,0,0,0,0,0,0,0,4,4,0,4.5,4.5,0,0.1,0.1,0,4.6,4.6
8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,MB,DO,2082958,306335,2389293,0,623949,623949,0,61711,61711,0,374171,374171,2082958,1366166,3449124,0,55351,55351,2082958,1421517,3504475,1069,163.4,1232.4,0,350,350,0,35,35,0,212,212,1069,760.4,1829.4,0,37,37,1069,797.4,1866.4,420838,0,420838,0,0,0,0,0,0,0,7798,7798,420838,7798,428636,0,0,0,420838,7798,428636,295,0,295,0,0,0,0,0,0,0,5,5,295,5,300,0,0,0,295,5,300
12,Municipality of Anchorage,Full Reporter,Urban,MB,DO,187681,29496,217177,0,51429,51429,0,26927,26927,0,40633,40633,187681,148485,336166,0,1159,1159,187681,149644,337325,110,16,126,0,32,32,0,15,15,0,28,28,110,91,201,0,1,1,110,92,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,RiverCities Transit,Full Reporter,Urban,MB,DO,31124,7702,38826,0,0,0,0,1538,1538,0,5073,5073,31124,14313,45437,0,0,0,31124,14313,45437,18,4.08,22.08,0,0,0,0,0.8,0.8,0,3.12,3.12,18,8,26,0,0,0,18,8,26,0,0,0,0,0,0,0,0,0,0,201,201,0,201,201,0,0,0,0,201,201,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1
18,Ben Franklin Transit,Full Reporter,Urban,DR,DO,69159,32604,101763,0,15054,15054,0,2784,2784,0,27161,27161,69159,77603,146762,0,0,0,69159,77603,146762,86,21,107,0,8.69,8.69,0,2.09,2.09,0,18.85,18.85,86,50.63,136.63,0,0,0,86,50.63,136.63,57568,5423,62991,0,989,989,0,0,0,0,4755,4755,57568,11167,68735,0,0,0,57568,11167,68735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,Ben Franklin Transit,Full Reporter,Urban,MB,DO,182278,17153,199431,0,36028,36028,0,4757,4757,0,46414,46414,182278,104352,286630,0,0,0,182278,104352,286630,127,11,138,0,20.8,20.8,0,3.58,3.58,0,32.21,32.21,127,67.59,194.59,0,0,0,127,67.59,194.59,40164,3509,43673,0,2368,2368,0,0,0,0,8126,8126,40164,14003,54167,0,0,0,40164,14003,54167,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,2,0,2
18,Ben Franklin Transit,Full Reporter,Urban,VP,DO,0,5344,5344,0,4359,4359,0,435,435,0,4242,4242,0,14380,14380,0,0,0,0,14380,14380,0,3,3,0,2.52,2.52,0,0.33,0.33,0,3,3,0,8.85,8.85,0,0,0,0,8.85,8.85,0,792,792,0,286,286,0,0,0,0,743,743,0,1821,1821,0,0,0,0,1821,1821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,Intercity Transit,Full Reporter,Urban,CB,DO,9109,1636,10745,0,1636,1636,0,397,397,0,1727,1727,9109,5396,14505,0,0,0,9109,5396,14505,5.5,0.94,6.44,0,1.32,1.32,0,0.28,0.28,0,1.02,1.02,5.5,3.56,9.06,0,0,0,5.5,3.56,9.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,Intercity Transit,Full Reporter,Urban,DR,DO,154910,49280,204190,0,18457,18457,0,1041,1041,0,33573,33573,154910,102351,257261,0,0,0,154910,102351,257261,110.34,27.25,137.59,0,14.86,14.86,0,0.74,0.74,0,19.74,19.74,110.34,62.59,172.93,0,0,0,110.34,62.59,172.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,Intercity Transit,Full Reporter,Urban,MB,DO,210694,37850,248544,0,37841,37841,0,13465,13465,0,39943,39943,210694,129099,339793,0,0,0,210694,129099,339793,127.16,21.78,148.94,0,30.46,30.46,0,9.52,9.52,0,23.48,23.48,127.16,85.24,212.4,0,0,0,127.16,85.24,212.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,Intercity Transit,Full Reporter,Urban,VP,DO,0,8749,8749,0,7905,7905,0,2071,2071,0,1293,1293,0,20018,20018,0,0,0,0,20018,20018,0,5.03,5.03,0,6.36,6.36,0,1.46,1.46,0,0.76,0.76,0,13.61,13.61,0,0,0,0,13.61,13.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,Kitsap Transit,Full Reporter,Urban,DR,DO,85856,40221,126077,0,13210,13210,0,9430,9430,0,26316,26316,85856,89177,175033,0,497,497,85856,89674,175530,60,23,83,0,7.77,7.77,0,5.38,5.38,0,15.78,15.78,60,51.93,111.93,0,0.28,0.28,60,52.21,112.21,1940,0,1940,0,0,0,0,542,542,0,1351,1351,1940,1893,3833,0,0,0,1940,1893,3833,11,0,11,0,0,0,0,0.36,0.36,0,1.79,1.79,11,2.15,13.15,0,0,0,11,2.15,13.15
20,Kitsap Transit,Full Reporter,Urban,FB,DO,38470,0,38470,0,10155,10155,0,655,655,0,6510,6510,38470,17320,55790,0,1774,1774,38470,19094,57564,35,0,35,0,6.42,6.42,0,0.42,0.42,0,3.25,3.25,35,10.09,45.09,0,1,1,35,11.09,46.09,1392,0,1392,0,0,0,0,0,0,0,0,0,1392,0,1392,0,0,0,1392,0,1392,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3
20,Kitsap Transit,Full Reporter,Urban,MB,DO,174220,43045,217265,0,60219,60219,0,16352,16352,0,45617,45617,174220,165233,339453,0,3902,3902,174220,169135,343355,114,25,139,0,35.4,35.4,0,9.3,9.3,0,27.4,27.4,114,97.1,211.1,0,2.2,2.2,114,99.3,213.3,28939,371,29310,0,0,0,0,940,940,0,2341,2341,28939,3652,32591,0,0,0,28939,3652,32591,74,1,75,0,0,0,0,1,1,0,3.11,3.11,74,5.11,79.11,0,0,0,74,5.11,79.11
20,Kitsap Transit,Full Reporter,Urban,VP,DO,0,3830,3830,0,1385,1385,0,513,513,0,1431,1431,0,7159,7159,0,213,213,0,7372,7372,0,2,2,0,0.81,0.81,0,0.29,0.29,0,0.86,0.86,0,3.96,3.96,0,0.12,0.12,0,4.08,4.08,0,0,0,0,0,0,0,30,30,0,73,73,0,103,103,0,0,0,0,103,103,0,0,0,0,0,0,0,0.02,0.02,0,0.1,0.1,0,0.12,0.12,0,0,0,0,0.12,0.12
21,Whatcom Transportation Authority,Full Reporter,Urban,DR,DO,70456,38894,109350,0,10830,10830,0,1246,1246,0,15620,15620,70456,66590,137046,0,0,0,70456,66590,137046,50,21.45,71.45,0,6.17,6.17,0,0.74,0.74,0,8.95,8.95,50,37.31,87.31,0,0,0,50,37.31,87.31,0,0,0,0,0,0,0,0,0,0,168,168,0,168,168,0,0,0,0,168,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,Whatcom Transportation Authority,Full Reporter,Urban,MB,DO,175954,38606,214560,0,35761,35761,0,9225,9225,0,32990,32990,175954,116582,292536,0,2228,2228,175954,118810,294764,123,22.35,145.35,0,20.84,20.84,0,5.72,5.72,0,18.98,18.98,123,67.89,190.89,0,1.1,1.1,123,68.99,191.99,0,0,0,0,0,0,0,0,0,0,342,342,0,342,342,0,0,0,0,342,342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,Whatcom Transportation Authority,Full Reporter,Urban,VP,DO,0,394,394,0,486,486,0,56,56,0,300,300,0,1236,1236,0,0,0,0,1236,1236,0,0.2,0.2,0,0.28,0.28,0,0.04,0.04,0,0.17,0.17,0,0.69,0.69,0,0,0,0,0.69,0.69,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,Clark County Public Transportation Benefit Area Authority,Full Reporter,Urban,DR,DO,63342,23187,86529,0,12661,12661,0,3224,3224,0,15114,15114,63342,54186,117528,0,0,0,63342,54186,117528,46,11.86,57.86,0,6.92,6.92,0,3.6,3.6,0,9.22,9.22,46,31.6,77.6,0,0,0,46,31.6,77.6,20435,0,20435,0,1043,1043,0,1755,1755,0,43,43,20435,2841,23276,0,0,0,20435,2841,23276,4,0,4,0,0.77,0.77,0,0,0,0,0,0,4,0.77,4.77,0,0,0,4,0.77,4.77
24,Clark County Public Transportation Benefit Area Authority,Full Reporter,Urban,MB,DO,291269,49234,340503,0,74951,74951,0,19479,19479,0,89480,89480,291269,233144,524413,0,0,0,291269,233144,524413,169,29.56,198.56,0,40.96,40.96,0,21.26,21.26,0,50.21,50.21,169,141.99,310.99,0,0,0,169,141.99,310.99,50307,0,50307,0,3046,3046,0,10387,10387,0,257,257,50307,13690,63997,0,0,0,50307,13690,63997,29,0,29,0,2.23,2.23,0,0,0,0,0,0,29,2.23,31.23,0,0,0,29,2.23,31.23
24,Clark County Public Transportation Benefit Area Authority,Full Reporter,Urban,VP,DO,0,0,0,0,179,179,0,223,223,0,3168,3168,0,3570,3570,0,0,0,0,3570,3570,0,0,0,0,0.11,0.11,0,0.14,0.14,0,1.14,1.14,0,1.39,1.39,0,0,0,0,1.39,1.39,0,0,0,0,0,0,0,0,0,0,5,5,0,5,5,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,Salem Area Mass Transit District,Full Reporter,Urban,MB,DO,210854,44024,254878,12025,53233,65258,0,14461,14461,0,63097,63097,222879,174815,397694,0,209,209,222879,175024,397903,114.47,23.11,137.58,6.53,28.05,34.58,0,9,9,0,35.03,35.03,121,95.19,216.19,0,0.01,0.01,121,95.2,216.2,1398,0,1398,0,1326,1326,0,0,0,0,784,784,1398,2110,3508,0,0,0,1398,2110,3508,1,0,1,0,1,1,0,0,0,0,1,1,1,2,3,0,0,0,1,2,3
29,Snohomish County Public Transportation Benefit Area Corporation,Full Reporter,Urban,CB,DO,72442,18242,90684,0,23841,23841,0,3587,3587,0,25131,25131,72442,70801,143243,0,2848,2848,72442,73649,146091,42.74,8.89,51.63,0,14.07,14.07,0,1.98,1.98,0,13.8,13.8,42.74,38.74,81.48,0,1.55,1.55,42.74,40.29,83.03,1357,240,1597,0,0,0,0,0,0,0,118,118,1357,358,1715,0,0,0,1357,358,1715,0.43,0.15,0.58,0,0,0,0,0,0,0,0.28,0.28,0.43,0.43,0.86,0,0,0,0.43,0.43,0.86
29,Snohomish County Public Transportation Benefit Area Corporation,Full Reporter,Urban,MB,DO,597088,161393,758481,0,125601,125601,0,27760,27760,0,194710,194710,597088,509464,1106552,0,21546,21546,597088,531010,1128098,352.26,79.57,431.83,0,73.89,73.89,0,15.3,15.3,0,106.93,106.93,352.26,275.69,627.95,0,11.73,11.73,352.26,287.42,639.68,11184,2102,13286,0,0,0,0,0,0,0,975,975,11184,3077,14261,0,0,0,11184,3077,14261,3.57,1.34,4.91,0,0,0,0,0,0,0,2.32,2.32,3.57,3.66,7.23,0,0,0,3.57,3.66,7.23
