UACE Code,UZA,UZA Name,Primary UZA,Population,Density,Square Miles,State NTD ID,NTD ID,Agency Name,Reporter Type,Reporting Module,Mode,TOS,UZA Reporting Method,Other UZA Reporting Method Description,FG/NFG Reporting Method,Other FG/NFG Reporting Method Description,Total Actual Vehicle Revenue Hours,Total Unlinked Passenger Trips,Total Actual Vehicle Revenue Miles,Total Passenger Miles Traveled,Total Operating Expenses,Non-Fixed Guideway Vehicle Revenue Miles,Non-Fixed Guideway Passenger Miles,Non-Fixed Guideway Operating Expenses,Directional Route Miles,Fixed Guideway Vehicle Revenue Miles,Fixed Guideway Passenger Miles,Fixed Guideway Operating Expenses,SGR FG Directional Route Miles,SGR FG Vehicle Revenue Miles,SGR HIB Directional Route Miles,SGR HIB Vehicle Revenue Miles
,248,"Yakima, WA",Y,129534,2165,60,,6,City of Yakima,Full Reporter,Urban,MB,DO, Actual Data,,,,60045,536746,703036,2252508,6576229,703036,2252508,6576229,0,0,0,0,0,0,0,0
,248,"Yakima, WA",Y,129534,2165,60,,6,City of Yakima,Full Reporter,Urban,VP,DO, Actual Data,,,,1185,6554,53360,323014,156371,53360,323014,156371,0,0,0,0,0,0,0,0
,151,"Eugene, OR",Y,247421,2852,87,,7,Lane Transit District,Full Reporter,Urban,DR,PT, Actual Data,,,,66498,139828,813696,977959,4325557,813696,977959,4325557,0,0,0,0,0,0,0,0
,151,"Eugene, OR",Y,247421,2852,87,,7,Lane Transit District,Full Reporter,Urban,DR,TX, Actual Vehicle Revenue Miles,,,,112008,314155,2769431,3477586,5148635,2769431,3477586,5148635,0,0,0,0,0,0,0,0
,151,"Eugene, OR",Y,247421,2852,87,,7,Lane Transit District,Full Reporter,Urban,MB,DO, Actual Vehicle Revenue Miles,,,,188345,4738057,2403196,18442500,33449350,2403196,18442500,33449350,0,0,0,0,0,0,0,0
,0,Oregon Non-UZA,N,,,,,7,Lane Transit District,Full Reporter,Urban,MB,PT, Actual Vehicle Revenue Miles,,,,5230,16188,107699,414544,407389,107699,414544,407389,0,0,0,0,0,0,0,0
,151,"Eugene, OR",Y,247421,2852,87,,7,Lane Transit District,Full Reporter,Urban,RB,DO, Actual Vehicle Revenue Miles,, Actual Vehicle Revenue Miles,,59042,3294327,661020,8633724,10719680,0,0,0,28,661020,8633724,10719680,19,434993,0,0
,151,"Eugene, OR",Y,247421,2852,87,,7,Lane Transit District,Full Reporter,Urban,VP,PT, Actual Vehicle Revenue Miles,,,,4744,21228,217650,1157592,205869,217650,1157592,205869,0,0,0,0,0,0,0,0
,156,"Salem, OR",N,236632,3117,76,,7,Lane Transit District,Full Reporter,Urban,VP,PT, Actual Vehicle Revenue Miles,,,,2066,9247,94812,504267,89680,94812,504267,89680,0,0,0,0,0,0,0,0
,24,"Portland, OR-WA",Y,1849898,3528,524,,8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,DR,PT, Actual Vehicle Revenue Miles,,,,378450,648375,4758336,5776264,33017052,4758336,5776264,33017052,0,0,0,0,0,0,0,0
,24,"Portland, OR-WA",Y,1849898,3528,524,,8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,DR,TX, Actual Vehicle Revenue Miles,,,,29184,74190,763774,860546,3850035,763774,860546,3850035,0,0,0,0,0,0,0,0
,24,"Portland, OR-WA",Y,1849898,3528,524,,8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,LR,DO, Actual Vehicle Revenue Miles,,,,627025,30343267,8864217,159458488,169810508,0,0,0,118.9,8864217,159458488,169810508,104.3,8150563,0,0
,24,"Portland, OR-WA",Y,1849898,3528,524,,8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,MB,DO, Actual Vehicle Revenue Miles,, Actual Vehicle Revenue Miles,,2033045,46845589,21965871,160875204,304102924,21349621,156361869,295571351,6.3,616250,4513335,8531573,2.8,480396,0.6,4869
,24,"Portland, OR-WA",Y,1849898,3528,524,,8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,YR,PT, Actual Vehicle Revenue Miles,,,,6628,272313,141871,2231666,7670843,0,0,0,29.2,141871,2231666,7670843,29.2,141871,0,0
,0,Washington Non-UZA,Y,,,,,9,Kalispel Tribe of Indians,Reduced Reporter,Tribe,DR,DO, Actual Vehicle Revenue Miles,,,,1045,396,16082,0,53551,16082,0,53551,0,0,0,0,0,0,0,0
,0,Washington Non-UZA,Y,,,,,9,Kalispel Tribe of Indians,Reduced Reporter,Tribe,MB,DO, Actual Vehicle Revenue Miles,,,,738,1008,22023,0,432837,22023,0,432837,0,0,0,0,0,0,0,0
,0,Oregon Non-UZA,Y,,,,,10,Klamath Tribes,Reduced Reporter,Tribe,CB,DO, Actual Vehicle Revenue Miles,,,,2650,6690,62174,0,376193,62174,0,376193,0,0,0,0,0,0,0,0
,0,Oregon Non-UZA,Y,,,,,10,Klamath Tribes,Reduced Reporter,Tribe,DR,DO, Actual Vehicle Revenue Miles,,,,1719,840,48785,0,101453,48785,0,101453,0,0,0,0,0,0,0,0
,108,"Boise City, ID",Y,349684,2613,134,,11,Valley Regional Transit,Full Reporter,Urban,DR,PT, Actual Vehicle Revenue Miles,,,,31984,73078,429302,429121,4180647,429302,429121,4180647,0,0,0,0,0,0,0,0
,216,"Nampa, ID",N,151499,2183,69,,11,Valley Regional Transit,Full Reporter,Urban,DR,PT, Actual Vehicle Revenue Miles,,,,1045,2387,14025,14019,136579,14025,14019,136579,0,0,0,0,0,0,0,0
,108,"Boise City, ID",Y,349684,2613,134,,11,Valley Regional Transit,Full Reporter,Urban,MB,PT, Actual Vehicle Revenue Miles,,,,55554,807487,976653,3346752,7602470,976653,3346752,7602470,0,0,0,0,0,0,0,0
,216,"Nampa, ID",N,151499,2183,69,,11,Valley Regional Transit,Full Reporter,Urban,MB,PT, Actual Vehicle Revenue Miles,,,,27363,397717,481037,1648397,3744492,481037,1648397,3744492,0,0,0,0,0,0,0,0
,149,"Anchorage, AK",Y,251243,2956,85,,12,Municipality of Anchorage,Full Reporter,Urban,DR,PT, Actual Data,,,,46199,78001,524335,425216,5505703,524335,425216,5505703,0,0,0,0,0,0,0,0
,149,"Anchorage, AK",Y,251243,2956,85,,12,Municipality of Anchorage,Full Reporter,Urban,MB,DO, Actual Data,,,,154196,1710144,1864094,7737765,26094821,1864094,7737765,26094821,0,0,0,0,0,0,0,0
,149,"Anchorage, AK",Y,251243,2956,85,,12,Municipality of Anchorage,Full Reporter,Urban,VP,PT, Actual Data,,,,29479,146075,1273666,5906839,1279609,1273666,5906839,1279609,0,0,0,0,0,0,0,0
,0,Alaska Non-UZA,Y,,,,,14,Sitka Tribe of Alaska,Reduced Reporter,Tribe,MB,DO, Actual Vehicle Revenue Miles,,,,5986,21358,72862,0,580545,72862,0,580545,0,0,0,0,0,0,0,0
,0,Washington Non-UZA,Y,,,,,15,Snoqualmie Indian Tribe,Reduced Reporter,Tribe,DR,DO, Actual Vehicle Revenue Miles,,,,320,261,10906,0,104499,10906,0,104499,0,0,0,0,0,0,0,0
,431,"Longview, WA-OR",Y,63952,1946,33,,16,RiverCities Transit,Full Reporter,Urban,DR,PT, Actual Data,,,,13576,26222,107612,76391,1280160,107612,76391,1280160,0,0,0,0,0,0,0,0
,431,"Longview, WA-OR",Y,63952,1946,33,,16,RiverCities Transit,Full Reporter,Urban,MB,DO, Actual Data,,,,21193,204103,265192,871520,3522564,265192,871520,3522564,0,0,0,0,0,0,0,0
,0,Washington Non-UZA,Y,,,,,17,Stillaguamish Tribe of Indians,Reduced Reporter,Tribe,DR,DO, Actual Vehicle Revenue Miles,,,,1637,7807,36742,0,359908,36742,0,359908,0,0,0,0,0,0,0,0
,0,Washington Non-UZA,Y,,,,,17,Stillaguamish Tribe of Indians,Reduced Reporter,Tribe,VP,DO, Actual Vehicle Revenue Miles,,,,2190,1230,47755,0,41750,47755,0,41750,0,0,0,0,0,0,0,0
,171,"Kennewick-Pasco, WA",Y,210975,2059,102,,18,Ben Franklin Transit,Full Reporter,Urban,DR,DO, Actual Vehicle Revenue Miles,,,,81272,153730,1213395,1085298,14101560,1213395,1085298,14101560,0,0,0,0,0,0,0,0
,171,"Kennewick-Pasco, WA",Y,210975,2059,102,,18,Ben Franklin Transit,Full Reporter,Urban,DR,PT, Actual Data,,,,12121,19573,129882,122270,1095490,129882,122270,1095490,0,0,0,0,0,0,0,0
,171,"Kennewick-Pasco, WA",Y,210975,2059,102,,18,Ben Franklin Transit,Full Reporter,Urban,MB,DO, Actual Vehicle Revenue Miles,,,,176010,1218177,2770116,5128525,22529893,2770116,5128525,22529893,0,0,0,0,0,0,0,0
,171,"Kennewick-Pasco, WA",Y,210975,2059,102,,18,Ben Franklin Transit,Full Reporter,Urban,VP,DO, Actual Vehicle Revenue Miles,,,,29782,221933,1345779,7545861,2077072,1345779,7545861,2077072,0,0,0,0,0,0,0,0
,14,"Seattle, WA",N,3059393,3028,1010,,19,Intercity Transit,Full Reporter,Urban,CB,DO, Actual Vehicle Revenue Miles,,,,5161,54639,130395,1144269,1074384,130395,1144269,1074384,0,0,0,0,0,0,0,0
,195,"Olympia-Lacey, WA",Y,176617,1673,106,,19,Intercity Transit,Full Reporter,Urban,DR,DO, Actual Vehicle Revenue Miles,,,,83571,143104,1010160,949004,15843190,1010160,949004,15843190,0,0,0,0,0,0,0,0
,195,"Olympia-Lacey, WA",Y,176617,1673,106,,19,Intercity Transit,Full Reporter,Urban,MB,DO, Actual Vehicle Revenue Miles,,,,119381,1851237,1515742,7223565,24648174,1515742,7223565,24648174,0,0,0,0,0,0,0,0
,14,"Seattle, WA",N,3059393,3028,1010,,19,Intercity Transit,Full Reporter,Urban,VP,DO, Actual Vehicle Revenue Miles,,,,23419,155800,889622,5310067,1259914,889622,5310067,1259914,0,0,0,0,0,0,0,0
,195,"Olympia-Lacey, WA",Y,176617,1673,106,,19,Intercity Transit,Full Reporter,Urban,VP,DO, Actual Vehicle Revenue Miles,,,,19390,128996,736575,4396544,1043164,736575,4396544,1043164,0,0,0,0,0,0,0,0
,180,"Bremerton, WA",Y,198979,1458,136,,20,Kitsap Transit,Full Reporter,Urban,DR,DO, Actual Vehicle Revenue Miles,,,,57037,134977,831217,882887,13235215,831217,882887,13235215,0,0,0,0,0,0,0,0
,180,"Bremerton, WA",Y,198979,1458,136,,20,Kitsap Transit,Full Reporter,Urban,DR,TX, Actual Vehicle Revenue Miles,,,,343,1012,7873,8024,64697,7873,8024,64697,0,0,0,0,0,0,0,0
,0,Washington Non-UZA,N,,,,,20,Kitsap Transit,Full Reporter,Urban,FB,DO, Actual Vehicle Revenue Miles,,,,1117,42650,26205,680012,1562374,0,0,0,17.4,26205,680012,1562374,0,0,0,0
,14,"Seattle, WA",N,3059393,3028,1010,,20,Kitsap Transit,Full Reporter,Urban,FB,DO, Actual Vehicle Revenue Miles,,,,3092,118080,72550,1882652,4325518,0,0,0,17.4,72550,1882652,4325518,0,46345,0,0
,180,"Bremerton, WA",Y,198979,1458,136,,20,Kitsap Transit,Full Reporter,Urban,FB,DO, Actual Vehicle Revenue Miles,,,,1975,75430,46345,1202639,2763144,0,0,0,0,46345,1202639,2763144,0,46345,0,0
,180,"Bremerton, WA",Y,198979,1458,136,,20,Kitsap Transit,Full Reporter,Urban,FB,PT, Actual Vehicle Revenue Miles,,,,6135,279499,42924,489123,1942377,0,0,0,5.7,42924,489123,1942377,5.7,42924,0,0
,180,"Bremerton, WA",Y,198979,1458,136,,20,Kitsap Transit,Full Reporter,Urban,MB,DO, Actual Vehicle Revenue Miles,,,,122574,1220764,2134714,6437003,26831268,2134714,6437003,26831268,0,0,0,0,0,0,0,0
,14,"Seattle, WA",N,3059393,3028,1010,,20,Kitsap Transit,Full Reporter,Urban,VP,DO, Actual Vehicle Revenue Miles,,,,8576,47518,257315,953029,528004,257315,953029,528004,0,0,0,0,0,0,0,0
,180,"Bremerton, WA",Y,198979,1458,136,,20,Kitsap Transit,Full Reporter,Urban,VP,DO, Actual Vehicle Revenue Miles,,,,5405,29948,162175,600654,332779,162175,600654,332779,0,0,0,0,0,0,0,0
,275,"Bellingham, WA",Y,114473,2379,48,,21,Whatcom Transportation Authority,Full Reporter,Urban,DR,DO, Actual Data,,,,47043,113221,581203,544577,9553417,581203,544577,9553417,0,0,0,0,0,0,0,0
,275,"Bellingham, WA",Y,114473,2379,48,,21,Whatcom Transportation Authority,Full Reporter,Urban,DR,TX, Actual Data,,,,160,261,4015,4033,10228,4015,4033,10228,0,0,0,0,0,0,0,0
,275,"Bellingham, WA",Y,114473,2379,48,,21,Whatcom Transportation Authority,Full Reporter,Urban,MB,DO, Actual Data,,,,128002,1917385,1737011,5959739,21812977,1737011,5959739,21812977,0,0,0,0,0,0,0,0
,275,"Bellingham, WA",Y,114473,2379,48,,21,Whatcom Transportation Authority,Full Reporter,Urban,VP,DO, Actual Data,,,,2845,18765,156697,723719,136029,156697,723719,136029,0,0,0,0,0,0,0,0
,0,Idaho Non-UZA,N,,,,,22,City of Pocatello,Reduced Reporter,Urban,DR,DO, Actual Vehicle Revenue Miles,,,,11888,21475,197713,0,922770,197713,0,922770,0,0,0,0,0,0,0,0
,395,"Pocatello, ID",Y,69809,2251,31,,22,City of Pocatello,Reduced Reporter,Urban,DR,DO, Actual Vehicle Revenue Miles,,,,7311,13208,121596,0,567516,121596,0,567516,0,0,0,0,0,0,0,0
,395,"Pocatello, ID",Y,69809,2251,31,,22,City of Pocatello,Reduced Reporter,Urban,MB,DO, Actual Data,,,,18510,153301,280390,0,1076432,280390,0,1076432,0,0,0,0,0,0,0,0
,14,"Seattle, WA",Y,3059393,3028,1010,,23,City of Seattle,Full Reporter,Urban,MG,PT, Actual Data,,,,12278,298349,117916,268514,2264585,0,0,0,1.8,117916,268514,2264585,1.8,117916,0,0
,24,"Portland, OR-WA",Y,1849898,3528,524,,24,Clark County Public Transportation Benefit Area Authority,Full Reporter,Urban,DR,DO, Actual Data,,,,44898,112524,787854,800411,11272156,787854,800411,11272156,0,0,0,0,0,0,0,0
,24,"Portland, OR-WA",Y,1849898,3528,524,,24,Clark County Public Transportation Benefit Area Authority,Full Reporter,Urban,MB,DO, Actual Data,,,,271331,3696783,3786542,18361933,43689540,3786542,18361933,43689540,0,0,0,0,0,0,3.4,35166
,24,"Portland, OR-WA",Y,1849898,3528,524,,24,Clark County Public Transportation Benefit Area Authority,Full Reporter,Urban,VP,DO, Actual Data,,,,5844,23142,173191,593669,423907,173191,593669,423907,0,0,0,0,0,0,0,0
,156,"Salem, OR",Y,236632,3117,76,,25,Salem Area Mass Transit District,Full Reporter,Urban,DR,PT, Actual Vehicle Revenue Miles,,,,56148,114522,668407,766037,5803855,668407,766037,5803855,0,0,0,0,0,0,0,0
,156,"Salem, OR",Y,236632,3117,76,,25,Salem Area Mass Transit District,Full Reporter,Urban,MB,DO, Actual Vehicle Revenue Miles,,,,163402,2619250,2028340,8014905,28535939,2028340,8014905,28535939,0,0,0,0,0,0,0,0
,0,Oregon Non-UZA,N,,,,,25,Salem Area Mass Transit District,Full Reporter,Urban,MB,PT, Actual Vehicle Revenue Miles,,,,12734,61072,273790,960300,1086880,273790,960300,1086880,0,0,0,0,0,0,0,0
,156,"Salem, OR",Y,236632,3117,76,,25,Salem Area Mass Transit District,Full Reporter,Urban,MB,PT, Actual Vehicle Revenue Miles,,,,4290,20575,92239,323522,366166,92239,323522,366166,0,0,0,0,0,0,0,0
,156,"Salem, OR",Y,236632,3117,76,,25,Salem Area Mass Transit District,Full Reporter,Urban,VP,PT, Actual Vehicle Revenue Miles,,,,12295,59152,474257,2197116,277822,474257,2197116,277822,0,0,0,0,0,0,0,0
,14,"Seattle, WA",Y,3059393,3028,1010,,28,County of Pierce,Full Reporter,Urban,FB,PT, Actual Data,,,,5397,399845,42732,1623489,4920011,0,0,0,8.6,42732,1623489,4920011,5.1,25341,0,0
,14,"Seattle, WA",Y,3059393,3028,1010,,29,Snohomish County Public Transportation Benefit Area Corporation,Full Reporter,Urban,CB,DO, Actual Vehicle Revenue Miles,,,,30419,361446,637568,5743419,12131087,637568,5743419,12131087,0,0,0,0,0,0,23.1,295521
,14,"Seattle, WA",Y,3059393,3028,1010,,29,Snohomish County Public Transportation Benefit Area Corporation,Full Reporter,Urban,CB,PT, Actual Vehicle Revenue Miles,,,,36308,498511,911051,9060455,11233974,911051,9060455,11233974,0,0,0,0,0,0,2.3,526838
,0,Washington Non-UZA,N,,,,,29,Snohomish County Public Transportation Benefit Area Corporation,Full Reporter,Urban,DR,PT, Actual Vehicle Revenue Miles,,,,410,782,7666,8614,111930,7666,8614,111930,0,0,0,0,0,0,0,0
,14,"Seattle, WA",Y,3059393,3028,1010,,29,Snohomish County Public Transportation Benefit Area Corporation,Full Reporter,Urban,DR,PT, Actual Vehicle Revenue Miles,,,,29587,56447,553070,621495,8075298,553070,621495,8075298,0,0,0,0,0,0,0,0
,225,"Marysville, WA",N,145140,1774,82,,29,Snohomish County Public Transportation Benefit Area Corporation,Full Reporter,Urban,DR,PT, Actual Vehicle Revenue Miles,,,,6373,12158,119123,133861,1739298,119123,133861,1739298,0,0,0,0,0,0,0,0
,14,"Seattle, WA",Y,3059393,3028,1010,,29,Snohomish County Public Transportation Benefit Area Corporation,Full Reporter,Urban,MB,DO, Actual Vehicle Revenue Miles,,,,391908,3982520,5560517,24014864,79651898,5560517,24014864,79651898,0,0,0,0,0,0,16.9,504060
,225,"Marysville, WA",N,145140,1774,82,,29,Snohomish County Public Transportation Benefit Area Corporation,Full Reporter,Urban,MB,DO, Actual Vehicle Revenue Miles,,,,45599,463377,646981,2794194,9267711,646981,2794194,9267711,0,0,0,0,0,0,0,0
,14,"Seattle, WA",Y,3059393,3028,1010,,29,Snohomish County Public Transportation Benefit Area Corporation,Full Reporter,Urban,VP,DO, Actual Data,,,,64978,302038,2068568,6798599,3387575,2068568,6798599,3387575,0,0,0,0,0,0,0,0
,0,Alaska Non-UZA,Y,,,,,30,Chickaloon Native Village,Reduced Reporter,Tribe,DR,DO, Actual Data,,,,1918,2654,35974,0,125599,35974,0,125599,0,0,0,0,0,0,0,0
,0,Idaho Non-UZA,Y,,,,,31,Shoshone-Bannock Tribes ,Reduced Reporter,Tribe,MB,DO, Actual Vehicle Revenue Miles,,,,14160,19049,165672,0,329730,165672,0,329730,0,0,0,0,0,0,0,0
,213,"Medford, OR",Y,154081,2381,65,,34,Rogue Valley Transportation District,Full Reporter,Urban,DR,PT, Actual Data,,,,27906,43300,369084,295081,2126061,369084,295081,2126061,0,0,0,0,0,0,0,0
,213,"Medford, OR",Y,154081,2381,65,,34,Rogue Valley Transportation District,Full Reporter,Urban,MB,DO, Actual Data,,,,82896,1042725,1175743,5818406,12434682,1175743,5818406,12434682,0,0,0,0,0,0,0,0
,0,Washington Non-UZA,N,,,,,35,Washington State Ferries,Full Reporter,Urban,FB,DO, Actual Vehicle Revenue Miles,,,,38710,6206649,273430,46884459,86665145,0,0,0,136.4,273430,46884459,86665145,136.4,273430,0,0
,14,"Seattle, WA",Y,3059393,3028,1010,,35,Washington State Ferries,Full Reporter,Urban,FB,DO, Actual Vehicle Revenue Miles,,,,82136,13169682,580182,99482570,183891880,0,0,0,87.4,580182,99482570,183891880,87.4,580182,0,0
,0,Washington Non-UZA,Y,,,,,36,Makah Tribal Council,Reduced Reporter,Tribe,MB,DO, Actual Vehicle Revenue Miles,,,,912,1606,14931,0,114824,14931,0,114824,0,0,0,0,0,0,0,0
,14,"Seattle, WA",Y,3059393,3028,1010,,40,Central Puget Sound Regional Transit Authority,Full Reporter,Urban,CB,DO, Actual Vehicle Revenue Miles,, Actual Vehicle Revenue Miles,,457057,4943744,8621772,70981040,114051144,8556086,70440262,113182232,0,65686,540778,868912,0,57153,14.3,3500962
,14,"Seattle, WA",Y,3059393,3028,1010,,40,Central Puget Sound Regional Transit Authority,Full Reporter,Urban,CB,PT, Actual Vehicle Revenue Miles,,,,102510,1321028,2299292,21751777,24366461,2299292,21751777,24366461,0,0,0,0,0,0,1.5,1086396
,14,"Seattle, WA",Y,3059393,3028,1010,,40,Central Puget Sound Regional Transit Authority,Full Reporter,Urban,CR,PT, Actual Vehicle Revenue Miles,,,,50694,1265882,1526737,31890678,54345918,0,0,0,163.8,1526737,31890678,54345918,163.8,1526737,0,0
,14,"Seattle, WA",Y,3059393,3028,1010,,40,Central Puget Sound Regional Transit Authority,Full Reporter,Urban,LR,DO, Actual Vehicle Revenue Miles,,,,223374,7900122,4078592,49794569,151434821,0,0,0,40.4,4078592,49794569,151434821,30.8,2764854,0,0
,14,"Seattle, WA",Y,3059393,3028,1010,,40,Central Puget Sound Regional Transit Authority,Full Reporter,Urban,SR,DO, Actual Vehicle Revenue Miles,,,,9811,439271,75549,390115,5598887,0,0,0,3.6,75549,390115,5598887,3.6,75549,0,0
