NTD ID,Agency Name,Reporter Type,Reporting Module,CA: Cash and Cash Equivalents,CA: Accounts Receivable,CA: Inventory,CA: Prepaid Expenses,CA: Current Investments and Current Portions of Long-Term Investments,CA: Other Current Assets,Total Current Assets,NCA: Capital Assets,NCA: Intangible Assets,NCA: Capital Leases Receivables,NCA: Special Funds,NCA: Work in Progress,NCA: Investments,NCA: Other Noncurrent Assets,Total Noncurrent Assets,Total Assets,Deferred Outflows of Resources,CL: Current Accounts Payable,CL: Short-Term Debt and Current Portions of Long-Term Debt,CL: Accrued Liabilities,CL: Other Current Liabilities,Total Current Liabilities,NCL: Long-Term Debt,NCL: Noncurrent Accounts Payable,NCL: Capital Lease Obligations,NCL: Long-Term Pension Liabilities,NCL: Estimated Liabilities,NCL: Other Noncurrent Liabilities,Total Noncurrent Liabilities,Total Liabilities,Deferred Inflows of Resources,Net Position
10013,Merrimack Valley Regional Transit Authority,Full Reporter,Urban,2946748,6803264,0,134634,0,0,9884646,57854000,0,0,267028,0,0,444583,58565611,68450257,388895,673654,8734634,48641,0,9456929,444583,0,0,857315,0,106372,1408270,10865199,0,0
10014,Worcester Regional Transit Authority,Full Reporter,Urban,2254101,9877079,374271,17494,0,0,12522945,104562471,200285,0,0,0,0,0,104762756,117285701,2320664,1848363,12900000,164922,57263,14970548,0,0,0,13178671,9252389,0,22431060,37401608,453623,81751134
10016,Greater Portland Transit District,Full Reporter,Urban,2078029,933725,320379,71297,0,0,3403430,15629625,0,0,0,117276,0,0,15746901,19150331,108364,673094,182500,277296,0,1132890,1425500,0,0,642935,5000,102094,2175529,3308419,67150,15883126
10017,Greater Hartford Transit District,Full Reporter,Urban,326969,1603229,0,131690,1264744,0,3326632,35765110,0,0,0,0,5058977,0,40824087,44150719,0,4284713,0,543174,480061,5307948,0,0,0,767207,0,0,767207,6075155,0,0
10040,Southeast Area Transit District,Full Reporter,Urban,193596,734602,263531,123288,0,0,1315017,10735171,0,0,0,0,0,0,10735171,12050188,0,228917,440219,133278,0,802414,0,0,0,0,0,0,0,802414,0,0
10042,Valley Transit District,Full Reporter,Urban,56767,742683,13070,9821,0,23992,846333,5122313,0,0,0,0,0,0,5122313,5968646,0,41621,0,50743,18799,111163,81719,0,0,0,0,0,81719,192882,0,0
10049,Greater New Haven Transit District,Full Reporter,Urban,1313060,758226,55372,38876,0,0,2165534,7700210,0,0,0,0,0,0,7700210,9865744,0,452878,0,403360,95174,951412,0,0,0,0,0,0,0,951412,0,0
10050,Greater Bridgeport Transit Authority,Full Reporter,Urban,2452934,5066942,996117,190223,0,0,8706216,35724619,0,0,0,98525,0,0,35823144,44529360,514274,2781808,0,4803868,177440,7763116,0,0,0,12966459,244265,0,13210724,20973840,1157000,22912794
10051,Housatonic Area Regional Transit ,Full Reporter,Urban,968659,1100637,71885,49597,0,0,2190778,33087349,0,0,0,0,1840266,0,34927615,37118393,0,224007,267038,100772,0,591817,64867,0,0,0,0,0,64867,656684,0,0
10053,Cape Ann Transportation Authority,Full Reporter,Urban,505467,1706149,0,21766,0,640957,2874339,6521843,0,0,0,0,0,0,6521843,9396182,0,451564,0,104992,0,556556,2300000,0,0,0,0,0,2300000,2856556,0,0
10057,Norwalk Transit District,Full Reporter,Urban,99386,1648812,437740,104973,0,0,2290911,25740569,0,0,0,881068,0,0,26621637,28912548,0,171026,2660409,1468344,0,4299779,0,0,0,0,166543,0,166543,4466322,0,0
10061,Montachusett Regional Transit Authority,Full Reporter,Urban,3411660,11452549,0,0,0,918074,15782283,46744637,0,0,0,0,0,0,46744637,62526920,0,6110611,19803333,541549,450547,26906040,263337,0,0,0,0,0,263337,27169377,0,0
10064,Greater Attleboro-Taunton Regional Transit Authority,Full Reporter,Urban,1912938,9844312,303955,0,0,0,12061205,22188667,0,0,0,0,0,4454647,26643314,38704519,1565100,2516057,8200000,185827,214720,11116604,0,0,0,6220265,0,279558,6499823,17616427,1878641,20774551
10066,Green Mountain Transit Authority,Full Reporter,Urban,1730195,3785999,653038,395428,0,0,6564660,61042669,0,0,0,1175405,0,0,62218074,68782734,392276,1603022,0,1313685,21545,2938252,0,0,0,0,0,0,0,2938252,0,0
10086,Cooperative Alliance for Seacoast Transportation,Full Reporter,Urban,1046976,518584,81262,37397,0,0,1684219,3177789,0,0,0,0,0,0,3177789,4862008,0,66684,0,382058,44479,493221,0,0,0,0,0,0,0,493221,0,0
10088,Casco Bay Island Transit District,Full Reporter,Urban,4334733,695143,89152,44638,0,0,5163666,6468589,0,0,1685380,1190141,0,0,9344110,14507776,0,177089,0,639659,1529,818277,0,0,0,0,0,1634228,1634228,2452505,0,0
10098,"Western Maine Transportation Services, Inc.",Full Reporter,Urban,194834,619324,277154,194979,0,0,1286291,2551345,0,0,0,0,0,0,2551345,3837636,0,59459,386152,191801,0,637412,1349964,0,0,0,0,0,1349964,1987376,0,0
10105,Cape Cod Regional Transit Authority,Full Reporter,Urban,506078,4588951,0,0,0,957263,6052292,29046335,156605,0,0,0,0,2988808,32191748,38244040,806258,729891,101535,380334,0,1211760,7500000,938110,0,2296232,0,1725139,12459481,13671241,382013,24997044
10107,Milford Transit District,Full Reporter,Urban,89626,310274,0,0,0,0,399900,4402030,0,0,0,0,0,0,4402030,4801930,0,156426,0,55171,0,211597,4192030,0,0,0,0,159333,4351363,4562960,65000,0
10115,Northern New England Passenger Rail Authority,Full Reporter,Urban,2092771,2799082,65225,98670,0,0,5055748,14346412,0,0,0,514480,0,455658,15316550,20372298,514480,2694419,0,44594,0,2739013,0,0,0,1608675,0,0,1608675,4347688,176845,16362245
10118,MetroWest Regional Transit Authority,Full Reporter,Urban,1597843,9587766,0,539817,0,0,11725426,20120046,0,0,124968,0,0,0,20245014,31970440,843000,482336,800000,249782,0,1532118,0,528879,0,3028000,0,9789397,13346276,14878394,0,0
10128,Connecticut Department of Transportation- CTTransit Waterbury- NET,Full Reporter,Urban,696242,1859653,1024405,204579,0,0,3784879,0,0,0,0,0,0,374800,374800,4159679,0,113242,1064772,964563,0,2142577,0,0,0,0,189359,769708,959067,3101644,0,0
10183,"Woods Hole, Martha's Vineyard and Nantucket Steamship Authority",Full Reporter,Urban,9993525,2102097,610997,3991186,2699094,0,19396899,206624385,0,0,32161486,7046666,0,239862,246072399,265469298,7561781,4910166,9013346,4333199,7776501,26033212,82722609,0,0,33546746,0,0,116269355,142302567,1262408,129466104
20002,Capital District Transportation Authority,Full Reporter,Urban,3339447,33528052,0,0,0,4262794,41130293,119752343,0,0,17584279,0,0,0,137336622,178466915,19999662,12544775,0,0,3757992,16302767,0,0,3132032,105346823,10550690,1616083,120645628,136948395,11745223,49772959
20004,Niagara Frontier Transportation Authority,Full Reporter,Urban,16297000,60820000,5665000,155000,0,0,82937000,301470000,0,0,2446000,0,0,0,303916000,386853000,22276000,18831000,3754000,0,927000,23512000,11946000,0,0,458173000,40093000,1988000,512200000,535712000,1291000,-127874000
20008,MTA New York City Transit,Full Reporter,Urban,228126558,590545312,305000044,40035043,0,0,1163706957,41642476838,0,0,593815,4491664174,0,0,46134734827,47298441784,2690580886,487858615,808754405,1261251669,255035347,2812900036,59249093,0,181950863,20221773786,3153343712,323239126,23939556580,26752456616,1412717647,21823848407
20018,Central New York Regional Transportation Authority,Full Reporter,Urban,7628568,5974136,4043134,5420115,0,0,23065953,93000948,0,0,0,280219,0,24337874,117619041,140684994,125717837,2431478,0,2961524,987397,6380399,0,0,0,416044501,3185021,27959702,447189224,453569623,2573609,-189740401
20075,Port Authority Transit Corporation,Full Reporter,Urban,1032316,3036585,6400229,1348577,2805563,0,14623270,0,0,0,142500,0,0,0,142500,14765770,11678294,2709072,0,1621321,10075265,14405658,0,0,0,19972997,13395391,287584000,320952388,335358046,2462978,-311376960
20078,"Metro-North Commuter Railroad Company, dba: MTA Metro-North Railroad",Full Reporter,Urban,22823746,116365435,168144812,24568300,89885861,10525775,432313929,4066700733,0,0,0,1761454622,0,0,5828155355,6260469284,591399997,71272168,0,415486812,31702593,518461573,0,0,0,2241582113,50143518,69702538,2361428169,2879889742,204219586,3767759953
20080,New Jersey Transit Corporation,Full Reporter,Urban,183171780,42177642,150293562,0,20055667,256632662,652331313,4383695195,0,0,835221519,1834758208,0,2839584,7056514506,7708845819,568657978,192605576,139185427,107795379,83178178,522764560,1161136638,0,199790214,753054330,1920137032,73227095,4107345309,4630109869,131318532,3516075396
20098,Port Authority Trans-Hudson Corporation,Full Reporter,Urban,393568543,890255134,49401296,143772508,929604174,49866671,2456468326,38972887465,0,0,0,800660696,2275702926,3838968044,45888219131,48344687457,775555781,1057116044,1132079348,784104080,745367,2974044839,25683240824,1244413236,0,2020090050,0,1055012112,30002756222,32976801061,578037649,15565404528
20099,Staten Island Rapid Transit Operating Authority,Full Reporter,Urban,154170,43015894,1860668,880648,0,0,45911380,247830020,0,0,0,327239127,0,0,575069147,620980527,42774793,2134292,0,12171640,21008449,35314381,0,0,0,104442730,19911011,538017,124891758,160206139,23150832,480398349
20100,MTA Long Island Rail Road,Full Reporter,Urban,5389785,291276507,161478270,31601508,0,0,489746070,5988209994,0,0,0,2855690983,0,0,8843900977,9333647047,691843187,184473697,3403233,262904412,9393786,460175128,23410364,0,0,3596673134,152807929,100672962,3873564389,4333739517,462108409,5229642308
20113,Regional Transit Service - Monroe County,Full Reporter,Urban,12806734,6563931,441446,831325,16416692,0,37060128,129925067,0,0,0,0,14552314,0,144477381,181537509,34305903,5045042,0,4569563,9905817,19520422,0,0,0,15775076,146035991,641445,162452512,181972934,8853311,25017167
20188,MTA Bus Company,Full Reporter,Urban,473245,124236259,14447829,5887433,0,69167588,214212354,364213618,0,0,0,0,0,372843854,737057472,951269826,0,8475657,61081286,85756053,86606829,241919825,0,0,0,402346445,1258638858,0,1660985303,1902905128,0,0
30001,Kanawha Valley Regional Transportation Authority,Full Reporter,Urban,11721039,1263002,425393,0,0,160171,13569605,12939164,0,0,0,0,534640,0,13473804,27043409,1568526,25000,0,692019,0,717019,0,0,0,9953714,0,0,9953714,10670733,2076002,15865200
30002,The Tri-State Transit Authority,Full Reporter,Urban,9461816,596803,290222,28452,0,0,10377293,31351309,0,0,0,0,0,0,31351309,41728602,347986,76875,0,1156890,0,1233765,0,0,0,0,0,0,0,1233765,924555,39918268
30006,Greater Richmond Transit Company,Full Reporter,Urban,16185237,9650118,873649,1137001,0,0,27846005,81532901,1386298,0,0,0,0,0,82919199,110765204,9789698,7848685,0,96144,205721,8150550,0,0,0,46539149,363272,3623065,50525486,58676036,8702298,53176568
30007,Greater Roanoke Transit Company,Full Reporter,Urban,1212645,3515460,496106,3602,0,0,5227813,14434645,0,0,0,0,0,0,14434645,19662458,0,2110415,0,446461,1982037,4538913,0,0,0,0,0,0,0,4538913,0,0
30008,Greater Lynchburg Transit Company,Full Reporter,Urban,584389,727020,293416,198155,0,0,1802980,34133648,0,0,0,0,0,0,34133648,35936628,64588,608524,0,190067,73045,871636,0,96935,0,0,0,648234,745169,1616805,750,34383661
30010,Lehigh and Northampton Transportation Authority,Full Reporter,Urban,8370089,4849070,566063,14677399,0,0,28462621,42561497,0,0,0,0,0,0,42561497,71024118,1992421,2305033,1773060,1983315,8696937,14758345,0,0,0,14847688,0,14498901,29346589,44104934,789660,28121945
30011,Altoona Metro Transit,Full Reporter,Urban,909932,1066669,228014,109143,4064613,0,6378371,13214044,0,0,0,0,0,0,13214044,19592415,296671,289408,0,0,473296,762704,0,0,0,698929,0,5242983,5941912,6704616,147049,13037421
30012,Cambria County Transit Authority,Full Reporter,Urban,7050460,916755,481266,189678,0,0,8638159,35400632,0,0,0,0,0,0,35400632,44038791,822510,180668,0,442836,0,623504,0,0,0,1942439,0,7492234,9434673,10058177,118154,34684970
30013,Erie Metropolitan Transit Authority,Full Reporter,Urban,9130597,991876,173709,368706,0,0,10664888,78351663,0,0,0,0,0,0,78351663,89016551,2913447,1590815,0,1657862,6028532,9277209,0,0,0,3081262,0,5683835,8765097,18042306,1098540,72789152
30014,Cumberland Dauphin-Harrisburg Transit Authority,Full Reporter,Urban,3324342,2917825,386243,289261,0,0,6917671,23731645,0,0,0,0,0,75915,23807560,30725231,2387325,773425,0,908781,4867606,6549812,0,0,0,0,500267,307922,808189,7358001,1279302,24475253
30015,Luzerne County Transportation Authority,Full Reporter,Urban,2668425,3827739,477665,322918,0,0,7296747,12435659,0,0,0,0,0,0,12435659,19732406,154239,209033,0,474638,12729334,13413005,0,0,0,636941,0,0,636941,14049946,667684,5169015
30019,Southeastern Pennsylvania Transportation Authority,Full Reporter,Urban,50370824,173580780,100656174,23591689,18258456,211901545,578359468,4239920782,0,0,43269896,482939028,0,3513002,4769642708,5348002176,254534724,114347371,33873877,221076660,287181921,656479829,504506854,0,27724002,895199565,124625083,1260969720,2813025224,3469505053,557340340,1575691507
30022,Port Authority of Allegheny County,Full Reporter,Urban,103737815,75558674,18183992,863259,0,0,198343740,1251124999,0,0,0,0,0,51518704,1302643703,1500987443,158778888,13490327,13830000,26587064,171063252,224970643,145088349,0,0,358065922,0,675811595,1178965866,1403936509,96742274,159087548
30023,Beaver County Transit Authority,Full Reporter,Urban,3018638,2319016,245796,184250,0,0,5767700,22410373,0,0,0,480390,0,0,22890763,28658463,0,653011,0,337745,0,990756,0,0,0,0,12563,0,12563,1003319,3507731,0
30025,County of Lackawanna Transit System,Full Reporter,Urban,3596892,162210,299640,312249,304748,2965704,7641443,24800877,0,0,0,0,0,0,24800877,32442320,219304,238025,0,1451488,7241485,8930998,175000,0,0,2544281,0,704989,3424270,12355268,0,0
30027,Central Pennsylvania Transportation Authority,Full Reporter,Urban,6314356,8528967,375674,497136,0,0,15716133,44825449,0,0,0,673247,0,0,45498696,61214829,0,700396,0,1146485,12007228,13854109,0,0,0,0,0,0,0,13854109,0,47360720
30030,Washington Metropolitan Area Transit Authority,Full Reporter,Urban,743774122,228004835,137385809,0,2676349,0,1111841115,13004790898,0,0,0,0,0,0,13004790898,14116632013,715426048,315670043,26000000,494029878,62994861,898694782,1729183437,19529639,0,3305313145,136388333,23451460,5213866014,6112560796,356158068,8363339197
30035,Ohio Valley Regional Transportation Authority,Full Reporter,Urban,3362419,1717705,72277,71675,714050,20205,5958331,3357732,0,0,702484,0,0,0,4060216,10018547,275092,129600,0,711584,73182,914366,0,0,90509,497168,0,0,587677,1502043,332544,8459052
30045,"JAUNT, Inc.",Full Reporter,Urban,2201422,1265290,0,237241,0,0,3703953,6687299,0,0,0,1215318,0,0,7902617,11606570,0,0,0,0,685112,685112,0,0,0,0,0,0,0,685112,0,0
30054,Centre Area Transportation Authority,Full Reporter,Urban,3250833,10164106,405211,306494,0,0,14126644,58679974,0,0,0,0,0,0,58679974,72806618,0,561881,2500000,1414233,9683314,14159428,0,0,0,0,0,0,0,14159428,0,0
30061,Mid Mon Valley Transit Authority,Full Reporter,Urban,689386,3331630,2500,0,0,0,4023516,13654720,12648,0,0,0,0,0,13667368,17690884,0,0,0,0,3824098,3824098,0,0,0,0,0,0,0,3824098,0,0
30070,Potomac and Rappahannock Transportation Commission,Full Reporter,Urban,19224284,26805468,0,303253,0,15728773,62061778,88155088,0,0,0,0,0,0,88155088,150216866,564254,5417113,260000,655632,13079990,19412735,656113,0,0,450137,0,528564,1634814,21047549,124337,129609234
30073,Virginia Railway Express,Full Reporter,Urban,97142781,22055686,2751678,127880,0,11124,122089149,335019850,0,0,14862978,0,0,787618,350670446,472759595,393423,3613496,3906946,1570488,1818911,10909841,44846530,0,6984969,669420,15706,736544,53253169,64163010,174555,408815453
30075,Delaware Transit Corporation,Full Reporter,Urban,15618857,23423726,4562636,57171,0,0,43662390,142573174,0,0,13292,7881517,4371318,0,154839301,198501691,25021459,5549117,0,6672799,0,12221916,0,2713030,0,187671085,0,7595966,197980081,210201997,40822999,-27501846
30076,Williamsburg Area Transit Authority,Full Reporter,Urban,1933934,1026629,0,0,0,0,2960563,8096080,0,0,0,160226,0,242599,8498905,11459468,0,258727,0,0,356315,615042,0,0,0,0,0,0,0,615042,16192,0
30083,Transportation District Commission of Hampton Roads,Full Reporter,Urban,10725706,60964182,9314677,1804798,408544,0,83217907,246736150,51322,0,0,6290392,1000,0,253078864,336296771,7215788,20287510,5183687,3550067,35672288,64693552,0,0,473615,10971281,0,3822548,15267444,79960996,1912256,261639307
30095,County of Lebanon Transit Authority,Full Reporter,Urban,3192154,341199,100025,108385,0,0,3741763,6935175,0,0,0,0,0,0,6935175,10676938,0,82553,0,114427,3576506,3773486,0,0,0,0,0,0,0,3773486,0,0
30096,The Tri-County Council for the Lower Eastern Shore of Maryland,Full Reporter,Urban,967600,0,0,0,0,0,967600,18254965,0,0,0,0,0,0,18254965,19222565,0,0,0,0,72361,72361,0,0,0,0,0,0,0,72361,0,0
30111,Washington County Transportation Authority,Full Reporter,Urban,1630624,763014,0,15984,0,106,2409728,7297562,0,0,0,0,0,0,7297562,9707290,0,473486,0,16791,0,490277,0,0,0,0,0,1504489,1504489,1994766,0,0
30137,Monroe County Transportation  Authority,Full Reporter,Urban,1775953,362761,121186,12150,0,0,2272050,9087741,0,0,0,0,0,0,9087741,11359791,0,1494371,0,0,0,1494371,0,0,0,0,0,0,0,1494371,0,0
30202,South Central Transit Authority,Full Reporter,Urban,24015999,3844406,903227,144716,0,3237373,32145721,95498778,0,0,0,0,0,350483,95849261,127994982,1624076,1221290,0,1305513,25597164,28123967,0,0,0,4711615,0,0,4711615,32835582,1120023,95663453
40004,Metropolitan Transit Authority,Full Reporter,Urban,5396168,7995722,2675559,1031960,0,0,17099409,141821359,0,0,534789,22625060,350000,0,165331208,182430617,25848956,2770459,5500000,7305284,863198,16438941,0,0,0,104410358,0,7809116,112219474,128658415,3915737,75705421
40006,Cape Fear Public Transportation Authority,Full Reporter,Urban,242607,607467,174467,128844,0,0,1153385,30119440,0,0,0,37457,0,0,30156897,31310282,252625,143103,0,654574,0,797677,0,0,0,417287,0,0,417287,1214964,7472,30340471
40012,City of Winston Salem,Full Reporter,Urban,1111437,6340867,311875,0,0,0,7764179,25153709,0,0,0,0,0,0,25153709,32917888,0,1117625,0,0,113661,1231286,0,0,0,0,0,0,0,1231286,0,0
40014,Ms Coast Transportation Authority,Full Reporter,Urban,1639148,863565,2201832,66448,0,0,4770993,20437711,0,0,0,11601652,0,0,32039363,36810356,0,436938,0,451863,0,888801,0,0,0,0,0,0,0,888801,0,0
40017,Lexington Transit Authority,Full Reporter,Urban,15405106,13868100,685762,27460,0,0,29986428,25842330,0,0,0,423204,0,0,26265534,56251962,2285415,645506,0,690557,0,1336063,4904677,0,0,0,0,0,4904677,6240740,2589356,49707281
40018,Transit Authority of River City,Full Reporter,Urban,8489397,8985243,1521273,1335125,0,0,20331038,77318967,0,0,0,0,31000,0,77349967,97681005,27776190,5949603,5447244,5856112,2052705,19305664,262538,0,0,94071317,1682198,22204681,118220734,137526398,9851103,-21920306
40019,Transit Authority of Northern Kentucky,Full Reporter,Urban,1627624,43287,881898,82419,4633370,29139,7297737,35007041,0,0,0,0,313000,0,35320041,42617778,1720560,1180663,0,288804,70411,1539878,0,77544,0,14235222,166000,5431461,19910227,21450105,3826625,19061608
40022,Metropolitan Atlanta Rapid Transit Authority,Full Reporter,Urban,46944808,225656994,33865845,10371506,492479327,161932083,971250563,2706717131,0,0,0,350409865,360433307,37901307,3455461610,4426712173,132395089,119468905,0,24394870,139749599,283613374,2389769002,0,346625398,97369429,0,166112825,2999876654,3283490028,135120097,1140497137
40025,Chatham Area Transit Authority,Full Reporter,Urban,3201556,12135199,416558,211122,15559,0,15979994,45498920,0,0,0,0,0,0,45498920,61478914,101176,548461,1500000,1226907,329766,3605134,0,0,0,897568,0,155000,1052568,4657702,124735,56797653
40027,Pinellas Suncoast Transit Authority,Full Reporter,Urban,44325509,12366210,2898621,332848,0,0,59923188,85762071,0,0,0,0,0,0,85762071,145685259,11959718,2336995,0,2331338,3782064,8450397,0,0,0,35250181,2452283,5529211,43231675,51682072,3233842,102729063
40031,Lakeland Area Mass Transit District ,Full Reporter,Urban,1395970,1818705,206245,375,4887240,0,8308535,13089441,0,0,0,0,1529736,0,14619177,22927712,3709835,690107,266924,54363,79833,1091227,0,0,1227751,8409783,0,469112,10106646,11197873,290097,15149577
40035,Central Florida Regional Transportation Authority,Full Reporter,Urban,62916827,32134397,2497868,0,0,2268635,99817727,131610202,0,0,0,11290743,7695257,0,150596202,250413929,8308487,12733247,10305980,2049999,13361054,38450280,0,0,0,8417778,7313068,0,15730846,54181126,1227139,203314151
40040,Jacksonville Transportation Authority,Full Reporter,Urban,16746469,160946100,2929529,692668,0,12781055,194095821,150911910,0,0,2359198,124292412,1995659,3853318,283412497,477508318,8930302,4764620,0,6956115,2134140,13854875,0,232457744,0,188079358,361936,0,420899038,434753913,3261846,48422861
