NTD ID,Agency Name,Reporter Type,Reporting Module,Expense Type,Interest Expenses,Leases and Rentals,Purchase Lease Agreement,Related Parties Lease Agreement,Voluntary Non-Exchange Transactions,Extraordinary and Special Items,Depreciation,Amortization of Intangibles,Other Reconciling Items,Total Reconciling Items,ADA Related Reconciling Items
20,Kitsap Transit,Full Reporter,Urban,Funds Not Applied,,,,,,,11063798,78481,,11142279,
21,Whatcom Transportation Authority,Full Reporter,Urban,Funds Applied,1558,7516,,,,,,,,9074,
21,Whatcom Transportation Authority,Full Reporter,Urban,Funds Not Applied,,,,,,,4890405,,,4890405,
23,City of Seattle,Full Reporter,Urban,Funds Applied,,,,,,,,,,0,
23,City of Seattle,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
24,Clark County Public Transportation Benefit Area Authority,Full Reporter,Urban,Funds Applied,,132867,,,,,,,3999166,4132033,27412
24,Clark County Public Transportation Benefit Area Authority,Full Reporter,Urban,Funds Not Applied,,,,,,,9725054,,,9725054,1398880
25,Salem Area Mass Transit District,Full Reporter,Urban,Funds Applied,,368770,0,,,274096,,,584562,1227428,584562
25,Salem Area Mass Transit District,Full Reporter,Urban,Funds Not Applied,,,,,,,2695840,,3072429,5768269,
28,County of Pierce,Full Reporter,Urban,Funds Applied,,,,,,,,,,0,
28,County of Pierce,Full Reporter,Urban,Funds Not Applied,,,,,,,807094,,,807094,
29,Snohomish County Public Transportation Benefit Area Corporation,Full Reporter,Urban,Funds Applied,157215,1513621,,,,3892508,,,1286869,6850213,
29,Snohomish County Public Transportation Benefit Area Corporation,Full Reporter,Urban,Funds Not Applied,,,,,96563,,23898634,1611995,,25607192,752347
34,Rogue Valley Transportation District,Full Reporter,Urban,Funds Applied,,,,,,,,,,0,
34,Rogue Valley Transportation District,Full Reporter,Urban,Funds Not Applied,,,,,,,1651408,,,1651408,
35,Washington State Ferries,Full Reporter,Urban,Funds Applied,,,,,,244539,,,,244539,
35,Washington State Ferries,Full Reporter,Urban,Funds Not Applied,,,,,,,63246083,,,63246083,
40,Central Puget Sound Regional Transit Authority,Full Reporter,Urban,Funds Applied,104095544,1056116,4284306,,,503664,,,4546462,114486092,
40,Central Puget Sound Regional Transit Authority,Full Reporter,Urban,Funds Not Applied,-8230528,,,,,,174822979,22751379,-8268641,181075189,
41,Alaska Railroad Corporation,Full Reporter,Urban,Funds Applied,440181,216492,,,,,,,,656673,
41,Alaska Railroad Corporation,Full Reporter,Urban,Funds Not Applied,,,,,,,21580990,1844,-26433168,-4850334,
43,Chelan Douglas PTBA ,Full Reporter,Urban,Funds Applied,,1062,,,,590241,,,,591303,
43,Chelan Douglas PTBA ,Full Reporter,Urban,Funds Not Applied,,,,,,,2934990,,,2934990,
44,Skagit Transit,Full Reporter,Urban,Funds Applied,,51345,,,,418794,,,,470139,
44,Skagit Transit,Full Reporter,Urban,Funds Not Applied,,,,,,,2546190,,,2546190,
46,City of Wilsonville,Full Reporter,Urban,Funds Applied,,,,,,617744,,,354390,972134,
46,City of Wilsonville,Full Reporter,Urban,Funds Not Applied,,,,,,,126079,,,126079,
57,Central Oregon Intergovernmental Council,Full Reporter,Urban,Funds Applied,27998,,,,,,,,,27998,
57,Central Oregon Intergovernmental Council,Full Reporter,Urban,Funds Not Applied,,,,,,,86514,,,86514,
58,City of Portland,Full Reporter,Urban,Funds Applied,,,,,,,,,,0,
58,City of Portland,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
376,"Ride Connection, Inc.",Full Reporter,Urban,Funds Applied,,1072320,0,0,,,0,,,1072320,
376,"Ride Connection, Inc.",Full Reporter,Urban,Funds Not Applied,,,,50000,,,740123,,13749,803872,
415,Ada County Highway District,Full Reporter,Urban,Funds Applied,,2700,,,,,,,,2700,
415,Ada County Highway District,Full Reporter,Urban,Funds Not Applied,,,,,,,532433,,,532433,
10001,Rhode Island Public Transit Authority,Full Reporter,Urban,Funds Applied,,841310,,,,518322,,,3236723,4596355,
10001,Rhode Island Public Transit Authority,Full Reporter,Urban,Funds Not Applied,,,,,,,17342500,,1322442,18664942,
10003,Massachusetts Bay Transportation Authority,Full Reporter,Urban,Funds Applied,224677087,60949415,0,,,,,,14902107,300528609,
10003,Massachusetts Bay Transportation Authority,Full Reporter,Urban,Funds Not Applied,,,,,,,382753798,,176226683,558980481,
10004,Brockton Area Transit Authority,Full Reporter,Urban,Funds Applied,110758,,,,,,,,,110758,
10004,Brockton Area Transit Authority,Full Reporter,Urban,Funds Not Applied,,,,,,,3725689,,,3725689,
10005,Lowell Regional Transit Authority,Full Reporter,Urban,Funds Applied,110599,12866,,,,,,,33894,157359,
10005,Lowell Regional Transit Authority,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
10006,Southeastern Regional Transit Authority,Full Reporter,Urban,Funds Applied,4116,,,,,,,,11919,16035,
10006,Southeastern Regional Transit Authority,Full Reporter,Urban,Funds Not Applied,,,,,,,2892790,,871935,3764725,
10007,Berkshire Regional Transit Authority,Full Reporter,Urban,Funds Applied,,,,,,,,,,0,
10007,Berkshire Regional Transit Authority,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
10008,Pioneer Valley Transit Authority,Full Reporter,Urban,Funds Applied,209597,101143,,,,,,,,310740,
10008,Pioneer Valley Transit Authority,Full Reporter,Urban,Funds Not Applied,,,,,,,21059393,,-1787809,19271584,
10013,Merrimack Valley Regional Transit Authority,Full Reporter,Urban,Funds Applied,162983,,,,,,,,,162983,
10013,Merrimack Valley Regional Transit Authority,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
10014,Worcester Regional Transit Authority,Full Reporter,Urban,Funds Applied,251187,144276,,,,,,,,395463,
10014,Worcester Regional Transit Authority,Full Reporter,Urban,Funds Not Applied,,,,,,,6264758,85297,290917,6640972,
10016,Greater Portland Transit District,Full Reporter,Urban,Funds Applied,36627,,,,,,,,331244,367871,
10016,Greater Portland Transit District,Full Reporter,Urban,Funds Not Applied,,,,,,,1660011,,,1660011,
10017,Greater Hartford Transit District,Full Reporter,Urban,Funds Applied,,,,,,,,,,0,
10017,Greater Hartford Transit District,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
10040,Southeast Area Transit District,Full Reporter,Urban,Funds Applied,10201,,,,,,,,,10201,
10040,Southeast Area Transit District,Full Reporter,Urban,Funds Not Applied,,,,349623,,,1038748,,,1388371,
10042,Valley Transit District,Full Reporter,Urban,Funds Applied,14653,7492,,,,4000,,,,26145,
10042,Valley Transit District,Full Reporter,Urban,Funds Not Applied,,,,,,,337013,,,337013,
10045,Connecticut Department of Transportation - CTTransit New Britain -Dattco.,Full Reporter,Urban,Funds Applied,,,,,,,,,,0,
10045,Connecticut Department of Transportation - CTTransit New Britain -Dattco.,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
10048,Connecticut Department of Transportation - CTTRANSIT - Hartford Division,Full Reporter,Urban,Funds Applied,,48183,,,,,,,,48183,
10048,Connecticut Department of Transportation - CTTRANSIT - Hartford Division,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
10049,Greater New Haven Transit District,Full Reporter,Urban,Funds Applied,5721,,,,,,,,,5721,
10049,Greater New Haven Transit District,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
10050,Greater Bridgeport Transit Authority,Full Reporter,Urban,Funds Applied,,,,,,238457,0,,,238457,
10050,Greater Bridgeport Transit Authority,Full Reporter,Urban,Funds Not Applied,,,,,,,4198632,,136673,4335305,
10051,Housatonic Area Regional Transit ,Full Reporter,Urban,Funds Applied,,,,,,,,,,0,
10051,Housatonic Area Regional Transit ,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
10053,Cape Ann Transportation Authority,Full Reporter,Urban,Funds Applied,40032,,,,,,,,,40032,
10053,Cape Ann Transportation Authority,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
10055,Connecticut Department of Transportation - CTTRANSIT New Haven Division,Full Reporter,Urban,Funds Applied,,18917,,,,,,,,18917,
10055,Connecticut Department of Transportation - CTTRANSIT New Haven Division,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
10056,Connecticut Department of Transportation - CTTRANSIT Stamford Division,Full Reporter,Urban,Funds Applied,,10028,,,,,,,,10028,
10056,Connecticut Department of Transportation - CTTRANSIT Stamford Division,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
10057,Norwalk Transit District,Full Reporter,Urban,Funds Applied,92537,122133,,,,,,,0,214670,
10057,Norwalk Transit District,Full Reporter,Urban,Funds Not Applied,,,,,,,2431894,,,2431894,
10061,Montachusett Regional Transit Authority,Full Reporter,Urban,Funds Applied,307701,371972,,,,,,,77866,757539,
10061,Montachusett Regional Transit Authority,Full Reporter,Urban,Funds Not Applied,,,,,,,5201888,,,5201888,
10064,Greater Attleboro-Taunton Regional Transit Authority,Full Reporter,Urban,Funds Applied,155927,100395,,,,0,,,,256322,
10064,Greater Attleboro-Taunton Regional Transit Authority,Full Reporter,Urban,Funds Not Applied,,,,,,,3753166,,,3753166,
10066,Green Mountain Transit Authority,Full Reporter,Urban,Funds Applied,,26151,,,,,,,39033,65184,
10066,Green Mountain Transit Authority,Full Reporter,Urban,Funds Not Applied,,,,,,,3756682,,,3756682,
10086,Cooperative Alliance for Seacoast Transportation,Full Reporter,Urban,Funds Applied,,27000,,,,,,,,27000,
10086,Cooperative Alliance for Seacoast Transportation,Full Reporter,Urban,Funds Not Applied,,,,,,,1064674,,,1064674,
10087,City of Nashua,Full Reporter,Urban,Funds Applied,,,,,,12589,,,,12589,
10087,City of Nashua,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
10088,Casco Bay Island Transit District,Full Reporter,Urban,Funds Applied,,35285,,,,,,,,35285,
10088,Casco Bay Island Transit District,Full Reporter,Urban,Funds Not Applied,,,,,,,984805,,,984805,
10098,"Western Maine Transportation Services, Inc.",Full Reporter,Urban,Funds Applied,72743,40265,0,,,0,0,,-127547,-14539,
10098,"Western Maine Transportation Services, Inc.",Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
10102,Connecticut Department of Transportation,Full Reporter,Urban,Funds Applied,,1196150,,,,,,,,1196150,
10102,Connecticut Department of Transportation,Full Reporter,Urban,Funds Not Applied,,,,,,,650536,,,650536,
10105,Cape Cod Regional Transit Authority,Full Reporter,Urban,Funds Applied,122266,1216161,,,,,,,-37205,1301222,
10105,Cape Cod Regional Transit Authority,Full Reporter,Urban,Funds Not Applied,,,,,,,4603558,,,4603558,
10107,Milford Transit District,Full Reporter,Urban,Funds Applied,,,,,,,,,,0,
10107,Milford Transit District,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
10115,Northern New England Passenger Rail Authority,Full Reporter,Urban,Funds Applied,,0,,,,,,,,0,
10115,Northern New England Passenger Rail Authority,Full Reporter,Urban,Funds Not Applied,,,,,,,391832,,,391832,
10118,MetroWest Regional Transit Authority,Full Reporter,Urban,Funds Applied,164689,,,,,,,,,164689,70339
10118,MetroWest Regional Transit Authority,Full Reporter,Urban,Funds Not Applied,,,,,,,1654683,,,1654683,706715
10128,Connecticut Department of Transportation- CTTransit Waterbury- NET,Full Reporter,Urban,Funds Applied,98673,20962,,,,,,,,119635,
10128,Connecticut Department of Transportation- CTTransit Waterbury- NET,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
10130,Connecticut Department of Transportation -CTTRANSIT New Britain ,Full Reporter,Urban,Funds Applied,,2947,,,,,44691,,,47638,
10130,Connecticut Department of Transportation -CTTRANSIT New Britain ,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
10183,"Woods Hole, Martha's Vineyard and Nantucket Steamship Authority",Full Reporter,Urban,Funds Applied,4596451,864754,,,,,0,,,5461205,
10183,"Woods Hole, Martha's Vineyard and Nantucket Steamship Authority",Full Reporter,Urban,Funds Not Applied,,,,,,,13150273,,,13150273,
11147,Rhode Island Department of Transportation,Full Reporter,Urban,Funds Applied,,97532,,,,,,,,97532,
11147,Rhode Island Department of Transportation,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
11238,Bay State Cruise Company,Full Reporter,Urban,Funds Applied,15350,82040,104796,,,,,,,202186,
11238,Bay State Cruise Company,Full Reporter,Urban,Funds Not Applied,,,,,,,196100,,,196100,
11239,"Hyannis Harbor Tours, Inc. ",Full Reporter,Urban,Funds Applied,357246,,,,,,0,0,,357246,
11239,"Hyannis Harbor Tours, Inc. ",Full Reporter,Urban,Funds Not Applied,,,,,,,2071178,8945,,2080123,
20002,Capital District Transportation Authority,Full Reporter,Urban,Funds Applied,224728,535287,,,,,,,,760015,
20002,Capital District Transportation Authority,Full Reporter,Urban,Funds Not Applied,,,,,,,13078717,,8174897,21253614,
20003,Broome County,Full Reporter,Urban,Funds Applied,198167,123100,,,,,,,2025289,2346556,
20003,Broome County,Full Reporter,Urban,Funds Not Applied,,,,,,0,2242175,,221343,2463518,
20004,Niagara Frontier Transportation Authority,Full Reporter,Urban,Funds Applied,651229,1678160,,,,,,,57945,2387334,8835
20004,Niagara Frontier Transportation Authority,Full Reporter,Urban,Funds Not Applied,,,0,,,,5769611,,27704733,33474344,252395
20006,City of Long Beach,Full Reporter,Urban,Funds Applied,,,,,,,,,,0,
20006,City of Long Beach,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
20008,MTA New York City Transit,Full Reporter,Urban,Funds Applied,18861270,27115634,,,,,,,731864518,777841422,
20008,MTA New York City Transit,Full Reporter,Urban,Funds Not Applied,,,,,,,2069768430,,,2069768430,
20010,Dutchess County,Full Reporter,Urban,Funds Applied,,49485,,,,,,,,49485,
20010,Dutchess County,Full Reporter,Urban,Funds Not Applied,,,,,,,3511400,,,3511400,
20018,Central New York Regional Transportation Authority,Full Reporter,Urban,Funds Applied,,139589,,,,,,,,139589,
20018,Central New York Regional Transportation Authority,Full Reporter,Urban,Funds Not Applied,,,,,,,12346813,,40495846,52842659,
20071,Town of Huntington,Full Reporter,Urban,Funds Applied,,,,,,,,,,0,
20071,Town of Huntington,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
20072,Suffolk County ,Full Reporter,Urban,Funds Applied,218294,2197655,,,,,,,,2415949,
20072,Suffolk County ,Full Reporter,Urban,Funds Not Applied,,,,,,,8487426,,,8487426,
20075,Port Authority Transit Corporation,Full Reporter,Urban,Funds Applied,,12441,,,,,,,1046326,1058767,
20075,Port Authority Transit Corporation,Full Reporter,Urban,Funds Not Applied,,,,6122000,,,,,-466056,5655944,
20076,Westchester County,Full Reporter,Urban,Funds Applied,,1193709,,,,,,,,1193709,
20076,Westchester County,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
20078,"Metro-North Commuter Railroad Company, dba: MTA Metro-North Railroad",Full Reporter,Urban,Funds Applied,406125,26332387,,,,,,,43996583,70735095,
20078,"Metro-North Commuter Railroad Company, dba: MTA Metro-North Railroad",Full Reporter,Urban,Funds Not Applied,,,,,,,269048772,,53627834,322676606,
20080,New Jersey Transit Corporation,Full Reporter,Urban,Funds Applied,27689827,10019226,,,,,,,216310619,254019672,
20080,New Jersey Transit Corporation,Full Reporter,Urban,Funds Not Applied,,,,,,,31695763,,-22751497,8944266,5797353
20082,New York City Department of Transportation,Full Reporter,Urban,Funds Applied,,320708,,,,2031177,,,,2351885,
20082,New York City Department of Transportation,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
20084,County of Rockland ,Full Reporter,Urban,Funds Applied,,92635,,,,,,,,92635,
20084,County of Rockland ,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
20096,Putnam County ,Full Reporter,Urban,Funds Applied,,,,,,733609,,,,733609,
20096,Putnam County ,Full Reporter,Urban,Funds Not Applied,,,,,,0,,,,0,
20098,Port Authority Trans-Hudson Corporation,Full Reporter,Urban,Funds Applied,,1001675,,,,,,,,1001675,
20098,Port Authority Trans-Hudson Corporation,Full Reporter,Urban,Funds Not Applied,187389,,,,,,214512,,120463,522364,
20099,Staten Island Rapid Transit Operating Authority,Full Reporter,Urban,Funds Applied,200358,,,,,,,,3970051,4170409,
20099,Staten Island Rapid Transit Operating Authority,Full Reporter,Urban,Funds Not Applied,,,,,,,10831073,,,10831073,
20100,MTA Long Island Rail Road,Full Reporter,Urban,Funds Applied,810974,9128855,,,,,,,,9939829,
20100,MTA Long Island Rail Road,Full Reporter,Urban,Funds Not Applied,,,,,,,414475118,48664,103559872,518083654,
20113,Regional Transit Service - Monroe County,Full Reporter,Urban,Funds Applied,1000,184725,,,,,,,,185725,
20113,Regional Transit Service - Monroe County,Full Reporter,Urban,Funds Not Applied,,,,,,,15064717,,15362837,30427554,
20122,"Academy Lines, Inc.",Full Reporter,Urban,Funds Applied,,,2998528,,,,,,,2998528,
20122,"Academy Lines, Inc.",Full Reporter,Urban,Funds Not Applied,,,,,,,173452,,,173452,
20126,"Hudson Transit Lines, Inc.",Full Reporter,Urban,Funds Applied,,1092928,,308426,,,,,,1401354,
20126,"Hudson Transit Lines, Inc.",Full Reporter,Urban,Funds Not Applied,,,,,,,4174118,,247839,4421957,
20128,Suburban Transit Corporation,Full Reporter,Urban,Funds Applied,,2222291,,,,,,,,2222291,
20128,Suburban Transit Corporation,Full Reporter,Urban,Funds Not Applied,,,,,,,289661,4620,135957,430238,
20135,Monsey New Square Trails Corporation,Full Reporter,Urban,Funds Applied,29992,,235230,,,,,,,265222,
20135,Monsey New Square Trails Corporation,Full Reporter,Urban,Funds Not Applied,,,,,,,2673320,,,2673320,
20145,Tompkins Consolidated Area Transit,Full Reporter,Urban,Funds Applied,48050,35775,,,,,,,,83825,
20145,Tompkins Consolidated Area Transit,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
20149,"Rockland Coaches, Inc.",Full Reporter,Urban,Funds Applied,,464509,,,,,,,,464509,
20149,"Rockland Coaches, Inc.",Full Reporter,Urban,Funds Not Applied,,,,,,,64022,,,64022,
20161,DeCamp Bus Lines,Full Reporter,Urban,Funds Applied,128156,173711,,,,,,,,301867,
20161,DeCamp Bus Lines,Full Reporter,Urban,Funds Not Applied,,,,,,,551484,,,551484,
20163,"Lakeland Bus Lines, Inc.",Full Reporter,Urban,Funds Applied,51209,325562,,,,,,,,376771,
20163,"Lakeland Bus Lines, Inc.",Full Reporter,Urban,Funds Not Applied,,,,,,,51583,,,51583,
20166,"Orange-Newark-Elizabeth, Inc.",Full Reporter,Urban,Funds Applied,23905,64435,,,,,,,,88340,
20166,"Orange-Newark-Elizabeth, Inc.",Full Reporter,Urban,Funds Not Applied,,,,,,,65047,,,65047,
20169,"Trans-Bridge Lines, Inc. ",Full Reporter,Urban,Funds Applied,40321,278696,,,,,,,,319017,
20169,"Trans-Bridge Lines, Inc. ",Full Reporter,Urban,Funds Not Applied,,,,,,,2594433,,,2594433,
20175,Private Transportation Corporation,Full Reporter,Urban,Funds Applied,,,,,,,,,,0,
20175,Private Transportation Corporation,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
20177,"Adirondack Transit Lines, Inc,",Full Reporter,Urban,Funds Applied,77281,1091827,0,154631,0,0,0,0,0,1323739,0
20177,"Adirondack Transit Lines, Inc,",Full Reporter,Urban,Funds Not Applied,0,0,0,0,0,0,354726,0,0,354726,0
20178,Ulster County ,Full Reporter,Urban,Funds Applied,,,,,,,,,,0,
20178,Ulster County ,Full Reporter,Urban,Funds Not Applied,,,,,,,,,0,0,
20188,MTA Bus Company,Full Reporter,Urban,Funds Applied,,1348844,,1232358,,,,,107692036,110273238,
20188,MTA Bus Company,Full Reporter,Urban,Funds Not Applied,,,,,,,47471781,,-31993675,15478106,
20190,Port Imperial Ferry Corporation,Full Reporter,Urban,Funds Applied,745235,13254,,947767,,,,,,1706256,
20190,Port Imperial Ferry Corporation,Full Reporter,Urban,Funds Not Applied,,,,,,,2139021,987100,,3126121,
20192,Bergen County,Full Reporter,Urban,Funds Applied,0,0,0,0,0,0,0,0,0,0,0
20192,Bergen County,Full Reporter,Urban,Funds Not Applied,0,0,0,0,0,0,0,0,0,0,0
20199,County of Atlantic,Full Reporter,Urban,Funds Applied,,,,,,,,,,0,
20199,County of Atlantic,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
20204,"Senior Citizens United Community Services of Camden County, Inc.",Full Reporter,Urban,Funds Applied,,,,,,,,,,0,
20204,"Senior Citizens United Community Services of Camden County, Inc.",Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
20206,County of Nassau,Full Reporter,Urban,Funds Applied,,238108,,,,,,,,238108,
20206,County of Nassau,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
20209,Somerset County,Full Reporter,Urban,Funds Applied,0,0,0,0,0,0,0,0,0,0,0
20209,Somerset County,Full Reporter,Urban,Funds Not Applied,0,0,0,0,0,0,0,0,0,0,0
20217,"Hampton Jitney, Inc.",Full Reporter,Urban,Funds Applied,545357,66812,0,,,,,,,612169,
20217,"Hampton Jitney, Inc.",Full Reporter,Urban,Funds Not Applied,,,,,,,3201993,,,3201993,
20226,"SeaStreak, LLC",Full Reporter,Urban,Funds Applied,657760,416816,0,0,0,0,0,0,0,1074576,0
20226,"SeaStreak, LLC",Full Reporter,Urban,Funds Not Applied,,,0,0,0,0,3029140,273872,0,3303012,0
22930,New York City Economic Development Corporation,Full Reporter,Urban,Funds Applied,,1532625,,,,,,,-11967110,-10434485,
22930,New York City Economic Development Corporation,Full Reporter,Urban,Funds Not Applied,,,,,,,172882,,,172882,
30001,Kanawha Valley Regional Transportation Authority,Full Reporter,Urban,Funds Applied,,,,,,500000,,,28167,528167,
30001,Kanawha Valley Regional Transportation Authority,Full Reporter,Urban,Funds Not Applied,,,,,,,2584537,,,2584537,
30002,The Tri-State Transit Authority,Full Reporter,Urban,Funds Applied,,,,,,0,,,390813,390813,
30002,The Tri-State Transit Authority,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
30006,Greater Richmond Transit Company,Full Reporter,Urban,Funds Applied,,717825,,,,,,,,717825,288935
30006,Greater Richmond Transit Company,Full Reporter,Urban,Funds Not Applied,,,,,,,4800000,,,4800000,
30007,Greater Roanoke Transit Company,Full Reporter,Urban,Funds Applied,,104996,0,,,,,,,104996,
30007,Greater Roanoke Transit Company,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
30008,Greater Lynchburg Transit Company,Full Reporter,Urban,Funds Applied,,,,,,,,,,0,
30008,Greater Lynchburg Transit Company,Full Reporter,Urban,Funds Not Applied,,,,,,,3166125,,,3166125,
30010,Lehigh and Northampton Transportation Authority,Full Reporter,Urban,Funds Applied,96182,47282,306479,,,,,,,449943,
30010,Lehigh and Northampton Transportation Authority,Full Reporter,Urban,Funds Not Applied,,161692,0,,,,5646288,,21014,5828994,
30011,Altoona Metro Transit,Full Reporter,Urban,Funds Applied,,34014,102025,,,,,,0,136039,3916
30011,Altoona Metro Transit,Full Reporter,Urban,Funds Not Applied,,,,,,,1633684,,65690,1699374,
30012,Cambria County Transit Authority,Full Reporter,Urban,Funds Applied,,,100010,,,,,,,100010,
30012,Cambria County Transit Authority,Full Reporter,Urban,Funds Not Applied,,,,,,,3032144,,664548,3696692,
30013,Erie Metropolitan Transit Authority,Full Reporter,Urban,Funds Applied,,,,,,1042601,,,,1042601,
30013,Erie Metropolitan Transit Authority,Full Reporter,Urban,Funds Not Applied,,,,,,,3596487,,432543,4029030,
30014,Cumberland Dauphin-Harrisburg Transit Authority,Full Reporter,Urban,Funds Applied,58030,34260,,,,,,,,92290,
30014,Cumberland Dauphin-Harrisburg Transit Authority,Full Reporter,Urban,Funds Not Applied,,,,,,,3817706,,,3817706,
30015,Luzerne County Transportation Authority,Full Reporter,Urban,Funds Applied,,,,,,,,,491274,491274,
30015,Luzerne County Transportation Authority,Full Reporter,Urban,Funds Not Applied,,,,,,,1789121,,137428,1926549,
30019,Southeastern Pennsylvania Transportation Authority,Full Reporter,Urban,Funds Applied,13084965,65215537,,,,,,,,78300502,
30019,Southeastern Pennsylvania Transportation Authority,Full Reporter,Urban,Funds Not Applied,,,,,,,21126524,,-54225170,-33098646,
30022,Port Authority of Allegheny County,Full Reporter,Urban,Funds Applied,,6064999,,,,3438906,,,,9503905,
30022,Port Authority of Allegheny County,Full Reporter,Urban,Funds Not Applied,,,,,,,120185409,,31294570,151479979,
30023,Beaver County Transit Authority,Full Reporter,Urban,Funds Applied,,,232772,,,,0,,,232772,
30023,Beaver County Transit Authority,Full Reporter,Urban,Funds Not Applied,,,,,,,2658444,,,2658444,
30025,County of Lackawanna Transit System,Full Reporter,Urban,Funds Applied,,407714,,,,,,,,407714,
30025,County of Lackawanna Transit System,Full Reporter,Urban,Funds Not Applied,,,,,,,2496050,,123021,2619071,
30026,City of Williamsport,Full Reporter,Urban,Funds Applied,,,,,,,,,0,0,
